0.017266,0.001111
0.018109,0.001096
0.024699,0.001559
0.025080,0.001548
0.027403,0.001657
0.023800,0.001519
0.024384,0.001463
0.020958,0.001178
0.021668,0.001426
0.014654,0.000810
0.011183,0.000781
0.024757,0.001474
0.026705,0.001623
0.014333,0.000758
0.021317,0.001077
0.022426,0.001395
0.022317,0.001384
0.022908,0.001365
0.014860,0.000886
0.019983,0.001171
0.021818,0.001276
0.022127,0.001264
0.014669,0.000919
0.014037,0.000801
0.027375,0.001628
0.017279,0.001040
0.026995,0.001686
0.014864,0.000997
0.000000,0.000000
0.032617,0.001887
0.008231,0.000428
0.027415,0.001732
0.008285,0.000481
0.008234,0.000431
0.008270,0.000407
0.027496,0.001707
0.025908,0.001574
0.008309,0.000440
0.023054,0.001347
0.018389,0.001025
0.023287,0.001449
0.018286,0.001214
0.020110,0.001317
0.021032,0.001242
0.018010,0.001196
0.026659,0.001605
0.021695,0.001327
0.026289,0.001643
0.028349,0.001669
0.016499,0.000833
0.023512,0.001486
0.024353,0.001530
0.008309,0.000440
0.010099,0.000579
0.011018,0.000540
0.011322,0.000501
0.012304,0.000476
0.012722,0.000732
0.013407,0.000450
0.021183,0.001287
0.014864,0.000997
0.015995,0.001020
0.021348,0.001306
0.011158,0.000787
0.012757,0.000553
0.013803,0.000724
0.012522,0.000523
0.024482,0.001506
0.022188,0.001424
0.012931,0.000602
0.019288,0.001225
0.013107,0.000645
0.014821,0.000750
0.010895,0.000534
0.020671,0.001285
0.014463,0.000857
0.020000,0.001210
0.018696,0.001125
0.019875,0.001157
0.020563,0.000993
0.020690,0.001059
0.020763,0.000904
0.024613,0.001502
0.015550,0.000872
0.022325,0.001373
0.021912,0.001300
0.024178,0.001413
0.014433,0.000661
0.014982,0.000843
0.025508,0.001605
0.009736,0.000644
0.022957,0.001406
0.008285,0.000481
0.018993,0.000739
0.024757,0.001533
0.010494,0.000677
0.011770,0.000627
0.012903,0.000494
0.013107,0.000645
0.014034,0.000464
Running time:341.00
