0.018873,0.001213
0.018882,0.001155
0.023928,0.001497
0.012250,0.000812
0.024300,0.001508
0.022777,0.001433
0.023154,0.001465
0.018669,0.001120
0.020104,0.001175
0.023753,0.001418
0.021686,0.001321
0.015516,0.000911
0.018139,0.001033
0.014090,0.000860
0.014746,0.000974
0.014547,0.000941
0.014577,0.000938
0.014145,0.000912
0.015259,0.000957
0.015460,0.000887
0.016450,0.001004
0.016748,0.000986
0.017496,0.001012
0.019755,0.001253
0.015949,0.000878
0.024814,0.001590
0.000000,0.000000
0.027677,0.001717
0.016955,0.001150
0.008268,0.000457
0.008483,0.000435
0.008331,0.000434
0.008275,0.000411
0.008370,0.000425
0.008405,0.000383
0.008467,0.000388
0.026472,0.001628
0.027742,0.001675
0.025909,0.001580
0.022692,0.001407
0.024679,0.001543
0.018401,0.001219
0.027484,0.001710
0.022604,0.001375
0.008481,0.000393
0.025661,0.001569
0.024583,0.001526
0.023856,0.001448
0.020197,0.001194
0.025111,0.001477
0.012417,0.000760
0.014997,0.000800
0.019755,0.001253
0.019902,0.001139
0.011911,0.000794
0.021628,0.001301
0.021390,0.001294
0.021718,0.001338
0.019258,0.001232
0.014723,0.000839
0.011662,0.000701
0.020300,0.001244
0.009808,0.000601
0.018387,0.000981
0.010979,0.000688
0.020925,0.001241
0.018784,0.001146
0.010888,0.000705
0.012123,0.000691
0.018873,0.001213
0.018882,0.001155
0.010095,0.000558
0.013977,0.000831
0.019258,0.001232
0.014069,0.000847
0.012078,0.000779
0.016896,0.000931
0.017867,0.000915
0.020587,0.001308
0.021736,0.001347
0.012115,0.000768
0.018401,0.001219
0.011278,0.000669
0.010252,0.000576
0.019113,0.001181
0.020641,0.001287
0.010491,0.000489
0.011434,0.000478
0.011503,0.000525
0.022483,0.001357
0.020189,0.001266
0.010439,0.000538
0.021261,0.001365
0.021427,0.001333
0.019551,0.001136
0.009795,0.000513
0.011978,0.000448
0.020789,0.001276
0.017600,0.000949
0.027677,0.001717
Running time:347.00
