Date,Close,GE
20/02/2008,34.36,0.002331003
19/02/2008,34.28,-0.002621997
15/02/2008,34.37,-0.000581734
14/02/2008,34.39,-0.017010645
13/02/2008,34.98,0.017592379
12/02/2008,34.37,0.010529492
11/02/2008,34.01,0.005011064
08/02/2008,33.84,-0.011458918
07/02/2008,34.23,0.000876808
06/02/2008,34.2,-0.000292355
05/02/2008,34.21,-0.033346004
04/02/2008,35.37,-0.022089532
01/02/2008,36.16,0.022372298
31/01/2008,35.36,0.011948933
30/01/2008,34.94,0.005165004
29/01/2008,34.76,0.001151411
28/01/2008,34.72,0.020955365
25/01/2008,34,-0.018937201
24/01/2008,34.65,0.001733103
23/01/2008,34.59,0.01573459
22/01/2008,34.05,-0.007606824
18/01/2008,34.31,0.032585821
17/01/2008,33.21,-0.039845909
16/01/2008,34.56,0.000868433
15/01/2008,34.53,-0.026576789
14/01/2008,35.46,0.008211854
11/01/2008,35.17,-0.021100797
10/01/2008,35.92,0.00334635
09/01/2008,35.8,0.011236073
08/01/2008,35.4,-0.02179466
07/01/2008,36.18,0.003877047
04/01/2008,36.04,-0.020868412
03/01/2008,36.8,0.001087548
02/01/2008,36.76,-0.00839772
31/12/2007,37.07,-0.007257121
28/12/2007,37.34,0.00402523
27/12/2007,37.19,-0.00963347
26/12/2007,37.55,0.000532765
24/12/2007,37.53,0.010446057
21/12/2007,37.14,0.0168345
20/12/2007,36.52,-0.001368176
19/12/2007,36.57,-0.006269613
18/12/2007,36.8,0.00873368
17/12/2007,36.48,-0.011718352
14/12/2007,36.91,-0.017989477
13/12/2007,37.58,0.008820049
12/12/2007,37.25,0.00592355
11/12/2007,37.03,-0.010209653
10/12/2007,37.41,0.00482316
07/12/2007,37.23,-0.000805477
06/12/2007,37.26,0.014871168
05/12/2007,36.71,0.012609816
04/12/2007,36.25,-0.018584848
03/12/2007,36.93,-0.036164537
30/11/2007,38.29,0.003925165
29/11/2007,38.14,-0.00835514
28/11/2007,38.46,0.02661203
27/11/2007,37.45,0.01941285
26/11/2007,36.73,-0.025270162
23/11/2007,37.67,0.013362037
21/11/2007,37.17,-0.023136253
20/11/2007,38.04,-0.003149609
19/11/2007,38.16,-0.012758928
16/11/2007,38.65,0.008835816
15/11/2007,38.31,-0.018107065
14/11/2007,39.01,-0.005113793
13/11/2007,39.21,0.024788256
12/11/2007,38.25,-0.00339293
09/11/2007,38.38,-0.016537845
08/11/2007,39.02,-0.001536492
07/11/2007,39.08,-0.027758532
06/11/2007,40.18,-0.000497636
05/11/2007,40.2,-0.003228613
02/11/2007,40.33,-0.000247924
01/11/2007,40.34,-0.020123378
31/10/2007,41.16,0.016658886
30/10/2007,40.48,-0.001974334
29/10/2007,40.56,0.004447746
26/10/2007,40.38,0.005463138
25/10/2007,40.16,-0.001741511
24/10/2007,40.23,-0.006195039
23/10/2007,40.48,0.007687577
22/10/2007,40.17,0.003241494
19/10/2007,40.04,-0.018557999
18/10/2007,40.79,-0.005135113
17/10/2007,41,0.00562555
16/10/2007,40.77,-0.001225641
15/10/2007,40.82,-0.005131349
12/10/2007,41.03,-0.013796661
11/10/2007,41.6,-0.005035378
10/10/2007,41.81,-0.00501015
09/10/2007,42.02,0.011729638
08/10/2007,41.53,-0.005762321
05/10/2007,41.77,0.00167725
04/10/2007,41.7,0.003603608
03/10/2007,41.55,-0.013625166
02/10/2007,42.12,0.002376992
01/10/2007,42.02,0.014864815
28/09/2007,41.4,0.000241575
27/09/2007,41.39,0.002903462
26/09/2007,41.27,0.004127722
25/09/2007,41.1,0.0061013
24/09/2007,40.85,-0.009744291
21/09/2007,41.25,0.000242454
20/09/2007,41.24,-0.012769719
19/09/2007,41.77,0.002156981
18/09/2007,41.68,0.036652038
17/09/2007,40.18,-0.004222035
14/09/2007,40.35,-0.003957462
13/09/2007,40.51,0.015172533
12/09/2007,39.9,0.010075652
11/09/2007,39.5,0.00787906
10/09/2007,39.19,0.011290856
07/09/2007,38.75,-0.016635061
06/09/2007,39.4,0.016635061
05/09/2007,38.75,-0.007456006
04/09/2007,39.04,0.004364017
31/08/2007,38.87,0.012165285
30/08/2007,38.4,-0.008040505
29/08/2007,38.71,0.01719688
28/08/2007,38.05,-0.024660562
27/08/2007,39,-0.010457945
24/08/2007,39.41,0.007385746
23/08/2007,39.12,-0.000511117
22/08/2007,39.14,0.020390434
21/08/2007,38.35,0.003395589
20/08/2007,38.22,-0.005999757
17/08/2007,38.45,0.033049935
16/08/2007,37.2,0.00809721
15/08/2007,36.9,-0.020917899
14/08/2007,37.68,-0.012920417
13/08/2007,38.17,-0.001570681
10/08/2007,38.23,-0.018401452
09/08/2007,38.94,-0.038291832
08/08/2007,40.46,0.024519617
07/08/2007,39.48,0.009671748
06/08/2007,39.1,0.026958605
03/08/2007,38.06,-0.025166719
02/08/2007,39.03,0.002051809
01/08/2007,38.95,0.004889985
31/07/2007,38.76,-0.013072082
30/07/2007,39.27,0.012298387
27/07/2007,38.79,-0.018897396
26/07/2007,39.53,-0.022264835
25/07/2007,40.42,0.004960328
24/07/2007,40.22,-0.014807773
23/07/2007,40.82,0.017297194
20/07/2007,40.12,-0.014598799
19/07/2007,40.71,0.006407119
18/07/2007,40.45,-0.006407119
17/07/2007,40.71,0.014598799
16/07/2007,40.12,0.015574291
13/07/2007,39.5,0.012739026
12/07/2007,39,0.020726131
11/07/2007,38.2,0.007884404
10/07/2007,37.9,-0.018819165
09/07/2007,38.62,0.003631651
06/07/2007,38.48,-0.001558037
05/07/2007,38.54,-0.004142937
03/07/2007,38.7,0.011434636
02/07/2007,38.26,-0.000522603
29/06/2007,38.28,0.004188488
28/06/2007,38.12,0.001575217
27/06/2007,38.06,0.001051525
26/06/2007,38.02,-0.004984924
25/06/2007,38.21,-0.000784827
22/06/2007,38.24,-0.014538158
21/06/2007,38.8,-0.006934662
20/06/2007,39.07,-0.005615125
19/06/2007,39.29,0.031543463
18/06/2007,38.07,-0.001312508
15/06/2007,38.12,0.008429976
14/06/2007,37.8,0.004241788
13/06/2007,37.64,0.015798963
12/06/2007,37.05,-0.011005345
11/06/2007,37.46,0.003744321
08/06/2007,37.32,0.015119078
07/06/2007,36.76,-0.014314897
06/06/2007,37.29,-0.00294551
05/06/2007,37.4,-0.010902913
04/06/2007,37.81,0.009566908
01/06/2007,37.45,-0.003465284
31/05/2007,37.58,-0.00398354
30/05/2007,37.73,0.00878483
29/05/2007,37.4,-0.00426895
25/05/2007,37.56,0.004803852
24/05/2007,37.38,-0.005868248
23/05/2007,37.6,0.006938912
22/05/2007,37.34,0.006448169
21/05/2007,37.1,0.003780723
18/05/2007,36.96,0.011702406
17/05/2007,36.53,-0.00817889
16/05/2007,36.83,0.005172191
15/05/2007,36.64,0.001092299
14/05/2007,36.6,-0.010058533
11/05/2007,36.97,0.005152554
10/05/2007,36.78,-0.012966146
09/05/2007,37.26,0.004842624
08/05/2007,37.08,-0.004305712
07/05/2007,37.24,0.002419681
04/05/2007,37.15,-0.005101367
03/05/2007,37.34,0.000803751
02/05/2007,37.31,0.005644418
01/05/2007,37.1,0.006490017
30/04/2007,36.86,0.000542741
27/04/2007,36.84,0.027519623
26/04/2007,35.84,0.012070322
25/04/2007,35.41,0.018526966
24/04/2007,34.76,-0.001150086
23/04/2007,34.8,-0.009438079
20/04/2007,35.13,0.003707405
19/04/2007,35,-0.003707405
18/04/2007,35.13,-0.001990616
17/04/2007,35.2,-0.004535155
16/04/2007,35.36,-0.000565451
13/04/2007,35.38,0.005668949
12/04/2007,35.18,0.006559271
11/04/2007,34.95,0.00200487
10/04/2007,34.88,0.00287109
09/04/2007,34.78,-0.006876818
05/04/2007,35.02,-0.002566663
04/04/2007,35.11,-0.005963386
03/04/2007,35.32,0.000849738
02/04/2007,35.29,-0.0019816
30/03/2007,35.36,-0.005358918
29/03/2007,35.55,0
28/03/2007,35.55,-0.006728369
27/03/2007,35.79,-0.005850414
26/03/2007,36,0.005012542
23/03/2007,35.82,0.000279213
22/03/2007,35.81,0.009258027
21/03/2007,35.48,0.020214211
20/03/2007,34.77,0.002880186
19/03/2007,34.67,0.008981663
16/03/2007,34.36,-0.004645769
15/03/2007,34.52,0.006102009
14/03/2007,34.31,0.006432771
13/03/2007,34.09,-0.010214593
12/03/2007,34.44,0.003490405
09/03/2007,34.32,-0.003780723
08/03/2007,34.45,0.00348939
07/03/2007,34.33,-0.011296282
06/03/2007,34.72,0.00490834
05/03/2007,34.55,-0.00921931
02/03/2007,34.87,-0.003721201
01/03/2007,35,0.00257474
28/02/2007,34.91,0.007187037
27/02/2007,34.66,-0.019429183
26/02/2007,35.34,0.006814336
23/02/2007,35.1,-0.00851069
22/02/2007,35.4,-0.014303988
21/02/2007,35.91,-0.005554027
20/02/2007,36.11,0.006668544
16/02/2007,35.87,-0.007498994
15/02/2007,36.14,-0.00908972
14/02/2007,36.47,0.019380452
13/02/2007,35.77,0.003640951
12/02/2007,35.64,0.003091193
09/02/2007,35.53,-0.0058931
08/02/2007,35.74,-0.010022356
07/02/2007,36.1,-0.00580032
06/02/2007,36.31,-0.001651074
05/02/2007,36.37,0.002753306
02/02/2007,36.27,0.001103448
01/02/2007,36.23,0.004980641
31/01/2007,36.05,0.000554939
30/01/2007,36.03,-0.004430913
29/01/2007,36.19,0.003321343
26/01/2007,36.07,-0.007457568
25/01/2007,36.34,-0.008221477
24/01/2007,36.64,0.002459354
23/01/2007,36.55,-0.005457039
22/01/2007,36.75,-0.005427422
19/01/2007,36.95,-0.028020512
18/01/2007,38,0.000526454
17/01/2007,37.98,-0.00341701
16/01/2007,38.11,0.00578949
12/01/2007,37.89,-0.000791452
11/01/2007,37.92,0.009539023
10/01/2007,37.56,0.000266276
09/01/2007,37.55,0
08/01/2007,37.55,-0.000266276
05/01/2007,37.56,-0.005045821
04/01/2007,37.75,-0.005810899
03/01/2007,37.97,0.020218832
29/12/2006,37.21,-0.007229915
28/12/2006,37.48,-0.00823706
27/12/2006,37.79,0.002119206
26/12/2006,37.71,0.003719452
22/12/2006,37.57,-0.005309277
21/12/2006,37.77,-0.010010621
20/12/2006,38.15,0.003676475
19/12/2006,38.01,0.000263123
18/12/2006,38,0.016985546
15/12/2006,37.36,0.03126529
14/12/2006,36.21,0.019802627
13/12/2006,35.5,-0.003935906
12/12/2006,35.64,0.0118545
11/12/2006,35.22,-0.001418641
08/12/2006,35.27,0.003123671
07/12/2006,35.16,0.001423083
06/12/2006,35.11,-0.004546754
05/12/2006,35.27,-0.00339655
04/12/2006,35.39,0.003113063
01/12/2006,35.28,0
30/11/2006,35.28,-0.001982161
29/11/2006,35.35,0.00425231
28/11/2006,35.2,-0.00707717
27/11/2006,35.45,-0.006747285
24/11/2006,35.69,-0.008370585
22/11/2006,35.99,0.005293229
21/11/2006,35.8,-0.005015335
20/11/2006,35.98,-0.007476153
17/11/2006,36.25,0.008032172
16/11/2006,35.96,0.004738685
15/11/2006,35.79,0.005603825
14/11/2006,35.59,0.006483462
13/11/2006,35.36,0.005387791
10/11/2006,35.17,-0.003406191
09/11/2006,35.29,-0.008184045
08/11/2006,35.58,0.00112486
07/11/2006,35.54,0.007626078
06/11/2006,35.27,0.014277798
03/11/2006,34.77,0.001727116
02/11/2006,34.71,-0.005458999
01/11/2006,34.9,-0.005999161
31/10/2006,35.11,-0.002560092
30/10/2006,35.2,-0.000284051
27/10/2006,35.21,-0.010734566
26/10/2006,35.59,-0.000561798
25/10/2006,35.61,0.005349865
24/10/2006,35.42,-0.003100778
23/10/2006,35.53,0.001690141
20/10/2006,35.47,0.005371038
19/10/2006,35.28,-0.00790518
18/10/2006,35.56,0
17/10/2006,35.56,0
16/10/2006,35.56,-0.011741818
13/10/2006,35.98,-0.006648224
12/10/2006,36.22,0.001381406
11/10/2006,36.17,-0.003587695
10/10/2006,36.3,0.003864206
09/10/2006,36.16,0.00055325
06/10/2006,36.14,-0.004141936
05/10/2006,36.29,0.005249356
04/10/2006,36.1,0.010862104
03/10/2006,35.71,0.005898065
02/10/2006,35.5,0.005649733
29/09/2006,35.3,-0.005086194
28/09/2006,35.48,0.003953691
27/09/2006,35.34,-0.002825659
26/09/2006,35.44,0.015640871
25/09/2006,34.89,0.014143691
22/09/2006,34.4,-0.001162115
21/09/2006,34.44,-0.016700647
20/09/2006,35.02,0.00486619
19/09/2006,34.85,-0.000573723
18/09/2006,34.87,0.000573723
15/09/2006,34.85,0.002010628
14/09/2006,34.78,-0.001723643
13/09/2006,34.84,0.004891392
12/09/2006,34.67,0.006946482
11/09/2006,34.43,0.012273678
08/09/2006,34.01,-0.000881705
07/09/2006,34.04,0.00264745
06/09/2006,33.95,-0.000588928
05/09/2006,33.97,-0.004991935
01/09/2006,34.14,0.002346042
31/08/2006,34.06,-0.006146661
30/08/2006,34.27,0.002337132
29/08/2006,34.19,0.007633625
28/08/2006,33.93,0.002656044
25/08/2006,33.84,-0.000295465
24/08/2006,33.85,0.001774099
23/08/2006,33.79,-0.005018461
22/08/2006,33.96,0
21/08/2006,33.96,-0.001177163
18/08/2006,34,0.002355714
17/08/2006,33.92,0.006210282
16/08/2006,33.71,0.015244653
15/08/2006,33.2,0.01151179
14/08/2006,32.82,0.009797996
11/08/2006,32.5,-0.005217136
10/08/2006,32.67,0.012009382
09/08/2006,32.28,-0.001857011
08/08/2006,32.34,-0.010764367
07/08/2006,32.69,-0.003359295
04/08/2006,32.8,0.002136427
03/08/2006,32.73,0.0039798
02/08/2006,32.6,0.001227747
01/08/2006,32.56,-0.00398468
31/07/2006,32.69,-0.010044218
28/07/2006,33.02,0.011268583
27/07/2006,32.65,-0.000918414
26/07/2006,32.68,-0.000611808
25/07/2006,32.7,0.002449481
24/07/2006,32.62,0.011407554
21/07/2006,32.25,-0.007106472
20/07/2006,32.48,-0.012240055
19/07/2006,32.88,0.012856008
18/07/2006,32.46,0.00308547
17/07/2006,32.36,0.007755584
14/07/2006,32.11,-0.017289718
13/07/2006,32.67,-0.011866867
12/07/2006,33.06,-0.006031381
11/07/2006,33.26,-0.005696313
10/07/2006,33.45,0.00449439
07/07/2006,33.3,-0.005988042
06/07/2006,33.5,0.005687787
05/07/2006,33.31,-0.00060024
03/07/2006,33.33,0.011163187
30/06/2006,32.96,-0.009361385
29/06/2006,33.27,0.010271994
28/06/2006,32.93,0.001519526
27/06/2006,32.88,-0.009986465
26/06/2006,33.21,0.001506705
23/06/2006,33.16,-0.00240964
22/06/2006,33.24,-0.012853263
21/06/2006,33.67,-0.000890604
20/06/2006,33.7,-0.000593296
19/06/2006,33.72,-0.006208446
16/06/2006,33.93,-0.005291018
15/06/2006,34.11,0.006175582
14/06/2006,33.9,0.005027365
13/06/2006,33.73,-0.004142018
12/06/2006,33.87,-0.005887565
09/06/2006,34.07,-0.014569022
08/06/2006,34.57,0.00492969
07/06/2006,34.4,-0.004350986
06/06/2006,34.55,0.009597282
05/06/2006,34.22,-0.012776016
02/06/2006,34.66,0.003178734
01/06/2006,34.55,0.008429057
31/05/2006,34.26,0.00614846
30/05/2006,34.05,-0.008189575
26/05/2006,34.33,-0.002618183
25/05/2006,34.42,0.004659298
24/05/2006,34.26,0.007323894
23/05/2006,34.01,-0.001762633
22/05/2006,34.07,-0.002638137
19/05/2006,34.16,0.000292783
18/05/2006,34.15,-0.007875205
17/05/2006,34.42,-0.010692198
16/05/2006,34.79,0.006633045
15/05/2006,34.56,0.00813485
12/05/2006,34.28,-0.006687043
11/05/2006,34.51,-0.00549055
10/05/2006,34.7,-0.008608375
09/05/2006,35,0
08/05/2006,35,-0.004561011
05/05/2006,35.16,0.010291686
04/05/2006,34.8,0.011560822
03/05/2006,34.4,-0.002322881
02/05/2006,34.48,0.002613621
01/05/2006,34.39,-0.005798799
28/04/2006,34.59,0.004636346
27/04/2006,34.43,0.008751514
26/04/2006,34.13,0.004698981
25/04/2006,33.97,0.001178203
24/04/2006,33.93,-0.001178203
21/04/2006,33.97,-0.00440594
20/04/2006,34.12,0.006763737
19/04/2006,33.89,0.000590319
18/04/2006,33.87,0.017272615
