Date,Close,SLB
20/02/2008,86.06,-0.00763981
19/02/2008,86.72,0.030915811
15/02/2008,84.08,-0.000356739
14/02/2008,84.11,-0.009230835
13/02/2008,84.89,0.040875987
12/02/2008,81.49,0.01234736
11/02/2008,80.49,0.039533845
08/02/2008,77.37,0.02102866
07/02/2008,75.76,0.011950746
06/02/2008,74.86,-0.027276215
05/02/2008,76.93,-0.027690527
04/02/2008,79.09,0.010294302
01/02/2008,78.28,0.037484868
31/01/2008,75.4,-0.004631169
30/01/2008,75.75,-0.038077638
29/01/2008,78.69,-0.006838932
28/01/2008,79.23,0.019499758
25/01/2008,77.7,-0.033163399
24/01/2008,80.32,-0.000248973
23/01/2008,80.34,0.041294058
22/01/2008,77.09,-0.031034992
18/01/2008,79.52,-0.036910936
17/01/2008,82.51,-0.040264331
16/01/2008,85.9,-0.034665714
15/01/2008,88.93,-0.071590791
14/01/2008,95.53,0.016039175
11/01/2008,94.01,-0.032237224
10/01/2008,97.09,-0.015534293
09/01/2008,98.61,0.019455867
08/01/2008,96.71,-0.001033485
07/01/2008,96.81,-0.012217184
04/01/2008,98,-0.043039941
03/01/2008,102.31,0.017053989
02/01/2008,100.58,0.022217551
31/12/2007,98.37,-0.004361725
28/12/2007,98.8,0.014784873
27/12/2007,97.35,-0.012251302
26/12/2007,98.55,0.027988245
24/12/2007,95.83,0.012495569
21/12/2007,94.64,0.041641223
20/12/2007,90.78,-0.003628571
19/12/2007,91.11,0.007933926
18/12/2007,90.39,0.00121769
17/12/2007,90.28,-0.046424349
14/12/2007,94.57,-0.021445458
13/12/2007,96.62,-0.010603898
12/12/2007,97.65,0.02226341
11/12/2007,95.5,-0.030422558
10/12/2007,98.45,0.01288098
07/12/2007,97.19,-0.017340296
06/12/2007,98.89,0.031745436
05/12/2007,95.8,0.020671481
04/12/2007,93.84,0
03/12/2007,93.84,0.00416467
30/11/2007,93.45,0.013900337
29/11/2007,92.16,0.016740913
28/11/2007,90.63,0.016240624
27/11/2007,89.17,-0.015467954
26/11/2007,90.56,-0.038451696
23/11/2007,94.11,0.025069902
21/11/2007,91.78,-0.015996882
20/11/2007,93.26,0.018833764
19/11/2007,91.52,-0.02097601
16/11/2007,93.46,0.02843382
15/11/2007,90.84,-0.026613204
14/11/2007,93.29,0.003758797
13/11/2007,92.94,0.020655153
12/11/2007,91.04,-0.040048409
09/11/2007,94.76,-0.016432417
08/11/2007,96.33,0.016432417
07/11/2007,94.76,-0.035149541
06/11/2007,98.15,0.004800091
05/11/2007,97.68,-0.011603184
02/11/2007,98.82,0.027390541
01/11/2007,96.15,-0.004358662
31/10/2007,96.57,0.006024115
30/10/2007,95.99,-0.038823959
29/10/2007,99.79,0.002809836
26/10/2007,99.51,0.014270775
25/10/2007,98.1,-0.02774605
24/10/2007,100.86,0.009363551
23/10/2007,99.92,0.046920416
22/10/2007,95.34,-0.040897511
19/10/2007,99.32,-0.116753285
18/10/2007,111.62,0.00529981
17/10/2007,111.03,-0.009501685
16/10/2007,112.09,0.006264563
15/10/2007,111.39,0.014012795
12/10/2007,109.84,0.011537533
11/10/2007,108.58,0.002951487
10/10/2007,108.26,0.034105424
09/10/2007,104.63,0.006520303
08/10/2007,103.95,-0.009383447
05/10/2007,104.93,-0.011936481
04/10/2007,106.19,0.004057566
03/10/2007,105.76,-0.006690879
02/10/2007,106.47,-0.001126443
01/10/2007,106.59,0.015029349
28/09/2007,105,-0.000285673
27/09/2007,105.03,0.019517035
26/09/2007,103,-0.01560575
25/09/2007,104.62,-0.002863417
24/09/2007,104.92,-0.012125954
21/09/2007,106.2,-0.010024912
20/09/2007,107.27,0.002800599
19/09/2007,106.97,0.020590074
18/09/2007,104.79,0.050495023
17/09/2007,99.63,-0.007400034
14/09/2007,100.37,-0.001791758
13/09/2007,100.55,0.007286552
12/09/2007,99.82,-0.003600004
11/09/2007,100.18,0.011545733
10/09/2007,99.03,0.015878196
07/09/2007,97.47,-0.001435309
06/09/2007,97.61,-0.015250397
05/09/2007,99.11,-0.010338862
04/09/2007,100.14,0.037026199
31/08/2007,96.5,0.015666117
30/08/2007,95,-0.007550371
29/08/2007,95.72,0.047166952
28/08/2007,91.31,-0.019843427
27/08/2007,93.14,-0.011634865
24/08/2007,94.23,0.019395197
23/08/2007,92.42,0.015044435
22/08/2007,91.04,0.01985755
21/08/2007,89.25,-0.016115936
20/08/2007,90.7,0.023877069
17/08/2007,88.56,0.03119519
16/08/2007,85.84,-0.016177843
15/08/2007,87.24,-0.021881719
14/08/2007,89.17,-0.016792165
13/08/2007,90.68,-0.015538118
10/08/2007,92.1,-0.001085187
09/08/2007,92.2,-0.016351483
08/08/2007,93.72,0.054375516
07/08/2007,88.76,0.017158537
06/08/2007,87.25,-0.005600335
03/08/2007,87.74,-0.047410681
02/08/2007,92,-0.028080293
01/08/2007,94.62,-0.001056301
31/07/2007,94.72,-0.006629161
30/07/2007,95.35,0.024739808
27/07/2007,93.02,-0.017265696
26/07/2007,94.64,-0.023702493
25/07/2007,96.91,0.022013303
24/07/2007,94.8,-0.015906572
23/07/2007,96.32,-0.003730574
20/07/2007,96.68,0.033980022
19/07/2007,93.45,0.024371637
18/07/2007,91.2,0.014690715
17/07/2007,89.87,-0.00742756
16/07/2007,90.54,0.009990093
13/07/2007,89.64,0.012686109
12/07/2007,88.51,0.017207421
11/07/2007,87,-0.003098643
10/07/2007,87.27,-0.012186245
09/07/2007,88.34,0.000113205
06/07/2007,88.33,0.003970285
05/07/2007,87.98,0.001023483
03/07/2007,87.89,0.013170894
02/07/2007,86.74,0.020970014
29/06/2007,84.94,-0.007155875
28/06/2007,85.55,-0.016462231
27/06/2007,86.97,0.007849515
26/06/2007,86.29,-0.010031794
25/06/2007,87.16,-0.02313553
22/06/2007,89.2,0.039328342
21/06/2007,85.76,0.011728964
20/06/2007,84.76,-0.011845562
19/06/2007,85.77,0.003737885
18/06/2007,85.45,0.009997143
15/06/2007,84.6,0.004383114
14/06/2007,84.23,0.027319829
13/06/2007,81.96,0.040080038
12/06/2007,78.74,-0.018122822
11/06/2007,80.18,0.017868853
08/06/2007,78.76,0.012520925
07/06/2007,77.78,-0.025388518
06/06/2007,79.78,0.007296548
05/06/2007,79.2,-0.010800055
04/06/2007,80.06,0.023634591
01/06/2007,78.19,0.004100993
31/05/2007,77.87,-0.025860232
30/05/2007,79.91,0.025731821
29/05/2007,77.88,-0.017312041
25/05/2007,79.24,0.004933908
24/05/2007,78.85,-0.021951336
23/05/2007,80.6,0.01865936
22/05/2007,79.11,-0.012935816
21/05/2007,80.14,0.009276737
18/05/2007,79.4,0.008728156
17/05/2007,78.71,0.028479471
16/05/2007,76.5,0.013025643
15/05/2007,75.51,0.010249674
14/05/2007,74.74,0.004828336
11/05/2007,74.38,0.019824139
10/05/2007,72.92,-0.019420723
09/05/2007,74.35,-0.003758898
08/05/2007,74.63,-0.004945542
07/05/2007,75,0.005213567
04/05/2007,74.61,-0.002142189
03/05/2007,74.77,0.010892328
02/05/2007,73.96,0.001759253
01/05/2007,73.83,0
30/04/2007,73.83,-0.024220091
27/04/2007,75.64,0.001322927
26/04/2007,75.54,-0.004359032
25/04/2007,75.87,0.014203464
24/04/2007,74.8,0.003347844
23/04/2007,74.55,-0.009080046
20/04/2007,75.23,0.012169993
19/04/2007,74.32,-0.007907298
18/04/2007,74.91,-0.033990543
17/04/2007,77.5,-0.000902818
16/04/2007,77.57,0.020447414
13/04/2007,76,0.009120412
12/04/2007,75.31,0.031290483
11/04/2007,72.99,-0.001916234
10/04/2007,73.13,0.021562688
09/04/2007,71.57,-0.003765432
05/04/2007,71.84,0.00628362
04/04/2007,71.39,0.0061824
03/04/2007,70.95,0.001833957
02/04/2007,70.82,0.024586716
30/03/2007,69.1,-0.022466424
29/03/2007,70.67,0.01928769
28/03/2007,69.32,-0.007759775
27/03/2007,69.86,0.00401607
26/03/2007,69.58,0.006922439
23/03/2007,69.1,0.001593164
22/03/2007,68.99,0.015631025
21/03/2007,67.92,0.031710704
20/03/2007,65.8,-0.006664672
19/03/2007,66.24,0.026929412
16/03/2007,64.48,0.001241465
15/03/2007,64.4,-0.008196133
14/03/2007,64.93,0.012709409
13/03/2007,64.11,-0.013786912
12/03/2007,65,-0.001537279
09/03/2007,65.1,-0.008869916
08/03/2007,65.68,0.009484544
07/03/2007,65.06,0.027740598
06/03/2007,63.28,0.025771734
05/03/2007,61.67,-0.009360946
02/03/2007,62.25,-0.018620734
01/03/2007,63.42,0.009824196
28/02/2007,62.8,0
27/02/2007,62.8,-0.037504395
26/02/2007,65.2,0.009554704
23/02/2007,64.58,-0.00602086
22/02/2007,64.97,0.022098627
21/02/2007,63.55,0.019223723
20/02/2007,62.34,-0.015755876
16/02/2007,63.33,-0.007237288
15/02/2007,63.79,-0.013546334
14/02/2007,64.66,0.000928362
13/02/2007,64.6,0.01560094
12/02/2007,63.6,-0.013431406
09/02/2007,64.46,-0.007572867
08/02/2007,64.95,0.007728014
07/02/2007,64.45,-0.006495538
06/02/2007,64.87,-0.003846454
05/02/2007,65.12,0
02/02/2007,65.12,0.01127338
01/02/2007,64.39,0.014075928
31/01/2007,63.49,0.000472627
30/01/2007,63.46,0.022952872
29/01/2007,62.02,-0.010106768
26/01/2007,62.65,0.000478965
25/01/2007,62.62,-0.021954605
24/01/2007,64.01,0.006111435
23/01/2007,63.62,0.042054022
22/01/2007,61,0
19/01/2007,61,0.05215648
18/01/2007,57.9,-0.009967431
17/01/2007,58.48,0.011869065
16/01/2007,57.79,-0.001728908
12/01/2007,57.89,0.0239501
11/01/2007,56.52,-0.008982887
10/01/2007,57.03,-0.020136074
09/01/2007,58.19,-0.008215004
08/01/2007,58.67,-0.008993019
05/01/2007,59.2,-0.001687764
04/01/2007,59.3,-0.025309376
03/01/2007,60.82,-0.037752507
29/12/2006,63.16,-0.007413868
28/12/2006,63.63,-0.004077797
27/12/2006,63.89,0.025040928
26/12/2006,62.31,-0.009265242
22/12/2006,62.89,-0.015462599
21/12/2006,63.87,-0.015227143
20/12/2006,64.85,-0.014086897
19/12/2006,65.77,0.010700194
18/12/2006,65.07,-0.037404451
15/12/2006,67.55,-0.017172213
14/12/2006,68.72,0.019840463
13/12/2006,67.37,0.020090631
12/12/2006,66.03,0.001970743
11/12/2006,65.9,-0.009364213
08/12/2006,66.52,-0.003151973
07/12/2006,66.73,-0.005678437
06/12/2006,67.11,-0.00297575
05/12/2006,67.31,-0.023637598
04/12/2006,68.92,0.008451165
01/12/2006,68.34,-0.002046485
30/11/2006,68.48,0.006592947
29/11/2006,68.03,0.035306584
28/11/2006,65.67,0.015963501
27/11/2006,64.63,-0.011231751
24/11/2006,65.36,0.002757777
22/11/2006,65.18,-0.00657545
21/11/2006,65.61,0.036632996
20/11/2006,63.25,-0.001106107
17/11/2006,63.32,0.010637554
16/11/2006,62.65,-0.043722811
15/11/2006,65.45,0.018037951
14/11/2006,64.28,0.01694424
13/11/2006,63.2,-0.001581028
10/11/2006,63.3,-0.026040296
09/11/2006,64.97,-0.004760086
08/11/2006,65.28,0.01964639
07/11/2006,64.01,-0.005297613
06/11/2006,64.35,0.013297028
03/11/2006,63.5,0.024712298
02/11/2006,61.95,-0.009958322
01/11/2006,62.57,-0.008117832
31/10/2006,63.08,0.023579567
30/10/2006,61.61,-0.019290101
