Date,Close,JPM
20/02/2008,43.15,0.007443626
19/02/2008,42.83,-0.009758442
15/02/2008,43.25,0.014908266
14/02/2008,42.61,-0.034370815
13/02/2008,44.1,0.018076227
12/02/2008,43.31,-0.000923148
11/02/2008,43.35,-0.010783631
08/02/2008,43.82,-0.029013617
07/02/2008,45.11,0.031298288
06/02/2008,43.72,-0.00388084
05/02/2008,43.89,-0.051726101
04/02/2008,46.22,-0.042983223
01/02/2008,48.25,0.017773599
31/01/2008,47.4,0.001055409
30/01/2008,47.35,-0.002109705
29/01/2008,47.45,0.04042692
28/01/2008,45.57,0.043275444
25/01/2008,43.64,-0.029799045
24/01/2008,44.96,-0.016762633
23/01/2008,45.72,0.11238425
22/01/2008,40.86,0.031575028
18/01/2008,39.59,-0.011302393
17/01/2008,40.04,-0.034126302
16/01/2008,41.43,0.056094108
15/01/2008,39.17,-0.054403083
14/01/2008,41.36,0.012162641
11/01/2008,40.86,-0.011437039
10/01/2008,41.33,0.026230208
09/01/2008,40.26,0.014007233
08/01/2008,39.7,-0.040479367
07/01/2008,41.34,0.009967264
04/01/2008,40.93,-0.022945095
03/01/2008,41.88,-0.006900682
02/01/2008,42.17,-0.034494215
31/12/2007,43.65,0.008974862
28/12/2007,43.26,-0.00874574
27/12/2007,43.64,-0.029354106
26/12/2007,44.94,0.002450709
24/12/2007,44.83,0.016191044
21/12/2007,44.11,0.017841278
20/12/2007,43.33,-0.014889749
19/12/2007,43.98,0.001820665
18/12/2007,43.9,-0.014248799
17/12/2007,44.53,-0.014933968
14/12/2007,45.2,-0.01231326
13/12/2007,45.76,-0.008486614
12/12/2007,46.15,0.004560764
11/12/2007,45.94,-0.031707883
10/12/2007,47.42,0.028665064
07/12/2007,46.08,-0.002817208
06/12/2007,46.21,0.02875843
05/12/2007,44.9,0.016844868
04/12/2007,44.15,-0.023725374
03/12/2007,45.21,-0.009027916
30/11/2007,45.62,0.044142935
29/11/2007,43.65,-0.007076847
28/11/2007,43.96,0.037311708
27/11/2007,42.35,0.045654589
26/11/2007,40.46,-0.036164601
23/11/2007,41.95,0.030741862
21/11/2007,40.68,-0.02308449
20/11/2007,41.63,0.006265081
19/11/2007,41.37,-0.040734971
16/11/2007,43.09,-0.010159404
15/11/2007,43.53,-0.036539924
14/11/2007,45.15,0.002217296
13/11/2007,45.05,0.060860499
12/11/2007,42.39,0.001889021
09/11/2007,42.31,-0.007065503
08/11/2007,42.61,0.008721328
07/11/2007,42.24,-0.043318875
06/11/2007,44.11,0.030849592
05/11/2007,42.77,-0.008845495
02/11/2007,43.15,-0.026753625
01/11/2007,44.32,-0.058711559
31/10/2007,47,0.009405798
30/10/2007,46.56,-0.002359757
29/10/2007,46.67,-0.013831479
26/10/2007,47.32,0.027205276
25/10/2007,46.05,-0.00476604
24/10/2007,46.27,0.007157606
23/10/2007,45.94,0.012485104
22/10/2007,45.37,0.007744258
19/10/2007,45.02,-0.019358282
18/10/2007,45.9,-0.010187581
17/10/2007,46.37,0.027548747
16/10/2007,45.11,-0.025389851
15/10/2007,46.27,-0.011816659
12/10/2007,46.82,0.003423195
11/10/2007,46.66,-0.005343606
10/10/2007,46.91,-0.013971438
09/10/2007,47.57,0.002736556
08/10/2007,47.44,-0.00294675
05/10/2007,47.58,0.006959851
04/10/2007,47.25,0.005305052
03/10/2007,47,-0.003398474
02/10/2007,47.16,0.00744922
01/10/2007,46.81,0.021376178
28/09/2007,45.82,-0.008475548
27/09/2007,46.21,0.001732727
26/09/2007,46.13,0.000650548
25/09/2007,46.1,-0.005192569
24/09/2007,46.34,-0.016904222
21/09/2007,47.13,0.003613565
20/09/2007,46.96,-0.012906135
19/09/2007,47.57,-0.005241652
18/09/2007,47.82,0.054357704
17/09/2007,45.29,-0.005504803
14/09/2007,45.54,-0.001316656
13/09/2007,45.6,0.025092912
12/09/2007,44.47,-0.001572857
11/09/2007,44.54,0.013790204
10/09/2007,43.93,0.009376855
07/09/2007,43.52,-0.015730405
06/09/2007,44.21,0.000905182
05/09/2007,44.17,-0.025261207
04/09/2007,45.3,0.017368506
31/08/2007,44.52,0.012430943
30/08/2007,43.97,-0.00363224
29/08/2007,44.13,0.012082673
28/08/2007,43.6,-0.029603337
27/08/2007,44.91,-0.022893362
24/08/2007,45.95,0.006112222
23/08/2007,45.67,-0.007199769
22/08/2007,46,-0.004338402
21/08/2007,46.2,-0.006257438
20/08/2007,46.49,-0.011123109
17/08/2007,47.01,0.033307577
16/08/2007,45.47,0.055852652
15/08/2007,43,-0.006952519
14/08/2007,43.3,-0.012165879
13/08/2007,43.83,-0.009536857
10/08/2007,44.25,0.001809546
09/08/2007,44.17,-0.051621518
08/08/2007,46.51,0.025477698
07/08/2007,45.34,0.005085694
06/08/2007,45.11,0.032900669
03/08/2007,43.65,-0.021306336
02/08/2007,44.59,0.004720701
01/08/2007,44.38,0.008372037
31/07/2007,44.01,-0.016674564
30/07/2007,44.75,0.011688153
27/07/2007,44.23,0.003397127
26/07/2007,44.08,-0.026638397
25/07/2007,45.27,-0.001545084
24/07/2007,45.34,-0.039144364
23/07/2007,47.15,-0.008658063
20/07/2007,47.56,-0.022042897
19/07/2007,48.62,-0.005333346
18/07/2007,48.88,-0.021053409
17/07/2007,49.92,0.001804512
16/07/2007,49.83,-0.004405293
13/07/2007,50.05,0.010443959
12/07/2007,49.53,0.028672863
11/07/2007,48.13,0.012965468
10/07/2007,47.51,-0.026585159
09/07/2007,48.79,-0.003682492
06/07/2007,48.97,0.003682492
05/07/2007,48.79,-0.011209737
03/07/2007,49.34,0.003858265
02/07/2007,49.15,0.014344508
29/06/2007,48.45,-0.0104713
28/06/2007,48.96,-0.005702663
27/06/2007,49.24,0.01308277
26/06/2007,48.6,0.004950505
25/06/2007,48.36,-0.007416598
22/06/2007,48.72,-0.022728251
21/06/2007,49.84,0.007653612
20/06/2007,49.46,-0.02771586
19/06/2007,50.85,0.008293886
18/06/2007,50.43,-0.002574514
15/06/2007,50.56,0.004758137
14/06/2007,50.32,0.000596362
13/06/2007,50.29,0.018868484
12/06/2007,49.35,-0.02164847
11/06/2007,50.43,0.000396668
08/06/2007,50.41,0.011773058
07/06/2007,49.82,-0.01474424
06/06/2007,50.56,-0.012969331
05/06/2007,51.22,-0.006810027
04/06/2007,51.57,-0.006378682
01/06/2007,51.9,0.001349658
31/05/2007,51.83,-0.004427767
