Date,Close,APA
26/06/2007,80.43,-0.039732255
25/06/2007,83.69,-0.014825629
22/06/2007,84.94,-0.011471506
21/06/2007,85.92,0.015364168
20/06/2007,84.61,-0.026705569
19/06/2007,86.9,-0.002069204
18/06/2007,87.08,-0.002523226
15/06/2007,87.3,0.013028374
14/06/2007,86.17,0.026934883
13/06/2007,83.88,0.016104182
12/06/2007,82.54,-0.01144384
11/06/2007,83.49,0.013020075
08/06/2007,82.41,0.02134003
07/06/2007,80.67,-0.021946568
06/06/2007,82.46,-0.013131928
05/06/2007,83.55,0.004318107
04/06/2007,83.19,0.021137813
01/06/2007,81.45,0.008631373
31/05/2007,80.75,-0.004818096
30/05/2007,81.14,0.035883915
29/05/2007,78.28,0.003326938
25/05/2007,78.02,0.005913374
24/05/2007,77.56,-0.010772097
23/05/2007,78.4,0
22/05/2007,78.4,-0.003946285
21/05/2007,78.71,0.011757324
18/05/2007,77.79,0.018815841
17/05/2007,76.34,0.018375823
16/05/2007,74.95,0.018176199
15/05/2007,73.6,-0.004203111
14/05/2007,73.91,-0.000270563
11/05/2007,73.93,0.013344425
10/05/2007,72.95,-0.015506295
09/05/2007,74.09,-0.004444152
08/05/2007,74.42,-0.009362112
07/05/2007,75.12,0.000133129
04/05/2007,75.11,0.004938282
03/05/2007,74.74,0.008599892
02/05/2007,74.1,0.010991358
01/05/2007,73.29,0.010837612
30/04/2007,72.5,-0.014106924
27/04/2007,73.53,-0.012031237
26/04/2007,74.42,-0.026257973
25/04/2007,76.4,0.016097458
24/04/2007,75.18,0.001197844
23/04/2007,75.09,0.000133182
20/04/2007,75.08,0.014083795
19/04/2007,74.03,-0.010347469
18/04/2007,74.8,0.000534902
17/04/2007,74.76,0.000535189
16/04/2007,74.72,-0.005339041
13/04/2007,75.12,0.006410278
12/04/2007,74.64,0.023725101
11/04/2007,72.89,-0.002876911
10/04/2007,73.1,0.012526835
09/04/2007,72.19,0.001386194
05/04/2007,72.09,0.004030862
04/04/2007,71.8,-0.000556948
03/04/2007,71.84,0.008106264
02/04/2007,71.26,0.007889587
30/03/2007,70.7,-0.011251877
29/03/2007,71.5,0.020060003
28/03/2007,70.08,0.000428174
27/03/2007,70.05,-0.003420268
26/03/2007,70.29,0.00370582
23/03/2007,70.03,-0.005269541
22/03/2007,70.4,0.012003574
21/03/2007,69.56,0.009388384
20/03/2007,68.91,0.008745137
19/03/2007,68.31,0.014747355
16/03/2007,67.31,-0.006368033
15/03/2007,67.74,-0.009695977
14/03/2007,68.4,0.018294992
13/03/2007,67.16,-0.010810916
12/03/2007,67.89,-0.007045384
09/03/2007,68.37,0.002782865
08/03/2007,68.18,-0.00657849
07/03/2007,68.63,0.009222052
06/03/2007,68,0.013919964
05/03/2007,67.06,-0.002234305
02/03/2007,67.21,-0.018719686
01/03/2007,68.48,0.000292099
28/02/2007,68.46,-0.006551672
27/02/2007,68.91,-0.027057695
26/02/2007,70.8,0.004671913
23/02/2007,70.47,0.000993824
22/02/2007,70.4,0.018349139
21/02/2007,69.12,0.010617509
20/02/2007,68.39,-0.00597713
16/02/2007,68.8,0.001163467
15/02/2007,68.72,-0.007827261
14/02/2007,69.26,-0.00475334
13/02/2007,69.59,0.013017251
12/02/2007,68.69,-0.018891614
09/02/2007,70,-0.00185542
08/02/2007,70.13,0.0133498
07/02/2007,69.2,-0.010064787
06/02/2007,69.9,0.004013767
05/02/2007,69.62,-0.015535123
02/02/2007,70.71,-0.012088986
01/02/2007,71.57,-0.019372406
31/01/2007,72.97,0.003294444
30/01/2007,72.73,0.036260709
29/01/2007,70.14,0.004572743
26/01/2007,69.82,0.004306021
25/01/2007,69.52,-0.013288757
24/01/2007,70.45,0.002273697
23/01/2007,70.29,0.034446242
22/01/2007,67.91,0
19/01/2007,67.91,0.033845698
18/01/2007,65.65,-0.005468645
17/01/2007,66.01,0.01480378
16/01/2007,65.04,0.011598367
12/01/2007,64.29,0.017732909
11/01/2007,63.16,-0.005683628
10/01/2007,63.52,-0.015775415
09/01/2007,64.53,-0.017511968
08/01/2007,65.67,0.006416154
05/01/2007,65.25,0.024041484
04/01/2007,63.7,-0.013255555
03/01/2007,64.55,-0.029912195
29/12/2006,66.51,-0.003302315
28/12/2006,66.73,0.007219162
27/12/2006,66.25,-0.000603591
26/12/2006,66.29,-0.005866002
22/12/2006,66.68,-0.006129944
21/12/2006,67.09,0.001043919
20/12/2006,67.02,-0.012308304
19/12/2006,67.85,0.019045361
18/12/2006,66.57,-0.033530946
15/12/2006,68.84,-0.014565114
14/12/2006,69.85,0.012098664
13/12/2006,69.01,0.005813125
12/12/2006,68.61,0.000874891
11/12/2006,68.55,-0.007701847
08/12/2006,69.08,0.003480282
07/12/2006,68.84,-0.004059153
06/12/2006,69.12,-0.00028931
05/12/2006,69.14,0.004057977
04/12/2006,68.86,-0.00997046
01/12/2006,69.55,-0.005448823
30/11/2006,69.93,0.009338477
29/11/2006,69.28,0.047895645
28/11/2006,66.04,0.00882135
27/11/2006,65.46,0.004440029
24/11/2006,65.17,0.001689319
22/11/2006,65.06,-0.009789004
21/11/2006,65.7,0.014102012
20/11/2006,64.78,-0.010900545
17/11/2006,65.49,0.022233431
16/11/2006,64.05,-0.024673572
15/11/2006,65.65,0.0138039
14/11/2006,64.75,0.002938677
13/11/2006,64.56,-0.009711059
10/11/2006,65.19,-0.020046229
09/11/2006,66.51,0.019279535
08/11/2006,65.24,0.005225154
07/11/2006,64.9,-0.015442551
06/11/2006,65.91,0.003952574
03/11/2006,65.65,0.02311351
02/11/2006,64.15,0.002653557
01/11/2006,63.98,-0.020727734
31/10/2006,65.32,0
30/10/2006,65.32,-0.018204386
27/10/2006,66.52,-0.025088527
26/10/2006,68.21,-0.010210124
25/10/2006,68.91,0.017567426
24/10/2006,67.71,0.027247195
23/10/2006,65.89,-0.000758553
20/10/2006,65.94,-0.0178858
19/10/2006,67.13,0.030706489
18/10/2006,65.1,-0.004444792
17/10/2006,65.39,-0.010194078
16/10/2006,66.06,0.022194222
13/10/2006,64.61,0.007924834
12/10/2006,64.1,0.011138244
11/10/2006,63.39,-0.017979066
10/10/2006,64.54,0.020190059
09/10/2006,63.25,-0.005675563
06/10/2006,63.61,-0.003765892
05/10/2006,63.85,0.032471419
04/10/2006,61.81,0.017298081
03/10/2006,60.75,-0.020205999
02/10/2006,61.99,-0.019331219
29/09/2006,63.2,0.000791452
28/09/2006,63.15,-0.003635505
27/09/2006,63.38,0.014942259
26/09/2006,62.44,0.031728034
25/09/2006,60.49,-0.00297128
22/09/2006,60.67,-0.017968468
21/09/2006,61.77,0.014513096
20/09/2006,60.88,-0.021932485
19/09/2006,62.23,-0.020202707
18/09/2006,63.5,0.00822269
15/09/2006,62.98,-0.00759257
14/09/2006,63.46,-0.016410464
13/09/2006,64.51,0.021465767
12/09/2006,63.14,0.007152538
11/09/2006,62.69,-0.032486184
08/09/2006,64.76,-0.007537917
07/09/2006,65.25,-0.00595922
06/09/2006,65.64,-0.013467708
05/09/2006,66.53,0.001504212
01/09/2006,66.43,0.017463051
31/08/2006,65.28,-0.008845566
30/08/2006,65.86,-0.008918508
29/08/2006,66.45,-0.005851919
28/08/2006,66.84,-0.014997683
25/08/2006,67.85,-0.002061249
24/08/2006,67.99,0.013623785
23/08/2006,67.07,-0.025030753
22/08/2006,68.77,0.006272357
21/08/2006,68.34,0.004840493
18/08/2006,68.01,0.011237735
17/08/2006,67.25,-0.006078145
16/08/2006,67.66,-0.004718381
15/08/2006,67.98,0.003093925
14/08/2006,67.77,-0.019579819
11/08/2006,69.11,-0.010650648
10/08/2006,69.85,-0.017596594
09/08/2006,71.09,0.001125968
08/08/2006,71.01,0.012042364
07/08/2006,70.16,0.013777485
04/08/2006,69.2,-0.006194646
03/08/2006,69.63,-0.004585192
02/08/2006,69.95,0.00286328
01/08/2006,69.75,-0.010269667
31/07/2006,70.47,0.015012077
28/07/2006,69.42,0.013049337
27/07/2006,68.52,-0.002769076
26/07/2006,68.71,0.023859747
25/07/2006,67.09,0.0311863
24/07/2006,65.03,0.034734405
21/07/2006,62.81,-0.018143591
20/07/2006,63.96,-0.020580997
19/07/2006,65.29,-0.002294807
18/07/2006,65.44,-0.012905364
17/07/2006,66.29,-0.021490157
14/07/2006,67.73,0.003253478
13/07/2006,67.51,-0.018055536
12/07/2006,68.74,-0.001163129
11/07/2006,68.82,0.016555942
10/07/2006,67.69,-0.002066116
07/07/2006,67.83,-0.013472162
06/07/2006,68.75,0.000436459
05/07/2006,68.72,-0.001454123
03/07/2006,68.82,0.008316966
30/06/2006,68.25,0.029440128
29/06/2006,66.27,0.013520905
28/06/2006,65.38,0.031068047
27/06/2006,63.38,-0.008640381
26/06/2006,63.93,0.015289131
23/06/2006,62.96,0.034909815
22/06/2006,60.8,0.002305287
21/06/2006,60.66,0.027916564
20/06/2006,58.99,0.001526847
19/06/2006,58.9,-0.03895948
16/06/2006,61.24,-0.006023624
15/06/2006,61.61,0.042101014
14/06/2006,59.07,0.031644945
13/06/2006,57.23,-0.04543131
12/06/2006,59.89,-0.022127719
09/06/2006,61.23,-0.006835964
08/06/2006,61.65,0.009452482
07/06/2006,61.07,-0.038389039
06/06/2006,63.46,-0.000787588
05/06/2006,63.51,-0.036789311
02/06/2006,65.89,0.009454172
01/06/2006,65.27,0.005993103
31/05/2006,64.88,0.010069019
30/05/2006,64.23,-0.006208308
26/05/2006,64.63,0.010420811
25/05/2006,63.96,0.026617541
24/05/2006,62.28,-0.027398974
23/05/2006,64.01,0.001250586
22/05/2006,63.93,-0.010116031
19/05/2006,64.58,0.005434374
18/05/2006,64.23,-0.02338928
17/05/2006,65.75,-0.025378643
16/05/2006,67.44,0
15/05/2006,67.44,-0.020256087
12/05/2006,68.82,-0.046004705
11/05/2006,72.06,-0.007328066
10/05/2006,72.59,0.013173594
09/05/2006,71.64,0.004336581
08/05/2006,71.33,-0.005870858
05/05/2006,71.75,0.014318044
04/05/2006,70.73,-0.016128251
03/05/2006,71.88,-0.009553551
02/05/2006,72.57,0.008997223
01/05/2006,71.92,0.012311291
28/04/2006,71.04,-0.007572607
27/04/2006,71.58,-0.011114313
26/04/2006,72.38,-0.02725707
25/04/2006,74.38,-0.002685286
24/04/2006,74.58,-0.008544778
21/04/2006,75.22,0.0124408
20/04/2006,74.29,0.007566581
19/04/2006,73.73,0.048634202
18/04/2006,70.23,0.019264541
17/04/2006,68.89,0.00276183
13/04/2006,68.7,0.013039523
12/04/2006,67.81,-0.017106931
11/04/2006,68.98,0.006399091
10/04/2006,68.54,0.022426434
07/04/2006,67.02,-0.011128537
06/04/2006,67.77,-0.002210923
05/04/2006,67.92,0.019175615
04/04/2006,66.63,0.013903806
03/04/2006,65.71,0.003048318
31/03/2006,65.51,-0.015450171
30/03/2006,66.53,-0.004050107
29/03/2006,66.8,0.006457933
28/03/2006,66.37,0.006348268
27/03/2006,65.95,0.005016352
24/03/2006,65.62,0.014119326
23/03/2006,64.7,0.011346978
22/03/2006,63.97,-0.00046886
21/03/2006,64,-0.00809217
20/03/2006,64.52,-0.023739533
17/03/2006,66.07,-0.005132862
16/03/2006,66.41,0.014713955
15/03/2006,65.44,0.003214206
14/03/2006,65.23,-0.001378782
13/03/2006,65.32,0.018074177
10/03/2006,64.15,-0.001401979
09/03/2006,64.24,-0.010837697
08/03/2006,64.94,-0.016645418
07/03/2006,66.03,-0.01607486
06/03/2006,67.1,-0.042454045
03/03/2006,70.01,0.00544258
02/03/2006,69.63,0.020750944
01/03/2006,68.2,0.018946689
28/02/2006,66.92,-0.007295499
27/02/2006,67.41,-0.025773868
24/02/2006,69.17,0.015590029
23/02/2006,68.1,-0.00527242
22/02/2006,68.46,-0.032478785
21/02/2006,70.72,0.010947717
17/02/2006,69.95,-0.00356761
16/02/2006,70.2,0.027292142
15/02/2006,68.31,0.000878735
14/02/2006,68.25,-0.002780015
13/02/2006,68.44,-0.012343147
10/02/2006,69.29,0.002456471
09/02/2006,69.12,-0.030350695
08/02/2006,71.25,0.000140361
07/02/2006,71.24,-0.039361074
06/02/2006,74.1,0.009491597
03/02/2006,73.4,0.003548523
02/02/2006,73.14,-0.010337415
01/02/2006,73.9,-0.0218171
31/01/2006,75.53,0.031471129
30/01/2006,73.19,0.025321311
27/01/2006,71.36,0.024685606
26/01/2006,69.62,-0.01482776
25/01/2006,70.66,-0.032579799
24/01/2006,73,-0.001232117
23/01/2006,73.09,-0.013589012
20/01/2006,74.09,0.011675397
19/01/2006,73.23,0.01582856
18/01/2006,72.08,-0.017738519
17/01/2006,73.37,0.02763752
13/01/2006,71.37,0.017812176
12/01/2006,70.11,-0.01261444
11/01/2006,71,0.004941768
10/01/2006,70.65,0.0031188
09/01/2006,70.43,0.004268646
06/01/2006,70.13,0.013638859
05/01/2006,69.18,-0.021733769
04/01/2006,70.7,-0.002824861
03/01/2006,70.9,0.03414476
30/12/2005,68.52,0.006736004
29/12/2005,68.06,-0.00527551
28/12/2005,68.42,0.012945165
27/12/2005,67.54,-0.040194021
23/12/2005,70.31,-0.011876288
22/12/2005,71.15,0.002673987
21/12/2005,70.96,0.0072131
20/12/2005,70.45,0.018335996
19/12/2005,69.17,-0.00475951
16/12/2005,69.5,-0.024446925
15/12/2005,71.22,-0.029332485
14/12/2005,73.34,0.016220287
13/12/2005,72.16,0.014376687
12/12/2005,71.13,0.018875179
09/12/2005,69.8,-0.016764137
08/12/2005,70.98,0.024386235
07/12/2005,69.27,-0.004177777
06/12/2005,69.56,0.014772173
05/12/2005,68.54,0.00526625
02/12/2005,68.18,0.013882958
01/12/2005,67.24,0.029582598
30/11/2005,65.28,-0.010969031
29/11/2005,66,-0.00347879
28/11/2005,66.23,-0.04819322
25/11/2005,69.5,0.010268367
23/11/2005,68.79,-0.008684379
22/11/2005,69.39,0.014223752
21/11/2005,68.41,0.035258394
18/11/2005,66.04,-0.002419844
17/11/2005,66.2,-0.008723172
16/11/2005,66.78,0.025786352
15/11/2005,65.08,0.007402872
14/11/2005,64.6,-0.002164838
11/11/2005,64.74,0.005265615
10/11/2005,64.4,-0.027264669
09/11/2005,66.18,-0.007676714
08/11/2005,66.69,0.011916575
07/11/2005,65.9,-0.013564639
04/11/2005,66.8,-0.016921882
03/11/2005,67.94,0.016323259
02/11/2005,66.84,0.037809382
01/11/2005,64.36,0.008269023
31/10/2005,63.83,0.013564877
28/10/2005,62.97,0.038693617
27/10/2005,60.58,-0.033918059
26/10/2005,62.67,-0.031414551
25/10/2005,64.67,0.026956655
24/10/2005,62.95,0.047496323
21/10/2005,60.03,-0.011922645
20/10/2005,60.75,-0.046632243
19/10/2005,63.65,0.018872973
18/10/2005,62.46,-0.04109093
17/10/2005,65.08,0.009262184
14/10/2005,64.48,0.013898873
13/10/2005,63.59,-0.032794896
12/10/2005,65.71,-0.03352102
11/10/2005,67.95,0.029268925
10/10/2005,65.99,-0.008600581
07/10/2005,66.56,0.012700503
06/10/2005,65.72,-0.050440831
05/10/2005,69.12,-0.036786083
04/10/2005,71.71,-0.046855908
03/10/2005,75.15,-0.000931037
30/09/2005,75.22,-0.018962907
29/09/2005,76.66,0.005624974
28/09/2005,76.23,0.011611161
27/09/2005,75.35,-0.004766327
26/09/2005,75.71,0.024738843
23/09/2005,73.86,-0.025135013
22/09/2005,75.74,-0.019869935
21/09/2005,77.26,0.021720074
20/09/2005,75.6,-0.013140794
19/09/2005,76.6,0.042400699
16/09/2005,73.42,0.018142334
15/09/2005,72.1,0.015374167
14/09/2005,71,0.009765841
13/09/2005,70.31,0.00327659
12/09/2005,70.08,-0.025082335
09/09/2005,71.86,0.01825637
08/09/2005,70.56,0.007254139
07/09/2005,70.05,-0.008670369
06/09/2005,70.66,0.003260333
02/09/2005,70.43,-0.015357822
01/09/2005,71.52,-0.001397234
31/08/2005,71.62,0.012080495
30/08/2005,70.76,0.014663228
29/08/2005,69.73,-0.00157627
26/08/2005,69.84,-0.012521507
25/08/2005,70.72,-0.000565451
24/08/2005,70.76,0.019118859
23/08/2005,69.42,0.00868061
22/08/2005,68.82,0.000290655
19/08/2005,68.8,0.020558727
18/08/2005,67.4,-0.000445005
17/08/2005,67.43,-0.027066242
16/08/2005,69.28,-0.025931073
15/08/2005,71.1,-0.017151644
12/08/2005,72.33,0.001106654
11/08/2005,72.25,0.004438903
10/08/2005,71.93,0.035230354
09/08/2005,69.44,-0.003450262
08/08/2005,69.68,0.018102008
05/08/2005,68.43,-0.00829518
04/08/2005,69,0.001015008
03/08/2005,68.93,-0.015403745
02/08/2005,70,0.017146159
01/08/2005,68.81,0.005976259
29/07/2005,68.4,-0.022264907
28/07/2005,69.94,-0.007833124
27/07/2005,70.49,0.009550354
26/07/2005,69.82,-0.012807917
25/07/2005,70.72,0.010947717
22/07/2005,69.95,0.056763252
21/07/2005,66.09,-0.014868487
20/07/2005,67.08,0.00523131
19/07/2005,66.73,0.012364452
18/07/2005,65.91,-0.013712262
15/07/2005,66.82,-0.001047042
14/07/2005,66.89,-0.0420113
13/07/2005,69.76,-0.007568762
12/07/2005,70.29,0.007425423
11/07/2005,69.77,0.005605476
08/07/2005,69.38,-0.003453241
07/07/2005,69.62,0.017094433
06/07/2005,68.44,-0.012920264
05/07/2005,69.33,0.035678746
01/07/2005,66.9,0.034984556
30/06/2005,64.6,-0.001237624
29/06/2005,64.68,0.001702128
28/06/2005,64.57,-0.03170514
27/06/2005,66.65,0.015117446
24/06/2005,65.65,-0.006225819
23/06/2005,66.06,0.001818182
22/06/2005,65.94,0.003494117
21/06/2005,65.71,-0.033668176
20/06/2005,67.96,0.01976437
17/06/2005,66.63,0.02569116
16/06/2005,64.94,0.012707439
15/06/2005,64.12,0.010188974
14/06/2005,63.47,0.009339205
13/06/2005,62.88,0.008624874
10/06/2005,62.34,0.002409059
09/06/2005,62.19,0.028212226
08/06/2005,60.46,0.007304149
07/06/2005,60.02,-0.0111011
06/06/2005,60.69,0.010934503
03/06/2005,60.03,0.010550211
02/06/2005,59.4,-0.007714276
01/06/2005,59.86,0.018547151
31/05/2005,58.76,-0.005938764
27/05/2005,59.11,0.022065378
26/05/2005,57.82,0.00851069
25/05/2005,57.33,0.007352974
24/05/2005,56.91,0.018801547
23/05/2005,55.85,0.01497277
20/05/2005,55.02,-0.001452961
19/05/2005,55.1,0.019980502
18/05/2005,54.01,-0.009948498
17/05/2005,54.55,0.022806217
16/05/2005,53.32,0.009800305
13/05/2005,52.8,-0.016342995
12/05/2005,53.67,-0.058792587
11/05/2005,56.92,0.01486753
10/05/2005,56.08,-0.022742276
09/05/2005,57.37,0.013335871
06/05/2005,56.61,-0.002117523
05/05/2005,56.73,0.014738791
04/05/2005,55.9,0.004841756
03/05/2005,55.63,-0.027656434
02/05/2005,57.19,0.015862158
29/04/2005,56.29,-0.00584538
28/04/2005,56.62,-0.019241454
27/04/2005,57.72,-0.021255514
26/04/2005,58.96,-0.017485314
25/04/2005,60,0.018503472
22/04/2005,58.9,-0.003728186
21/04/2005,59.12,0.031443188
20/04/2005,57.29,-0.023120423
19/04/2005,58.63,0.021724992
18/04/2005,57.37,0.031878031
15/04/2005,55.57,-0.046928917
14/04/2005,58.24,0.010008712
13/04/2005,57.66,-0.030067178
12/04/2005,59.42,-0.023945274
11/04/2005,60.86,0.004941535
08/04/2005,60.56,-0.024950336
07/04/2005,62.09,-0.020089961
06/04/2005,63.35,0.013028465
05/04/2005,62.53,-0.012712709
04/04/2005,63.33,0.009359948
01/04/2005,62.74,0.024361937
31/03/2005,61.23,0.030511403
30/03/2005,59.39,0.014244772
29/03/2005,58.55,-0.016095223
28/03/2005,59.5,-0.002685467
24/03/2005,59.66,-0.000670241
23/03/2005,59.7,-0.034733143
22/03/2005,61.81,-0.013179233
21/03/2005,62.63,-0.007951696
18/03/2005,63.13,0.008750354
17/03/2005,62.58,0.018221902
16/03/2005,61.45,0.000162747
15/03/2005,61.44,-0.013900337
14/03/2005,62.3,0.012924251
11/03/2005,61.5,0.011940929
10/03/2005,60.77,-0.033654689
09/03/2005,62.85,-0.023585999
08/03/2005,64.35,-0.001863065
07/03/2005,64.47,-0.018746708
04/03/2005,65.69,0.033906801
03/03/2005,63.5,0.024228154
02/03/2005,61.98,0.015118552
01/03/2005,61.05,-0.029534948
28/02/2005,62.88,0.002547772
25/02/2005,62.72,0.028790602
24/02/2005,60.94,0.014379225
23/02/2005,60.07,0.014251226
22/02/2005,59.22,-0.003034904
18/02/2005,59.4,0.02990398
17/02/2005,57.65,-0.033097528
16/02/2005,59.59,0.03431249
15/02/2005,57.58,-0.000347283
14/02/2005,57.6,0.002259495
11/02/2005,57.47,0.008913805
10/02/2005,56.96,0.036835919
09/02/2005,54.9,0.002188185
08/02/2005,54.78,0.010090903
07/02/2005,54.23,-0.016459772
04/02/2005,55.13,-0.004343898
03/02/2005,55.37,-0.004504918
02/02/2005,55.62,0.008667443
01/02/2005,55.14,0.013143672
31/01/2005,54.42,0.004604484
28/01/2005,54.17,-0.004236904
27/01/2005,54.4,0.024375567
26/01/2005,53.09,0.013654678
25/01/2005,52.37,0.009786128
24/01/2005,51.86,0.009298788
21/01/2005,51.38,-0.004853907
20/01/2005,51.63,-0.007717576
19/01/2005,52.03,-0.007849184
18/01/2005,52.44,0.006888661
14/01/2005,52.08,0.018214028
13/01/2005,51.14,0.02836085
12/01/2005,49.71,0.015406751
11/01/2005,48.95,0.008617206
10/01/2005,48.53,0.007030633
07/01/2005,48.19,-0.006412267
06/01/2005,48.5,0.016003667
05/01/2005,47.73,-0.003346583
04/01/2005,47.89,-0.008110682
03/01/2005,48.28,-0.046341119
31/12/2004,50.57,0.000593413
30/12/2004,50.54,-0.001384083
29/12/2004,50.61,0.005945321
28/12/2004,50.31,0.015221604
27/12/2004,49.55,-0.021759517
23/12/2004,50.64,0.006736701
22/12/2004,50.3,-0.016366332
21/12/2004,51.13,0.005884678
20/12/2004,50.83,0.007503985
17/12/2004,50.45,-0.000990589
16/12/2004,50.5,-0.022904006
15/12/2004,51.67,0.01011485
14/12/2004,51.15,0.005292573
13/12/2004,50.88,0.020451423
10/12/2004,49.85,-0.013944449
