Date,Close,CSCO
20/02/2008,23.2,0.013889112
19/02/2008,22.88,-0.018190194
15/02/2008,23.3,-0.009822842
14/02/2008,23.53,-0.022274508
13/02/2008,24.06,0.026533458
12/02/2008,23.43,-0.003833871
11/02/2008,23.52,-0.000849979
08/02/2008,23.54,0.006820146
07/02/2008,23.38,0.012914514
06/02/2008,23.08,-0.007768705
05/02/2008,23.26,-0.023790417
04/02/2008,23.82,-0.045947376
01/02/2008,24.94,0.017799823
31/01/2008,24.5,0.005730675
30/01/2008,24.36,0.012391732
29/01/2008,24.06,-0.00166113
28/01/2008,24.1,-0.004140793
25/01/2008,24.2,-0.03691354
24/01/2008,25.11,0.043963123
23/01/2008,24.03,0.023154055
22/01/2008,23.48,-0.034327355
18/01/2008,24.3,-0.001233806
17/01/2008,24.33,-0.03314774
16/01/2008,25.15,-0.027452704
15/01/2008,25.85,-0.016878038
14/01/2008,26.29,0.016104643
11/01/2008,25.87,-0.014200968
10/01/2008,26.24,0
09/01/2008,26.24,0.031355385
08/01/2008,25.43,-0.0271545
07/01/2008,26.13,0.000382775
04/01/2008,26.12,-0.023833169
03/01/2008,26.75,0.007881444
02/01/2008,26.54,-0.019773075
31/12/2007,27.07,-0.017939343
28/12/2007,27.56,-0.008310798
27/12/2007,27.79,-0.021008428
26/12/2007,28.38,-0.011909072
24/12/2007,28.72,0.004187026
21/12/2007,28.6,0.011251877
20/12/2007,28.28,0.003187536
19/12/2007,28.19,0.001419951
18/12/2007,28.15,0.007130155
17/12/2007,27.95,-0.024736244
14/12/2007,28.65,-0.014209215
13/12/2007,29.06,0.008987271
12/12/2007,28.8,0.027456846
11/12/2007,28.02,0.012931215
10/12/2007,27.66,0.007621158
07/12/2007,27.45,-0.012310076
06/12/2007,27.79,0.011217776
05/12/2007,27.48,0.019104181
04/12/2007,26.96,-0.022373939
03/12/2007,27.57,-0.016190316
30/11/2007,28.02,-0.004628814
29/11/2007,28.15,0.003558723
28/11/2007,28.05,0.02016633
27/11/2007,27.49,-0.000363702
26/11/2007,27.5,-0.042362625
23/11/2007,28.69,0.015455172
21/11/2007,28.25,-0.027580732
20/11/2007,29.04,-0.013340372
19/11/2007,29.43,-0.017180817
16/11/2007,29.94,0.021607863
15/11/2007,29.3,-0.013896173
14/11/2007,29.71,-0.014369504
13/11/2007,30.14,0.034771435
12/11/2007,29.11,0.018374585
09/11/2007,28.58,-0.036080189
08/11/2007,29.63,-0.1001156
07/11/2007,32.75,-0.03980774
06/11/2007,34.08,0.029781832
05/11/2007,33.08,0.017381136
02/11/2007,32.51,0.010202593
01/11/2007,32.18,-0.026978951
31/10/2007,33.06,0.013705103
30/10/2007,32.61,0.006151973
29/10/2007,32.41,0.015861007
26/10/2007,31.9,0.022829146
25/10/2007,31.18,-0.002562461
24/10/2007,31.26,-0.008917257
23/10/2007,31.54,0.005404559
22/10/2007,31.37,-0.004135524
19/10/2007,31.5,-0.036775724
18/10/2007,32.68,0.006754708
17/10/2007,32.46,0.005250977
16/10/2007,32.29,-0.015366006
15/10/2007,32.79,-0.003956785
12/10/2007,32.92,0.00365186
11/10/2007,32.8,-0.014227575
10/10/2007,33.27,0.00572722
09/10/2007,33.08,0.011248029
08/10/2007,32.71,0.001835986
05/10/2007,32.65,0.015432405
04/10/2007,32.15,-0.009287992
03/10/2007,32.45,-0.017110103
02/10/2007,33.01,0.000606061
01/10/2007,32.99,-0.004234731
28/09/2007,33.13,-0.003013866
27/09/2007,33.23,0.007248597
26/09/2007,32.99,0.016812256
25/09/2007,32.44,0.017413375
24/09/2007,31.88,-0.013088376
21/09/2007,32.3,0.002790267
20/09/2007,32.21,0.003732508
19/09/2007,32.09,0.001559333
18/09/2007,32.04,0.016997576
17/09/2007,31.5,-0.00190295
14/09/2007,31.56,0.00158554
13/09/2007,31.51,-0.008532205
12/09/2007,31.78,-0.011886283
11/09/2007,32.16,0.013145729
10/09/2007,31.74,0.00695545
07/09/2007,31.52,-0.010101096
06/09/2007,31.84,-0.011864017
05/09/2007,32.22,-0.003098856
04/09/2007,32.32,0.012453461
31/08/2007,31.92,0.015469922
30/08/2007,31.43,0.013775646
29/08/2007,31,0.019215703
28/08/2007,30.41,-0.022436317
27/08/2007,31.1,0.011968443
24/08/2007,30.73,0.015082253
23/08/2007,30.27,0.000330415
22/08/2007,30.26,0.005301537
21/08/2007,30.1,0.011359962
20/08/2007,29.76,-0.007698783
17/08/2007,29.99,0.023276477
16/08/2007,29.3,-0.020939637
15/08/2007,29.92,-0.011299555
14/08/2007,30.26,-0.018661534
13/08/2007,30.83,-0.018001129
10/08/2007,31.39,-0.000318522
09/08/2007,31.4,-0.008877674
08/08/2007,31.68,0.064875278
07/08/2007,29.69,0.006420025
06/08/2007,29.5,0.001356852
03/08/2007,29.46,-0.022487942
02/08/2007,30.13,0.012020178
01/08/2007,29.77,0.029313619
31/07/2007,28.91,-0.019863667
30/07/2007,29.49,0.017790411
27/07/2007,28.97,-0.023875623
26/07/2007,29.67,-0.008056438
25/07/2007,29.91,0.005027663
24/07/2007,29.76,-0.016661498
23/07/2007,30.26,0.022390242
20/07/2007,29.59,-0.011758913
19/07/2007,29.94,0.016841085
18/07/2007,29.44,-0.009802343
17/07/2007,29.73,-0.005367339
16/07/2007,29.89,0
13/07/2007,29.89,0.003015583
12/07/2007,29.8,0.035522861
11/07/2007,28.76,0.015770434
10/07/2007,28.31,-0.004933061
09/07/2007,28.45,-0.000702741
06/07/2007,28.47,0.003518652
05/07/2007,28.37,0.009562672
03/07/2007,28.1,0.007501375
02/07/2007,27.89,0.001435235
29/06/2007,27.85,0
28/06/2007,27.85,0.02104577
27/06/2007,27.27,0.00441015
26/06/2007,27.15,0.004429686
25/06/2007,27.03,0.004077856
22/06/2007,26.92,-0.01474953
21/06/2007,27.32,0.004402061
20/06/2007,27.2,-0.003669729
19/06/2007,27.3,0.003302149
18/06/2007,27.21,-0.00659343
15/06/2007,27.39,0.020657319
14/06/2007,26.83,0.011244496
13/06/2007,26.53,0.017874596
12/06/2007,26.06,-0.009927535
11/06/2007,26.32,-0.006060625
08/06/2007,26.48,0.02407913
07/06/2007,25.85,-0.028600615
06/06/2007,26.6,-0.022305758
05/06/2007,27.2,0.007009805
04/06/2007,27.01,0.005568977
01/06/2007,26.86,-0.002231314
31/05/2007,26.92,0.019884354
30/05/2007,26.39,0.018742182
29/05/2007,25.9,0.01478051
25/05/2007,25.52,0.004713284
24/05/2007,25.4,-0.022192852
23/05/2007,25.97,-0.015284975
22/05/2007,26.37,-0.00113701
21/05/2007,26.4,0.007222993
18/05/2007,26.21,-0.002667176
17/05/2007,26.28,-0.007581537
16/05/2007,26.48,0.013305652
15/05/2007,26.13,-0.006104559
14/05/2007,26.29,-0.012849761
11/05/2007,26.63,0.012849761
10/05/2007,26.29,-0.008333382
09/05/2007,26.51,-0.067457681
08/05/2007,28.36,0.019584033
07/05/2007,27.81,-0.003589379
04/05/2007,27.91,0.007552634
03/05/2007,27.7,0.001083619
02/05/2007,27.67,0.029710603
01/05/2007,26.86,0.004477619
30/04/2007,26.74,-0.010786789
27/04/2007,27.03,0.017917613
26/04/2007,26.55,-0.008625593
25/04/2007,26.78,0.016946367
24/04/2007,26.33,-0.00945008
23/04/2007,26.58,-0.015307374
20/04/2007,26.99,0.011552206
19/04/2007,26.68,-0.007096202
18/04/2007,26.87,0.001117111
17/04/2007,26.84,0.008230499
16/04/2007,26.62,-0.002251408
13/04/2007,26.68,0.026972195
12/04/2007,25.97,0.006955206
11/04/2007,25.79,-0.007725029
10/04/2007,25.99,-0.008047562
09/04/2007,26.2,0.005357839
05/04/2007,26.06,-0.001533743
04/04/2007,26.1,0.009624713
03/04/2007,25.85,0.017561427
02/04/2007,25.4,-0.005105057
30/03/2007,25.53,0.003924652
29/03/2007,25.43,-0.010561412
28/03/2007,25.7,-0.008909608
27/03/2007,25.93,-0.015688097
26/03/2007,26.34,0.005711038
23/03/2007,26.19,-0.006849342
22/03/2007,26.37,-0.015801683
21/03/2007,26.79,0.016939987
20/03/2007,26.34,0.001519757
19/03/2007,26.3,0.011857091
16/03/2007,25.99,0.006949835
15/03/2007,25.81,-0.001548587
14/03/2007,25.85,0.013632149
13/03/2007,25.5,-0.025935264
12/03/2007,26.17,0.003444979
09/03/2007,26.08,-0.002680453
08/03/2007,26.15,0.010765194
07/03/2007,25.87,-0.003472896
06/03/2007,25.96,0.019448299
05/03/2007,25.46,0.006304197
02/03/2007,25.3,-0.021506205
01/03/2007,25.85,-0.003475578
28/02/2007,25.94,0.008906158
27/02/2007,25.71,-0.05780646
26/02/2007,27.24,-0.009863094
23/02/2007,27.51,0.004006562
22/02/2007,27.4,0.000730194
21/02/2007,27.38,-0.010174506
20/02/2007,27.66,0.005074313
16/02/2007,27.52,-0.001452433
15/02/2007,27.56,0.003635046
14/02/2007,27.46,0.010248992
13/02/2007,27.18,-0.013158085
12/02/2007,27.54,-0.006153866
09/02/2007,27.71,-0.015398693
08/02/2007,28.14,0.001778411
07/02/2007,28.09,0.029259808
06/02/2007,27.28,-0.008395742
05/02/2007,27.51,0.013540921
02/02/2007,27.14,0.020473449
01/02/2007,26.59,-0.001127608
31/01/2007,26.62,0.013996824
30/01/2007,26.25,0.001524972
29/01/2007,26.21,-0.005327258
26/01/2007,26.35,0.004945797
25/01/2007,26.22,-0.025231992
24/01/2007,26.89,0.032120653
23/01/2007,26.04,-0.018642351
22/01/2007,26.53,-0.006387397
19/01/2007,26.7,0.009407407
18/01/2007,26.45,-0.019839692
17/01/2007,26.98,-0.038536211
16/01/2007,28.04,-0.030901335
12/01/2007,28.92,0.007984767
11/01/2007,28.69,0.000348614
10/01/2007,28.68,0.007349114
09/01/2007,28.47,-0.005604218
08/01/2007,28.63,0.005604218
05/01/2007,28.47,0.000351309
04/01/2007,28.46,0.025984733
03/01/2007,27.73,0.01452986
29/12/2006,27.33,-0.003287674
28/12/2006,27.42,0.004385972
27/12/2006,27.3,0.004037444
26/12/2006,27.19,0.009608352
22/12/2006,26.93,-0.013279428
21/12/2006,27.29,-0.003657649
20/12/2006,27.39,-0.008724156
19/12/2006,27.63,0.000724113
18/12/2006,27.61,0.00181258
15/12/2006,27.56,0.009112511
14/12/2006,27.31,0.002199414
13/12/2006,27.25,0.006258073
12/12/2006,27.08,-0.001107215
11/12/2006,27.11,0.004806813
08/12/2006,26.98,0.003713335
07/12/2006,26.88,-0.00778214
06/12/2006,27.09,0.001847405
05/12/2006,27.04,-0.00773627
04/12/2006,27.25,0.020764558
01/12/2006,26.69,-0.008209001
30/11/2006,26.91,-0.006297483
29/11/2006,27.08,0.001848088
28/11/2006,27.03,0.046572868
27/11/2006,25.8,-0.03951882
24/11/2006,26.84,-0.002604653
22/11/2006,26.91,0.004096077
21/11/2006,26.8,-0.011500776
20/11/2006,27.11,0.006661757
17/11/2006,26.93,-0.00813614
16/11/2006,27.15,0.020465831
15/11/2006,26.6,-0.00150263
14/11/2006,26.64,-0.001500375
13/11/2006,26.68,-0.002246351
10/11/2006,26.74,0.001122545
09/11/2006,26.71,0.062170181
08/11/2006,25.1,0.010412589
07/11/2006,24.84,0.006462058
06/11/2006,24.68,0.037568918
03/11/2006,23.77,-0.011710715
02/11/2006,24.05,-0.002076844
01/11/2006,24.1,-0.001244039
31/10/2006,24.13,0.009577421
30/10/2006,23.9,0.007559885
27/10/2006,23.72,-0.01962075
26/10/2006,24.19,-0.004125418
25/10/2006,24.29,-0.002056345
24/10/2006,24.34,-0.003690798
23/10/2006,24.43,-0.004899969
20/10/2006,24.55,0.016013481
19/10/2006,24.16,-0.000827472
18/10/2006,24.18,-0.012330612
17/10/2006,24.48,-0.004483399
16/10/2006,24.59,0.002442998
13/10/2006,24.53,0.003266642
12/10/2006,24.45,0.002047084
11/10/2006,24.4,0.002872976
10/10/2006,24.33,0.000822368
09/10/2006,24.31,0.009090972
06/10/2006,24.09,0.007918358
05/10/2006,23.9,-0.001254443
04/10/2006,23.93,0.02196962
03/10/2006,23.41,0.018539009
02/10/2006,22.98,0
29/09/2006,22.98,-0.021524723
28/09/2006,23.48,0.005552011
27/09/2006,23.35,-0.006403437
26/09/2006,23.5,0.011555874
25/09/2006,23.23,0.01518138
22/09/2006,22.88,-0.005665738
21/09/2006,23.01,-0.011236073
20/09/2006,23.27,0.022160368
19/09/2006,22.76,-0.003508776
18/09/2006,22.84,0.005267791
15/09/2006,22.72,0.000880669
14/09/2006,22.7,0.002205073
13/09/2006,22.65,0
12/09/2006,22.65,0.030937235
11/09/2006,21.96,0.009608859
08/09/2006,21.75,0.009702086
07/09/2006,21.54,-0.006939653
06/09/2006,21.69,-0.018273693
05/09/2006,22.09,-0.008115464
01/09/2006,22.27,0.012652677
31/08/2006,21.99,0.014658989
30/08/2006,21.67,-0.000461361
29/08/2006,21.68,0.012532074
28/08/2006,21.41,0.016957542
25/08/2006,21.05,-0.001898434
24/08/2006,21.09,0.001898434
23/08/2006,21.05,-0.008985636
22/08/2006,21.24,0.015658683
21/08/2006,20.91,0.002394064
18/08/2006,20.86,0.000479501
17/08/2006,20.85,-0.011919092
16/08/2006,21.1,0.021557721
15/08/2006,20.65,0.027493141
14/08/2006,20.09,0.027758532
11/08/2006,19.54,-0.001023018
10/08/2006,19.56,-0.011184662
09/08/2006,19.78,0.134543026
08/08/2006,17.29,-0.006916454
07/08/2006,17.41,0.009812489
04/08/2006,17.24,-0.018391323
03/08/2006,17.56,0.004566218
02/08/2006,17.48,0
01/08/2006,17.48,-0.0226254
31/07/2006,17.88,-0.011123585
28/07/2006,18.08,0.021806847
27/07/2006,17.69,-0.014033348
26/07/2006,17.94,-0.007220248
25/07/2006,18.07,0.00666299
24/07/2006,17.95,0.027677565
21/07/2006,17.46,-0.023770219
20/07/2006,17.88,-0.006688988
19/07/2006,18,0.006688988
18/07/2006,17.88,-0.005020931
17/07/2006,17.97,0.001670844
14/07/2006,17.94,-0.004449396
13/07/2006,18.02,-0.013230623
12/07/2006,18.26,-0.023275746
11/07/2006,18.69,-0.014870162
10/07/2006,18.97,-0.021898685
07/07/2006,19.39,-0.012301539
06/07/2006,19.63,0.001529442
05/07/2006,19.6,-0.020202707
03/07/2006,20,0.023780529
30/06/2006,19.53,-0.019270373
29/06/2006,19.91,0.026980512
28/06/2006,19.38,0.004136511
27/06/2006,19.3,-0.01542447
26/06/2006,19.6,-0.000510074
23/06/2006,19.61,-0.004071252
