Date,Close,MDT
20/02/2008,49.41,0.005275986
19/02/2008,49.15,0.000610563
15/02/2008,49.12,0.020984107
14/02/2008,48.1,-0.012807446
13/02/2008,48.72,0.008658063
12/02/2008,48.3,0.020287217
11/02/2008,47.33,0.012757987
08/02/2008,46.73,-0.011066297
07/02/2008,47.25,0.00700863
06/02/2008,46.92,-0.001916321
05/02/2008,47.01,-0.011421444
04/02/2008,47.55,-0.006289329
01/02/2008,47.85,0.028618805
31/01/2008,46.5,0.006688988
30/01/2008,46.19,-0.01119495
29/01/2008,46.71,0.004936162
28/01/2008,46.48,0.007775417
25/01/2008,46.12,-0.013995276
24/01/2008,46.77,-0.012324848
23/01/2008,47.35,0.019836419
22/01/2008,46.42,-0.012204412
18/01/2008,46.99,-0.017509149
17/01/2008,47.82,-0.012468989
16/01/2008,48.42,0.000206548
15/01/2008,48.41,-0.025291987
14/01/2008,49.65,-0.008623336
11/01/2008,50.08,-0.014471459
10/01/2008,50.81,0.000984543
09/01/2008,50.76,0.027158219
08/01/2008,49.4,-0.007461969
07/01/2008,49.77,0.011925356
04/01/2008,49.18,-0.011523427
03/01/2008,49.75,0.005037794
02/01/2008,49.5,-0.015435808
31/12/2007,50.27,0.000995124
28/12/2007,50.22,-0.000796178
27/12/2007,50.26,-0.007927112
26/12/2007,50.66,0.007131567
24/12/2007,50.3,-0.002581159
21/12/2007,50.43,0.010765654
20/12/2007,49.89,0.006031381
19/12/2007,49.59,0.001412572
18/12/2007,49.52,0.007499782
17/12/2007,49.15,-0.005073578
14/12/2007,49.4,-0.014070584
13/12/2007,50.1,0.002198023
12/12/2007,49.99,0.005013547
11/12/2007,49.74,-0.017339747
10/12/2007,50.61,0.001384083
07/12/2007,50.54,-0.004540527
06/12/2007,50.77,-0.008629197
05/12/2007,51.21,0.013169724
04/12/2007,50.54,-0.000791139
03/12/2007,50.58,-0.005323881
30/11/2007,50.85,0.011073872
29/11/2007,50.29,-0.001192369
28/11/2007,50.35,0.008777236
27/11/2007,49.91,0.021057672
26/11/2007,48.87,0.011318158
23/11/2007,48.32,0.000621054
21/11/2007,48.29,-0.002688452
20/11/2007,48.42,0.067710281
19/11/2007,45.25,-0.011426185
16/11/2007,45.77,-0.010432609
15/11/2007,46.25,-0.008825803
14/11/2007,46.66,-0.004063742
13/11/2007,46.85,0.01051399
12/11/2007,46.36,0.006926435
09/11/2007,46.04,0.001086602
08/11/2007,45.99,0.009393843
07/11/2007,45.56,-0.023642789
06/11/2007,46.65,-0.002355209
05/11/2007,46.76,-0.002563009
02/11/2007,46.88,0.001707942
01/11/2007,46.8,-0.013582552
31/10/2007,47.44,0.010595564
30/10/2007,46.94,-0.017527637
29/10/2007,47.77,-0.001046135
26/10/2007,47.82,0.00272223
25/10/2007,47.69,0.008211437
24/10/2007,47.3,-0.01531552
23/10/2007,48.03,0.021678214
22/10/2007,47,-0.010160968
19/10/2007,47.48,-0.030286488
18/10/2007,48.94,-0.015812209
17/10/2007,49.72,-0.01159781
16/10/2007,50.3,0.005982072
15/10/2007,50,-0.119204247
12/10/2007,56.33,-0.001950874
11/10/2007,56.44,-0.007238093
10/10/2007,56.85,0.003347726
09/10/2007,56.66,0.004599336
08/10/2007,56.4,0.008904778
05/10/2007,55.9,-0.019486888
04/10/2007,57,0.002810965
03/10/2007,56.84,-0.008758157
02/10/2007,57.34,-0.009027839
01/10/2007,57.86,0.025379852
28/09/2007,56.41,-0.011106328
27/09/2007,57.04,0.001754694
26/09/2007,56.94,0.012014279
25/09/2007,56.26,-0.012014279
24/09/2007,56.94,0.006519272
21/09/2007,56.57,-0.000530176
20/09/2007,56.6,0.00673642
19/09/2007,56.22,0.015415254
18/09/2007,55.36,0.020991918
17/09/2007,54.21,-0.005151805
14/09/2007,54.49,0.000734349
13/09/2007,54.45,0.002206289
12/09/2007,54.33,-0.002940638
11/09/2007,54.49,0.010515732
10/09/2007,53.92,0.001484781
07/09/2007,53.84,-0.004077856
06/09/2007,54.06,0.007613072
05/09/2007,53.65,0.003734832
04/09/2007,53.45,0.011478158
31/08/2007,52.84,0.00493266
30/08/2007,52.58,-0.010594121
29/08/2007,53.14,0.003204225
28/08/2007,52.97,-0.013501049
27/08/2007,53.69,-0.004645553
24/08/2007,53.94,0.007069797
23/08/2007,53.56,0.017326234
22/08/2007,52.64,-0.004170622
21/08/2007,52.86,-0.003022292
20/08/2007,53.02,-0.000565664
17/08/2007,53.05,0.012137452
16/08/2007,52.41,-0.004568826
15/08/2007,52.65,-0.00265554
14/08/2007,52.79,0.000568451
13/08/2007,52.76,-0.005670021
10/08/2007,53.06,-0.007136181
09/08/2007,53.44,-0.009683502
08/08/2007,53.96,0.00445766
07/08/2007,53.72,0.007661441
06/08/2007,53.31,0.031440143
03/08/2007,51.66,-0.024097552
02/08/2007,52.92,0.009493141
01/08/2007,52.42,0.033954178
31/07/2007,50.67,-0.00903739
30/07/2007,51.13,0.006278223
27/07/2007,50.81,-0.002162588
26/07/2007,50.92,-0.013653421
25/07/2007,51.62,-0.001741992
24/07/2007,51.71,-0.009048093
23/07/2007,52.18,0.00518783
20/07/2007,51.91,-0.003269548
19/07/2007,52.08,0.00288434
18/07/2007,51.93,-0.004035751
17/07/2007,52.14,-0.006118566
16/07/2007,52.46,-0.005323206
13/07/2007,52.74,-0.008684215
12/07/2007,53.2,0.006222326
11/07/2007,52.87,0.004739795
10/07/2007,52.62,-0.010209958
09/07/2007,53.16,-0.003567744
06/07/2007,53.35,0.008281621
05/07/2007,52.91,0.001513146
03/07/2007,52.83,-0.010169579
02/07/2007,53.37,0.02870101
29/06/2007,51.86,0.001157631
28/06/2007,51.8,0.00231929
27/06/2007,51.68,0.000193517
26/06/2007,51.67,0.010701532
25/06/2007,51.12,-0.009539642
22/06/2007,51.61,-0.003481628
21/06/2007,51.79,0.00464487
20/06/2007,51.55,-0.020734089
19/06/2007,52.63,0.004952391
18/06/2007,52.37,-0.000763505
15/06/2007,52.41,0.008430784
14/06/2007,51.97,0.000769971
13/06/2007,51.93,0.004245471
12/06/2007,51.71,0.000386847
11/06/2007,51.69,-0.008859842
08/06/2007,52.15,0.009440394
07/06/2007,51.66,-0.01708131
06/06/2007,52.55,-0.00076089
05/06/2007,52.59,-0.011908278
04/06/2007,53.22,-0.002814525
01/06/2007,53.37,0.003754463
31/05/2007,53.17,0.003202414
30/05/2007,53,0
29/05/2007,53,-0.002073321
25/05/2007,53.11,0.000753438
24/05/2007,53.07,0.001697313
23/05/2007,52.98,0.042018129
22/05/2007,50.8,0.004537839
21/05/2007,50.57,-0.013357103
18/05/2007,51.25,-0.004089189
17/05/2007,51.46,-0.015617786
16/05/2007,52.27,-0.012169764
15/05/2007,52.91,-0.011089297
14/05/2007,53.5,0.001496446
11/05/2007,53.42,0.013000654
10/05/2007,52.73,-0.016364515
09/05/2007,53.6,0.003176682
08/05/2007,53.43,-0.004295459
07/05/2007,53.66,-0.000558919
04/05/2007,53.69,-0.006127584
03/05/2007,54.02,-0.000555196
02/05/2007,54.05,0.004636077
01/05/2007,53.8,0.016303181
30/04/2007,52.93,-0.012578782
27/04/2007,53.6,-0.008730435
