Date,Close,LMT
11/05/2005,64.46,0.01170334
10/05/2005,63.71,0.004089342
09/05/2005,63.45,0.006641391
06/05/2005,63.03,-0.005537551
05/05/2005,63.38,-0.007857969
04/05/2005,63.88,0.023280804
03/05/2005,62.41,0.008851752
02/05/2005,61.86,0.014819911
29/04/2005,60.95,0.007906482
28/04/2005,60.47,0.008803312
27/04/2005,59.94,0.001669728
26/04/2005,59.84,0.001505143
25/04/2005,59.75,0.016027336
22/04/2005,58.8,-0.009815614
21/04/2005,59.38,0.016812827
20/04/2005,58.39,-0.005295085
19/04/2005,58.7,-0.009157263
18/04/2005,59.24,-0.001180936
15/04/2005,59.31,-0.028259859
14/04/2005,61.01,-0.015289823
13/04/2005,61.95,-0.002579398
12/04/2005,62.11,-0.002251529
11/04/2005,62.25,0.015052481
08/04/2005,61.32,-0.005691535
07/04/2005,61.67,-0.0069484
06/04/2005,62.1,-0.006420568
05/04/2005,62.5,0.014504686
04/04/2005,61.6,0.007168489
01/04/2005,61.16,0.001636394
31/03/2005,61.06,-0.006692264
30/03/2005,61.47,0.017725723
29/03/2005,60.39,0.003151176
28/03/2005,60.2,0.006165145
24/03/2005,59.83,-0.002670674
23/03/2005,59.99,0.001501377
22/03/2005,59.9,-0.000834376
21/03/2005,59.95,-0.009958589
18/03/2005,60.55,0.005298903
17/03/2005,60.23,0.004659686
16/03/2005,59.95,-0.000833681
15/03/2005,60,0.002002003
14/03/2005,59.88,0.006534328
11/03/2005,59.49,-0.017330879
10/03/2005,60.53,-0.000165194
09/03/2005,60.54,0.001818633
08/03/2005,60.43,0.01114913
07/03/2005,59.76,-0.003007521
04/03/2005,59.94,0.00417956
03/03/2005,59.69,-0.000669905
02/03/2005,59.73,0.003858094
01/03/2005,59.5,0.00471699
28/02/2005,59.22,-0.009913548
25/02/2005,59.81,0.009575882
24/02/2005,59.24,0.011715899
23/02/2005,58.55,-0.002047433
22/02/2005,58.67,-0.008824086
18/02/2005,59.19,-0.001856697
17/02/2005,59.3,-0.010901575
16/02/2005,59.95,-0.000166792
15/02/2005,59.96,0.009888625
14/02/2005,59.37,-0.005375454
11/02/2005,59.69,-0.000167518
10/02/2005,59.7,0.021160332
09/02/2005,58.45,-0.004268039
08/02/2005,58.7,0.009585832
07/02/2005,58.14,0.008463648
04/02/2005,57.65,-0.011554841
03/02/2005,58.32,-0.009556387
02/02/2005,58.88,0.00272109
01/02/2005,58.72,0.015618613
31/01/2005,57.81,0.025047285
28/01/2005,56.38,-0.000354673
27/01/2005,56.4,0.020962875
26/01/2005,55.23,0.017718977
25/01/2005,54.26,-0.003862784
24/01/2005,54.47,-0.005127277
21/01/2005,54.75,-0.004555817
20/01/2005,55,-0.016052288
19/01/2005,55.89,-0.011385997
18/01/2005,56.53,0.00941978
14/01/2005,56,0.011675032
13/01/2005,55.35,-0.00809721
12/01/2005,55.8,0.012624153
11/01/2005,55.1,0.001816531
10/01/2005,55,0.004190586
07/01/2005,54.77,0.004758428
06/01/2005,54.51,-0.002199011
05/01/2005,54.63,0.024834486
04/01/2005,53.29,-0.017116697
03/01/2005,54.21,-0.024418123
31/12/2004,55.55,-0.000899685
30/12/2004,55.6,0.006314861
29/12/2004,55.25,-0.026963512
28/12/2004,56.76,-0.010863958
27/12/2004,57.38,-0.026824167
23/12/2004,58.94,0.002378122
22/12/2004,58.8,0.020619287
21/12/2004,57.6,-0.02536989
