Date,Close,DVN
10/09/2007,77.38,-0.002839078
07/09/2007,77.6,-0.016740535
06/09/2007,78.91,0.007249634
05/09/2007,78.34,0.014011412
04/09/2007,77.25,0.025433988
31/08/2007,75.31,0.01135086
30/08/2007,74.46,-0.004288401
29/08/2007,74.78,0.020672222
28/08/2007,73.25,-0.018664323
27/08/2007,74.63,-0.008937564
24/08/2007,75.3,0.016469543
23/08/2007,74.07,0.013866454
22/08/2007,73.05,-0.00300711
21/08/2007,73.27,-0.018927157
20/08/2007,74.67,-0.008268919
17/08/2007,75.29,0.033494015
16/08/2007,72.81,-0.012827687
15/08/2007,73.75,-0.020134908
14/08/2007,75.25,-0.014904978
13/08/2007,76.38,0.005513996
10/08/2007,75.96,-0.007606594
09/08/2007,76.54,-0.030367748
08/08/2007,78.9,0.005592287
07/08/2007,78.46,0.016448585
06/08/2007,77.18,0.000777706
03/08/2007,77.12,-0.028001574
02/08/2007,79.31,0.011285227
01/08/2007,78.42,0.04980445
31/07/2007,74.61,-0.010267441
30/07/2007,75.38,0.010535538
27/07/2007,74.59,-0.024499669
26/07/2007,76.44,-0.029645166
25/07/2007,78.74,0.015099455
24/07/2007,77.56,-0.034842316
23/07/2007,80.31,-0.018383097
20/07/2007,81.8,-0.012030038
19/07/2007,82.79,-0.003015138
18/07/2007,83.04,0.044698115
17/07/2007,79.41,0.003279519
16/07/2007,79.15,-0.010931817
13/07/2007,80.02,0.001625915
12/07/2007,79.89,0.01767946
11/07/2007,78.49,0.003701581
10/07/2007,78.2,-0.01887446
09/07/2007,79.69,0.003771692
06/07/2007,79.39,-0.000755477
05/07/2007,79.45,-0.006023359
03/07/2007,79.93,0.003760345
02/07/2007,79.63,0.016971025
29/06/2007,78.29,0.012208595
28/06/2007,77.34,-0.002840544
27/06/2007,77.56,0.013891817
26/06/2007,76.49,-0.023898315
25/06/2007,78.34,-0.021468181
22/06/2007,80.04,-0.012786469
21/06/2007,81.07,0.00370737
20/06/2007,80.77,-0.031443
19/06/2007,83.35,-0.00215724
18/06/2007,83.53,0.014105967
15/06/2007,82.36,0.020113506
14/06/2007,80.72,0.017243961
13/06/2007,79.34,0.014472768
12/06/2007,78.2,-0.006627605
11/06/2007,78.72,0.005221944
08/06/2007,78.31,0
07/06/2007,78.31,-0.015961829
06/06/2007,79.57,-0.007013178
05/06/2007,80.13,0.004252132
04/06/2007,79.79,0.026929101
01/06/2007,77.67,0.011524893
31/05/2007,76.78,-0.002731354
30/05/2007,76.99,0.011890125
29/05/2007,76.08,-0.006811659
25/05/2007,76.6,0.004317401
24/05/2007,76.27,-0.020247285
23/05/2007,77.83,-0.006276037
22/05/2007,78.32,-0.009151055
21/05/2007,79.04,0.013886458
18/05/2007,77.95,0.01786224
17/05/2007,76.57,0.019517961
16/05/2007,75.09,0.000799361
15/05/2007,75.03,-0.012845307
14/05/2007,76,0.013111902
11/05/2007,75.01,0.022106305
10/05/2007,73.37,-0.017429341
09/05/2007,74.66,-0.009862802
08/05/2007,75.4,-0.005950431
07/05/2007,75.85,-0.001054157
04/05/2007,75.93,-0.000395023
03/05/2007,75.96,0.022634437
02/05/2007,74.26,0.01588089
01/05/2007,73.09,0.003014527
30/04/2007,72.87,-0.008472311
27/04/2007,73.49,-0.000952057
26/04/2007,73.56,-0.016850166
25/04/2007,74.81,0.025451489
24/04/2007,72.93,-0.005196948
23/04/2007,73.31,-0.003268422
20/04/2007,73.55,0.021577144
19/04/2007,71.98,-0.018172306
18/04/2007,73.3,-0.003268867
17/04/2007,73.54,-0.015516738
16/04/2007,74.69,-0.005474344
13/04/2007,75.1,0.001999334
12/04/2007,74.95,0.020216322
11/04/2007,73.45,-0.010159248
10/04/2007,74.2,0.016989875
09/04/2007,72.95,0.014776213
05/04/2007,71.88,0.005860209
04/04/2007,71.46,0.012249361
03/04/2007,70.59,0.006823054
02/04/2007,70.11,0.012775599
30/03/2007,69.22,-0.011919435
29/03/2007,70.05,0.010187333
28/03/2007,69.34,-0.00589548
27/03/2007,69.75,0.007049882
26/03/2007,69.26,0.023520184
23/03/2007,67.65,0.000147831
22/03/2007,67.64,0.019105059
21/03/2007,66.36,0.009234794
20/03/2007,65.75,0.008706998
19/03/2007,65.18,0.012194332
16/03/2007,64.39,0.00248795
15/03/2007,64.23,0.00343107
14/03/2007,64.01,0.011469998
13/03/2007,63.28,-0.016767611
12/03/2007,64.35,-0.006042314
09/03/2007,64.74,0
08/03/2007,64.74,-0.007693529
07/03/2007,65.24,0.010942546
06/03/2007,64.53,0.015932858
05/03/2007,63.51,-0.014692356
02/03/2007,64.45,-0.016770914
01/03/2007,65.54,-0.002438282
28/02/2007,65.7,0.001980651
27/02/2007,65.57,-0.02321479
26/02/2007,67.11,0.014408174
23/02/2007,66.15,-0.004073325
22/02/2007,66.42,0.004980766
21/02/2007,66.09,0.005462007
20/02/2007,65.73,-0.014499574
16/02/2007,66.69,-0.000149936
15/02/2007,66.7,-0.00969795
14/02/2007,67.35,0.003867901
13/02/2007,67.09,0.004182232
12/02/2007,66.81,-0.021324664
09/02/2007,68.25,-0.007008351
08/02/2007,68.73,-0.005947649
07/02/2007,69.14,-0.009500575
06/02/2007,69.8,-0.008133026
05/02/2007,70.37,-0.000426227
02/02/2007,70.4,0.002987412
01/02/2007,70.19,0.00142572
31/01/2007,70.09,-0.00128324
30/01/2007,70.18,0.030967603
29/01/2007,68.04,-0.000587717
26/01/2007,68.08,-0.002200867
25/01/2007,68.23,-0.02432435
24/01/2007,69.91,0.00688965
23/01/2007,69.43,0.031456035
22/01/2007,67.28,-0.005632148
19/01/2007,67.66,0.028787595
18/01/2007,65.74,0.000608643
17/01/2007,65.7,0.012405397
16/01/2007,64.89,-0.01133938
12/01/2007,65.63,0.025306087
11/01/2007,63.99,-0.010570594
10/01/2007,64.67,-0.015040185
09/01/2007,65.65,0.000457073
08/01/2007,65.62,0.004582259
05/01/2007,65.32,0.025113706
04/01/2007,63.7,-0.018046538
03/01/2007,64.86,-0.033654836
29/12/2006,67.08,-0.004759081
28/12/2006,67.4,-0.001334421
27/12/2006,67.49,0.004455012
26/12/2006,67.19,-0.013599618
22/12/2006,68.11,-0.00775141
21/12/2006,68.64,-0.000728173
20/12/2006,68.69,-0.009706704
19/12/2006,69.36,0.016572555
18/12/2006,68.22,-0.03542487
15/12/2006,70.68,-0.022108078
14/12/2006,72.26,0.016605419
13/12/2006,71.07,0.000844595
12/12/2006,71.01,-0.002531647
11/12/2006,71.19,-0.01228551
08/12/2006,72.07,-0.021686274
07/12/2006,73.65,0.005582423
06/12/2006,73.24,-0.010728697
05/12/2006,74.03,0.013052531
04/12/2006,73.07,-0.006819448
01/12/2006,73.57,0.002722201
30/11/2006,73.37,0.008761179
29/11/2006,72.73,0.029440564
28/11/2006,70.62,0.016130533
27/11/2006,69.49,-0.01400423
24/11/2006,70.47,-0.003965449
22/11/2006,70.75,-0.009005267
21/11/2006,71.39,0.029712897
20/11/2006,69.3,-0.009478744
17/11/2006,69.96,0.01555779
16/11/2006,68.88,-0.025089123
15/11/2006,70.63,0.009102609
14/11/2006,69.99,-0.001427756
13/11/2006,70.09,0
10/11/2006,70.09,-0.014025873
09/11/2006,71.08,0.024207362
08/11/2006,69.38,0.016714291
07/11/2006,68.23,-0.009045874
06/11/2006,68.85,0.002181026
03/11/2006,68.7,0.024459743
02/11/2006,67.04,0.008990171
01/11/2006,66.44,-0.006002419
31/10/2006,66.84,0.008262647
30/10/2006,66.29,-0.013336528
27/10/2006,67.18,-0.019458161
26/10/2006,68.5,-0.012332401
25/10/2006,69.35,0.005059642
24/10/2006,69,0.03660385
23/10/2006,66.52,-0.012993985
20/10/2006,67.39,-0.013998608
19/10/2006,68.34,0.028346485
18/10/2006,66.43,-0.001053186
17/10/2006,66.5,-0.007639914
16/10/2006,67.01,0.034771589
13/10/2006,64.72,0.016828069
12/10/2006,63.64,0.015518918
11/10/2006,62.66,-0.016461277
10/10/2006,63.7,0.03433471
09/10/2006,61.55,-0.013715423
06/10/2006,62.4,0.00240674
05/10/2006,62.25,0.018810349
04/10/2006,61.09,0.031426645
03/10/2006,59.2,-0.038115633
02/10/2006,61.5,-0.026475674
29/09/2006,63.15,0.023228918
28/09/2006,61.7,-0.007427775
27/09/2006,62.16,0.016381844
26/09/2006,61.15,0.008540042
25/09/2006,60.63,-0.003786324
22/09/2006,60.86,-0.027549952
21/09/2006,62.56,0.010282867
20/09/2006,61.92,-0.038027396
19/09/2006,64.32,-0.038431079
18/09/2006,66.84,0.019030932
15/09/2006,65.58,0.013045999
14/09/2006,64.73,-0.032525664
13/09/2006,66.87,0.025290967
12/09/2006,65.2,-0.009312334
11/09/2006,65.81,-0.026244289
08/09/2006,67.56,-0.033477147
07/09/2006,69.86,0.012241818
06/09/2006,69.01,-0.044357254
05/09/2006,72.14,0.117384584
01/09/2006,64.15,0.026217547
31/08/2006,62.49,0.022167399
30/08/2006,61.12,-0.017515855
29/08/2006,62.2,0.004027392
28/08/2006,61.95,-0.016171996
25/08/2006,62.96,0.006373508
24/08/2006,62.56,0.018716261
23/08/2006,61.4,-0.013588045
22/08/2006,62.24,0.021928922
21/08/2006,60.89,0.000657138
18/08/2006,60.85,0.011736642
17/08/2006,60.14,-0.019104665
16/08/2006,61.3,-0.011999495
15/08/2006,62.04,0.001774623
14/08/2006,61.93,-0.02219652
11/08/2006,63.32,-0.003783107
10/08/2006,63.56,0.000314713
09/08/2006,63.54,0.008217493
08/08/2006,63.02,-0.017771955
07/08/2006,64.15,0.014128963
04/08/2006,63.25,-0.015997832
03/08/2006,64.27,-0.022766712
02/08/2006,65.75,0.015171542
01/08/2006,64.76,0.001854715
31/07/2006,64.64,0.020158507
28/07/2006,63.35,0.00554018
27/07/2006,63,-0.012618464
26/07/2006,63.8,0.043732443
25/07/2006,61.07,0.020346414
24/07/2006,59.84,0.042675873
21/07/2006,57.34,-0.029386082
20/07/2006,59.05,-0.017458896
19/07/2006,60.09,0.009363051
18/07/2006,59.53,-0.003521426
17/07/2006,59.74,-0.027082236
14/07/2006,61.38,0.024908504
13/07/2006,59.87,-0.011293925
12/07/2006,60.55,-0.013288687
11/07/2006,61.36,0.010649728
10/07/2006,60.71,-0.004109482
07/07/2006,60.96,-0.009306949
06/07/2006,61.53,-0.000162509
05/07/2006,61.54,0.008813506
03/07/2006,61,0.00971921
30/06/2006,60.41,0.037441135
29/06/2006,58.19,0.033551985
28/06/2006,56.27,-0.000710606
27/06/2006,56.31,-0.00460667
26/06/2006,56.57,0.015857793
23/06/2006,55.68,0.034905325
22/06/2006,53.77,0.003726481
21/06/2006,53.57,0.027056801
20/06/2006,52.14,-0.002490184
19/06/2006,52.27,-0.043244923
16/06/2006,54.58,-0.001281699
15/06/2006,54.65,0.046249935
14/06/2006,52.18,0.060840245
13/06/2006,49.1,-0.055459755
12/06/2006,51.9,-0.022669796
09/06/2006,53.09,-0.027862129
08/06/2006,54.59,0.008277432
07/06/2006,54.14,-0.046024544
06/06/2006,56.69,0.010818586
05/06/2006,56.08,-0.034869937
02/06/2006,58.07,0.012650719
01/06/2006,57.34,-0.000348736
31/05/2006,57.36,0.021320515
30/05/2006,56.15,-0.015375402
26/05/2006,57.02,0.015909828
25/05/2006,56.12,0.029291554
24/05/2006,54.5,-0.031249721
23/05/2006,56.23,-0.019548038
22/05/2006,57.34,0.003844142
19/05/2006,57.12,0.029852963
18/05/2006,55.44,-0.017167804
17/05/2006,56.4,-0.039288905
16/05/2006,58.66,0.008732185
15/05/2006,58.15,-0.027143312
12/05/2006,59.75,-0.044517251
11/05/2006,62.47,-0.010034328
10/05/2006,63.1,0.012117495
09/05/2006,62.34,-0.009260804
08/05/2006,62.92,-0.00538914
05/05/2006,63.26,0.018990437
04/05/2006,62.07,-0.016299498
03/05/2006,63.09,0.004766453
02/05/2006,62.79,0.032535038
01/05/2006,60.78,0.01108457
28/04/2006,60.11,0.00969583
27/04/2006,59.53,-0.006529952
26/04/2006,59.92,-0.03250984
25/04/2006,61.9,-0.010126262
24/04/2006,62.53,-0.025577649
21/04/2006,64.15,0.014128963
20/04/2006,63.25,-0.022666074
19/04/2006,64.7,0.014478341
18/04/2006,63.77,0.030894177
17/04/2006,61.83,0.028212467
13/04/2006,60.11,0.001831655
12/04/2006,60,-0.007802812
11/04/2006,60.47,-0.010364492
10/04/2006,61.1,0.021506205
07/04/2006,59.8,-0.0285192
06/04/2006,61.53,-0.016920877
05/04/2006,62.58,0.00737774
04/04/2006,62.12,0.005488311
03/04/2006,61.78,0.009922814
31/03/2006,61.17,-0.022469223
30/03/2006,62.56,-0.007167348
29/03/2006,63.01,0.019551905
28/03/2006,61.79,0.019281643
27/03/2006,60.61,-0.005758015
24/03/2006,60.96,0.018376479
23/03/2006,59.85,0.026754051
22/03/2006,58.27,-0.008203772
21/03/2006,58.75,-0.002549938
20/03/2006,58.9,-0.026802274
17/03/2006,60.5,-0.01166721
16/03/2006,61.21,0.013652651
15/03/2006,60.38,-0.001158653
14/03/2006,60.45,0.022078167
13/03/2006,59.13,0.039498107
10/03/2006,56.84,0.002466092
09/03/2006,56.7,-0.01453234
08/03/2006,57.53,0.00907986
07/03/2006,57.01,-0.017733427
06/03/2006,58.03,-0.046794131
03/03/2006,60.81,0.005276187
02/03/2006,60.49,0.022063405
01/03/2006,59.17,0.009168146
28/02/2006,58.63,-0.021096049
27/02/2006,59.88,-0.018203382
24/02/2006,60.98,0.016034727
23/02/2006,60.01,0.000166653
22/02/2006,60,-0.035849653
21/02/2006,62.19,0.024085786
17/02/2006,60.71,0.00412644
16/02/2006,60.46,0.036551437
15/02/2006,58.29,-0.008030799
14/02/2006,58.76,0.013018341
13/02/2006,58,-0.015737581
10/02/2006,58.92,-0.005247579
09/02/2006,59.23,-0.037609005
08/02/2006,61.5,-0.009547771
07/02/2006,62.09,-0.055904967
06/02/2006,65.66,0.020152978
03/02/2006,64.35,-0.014195579
02/02/2006,65.27,-0.010970703
01/02/2006,65.99,-0.033087966
31/01/2006,68.21,0.007505002
30/01/2006,67.7,0.033646911
27/01/2006,65.46,0.012915309
26/01/2006,64.62,-0.006632245
25/01/2006,65.05,-0.040077675
24/01/2006,67.71,-0.003538261
23/01/2006,67.95,0.00117803
20/01/2006,67.87,-0.005729833
19/01/2006,68.26,0.034882058
18/01/2006,65.92,-0.023981965
17/01/2006,67.52,0.028238584
13/01/2006,65.64,0.002287807
12/01/2006,65.49,0.001681058
11/01/2006,65.38,-0.017737144
10/01/2006,66.55,0.00150376
09/01/2006,66.45,-0.002104631
06/01/2006,66.59,0.021555176
05/01/2006,65.17,-0.012503975
04/01/2006,65.99,0.019896585
03/01/2006,64.69,0.033800278
30/12/2005,62.54,0.002080833
29/12/2005,62.41,-0.008615242
28/12/2005,62.95,0.016174586
27/12/2005,61.94,-0.030527013
23/12/2005,63.86,-0.005154248
22/12/2005,64.19,-0.005282797
21/12/2005,64.53,-0.009869008
20/12/2005,65.17,0.023128699
19/12/2005,63.68,-0.00766527
16/12/2005,64.17,-0.032201494
15/12/2005,66.27,-0.02356208
14/12/2005,67.85,0.012606767
13/12/2005,67,0.009146177
12/12/2005,66.39,0.016554406
09/12/2005,65.3,-0.012781671
08/12/2005,66.14,0.025883978
07/12/2005,64.45,0.006225701
06/12/2005,64.05,0.020824226
05/12/2005,62.73,0.007038903
02/12/2005,62.29,0.00628072
01/12/2005,61.9,0.027847827
30/11/2005,60.2,-0.002488595
29/11/2005,60.35,0.017045867
28/11/2005,59.33,-0.033968969
25/11/2005,61.38,0
23/11/2005,61.38,-0.015679623
22/11/2005,62.35,0.029129063
21/11/2005,60.56,0.032729279
18/11/2005,58.61,-0.000682245
17/11/2005,58.65,-0.003574168
16/11/2005,58.86,0.044467208
15/11/2005,56.3,0.027004341
14/11/2005,54.8,-0.004551669
11/11/2005,55.05,0.008757582
10/11/2005,54.57,-0.05473249
09/11/2005,57.64,-0.01189977
08/11/2005,58.33,0.020962223
07/11/2005,57.12,-0.031195981
04/11/2005,58.93,-0.048846727
03/11/2005,61.88,0.035027835
02/11/2005,59.75,-0.004008691
01/11/2005,59.99,-0.006480043
31/10/2005,60.38,-0.000331181
28/10/2005,60.4,0.041581113
27/10/2005,57.94,-0.04735909
26/10/2005,60.75,-0.010642753
25/10/2005,61.4,0.018077731
24/10/2005,60.3,0.036822265
21/10/2005,58.12,0.010377125
20/10/2005,57.52,-0.052822028
19/10/2005,60.64,0.022345435
18/10/2005,59.3,-0.06052542
17/10/2005,63,0.015516587
14/10/2005,62.03,0.026297963
13/10/2005,60.42,-0.046249148
12/10/2005,63.28,-0.0152124
11/10/2005,64.25,0.038554787
10/10/2005,61.82,-0.025236925
07/10/2005,63.4,0.024913457
06/10/2005,61.84,-0.021437391
05/10/2005,63.18,-0.049408011
04/10/2005,66.38,-0.040882252
03/10/2005,69.15,0.007402603
30/09/2005,68.64,-0.022187915
29/09/2005,70.18,0.021314171
28/09/2005,68.7,0.020886184
27/09/2005,67.28,0.013316573
26/09/2005,66.39,0.025167194
23/09/2005,64.74,-0.027123406
22/09/2005,66.52,-0.009724065
21/09/2005,67.17,0.021671277
20/09/2005,65.73,0.008402769
19/09/2005,65.18,0.043587398
16/09/2005,62.4,-0.003200003
15/09/2005,62.6,-0.004939855
14/09/2005,62.91,0.003503188
13/09/2005,62.69,-0.009051273
12/09/2005,63.26,-0.016772868
09/09/2005,64.33,0.020732641
08/09/2005,63.01,0.011171517
07/09/2005,62.31,0.009513899
06/09/2005,61.72,0.016005568
02/09/2005,60.74,-0.02439542
01/09/2005,62.24,0.023901634
31/08/2005,60.77,0.024149729
30/08/2005,59.32,0.017687536
29/08/2005,58.28,0.010348488
26/08/2005,57.68,-0.020760804
25/08/2005,58.89,0.00323157
24/08/2005,58.7,0.008039041
23/08/2005,58.23,0.000859033
22/08/2005,58.18,0.009151406
19/08/2005,57.65,0.028324525
18/08/2005,56.04,0.005726573
17/08/2005,55.72,-0.024464968
16/08/2005,57.1,-0.029337738
15/08/2005,58.8,-0.017532479
12/08/2005,59.84,-0.008155159
11/08/2005,60.33,0.005985055
10/08/2005,59.97,0.02242738
09/08/2005,58.64,-0.010179932
08/08/2005,59.24,0.026166521
05/08/2005,57.71,0.000866777
04/08/2005,57.66,0.001041125
03/08/2005,57.6,-0.003120127
02/08/2005,57.78,0.020103815
01/08/2005,56.63,0.009581337
29/07/2005,56.09,0.001427297
28/07/2005,56.01,0.00590923
27/07/2005,55.68,0
26/07/2005,55.68,0.00739075
25/07/2005,55.27,0.000180946
22/07/2005,55.26,0.045159413
21/07/2005,52.82,-0.00472189
20/07/2005,53.07,0.003208458
19/07/2005,52.9,0.022172162
18/07/2005,51.74,-0.00827644
15/07/2005,52.17,-0.012571594
14/07/2005,52.83,-0.029836261
13/07/2005,54.43,-0.014952868
12/07/2005,55.25,0.015136607
11/07/2005,54.42,0.007192285
08/07/2005,54.03,-0.009028159
07/07/2005,54.52,0.025449502
06/07/2005,53.15,-0.017161399
05/07/2005,54.07,0.025664048
01/07/2005,52.7,0.0390841
30/06/2005,50.68,0.007725105
29/06/2005,50.29,-0.001192369
28/06/2005,50.35,-0.032821856
27/06/2005,52.03,0.015690395
24/06/2005,51.22,-0.010101096
23/06/2005,51.74,0.042240343
22/06/2005,49.6,0.014827122
21/06/2005,48.87,-0.016841222
20/06/2005,49.7,0.009298632
17/06/2005,49.24,0.001219265
16/06/2005,49.18,0.011040799
15/06/2005,48.64,0.006393752
14/06/2005,48.33,0.004770309
13/06/2005,48.1,0.011079867
10/06/2005,47.57,-0.01253411
09/06/2005,48.17,0.012954632
08/06/2005,47.55,0.014403977
07/06/2005,46.87,-0.017972785
06/06/2005,47.72,0.015628618
03/06/2005,46.98,0.002344167
02/06/2005,46.87,-0.001705394
01/06/2005,46.95,0.022618089
31/05/2005,45.9,-0.014061887
27/05/2005,46.55,0.02876642
26/05/2005,45.23,-0.002870076
25/05/2005,45.36,0.014433469
24/05/2005,44.71,0.011472401
23/05/2005,44.2,0.019879553
20/05/2005,43.33,-0.023041968
19/05/2005,44.34,0.023041968
18/05/2005,43.33,-0.004375367
17/05/2005,43.52,0.023951848
16/05/2005,42.49,0.015415934
13/05/2005,41.84,-0.022685283
12/05/2005,42.8,-0.050790832
11/05/2005,45.03,0.016344257
10/05/2005,44.3,-0.021880757
09/05/2005,45.28,0.016702315
06/05/2005,44.53,-0.017585317
05/05/2005,45.32,0.011317107
04/05/2005,44.81,-0.003564272
03/05/2005,44.97,-0.032596127
02/05/2005,46.46,0.028158578
29/04/2005,45.17,0.00377066
28/04/2005,45,-0.016310699
27/04/2005,45.74,-0.022268783
26/04/2005,46.77,-0.008092037
25/04/2005,47.15,0.022954993
22/04/2005,46.08,0.007624479
21/04/2005,45.73,0.034935136
20/04/2005,44.16,-0.028353278
19/04/2005,45.43,0.020683491
18/04/2005,44.5,0.013347105
15/04/2005,43.91,-0.036229365
14/04/2005,45.53,0.001538631
13/04/2005,45.46,-0.017012406
12/04/2005,46.24,-0.02076051
11/04/2005,47.21,0.006588059
08/04/2005,46.9,-0.038482373
07/04/2005,48.74,-0.005116147
06/04/2005,48.99,0.010671146
05/04/2005,48.47,-0.021633497
04/04/2005,49.53,-0.000403714
01/04/2005,49.55,0.037003194
31/03/2005,47.75,0.036902982
30/03/2005,46.02,0.019085805
29/03/2005,45.15,-0.016256949
28/03/2005,45.89,-0.000217889
24/03/2005,45.9,0.007874056
23/03/2005,45.54,-0.027505795
22/03/2005,46.81,-0.014422307
21/03/2005,47.49,-0.01525471
18/03/2005,48.22,0.000207404
17/03/2005,48.21,0.034609911
16/03/2005,46.57,-0.00171637
15/03/2005,46.65,-0.018898535
14/03/2005,47.54,0.018898535
11/03/2005,46.65,0.011859977
10/03/2005,46.1,-0.035375519
09/03/2005,47.76,-0.015169122
08/03/2005,48.49,-0.000206207
07/03/2005,48.5,0.000825083
04/03/2005,48.46,0.012667597
03/03/2005,47.85,0.027329314
02/03/2005,46.56,0.028539133
01/03/2005,45.25,-0.033466835
28/02/2005,46.79,-0.014428428
25/02/2005,47.47,0.032544084
24/02/2005,45.95,0.028027875
23/02/2005,44.68,0.014200622
22/02/2005,44.05,0.009809592
18/02/2005,43.62,0.023896277
17/02/2005,42.59,-0.023666998
16/02/2005,43.61,0.034763795
15/02/2005,42.12,0
14/02/2005,42.12,-0.008039769
11/02/2005,42.46,0.010178807
10/02/2005,42.03,0.038317006
09/02/2005,40.45,0.002475249
08/02/2005,40.35,0.003475674
07/02/2005,40.21,-0.012603651
04/02/2005,40.72,-0.017527226
03/02/2005,41.44,-0.026668247
02/02/2005,42.56,0.024739606
01/02/2005,41.52,0.020684519
31/01/2005,40.67,0.013117377
28/01/2005,40.14,-0.022661068
27/01/2005,41.06,0.012991971
26/01/2005,40.53,0.015916775
25/01/2005,39.89,0.006539259
24/01/2005,39.63,0.004805877
21/01/2005,39.44,0.004574341
20/01/2005,39.26,-0.005334701
19/01/2005,39.47,0.001775073
18/01/2005,39.4,0.021809716
14/01/2005,38.55,0.01252953
13/01/2005,38.07,-0.003408945
12/01/2005,38.2,0.008148291
11/01/2005,37.89,0.007417253
10/01/2005,37.61,0.016081826
07/01/2005,37.01,-0.002698329
06/01/2005,37.11,0.013838235
05/01/2005,36.6,-0.013838235
04/01/2005,37.11,-0.002422286
03/01/2005,37.2,-0.045199496
31/12/2004,38.92,-0.000256904
30/12/2004,38.93,-0.000256838
29/12/2004,38.94,0.006440831
28/12/2004,38.69,0.004922927
27/12/2004,38.5,-0.023107575
23/12/2004,39.4,0.002795783
22/12/2004,39.29,-0.028107246
21/12/2004,40.41,-0.001730746
20/12/2004,40.48,0.008185585
17/12/2004,40.15,0.005494519
16/12/2004,39.93,-0.005992527
15/12/2004,40.17,0.017326234
14/12/2004,39.48,0.006862398
13/12/2004,39.21,0.028717534
10/12/2004,38.1,-0.009144414
