Date,Close,MO
23/02/2007,85.38,0.006344752
22/02/2007,84.84,-0.006110477
21/02/2007,85.36,-0.006888125
20/02/2007,85.95,-0.002904446
16/02/2007,86.2,0.001393081
15/02/2007,86.08,-0.003594832
14/02/2007,86.39,0.003943406
13/02/2007,86.05,0.00524324
12/02/2007,85.6,0.002456285
09/02/2007,85.39,0.00199285
08/02/2007,85.22,-0.008878563
07/02/2007,85.98,-0.000465116
06/02/2007,86.02,-0.009948029
05/02/2007,86.88,0.003690041
02/02/2007,86.56,-0.010572381
01/02/2007,87.48,0.001029336
31/01/2007,87.39,-0.001714972
30/01/2007,87.54,-0.005922569
29/01/2007,88.06,0.000681586
26/01/2007,88,0.001706
25/01/2007,87.85,-0.000796495
24/01/2007,87.92,0.001821494
23/01/2007,87.76,0.007893423
22/01/2007,87.07,-0.002179775
19/01/2007,87.26,-0.007876303
18/01/2007,87.95,-0.007024729
17/01/2007,88.57,-0.0080963
16/01/2007,89.29,0.009791311
12/01/2007,88.42,-0.011022494
11/01/2007,89.4,0.002351757
10/01/2007,89.19,0.012069404
09/01/2007,88.12,0.001590006
08/01/2007,87.98,0.009478744
05/01/2007,87.15,-0.005720839
04/01/2007,87.65,0.013091597
03/01/2007,86.51,0.008007935
29/12/2006,85.82,-0.004766065
28/12/2006,86.23,0.004882595
27/12/2006,85.81,0.007134116
26/12/2006,85.2,0.004941768
22/12/2006,84.78,-0.011026505
21/12/2006,85.72,0.000466744
20/12/2006,85.68,-0.002797205
19/12/2006,85.92,0.003380942
18/12/2006,85.63,0.004916891
15/12/2006,85.21,0.002820545
14/12/2006,84.97,0.004600421
13/12/2006,84.58,-0.002479779
12/12/2006,84.79,-0.002708912
11/12/2006,85.02,0.002237269
08/12/2006,84.83,-0.001531304
07/12/2006,84.96,0.009460809
06/12/2006,84.16,0.001545871
05/12/2006,84.03,-0.004393524
04/12/2006,84.4,0.004750603
01/12/2006,84,-0.00249688
30/11/2006,84.21,-0.001423995
29/11/2006,84.33,0.008096246
28/11/2006,83.65,0.002753339
27/11/2006,83.42,-0.003948082
24/11/2006,83.75,-0.00440818
22/11/2006,84.12,0.000118885
21/11/2006,84.11,-0.009230835
20/11/2006,84.89,-0.001412596
17/11/2006,85.01,0.017084293
16/11/2006,83.57,0.015921214
15/11/2006,82.25,0.013587332
14/11/2006,81.14,0.003704165
13/11/2006,80.84,-0.001112691
10/11/2006,80.93,0.000865319
09/11/2006,80.86,-0.007270071
08/11/2006,81.45,0.013846185
07/11/2006,80.33,-0.011756834
06/11/2006,81.28,0.001231072
03/11/2006,81.18,-0.00221484
02/11/2006,81.36,-0.001105583
01/11/2006,81.45,0.001474383
31/10/2006,81.33,-0.00453905
30/10/2006,81.7,-0.001834302
27/10/2006,81.85,0.003426757
26/10/2006,81.57,-0.006476469
25/10/2006,82.1,0.028163917
24/10/2006,79.82,-0.004250538
23/10/2006,80.16,0.006131534
20/10/2006,79.67,-0.006505715
19/10/2006,80.19,0.023340491
18/10/2006,78.34,0.001149499
17/10/2006,78.25,-0.010551169
16/10/2006,79.08,-0.006930908
13/10/2006,79.63,0.010731749
12/10/2006,78.78,-0.000634478
11/10/2006,78.83,0.009943988
10/10/2006,78.05,-0.008928631
09/10/2006,78.75,0.001652158
06/10/2006,78.62,0.002802193
05/10/2006,78.4,0.019318051
04/10/2006,76.9,0.016520633
03/10/2006,75.64,-0.011828236
02/10/2006,76.54,-0.000130642
29/09/2006,76.55,-0.005471613
28/09/2006,76.97,-0.004148846
27/09/2006,77.29,0.019994132
26/09/2006,75.76,-0.01701389
25/09/2006,77.06,-0.066029752
22/09/2006,82.32,0.004748867
21/09/2006,81.93,-0.008023384
20/09/2006,82.59,0.00084792
19/09/2006,82.52,-0.00495619
18/09/2006,82.93,-0.002529055
15/09/2006,83.14,0.001203514
14/09/2006,83.04,0.003619258
13/09/2006,82.74,-0.003860077
12/09/2006,83.06,-0.003485371
11/09/2006,83.35,0.004569513
08/09/2006,82.97,0.010297505
07/09/2006,82.12,-0.005949146
06/09/2006,82.61,-0.000242072
05/09/2006,82.63,-0.014179521
01/09/2006,83.81,0.003346483
31/08/2006,83.53,-0.010598492
30/08/2006,84.42,0.010598492
29/08/2006,83.53,-0.006206011
28/08/2006,84.05,-0.000594707
25/08/2006,84.1,-0.004271483
24/08/2006,84.46,0.009397559
23/08/2006,83.67,0.000478183
22/08/2006,83.63,-0.00107559
21/08/2006,83.72,-0.002981695
18/08/2006,83.97,0.03910163
17/08/2006,80.75,0.000123847
16/08/2006,80.74,-0.00272109
15/08/2006,80.96,0.004952957
14/08/2006,80.56,-0.003469644
11/08/2006,80.84,0.003469644
10/08/2006,80.56,0.004977611
09/08/2006,80.16,-0.001744984
08/08/2006,80.3,0.015056746
07/08/2006,79.1,-0.010062978
04/08/2006,79.9,-0.003373527
03/08/2006,80.17,0.002122745
02/08/2006,80,0.002252535
01/08/2006,79.82,-0.001877465
31/07/2006,79.97,-0.008963088
28/07/2006,80.69,0.010214339
27/07/2006,79.87,0.00100213
26/07/2006,79.79,-0.003253256
25/07/2006,80.05,0.007020212
24/07/2006,79.49,-0.002261876
21/07/2006,79.67,0.007306659
20/07/2006,79.09,0.02082477
19/07/2006,77.46,-0.001032258
18/07/2006,77.54,0.007638072
17/07/2006,76.95,-0.005701713
14/07/2006,77.39,0.008825495
13/07/2006,76.71,-0.007532503
12/07/2006,77.29,-0.008503014
11/07/2006,77.95,0.007856309
10/07/2006,77.34,-0.005930145
07/07/2006,77.8,0.000514271
06/07/2006,77.76,0.058657358
05/07/2006,73.33,-0.01004079
03/07/2006,74.07,0.008678021
30/06/2006,73.43,-0.006244929
29/06/2006,73.89,0.011433363
28/06/2006,73.05,0.007557576
27/06/2006,72.5,0.004700686
26/06/2006,72.16,0.012691057
23/06/2006,71.25,-0.013522197
22/06/2006,72.22,0.002634317
21/06/2006,72.03,0.001945526
20/06/2006,71.89,0.007679993
19/06/2006,71.34,0.006468874
16/06/2006,70.88,0.004241488
15/06/2006,70.58,0.008823168
14/06/2006,69.96,0.005733961
13/06/2006,69.56,-0.02175699
12/06/2006,71.09,0.000281373
09/06/2006,71.07,-0.003090758
08/06/2006,71.29,0.004780662
07/06/2006,70.95,-0.015107295
06/06/2006,72.03,0.005429122
05/06/2006,71.64,-0.016748955
02/06/2006,72.85,0.006058121
01/06/2006,72.41,0.000828958
31/05/2006,72.35,0.01335765
30/05/2006,71.39,-0.01501488
26/05/2006,72.47,0.004841285
25/05/2006,72.12,0.004446922
24/05/2006,71.8,0.012473009
23/05/2006,70.91,0.000846501
22/05/2006,70.85,-0.002114911
19/05/2006,71,0.007350895
18/05/2006,70.48,-0.007491731
17/05/2006,71.01,-0.010367142
16/05/2006,71.75,0.005170137
15/05/2006,71.38,0.013824455
12/05/2006,70.4,-0.013404081
11/05/2006,71.35,-0.01860648
10/05/2006,72.69,-0.01556133
09/05/2006,73.83,0.003120127
08/05/2006,73.6,-0.002849198
05/05/2006,73.81,0.002170081
04/05/2006,73.65,0.007085464
03/05/2006,73.13,0.00315004
02/05/2006,72.9,0.00688234
01/05/2006,72.4,-0.010442524
28/04/2006,73.16,0.0169554
27/04/2006,71.93,0.007815811
26/04/2006,71.37,-0.003496752
25/04/2006,71.62,0.004337795
24/04/2006,71.31,0.010856645
21/04/2006,70.54,0.007113417
20/04/2006,70.04,0.015539881
19/04/2006,68.96,-0.006936444
18/04/2006,69.44,0.011005034
17/04/2006,68.68,-0.004648469
13/04/2006,69,-0.008514374
12/04/2006,69.59,0.003887414
11/04/2006,69.32,-0.010333043
10/04/2006,70.04,0.004149087
07/04/2006,69.75,-0.010127752
06/04/2006,70.46,-0.010166707
05/04/2006,71.18,0.001405877
04/04/2006,71.08,-0.003230567
03/04/2006,71.31,0.006330471
31/03/2006,70.86,-0.012063549
30/03/2006,71.72,-0.015220994
29/03/2006,72.82,0.010907944
28/03/2006,72.03,-0.000277624
27/03/2006,72.05,-0.012276863
24/03/2006,72.94,0.002608279
23/03/2006,72.75,-0.007395268
22/03/2006,73.29,0.011389488
21/03/2006,72.46,-0.015474461
20/03/2006,73.59,0.0005437
17/03/2006,73.55,-0.004747381
16/03/2006,73.9,0.000406036
15/03/2006,73.87,-0.007955277
14/03/2006,74.46,0.012976662
13/03/2006,73.5,-0.004886003
10/03/2006,73.86,0.014043451
09/03/2006,72.83,0.002474568
08/03/2006,72.65,0.011908199
07/03/2006,71.79,0.004047741
06/03/2006,71.5,-0.008495281
03/03/2006,72.11,0.006958002
02/03/2006,71.61,-0.006125593
01/03/2006,72.05,0.002084058
28/02/2006,71.9,-0.011340185
27/02/2006,72.72,0.003719781
24/02/2006,72.45,-0.01275475
23/02/2006,73.38,0
22/02/2006,73.38,0.016211373
21/02/2006,72.2,-0.009236986
17/02/2006,72.87,-0.004518389
16/02/2006,73.2,-0.002455998
15/02/2006,73.38,0.010824248
14/02/2006,72.59,0.018632352
13/02/2006,71.25,-0.008664112
10/02/2006,71.87,0.000695943
09/02/2006,71.82,0.006565645
08/02/2006,71.35,0.004213489
07/02/2006,71.05,-0.004633864
06/02/2006,71.38,-0.00447303
03/02/2006,71.7,-0.004591951
02/02/2006,72.03,-0.020202707
01/02/2006,73.5,0.01590818
31/01/2006,72.34,-0.02147091
30/01/2006,73.91,-0.011033481
27/01/2006,74.73,0.013200623
26/01/2006,73.75,-0.001355014
25/01/2006,73.85,-0.004862903
24/01/2006,74.21,-0.006848882
23/01/2006,74.72,-0.001604707
20/01/2006,74.84,-0.009574541
19/01/2006,75.56,-0.004094307
18/01/2006,75.87,0.000923057
17/01/2006,75.8,-0.008407827
13/01/2006,76.44,0.001178088
12/01/2006,76.35,-0.001570475
11/01/2006,76.47,0.005113089
10/01/2006,76.08,-0.001313543
09/01/2006,76.18,0.003023732
06/01/2006,75.95,0.008196767
05/01/2006,75.33,-0.00251906
04/01/2006,75.52,0.007176111
03/01/2006,74.98,0.003473617
30/12/2005,74.72,-0.005072765
29/12/2005,75.1,-0.000665557
28/12/2005,75.15,0
27/12/2005,75.15,-0.012036386
23/12/2005,76.06,-0.010202835
22/12/2005,76.84,0.006921347
21/12/2005,76.31,0.003281489
20/12/2005,76.06,-0.006813444
19/12/2005,76.58,-0.009616708
16/12/2005,77.32,0.009094515
15/12/2005,76.62,0.038448367
14/12/2005,73.73,-0.004060644
13/12/2005,74.03,0.020745933
12/12/2005,72.51,0.004145943
09/12/2005,72.21,0.004580479
08/12/2005,71.88,-0.001668057
07/12/2005,72,-0.005954459
06/12/2005,72.43,-0.004408328
05/12/2005,72.75,-0.007804517
02/12/2005,73.32,0.004373982
01/12/2005,73,0.002880858
30/11/2005,72.79,-0.002332763
29/11/2005,72.96,0.00095989
28/11/2005,72.89,-0.007925704
25/11/2005,73.47,0.000816994
23/11/2005,73.41,0.003958239
22/11/2005,73.12,0.020867198
21/11/2005,71.61,0.00503991
18/11/2005,71.25,-0.007689657
17/11/2005,71.8,-0.028693025
16/11/2005,73.89,-0.006744023
15/11/2005,74.39,-0.002818983
14/11/2005,74.6,-0.003345604
11/11/2005,74.85,0.004552766
10/11/2005,74.51,0.009574613
09/11/2005,73.8,-0.009708814
08/11/2005,74.52,0.004438176
07/11/2005,74.19,0.002158954
04/11/2005,74.03,-0.003505937
03/11/2005,74.29,-0.004834171
02/11/2005,74.65,0.005911612
01/11/2005,74.21,-0.011255646
31/10/2005,75.05,-0.000799148
28/10/2005,75.11,0.02302977
27/10/2005,73.4,-0.017823858
26/10/2005,74.72,0.004291852
25/10/2005,74.4,0.004580366
24/10/2005,74.06,0.014827178
21/10/2005,72.97,0.003707013
20/10/2005,72.7,-0.015694624
19/10/2005,73.85,0.018725347
18/10/2005,72.48,-0.033643976
17/10/2005,74.96,0.059074996
14/10/2005,70.66,0.015115075
13/10/2005,69.6,-0.018787914
12/10/2005,70.92,-0.015946624
11/10/2005,72.06,0.007521974
10/10/2005,71.52,-0.013057555
07/10/2005,72.46,-0.003994221
06/10/2005,72.75,-0.018116684
05/10/2005,74.08,-0.001079331
04/10/2005,74.16,0
03/10/2005,74.16,0.006086446
30/09/2005,73.71,0.000814332
29/09/2005,73.65,0.002446983
28/09/2005,73.47,-0.000272183
27/09/2005,73.49,0.013286957
26/09/2005,72.52,0.008447049
23/09/2005,71.91,0
22/09/2005,71.91,0.003901356
21/09/2005,71.63,-0.017025811
20/09/2005,72.86,-0.001645639
19/09/2005,72.98,-0.002189982
16/09/2005,73.14,0.012243086
15/09/2005,72.25,0.008618346
14/09/2005,71.63,0.008552453
13/09/2005,71.02,-0.022416532
12/09/2005,72.63,-0.000412967
09/09/2005,72.66,0.001652893
08/09/2005,72.54,0.020613543
07/09/2005,71.06,0.00522047
06/09/2005,70.69,0.008952102
02/09/2005,70.06,0.000142745
01/09/2005,70.05,-0.0092363
31/08/2005,70.7,0.011379924
30/08/2005,69.9,0.004732209
29/08/2005,69.57,0.001294499
26/08/2005,69.48,-0.006169759
25/08/2005,69.91,0.004300465
24/08/2005,69.61,-0.001292083
23/08/2005,69.7,0.000286985
22/08/2005,69.68,-0.004153246
19/08/2005,69.97,-0.005984629
18/08/2005,70.39,0.036604448
17/08/2005,67.86,0.007246944
16/08/2005,67.37,0.005208733
15/08/2005,67.02,0.002689379
12/08/2005,66.84,-0.009233126
11/08/2005,67.46,0.007887533
10/08/2005,66.93,0.007950241
09/08/2005,66.4,0.003772166
08/08/2005,66.15,-0.002717393
05/08/2005,66.33,-0.018225781
04/08/2005,67.55,0.000740467
03/08/2005,67.5,0.008181526
02/08/2005,66.95,0.007947856
01/08/2005,66.42,-0.00809721
29/07/2005,66.96,-0.002237638
28/07/2005,67.11,0.008379519
27/07/2005,66.55,0.002407102
26/07/2005,66.39,0.002261933
25/07/2005,66.24,-0.004218144
22/07/2005,66.52,0.010882816
21/07/2005,65.8,-0.006966559
20/07/2005,66.26,0.015207106
19/07/2005,65.26,-0.009910884
18/07/2005,65.91,-0.011164872
15/07/2005,66.65,0.00030012
14/07/2005,66.63,0.012079265
13/07/2005,65.83,0.011612048
12/07/2005,65.07,-0.011612048
11/07/2005,65.83,0.014690394
08/07/2005,64.87,0.010382057
07/07/2005,64.2,-0.00652075
06/07/2005,64.62,-0.006632245
05/07/2005,65.05,0.000307503
01/07/2005,65.03,0.00570593
30/06/2005,64.66,-0.006781777
29/06/2005,65.1,-0.001381534
28/06/2005,65.19,0.003380458
27/06/2005,64.97,-0.002766679
24/06/2005,65.15,-0.015988159
23/06/2005,66.2,-0.015885243
22/06/2005,67.26,0.004769011
21/06/2005,66.94,0.001345392
20/06/2005,66.85,-0.002838153
17/06/2005,67.04,0.006284623
16/06/2005,66.62,0.002103682
15/06/2005,66.48,-0.007044922
14/06/2005,66.95,-0.020256477
13/06/2005,68.32,-0.012509254
10/06/2005,69.18,-0.001011342
09/06/2005,69.25,0.007246409
08/06/2005,68.75,0.01420957
07/06/2005,67.78,0.009040447
06/06/2005,67.17,-0.001041589
03/06/2005,67.24,-0.005635489
02/06/2005,67.62,0.008465188
01/06/2005,67.05,-0.001341382
31/05/2005,67.14,-0.006088073
27/05/2005,67.55,-0.001922651
26/05/2005,67.68,-0.002066421
25/05/2005,67.82,-0.002650568
24/05/2005,68,0.000882742
23/05/2005,67.94,0.002505344
20/05/2005,67.77,0.005474601
19/05/2005,67.4,0.009990391
18/05/2005,66.73,0.00646473
17/05/2005,66.3,0.00302115
16/05/2005,66.1,0.017551004
13/05/2005,64.95,-0.002921057
12/05/2005,65.14,-0.003830542
11/05/2005,65.39,-0.005642409
10/05/2005,65.76,-0.005459522
09/05/2005,66.12,-0.002718624
06/05/2005,66.3,-0.007962184
05/05/2005,66.83,0.001197784
04/05/2005,66.75,0.011451082
03/05/2005,65.99,0.008828063
02/05/2005,65.41,0.00644174
29/04/2005,64.99,0.008033413
28/04/2005,64.47,-0.005722698
27/04/2005,64.84,0.013039614
26/04/2005,64,-0.020262081
25/04/2005,65.31,0.007839561
22/04/2005,64.8,-0.007839561
21/04/2005,65.31,0.039986586
20/04/2005,62.75,-0.02159775
19/04/2005,64.12,0.006100918
18/04/2005,63.73,-0.019424121
15/04/2005,64.98,-0.007817929
14/04/2005,65.49,-0.005785643
13/04/2005,65.87,0.01037702
12/04/2005,65.19,-0.005507127
11/04/2005,65.55,0.000305157
08/04/2005,65.53,-0.002286412
07/04/2005,65.68,0.002133822
06/04/2005,65.54,0.008273373
05/04/2005,65,0.008187271
04/04/2005,64.47,-0.010952674
01/04/2005,65.18,-0.003216668
31/03/2005,65.39,0.000611902
30/03/2005,65.35,0.014954414
29/03/2005,64.38,-0.001862198
28/03/2005,64.5,0.012166739
24/03/2005,63.72,-0.002820876
23/03/2005,63.9,0.005492364
22/03/2005,63.55,0.004257674
21/03/2005,63.28,-0.022500949
18/03/2005,64.72,-0.002777351
17/03/2005,64.9,0.00587237
16/03/2005,64.52,-0.011250793
15/03/2005,65.25,0.001226806
14/03/2005,65.17,0.00046044
11/03/2005,65.14,-0.005358659
10/03/2005,65.49,0.007664047
09/03/2005,64.99,-0.010865514
08/03/2005,65.7,0.000761325
07/03/2005,65.65,-0.00607443
04/03/2005,66.05,0.005465324
03/03/2005,65.69,-0.00258457
02/03/2005,65.86,-0.00363747
01/03/2005,66.1,0.006831146
28/02/2005,65.65,-0.000761325
25/02/2005,65.7,0.007792843
24/02/2005,65.19,0.012969149
23/02/2005,64.35,0.019299258
22/02/2005,63.12,-0.027809947
18/02/2005,64.9,0.002777351
17/02/2005,64.72,-0.01213253
16/02/2005,65.51,-0.008360617
15/02/2005,66.06,-0.000605327
14/02/2005,66.1,-0.001511716
11/02/2005,66.2,-0.003016594
10/02/2005,66.4,0.017011346
09/02/2005,65.28,-0.017011346
08/02/2005,66.4,-0.002256488
07/02/2005,66.55,-0.006739075
04/02/2005,67,0.04988031
03/02/2005,63.74,-0.002507052
02/02/2005,63.9,-0.000156482
01/02/2005,63.91,0.001252544
31/01/2005,63.83,0.009918998
28/01/2005,63.2,0.009059905
27/01/2005,62.63,0.012693992
26/01/2005,61.84,-0.007250495
25/01/2005,62.29,0.002089193
24/01/2005,62.16,-0.009446872
21/01/2005,62.75,-0.005562192
20/01/2005,63.1,-0.007263572
19/01/2005,63.56,-0.006273546
18/01/2005,63.96,0.009582981
14/01/2005,63.35,0.016713481
13/01/2005,62.3,0.010812661
12/01/2005,61.63,0.000486894
11/01/2005,61.6,-0.009693129
10/01/2005,62.2,0.012945165
07/01/2005,61.4,0.014601195
06/01/2005,60.51,-0.007081133
05/01/2005,60.94,-0.001803427
04/01/2005,61.05,0.00690338
03/01/2005,60.63,-0.007722046
31/12/2004,61.1,-0.000490878
30/12/2004,61.13,-0.007659126
29/12/2004,61.6,0.000324728
28/12/2004,61.58,0.011925323
27/12/2004,60.85,0.000328731
23/12/2004,60.83,-0.002626828
22/12/2004,60.99,-0.000819471
21/12/2004,61.04,0.013026815
20/12/2004,60.25,0.004658135
17/12/2004,59.97,-0.015552928
16/12/2004,60.91,0.001807576
15/12/2004,60.8,0.000493543
14/12/2004,60.77,0.015254814
13/12/2004,59.85,0.011933918
10/12/2004,59.14,0.004915681
