Date,Close,AEP
18/04/2005,34.57,0.01105305
15/04/2005,34.19,-0.015382686
14/04/2005,34.72,-0.005743841
13/04/2005,34.92,-0.0051414
12/04/2005,35.1,0.006000875
11/04/2005,34.89,0.010371744
08/04/2005,34.53,0.00202928
07/04/2005,34.46,0.005237137
06/04/2005,34.28,-0.002331003
05/04/2005,34.36,0.011709736
04/04/2005,33.96,-0.004993401
01/04/2005,34.13,0.002053088
31/03/2005,34.06,0.015086812
30/03/2005,33.55,0.021694132
29/03/2005,32.83,-0.017811792
28/03/2005,33.42,0.000898069
24/03/2005,33.39,0.016609169
23/03/2005,32.84,-0.002736812
22/03/2005,32.93,-0.019844307
21/03/2005,33.59,0.000595593
18/03/2005,33.57,-0.010077145
17/03/2005,33.91,0.002657613
16/03/2005,33.82,-0.002362671
15/03/2005,33.9,-0.01027155
14/03/2005,34.25,0.020053754
11/03/2005,33.57,-0.018885188
10/03/2005,34.21,0.01561381
09/03/2005,33.68,-0.027816169
08/03/2005,34.63,0.002023414
07/03/2005,34.56,0.009010379
04/03/2005,34.25,0.008503203
03/03/2005,33.96,0.001473405
02/03/2005,33.91,0.005915427
01/03/2005,33.71,0.009238629
28/02/2005,33.4,-0.000299356
25/02/2005,33.41,0.013560551
24/02/2005,32.96,0.014054616
23/02/2005,32.5,-0.006134989
22/02/2005,32.7,-0.031012571
18/02/2005,33.73,-0.020250142
17/02/2005,34.42,-0.002031636
16/02/2005,34.49,-0.004628299
15/02/2005,34.65,-0.004032264
14/02/2005,34.79,0.006922439
11/02/2005,34.55,-0.002312808
10/02/2005,34.63,-0.002595531
09/02/2005,34.72,-0.00746058
08/02/2005,34.98,-0.009672906
07/02/2005,35.32,-0.009299771
04/02/2005,35.65,0.000841869
03/02/2005,35.62,-0.000841869
02/02/2005,35.65,0.000841869
01/02/2005,35.62,0.010441749
31/01/2005,35.25,-0.003963765
28/01/2005,35.39,0.00339655
27/01/2005,35.27,0.02207342
26/01/2005,34.5,0.027028672
25/01/2005,33.58,-0.009189334
24/01/2005,33.89,0.004732337
21/01/2005,33.73,-0.028352038
20/01/2005,34.7,-0.001439885
19/01/2005,34.75,-0.00172513
18/01/2005,34.81,0.006918448
14/01/2005,34.57,0.018981443
13/01/2005,33.92,0.008883683
12/01/2005,33.62,0.004172882
11/01/2005,33.48,0
10/01/2005,33.48,0.003290953
07/01/2005,33.37,-0.003888146
06/01/2005,33.5,0.000298552
05/01/2005,33.49,-0.011873099
04/01/2005,33.89,-0.003828601
03/01/2005,34.02,-0.009362269
31/12/2004,34.34,-0.006964625
30/12/2004,34.58,-0.000578202
29/12/2004,34.6,-0.003462208
28/12/2004,34.72,0.003462208
27/12/2004,34.6,-0.008346573
23/12/2004,34.89,-0.009697737
