Date,Close,XOM
14/11/2007,86.31,-0.00658239
13/11/2007,86.88,0.027303061
12/11/2007,84.54,-0.026957698
09/11/2007,86.85,-0.029161878
08/11/2007,89.42,0.02514004
07/11/2007,87.2,-0.035818673
06/11/2007,90.38,0.030557309
05/11/2007,87.66,-0.003075348
02/11/2007,87.93,-0.006461509
01/11/2007,88.5,-0.038677323
31/10/2007,91.99,0.00928309
30/10/2007,91.14,-0.02674043
29/10/2007,93.61,0.015068631
26/10/2007,92.21,0.006964877
25/10/2007,91.57,-0.006096916
24/10/2007,92.13,0.00850234
23/10/2007,91.35,0.004828277
22/10/2007,90.91,-0.013439153
19/10/2007,92.14,-0.031093909
18/10/2007,95.05,0.00263366
17/10/2007,94.8,0.000633112
16/10/2007,94.74,-0.00084406
15/10/2007,94.82,0.014232848
12/10/2007,93.48,0.00881063
11/10/2007,92.66,-0.005059487
10/10/2007,93.13,0.004951571
09/10/2007,92.67,0.02170797
08/10/2007,90.68,-0.00747092
05/10/2007,91.36,0.004827747
04/10/2007,90.92,-0.004499322
03/10/2007,91.33,-0.009914555
02/10/2007,92.24,-0.01836885
01/10/2007,93.95,0.014905643
28/09/2007,92.56,-0.004419778
27/09/2007,92.97,0.00647461
26/09/2007,92.37,0.004448551
25/09/2007,91.96,0.00250422
24/09/2007,91.73,-0.006302998
21/09/2007,92.31,0.002386118
20/09/2007,92.09,-0.000325715
19/09/2007,92.12,0.003915602
18/09/2007,91.76,0.027623014
17/09/2007,89.26,0.006631846
14/09/2007,88.67,0.000564048
13/09/2007,88.62,0.011005954
12/09/2007,87.65,0.008133386
11/09/2007,86.94,0.024215386
10/09/2007,84.86,-0.010433246
07/09/2007,85.75,-0.020088415
06/09/2007,87.49,0.003090839
05/09/2007,87.22,-0.000114646
04/09/2007,87.23,0.017345486
31/08/2007,85.73,0.003856722
30/08/2007,85.4,0.001992616
29/08/2007,85.23,0.026512877
28/08/2007,83,-0.025221418
27/08/2007,85.12,-0.006674107
24/08/2007,85.69,0.022899962
23/08/2007,83.75,0.002031914
22/08/2007,83.58,0.005158051
21/08/2007,83.15,-0.016460295
20/08/2007,84.53,0.004624423
17/08/2007,84.14,0.042115319
16/08/2007,80.67,-0.012564836
15/08/2007,81.69,-0.017474052
14/08/2007,83.13,0.00252936
13/08/2007,82.92,-0.018993583
10/08/2007,84.51,0.01082635
09/08/2007,83.6,-0.050156285
08/08/2007,87.9,0.025346979
07/08/2007,85.7,0.025527267
06/08/2007,83.54,0.017631178
03/08/2007,82.08,-0.037072283
02/08/2007,85.18,-0.007718434
01/08/2007,85.84,0.008305598
31/07/2007,85.13,-0.010284069
30/07/2007,86.01,0.004895115
27/07/2007,85.59,-0.030378587
26/07/2007,88.23,-0.050391834
25/07/2007,92.79,0.021239158
24/07/2007,90.84,-0.028219802
23/07/2007,93.44,0.016183329
20/07/2007,91.94,-0.003799603
19/07/2007,92.29,0.012429292
18/07/2007,91.15,0.022859406
17/07/2007,89.09,-0.006823674
16/07/2007,89.7,-0.006998862
13/07/2007,90.33,0.007891122
12/07/2007,89.62,0.026342601
11/07/2007,87.29,0.009091495
10/07/2007,86.5,-0.01080843
09/07/2007,87.44,0.011270965
06/07/2007,86.46,0.015150039
05/07/2007,85.16,-0.002345767
03/07/2007,85.36,0.006346243
02/07/2007,84.82,0.011144158
29/06/2007,83.88,0.003343686
28/06/2007,83.6,0.001436438
27/06/2007,83.48,0.02008537
26/06/2007,81.82,-0.00669958
25/06/2007,82.37,-0.001819395
22/06/2007,82.52,-0.021341177
21/06/2007,84.3,0.017712287
20/06/2007,82.82,-0.03581552
19/06/2007,85.84,-0.006039507
18/06/2007,86.36,0.004875227
15/06/2007,85.94,0.013707672
14/06/2007,84.77,0.016893097
13/06/2007,83.35,0.016329362
12/06/2007,82,-0.012843991
11/06/2007,83.06,0.004585503
08/06/2007,82.68,0.008746411
07/06/2007,81.96,-0.020051403
06/06/2007,83.62,-0.007624531
05/06/2007,84.26,0.000474834
04/06/2007,84.22,0
01/06/2007,84.22,0.012545717
31/05/2007,83.17,-0.009930093
30/05/2007,84,0.016565017
29/05/2007,82.62,-0.010714603
25/05/2007,83.51,0.01483832
24/05/2007,82.28,-0.008592054
23/05/2007,82.99,0.002654442
22/05/2007,82.77,-0.009858219
21/05/2007,83.59,0.003955654
18/05/2007,83.26,0.017690998
17/05/2007,81.8,0.004287909
16/05/2007,81.45,0.003936529
15/05/2007,81.13,-0.001478015
14/05/2007,81.25,0.000246184
11/05/2007,81.23,0.022912221
10/05/2007,79.39,-0.025248527
09/05/2007,81.42,0.000491401
08/05/2007,81.38,0.006781359
07/05/2007,80.83,0.003470074
04/05/2007,80.55,-0.001612603
03/05/2007,80.68,0.010716613
02/05/2007,79.82,0.002006522
01/05/2007,79.66,0.00352113
30/04/2007,79.38,-0.012270093
27/04/2007,80.36,-0.00236157
26/04/2007,80.55,0.007851975
25/04/2007,79.92,0.016654435
24/04/2007,78.6,-0.007604599
23/04/2007,79.2,-0.007045827
20/04/2007,79.76,0.029260452
19/04/2007,77.46,-0.009507973
18/04/2007,78.2,-0.00255428
17/04/2007,78.4,0.002937985
16/04/2007,78.17,0.009769971
13/04/2007,77.41,0.000258398
12/04/2007,77.39,0.008043634
11/04/2007,76.77,-0.010366816
10/04/2007,77.57,0.009976114
09/04/2007,76.8,-0.005453851
05/04/2007,77.22,0.001425517
04/04/2007,77.11,0.004028334
03/04/2007,76.8,0.00836825
02/04/2007,76.16,0.009366205
30/03/2007,75.45,-0.010416074
29/03/2007,76.24,0.008959217
28/03/2007,75.56,-0.001983209
27/03/2007,75.71,0.003175026
26/03/2007,75.47,0.005980482
23/03/2007,75.02,0.008836582
22/03/2007,74.36,0.01531299
21/03/2007,73.23,0.016939054
20/03/2007,72,0.012578782
19/03/2007,71.1,0.017594097
16/03/2007,69.86,-0.011810881
15/03/2007,70.69,-0.004657407
14/03/2007,71.02,0.015752827
13/03/2007,69.91,-0.013638512
12/03/2007,70.87,-0.003521378
09/03/2007,71.12,-0.010212021
08/03/2007,71.85,0.002927035
07/03/2007,71.64,0.0089737
06/03/2007,71,0.01447039
05/03/2007,69.98,-0.000428602
02/03/2007,70.01,-0.013900933
01/03/2007,70.99,-0.009672747
28/02/2007,71.68,-0.002090447
27/02/2007,71.83,-0.048505059
26/02/2007,75.4,0.002390122
23/02/2007,75.22,0.001862941
22/02/2007,75.08,0.004003742
21/02/2007,74.78,-0.001202807
20/02/2007,74.87,-0.005594048
16/02/2007,75.29,-0.000663878
15/02/2007,75.34,-0.003445081
14/02/2007,75.6,0.001986098
13/02/2007,75.45,0.011329678
12/02/2007,74.6,-0.008276646
09/02/2007,75.22,-0.003185561
08/02/2007,75.46,0.008918528
07/02/2007,74.79,-0.008918528
06/02/2007,75.46,-0.002779066
05/02/2007,75.67,0.001719463
02/02/2007,75.54,0.006108106
01/02/2007,75.08,0.013138679
31/01/2007,74.1,-0.003905992
30/01/2007,74.39,0.016126103
29/01/2007,73.2,-0.005585465
26/01/2007,73.61,0.001223408
25/01/2007,73.52,-0.018596412
24/01/2007,74.9,0.005489002
23/01/2007,74.49,0.021576249
22/01/2007,72.9,-0.008604847
19/01/2007,73.53,0.021583077
18/01/2007,71.96,-0.006924276
17/01/2007,72.46,0.011520705
16/01/2007,71.63,-0.014277046
12/01/2007,72.66,0.02339288
11/01/2007,70.98,-0.000140875
10/01/2007,70.99,-0.015376316
09/01/2007,72.09,-0.007738052
08/01/2007,72.65,-0.00808833
05/01/2007,73.24,0.00712527
04/01/2007,72.72,-0.018934026
03/01/2007,74.11,-0.033438169
29/12/2006,76.63,-0.009093334
28/12/2006,77.33,0.004796172
27/12/2006,76.96,0.011894788
26/12/2006,76.05,0.008451126
22/12/2006,75.41,-0.006081457
21/12/2006,75.87,-0.002764069
20/12/2006,76.08,-0.011890125
19/12/2006,76.99,0.019410445
18/12/2006,75.51,-0.023428858
15/12/2006,77.3,-0.018330322
14/12/2006,78.73,0.017554426
13/12/2006,77.36,0.014452436
12/12/2006,76.25,0.011740785
11/12/2006,75.36,-0.001856026
08/12/2006,75.5,-0.002777596
07/12/2006,75.71,-0.007893739
06/12/2006,76.31,-0.02267377
05/12/2006,78.06,0.003722009
04/12/2006,77.77,0.007356296
01/12/2006,77.2,0.005064617
30/11/2006,76.81,0.010206841
29/11/2006,76.03,0.024903078
28/11/2006,74.16,0.023052238
27/11/2006,72.47,0.001242665
24/11/2006,72.38,-0.007295786
22/11/2006,72.91,-0.006561883
21/11/2006,73.39,0.013167108
20/11/2006,72.43,-0.008934153
17/11/2006,73.08,0.005626087
16/11/2006,72.67,-0.02888924
15/11/2006,74.8,0.004690126
14/11/2006,74.45,0.000268673
13/11/2006,74.43,0.000134363
10/11/2006,74.42,-0.002549824
09/11/2006,74.61,0.006454238
08/11/2006,74.13,0.021820039
07/11/2006,72.53,-0.005225534
06/11/2006,72.91,0.010478519
03/11/2006,72.15,0.013394926
02/11/2006,71.19,0.001827769
01/11/2006,71.06,-0.005053352
31/10/2006,71.42,0.008154129
30/10/2006,70.84,-0.00871404
27/10/2006,71.46,-0.002236512
26/10/2006,71.62,0.008553652
25/10/2006,71.01,0.015898135
24/10/2006,69.89,-0.000429154
23/10/2006,69.92,0.005305813
20/10/2006,69.55,-0.002584723
19/10/2006,69.73,0.008063399
18/10/2006,69.17,-0.003463707
17/10/2006,69.41,-0.006032768
16/10/2006,69.83,0.020690892
13/10/2006,68.4,0.01102547
12/10/2006,67.65,0.016694381
11/10/2006,66.53,-0.010020274
10/10/2006,67.2,0.009719703
09/10/2006,66.55,-0.014470305
06/10/2006,67.52,0.002966481
05/10/2006,67.32,0.010602653
04/10/2006,66.61,0.018179564
03/10/2006,65.41,-0.024017467
02/10/2006,67,-0.001491425
29/09/2006,67.1,-0.005350786
28/09/2006,67.46,0.004903792
27/09/2006,67.13,0.010482276
26/09/2006,66.43,0.020838841
25/09/2006,65.06,0.002308226
22/09/2006,64.91,0.002004781
21/09/2006,64.78,0.010396556
20/09/2006,64.11,-0.021449785
19/09/2006,65.5,-0.012139755
18/09/2006,66.3,0.025201792
15/09/2006,64.65,-0.000927644
14/09/2006,64.71,-0.009994701
13/09/2006,65.36,0.010149249
12/09/2006,64.7,-0.003702565
11/09/2006,64.94,-0.028389003
08/09/2006,66.81,-0.013085689
07/09/2006,67.69,0.007562874
06/09/2006,67.18,-0.019166148
05/09/2006,68.48,0.005564519
01/09/2006,68.1,0.006334263
31/08/2006,67.67,-0.009266816
30/08/2006,68.3,-0.016121183
29/08/2006,69.41,-0.009891845
28/08/2006,70.1,-0.004696515
25/08/2006,70.43,-0.00410911
24/08/2006,70.72,0.015532909
23/08/2006,69.63,-0.008295242
22/08/2006,70.21,0.005427034
21/08/2006,69.83,0.010508986
18/08/2006,69.1,0.014871247
17/08/2006,68.08,0.007519387
16/08/2006,67.57,-0.016439531
15/08/2006,68.69,-0.008119517
14/08/2006,69.25,-0.006907496
11/08/2006,69.73,0.005608701
10/08/2006,69.34,0.000721345
09/08/2006,69.29,0.000288684
08/08/2006,69.27,0.000577617
07/08/2006,69.23,0.007830666
04/08/2006,68.69,0.004669496
03/08/2006,68.37,-0.0016076
02/08/2006,68.48,0.004390465
01/08/2006,68.18,0.006474419
31/07/2006,67.74,0.010984228
28/07/2006,67,0.007941901
27/07/2006,66.47,-0.001953859
26/07/2006,66.6,0.012997009
25/07/2006,65.74,0.005797118
24/07/2006,65.36,0.022121716
21/07/2006,63.93,-0.004992989
20/07/2006,64.25,-0.006361049
19/07/2006,64.66,0.000773575
18/07/2006,64.61,0.009486114
17/07/2006,64,-0.01396454
14/07/2006,64.9,0.012871388
13/07/2006,64.07,0.001562012
12/07/2006,63.97,-0.000156311
11/07/2006,63.98,0.014801089
10/07/2006,63.04,0.003177632
07/07/2006,62.84,-0.00997554
06/07/2006,63.47,0.014601116
05/07/2006,62.55,0.006415419
03/07/2006,62.15,0.012955647
30/06/2006,61.35,-0.016489219
29/06/2006,62.37,0.020245246
28/06/2006,61.12,0.024344996
27/06/2006,59.65,0.014012215
26/06/2006,58.82,0.012316269
23/06/2006,58.1,0.002240029
22/06/2006,57.97,-0.001551323
21/06/2006,58.06,0.011606886
20/06/2006,57.39,0
19/06/2006,57.39,-0.024271783
16/06/2006,58.8,-0.005427422
15/06/2006,59.12,0.022580501
14/06/2006,57.8,0.020096788
13/06/2006,56.65,-0.027680416
12/06/2006,58.24,-0.009569451
09/06/2006,58.8,-0.013010237
08/06/2006,59.57,0.012670159
07/06/2006,58.82,-0.026507172
06/06/2006,60.4,0.005811556
05/06/2006,60.05,-0.026295681
02/06/2006,61.65,0.008797711
01/06/2006,61.11,0.003278154
31/05/2006,60.91,0.011725013
30/05/2006,60.2,-0.02266479
26/05/2006,61.58,0.000974817
25/05/2006,61.52,0.023352484
24/05/2006,60.1,-0.004813687
23/05/2006,60.39,-0.006437259
22/05/2006,60.78,0.00544421
19/05/2006,60.45,0.009307031
18/05/2006,59.89,-0.004830525
17/05/2006,60.18,-0.029148944
16/05/2006,61.96,-0.000645369
15/05/2006,62,-0.003863495
12/05/2006,62.24,-0.019411906
11/05/2006,63.46,-0.006596537
10/05/2006,63.88,-0.00093882
09/05/2006,63.94,0.003603608
08/05/2006,63.71,-0.004541547
05/05/2006,64,0.010839789
04/05/2006,63.31,-0.007239566
03/05/2006,63.77,-0.014014555
02/05/2006,64.67,0.019518146
01/05/2006,63.42,0.005375507
28/04/2006,63.08,0.010518025
27/04/2006,62.42,-0.010835033
26/04/2006,63.1,-0.013380758
25/04/2006,63.95,-0.007167373
24/04/2006,64.41,-0.009118369
21/04/2006,65,0.016754968
20/04/2006,63.92,-0.00592733
19/04/2006,64.3,0.011890002
18/04/2006,63.54,0.023729117
17/04/2006,62.05,0.007928203
13/04/2006,61.56,0.001625752
12/04/2006,61.46,-0.008747828
11/04/2006,62,0.000968211
10/04/2006,61.94,0.009897055
07/04/2006,61.33,-0.012315826
06/04/2006,62.09,-0.001126761
05/04/2006,62.16,0.006617731
04/04/2006,61.75,0.011728429
03/04/2006,61.03,0.002789402
31/03/2006,60.86,-0.004263
30/03/2006,61.12,-0.002614381
29/03/2006,61.28,0.00539967
28/03/2006,60.95,-0.005562842
27/03/2006,61.29,0.001959824
24/03/2006,61.17,-0.001306976
23/03/2006,61.25,0.003270649
22/03/2006,61.05,0.005420067
21/03/2006,60.72,0.000988631
20/03/2006,60.66,-0.006408698
17/03/2006,61.05,-0.00961781
16/03/2006,61.64,0.010109331
15/03/2006,61.02,0.00344743
14/03/2006,60.81,0.019427759
13/03/2006,59.64,0.007742843
10/03/2006,59.18,0.004403055
09/03/2006,58.92,-0.013318919
08/03/2006,59.71,-0.002341921
07/03/2006,59.85,-0.002169741
06/03/2006,59.98,-0.016534768
03/03/2006,60.98,0.002134122
02/03/2006,60.85,0.008416586
01/03/2006,60.34,0.016206185
28/02/2006,59.37,-0.009221291
27/02/2006,59.92,-0.008309837
24/02/2006,60.42,0.009812969
23/02/2006,59.83,-0.007161326
22/02/2006,60.26,-0.008263144
21/02/2006,60.76,0.003462208
17/02/2006,60.55,0.004966898
16/02/2006,60.25,0.008166032
15/02/2006,59.76,0.003520245
14/02/2006,59.55,-0.000839278
13/02/2006,59.6,0.002856425
10/02/2006,59.43,-0.00821119
09/02/2006,59.92,-0.007813189
08/02/2006,60.39,-0.002645942
07/02/2006,60.55,-0.023180927
06/02/2006,61.97,0.009403442
03/02/2006,61.39,-0.009080653
02/02/2006,61.95,0
01/02/2006,61.95,-0.01283097
31/01/2006,62.75,-0.005720658
30/01/2006,63.11,0.029262538
27/01/2006,61.29,0.022105816
26/01/2006,59.95,-0.00432757
25/01/2006,60.21,-0.01237946
24/01/2006,60.96,-0.003929278
23/01/2006,61.2,0.01100808
20/01/2006,60.53,-0.015898065
19/01/2006,61.5,0.01342302
18/01/2006,60.68,-0.014073215
17/01/2006,61.54,0.00930543
13/01/2006,60.97,0.02205545
12/01/2006,59.64,-0.010507978
11/01/2006,60.27,0.006825965
10/01/2006,59.86,0.007714276
09/01/2006,59.4,-0.000504923
06/01/2006,59.43,0.019540168
05/01/2006,58.28,-0.004963639
04/01/2006,58.57,0.001708818
03/01/2006,58.47,0.040130996
30/12/2005,56.17,-0.001245441
29/12/2005,56.24,-0.000177794
28/12/2005,56.25,0.006778478
27/12/2005,55.87,-0.021776553
23/12/2005,57.1,0
22/12/2005,57.1,-0.008718451
21/12/2005,57.6,-0.005712817
20/12/2005,57.93,0.003978212
19/12/2005,57.7,-0.006219785
16/12/2005,58.06,-0.024331273
15/12/2005,59.49,-0.006200271
14/12/2005,59.86,0.013454626
13/12/2005,59.06,0.003392134
12/12/2005,58.86,0.006134989
09/12/2005,58.5,-0.015604116
08/12/2005,59.42,0.006754501
07/12/2005,59.02,-0.011288133
06/12/2005,59.69,0.003020137
05/12/2005,59.51,0.007421184
02/12/2005,59.07,-0.00472894
01/12/2005,59.35,0.022492003
30/11/2005,58.03,-0.005327846
29/11/2005,58.34,-0.006832961
28/11/2005,58.74,-0.023055291
25/11/2005,60.11,0.004000672
23/11/2005,59.87,0.003513766
22/11/2005,59.66,0.004872731
21/11/2005,59.37,0.019044956
18/11/2005,58.25,0.015048282
17/11/2005,57.38,0.003491624
16/11/2005,57.18,0.013203255
15/11/2005,56.43,-0.003891055
14/11/2005,56.65,0.00229743
11/11/2005,56.52,0.001239267
10/11/2005,56.45,-0.018429657
09/11/2005,57.5,0.002263429
08/11/2005,57.37,0.004717402
07/11/2005,57.1,-0.013913268
04/11/2005,57.9,-0.011505236
03/11/2005,58.57,0.02052681
02/11/2005,57.38,0.017226652
01/11/2005,56.4,0.004620588
31/10/2005,56.14,-0.003023568
28/10/2005,56.31,0.012688938
27/10/2005,55.6,-0.010733556
26/10/2005,56.2,-0.017637141
25/10/2005,57.2,0.006137678
24/10/2005,56.85,0.026378289
21/10/2005,55.37,0.003074978
20/10/2005,55.2,-0.035066332
19/10/2005,57.17,0.01533475
18/10/2005,56.3,-0.044467208
17/10/2005,58.86,0.003744685
14/10/2005,58.64,0.008219224
13/10/2005,58.16,-0.013322144
12/10/2005,58.94,-0.007774249
11/10/2005,59.4,0.015267472
10/10/2005,58.5,-0.01862882
07/10/2005,59.6,0.017432954
06/10/2005,58.57,-0.006467007
05/10/2005,58.95,-0.026779843
04/10/2005,60.55,-0.031537074
03/10/2005,62.49,-0.016663085
30/09/2005,63.54,-0.019635975
29/09/2005,64.8,0.001544402
28/09/2005,64.7,0.001237241
27/09/2005,64.62,0.00030955
26/09/2005,64.6,0.011991112
23/09/2005,63.83,-0.017856231
22/09/2005,64.98,0.000153905
21/09/2005,64.97,0.006795393
20/09/2005,64.53,-0.001548467
19/09/2005,64.63,0.014494137
16/09/2005,63.7,0.019658211
15/09/2005,62.46,-0.00016009
14/09/2005,62.47,0.009651032
13/09/2005,61.87,-0.010451096
12/09/2005,62.52,-0.010817796
09/09/2005,63.2,0.030524458
08/09/2005,61.3,-0.002606714
07/09/2005,61.46,0.006529569
06/09/2005,61.06,0.006242833
02/09/2005,60.68,-0.016345575
01/09/2005,61.68,0.029283224
31/08/2005,59.9,0.021771175
30/08/2005,58.61,0.003247034
29/08/2005,58.42,0.000171189
26/08/2005,58.41,-0.013096539
25/08/2005,59.18,0.005082173
24/08/2005,58.88,-0.002035969
23/08/2005,59,-0.001185737
22/08/2005,59.07,0.004241248
19/08/2005,58.82,0.012144167
18/08/2005,58.11,-0.001203887
17/08/2005,58.18,-0.015181528
16/08/2005,59.07,-0.022596995
15/08/2005,60.42,-0.010373025
12/08/2005,61.05,0.001639345
11/08/2005,60.95,0.017377351
10/08/2005,59.9,0.007372688
09/08/2005,59.46,0.010311984
08/08/2005,58.85,0.012998302
05/08/2005,58.09,-0.007375044
04/08/2005,58.52,-0.008168868
03/08/2005,59,-0.013635427
02/08/2005,59.81,0.009744701
01/08/2005,59.23,0.008137017
29/07/2005,58.75,-0.021053409
28/07/2005,60,0.006688988
27/07/2005,59.6,0
26/07/2005,59.6,-0.005688488
25/07/2005,59.94,0.007367749
22/07/2005,59.5,0.027431654
21/07/2005,57.89,-0.018992786
20/07/2005,59,0.003735783
19/07/2005,58.78,0.010775782
18/07/2005,58.15,-0.000171954
15/07/2005,58.16,-0.0073662
14/07/2005,58.59,-0.019772507
13/07/2005,59.76,-0.002173005
12/07/2005,59.89,-0.001334891
11/07/2005,59.97,0.009550211
08/07/2005,59.4,-0.002018164
07/07/2005,59.52,0.006912276
06/07/2005,59.11,-0.017275063
05/07/2005,60.14,0.030901572
01/07/2005,58.31,0.014510533
30/06/2005,57.47,-0.016737514
29/06/2005,58.44,-0.011061118
28/06/2005,59.09,-0.003547601
27/06/2005,59.3,0.019583427
24/06/2005,58.15,-0.014850491
23/06/2005,59.02,-0.010953012
22/06/2005,59.67,0.002685016
21/06/2005,59.51,-0.022267454
20/06/2005,60.85,-0.000657138
17/06/2005,60.89,0.012726393
16/06/2005,60.12,0.014576785
15/06/2005,59.25,0.01188469
14/06/2005,58.55,0.001709402
13/06/2005,58.45,0.001198322
10/06/2005,58.38,-0.001027221
09/06/2005,58.44,0.029697416
08/06/2005,56.73,-0.012611833
07/06/2005,57.45,-0.002607563
06/06/2005,57.6,0.007843177
03/06/2005,57.15,-0.002970213
02/06/2005,57.32,0.002970213
01/06/2005,57.15,0.016762633
31/05/2005,56.2,-0.010619569
27/05/2005,56.8,0.01026376
26/05/2005,56.22,0.009651549
25/05/2005,55.68,0.011560822
24/05/2005,55.04,0.005282825
23/05/2005,54.75,0.013608154
20/05/2005,54.01,-0.015068275
19/05/2005,54.83,0.02175602
18/05/2005,53.65,-0.003906618
17/05/2005,53.86,0.00951411
16/05/2005,53.35,-0.006539024
13/05/2005,53.7,-0.020642089
12/05/2005,54.82,-0.044070998
11/05/2005,57.29,0.001047852
10/05/2005,57.23,-0.013537173
09/05/2005,58.01,0.007092842
06/05/2005,57.6,-0.003466208
05/05/2005,57.8,0.009910539
04/05/2005,57.23,0.012837598
03/05/2005,56.5,-0.021709536
02/05/2005,57.74,0.012372729
29/04/2005,57.03,0.018225754
28/04/2005,56,-0.041621675
27/04/2005,58.38,-0.01512991
26/04/2005,59.27,-0.011574397
25/04/2005,59.96,0.009046803
22/04/2005,59.42,0.002358889
21/04/2005,59.28,0.036767584
20/04/2005,57.14,-0.025742114
19/04/2005,58.63,0.023818869
18/04/2005,57.25,0.018688837
15/04/2005,56.19,-0.044552348
14/04/2005,58.75,-0.006785437
13/04/2005,59.15,-0.02140908
12/04/2005,60.43,0.002319418
11/04/2005,60.29,0.004655037
08/04/2005,60.01,-0.013900604
07/04/2005,60.85,-0.000821355
06/04/2005,60.9,0.013889112
05/04/2005,60.06,-0.009775573
04/04/2005,60.65,0.001650165
01/04/2005,60.55,0.015813896
31/03/2005,59.6,0.006058585
30/03/2005,59.24,0.016509608
29/03/2005,58.27,-0.010583916
28/03/2005,58.89,-0.001866147
24/03/2005,59,-0.018305994
23/03/2005,60.09,-0.013389736
22/03/2005,60.9,-0.020317643
21/03/2005,62.15,-0.008012863
18/03/2005,62.65,0.018689121
17/03/2005,61.49,0.019708307
16/03/2005,60.29,-0.000994695
15/03/2005,60.35,-0.015292578
14/03/2005,61.28,0.003760325
11/03/2005,61.05,0.011200908
10/03/2005,60.37,-0.006933009
09/03/2005,60.79,-0.037295468
08/03/2005,63.1,0.001586043
07/03/2005,63,-0.009006935
04/03/2005,63.57,0.008213599
03/03/2005,63.05,0.005885645
02/03/2005,62.68,0.009296429
01/03/2005,62.1,-0.019297306
28/02/2005,63.31,0.000790077
25/02/2005,63.26,0.034250474
24/02/2005,61.13,0.028371874
23/02/2005,59.42,0.019886778
22/02/2005,58.25,-0.01971847
18/02/2005,59.41,0.021780681
17/02/2005,58.13,-0.006002934
16/02/2005,58.48,0.027038042
15/02/2005,56.92,0.001582418
14/02/2005,56.83,0.012750306
11/02/2005,56.11,-0.004090713
10/02/2005,56.34,0.014301281
09/02/2005,55.54,-0.0043119
08/02/2005,55.78,0.006835788
07/02/2005,55.4,0.001987533
04/02/2005,55.29,0.014024454
03/02/2005,54.52,0.010880697
02/02/2005,53.93,0.012313588
01/02/2005,53.27,0.031851648
31/01/2005,51.6,0.006415887
28/01/2005,51.27,-0.009318646
27/01/2005,51.75,0.000966651
26/01/2005,51.7,0.007182405
25/01/2005,51.33,0.003903967
24/01/2005,51.13,0.013586898
21/01/2005,50.44,-0.005535799
20/01/2005,50.72,-0.006485234
19/01/2005,51.05,-0.008776263
18/01/2005,51.5,0.008384567
14/01/2005,51.07,0.010234295
13/01/2005,50.55,-0.000790983
12/01/2005,50.59,0.014735432
11/01/2005,49.85,-0.002604429
10/01/2005,49.98,0.003808765
07/01/2005,49.79,-0.006605969
06/01/2005,50.12,0.012649501
05/01/2005,49.49,-0.005239835
04/01/2005,49.75,-0.006810924
03/01/2005,50.09,-0.023089334
31/12/2004,51.26,0.004497026
30/12/2004,51.03,-0.001957714
29/12/2004,51.13,0.001565864
28/12/2004,51.05,0.003335626
27/12/2004,50.88,-0.02119671
23/12/2004,51.97,0.013170828
22/12/2004,51.29,-0.007768538
21/12/2004,51.69,0.012262927
20/12/2004,51.06,0.024986428
17/12/2004,49.8,-0.006006024
16/12/2004,50.1,-0.008150328
15/12/2004,50.51,-0.002965308
14/12/2004,50.66,-0.000197375
13/12/2004,50.67,0.010315505
10/12/2004,50.15,-0.003384098
09/12/2004,50.32,0.005979687
08/12/2004,50.02,0.006417992
