Date,Close,USB
20/02/2008,32.7,0.008908061
19/02/2008,32.41,-0.008296253
15/02/2008,32.68,0.007371041
14/02/2008,32.44,-0.015295496
13/02/2008,32.94,0.007312647
12/02/2008,32.7,0.018830623
11/02/2008,32.09,-0.007760399
08/02/2008,32.34,-0.008620743
07/02/2008,32.62,0.016381142
06/02/2008,32.09,0.000935308
05/02/2008,32.06,-0.029807092
04/02/2008,33.03,-0.028944285
01/02/2008,34,0.012132121
31/01/2008,33.59,0
30/01/2008,33.59,-0.009776407
29/01/2008,33.92,0.008586285
28/01/2008,33.63,0.020123821
25/01/2008,32.96,-0.014458083
24/01/2008,33.44,0.02237771
23/01/2008,32.7,0.063438209
22/01/2008,30.69,0.016426125
18/01/2008,30.19,-0.000993213
17/01/2008,30.22,-0.026772738
16/01/2008,31.04,0.020176408
15/01/2008,30.42,0.003292726
14/01/2008,30.32,0.015622721
11/01/2008,29.85,-0.004012041
10/01/2008,29.97,0.032211634
09/01/2008,29.02,0.020188643
08/01/2008,28.44,-0.043687085
07/01/2008,29.71,0.009129396
04/01/2008,29.44,-0.029783028
03/01/2008,30.33,-0.027639542
02/01/2008,31.18,-0.017800851
31/12/2007,31.74,-0.002202991
28/12/2007,31.81,0.006623585
27/12/2007,31.6,-0.029312981
26/12/2007,32.54,0
24/12/2007,32.54,0.008022258
21/12/2007,32.28,0.021290723
20/12/2007,31.6,0.000316506
19/12/2007,31.59,-0.000949217
18/12/2007,31.62,-0.005990874
17/12/2007,31.81,-0.026982564
14/12/2007,32.68,-0.016388834
13/12/2007,33.22,0.000602228
12/12/2007,33.2,0.010598131
11/12/2007,32.85,-0.021978907
10/12/2007,33.58,0.021674539
07/12/2007,32.86,-0.008484899
06/12/2007,33.14,0.015202482
05/12/2007,32.64,0.005221944
04/12/2007,32.47,-0.01406751
03/12/2007,32.93,-0.004847026
30/11/2007,33.09,0.013080034
29/11/2007,32.66,0.002145595
28/11/2007,32.59,0.048084675
27/11/2007,31.06,0.018194134
26/11/2007,30.5,-0.023011873
23/11/2007,31.21,0.023339795
21/11/2007,30.49,-0.015620233
20/11/2007,30.97,0.000322945
19/11/2007,30.96,-0.015066802
16/11/2007,31.43,-0.00539427
15/11/2007,31.6,-0.0234569
14/11/2007,32.35,-0.002778208
13/11/2007,32.44,0.037692904
12/11/2007,31.24,0.010296101
09/11/2007,30.92,-0.010616152
08/11/2007,31.25,0.023964877
07/11/2007,30.51,-0.042668862
06/11/2007,31.84,0.019024036
05/11/2007,31.24,-0.001918773
02/11/2007,31.3,-0.012383076
01/11/2007,31.69,-0.045343157
31/10/2007,33.16,0.013969252
30/10/2007,32.7,0.005827344
29/10/2007,32.51,0.004006786
26/10/2007,32.38,0.026284367
25/10/2007,31.54,0.002539684
24/10/2007,31.46,-0.007599783
23/10/2007,31.7,0.006329135
22/10/2007,31.5,0.007328374
19/10/2007,31.27,-0.028064273
18/10/2007,32.16,-0.013588844
17/10/2007,32.6,0.007698267
16/10/2007,32.35,-0.004933713
15/10/2007,32.51,-0.011316836
12/10/2007,32.88,0.002131223
11/10/2007,32.81,-0.006682892
10/10/2007,33.03,-0.013233276
09/10/2007,33.47,0.001195815
08/10/2007,33.43,-0.008340829
05/10/2007,33.71,0.00624909
04/10/2007,33.5,0.000298552
03/10/2007,33.49,-0.001789977
02/10/2007,33.55,0.006278986
01/10/2007,33.34,0.024595137
28/09/2007,32.53,-0.005823771
27/09/2007,32.72,0.012300278
26/09/2007,32.32,-0.016569879
25/09/2007,32.86,-0.001824263
24/09/2007,32.92,-0.005452907
21/09/2007,33.1,-0.008423636
20/09/2007,33.38,-0.017815198
19/09/2007,33.98,0.010650988
18/09/2007,33.62,0.040363543
17/09/2007,32.29,0.000619579
14/09/2007,32.27,0.002171554
13/09/2007,32.2,0.011243092
12/09/2007,31.84,0.00440668
11/09/2007,31.7,0.011740576
10/09/2007,31.33,-0.004140793
07/09/2007,31.46,-0.011378125
06/09/2007,31.82,0.00567288
05/09/2007,31.64,-0.0190959
04/09/2007,32.25,-0.003095978
31/08/2007,32.35,0.004958176
30/08/2007,32.19,-0.003720935
29/08/2007,32.31,0.01591049
28/08/2007,31.8,-0.032485455
27/08/2007,32.85,-0.006069821
24/08/2007,33.05,0.007288219
23/08/2007,32.81,-0.00486471
22/08/2007,32.97,0.008834787
21/08/2007,32.68,0.00214428
20/08/2007,32.61,-0.006114357
17/08/2007,32.81,0.042970496
16/08/2007,31.43,0.057289433
15/08/2007,29.68,0.004389674
14/08/2007,29.55,-0.00842465
13/08/2007,29.8,-0.005354765
10/08/2007,29.96,0.002673798
09/08/2007,29.88,-0.036797844
08/08/2007,31,-0.00771212
07/08/2007,31.24,0.003848626
06/08/2007,31.12,0.061629304
03/08/2007,29.26,-0.038221213
02/08/2007,30.4,-0.002628122
01/08/2007,30.48,0.017541406
31/07/2007,29.95,-0.02016264
30/07/2007,30.56,0.018827972
27/07/2007,29.99,-0.015550355
26/07/2007,30.46,-0.022078819
25/07/2007,31.14,0.007736983
24/07/2007,30.9,-0.027136541
23/07/2007,31.75,-0.004399756
20/07/2007,31.89,-0.013703111
19/07/2007,32.33,-0.004628924
18/07/2007,32.48,-0.011935872
17/07/2007,32.87,-0.009989488
16/07/2007,33.2,0.000602591
13/07/2007,33.18,0.001508068
12/07/2007,33.13,0.012147128
11/07/2007,32.73,-0.003355196
10/07/2007,32.84,-0.015410488
09/07/2007,33.35,-0.001198682
06/07/2007,33.39,0.000299536
05/07/2007,33.38,-0.003588521
03/07/2007,33.5,0.009296813
02/07/2007,33.19,0.007257365
29/06/2007,32.95,-0.007558615
28/06/2007,33.2,-0.005407042
27/06/2007,33.38,-0.003588521
26/06/2007,33.5,0.003288985
25/06/2007,33.39,-0.000898069
