Date,Close,HPQ
20/02/2008,47.44,0.076413131
19/02/2008,43.95,0.001821909
15/02/2008,43.87,0.014002295
14/02/2008,43.26,-0.018096932
13/02/2008,44.05,0.026919836
12/02/2008,42.88,0.005847286
11/02/2008,42.63,0.017749845
08/02/2008,41.88,0.033506412
07/02/2008,40.5,-0.04016993
06/02/2008,42.16,-0.019262987
05/02/2008,42.98,-0.02481745
04/02/2008,44.06,-0.008137477
01/02/2008,44.42,0.015884155
31/01/2008,43.72,0.004125608
30/01/2008,43.54,0.00368155
29/01/2008,43.38,-0.009635312
28/01/2008,43.8,0.001370802
25/01/2008,43.74,-0.025952038
24/01/2008,44.89,0.038606066
23/01/2008,43.19,0.010941792
22/01/2008,42.72,-0.023824418
18/01/2008,43.75,0.017291497
17/01/2008,43,-0.030687088
16/01/2008,44.34,-0.01588578
15/01/2008,45.05,-0.023690514
14/01/2008,46.13,0.024801008
11/01/2008,45,-0.007527155
10/01/2008,45.34,0.02004968
09/01/2008,44.44,0.028530978
08/01/2008,43.19,-0.04880119
07/01/2008,45.35,-0.032967635
04/01/2008,46.87,-0.057620579
03/01/2008,49.65,0
02/01/2008,49.65,-0.016578828
31/12/2007,50.48,-0.017282441
28/12/2007,51.36,-0.004855793
27/12/2007,51.61,-0.022227395
26/12/2007,52.77,0.00856414
24/12/2007,52.32,0.005558232
21/12/2007,52.03,0.016862499
20/12/2007,51.16,0.000195484
19/12/2007,51.15,0.00254478
18/12/2007,51.02,0.001765572
17/12/2007,50.93,-0.023480268
14/12/2007,52.14,-0.0044015
13/12/2007,52.37,0.016169746
12/12/2007,51.53,0.014661586
11/12/2007,50.78,-0.023164053
10/12/2007,51.97,0.002504577
07/12/2007,51.84,-0.007111995
06/12/2007,52.21,0.01059026
05/12/2007,51.66,0.018560658
04/12/2007,50.71,0.005338619
03/12/2007,50.44,-0.014173466
30/11/2007,51.16,0.002152432
29/11/2007,51.05,0.006288093
28/11/2007,50.73,0.040633104
27/11/2007,48.71,0.011355547
26/11/2007,48.16,-0.02075488
23/11/2007,49.17,0.005915367
21/11/2007,48.88,-0.013815742
20/11/2007,49.56,0.002424244
19/11/2007,49.44,-0.026151805
16/11/2007,50.75,0.037134221
15/11/2007,48.9,-0.003470454
14/11/2007,49.07,-0.008724819
13/11/2007,49.5,0.040401208
12/11/2007,47.54,-0.017721719
09/11/2007,48.39,-0.031529104
08/11/2007,49.94,-0.037339767
07/11/2007,51.84,-0.029835942
06/11/2007,53.41,0.01642321
05/11/2007,52.54,0.002668193
02/11/2007,52.4,0.017324784
01/11/2007,51.5,-0.003489052
31/10/2007,51.68,0.001743004
30/10/2007,51.59,-0.003482976
29/10/2007,51.77,-0.013430747
26/10/2007,52.47,0.020797977
25/10/2007,51.39,-0.004078071
24/10/2007,51.6,-0.005026108
23/10/2007,51.86,0.011051979
22/10/2007,51.29,-0.002142371
19/10/2007,51.4,-0.028197898
18/10/2007,52.87,0.006261286
17/10/2007,52.54,0.019798821
16/10/2007,51.51,0.005255487
15/10/2007,51.24,-0.006031733
12/10/2007,51.55,-0.001163242
11/10/2007,51.61,-0.012324439
10/10/2007,52.25,-0.004011084
09/10/2007,52.46,0.008230499
08/10/2007,52.03,0.021957552
05/10/2007,50.9,0.008483823
04/10/2007,50.47,0.002181891
03/10/2007,50.36,-0.01341243
02/10/2007,51.04,0.00117624
01/10/2007,50.98,0.023619238
28/09/2007,49.79,-0.009594317
27/09/2007,50.27,-0.006938277
26/09/2007,50.62,-0.007086644
25/09/2007,50.98,0.014621877
24/09/2007,50.24,-0.005755697
21/09/2007,50.53,0.008546211
20/09/2007,50.1,0.006407711
19/09/2007,49.78,-0.007803942
18/09/2007,50.17,0.020743871
17/09/2007,49.14,0.015586862
14/09/2007,48.38,-0.008028865
13/09/2007,48.77,0.000205065
12/09/2007,48.76,-0.022509315
11/09/2007,49.87,0.017599321
10/09/2007,49,0.00306592
07/09/2007,48.85,-0.027061425
06/09/2007,50.19,0.001794796
05/09/2007,50.1,-0.000798085
04/09/2007,50.14,0.015881327
31/08/2007,49.35,0.018611847
30/08/2007,48.44,0.000412967
29/08/2007,48.42,0.032321806
28/08/2007,46.88,-0.019225267
27/08/2007,47.79,-0.006465765
24/08/2007,48.1,0.009399547
23/08/2007,47.65,0.026152229
22/08/2007,46.42,0.008871637
21/08/2007,46.01,-0.0123125
20/08/2007,46.58,-0.012162745
17/08/2007,47.15,0.023606246
16/08/2007,46.05,-0.002169198
15/08/2007,46.15,-0.024190412
14/08/2007,47.28,-0.024032083
13/08/2007,48.43,0.025513722
10/08/2007,47.21,0.004032691
09/08/2007,47.02,-0.049377381
08/08/2007,49.4,0.018799082
07/08/2007,48.48,0.000412626
06/08/2007,48.46,0.021905538
03/08/2007,47.41,-0.017148057
02/08/2007,48.23,0.031594877
01/08/2007,46.73,0.015092999
31/07/2007,46.03,-0.002386895
30/07/2007,46.14,-0.006911475
27/07/2007,46.46,-0.013681274
26/07/2007,47.1,-0.009298461
25/07/2007,47.54,-0.001471361
24/07/2007,47.61,-0.017076633
23/07/2007,48.43,-0.002268744
20/07/2007,48.54,0.002888387
19/07/2007,48.4,0.026377916
18/07/2007,47.14,-0.007818318
17/07/2007,47.51,0.001474461
16/07/2007,47.44,0.004013101
13/07/2007,47.25,-0.002114166
12/07/2007,47.35,0.036563213
11/07/2007,45.65,0.01567534
10/07/2007,44.94,-0.009302393
09/07/2007,45.36,-0.01357586
06/07/2007,45.98,0.001741402
05/07/2007,45.9,0.006996093
03/07/2007,45.58,0.0085932
02/07/2007,45.19,0.012693634
29/06/2007,44.62,0.00022414
28/06/2007,44.61,-0.012917774
27/06/2007,45.19,0.012245505
26/06/2007,44.64,-0.006697949
25/06/2007,44.94,-0.005326244
22/06/2007,45.18,-0.007057815
21/06/2007,45.5,0.010161342
20/06/2007,45.04,-0.018914133
19/06/2007,45.9,0.000217889
18/06/2007,45.89,0.003930136
15/06/2007,45.71,0.000875465
14/06/2007,45.67,0.003729301
13/06/2007,45.5,0.009717391
12/06/2007,45.06,-0.018252293
11/06/2007,45.89,0.002399914
08/06/2007,45.78,0.008114969
