Date,Close,FCX
22/11/2004,38.95,-0.004355073
19/11/2004,39.12,0.003072199
18/11/2004,39,-0.026067527
17/11/2004,40.03,0.014341672
16/11/2004,39.46,-0.004551209
15/11/2004,39.64,-0.018495903
12/11/2004,40.38,0.038369169
11/11/2004,38.86,0.022642477
10/11/2004,37.99,-0.029566469
09/11/2004,39.13,0.032466168
08/11/2004,37.88,-0.01701389
05/11/2004,38.53,0.011222877
04/11/2004,38.1,0.051707802
03/11/2004,36.18,0.033444174
02/11/2004,34.99,-0.022047247
01/11/2004,35.77,-0.012501899
29/10/2004,36.22,0.032550573
28/10/2004,35.06,-0.05655609
27/10/2004,37.1,0.00161856
26/10/2004,37.04,0.006772341
25/10/2004,36.79,0.029795308
22/10/2004,35.71,-0.017763442
21/10/2004,36.35,0.011621603
20/10/2004,35.93,0.029085772
19/10/2004,34.9,-0.033806036
18/10/2004,36.1,-0.023002109
15/10/2004,36.94,0.0141769
14/10/2004,36.42,0.0005493
13/10/2004,36.4,-0.096308682
12/10/2004,40.08,-0.02634647
11/10/2004,41.15,-0.020207568
08/10/2004,41.99,0.021423373
07/10/2004,41.1,0.002436055
06/10/2004,41,0.018710541
05/10/2004,40.24,-0.001489943
04/10/2004,40.3,0.004975135
01/10/2004,40.1,-0.00992564
30/09/2004,40.5,0.015677813
29/09/2004,39.87,-0.050854272
28/09/2004,41.95,0.038887038
27/09/2004,40.35,0.013724482
24/09/2004,39.8,0.023129764
23/09/2004,38.89,-0.004361777
22/09/2004,39.06,0.006678679
21/09/2004,38.8,0.037819633
20/09/2004,37.36,0.003754362
17/09/2004,37.22,-0.006160459
16/09/2004,37.45,0.008850802
15/09/2004,37.12,-0.019739238
14/09/2004,37.86,0.01436577
13/09/2004,37.32,-0.015685554
10/09/2004,37.91,0.002641312
09/09/2004,37.81,0.010902913
08/09/2004,37.4,-0.009049836
07/09/2004,37.74,0.010119927
03/09/2004,37.36,-0.011179249
02/09/2004,37.78,0.000794386
01/09/2004,37.75,0.003183871
31/08/2004,37.63,0.009612891
30/08/2004,37.27,0.001342462
27/08/2004,37.22,0.01871241
26/08/2004,36.53,0.011010296
