Date,Close,JNJ
25/01/2007,66.68,-0.004936804
24/01/2007,67.01,0.007639914
23/01/2007,66.5,-0.010173637
22/01/2007,67.18,-0.008596466
19/01/2007,67.76,0.000738171
18/01/2007,67.71,0.012483443
17/01/2007,66.87,0.004947165
16/01/2007,66.54,-0.001501727
12/01/2007,66.64,-0.001349629
11/01/2007,66.73,0.008729736
10/01/2007,66.15,-0.001661506
09/01/2007,66.26,-0.003765915
08/01/2007,66.51,-0.00165252
05/01/2007,66.62,-0.009114744
04/01/2007,67.23,0.01242252
03/01/2007,66.4,0.00573933
29/12/2006,66.02,-0.00604049
28/12/2006,66.42,0.00619197
27/12/2006,66.01,0.005620979
26/12/2006,65.64,-0.000152335
22/12/2006,65.65,-0.005317141
21/12/2006,66,-0.00649402
20/12/2006,66.43,-0.006751207
19/12/2006,66.88,0.004195391
18/12/2006,66.6,0.004665521
15/12/2006,66.29,0.000603591
14/12/2006,66.25,0.011843442
13/12/2006,65.47,-0.001678749
12/12/2006,65.58,-0.001828154
11/12/2006,65.7,-0.003797954
08/12/2006,65.95,-0.001666541
07/12/2006,66.06,0.000454236
06/12/2006,66.03,-0.002118004
05/12/2006,66.17,-0.001661005
04/12/2006,66.28,0.004688099
01/12/2006,65.97,0.000909918
30/11/2006,65.91,-0.004390288
29/11/2006,66.2,0.00348037
28/11/2006,65.97,0.004862492
27/11/2006,65.65,-0.003041827
24/11/2006,65.85,-0.01387445
22/11/2006,66.77,0.0025493
21/11/2006,66.6,-0.006137284
20/11/2006,67.01,-0.003426447
17/11/2006,67.24,0.010615335
16/11/2006,66.53,-0.000150297
15/11/2006,66.54,-0.000300526
14/11/2006,66.56,0.009358559
13/11/2006,65.94,-0.005293819
10/11/2006,66.29,0.002114166
09/11/2006,66.15,-0.027435745
08/11/2006,67.99,-0.010534114
07/11/2006,68.71,0.004229569
06/11/2006,68.42,0.008955503
03/11/2006,67.81,-0.001326358
02/11/2006,67.9,0.01066045
01/11/2006,67.18,-0.003269434
31/10/2006,67.4,-0.004441162
30/10/2006,67.7,-0.006918405
27/10/2006,68.17,-0.009489815
26/10/2006,68.82,-0.000145296
25/10/2006,68.83,0.00116296
24/10/2006,68.75,-0.005077994
23/10/2006,69.1,0.006970693
20/10/2006,68.62,0.00848827
19/10/2006,68.04,-0.001615391
18/10/2006,68.15,0.030845029
17/10/2006,66.08,0.017556363
16/10/2006,64.93,0.005405001
13/10/2006,64.58,-0.004017932
12/10/2006,64.84,-0.004001852
11/10/2006,65.1,0.002152853
10/10/2006,64.96,0.001386429
09/10/2006,64.87,-0.002924654
06/10/2006,65.06,-0.000768226
05/10/2006,65.11,-0.010997514
04/10/2006,65.83,0.005025519
03/10/2006,65.5,0.006279215
02/10/2006,65.09,0.002307161
29/09/2006,64.94,0.000616143
28/09/2006,64.9,0.001233426
27/09/2006,64.82,0.002316782
26/09/2006,64.67,0.00744998
25/09/2006,64.19,0.003589547
22/09/2006,63.96,-0.004212503
21/09/2006,64.23,0.000622956
20/09/2006,64.19,0.0001558
19/09/2006,64.18,0.000311672
18/09/2006,64.16,0.005783525
15/09/2006,63.79,0.000941029
14/09/2006,63.73,-0.001254509
13/09/2006,63.81,-0.000313381
12/09/2006,63.83,-0.003284589
11/09/2006,64.04,0.007051663
08/09/2006,63.59,0.002046439
07/09/2006,63.46,-0.007222515
06/09/2006,63.92,-0.006082839
05/09/2006,64.31,-0.006355133
01/09/2006,64.72,0.0009275
31/08/2006,64.66,0.000928362
30/08/2006,64.6,0
29/08/2006,64.6,0.000309645
28/08/2006,64.58,-0.00139265
25/08/2006,64.67,-0.005089854
24/08/2006,65,0.016911426
23/08/2006,63.91,-0.00390412
22/08/2006,64.16,-0.001712996
21/08/2006,64.27,-0.002331185
18/08/2006,64.42,0.002953753
17/08/2006,64.23,-0.005898806
16/08/2006,64.61,0.003100297
15/08/2006,64.41,0.007793057
14/08/2006,63.91,0.00690849
11/08/2006,63.47,-0.001259644
10/08/2006,63.55,0.003625763
09/08/2006,63.32,-0.003783107
08/08/2006,63.56,0.004573059
07/08/2006,63.27,-0.004100952
04/08/2006,63.53,0.007108473
03/08/2006,63.08,-0.001109087
02/08/2006,63.15,0.007470431
01/08/2006,62.68,0.002076181
31/07/2006,62.55,-0.005897841
28/07/2006,62.92,0.005737982
27/07/2006,62.56,0.008185585
26/07/2006,62.05,0.000806127
25/07/2006,62,0.000322633
24/07/2006,61.98,0.004041716
21/07/2006,61.73,0.00584892
20/07/2006,61.37,0.000978155
19/07/2006,61.31,0.011648069
18/07/2006,60.6,-0.005102472
17/07/2006,60.91,0.007415375
14/07/2006,60.46,0.003147522
13/07/2006,60.27,-0.005790404
12/07/2006,60.62,-0.002471375
11/07/2006,60.77,-0.00295761
10/07/2006,60.95,0.005428984
07/07/2006,60.62,0.001650983
06/07/2006,60.52,0.007962882
05/07/2006,60.04,-0.001830436
03/07/2006,60.15,0.003831103
30/06/2006,59.92,0.000500793
29/06/2006,59.89,0.011081376
28/06/2006,59.23,-0.005388126
27/06/2006,59.55,-0.011022156
26/06/2006,60.21,-0.018267603
23/06/2006,61.32,0.002285715
22/06/2006,61.18,-0.0099212
21/06/2006,61.79,0.004216678
20/06/2006,61.53,0.00292969
19/06/2006,61.35,-0.005364558
16/06/2006,61.68,0.003410478
15/06/2006,61.47,0.003585401
14/06/2006,61.25,0.003270649
13/06/2006,61.05,-0.005390849
12/06/2006,61.38,0
09/06/2006,61.38,-0.00292826
08/06/2006,61.56,0.006355436
07/06/2006,61.17,0.0037671
06/06/2006,60.94,0.013380889
05/06/2006,60.13,-0.010093575
02/06/2006,60.74,0.001482824
01/06/2006,60.65,0.007115112
31/05/2006,60.22,0.006163091
30/05/2006,59.85,-0.013937508
26/05/2006,60.69,0.003962363
25/05/2006,60.45,-0.005608725
24/05/2006,60.79,0.01308074
23/05/2006,60,0.00233606
22/05/2006,59.86,-0.000668003
19/05/2006,59.9,-0.003998672
18/05/2006,60.14,0.000166293
17/05/2006,60.13,-0.001993687
16/05/2006,60.25,0.004658135
15/05/2006,59.97,0.019192508
12/05/2006,58.83,-0.000169967
11/05/2006,58.84,0.008876808
10/05/2006,58.32,-0.000685636
09/05/2006,58.36,-0.005979346
08/05/2006,58.71,0.000170343
05/05/2006,58.7,0.007523975
04/05/2006,58.26,-0.001543607
03/05/2006,58.35,-0.005469164
02/05/2006,58.67,0.001364489
01/05/2006,58.59,-0.000341297
28/04/2006,58.61,-0.000682245
27/04/2006,58.65,0.001877294
26/04/2006,58.54,0.00565312
25/04/2006,58.21,-0.002059379
24/04/2006,58.33,-0.000685518
21/04/2006,58.37,0.002573121
20/04/2006,58.22,0.00344116
19/04/2006,58.02,-0.001894103
18/04/2006,58.13,0.008291635
17/04/2006,57.65,-0.004499835
13/04/2006,57.91,0.000690966
12/04/2006,57.87,0.002075766
11/04/2006,57.75,0.000692881
10/04/2006,57.71,-0.002077203
07/04/2006,57.83,-0.011519082
06/04/2006,58.5,0.001710864
05/04/2006,58.4,-0.007166043
04/04/2006,58.82,-0.005932724
03/04/2006,59.17,-0.000844666
31/03/2006,59.22,-0.002192798
30/03/2006,59.35,-0.002692245
29/03/2006,59.51,-0.001511208
28/03/2006,59.6,-0.005688488
27/03/2006,59.94,-0.007479466
24/03/2006,60.39,-0.006930721
23/03/2006,60.81,-0.003119615
22/03/2006,61,0.007074143
21/03/2006,60.57,0.001486989
20/03/2006,60.48,0.002317498
17/03/2006,60.34,0.005317394
16/03/2006,60.02,0.003672179
15/03/2006,59.8,0.008565003
14/03/2006,59.29,0.0035482
13/03/2006,59.08,0.000677277
10/03/2006,59.04,0.012441575
09/03/2006,58.31,-0.007347321
08/03/2006,58.74,0.008891987
07/03/2006,58.22,0.006375485
06/03/2006,57.85,0.006590381
03/03/2006,57.47,-0.003820776
02/03/2006,57.69,0.000520156
01/03/2006,57.66,0.000173445
28/02/2006,57.65,-0.004499835
27/02/2006,57.91,0.002593587
24/02/2006,57.76,-0.014267539
23/02/2006,58.59,-0.007481756
22/02/2006,59.03,-0.001861725
21/02/2006,59.14,0.001184333
17/02/2006,59.07,0.001524778
16/02/2006,58.98,-0.002032521
15/02/2006,59.1,0.000846382
14/02/2006,59.05,0.009357788
13/02/2006,58.5,0.001882112
10/02/2006,58.39,-0.002736448
09/02/2006,58.55,-0.000853607
08/02/2006,58.6,0.031198371
07/02/2006,56.8,-0.000879894
06/02/2006,56.85,-0.00927959
03/02/2006,57.38,-0.004694436
02/02/2006,57.65,-0.003636053
01/02/2006,57.86,0.005545941
31/01/2006,57.54,-0.014835532
30/01/2006,58.4,-0.00529418
27/01/2006,58.71,0.001193012
26/01/2006,58.64,0.002390303
25/01/2006,58.5,-0.014593845
24/01/2006,59.36,-0.030363179
23/01/2006,61.19,0.006393989
20/01/2006,60.8,-0.022282779
19/01/2006,62.17,-0.000321647
18/01/2006,62.19,0.01474069
17/01/2006,61.28,-0.008773411
13/01/2006,61.82,-0.006288822
12/01/2006,62.21,-0.004650798
11/01/2006,62.5,-0.009554213
10/01/2006,63.1,0.001744786
09/01/2006,62.99,0.006210706
06/01/2006,62.6,0.004482877
05/01/2006,62.32,-0.004163337
04/01/2006,62.58,0.015296973
03/01/2006,61.63,0.025138923
30/12/2005,60.1,-0.002492731
29/12/2005,60.25,-0.002817604
28/12/2005,60.42,0.001988072
27/12/2005,60.3,-0.013343415
23/12/2005,61.11,-0.003430535
22/12/2005,61.32,0.00720134
21/12/2005,60.88,0.001643926
20/12/2005,60.78,-0.00672299
19/12/2005,61.19,0.005407633
16/12/2005,60.86,0.011568465
15/12/2005,60.16,0.000831463
14/12/2005,60.11,-0.002326355
13/12/2005,60.25,0.00166113
12/12/2005,60.15,0.000831601
09/12/2005,60.1,0.000332834
08/12/2005,60.08,0.000666001
07/12/2005,60.04,-0.007136368
06/12/2005,60.47,-0.009545826
05/12/2005,61.05,-0.002617374
02/12/2005,61.21,-0.007811268
01/12/2005,61.69,-0.000972132
30/11/2005,61.75,-0.00404041
29/11/2005,62,-0.00643089
28/11/2005,62.4,0.004014457
25/11/2005,62.15,0.007753229
23/11/2005,61.67,0.000973394
22/11/2005,61.61,-0.006148887
21/11/2005,61.99,-0.008993155
18/11/2005,62.55,-0.012550804
17/11/2005,63.34,0.001421914
16/11/2005,63.25,0.006662461
15/11/2005,62.83,0.037624026
14/11/2005,60.51,-0.006752887
11/11/2005,60.92,-0.00801116
10/11/2005,61.41,0.006371009
09/11/2005,61.02,0.004105433
08/11/2005,60.77,-0.010802069
07/11/2005,61.43,0.008993602
04/11/2005,60.88,-0.005242476
03/11/2005,61.2,-0.001632653
02/11/2005,61.3,-0.009740337
01/11/2005,61.9,-0.011564536
31/10/2005,62.62,-0.005256045
28/10/2005,62.95,0.024279672
27/10/2005,61.44,-0.022053208
26/10/2005,62.81,-0.012184659
25/10/2005,63.58,-0.008145408
24/10/2005,64.1,0.000468128
21/10/2005,64.07,-0.001559576
20/10/2005,64.17,-0.002334813
19/10/2005,64.32,0.021212202
18/10/2005,62.97,-0.000476304
17/10/2005,63,-0.011049836
14/10/2005,63.7,-0.005010972
13/10/2005,64.02,0.03529217
12/10/2005,61.8,0.008286667
11/10/2005,61.29,-0.002932553
10/10/2005,61.47,0.002117092
07/10/2005,61.34,-0.00374258
06/10/2005,61.57,-0.010983796
05/10/2005,62.25,-0.012769527
04/10/2005,63.05,0.007482324
03/10/2005,62.58,-0.011123585
30/09/2005,63.28,-0.007399861
29/09/2005,63.75,0.008506668
28/09/2005,63.21,-0.003789678
27/09/2005,63.45,-0.006597573
26/09/2005,63.87,-0.001877054
23/09/2005,63.99,-0.010725214
22/09/2005,64.68,-0.000309167
21/09/2005,64.7,0.004647568
20/09/2005,64.4,-0.003874472
19/09/2005,64.65,-0.008164568
16/09/2005,65.18,0.012504987
15/09/2005,64.37,0.001088055
14/09/2005,64.3,0.003895603
13/09/2005,64.05,-0.009788006
12/09/2005,64.68,-0.000772738
09/09/2005,64.73,0.009780409
08/09/2005,64.1,-0.010861239
07/09/2005,64.8,0.015709165
06/09/2005,63.79,0.014050275
02/09/2005,62.9,-0.003649929
01/09/2005,63.13,-0.004110028
31/08/2005,63.39,0.006171394
30/08/2005,63,-0.000158718
29/08/2005,63.01,0.017127269
26/08/2005,61.94,-0.009480267
25/08/2005,62.53,0.004487906
24/08/2005,62.25,-0.008159393
23/08/2005,62.76,-0.011721978
22/08/2005,63.5,-0.001101755
19/08/2005,63.57,-0.010640063
18/08/2005,64.25,0.011741818
17/08/2005,63.5,0.007746462
16/08/2005,63.01,-0.005381463
15/08/2005,63.35,-0.003309435
12/08/2005,63.56,-0.011730798
11/08/2005,64.31,0.007178558
10/08/2005,63.85,-0.002658952
09/08/2005,64.02,0.009100957
08/08/2005,63.44,-0.001575052
05/08/2005,63.54,-0.009554462
04/08/2005,64.15,-0.011161176
03/08/2005,64.87,0.003706568
02/08/2005,64.63,0.002013475
01/08/2005,64.5,0.008407336
29/07/2005,63.96,-0.011966885
28/07/2005,64.73,0.002939586
27/07/2005,64.54,0.029402322
26/07/2005,62.67,-0.010634177
25/07/2005,63.34,-0.015353584
22/07/2005,64.32,0.00530009
21/07/2005,63.98,-0.015201161
20/07/2005,64.96,-0.000923219
19/07/2005,65.02,0.006480504
18/07/2005,64.6,-0.006634291
15/07/2005,65.03,0.006634291
14/07/2005,64.6,0.002790267
13/07/2005,64.42,-0.00557277
12/07/2005,64.78,-0.000154357
11/07/2005,64.79,0.00790273
08/07/2005,64.28,0.005616239
07/07/2005,63.92,-0.00359179
06/07/2005,64.15,-0.01085282
05/07/2005,64.85,-0.001540832
01/07/2005,64.95,-0.000769527
30/06/2005,65,-0.010711656
29/06/2005,65.7,-0.005615861
28/06/2005,66.07,0.006377185
27/06/2005,65.65,0.001066829
24/06/2005,65.58,0.003513331
23/06/2005,65.35,-0.009897302
22/06/2005,66,-0.007998232
21/06/2005,66.53,-0.000300571
20/06/2005,66.55,-0.000150252
17/06/2005,66.56,0.003913899
16/06/2005,66.3,-0.000753864
15/06/2005,66.35,-0.003460471
14/06/2005,66.58,0.001653514
13/06/2005,66.47,-0.000150432
10/06/2005,66.48,-0.003753476
09/06/2005,66.73,0.005560162
08/06/2005,66.36,-0.002708805
07/06/2005,66.54,0.002407464
06/06/2005,66.38,-0.000903478
03/06/2005,66.44,-0.008393335
02/06/2005,67,-0.004616195
01/06/2005,67.31,0.00312477
31/05/2005,67.1,-0.004905979
27/05/2005,67.43,0.000148313
26/05/2005,67.42,-0.000741345
25/05/2005,67.47,-0.001924928
24/05/2005,67.6,0.005042277
23/05/2005,67.26,0.000892459
20/05/2005,67.2,-0.003120127
19/05/2005,67.41,-0.002814608
18/05/2005,67.6,-0.004575316
17/05/2005,67.91,0.003983775
16/05/2005,67.64,0.00801548
13/05/2005,67.1,-0.008163311
12/05/2005,67.65,-0.004424786
11/05/2005,67.95,0.003242927
10/05/2005,67.73,-0.006475372
09/05/2005,68.17,-0.000586596
06/05/2005,68.21,-0.004388538
05/05/2005,68.51,0.004241943
04/05/2005,68.22,-0.007448008
03/05/2005,68.73,-0.00072722
02/05/2005,68.78,0.002183248
29/04/2005,68.63,0.014234594
28/04/2005,67.66,-0.009853745
27/04/2005,68.33,0.004547129
26/04/2005,68.02,-0.007615737
25/04/2005,68.54,0.000729767
22/04/2005,68.49,0.002924406
21/04/2005,68.29,0.00278613
20/04/2005,68.1,-0.013853667
19/04/2005,69.05,0.000144833
18/04/2005,69.04,-0.005200821
15/04/2005,69.4,0.002163722
14/04/2005,69.25,0.009576394
13/04/2005,68.59,-0.000728704
12/04/2005,68.64,-0.003635574
11/04/2005,68.89,0.003635574
08/04/2005,68.64,-0.008703275
07/04/2005,69.24,0.006229647
06/04/2005,68.81,-0.002902338
05/04/2005,69.01,0.015037877
04/04/2005,67.98,0.016762241
01/04/2005,66.85,-0.004626529
31/03/2005,67.16,-0.013164897
30/03/2005,68.05,0.001912187
29/03/2005,67.92,-0.006311021
28/03/2005,68.35,0.003811204
24/03/2005,68.09,-0.001614205
23/03/2005,68.2,0.020891196
22/03/2005,66.79,-0.000897935
21/03/2005,66.85,-0.005965715
18/03/2005,67.25,0.003873664
17/03/2005,66.99,-0.000895255
16/03/2005,67.05,-0.003127097
15/03/2005,67.26,-0.00829143
14/03/2005,67.82,0.003249154
11/03/2005,67.6,-0.005899722
10/03/2005,68,0.003535655
09/03/2005,67.76,-0.006325876
08/03/2005,68.19,-0.003659522
07/03/2005,68.44,0.010280602
04/03/2005,67.74,0.01472255
03/03/2005,66.75,-0.003141129
02/03/2005,66.96,0.00464038
01/03/2005,66.65,0.015879351
28/02/2005,65.6,-0.009406836
25/02/2005,66.22,0.004995847
24/02/2005,65.89,0.007311533
23/02/2005,65.41,0.005211538
22/02/2005,65.07,-0.005517255
18/02/2005,65.43,0.001223429
17/02/2005,65.35,-0.005950128
16/02/2005,65.74,-0.002582607
15/02/2005,65.91,-0.001364567
14/02/2005,66,-0.009049836
11/02/2005,66.6,0.007082076
10/02/2005,66.13,-0.000906892
09/02/2005,66.19,-0.002112889
08/02/2005,66.33,-0.001807502
07/02/2005,66.45,0.003165275
04/02/2005,66.24,0.008946909
03/02/2005,65.65,-0.005317141
02/02/2005,66,0.00882672
01/02/2005,65.42,0.011066821
31/01/2005,64.7,0.001237241
28/01/2005,64.62,0.006209272
27/01/2005,64.22,-0.006673417
26/01/2005,64.65,0.01448962
25/01/2005,63.72,0.035623925
24/01/2005,61.49,-0.005837539
21/01/2005,61.85,-0.010294445
20/01/2005,62.49,-0.00526695
19/01/2005,62.82,-0.003337309
18/01/2005,63.03,0.005249356
14/01/2005,62.7,0.011711051
13/01/2005,61.97,-0.021550838
12/01/2005,63.32,0.006973087
11/01/2005,62.88,-0.003492621
10/01/2005,63.1,0.00779576
07/01/2005,62.61,-0.003666804
06/01/2005,62.84,0.002868528
05/01/2005,62.66,-0.000638162
04/01/2005,62.7,-0.003184716
03/01/2005,62.9,-0.008233105
31/12/2004,63.42,-0.002047729
30/12/2004,63.55,0.000314762
29/12/2004,63.53,-0.003613799
28/12/2004,63.76,0.003613799
27/12/2004,63.53,-0.001101235
23/12/2004,63.6,0.004728141
22/12/2004,63.3,0.005544569
21/12/2004,62.95,-0.00190446
20/12/2004,63.07,-0.008053735
17/12/2004,63.58,0.002046761
16/12/2004,63.45,0.041019019
15/12/2004,60.9,-0.00866514
14/12/2004,61.43,0.012943574
