Date,Close,CMCSA
09/03/2007,26.12,0.003451585
08/03/2007,26.03,0.009650721
07/03/2007,25.78,-0.003871472
06/03/2007,25.88,0.022666074
05/03/2007,25.3,-0.005518343
02/03/2007,25.44,-0.003923112
01/03/2007,25.54,-0.007023049
28/02/2007,25.72,0.016464504
27/02/2007,25.3,-0.045207621
26/02/2007,26.47,-0.02462811
23/02/2007,27.13,-0.011726041
22/02/2007,27.45,-0.417895124
21/02/2007,41.69,0.00577341
20/02/2007,41.45,-0.00433318
16/02/2007,41.63,0.006990507
15/02/2007,41.34,-0.000483676
14/02/2007,41.36,0.008742163
13/02/2007,41,0.025192738
12/02/2007,39.98,-0.020792828
09/02/2007,40.82,-0.014591699
08/02/2007,41.42,-0.026915999
07/02/2007,42.55,0.002352942
06/02/2007,42.45,-0.004231318
05/02/2007,42.63,-0.010268468
02/02/2007,43.07,0.003488781
01/02/2007,42.92,-0.032774791
31/01/2007,44.35,0.014764607
30/01/2007,43.7,-0.002970412
29/01/2007,43.83,0.012165879
26/01/2007,43.3,-0.004378392
25/01/2007,43.49,-0.034131463
24/01/2007,45,0.01049937
23/01/2007,44.53,-0.005821781
22/01/2007,44.79,0.004026851
19/01/2007,44.61,-0.010924197
18/01/2007,45.1,0.007567363
17/01/2007,44.76,0.006500079
16/01/2007,44.47,0.008581805
12/01/2007,44.09,0.026196351
11/01/2007,42.95,0.000931749
10/01/2007,42.91,0.003969649
09/01/2007,42.74,0.006337306
08/01/2007,42.47,-0.001881911
05/01/2007,42.55,-0.011682376
04/01/2007,43.05,0.009100518
03/01/2007,42.66,0.007765659
29/12/2006,42.33,-0.008702866
28/12/2006,42.7,-0.003039871
27/12/2006,42.83,-0.001399907
26/12/2006,42.89,0.010783039
22/12/2006,42.43,-0.00704559
21/12/2006,42.73,0.00210847
20/12/2006,42.64,-0.004446012
19/12/2006,42.83,-0.006748135
18/12/2006,43.12,0.003950278
15/12/2006,42.95,0.001631132
14/12/2006,42.88,0.000466527
13/12/2006,42.86,-0.005119862
12/12/2006,43.08,0.009094152
11/12/2006,42.69,0.013679459
08/12/2006,42.11,0.008825341
07/12/2006,41.74,-0.003587233
06/12/2006,41.89,0.00143335
05/12/2006,41.83,0.02419668
04/12/2006,40.83,0.005402764
01/12/2006,40.61,0.00370051
30/11/2006,40.46,0.004707057
29/11/2006,40.27,0.008979856
28/11/2006,39.91,0.011592872
27/11/2006,39.45,-0.007575794
24/11/2006,39.75,0.002518893
22/11/2006,39.65,-0.025645623
21/11/2006,40.68,-0.002700382
20/11/2006,40.79,0.012333654
17/11/2006,40.29,-0.001983636
16/11/2006,40.37,0.00248016
15/11/2006,40.27,-0.007175584
14/11/2006,40.56,0.002715716
13/11/2006,40.45,0.003467066
10/11/2006,40.31,-0.008891143
09/11/2006,40.67,-0.004416101
08/11/2006,40.85,0.005154018
07/11/2006,40.64,-0.005154018
06/11/2006,40.85,0.020527492
03/11/2006,40.02,-0.002744855
02/11/2006,40.13,0.007001779
01/11/2006,39.85,-0.020368315
31/10/2006,40.67,0.009387421
30/10/2006,40.29,0.00672397
27/10/2006,40.02,0.000499875
26/10/2006,40,0.031490667
25/10/2006,38.76,-0.006429236
24/10/2006,39.01,0.014199283
23/10/2006,38.46,0.012559035
20/10/2006,37.98,-0.000526454
19/10/2006,38,-0.005249356
18/10/2006,38.2,0.001047669
17/10/2006,38.16,-0.001309415
16/10/2006,38.21,-0.008599402
13/10/2006,38.54,0.004160172
12/10/2006,38.38,0.018141683
11/10/2006,37.69,0.001327493
10/10/2006,37.64,-0.000531209
09/10/2006,37.66,0.014173255
06/10/2006,37.13,0.011376071
05/10/2006,36.71,-0.017819046
04/10/2006,37.37,0.009139849
03/10/2006,37.03,0.020186174
02/10/2006,36.29,-0.01666933
29/09/2006,36.9,0.008436572
28/09/2006,36.59,0.001914923
27/09/2006,36.52,0.006869102
26/09/2006,36.27,-0.008784026
25/09/2006,36.59,0.04100421
22/09/2006,35.12,-0.002275314
21/09/2006,35.2,0.004270469
20/09/2006,35.05,0.015526476
19/09/2006,34.51,0.009608459
18/09/2006,34.18,-0.008158553
15/09/2006,34.46,0.00261514
14/09/2006,34.37,-0.008402193
13/09/2006,34.66,-0.010047451
12/09/2006,35.01,0.008317845
11/09/2006,34.72,-0.005170939
08/09/2006,34.9,-0.001717722
07/09/2006,34.96,0.00775309
06/09/2006,34.69,-0.010038805
05/09/2006,35.04,-0.006258911
01/09/2006,35.26,0.006258911
31/08/2006,35.04,0.004290011
30/08/2006,34.89,-0.009413848
29/08/2006,35.22,-0.007073166
28/08/2006,35.47,0.000564016
25/08/2006,35.45,0.013918702
24/08/2006,34.96,0.002864511
23/08/2006,34.86,-0.004579287
22/08/2006,35.02,0.007739755
21/08/2006,34.75,0.005482628
18/08/2006,34.56,0.000578871
17/08/2006,34.54,0.011648355
16/08/2006,34.14,-0.015981744
15/08/2006,34.69,0.008976461
14/08/2006,34.38,0.000581903
11/08/2006,34.36,0.01465872
10/08/2006,33.86,-0.01465872
09/08/2006,34.36,0.003206532
08/08/2006,34.25,-0.011322519
07/08/2006,34.64,-0.005757068
04/08/2006,34.84,0
03/08/2006,34.84,0
02/08/2006,34.84,0.018832948
01/08/2006,34.19,-0.005541796
31/07/2006,34.38,-0.002324231
28/07/2006,34.46,0.012850644
27/07/2006,34.02,0.045093302
26/07/2006,32.52,-0.002150208
25/07/2006,32.59,-0.004897469
24/07/2006,32.75,0.01693651
21/07/2006,32.2,-0.008965897
20/07/2006,32.49,-0.004299761
19/07/2006,32.63,0.020434148
18/07/2006,31.97,0.004074602
17/07/2006,31.84,0.025124553
14/07/2006,31.05,-0.014388737
13/07/2006,31.5,-0.017621601
12/07/2006,32.06,-0.010549276
11/07/2006,32.4,0.016807118
10/07/2006,31.86,-0.00937214
07/07/2006,32.16,-0.003724399
06/07/2006,32.28,-0.00123839
05/07/2006,32.32,-0.013216728
03/07/2006,32.75,0.00030539
30/06/2006,32.74,0.003365461
29/06/2006,32.63,0.026394949
28/06/2006,31.78,0.026464162
27/06/2006,30.95,-0.02015101
26/06/2006,31.58,0.000633513
23/06/2006,31.56,-0.011342277
22/06/2006,31.92,-0.01492565
21/06/2006,32.4,0.00433035
20/06/2006,32.26,-0.001858161
19/06/2006,32.32,-0.014437357
16/06/2006,32.79,0.006731972
15/06/2006,32.57,0.008324389
14/06/2006,32.3,-0.003091193
13/06/2006,32.4,-0.002158163
12/06/2006,32.47,-0.006446684
09/06/2006,32.68,-0.0061013
08/06/2006,32.88,-0.008178146
07/06/2006,33.15,-0.000603136
06/06/2006,33.17,0.017026863
05/06/2006,32.61,-0.027523286
02/06/2006,33.52,0.005684383
01/06/2006,33.33,0.036667719
31/05/2006,32.13,0.005617992
30/05/2006,31.95,-0.010275663
26/05/2006,32.28,0.013096539
25/05/2006,31.86,0.02317932
24/05/2006,31.13,0.000642674
23/05/2006,31.11,-0.007046794
22/05/2006,31.33,-0.007314391
19/05/2006,31.56,0.002220461
18/05/2006,31.49,-0.008852413
17/05/2006,31.77,-0.014064929
16/05/2006,32.22,0.000310414
15/05/2006,32.21,0.00435595
12/05/2006,32.07,0.004688241
11/05/2006,31.92,-0.010905233
10/05/2006,32.27,0.021930703
09/05/2006,31.57,0.016286485
08/05/2006,31.06,0.009055689
05/05/2006,30.78,0.01242252
04/05/2006,30.4,0.014245727
03/05/2006,29.97,-0.006319662
02/05/2006,30.16,0.00066335
01/05/2006,30.14,-0.026519806
28/04/2006,30.95,0.016287005
27/04/2006,30.45,0.041917285
26/04/2006,29.2,0.012752198
25/04/2006,28.83,0.013971586
24/04/2006,28.43,-0.010148819
21/04/2006,28.72,0.004886572
20/04/2006,28.58,-0.005582708
19/04/2006,28.74,-0.003126631
18/04/2006,28.83,0.026358932
17/04/2006,28.08,0.005356199
13/04/2006,27.93,0.022814678
12/04/2006,27.3,-0.01020417
11/04/2006,27.58,-0.003257921
10/04/2006,27.67,0.005435781
07/04/2006,27.52,0.00437
06/04/2006,27.4,0.013225762
05/04/2006,27.04,0.020549948
04/04/2006,26.49,0.004161156
03/04/2006,26.38,0.008374621
31/03/2006,26.16,-0.014044642
30/03/2006,26.53,0.001131435
29/03/2006,26.5,0.014060653
28/03/2006,26.13,-0.022328269
27/03/2006,26.72,0.006006024
24/03/2006,26.56,0.002639021
23/03/2006,26.49,-0.003767902
22/03/2006,26.59,-0.004877143
21/03/2006,26.72,-0.006713938
20/03/2006,26.9,0
17/03/2006,26.9,-0.009987137
16/03/2006,27.17,0.003317975
15/03/2006,27.08,0.01525611
14/03/2006,26.67,0.021604024
13/03/2006,26.1,-0.005730675
10/03/2006,26.25,-0.003422707
09/03/2006,26.34,-0.014323652
08/03/2006,26.72,-0.001495887
07/03/2006,26.76,-0.011148387
06/03/2006,27.06,-0.004056801
03/03/2006,27.17,-0.007699396
02/03/2006,27.38,0.000365297
01/03/2006,27.37,0.019926859
28/02/2006,26.83,-0.000372648
27/02/2006,26.84,0.013126009
24/02/2006,26.49,-0.002262444
23/02/2006,26.55,0.001130582
22/02/2006,26.52,0.010233176
21/02/2006,26.25,-0.002283106
17/02/2006,26.31,-0.007572925
16/02/2006,26.51,-0.001131009
15/02/2006,26.54,-0.000376719
14/02/2006,26.55,0.013270337
13/02/2006,26.2,-0.013270337
10/02/2006,26.55,-0.002257337
09/02/2006,26.61,-0.015290248
08/02/2006,27.02,0.00668402
07/02/2006,26.84,-0.003718859
06/02/2006,26.94,-0.005183277
03/02/2006,27.08,0.002218116
02/02/2006,27.02,-0.035269971
01/02/2006,27.99,0.006092117
31/01/2006,27.82,0.000359518
30/01/2006,27.81,-0.015697789
27/01/2006,28.25,0.010676258
26/01/2006,27.95,0.023896865
25/01/2006,27.29,-0.00802924
24/01/2006,27.51,0.000727273
23/01/2006,27.49,-0.009773833
20/01/2006,27.76,-0.015371169
19/01/2006,28.19,0
18/01/2006,28.19,0.003197729
17/01/2006,28.1,0.005352377
13/01/2006,27.95,0.004302624
12/01/2006,27.83,0.011928571
11/01/2006,27.5,0.003278094
10/01/2006,27.41,-0.001458258
09/01/2006,27.45,0.006212335
06/01/2006,27.28,0.032032534
05/01/2006,26.42,0.001515152
04/01/2006,26.38,0.005702353
03/01/2006,26.23,0.011888922
30/12/2005,25.92,-0.006920443
29/12/2005,26.1,-0.002678402
28/12/2005,26.17,-0.002671248
27/12/2005,26.24,-0.011368065
23/12/2005,26.54,0.00301887
22/12/2005,26.46,0.00644552
21/12/2005,26.29,-0.010217686
20/12/2005,26.56,-0.002632075
19/12/2005,26.63,-0.007482265
16/12/2005,26.83,-0.002233806
15/12/2005,26.89,0.010467385
14/12/2005,26.61,-0.000375728
13/12/2005,26.62,0.001127608
12/12/2005,26.59,-0.008612673
09/12/2005,26.82,-0.003721627
08/12/2005,26.92,-0.006664223
07/12/2005,27.1,-0.001474927
06/12/2005,27.14,0.003321649
05/12/2005,27.05,-0.004058297
02/12/2005,27.16,0.008133132
01/12/2005,26.94,0.020248161
30/11/2005,26.4,-0.013170463
29/11/2005,26.75,-0.012260975
28/11/2005,27.08,-0.011382535
25/11/2005,27.39,0.006225986
23/11/2005,27.22,0.004418269
22/11/2005,27.1,-0.001106399
21/11/2005,27.13,0.007770622
18/11/2005,26.92,0.021021795
17/11/2005,26.36,0.009912395
16/11/2005,26.1,-0.014076702
15/11/2005,26.47,-0.004523189
14/11/2005,26.59,-0.012705702
11/11/2005,26.93,-0.015475622
10/11/2005,27.35,0.027429444
09/11/2005,26.61,0.009439375
08/11/2005,26.36,-0.003786449
07/11/2005,26.46,-0.025374496
04/11/2005,27.14,-0.008073438
03/11/2005,27.36,-0.051293294
02/11/2005,28.8,0.024605811
01/11/2005,28.1,0.010373908
31/10/2005,27.81,0.008667443
28/10/2005,27.57,0.020891359
27/10/2005,27,-0.023065273
26/10/2005,27.63,-0.007571697
25/10/2005,27.84,0.005041422
24/10/2005,27.7,0.02300631
21/10/2005,27.07,-0.014304297
20/10/2005,27.46,-0.008340937
19/10/2005,27.69,0.033042654
18/10/2005,26.79,-0.013348363
17/10/2005,27.15,-0.005509656
14/10/2005,27.3,0.003669729
13/10/2005,27.2,-0.026126305
12/10/2005,27.92,-0.014224991
11/10/2005,28.32,-0.002820876
10/10/2005,28.4,0.003527341
07/10/2005,28.3,-0.0049348
06/10/2005,28.44,0.0088293
05/10/2005,28.19,-0.016535117
04/10/2005,28.66,-0.009722299
03/10/2005,28.94,-0.01508945
30/09/2005,29.38,0.00306801
29/09/2005,29.29,0.008916383
28/09/2005,29.03,0.00068918
27/09/2005,29.01,-0.002066116
26/09/2005,29.07,0.002755772
23/09/2005,28.99,0.005534431
22/09/2005,28.83,-0.007601972
21/09/2005,29.05,-0.008910271
20/09/2005,29.31,-0.015908273
19/09/2005,29.78,-0.015659157
16/09/2005,30.25,0.016667052
15/09/2005,29.75,-0.001679262
14/09/2005,29.8,-0.002680967
13/09/2005,29.88,-0.003674632
12/09/2005,29.99,-0.00929313
09/09/2005,30.27,0.00297767
08/09/2005,30.18,-0.01054723
07/09/2005,30.5,-0.006210185
06/09/2005,30.69,0.011140351
02/09/2005,30.35,-0.000329435
01/09/2005,30.36,-0.012438786
31/08/2005,30.74,-0.00130039
30/08/2005,30.78,-0.003891055
29/08/2005,30.9,-0.001293661
26/08/2005,30.94,-0.004192878
25/08/2005,31.07,0.000966028
24/08/2005,31.04,-0.008021862
23/08/2005,31.29,-0.006688988
22/08/2005,31.5,0.004135524
19/08/2005,31.37,-0.002546961
18/08/2005,31.45,-0.004441632
17/08/2005,31.59,0.00221835
16/08/2005,31.52,-0.018233765
15/08/2005,32.1,0.003432676
12/08/2005,31.99,0.000938233
11/08/2005,31.96,0.000939114
10/08/2005,31.93,0.004079717
09/08/2005,31.8,0.008526816
08/08/2005,31.53,0.005725206
05/08/2005,31.35,0.000638162
04/08/2005,31.33,0.010911533
03/08/2005,30.99,-0.000322633
02/08/2005,31,0.012660452
01/08/2005,30.61,-0.003912623
29/07/2005,30.73,-0.01773954
28/07/2005,31.28,0.008024437
27/07/2005,31.03,0.005817728
26/07/2005,30.85,0.011082252
25/07/2005,30.51,0.002296966
22/07/2005,30.44,0.011897034
21/07/2005,30.08,-0.002656044
20/07/2005,30.16,0
19/07/2005,30.16,-0.006279974
18/07/2005,30.35,-0.002632446
15/07/2005,30.43,-0.005897789
14/07/2005,30.61,-0.004563241
13/07/2005,30.75,-0.003570853
12/07/2005,30.86,0.000972605
11/07/2005,30.83,0.005203264
08/07/2005,30.67,0.019092087
07/07/2005,30.09,0.000332392
06/07/2005,30.08,-0.012553848
05/07/2005,30.46,0.000328353
01/07/2005,30.45,-0.007198984
30/06/2005,30.67,-0.003255211
29/06/2005,30.77,-0.013877905
28/06/2005,31.2,0.00160385
27/06/2005,31.15,0.004827041
24/06/2005,31,-0.010908032
23/06/2005,31.34,-0.019276944
22/06/2005,31.95,-0.009035737
21/06/2005,32.24,0.00559877
20/06/2005,32.06,0.015401845
17/06/2005,31.57,0.001902347
16/06/2005,31.51,-0.006642441
15/06/2005,31.72,-0.003147626
14/06/2005,31.82,0.004725162
13/06/2005,31.67,-0.001892745
10/06/2005,31.73,-0.003774776
09/06/2005,31.85,0.006615239
08/06/2005,31.64,-0.003155572
07/06/2005,31.74,-0.002831526
06/06/2005,31.83,0.001886793
03/06/2005,31.77,-0.004710324
02/06/2005,31.92,0.01102547
01/06/2005,31.57,-0.01975915
31/05/2005,32.2,0.005293489
27/05/2005,32.03,-0.000312159
26/05/2005,32.04,-0.005291841
25/05/2005,32.21,-0.00124108
24/05/2005,32.25,0.00528526
23/05/2005,32.08,0.005940302
20/05/2005,31.89,-0.003443422
19/05/2005,32,0.017654935
18/05/2005,31.44,-0.008551121
17/05/2005,31.71,0
16/05/2005,31.71,-0.005346765
13/05/2005,31.88,-0.000313627
12/05/2005,31.89,-0.002505482
11/05/2005,31.97,-0.003746492
10/05/2005,32.09,-0.007141779
09/05/2005,32.32,0.005896061
06/05/2005,32.13,-0.00372787
05/05/2005,32.25,-0.011100947
04/05/2005,32.61,0.013584649
03/05/2005,32.17,0.000621891
02/05/2005,32.15,0.001556421
29/04/2005,32.1,0.006877176
28/04/2005,31.88,-0.001253919
27/04/2005,31.92,0.009759246
26/04/2005,31.61,-0.024376207
25/04/2005,32.39,0.018069027
22/04/2005,31.81,-0.013737337
21/04/2005,32.25,0.023848008
20/04/2005,31.49,-0.011681269
19/04/2005,31.86,-0.008438869
18/04/2005,32.13,-0.00991027
15/04/2005,32.45,-0.018321123
14/04/2005,33.05,-0.012627949
13/04/2005,33.47,-0.001791045
12/04/2005,33.53,0.012303231
11/04/2005,33.12,0.001510803
08/04/2005,33.07,-0.006330089
07/04/2005,33.28,0.008449054
06/04/2005,33,-0.008148529
05/04/2005,33.27,0.00090212
04/04/2005,33.24,-0.004502484
01/04/2005,33.39,-0.011612457
31/03/2005,33.78,-0.015276443
30/03/2005,34.3,0
29/03/2005,34.3,0.012615687
28/03/2005,33.87,0.021788655
24/03/2005,33.14,-0.012295851
23/03/2005,33.55,-0.00505427
22/03/2005,33.72,-0.007680983
21/03/2005,33.98,0.004424133
18/03/2005,33.83,0.010101096
17/03/2005,33.49,-0.003576755
16/03/2005,33.61,-0.008886314
15/03/2005,33.91,-0.002356408
14/03/2005,33.99,0.021410274
11/03/2005,33.27,-0.010762436
10/03/2005,33.63,-0.001188707
09/03/2005,33.67,0.000594177
08/03/2005,33.65,0.006559356
07/03/2005,33.43,0.01933011
04/03/2005,32.79,0.008268306
03/03/2005,32.52,-0.010705103
02/03/2005,32.87,-0.000304183
01/03/2005,32.88,0.012856008
28/02/2005,32.46,-0.004917035
25/02/2005,32.62,-0.008243063
24/02/2005,32.89,0.001825929
23/02/2005,32.83,0.014728711
22/02/2005,32.35,-0.012899442
18/02/2005,32.77,0.003974933
17/02/2005,32.64,-0.009149195
16/02/2005,32.94,0.017764633
15/02/2005,32.36,0.032985557
14/02/2005,31.31,-0.007001938
11/02/2005,31.53,-0.0050617
10/02/2005,31.69,0.008556541
09/02/2005,31.42,-0.007609422
08/02/2005,31.66,-0.004412235
07/02/2005,31.8,-0.010323883
04/02/2005,32.13,0.000622665
03/02/2005,32.11,0.004682387
02/02/2005,31.96,0.011328
01/02/2005,31.6,-0.018498725
31/01/2005,32.19,-0.002172227
28/01/2005,32.26,-0.013241148
27/01/2005,32.69,-0.013068109
26/01/2005,33.12,-0.000905387
25/01/2005,33.15,0.004535155
24/01/2005,33,0.001516301
21/01/2005,32.95,0.006393689
20/01/2005,32.74,-0.008515867
19/01/2005,33.02,-0.016221443
18/01/2005,33.56,-0.000297929
14/01/2005,33.57,0.012288481
13/01/2005,33.16,-0.001205546
12/01/2005,33.2,-0.000602228
11/01/2005,33.22,-0.000300978
10/01/2005,33.23,0.020061463
07/01/2005,32.57,0.008943776
06/01/2005,32.28,-0.001547748
05/01/2005,32.33,0.009322628
04/01/2005,32.03,-0.025887424
03/01/2005,32.87,-0.012396228
31/12/2004,33.28,0.006632524
30/12/2004,33.06,0.006981361
29/12/2004,32.83,-0.00516483
28/12/2004,33,0.018657828
27/12/2004,32.39,0.026276144
23/12/2004,31.55,-0.003480465
22/12/2004,31.66,0.008883307
21/12/2004,31.38,0.007998763
20/12/2004,31.13,0.015539322
17/12/2004,30.65,-0.015218037
16/12/2004,31.12,-0.000963546
15/12/2004,31.15,0.005795251
14/12/2004,30.97,0.008756339
13/12/2004,30.7,-0.00162734
