Date,Close,WMB
12/07/2007,33.7,0.009840545
11/07/2007,33.37,-0.000898607
10/07/2007,33.4,-0.005672504
09/07/2007,33.59,0.018023918
06/07/2007,32.99,0.007301523
05/07/2007,32.75,0.015384919
03/07/2007,32.25,0.00622086
02/07/2007,32.05,0.013507352
29/06/2007,31.62,-0.002211342
28/06/2007,31.69,-0.012543281
27/06/2007,32.09,0.025885284
26/06/2007,31.27,-0.020886835
25/06/2007,31.93,-0.000939114
22/06/2007,31.96,-0.011510471
21/06/2007,32.33,0.038787773
20/06/2007,31.1,-0.026024953
19/06/2007,31.92,0.006285376
18/06/2007,31.72,-0.001889764
15/06/2007,31.78,0.015858245
14/06/2007,31.28,0.019042047
13/06/2007,30.69,0.032453179
12/06/2007,29.71,-0.024602305
11/06/2007,30.45,0.005928871
08/06/2007,30.27,0.006296624
07/06/2007,30.08,-0.043265814
06/06/2007,31.41,-0.017984394
05/06/2007,31.98,-0.013973213
04/06/2007,32.43,0.011786737
01/06/2007,32.05,0.009089547
31/05/2007,31.76,-0.013448209
30/05/2007,32.19,0.03059693
29/05/2007,31.22,0.007071711
25/05/2007,31,0.005498963
24/05/2007,30.83,-0.019910741
23/05/2007,31.45,0.002546961
22/05/2007,31.37,0.009931204
21/05/2007,31.06,0.070350614
18/05/2007,28.95,0.015315301
17/05/2007,28.51,-0.001051709
16/05/2007,28.54,-0.007331155
15/05/2007,28.75,0.000695894
14/05/2007,28.73,0.004535155
11/05/2007,28.6,0.01231326
10/05/2007,28.25,-0.029644717
09/05/2007,29.1,-0.004115232
08/05/2007,29.22,-0.011906928
07/05/2007,29.57,0.006786589
04/05/2007,29.37,0.005805036
03/05/2007,29.2,-0.023020651
02/05/2007,29.88,0.015854608
01/05/2007,29.41,-0.003055511
30/04/2007,29.5,-0.019802627
27/04/2007,30.09,0.003662398
26/04/2007,29.98,-0.007642503
25/04/2007,30.21,0.022427718
24/04/2007,29.54,0.00237248
23/04/2007,29.47,0.015387549
20/04/2007,29.02,0.025476862
19/04/2007,28.29,-0.010198787
18/04/2007,28.58,-0.006973529
17/04/2007,28.78,0.005924394
16/04/2007,28.61,0.004905406
13/04/2007,28.47,-0.001053186
12/04/2007,28.5,0.010582109
11/04/2007,28.2,-0.014783796
10/04/2007,28.62,0.010537505
09/04/2007,28.32,-0.003876657
05/04/2007,28.43,0.002112677
04/04/2007,28.37,-0.005273347
03/04/2007,28.52,-0.012889919
02/04/2007,28.89,0.014995922
30/03/2007,28.46,-0.016725129
29/03/2007,28.94,0.014619126
28/03/2007,28.52,0.00421645
27/03/2007,28.4,-0.005617992
26/03/2007,28.56,0.012330612
23/03/2007,28.21,-0.013030647
22/03/2007,28.58,0.020145583
21/03/2007,28.01,0.029344616
20/03/2007,27.2,0.007750546
19/03/2007,26.99,0.014931222
16/03/2007,26.59,-0.011219265
15/03/2007,26.89,-0.004822862
14/03/2007,27.02,0.015290248
13/03/2007,26.61,-0.027063746
12/03/2007,27.34,-0.003286474
09/03/2007,27.43,0.00511697
08/03/2007,27.29,0.004038926
07/03/2007,27.18,0.03329277
06/03/2007,26.29,0.011861627
05/03/2007,25.98,-0.009576783
02/03/2007,26.23,-0.024850676
01/03/2007,26.89,-0.002970667
28/02/2007,26.97,0.001112966
27/02/2007,26.94,-0.049249634
26/02/2007,28.3,0.013876757
23/02/2007,27.91,-0.003576542
22/02/2007,28.01,-0.011359725
21/02/2007,28.33,0.021406454
20/02/2007,27.73,0.008328855
16/02/2007,27.5,0.004738482
15/02/2007,27.37,-0.007643349
14/02/2007,27.58,-0.005063302
13/02/2007,27.72,0.005788728
12/02/2007,27.56,-0.009030222
09/02/2007,27.81,-0.001437298
08/02/2007,27.85,0.018116438
07/02/2007,27.35,0.003663008
06/02/2007,27.25,-0.004028572
05/02/2007,27.36,-0.002190581
02/02/2007,27.42,0.005118841
01/02/2007,27.28,0.010687406
31/01/2007,26.99,0.001112141
30/01/2007,26.96,0.020990276
29/01/2007,26.4,-0.004535155
26/01/2007,26.52,-0.00263604
25/01/2007,26.59,-0.020841841
24/01/2007,27.15,0.00073692
23/01/2007,27.13,0.021610379
22/01/2007,26.55,0.007561473
19/01/2007,26.35,0.023422073
18/01/2007,25.74,-0.009665646
17/01/2007,25.99,0.012388854
16/01/2007,25.67,-0.006213612
12/01/2007,25.83,0.018363478
11/01/2007,25.36,0.001578532
10/01/2007,25.32,-0.010997754
09/01/2007,25.6,-0.012808248
08/01/2007,25.93,0.006577698
05/01/2007,25.76,0.005449605
04/01/2007,25.62,-0.002728515
03/01/2007,25.69,-0.016599493
29/12/2006,26.12,-0.014065999
28/12/2006,26.49,0.004540303
27/12/2006,26.37,0.003418807
26/12/2006,26.28,-0.005313105
22/12/2006,26.42,0.000757289
21/12/2006,26.4,-0.006042314
20/12/2006,26.56,-0.011231866
19/12/2006,26.86,0.013870888
18/12/2006,26.49,-0.024609743
15/12/2006,27.15,-0.01861028
14/12/2006,27.66,-0.000361468
13/12/2006,27.67,0.011266701
12/12/2006,27.36,0.004762786
11/12/2006,27.23,-0.006953367
08/12/2006,27.42,-0.007267474
07/12/2006,27.62,-0.005776189
06/12/2006,27.78,-0.002875631
05/12/2006,27.86,0.002155948
04/12/2006,27.8,-0.005381179
01/12/2006,27.95,0.006821064
30/11/2006,27.76,-0.005388912
29/11/2006,27.91,0.023197851
28/11/2006,27.27,0.022998046
27/11/2006,26.65,0.001502066
24/11/2006,26.61,-0.00337648
22/11/2006,26.7,-0.008577341
21/11/2006,26.93,0.016096174
20/11/2006,26.5,-0.007893294
17/11/2006,26.71,0.011295301
16/11/2006,26.41,-0.007168489
15/11/2006,26.6,0.001504891
14/11/2006,26.56,-0.002632075
13/11/2006,26.63,0.004139235
10/11/2006,26.52,0.001887149
09/11/2006,26.47,0.027965814
08/11/2006,25.74,0.029170377
07/11/2006,25,-0.001598721
06/11/2006,25.04,0.011649057
03/11/2006,24.75,0.013013604
02/11/2006,24.43,0.003690798
01/11/2006,24.34,-0.003690798
31/10/2006,24.43,0.009459252
30/10/2006,24.2,-0.012728564
27/10/2006,24.51,-0.003665245
26/10/2006,24.6,-0.005270639
25/10/2006,24.73,0.004457961
24/10/2006,24.62,0.009385909
23/10/2006,24.39,-0.006131227
20/10/2006,24.54,0.000815328
19/10/2006,24.52,0.016862419
18/10/2006,24.11,-0.014003524
17/10/2006,24.45,-0.005302888
16/10/2006,24.58,0.013516487
13/10/2006,24.25,0.000412456
12/10/2006,24.24,0.02591035
11/10/2006,23.62,-0.009271031
10/10/2006,23.84,0.009694491
09/10/2006,23.61,-0.007594973
06/10/2006,23.79,0.004634514
05/10/2006,23.68,0.031312874
04/10/2006,22.95,-0.003479777
03/10/2006,23.03,-0.035405703
02/10/2006,23.86,-0.000419024
29/09/2006,23.87,-0.00292826
28/09/2006,23.94,0.014727807
27/09/2006,23.59,0.011082807
26/09/2006,23.33,0.030021833
25/09/2006,22.64,-0.007919091
22/09/2006,22.82,-0.006116227
21/09/2006,22.96,0.019793917
20/09/2006,22.51,-0.021534561
19/09/2006,23,-0.020654779
18/09/2006,23.48,0.018917159
15/09/2006,23.04,0.013546198
14/09/2006,22.73,-0.025625724
13/09/2006,23.32,-0.001713796
12/09/2006,23.36,-0.002992095
11/09/2006,23.43,-0.021951071
08/09/2006,23.95,-0.022296547
07/09/2006,24.49,0.010673336
06/09/2006,24.23,-0.030083569
05/09/2006,24.97,0.005622505
01/09/2006,24.83,0.008087387
31/08/2006,24.63,-0.000405927
30/08/2006,24.64,-0.023662624
29/08/2006,25.23,0.000793021
28/08/2006,25.21,0.001587932
25/08/2006,25.17,0.016019566
24/08/2006,24.77,0.006480379
23/08/2006,24.61,-0.018917851
22/08/2006,25.08,0.007202912
21/08/2006,24.9,-0.001204094
18/08/2006,24.93,0.007246409
17/08/2006,24.75,-0.01244746
16/08/2006,25.06,0.00922035
15/08/2006,24.83,0.009306157
14/08/2006,24.6,0.010214593
11/08/2006,24.35,0.004115232
10/08/2006,24.25,-0.007804517
09/08/2006,24.44,0.000818666
08/08/2006,24.42,-0.008562743
07/08/2006,24.63,0.007334996
04/08/2006,24.45,-0.009768087
03/08/2006,24.69,0.015099246
02/08/2006,24.32,-0.004512828
01/08/2006,24.43,0.007395268
31/07/2006,24.25,0.0166324
28/07/2006,23.85,-0.002930712
27/07/2006,23.92,-0.007496911
26/07/2006,24.1,0.019271648
25/07/2006,23.64,0.020081854
24/07/2006,23.17,0.028454535
21/07/2006,22.52,-0.007079676
20/07/2006,22.68,-0.021806359
19/07/2006,23.18,0.01390118
18/07/2006,22.86,0.010112199
17/07/2006,22.63,-0.023150193
14/07/2006,23.16,0.016104809
13/07/2006,22.79,-0.01004156
12/07/2006,23.02,-0.003469214
11/07/2006,23.1,0.0108815
10/07/2006,22.85,-0.000437541
07/07/2006,22.86,-0.009577783
06/07/2006,23.08,-0.013342139
05/07/2006,23.39,-0.01443149
03/07/2006,23.73,0.015714912
30/06/2006,23.36,0
29/06/2006,23.36,0.013359389
28/06/2006,23.05,0.010028425
27/06/2006,22.82,0.025295336
26/06/2006,22.25,0
23/06/2006,22.25,0.074626689
22/06/2006,20.65,-0.020609404
21/06/2006,21.08,0.017708048
20/06/2006,20.71,-0.007696046
19/06/2006,20.87,-0.038538604
16/06/2006,21.69,0.000461148
15/06/2006,21.68,0.04143719
14/06/2006,20.8,0.022855359
13/06/2006,20.33,-0.033376738
12/06/2006,21.02,-0.02257857
09/06/2006,21.5,0.010755306
08/06/2006,21.27,-0.015395685
07/06/2006,21.6,-0.029648694
06/06/2006,22.25,-0.01472255
05/06/2006,22.58,-0.029670588
02/06/2006,23.26,0.016471981
01/06/2006,22.88,0.01231326
31/05/2006,22.6,0.025090922
30/05/2006,22.04,0.032275738
26/05/2006,21.34,0.011784251
25/05/2006,21.09,0.033264094
24/05/2006,20.4,-0.001958864
23/05/2006,20.44,-0.006825965
22/05/2006,20.58,-0.012074525
19/05/2006,20.83,0.006743764
18/05/2006,20.69,-0.010098667
17/05/2006,20.9,-0.02223891
16/05/2006,21.37,-0.012093171
15/05/2006,21.63,-0.022400937
12/05/2006,22.12,-0.03378099
11/05/2006,22.88,-0.019048195
10/05/2006,23.32,0.002146384
09/05/2006,23.27,0.008198536
08/05/2006,23.08,0.017482963
05/05/2006,22.68,0.029078318
04/05/2006,22.03,-0.020665605
03/05/2006,22.49,-0.001333037
02/05/2006,22.52,0.019731582
01/05/2006,22.08,0.006816659
28/04/2006,21.93,-0.010433299
27/04/2006,22.16,-0.00090212
26/04/2006,22.18,-0.003600364
25/04/2006,22.26,-0.007162072
24/04/2006,22.42,-0.014172071
21/04/2006,22.74,-0.00570052
20/04/2006,22.87,-0.016048924
19/04/2006,23.24,0.009511529
18/04/2006,23.02,0.034470934
17/04/2006,22.24,0.018607299
13/04/2006,21.83,-0.004114292
12/04/2006,21.92,0.000912825
11/04/2006,21.9,-0.013605652
10/04/2006,22.2,0.010414402
07/04/2006,21.97,-0.0225032
06/04/2006,22.47,0.0225032
05/04/2006,21.97,0.028626147
04/04/2006,21.35,-0.001871783
03/04/2006,21.39,0
31/03/2006,21.39,-0.001868286
30/03/2006,21.43,0.021222207
29/03/2006,20.98,0.001430957
28/03/2006,20.95,0.008629008
27/03/2006,20.77,-0.001924003
24/03/2006,20.81,0.004334223
23/03/2006,20.72,0.016054833
22/03/2006,20.39,0.013827381
21/03/2006,20.11,-0.025529123
20/03/2006,20.63,-0.012524248
17/03/2006,20.89,-0.003345284
16/03/2006,20.96,0.026101047
15/03/2006,20.42,-0.005859392
14/03/2006,20.54,0.009293293
13/03/2006,20.35,0.019350641
10/03/2006,19.96,0.007038742
09/03/2006,19.82,-0.012036254
08/03/2006,20.06,0.028826269
07/03/2006,19.49,-0.039733665
06/03/2006,20.28,-0.066293637
03/03/2006,21.67,-0.011470647
02/03/2006,21.92,0.003198541
01/03/2006,21.85,0.012897461
28/02/2006,21.57,-0.025630694
27/02/2006,22.13,-0.010339494
24/02/2006,22.36,0.023530497
23/02/2006,21.84,-0.00866201
22/02/2006,22.03,-0.029519138
21/02/2006,22.69,0.01958229
17/02/2006,22.25,0.004504512
16/02/2006,22.15,0.017764075
15/02/2006,21.76,0.014348777
14/02/2006,21.45,-0.023497971
13/02/2006,21.96,0.00273598
10/02/2006,21.9,-0.010447517
09/02/2006,22.13,-0.01435646
08/02/2006,22.45,-0.002669041
07/02/2006,22.51,-0.040057598
06/02/2006,23.43,0.016351483
03/02/2006,23.05,-0.007348207
02/02/2006,23.22,-0.022989518
01/02/2006,23.76,-0.003361348
31/01/2006,23.84,-0.01167653
30/01/2006,24.12,0.009162913
27/01/2006,23.9,0.011361368
26/01/2006,23.63,-0.00590719
25/01/2006,23.77,-0.029023596
24/01/2006,24.47,-0.002041234
23/01/2006,24.52,-0.020186394
20/01/2006,25.02,-0.002395211
19/01/2006,25.08,0.012841268
18/01/2006,24.76,-0.014434894
17/01/2006,25.12,0.020917899
13/01/2006,24.6,0.005707313
12/01/2006,24.46,0.004507281
11/01/2006,24.35,-0.005733021
10/01/2006,24.49,0.008611905
09/01/2006,24.28,0.016193005
06/01/2006,23.89,0.003774381
05/01/2006,23.8,-0.010449416
04/01/2006,24.05,0.006256538
03/01/2006,23.9,0.03102012
30/12/2005,23.17,0.006494935
29/12/2005,23.02,-0.009941729
28/12/2005,23.25,0.004310352
27/12/2005,23.15,-0.028950511
23/12/2005,23.83,0.000419727
22/12/2005,23.82,-0.004189365
21/12/2005,23.92,-0.002922148
20/12/2005,23.99,0.012584059
19/12/2005,23.69,-0.002108371
16/12/2005,23.74,-0.023726399
15/12/2005,24.31,-0.012671332
14/12/2005,24.62,0.034714229
13/12/2005,23.78,0.005481776
12/12/2005,23.65,0.039237627
09/12/2005,22.74,-0.02002679
08/12/2005,23.2,0.01476362
07/12/2005,22.86,-0.00567068
06/12/2005,22.99,0.035868357
05/12/2005,22.18,0.002256828
02/12/2005,22.13,-0.000903342
01/12/2005,22.15,0.029784561
30/11/2005,21.5,-0.011560822
29/11/2005,21.75,0.009237941
28/11/2005,21.55,-0.036450505
25/11/2005,22.35,0.017148435
23/11/2005,21.97,-0.025169868
22/11/2005,22.53,0.022442594
21/11/2005,22.03,0.012791403
18/11/2005,21.75,0
17/11/2005,21.75,0.038430221
16/11/2005,20.93,0.024179128
15/11/2005,20.43,-0.000489357
14/11/2005,20.44,0.010821552
11/11/2005,20.22,0.012441066
10/11/2005,19.97,-0.028143057
09/11/2005,20.54,0.000974184
08/11/2005,20.52,-0.016433429
07/11/2005,20.86,-0.047282385
04/11/2005,21.87,-0.027954931
03/11/2005,22.49,0.044088031
02/11/2005,21.52,-0.025236485
01/11/2005,22.07,-0.010367458
31/10/2005,22.3,0.008556684
28/10/2005,22.11,0.025654178
27/10/2005,21.55,-0.043583838
26/10/2005,22.51,-0.01060549
25/10/2005,22.75,0.003081667
24/10/2005,22.68,0.050643733
21/10/2005,21.56,0.009788006
20/10/2005,21.35,-0.029990714
19/10/2005,22,0.022989518
18/10/2005,21.5,-0.041008024
17/10/2005,22.4,0.018018506
14/10/2005,22,0.032335381
13/10/2005,21.3,-0.037775104
12/10/2005,22.12,-0.018365578
11/10/2005,22.53,0.014305117
10/10/2005,22.21,-0.032775299
07/10/2005,22.95,0.024256978
06/10/2005,22.4,-0.03509132
05/10/2005,23.2,-0.06021886
04/10/2005,24.64,-0.030378035
03/10/2005,25.4,0.013875346
30/09/2005,25.05,0.001598083
29/09/2005,25.01,0.008432092
28/09/2005,24.8,0.035710751
27/09/2005,23.93,0.017281779
26/09/2005,23.52,0.012406576
23/09/2005,23.23,-0.013681274
22/09/2005,23.55,-0.018094329
21/09/2005,23.98,0.02149714
20/09/2005,23.47,-0.0227474
19/09/2005,24.01,0.017647517
16/09/2005,23.59,0.025763555
15/09/2005,22.99,-0.009954637
14/09/2005,23.22,0.014313842
13/09/2005,22.89,0.002186749
12/09/2005,22.84,-0.028061414
09/09/2005,23.49,0.0346505
08/09/2005,22.69,0.015545505
07/09/2005,22.34,-0.003574624
06/09/2005,22.42,0.00941078
02/09/2005,22.21,-0.041452143
01/09/2005,23.15,0.0311497
31/08/2005,22.44,0.033993756
30/08/2005,21.69,0.027104463
29/08/2005,21.11,0.005700728
26/08/2005,20.99,-0.016537112
25/08/2005,21.34,-0.007934697
24/08/2005,21.51,0.006529874
23/08/2005,21.37,0.007986888
22/08/2005,21.2,0.000943842
19/08/2005,21.18,0.021475414
18/08/2005,20.73,0
17/08/2005,20.73,-0.032276176
16/08/2005,21.41,-0.019427068
15/08/2005,21.83,-0.004570392
12/08/2005,21.93,-0.012236726
11/08/2005,22.2,0.022319305
10/08/2005,21.71,0.011116372
09/08/2005,21.47,-0.01249727
08/08/2005,21.74,-0.006419096
05/08/2005,21.88,-0.015419807
04/08/2005,22.22,0.02229899
03/08/2005,21.73,-0.013711367
02/08/2005,22.03,0.016937919
01/08/2005,21.66,0.019581045
29/07/2005,21.24,-0.011701514
28/07/2005,21.49,0.017367252
27/07/2005,21.12,0.011907738
26/07/2005,20.87,0.001918466
25/07/2005,20.83,0.001441269
22/07/2005,20.8,0.032245099
21/07/2005,20.14,-0.023068508
20/07/2005,20.61,0.00828263
19/07/2005,20.44,0.030802236
18/07/2005,19.82,-0.000504414
15/07/2005,19.83,0.000504414
14/07/2005,19.82,-0.019486003
13/07/2005,20.21,-0.00690338
12/07/2005,20.35,0.016349138
11/07/2005,20.02,0.006012042
08/07/2005,19.9,-0.002509412
07/07/2005,19.95,0.035718083
06/07/2005,19.25,-0.02361506
05/07/2005,19.71,0.028301349
01/07/2005,19.16,0.008385793
30/06/2005,19,0.016985546
29/06/2005,18.68,0.009682701
28/06/2005,18.5,-0.010217889
27/06/2005,18.69,-0.004271229
24/06/2005,18.77,-0.011652674
23/06/2005,18.99,0.005809364
22/06/2005,18.88,0.006376217
21/06/2005,18.76,-0.023183335
20/06/2005,19.2,-0.000520698
17/06/2005,19.21,0.005219219
16/06/2005,19.11,0.009463793
15/06/2005,18.93,-0.001055966
14/06/2005,18.95,0
13/06/2005,18.95,0.010610179
10/06/2005,18.75,-0.009554213
09/06/2005,18.93,0.018124163
08/06/2005,18.59,-0.004294156
07/06/2005,18.67,-0.008533385
06/06/2005,18.83,0.001594473
03/06/2005,18.8,0.008010724
02/06/2005,18.65,-0.002677378
01/06/2005,18.7,0.015629529
31/05/2005,18.41,0.001630878
27/05/2005,18.38,0.004362057
26/05/2005,18.3,0.013201512
25/05/2005,18.06,0.004439519
24/05/2005,17.98,0.016825972
23/05/2005,17.68,0.009090972
20/05/2005,17.52,0.002285715
19/05/2005,17.48,0.021394282
18/05/2005,17.11,0.018284201
17/05/2005,16.8,0.030827464
16/05/2005,16.29,-0.006729912
13/05/2005,16.4,-0.033576296
12/05/2005,16.96,-0.061179407
11/05/2005,18.03,0.011715615
10/05/2005,17.82,0.002247192
09/05/2005,17.78,0.000562588
06/05/2005,17.77,0.00338219
05/05/2005,17.71,0.013644328
04/05/2005,17.47,0.019653812
03/05/2005,17.13,-0.017935106
02/05/2005,17.44,0.024377295
29/04/2005,17.02,-0.010520261
28/04/2005,17.2,-0.019574603
27/04/2005,17.54,-0.020316726
26/04/2005,17.9,-0.020459658
25/04/2005,18.27,0.014888612
22/04/2005,18,0.001111729
21/04/2005,17.98,0.037398126
20/04/2005,17.32,-0.020572154
19/04/2005,17.68,0.033355594
18/04/2005,17.1,0.032692362
15/04/2005,16.55,-0.047206405
14/04/2005,17.35,-0.026728916
13/04/2005,17.82,-0.016694879
12/04/2005,18.12,-0.012613274
11/04/2005,18.35,0.002728515
08/04/2005,18.3,-0.023759217
07/04/2005,18.74,-0.013778702
06/04/2005,19,0.007926065
05/04/2005,18.85,0.006386397
04/04/2005,18.73,-0.017465382
01/04/2005,19.06,0.013203255
31/03/2005,18.81,0.032967049
30/03/2005,18.2,0.014388737
29/03/2005,17.94,-0.026946915
28/03/2005,18.43,-0.017213981
24/03/2005,18.75,0.023200393
23/03/2005,18.32,-0.004900636
22/03/2005,18.41,-0.020962875
21/03/2005,18.8,-0.004246291
18/03/2005,18.88,0.001590247
17/03/2005,18.85,0.031800039
16/03/2005,18.26,-0.010351495
15/03/2005,18.45,-0.00809721
14/03/2005,18.6,0.038919683
11/03/2005,17.89,0.005605396
10/03/2005,17.79,-0.0439873
09/03/2005,18.59,-0.015479359
08/03/2005,18.88,-0.018368399
07/03/2005,19.23,0.00260349
04/03/2005,19.18,0.006800968
03/03/2005,19.05,0.015340158
02/03/2005,18.76,0.025919378
01/03/2005,18.28,-0.029643777
28/02/2005,18.83,-0.024135484
25/02/2005,19.29,0.015147848
24/02/2005,19,0.009518845
23/02/2005,18.82,0.013911407
22/02/2005,18.56,-0.014973542
18/02/2005,18.84,0.011745997
17/02/2005,18.62,-0.006957481
16/02/2005,18.75,0.05368211
15/02/2005,17.77,0.007909646
14/02/2005,17.63,-0.005656124
11/02/2005,17.73,-0.008983777
10/02/2005,17.89,0.048091694
09/02/2005,17.05,-0.00875918
08/02/2005,17.2,-0.002322881
07/02/2005,17.24,-0.022936785
04/02/2005,17.64,0.002270149
03/02/2005,17.6,0.002844952
02/02/2005,17.55,0.03419632
01/02/2005,16.96,0.008883683
31/01/2005,16.81,0.004770432
28/01/2005,16.73,0.005995222
27/01/2005,16.63,0.045518313
26/01/2005,15.89,0.010120263
25/01/2005,15.73,-0.003807111
24/01/2005,15.79,-0.006313152
21/01/2005,15.89,0.012666414
20/01/2005,15.69,-0.006986373
19/01/2005,15.8,-0.010075652
18/01/2005,15.96,0.006916092
14/01/2005,15.85,-0.009419222
13/01/2005,16,0.000625195
12/01/2005,15.99,0.01702974
11/01/2005,15.72,0.001273075
10/01/2005,15.7,0.023849019
07/01/2005,15.33,-0.011028331
06/01/2005,15.5,0.013641004
05/01/2005,15.29,-0.007168489
04/01/2005,15.4,-0.008406128
03/01/2005,15.53,-0.047777785
31/12/2004,16.29,0.012353462
30/12/2004,16.09,-0.000621311
29/12/2004,16.1,0.006855745
28/12/2004,15.99,-0.006234434
27/12/2004,16.09,-0.001862776
23/12/2004,16.12,-0.002478316
22/12/2004,16.16,-0.017786424
21/12/2004,16.45,0.004875086
20/12/2004,16.37,0.007357483
17/12/2004,16.25,0.006172859
16/12/2004,16.15,-0.015361285
15/12/2004,16.4,0.031591354
14/12/2004,15.89,-0.001257862
13/12/2004,15.91,0.026107818
10/12/2004,15.5,0.003231021
09/12/2004,15.45,0.016313575
