Date,Close,HON
20/02/2008,56.35,-0.001064207
19/02/2008,56.41,0.006580726
15/02/2008,56.04,-0.025893124
14/02/2008,57.51,-0.022693083
13/02/2008,58.83,0.022345378
12/02/2008,57.53,-0.00191022
11/02/2008,57.64,-0.003290901
08/02/2008,57.83,-0.016123848
07/02/2008,58.77,0.001702998
06/02/2008,58.67,-0.006286657
05/02/2008,59.04,-0.024097552
04/02/2008,60.48,0.00447428
01/02/2008,60.21,0.01911527
31/01/2008,59.07,0.015525348
30/01/2008,58.16,-0.004802754
29/01/2008,58.44,-0.008180005
28/01/2008,58.92,0.011436499
25/01/2008,58.25,0.035827336
24/01/2008,56.2,-0.005323881
23/01/2008,56.5,0.046182946
22/01/2008,53.95,-0.024715217
18/01/2008,55.3,-0.004870579
17/01/2008,55.57,-0.034663064
16/01/2008,57.53,0.017358199
15/01/2008,56.54,-0.021867398
14/01/2008,57.79,0.017279425
11/01/2008,56.8,-0.017798411
10/01/2008,57.82,0.003812169
09/01/2008,57.6,0.008893598
08/01/2008,57.09,-0.017192401
07/01/2008,58.08,-0.003437611
04/01/2008,58.28,-0.032413371
03/01/2008,60.2,0.004995847
02/01/2008,59.9,-0.027498234
31/12/2007,61.57,0.006027549
28/12/2007,61.2,0.000163412
27/12/2007,61.19,-0.009434032
26/12/2007,61.77,0.003892949
24/12/2007,61.53,0.013416432
21/12/2007,60.71,0.000329489
20/12/2007,60.69,-0.006569247
19/12/2007,61.09,0.008218324
18/12/2007,60.59,0.006457511
17/12/2007,60.2,0.003661179
14/12/2007,59.98,-0.011108462
13/12/2007,60.65,0.049169461
12/12/2007,57.74,-0.010509184
11/12/2007,58.35,-0.019180763
10/12/2007,59.48,0.016442442
07/12/2007,58.51,0.004796994
06/12/2007,58.23,0.008623717
05/12/2007,57.73,0.01906152
04/12/2007,56.64,-0.007387896
03/12/2007,57.06,0.007741066
30/11/2007,56.62,0.031213296
29/11/2007,54.88,-0.012674441
28/11/2007,55.58,0.02791388
27/11/2007,54.05,0.016039135
26/11/2007,53.19,-0.027444704
23/11/2007,54.67,0.013999123
21/11/2007,53.91,-0.011068182
20/11/2007,54.51,-0.004575829
19/11/2007,54.76,-0.020246534
16/11/2007,55.88,-0.022647819
15/11/2007,57.16,-0.023514223
14/11/2007,58.52,0.006514681
13/11/2007,58.14,0.017524522
12/11/2007,57.13,-0.010967122
09/11/2007,57.76,-0.026144163
08/11/2007,59.29,0.004225477
07/11/2007,59.04,-0.032494736
06/11/2007,60.99,0.01786648
05/11/2007,59.91,0.009391315
02/11/2007,59.35,0.005236941
01/11/2007,59.04,-0.022939474
31/10/2007,60.41,0.008311218
30/10/2007,59.91,0.003343926
29/10/2007,59.71,0.00453211
26/10/2007,59.44,0.005228991
25/10/2007,59.13,0.006958026
24/10/2007,58.72,0.000340657
23/10/2007,58.7,0.009585832
22/10/2007,58.14,-0.003091193
19/10/2007,58.32,-0.039833852
18/10/2007,60.69,-0.000164758
17/10/2007,60.7,-0.007549683
16/10/2007,61.16,-0.003427735
15/10/2007,61.37,-0.005524876
12/10/2007,61.71,0.013541279
11/10/2007,60.88,0.002796284
10/10/2007,60.71,-0.008692142
09/10/2007,61.24,0.010670708
08/10/2007,60.59,0.01278981
05/10/2007,59.82,0.003852278
04/10/2007,59.59,-0.005355661
03/10/2007,59.91,0.002674245
02/10/2007,59.75,-0.016762487
01/10/2007,60.76,0.021459694
28/09/2007,59.47,0.004550442
27/09/2007,59.2,-0.001687764
26/09/2007,59.3,0.003547601
25/09/2007,59.09,0.018446296
24/09/2007,58.01,-0.011653945
21/09/2007,58.69,0.008899597
20/09/2007,58.17,-0.001545994
19/09/2007,58.26,0.016964229
18/09/2007,57.28,0.01654676
17/09/2007,56.34,-0.001773365
14/09/2007,56.44,0.002483592
13/09/2007,56.3,0.005878702
12/09/2007,55.97,-0.004456733
11/09/2007,56.22,0.020849066
10/09/2007,55.06,0.006376992
07/09/2007,54.71,-0.035021986
06/09/2007,56.66,0.025381166
05/09/2007,55.24,-0.020072358
04/09/2007,56.36,0.003733006
31/08/2007,56.15,-0.002490218
30/08/2007,56.29,-0.012534368
29/08/2007,57,0.025047939
28/08/2007,55.59,-0.023292012
27/08/2007,56.9,0.019521472
24/08/2007,55.8,-0.001253694
23/08/2007,55.87,0.000895335
22/08/2007,55.82,0.014435473
21/08/2007,55.02,-0.014435473
20/08/2007,55.82,0.024665741
17/08/2007,54.46,0.006262684
16/08/2007,54.12,-0.01102547
15/08/2007,54.72,-0.029707829
14/08/2007,56.37,-0.002126529
13/08/2007,56.49,0.008533385
10/08/2007,56.01,-0.013653905
09/08/2007,56.78,-0.016939198
08/08/2007,57.75,-0.019208274
07/08/2007,58.87,-0.001358004
06/08/2007,58.95,0.013147974
03/08/2007,58.18,-0.01484289
02/08/2007,59.05,0.032705152
01/08/2007,57.15,-0.006279455
31/07/2007,57.51,-0.033008555
30/07/2007,59.44,0.01406207
27/07/2007,58.61,-0.01372554
26/07/2007,59.42,-0.024273844
25/07/2007,60.88,0.003290559
24/07/2007,60.68,-0.012609682
23/07/2007,61.45,0.008005925
20/07/2007,60.96,-0.00032803
19/07/2007,60.98,0.007241638
18/07/2007,60.54,-0.004943164
17/07/2007,60.84,0.003952574
16/07/2007,60.6,0.007619716
13/07/2007,60.14,-0.00497596
12/07/2007,60.44,0.028530212
11/07/2007,58.74,0.015786189
10/07/2007,57.82,-0.012204707
09/07/2007,58.53,-0.009353014
06/07/2007,59.08,0.012261734
05/07/2007,58.36,0.020076825
03/07/2007,57.2,0.002100106
02/07/2007,57.08,0.01411456
29/06/2007,56.28,-0.001775253
28/06/2007,56.38,0.001242346
27/06/2007,56.31,0.005341893
26/06/2007,56.01,0.00590923
25/06/2007,55.68,0
22/06/2007,55.68,-0.01249347
21/06/2007,56.38,-0.003010717
20/06/2007,56.55,-0.023073913
19/06/2007,57.87,0.001037344
18/06/2007,57.81,-0.018169852
15/06/2007,58.87,0.010759219
14/06/2007,58.24,0.011918269
13/06/2007,57.55,0.015938686
12/06/2007,56.64,-0.006686634
11/06/2007,57.02,-0.006293727
08/06/2007,57.38,0.017226652
07/06/2007,56.4,-0.016529302
06/06/2007,57.34,-0.014543193
05/06/2007,58.18,-0.007534282
04/06/2007,58.62,-0.00306592
01/06/2007,58.8,0.015251774
31/05/2007,57.91,0.003113112
30/05/2007,57.73,0.006604125
29/05/2007,57.35,0.007350401
25/05/2007,56.93,0.01664934
24/05/2007,55.99,-0.009775249
23/05/2007,56.54,-0.007751977
22/05/2007,56.98,-0.022901764
21/05/2007,58.3,-0.006837633
18/05/2007,58.7,0.008210789
17/05/2007,58.22,0.001375043
16/05/2007,58.14,0.002238486
15/05/2007,58.01,-0.011824317
14/05/2007,58.7,0.015623977
11/05/2007,57.79,0.016223644
10/05/2007,56.86,0.00087974
09/05/2007,56.81,0.018117725
08/05/2007,55.79,0.008279385
07/05/2007,55.33,-0.014176998
04/05/2007,56.12,0.002140564
03/05/2007,56,0.00896867
02/05/2007,55.5,0.007596347
01/05/2007,55.08,0.016474837
30/04/2007,54.18,-0.013019346
27/04/2007,54.89,0.022104418
26/04/2007,53.69,-0.00557208
25/04/2007,53.99,0.020395505
24/04/2007,52.9,0.032078041
23/04/2007,51.23,-0.003312875
20/04/2007,51.4,0.046594134
19/04/2007,49.06,0.01747757
18/04/2007,48.21,0.011893724
17/04/2007,47.64,0.005472546
16/04/2007,47.38,0.007414503
13/04/2007,47.03,0.000850883
12/04/2007,46.99,0.012850894
11/04/2007,46.39,-0.01263806
10/04/2007,46.98,-0.002763313
09/04/2007,47.11,-0.003178979
05/04/2007,47.26,0.000211618
04/04/2007,47.25,0.010852325
03/04/2007,46.74,0.012703368
02/04/2007,46.15,0.001952067
30/03/2007,46.06,0.002608697
29/03/2007,45.94,-0.001957161
28/03/2007,46.03,-0.015092999
27/03/2007,46.73,-0.012969247
26/03/2007,47.34,-0.007785415
23/03/2007,47.71,0.002728515
22/03/2007,47.58,-0.002518893
21/03/2007,47.7,0.0118095
20/03/2007,47.14,-0.001483837
19/03/2007,47.21,0.005735544
16/03/2007,46.94,-0.000851789
15/03/2007,46.98,0.001704304
14/03/2007,46.9,0.00042653
13/03/2007,46.88,-0.015451678
12/03/2007,47.61,0.008013539
09/03/2007,47.23,-0.001692406
08/03/2007,47.31,0.015335764
07/03/2007,46.59,0.005380407
06/03/2007,46.34,0.01019421
05/03/2007,45.87,-0.00087165
02/03/2007,45.91,-0.006080366
01/03/2007,46.19,-0.004536135
28/02/2007,46.4,0.005185837
27/02/2007,46.16,-0.031139219
26/02/2007,47.62,-0.001468891
23/02/2007,47.69,-0.010429798
22/02/2007,48.19,-0.002487048
21/02/2007,48.31,0.003940687
20/02/2007,48.12,0.006044833
16/02/2007,47.83,0.005450747
15/02/2007,47.57,0.000630849
14/02/2007,47.54,0.021904119
13/02/2007,46.51,0.009071337
12/02/2007,46.09,-0.003249218
09/02/2007,46.24,-0.007111333
08/02/2007,46.57,0
07/02/2007,46.57,-0.001073077
06/02/2007,46.62,0.012953549
05/02/2007,46.02,-0.003037538
02/02/2007,46.16,0.004995124
01/02/2007,45.93,0.005239043
31/01/2007,45.69,0.012110684
30/01/2007,45.14,0.02036548
29/01/2007,44.23,0.002263469
26/01/2007,44.13,-0.001584966
25/01/2007,44.2,-0.004965029
24/01/2007,44.42,-0.00090009
23/01/2007,44.46,0.004508574
22/01/2007,44.26,-0.023004923
19/01/2007,45.29,0.005535274
18/01/2007,45.04,-0.011040077
17/01/2007,45.54,-0.001755156
16/01/2007,45.62,0.001316078
12/01/2007,45.56,-0.003286954
11/01/2007,45.71,0.016543887
10/01/2007,44.96,-0.006208446
09/01/2007,45.24,0.007098521
08/01/2007,44.92,0.006028823
05/01/2007,44.65,-0.009584382
04/01/2007,45.08,-0.000443557
03/01/2007,45.1,-0.003099405
29/12/2006,45.24,-0.004851167
28/12/2006,45.46,0.001761339
27/12/2006,45.38,0.011079218
26/12/2006,44.88,0.005585983
22/12/2006,44.63,-0.002908605
21/12/2006,44.76,0.004478288
20/12/2006,44.56,0.004723887
19/12/2006,44.35,0.025809358
18/12/2006,43.22,-0.00921241
15/12/2006,43.62,0.02155106
14/12/2006,42.69,0.019633984
13/12/2006,41.86,-0.004052932
12/12/2006,42.03,-0.004036572
11/12/2006,42.2,-0.006613156
08/12/2006,42.48,-0.002586107
07/12/2006,42.59,-0.007252342
06/12/2006,42.9,-0.00997341
05/12/2006,43.33,-0.006441246
04/12/2006,43.61,0.018514762
01/12/2006,42.81,-0.003963171
