Date,Close,GS
22/12/2004,104.4,-0.005825908
21/12/2004,105.01,0.011685957
20/12/2004,103.79,0.000385468
17/12/2004,103.75,-0.015778477
16/12/2004,105.4,-0.035876198
15/12/2004,109.25,-0.005750027
14/12/2004,109.88,-0.005174069
13/12/2004,110.45,0.00955204
10/12/2004,109.4,0.01761307
09/12/2004,107.49,0.007564121
08/12/2004,106.68,0.005545909
07/12/2004,106.09,-0.010128568
06/12/2004,107.17,0.006553103
03/12/2004,106.47,-0.001220256
02/12/2004,106.6,0.005644418
01/12/2004,106,0.011767074
30/11/2004,104.76,-0.003049945
29/11/2004,105.08,0.002286586
26/11/2004,104.84,-0.001524972
24/11/2004,105,0.011398045
23/11/2004,103.81,0.003763938
22/11/2004,103.42,0.003681105
19/11/2004,103.04,-0.017222728
18/11/2004,104.83,0.001145366
17/11/2004,104.71,0.009499664
16/11/2004,103.72,-0.008639777
15/11/2004,104.62,-0.000382263
12/11/2004,104.66,0.015988013
11/11/2004,103,0.022086787
10/11/2004,100.75,-0.001190358
09/11/2004,100.87,0.006564575
08/11/2004,100.21,-0.00636628
05/11/2004,100.85,0.008464078
04/11/2004,100,0.006319929
03/11/2004,99.37,0.008286224
02/11/2004,98.55,0.002336568
01/11/2004,98.32,-0.000610066
29/10/2004,98.38,0.00970336
28/10/2004,97.43,0.013744855
27/10/2004,96.1,0.02465099
26/10/2004,93.76,0.01439492
25/10/2004,92.42,-0.003025067
22/10/2004,92.7,-0.008272057
21/10/2004,93.47,0.012163112
20/10/2004,92.34,-0.007767029
19/10/2004,93.06,-0.01270638
18/10/2004,94.25,0.000955363
15/10/2004,94.16,0.013148941
14/10/2004,92.93,-0.01907865
13/10/2004,94.72,0.001373409
12/10/2004,94.59,0.004768726
11/10/2004,94.14,-0.001061684
08/10/2004,94.24,-0.006451976
07/10/2004,94.85,-0.007143638
06/10/2004,95.53,0.015401148
05/10/2004,94.07,-0.008468347
04/10/2004,94.87,0.010064177
01/10/2004,93.92,0.007266542
30/09/2004,93.24,-0.000428908
29/09/2004,93.28,0.002361276
28/09/2004,93.06,0.003336745
27/09/2004,92.75,-0.007839808
24/09/2004,93.48,0.004395611
23/09/2004,93.07,-0.003432375
22/09/2004,93.39,-0.016039432
21/09/2004,94.9,0.034519453
20/09/2004,91.68,-0.004027655
17/09/2004,92.05,-0.011986537
16/09/2004,93.16,0.008083247
15/09/2004,92.41,-0.018122849
14/09/2004,94.1,0.005327663
13/09/2004,93.6,0.005034017
10/09/2004,93.13,0.013621832
09/09/2004,91.87,0.004691515
08/09/2004,91.44,-0.008602438
07/09/2004,92.23,0.02225603
03/09/2004,90.2,-0.009489203
02/09/2004,91.06,0.020749704
01/09/2004,89.19,-0.005144274
31/08/2004,89.65,0.005592856
30/08/2004,89.15,-0.014808487
27/08/2004,90.48,-0.007048487
26/08/2004,91.12,0.012034371
25/08/2004,90.03,0.028161356
24/08/2004,87.53,0.000342798
23/08/2004,87.5,-0.003536596
20/08/2004,87.81,0.013875574
19/08/2004,86.6,-0.009653028
18/08/2004,87.44,0.012080915
17/08/2004,86.39,0.006619849
16/08/2004,85.82,0.01846351
13/08/2004,84.25,0.004639827
12/08/2004,83.86,-0.009376367
11/08/2004,84.65,-0.007766572
10/08/2004,85.31,0.008948606
09/08/2004,84.55,0
06/08/2004,84.55,-0.014675931
05/08/2004,85.8,-0.021332605
04/08/2004,87.65,-0.000342212
03/08/2004,87.68,-0.008630533
02/08/2004,88.44,0.002830778
30/07/2004,88.19,-0.016865702
29/07/2004,89.69,0.010986658
28/07/2004,88.71,-0.000901409
27/07/2004,88.79,0.020021144
26/07/2004,87.03,-0.005957172
23/07/2004,87.55,-0.002395757
22/07/2004,87.76,0.003881727
21/07/2004,87.42,-0.02574668
20/07/2004,89.7,0.024831976
19/07/2004,87.5,0.002861232
16/07/2004,87.25,-0.01230224
15/07/2004,88.33,-0.0175069
14/07/2004,89.89,-0.005214991
13/07/2004,90.36,-0.003314554
12/07/2004,90.66,0.006751174
09/07/2004,90.05,0.000555401
08/07/2004,90,-0.006313362
07/07/2004,90.57,-0.017837098
06/07/2004,92.2,-0.015177085
02/07/2004,93.61,-0.000427214
01/07/2004,93.65,-0.005431034
30/06/2004,94.16,0.001700681
29/06/2004,94,0.007903491
28/06/2004,93.26,-0.013737504
25/06/2004,94.55,0.014488375
24/06/2004,93.19,0.015899962
23/06/2004,91.72,0.012286245
22/06/2004,90.6,0.020180182
21/06/2004,88.79,-0.004382768
18/06/2004,89.18,-0.001792517
17/06/2004,89.34,-0.007138107
16/06/2004,89.98,-0.002552862
15/06/2004,90.21,-0.014526502
14/06/2004,91.53,-0.016040227
10/06/2004,93.01,0.000107521
09/06/2004,93,-0.010695289
08/06/2004,94,0.004478097
07/06/2004,93.58,0.022259158
04/06/2004,91.52,0.010655343
03/06/2004,90.55,-0.013383263
02/06/2004,91.77,-0.013314046
01/06/2004,93,-0.009737384
28/05/2004,93.91,0.006623956
27/05/2004,93.29,-0.001071352
26/05/2004,93.39,0.003002683
25/05/2004,93.11,0.01493211
24/05/2004,91.73,-0.00010901
21/05/2004,91.74,-0.007168489
20/05/2004,92.4,-0.003025721
19/05/2004,92.68,-0.006774584
18/05/2004,93.31,0.006774584
17/05/2004,92.68,-0.01424846
14/05/2004,94.01,0.005974626
13/05/2004,93.45,0.005687626
12/05/2004,92.92,-0.002042682
11/05/2004,93.11,0.010906647
10/05/2004,92.1,-0.010154565
07/05/2004,93.04,-0.022425086
06/05/2004,95.15,-0.010454878
05/05/2004,96.15,-0.012608683
04/05/2004,97.37,0.004632259
03/05/2004,96.92,0.001755564
30/04/2004,96.75,-0.015486695
29/04/2004,98.26,-0.001423777
28/04/2004,98.4,-0.025188226
27/04/2004,100.91,-0.002375533
26/04/2004,101.15,0.00734276
23/04/2004,100.41,-0.0137483
22/04/2004,101.8,0.017839918
21/04/2004,100,0.000900405
20/04/2004,99.91,-0.025397877
19/04/2004,102.48,-0.008550382
16/04/2004,103.36,0.015895795
15/04/2004,101.73,0.003150539
14/04/2004,101.41,-0.016721653
13/04/2004,103.12,-0.025846179
12/04/2004,105.82,0.001134645
08/04/2004,105.7,0.00426642
07/04/2004,105.25,-0.003130487
06/04/2004,105.58,-0.001135933
05/04/2004,105.7,-0.002362392
02/04/2004,105.95,-0.000471809
01/04/2004,106,0.015688461
31/03/2004,104.35,0.000862854
30/03/2004,104.26,0.00038373
29/03/2004,104.22,0.00451989
26/03/2004,103.75,0.018483016
25/03/2004,101.85,0.025959984
24/03/2004,99.24,-0.021433308
23/03/2004,101.39,0.000888056
22/03/2004,101.3,-0.013336146
19/03/2004,102.66,-0.010079558
18/03/2004,103.7,-0.002984933
17/03/2004,104.01,0.009175705
16/03/2004,103.06,0.002331456
15/03/2004,102.82,-0.020313575
12/03/2004,104.93,0.018661565
11/03/2004,102.99,-0.005422692
10/03/2004,103.55,-0.021117788
09/03/2004,105.76,-0.014922148
08/03/2004,107.35,-0.015711968
05/03/2004,109.05,0.004872005
04/03/2004,108.52,0.01869561
03/03/2004,106.51,0.001033301
02/03/2004,106.4,
