Date,Close,GD
11/10/2007,87.01,0.011908344
10/10/2007,85.98,-0.013745524
09/10/2007,87.17,0.014676406
08/10/2007,85.9,0.021652999
05/10/2007,84.06,0.003097822
04/10/2007,83.8,0.006344667
03/10/2007,83.27,-0.000960269
02/10/2007,83.35,-0.013821261
01/10/2007,84.51,0.000473429
28/09/2007,84.47,-0.00378117
27/09/2007,84.79,0.004965723
26/09/2007,84.37,0.000830023
25/09/2007,84.3,0.030838387
24/09/2007,81.74,-0.014815086
21/09/2007,82.96,-0.00312914
20/09/2007,83.22,0.002647096
19/09/2007,83,0.013463725
18/09/2007,81.89,0.017368177
17/09/2007,80.48,-0.007920833
14/09/2007,81.12,0.003210276
13/09/2007,80.86,0.009693129
12/09/2007,80.08,0.006891826
11/09/2007,79.53,0.010491154
10/09/2007,78.7,0.007141066
07/09/2007,78.14,-0.009045224
06/09/2007,78.85,0.012506544
05/09/2007,77.87,-0.018323455
04/09/2007,79.31,0.00950156
31/08/2007,78.56,0.006000656
30/08/2007,78.09,-0.002046822
29/08/2007,78.25,0.024580798
28/08/2007,76.35,-0.04005156
27/08/2007,79.47,0.003403293
24/08/2007,79.2,0.019507216
23/08/2007,77.67,-0.00641686
22/08/2007,78.17,0.006030685
21/08/2007,77.7,0.002577321
20/08/2007,77.5,0.000258098
17/08/2007,77.48,0.022845455
16/08/2007,75.73,0.005959888
15/08/2007,75.28,-0.003712547
14/08/2007,75.56,-0.029599918
13/08/2007,77.83,0.006703648
10/08/2007,77.31,0.040520225
09/08/2007,74.24,-0.053627583
08/08/2007,78.33,0.001149646
07/08/2007,78.24,-0.021119976
06/08/2007,79.91,0.005395584
03/08/2007,79.48,-0.010513238
02/08/2007,80.32,0.023429715
01/08/2007,78.46,-0.001273723
31/07/2007,78.56,-0.012020136
30/07/2007,79.51,0.002266433
27/07/2007,79.33,-0.016378437
26/07/2007,80.64,-0.029929553
25/07/2007,83.09,0.034154737
24/07/2007,80.3,-0.011145626
23/07/2007,81.2,0.006796443
20/07/2007,80.65,-0.001239158
19/07/2007,80.75,0.013213855
18/07/2007,79.69,-0.012966146
17/07/2007,80.73,0.012213512
16/07/2007,79.75,-0.002879862
13/07/2007,79.98,0.00187723
12/07/2007,79.83,0.011591411
11/07/2007,78.91,0.01339562
10/07/2007,77.86,-0.021347698
09/07/2007,79.54,-0.002636702
06/07/2007,79.75,0.009955347
05/07/2007,78.96,0.00609758
03/07/2007,78.48,0.003702053
02/07/2007,78.19,-0.000383607
29/06/2007,78.22,-0.009922483
28/06/2007,79,0.007241345
27/06/2007,78.43,0.005625894
26/06/2007,77.99,-0.007409334
25/06/2007,78.57,0.007024743
22/06/2007,78.02,-0.011216024
21/06/2007,78.9,-0.00732419
20/06/2007,79.48,-0.011011122
19/06/2007,80.36,0.010005086
18/06/2007,79.56,-0.008635308
15/06/2007,80.25,0.002620252
14/06/2007,80.04,-0.001872309
13/06/2007,80.19,0.011917597
12/06/2007,79.24,-0.013412924
11/06/2007,80.31,-0.003356334
08/06/2007,80.58,0.011985162
07/06/2007,79.62,0.008703934
06/06/2007,78.93,-0.000253357
05/06/2007,78.95,-0.006942281
04/06/2007,79.5,-0.004768487
01/06/2007,79.88,-0.004496635
31/05/2007,80.24,0.009894251
30/05/2007,79.45,-0.009270926
29/05/2007,80.19,0.01672469
25/05/2007,78.86,0.003175211
24/05/2007,78.61,-0.015149892
23/05/2007,79.81,-0.009353439
22/05/2007,80.56,-0.017229075
21/05/2007,81.96,0.008577433
18/05/2007,81.26,0.003081287
17/05/2007,81.01,-0.004311148
16/05/2007,81.36,0.005052072
15/05/2007,80.95,0.00731514
14/05/2007,80.36,0.002616661
11/05/2007,80.15,0.008017079
10/05/2007,79.51,-0.013987989
09/05/2007,80.63,0.003852133
08/05/2007,80.32,-0.01347946
07/05/2007,81.41,0.021354008
04/05/2007,79.69,-0.009740337
03/05/2007,80.47,0.008110345
02/05/2007,79.82,0.016802871
01/05/2007,78.49,-0.000127397
30/04/2007,78.5,-0.022297327
27/04/2007,80.27,0.014683077
26/04/2007,79.1,-0.003659541
25/04/2007,79.39,-0.008528836
24/04/2007,80.07,0.012061963
23/04/2007,79.11,-0.005546466
20/04/2007,79.55,0.02018988
19/04/2007,77.96,0.011741313
18/04/2007,77.05,0.002729224
17/04/2007,76.84,-0.004415018
16/04/2007,77.18,0.005977926
13/04/2007,76.72,-0.008048856
12/04/2007,77.34,0.008048856
11/04/2007,76.72,-0.021533938
10/04/2007,78.39,-0.001657001
09/04/2007,78.52,0.00523528
05/04/2007,78.11,-0.001918527
04/04/2007,78.26,0.011308268
03/04/2007,77.38,0.014448673
02/04/2007,76.27,-0.00170302
30/03/2007,76.4,-0.003266909
29/03/2007,76.65,-0.002345584
28/03/2007,76.83,-0.009327701
27/03/2007,77.55,-0.000515663
26/03/2007,77.59,-0.000515398
23/03/2007,77.63,0.002708805
22/03/2007,77.42,-0.014362904
21/03/2007,78.54,0.001529052
20/03/2007,78.42,0.001275999
19/03/2007,78.32,0.009880109
16/03/2007,77.55,0.000903051
15/03/2007,77.48,-0.001289823
14/03/2007,77.58,0.010495723
13/03/2007,76.77,-0.025845219
12/03/2007,78.78,0.018706503
09/03/2007,77.32,0.002979084
08/03/2007,77.09,0.013845571
07/03/2007,76.03,-0.006032014
06/03/2007,76.49,0.017940067
05/03/2007,75.13,-0.004382768
02/03/2007,75.46,-0.012510863
01/03/2007,76.41,0.000392696
28/02/2007,76.38,0.01384242
27/02/2007,75.33,-0.035983546
26/02/2007,78.09,-0.012218556
23/02/2007,79.05,-0.001643178
22/02/2007,79.18,0.005826489
21/02/2007,78.72,-0.007214765
20/02/2007,79.29,0.000504605
16/02/2007,79.25,-0.003023815
15/02/2007,79.49,-0.001759679
14/02/2007,79.63,-0.002257904
13/02/2007,79.81,0.012989652
12/02/2007,78.78,-0.009852296
09/02/2007,79.56,0.004030232
08/02/2007,79.24,-0.002520798
07/02/2007,79.44,-0.001635118
06/02/2007,79.57,0.006303601
05/02/2007,79.07,0.005071648
02/02/2007,78.67,-0.005324556
01/02/2007,79.09,0.011956388
31/01/2007,78.15,0.014435101
30/01/2007,77.03,-0.001815824
29/01/2007,77.17,-0.011338866
26/01/2007,78.05,0.003851096
25/01/2007,77.75,-0.026651324
24/01/2007,79.85,-0.012940332
23/01/2007,80.89,0.026684953
22/01/2007,78.76,-0.009729055
19/01/2007,79.53,0.008460181
18/01/2007,78.86,-0.015227124
17/01/2007,80.07,0.005133674
16/01/2007,79.66,-0.005383425
12/01/2007,80.09,-0.005230398
11/01/2007,80.51,0.015269383
10/01/2007,79.29,0.012436709
09/01/2007,78.31,0.003966482
08/01/2007,78,0.044702377
05/01/2007,74.59,0.002281727
04/01/2007,74.42,0.006335534
03/01/2007,73.95,-0.005394484
29/12/2006,74.35,-0.00683603
28/12/2006,74.86,-0.00026713
27/12/2006,74.88,0.00817973
26/12/2006,74.27,0.003912315
22/12/2006,73.98,-0.008747785
21/12/2006,74.63,0.002549139
20/12/2006,74.44,0.00188248
19/12/2006,74.3,0.020394997
18/12/2006,72.8,0.003853569
15/12/2006,72.52,-0.011380119
14/12/2006,73.35,0.006291049
13/12/2006,72.89,-0.012271766
12/12/2006,73.79,-0.011185347
11/12/2006,74.62,0.00645337
08/12/2006,74.14,-0.00792642
07/12/2006,74.73,-0.008925657
06/12/2006,75.4,-0.004763174
05/12/2006,75.76,0.006090314
04/12/2006,75.3,0.006528569
01/12/2006,74.81,-0.000400936
30/11/2006,74.84,-0.00200227
29/11/2006,74.99,0.019525295
28/11/2006,73.54,0.01341567
27/11/2006,72.56,-0.014910337
24/11/2006,73.65,-0.001763549
22/11/2006,73.78,0
21/11/2006,73.78,0.010902261
20/11/2006,72.98,-0.012662706
17/11/2006,73.91,-0.013839657
16/11/2006,74.94,0.014651784
15/11/2006,73.85,0.026620672
14/11/2006,71.91,0.00851901
13/11/2006,71.3,0.013413544
10/11/2006,70.35,0.00099552
09/11/2006,70.28,-0.002983592
08/11/2006,70.49,-0.021195263
07/11/2006,72,0.007808182
06/11/2006,71.44,0.012819785
03/11/2006,70.53,-0.005655324
02/11/2006,70.93,-0.008703031
01/11/2006,71.55,0.006309169
31/10/2006,71.1,-0.005050516
30/10/2006,71.46,0.007726385
27/10/2006,70.91,-0.01927434
26/10/2006,72.29,-0.006205633
25/10/2006,72.74,-0.005210488
24/10/2006,73.12,0.004660735
23/10/2006,72.78,0.008416745
20/10/2006,72.17,-0.003872222
19/10/2006,72.45,-0.034991365
18/10/2006,75.03,-0.013634469
17/10/2006,76.06,-0.019658252
16/10/2006,77.57,0.019263904
13/10/2006,76.09,-0.020809699
12/10/2006,77.69,0.021730085
11/10/2006,76.02,0.002898171
10/10/2006,75.8,0.013013064
09/10/2006,74.82,-0.007191401
06/10/2006,75.36,0.005321992
05/10/2006,74.96,0.002136753
04/10/2006,74.8,0.008862687
03/10/2006,74.14,0.009350295
02/10/2006,73.45,0.024532653
29/09/2006,71.67,-0.010272161
28/09/2006,72.41,0.013346507
27/09/2006,71.45,-0.008501201
26/09/2006,72.06,0.013130514
25/09/2006,71.12,0.007196814
22/09/2006,70.61,-0.012525672
21/09/2006,71.5,0.001679732
20/09/2006,71.38,0.011837793
19/09/2006,70.54,-0.002265648
18/09/2006,70.7,-0.013905695
15/09/2006,71.69,0.011362962
14/09/2006,70.88,0.024131963
13/09/2006,69.19,-0.001444252
12/09/2006,69.29,-0.006473446
11/09/2006,69.74,0.005319544
08/09/2006,69.37,0.00563789
07/09/2006,68.98,-0.001159084
06/09/2006,69.06,-0.001880652
05/09/2006,69.19,0.014998461
01/09/2006,68.16,0.008989818
31/08/2006,67.55,-0.000739919
30/08/2006,67.6,-0.005752652
29/08/2006,67.99,0.008863997
28/08/2006,67.39,0.000445269
25/08/2006,67.36,0.007749666
24/08/2006,66.84,-0.008343314
23/08/2006,67.4,-0.011359567
22/08/2006,68.17,-0.007599043
21/08/2006,68.69,-0.001018552
18/08/2006,68.76,-0.004498303
17/08/2006,69.07,-0.007644084
16/08/2006,69.6,0.011124871
15/08/2006,68.83,0.019512099
14/08/2006,67.5,-0.001924074
11/08/2006,67.63,0.004445769
10/08/2006,67.33,0.013457141
09/08/2006,66.43,-0.013160052
08/08/2006,67.31,-0.007990572
07/08/2006,67.85,0.001327336
04/08/2006,67.76,0.005475411
03/08/2006,67.39,0.005505557
02/08/2006,67.02,0.001941603
01/08/2006,66.89,-0.001941603
31/07/2006,67.02,-0.003574624
28/07/2006,67.26,-0.012705149
27/07/2006,68.12,0.00191022
26/07/2006,67.99,-0.020238006
25/07/2006,69.38,0.019943888
24/07/2006,68.01,0.008416439
21/07/2006,67.44,-0.00723945
20/07/2006,67.93,-0.000882872
19/07/2006,67.99,-0.005280928
18/07/2006,68.35,0.007489572
17/07/2006,67.84,-0.011286305
14/07/2006,68.61,0.000729022
13/07/2006,68.56,-0.00639723
12/07/2006,69,0.004939717
11/07/2006,68.66,0.025967821
10/07/2006,66.9,0.005696313
07/07/2006,66.52,-0.007189965
06/07/2006,67,0.030766994
05/07/2006,64.97,-0.003533844
03/07/2006,65.2,-0.0039798
30/06/2006,65.46,0.00198792
29/06/2006,65.33,0.019631205
28/06/2006,64.06,-0.001403947
27/06/2006,64.15,-0.006680674
26/06/2006,64.58,-0.012617493
23/06/2006,65.4,0.00122399
22/06/2006,65.32,-0.003057171
21/06/2006,65.52,0.004742608
20/06/2006,65.21,-0.004437311
19/06/2006,65.5,-0.00942113
16/06/2006,66.12,0.02062874
15/06/2006,64.77,0.012115712
14/06/2006,63.99,0.021961543
13/06/2006,62.6,0.002879541
12/06/2006,62.42,-0.015104826
09/06/2006,63.37,-0.009110965
08/06/2006,63.95,0.007691742
07/06/2006,63.46,0.003156568
06/06/2006,63.26,-0.007715966
05/06/2006,63.75,-0.005007052
02/06/2006,64.07,-0.007153996
01/06/2006,64.53,0.013888028
31/05/2006,63.64,0.00567288
30/05/2006,63.28,0.009207876
26/05/2006,62.7,0.000478583
25/05/2006,62.67,0.005440013
24/05/2006,62.33,-0.010691876
23/05/2006,63,-0.032021479
22/05/2006,65.05,0.008956206
19/05/2006,64.47,0.023382784
18/05/2006,62.98,0.000158793
17/05/2006,62.97,-0.026638993
16/05/2006,64.67,-0.015649291
15/05/2006,65.69,0.007487238
12/05/2006,65.2,-0.022295608
11/05/2006,66.67,-0.005832664
10/05/2006,67.06,-0.012153699
09/05/2006,67.88,0.001326749
08/05/2006,67.79,-0.012606441
05/05/2006,68.65,0.009072348
04/05/2006,68.03,0.016450908
03/05/2006,66.92,-0.004175371
02/05/2006,67.2,0.013181737
01/05/2006,66.32,0.010610983
28/04/2006,65.62,-0.03973637
27/04/2006,68.28,0.003668114
26/04/2006,68.03,-0.004107384
25/04/2006,68.31,-0.003215437
24/04/2006,68.53,0.009530165
21/04/2006,67.88,-0.006607468
20/04/2006,68.33,-0.015682041
19/04/2006,69.41,0.043581164
18/04/2006,66.45,0.033668061
17/04/2006,64.25,0.005618869
13/04/2006,63.89,-0.00062588
12/04/2006,63.93,-0.013979724
11/04/2006,64.83,-0.005384214
10/04/2006,65.18,0.003688907
07/04/2006,64.94,-0.001999847
06/04/2006,65.07,0.00879839
05/04/2006,64.5,-0.009105704
04/04/2006,65.09,0.015794692
03/04/2006,64.07,0.001405701
31/03/2006,63.98,-0.004366819
30/03/2006,64.26,-0.00372787
29/03/2006,64.5,0.007938403
28/03/2006,63.99,-0.013195876
27/03/2006,64.84,-0.705333574
24/03/2006,131.27,0.003204642
23/03/2006,130.85,0.002295334
22/03/2006,130.55,0.00345291
21/03/2006,130.1,-0.008114566
20/03/2006,131.16,0.003819423
17/03/2006,130.66,0.009844719
16/03/2006,129.38,0.001469622
15/03/2006,129.19,0.008551047
14/03/2006,128.09,0.005636905
13/03/2006,127.37,0.008436207
10/03/2006,126.3,-0.004818144
09/03/2006,126.91,-7.87929E-05
08/03/2006,126.92,0.001261432
07/03/2006,126.76,-0.003229239
06/03/2006,127.17,-0.005020012
03/03/2006,127.81,0.010776899
02/03/2006,126.44,0.015783508
01/03/2006,124.46,0.009607308
28/02/2006,123.27,-0.011453585
27/02/2006,124.69,0.022629621
24/02/2006,121.9,0.00559396
23/02/2006,121.22,0.008450054
22/02/2006,120.2,0.010033529
21/02/2006,119,-0.019390613
17/02/2006,121.33,-0.005015014
16/02/2006,121.94,0.017705435
15/02/2006,119.8,-0.006738514
14/02/2006,120.61,0.005737346
13/02/2006,119.92,0.000250198
10/02/2006,119.89,0.01928562
09/02/2006,117.6,0.010170593
08/02/2006,116.41,-0.004200426
07/02/2006,116.9,-0.001709402
06/02/2006,117.1,0.002308384
03/02/2006,116.83,0.004460846
02/02/2006,116.31,0.000946196
01/02/2006,116.2,-0.001375989
31/01/2006,116.36,-0.007960667
30/01/2006,117.29,-0.01026346
27/01/2006,118.5,-0.003117498
26/01/2006,118.87,0.038853993
25/01/2006,114.34,-0.012688099
24/01/2006,115.8,0.010155015
23/01/2006,114.63,-0.004004881
20/01/2006,115.09,-0.008220528
19/01/2006,116.04,-0.000775294
18/01/2006,116.13,0.002414002
17/01/2006,115.85,-0.011585626
13/01/2006,117.2,0.014784522
12/01/2006,115.48,0.001993673
11/01/2006,115.25,-0.005451491
10/01/2006,115.88,-0.00258554
09/01/2006,116.18,8.6077E-05
06/01/2006,116.17,0.022371129
05/01/2006,113.6,-0.012335575
04/01/2006,115.01,8.69527E-05
03/01/2006,115,0.00829518
30/12/2005,114.05,-0.003937874
29/12/2005,114.5,-0.002181026
28/12/2005,114.75,-8.71422E-05
27/12/2005,114.76,-0.00165426
23/12/2005,114.95,-0.000434877
22/12/2005,115,0.014187119
21/12/2005,113.38,-0.007118719
20/12/2005,114.19,0.004916172
19/12/2005,113.63,-0.007015726
16/12/2005,114.43,0.001836869
15/12/2005,114.22,0.022488774
14/12/2005,111.68,-0.003664481
13/12/2005,112.09,0.01274932
12/12/2005,110.67,-0.018886218
09/12/2005,112.78,0.001153352
08/12/2005,112.65,0.013944983
07/12/2005,111.09,-0.013234567
06/12/2005,112.57,-0.003812568
05/12/2005,113,-0.00485545
02/12/2005,113.55,-0.019189424
01/12/2005,115.75,0.012606122
30/11/2005,114.3,-0.008537381
29/11/2005,115.28,0.002084058
28/11/2005,115.04,-0.007447856
25/11/2005,115.9,-0.002240801
23/11/2005,116.16,0.000172191
22/11/2005,116.14,-0.007377575
21/11/2005,117,-0.001793263
18/11/2005,117.21,-0.007564525
17/11/2005,118.1,0.01484289
16/11/2005,116.36,0.007418304
15/11/2005,115.5,-0.003888534
14/11/2005,115.95,-0.003443826
11/11/2005,116.35,-0.009835444
10/11/2005,117.5,0.002556456
09/11/2005,117.2,-0.000511814
08/11/2005,117.26,0.006502419
07/11/2005,116.5,0.001030574
04/11/2005,116.38,0.00197824
03/11/2005,116.15,-0.0012906
02/11/2005,116.3,0.0022381
01/11/2005,116.04,-0.0022381
31/10/2005,116.3,-0.003004939
28/10/2005,116.65,0.012855533
27/10/2005,115.16,-0.004418844
26/10/2005,115.67,-0.006463033
25/10/2005,116.42,-0.018383496
24/10/2005,118.58,0.017353277
21/10/2005,116.54,-0.012280557
20/10/2005,117.98,-0.025771172
19/10/2005,121.06,0.009461437
18/10/2005,119.92,-0.002498544
17/10/2005,120.22,0.00116521
14/10/2005,120.08,0.007858915
13/10/2005,119.14,-0.002514881
12/10/2005,119.44,0.000251204
11/10/2005,119.41,0.001173119
10/10/2005,119.27,-0.002679395
07/10/2005,119.59,0.009156265
06/10/2005,118.5,0.006264306
05/10/2005,117.76,-0.02474232
04/10/2005,120.71,0.009238133
03/10/2005,119.6,0.000418148
30/09/2005,119.55,0.002512564
29/09/2005,119.25,0.002518893
28/09/2005,118.95,0.00294675
27/09/2005,118.6,-0.006638959
26/09/2005,119.39,-0.004596172
23/09/2005,119.94,0.017069996
22/09/2005,117.91,0.023251873
21/09/2005,115.2,-0.00623055
20/09/2005,115.92,-0.001120835
19/09/2005,116.05,-0.009007138
16/09/2005,117.1,0.007715426
15/09/2005,116.2,-0.002750088
14/09/2005,116.52,0.004386538
13/09/2005,116.01,-0.006786676
12/09/2005,116.8,0.003860181
09/09/2005,116.35,0.00958598
08/09/2005,115.24,-0.001820626
07/09/2005,115.45,0.001386843
06/09/2005,115.29,0.010024928
02/09/2005,114.14,-0.006027009
01/09/2005,114.83,0.002092233
31/08/2005,114.59,0.003496813
30/08/2005,114.19,-0.006024378
29/08/2005,114.88,0.000261176
26/08/2005,114.85,-0.002608697
25/08/2005,115.15,-0.006060625
24/08/2005,115.85,-0.002414002
23/08/2005,116.13,-0.002923476
22/08/2005,116.47,0.007411271
19/08/2005,115.61,0.006421404
18/08/2005,114.87,-0.000870171
17/08/2005,114.97,0.006107156
16/08/2005,114.27,-0.007758397
15/08/2005,115.16,0.013726992
12/08/2005,113.59,-0.008939586
11/08/2005,114.61,0.009644122
10/08/2005,113.51,-0.008334478
09/08/2005,114.46,-0.004358825
08/08/2005,114.96,-0.000521785
05/08/2005,115.02,-0.000434613
04/08/2005,115.07,-0.00303701
03/08/2005,115.42,0.002168352
02/08/2005,115.17,0.005048757
01/08/2005,114.59,-0.005222399
29/07/2005,115.19,-0.007093455
28/07/2005,116.01,0.006659484
27/07/2005,115.24,-0.007865549
26/07/2005,116.15,-0.009852296
25/07/2005,117.3,0.004528568
22/07/2005,116.77,0.010935658
21/07/2005,115.5,0.002166848
20/07/2005,115.25,0.041454877
19/07/2005,110.57,-0.004331746
18/07/2005,111.05,-0.011282355
15/07/2005,112.31,0.002764034
14/07/2005,112,0.008788506
13/07/2005,111.02,0.012690526
12/07/2005,109.62,0.00109529
11/07/2005,109.5,0.004209762
08/07/2005,109.04,0.004964614
07/07/2005,108.5,-0.00551472
06/07/2005,109.1,-0.013926407
05/07/2005,110.63,0.006165583
01/07/2005,109.95,0.003735938
30/06/2005,109.54,-0.003917822
29/06/2005,109.97,-0.01157232
28/06/2005,111.25,0.011117754
27/06/2005,110.02,0.005102982
24/06/2005,109.46,-0.009365833
23/06/2005,110.49,-0.005145577
22/06/2005,111.06,-0.003595186
21/06/2005,111.46,-0.00928744
20/06/2005,112.5,0.004097271
17/06/2005,112.04,0.007255821
16/06/2005,111.23,-0.002424461
15/06/2005,111.5,0.010367458
14/06/2005,110.35,0.000906618
13/06/2005,110.25,-0.009029407
10/06/2005,111.25,0.010118435
09/06/2005,110.13,0.00528042
08/06/2005,109.55,-0.002825762
07/06/2005,109.86,0.003190959
06/06/2005,109.51,0.011480128
03/06/2005,108.26,-0.004975593
02/06/2005,108.8,0.003960036
01/06/2005,108.37,0.003605273
31/05/2005,107.98,0.000277868
27/05/2005,107.95,0.002504291
26/05/2005,107.68,0.006241578
25/05/2005,107.01,-0.00976434
24/05/2005,108.06,0.000462813
23/05/2005,108.01,-0.000832909
20/05/2005,108.1,0.001851852
19/05/2005,107.9,0.003807052
18/05/2005,107.49,0.013298566
17/05/2005,106.07,0.008140901
16/05/2005,105.21,-0.002088873
13/05/2005,105.43,-0.009346304
12/05/2005,106.42,0.006315711
11/05/2005,105.75,0.0099787
10/05/2005,104.7,-0.017421384
09/05/2005,106.54,0.000563327
06/05/2005,106.48,0.011523694
05/05/2005,105.26,-0.007005614
04/05/2005,106,0.004064854
03/05/2005,105.57,0.000568505
02/05/2005,105.51,0.004369308
29/04/2005,105.05,0.008892347
28/04/2005,104.12,-0.009843822
27/04/2005,105.15,0.008787906
26/04/2005,104.23,-0.004594629
25/04/2005,104.71,0.011623012
22/04/2005,103.5,0
21/04/2005,103.5,0.027227223
20/04/2005,100.72,-0.032815444
19/04/2005,104.08,-0.001632026
18/04/2005,104.25,0.003459214
15/04/2005,103.89,-0.016893745
14/04/2005,105.66,-0.006321074
13/04/2005,106.33,-0.005159244
12/04/2005,106.88,-0.002709649
11/04/2005,107.17,-0.008177724
08/04/2005,108.05,-0.001941658
07/04/2005,108.26,0.001479017
06/04/2005,108.1,-0.003693448
05/04/2005,108.5,0.00415609
04/04/2005,108.05,0.00185271
01/04/2005,107.85,0.007445358
31/03/2005,107.05,0.002338089
30/03/2005,106.8,0.014619454
29/03/2005,105.25,0.002568617
28/03/2005,104.98,0.001716084
24/03/2005,104.8,-0.002763354
23/03/2005,105.09,-0.008621968
22/03/2005,106,0.006910616
21/03/2005,105.27,-0.007853567
18/03/2005,106.1,-0.00188324
17/03/2005,106.3,-0.000940292
16/03/2005,106.4,-0.024142305
15/03/2005,109,-0.006219153
14/03/2005,109.68,0.011923465
11/03/2005,108.38,-0.006712978
10/03/2005,109.11,0.004132807
09/03/2005,108.66,-0.002481733
08/03/2005,108.93,0.021153029
07/03/2005,106.65,0.007718412
04/03/2005,105.83,0.003691962
03/03/2005,105.44,-0.006051456
02/03/2005,106.08,0.008235174
01/03/2005,105.21,-0.001329787
28/02/2005,105.35,-0.002180819
25/02/2005,105.58,0.015558945
24/02/2005,103.95,0.008792752
23/02/2005,103.04,-0.010714905
22/02/2005,104.15,-0.017606926
18/02/2005,106,0.000943842
17/02/2005,105.9,-0.004240289
16/02/2005,106.35,-0.005158276
15/02/2005,106.9,0.008171745
14/02/2005,106.03,-0.006017884
11/02/2005,106.67,0.002816374
10/02/2005,106.37,0.006791838
09/02/2005,105.65,-0.003496011
08/02/2005,106.02,0.00833496
07/02/2005,105.14,0.011767656
04/02/2005,103.91,0.0073409
03/02/2005,103.15,-0.00849508
02/02/2005,104.03,0.005784264
01/02/2005,103.43,0.001741824
31/01/2005,103.25,0.000193723
28/01/2005,103.23,-0.006276878
27/01/2005,103.88,0.013568729
26/01/2005,102.48,0.036873743
25/01/2005,98.77,-0.002325935
24/01/2005,99,-0.015137375
21/01/2005,100.51,-0.003872702
20/01/2005,100.9,-0.000990589
19/01/2005,101,-0.014449556
18/01/2005,102.47,0.010299762
14/01/2005,101.42,-0.003739794
13/01/2005,101.8,0.003148369
12/01/2005,101.48,-0.000295581
11/01/2005,101.51,0.000295581
10/01/2005,101.48,0.016593356
07/01/2005,99.81,0.003613373
06/01/2005,99.45,0.001811595
05/01/2005,99.27,-0.001006847
04/01/2005,99.37,-0.026318615
03/01/2005,102.02,-0.024974679
31/12/2004,104.6,-0.00314991
30/12/2004,104.93,-0.002284627
29/12/2004,105.17,-0.016128621
28/12/2004,106.88,0.012048339
27/12/2004,105.6,-0.009800305
23/12/2004,106.64,-0.003370159
22/12/2004,107,0.014781609
21/12/2004,105.43,-0.014127189
20/12/2004,106.93,0.005438873
17/12/2004,106.35,0.009352484
16/12/2004,105.36,-0.006056037
15/12/2004,106,-0.010230508
14/12/2004,107.09,-0.005587127
13/12/2004,107.69,0.011111744
10/12/2004,106.5,0.013327859
