Date,Close,PEP
06/09/2007,68.56,0.009084312
05/09/2007,67.94,-0.009813334
04/09/2007,68.61,0.008489512
31/08/2007,68.03,0.002502025
30/08/2007,67.86,-0.004851167
29/08/2007,68.19,0.010022191
28/08/2007,67.51,-0.008701478
27/08/2007,68.1,-0.001760564
24/08/2007,68.22,0.004554478
23/08/2007,67.91,-0.013020446
22/08/2007,68.8,0.005100193
21/08/2007,68.45,-0.002334745
20/08/2007,68.61,-0.011160345
17/08/2007,69.38,0.01466451
16/08/2007,68.37,0.015179718
15/08/2007,67.34,0.002676582
14/08/2007,67.16,-0.013605652
13/08/2007,68.08,0.001911344
10/08/2007,67.95,-0.008061605
09/08/2007,68.5,-0.020803986
08/08/2007,69.94,0.011215071
07/08/2007,69.16,0.009442941
06/08/2007,68.51,0.030229002
03/08/2007,66.47,-0.005102052
02/08/2007,66.81,0.005704008
01/08/2007,66.43,0.012268234
31/07/2007,65.62,-0.004257914
30/07/2007,65.9,0.003648529
27/07/2007,65.66,-0.017811792
26/07/2007,66.84,-0.021900846
25/07/2007,68.32,0.030616153
24/07/2007,66.26,-0.004968019
23/07/2007,66.59,0.029257001
20/07/2007,64.67,-0.012294607
19/07/2007,65.47,-0.010030479
18/07/2007,66.13,-0.004074555
17/07/2007,66.4,-0.008846298
16/07/2007,66.99,0.002092051
13/07/2007,66.85,-0.001345392
12/07/2007,66.94,0.012476674
11/07/2007,66.11,0.003636919
10/07/2007,65.87,-0.002728928
09/07/2007,66.05,-0.002570501
06/07/2007,66.22,0.004692357
05/07/2007,65.91,0.00486693
03/07/2007,65.59,0.004431209
02/07/2007,65.3,0.006915126
29/06/2007,64.85,-0.006149135
28/06/2007,65.25,0.001226806
27/06/2007,65.17,0.007856468
26/06/2007,64.66,0.000154667
25/06/2007,64.65,-0.003242996
22/06/2007,64.86,-0.015603804
21/06/2007,65.88,0.005479466
20/06/2007,65.52,-0.004264399
19/06/2007,65.8,-0.011934578
18/06/2007,66.59,-0.001350642
15/06/2007,66.68,-0.003144421
14/06/2007,66.89,0.007503036
13/06/2007,66.39,0.005437259
12/06/2007,66.03,-0.000151435
11/06/2007,66.04,-0.008594097
08/06/2007,66.61,0.003910956
07/06/2007,66.35,-0.01064398
06/06/2007,67.06,-0.008316056
05/06/2007,67.62,-0.010152371
04/06/2007,68.31,-0.00569303
01/06/2007,68.7,0.00540029
31/05/2007,68.33,-0.003506213
30/05/2007,68.57,0.001313389
29/05/2007,68.48,-0.004952669
25/05/2007,68.82,0.005390849
24/05/2007,68.45,-0.003500076
23/05/2007,68.69,0.000291206
22/05/2007,68.67,-0.00522877
21/05/2007,69.03,-0.006497749
18/05/2007,69.48,0.014351192
17/05/2007,68.49,-0.002187706
16/05/2007,68.64,0.017488873
15/05/2007,67.45,0.009833214
14/05/2007,66.79,-0.000149712
11/05/2007,66.8,0.00675932
10/05/2007,66.35,-0.012282959
09/05/2007,67.17,0.000297796
08/05/2007,67.15,-0.004902335
07/05/2007,67.48,0.000889548
04/05/2007,67.42,0.001632896
03/05/2007,67.31,0.004317732
02/05/2007,67.02,0.009294026
01/05/2007,66.4,0.004679607
30/04/2007,66.09,-0.003021607
27/04/2007,66.29,-0.001808591
26/04/2007,66.41,-0.00854642
25/04/2007,66.98,0.00854642
24/04/2007,66.41,-0.002706769
23/04/2007,66.59,-0.000900631
20/04/2007,66.65,0.009345862
19/04/2007,66.03,0.001667299
18/04/2007,65.92,0.001822047
17/04/2007,65.8,0.019024814
16/04/2007,64.56,0.002481391
13/04/2007,64.4,0.00373367
12/04/2007,64.16,0.014917447
11/04/2007,63.21,-0.003159061
10/04/2007,63.41,0.006645594
09/04/2007,62.99,-0.010894558
05/04/2007,63.68,-0.000784868
04/04/2007,63.73,0.005191548
03/04/2007,63.4,0.000157741
02/04/2007,63.39,-0.002678221
30/03/2007,63.56,-0.000471884
29/03/2007,63.59,0.011069057
28/03/2007,62.89,-0.000953592
27/03/2007,62.95,-0.014822094
26/03/2007,63.89,-0.003125491
23/03/2007,64.09,-0.000312012
22/03/2007,64.11,-0.001091278
21/03/2007,64.18,0.012227774
20/03/2007,63.4,0.008872048
19/03/2007,62.84,0.004305883
16/03/2007,62.57,-0.006690054
15/03/2007,62.99,0.004774038
14/03/2007,62.69,0.008490239
13/03/2007,62.16,-0.016117799
12/03/2007,63.17,0.004601357
09/03/2007,62.88,-0.002699914
08/03/2007,63.05,0.004769484
07/03/2007,62.75,-0.00809464
06/03/2007,63.26,0.007775966
05/03/2007,62.77,-0.002545745
02/03/2007,62.93,-0.007913938
01/03/2007,63.43,0.004424087
28/02/2007,63.15,0.006194921
27/02/2007,62.76,-0.027192245
26/02/2007,64.49,-0.001394592
23/02/2007,64.58,-0.001238007
22/02/2007,64.66,-0.005552143
21/02/2007,65.02,0.006325717
20/02/2007,64.61,-0.000154763
16/02/2007,64.62,0.008391658
15/02/2007,64.08,0.011457396
14/02/2007,63.35,-0.007235011
13/02/2007,63.81,0.001411433
12/02/2007,63.72,-0.002977359
09/02/2007,63.91,0.009432549
08/02/2007,63.31,-0.018621929
07/02/2007,64.5,0.001706882
06/02/2007,64.39,-0.006810118
05/02/2007,64.83,-0.003234006
02/02/2007,65.04,-0.005213936
01/02/2007,65.38,0.002143624
31/01/2007,65.24,0.00230185
30/01/2007,65.09,0.007556517
29/01/2007,64.6,0.002324681
26/01/2007,64.45,0.000465585
25/01/2007,64.42,-0.012035325
24/01/2007,65.2,0.005536772
23/01/2007,64.84,0.000462784
22/01/2007,64.81,-0.000154285
19/01/2007,64.82,-0.001541545
18/01/2007,64.92,-0.001231527
17/01/2007,65,0.002310359
16/01/2007,64.85,0.002315709
12/01/2007,64.7,-0.003856542
11/01/2007,64.95,0.012393652
10/01/2007,64.15,0.012549184
09/01/2007,63.35,0.004112628
08/01/2007,63.09,0.002221518
05/01/2007,62.95,-0.003172088
04/01/2007,63.15,0.006832473
03/01/2007,62.72,0.002714139
29/12/2006,62.55,-0.011128891
28/12/2006,63.25,0.005707959
27/12/2006,62.89,0.000795355
26/12/2006,62.84,-0.004128956
22/12/2006,63.1,-0.004585351
21/12/2006,63.39,0.001420791
20/12/2006,63.3,0.000316006
19/12/2006,63.28,0.003324103
18/12/2006,63.07,0.003176118
15/12/2006,62.87,0.005902546
14/12/2006,62.5,-0.004151371
13/12/2006,62.76,-0.001433007
12/12/2006,62.85,0.001433007
11/12/2006,62.76,-0.008093355
08/12/2006,63.27,-0.002367986
07/12/2006,63.42,-0.004562267
06/12/2006,63.71,-0.007194276
05/12/2006,64.17,0.020307664
04/12/2006,62.88,0.014739133
01/12/2006,61.96,-0.000161381
30/11/2006,61.97,-0.008036045
29/11/2006,62.47,0.010459505
28/11/2006,61.82,0.005189762
27/11/2006,61.5,-0.0135661
24/11/2006,62.34,-0.003203078
22/11/2006,62.54,-0.000319744
21/11/2006,62.56,0.000959539
20/11/2006,62.5,0.00352621
17/11/2006,62.28,0.007736983
16/11/2006,61.8,0.009102794
15/11/2006,61.24,-0.011365604
14/11/2006,61.94,0.008593486
13/11/2006,61.41,-0.018393549
10/11/2006,62.55,-0.002235708
09/11/2006,62.69,-0.01331029
08/11/2006,63.53,0.002048374
07/11/2006,63.4,0.001894538
06/11/2006,63.28,0.000632311
03/11/2006,63.24,0.000474496
02/11/2006,63.21,-0.00221239
01/11/2006,63.35,-0.001419671
31/10/2006,63.44,-0.001417658
30/10/2006,63.53,-0.000157394
27/10/2006,63.54,-0.004396992
26/10/2006,63.82,0.002824417
25/10/2006,63.64,0.006937902
24/10/2006,63.2,0.000316506
23/10/2006,63.18,0.005873499
20/10/2006,62.81,-0.000159198
19/10/2006,62.82,-0.005872567
18/10/2006,63.19,0.01306167
17/10/2006,62.37,-0.004958027
16/10/2006,62.68,0.003676181
13/10/2006,62.45,-0.006384698
12/10/2006,62.85,-0.015942252
11/10/2006,63.86,0.00707161
10/10/2006,63.41,-0.004876907
09/10/2006,63.72,-0.010925659
06/10/2006,64.42,-0.00557277
05/10/2006,64.78,-0.002004781
04/10/2006,64.91,0.003858923
03/10/2006,64.66,0.005116687
02/10/2006,64.33,-0.014353206
29/09/2006,65.26,-0.000612745
28/09/2006,65.3,-0.009298139
27/09/2006,65.91,0.007309306
26/09/2006,65.43,0.005517255
25/09/2006,65.07,0.012215073
22/09/2006,64.28,-0.005120657
21/09/2006,64.61,-0.007862524
20/09/2006,65.12,0.005389188
19/09/2006,64.77,0.004487435
18/09/2006,64.48,-0.008493604
15/09/2006,65.03,0.007408585
14/09/2006,64.55,-0.001393297
13/09/2006,64.64,-0.008626055
12/09/2006,65.2,0.007389196
11/09/2006,64.72,-0.0001545
08/09/2006,64.73,0.007910084
07/09/2006,64.22,-0.010995078
06/09/2006,64.93,-0.004149702
05/09/2006,65.2,-0.003215683
01/09/2006,65.41,0.001989441
31/08/2006,65.28,-0.005499556
30/08/2006,65.64,-0.002586536
29/08/2006,65.81,0.012384533
28/08/2006,65,0.012695634
25/08/2006,64.18,0.000623441
24/08/2006,64.14,0.001091959
23/08/2006,64.07,0.005163927
22/08/2006,63.74,0.00692698
21/08/2006,63.3,0.004591885
18/08/2006,63.01,0.005570158
17/08/2006,62.66,-0.010004053
16/08/2006,63.29,-0.004728886
15/08/2006,63.59,-0.005645303
14/08/2006,63.95,0.009742377
11/08/2006,63.33,0.002054849
10/08/2006,63.2,0.005712488
09/08/2006,62.84,-0.012336073
08/08/2006,63.62,0.007256697
07/08/2006,63.16,-0.000158316
04/08/2006,63.17,0.005237692
03/08/2006,62.84,-0.005712488
02/08/2006,63.2,0.000474796
01/08/2006,63.17,-0.003318849
31/07/2006,63.38,0.003952262
28/07/2006,63.13,0.010189548
27/07/2006,62.49,-0.018078513
26/07/2006,63.63,0.014404681
25/07/2006,62.72,-0.009994531
24/07/2006,63.35,0.009356979
21/07/2006,62.76,0.004471422
20/07/2006,62.48,-0.003036359
19/07/2006,62.67,-0.008579652
18/07/2006,63.21,0.01482217
17/07/2006,62.28,0.007736983
14/07/2006,61.8,-0.004359416
13/07/2006,62.07,0.015750914
12/07/2006,61.1,-0.007987654
11/07/2006,61.59,0.010445664
10/07/2006,60.95,0.008071867
07/07/2006,60.46,0.001655355
06/07/2006,60.36,0.001492166
05/07/2006,60.27,0
03/07/2006,60.27,0.003823461
30/06/2006,60.04,0.009034694
29/06/2006,59.5,0.009965457
28/06/2006,58.91,-0.003389259
27/06/2006,59.11,-0.006744251
26/06/2006,59.51,0.000336134
23/06/2006,59.49,-0.008869609
22/06/2006,60.02,0.006854495
21/06/2006,59.61,0.005382688
20/06/2006,59.29,-0.000337268
19/06/2006,59.31,-0.006554095
16/06/2006,59.7,0.010439563
15/06/2006,59.08,0.003730715
14/06/2006,58.86,-0.002206195
13/06/2006,58.99,-0.012299035
12/06/2006,59.72,-0.003510242
09/06/2006,59.93,-0.003331671
08/06/2006,60.13,-0.002823219
07/06/2006,60.3,-0.003641785
06/06/2006,60.52,0.012804698
05/06/2006,59.75,-0.015280151
02/06/2006,60.67,-0.007062524
01/06/2006,61.1,0.010529877
31/05/2006,60.46,0.000661813
30/05/2006,60.42,-0.003964326
26/05/2006,60.66,0.001649893
25/05/2006,60.56,0.003307975
24/05/2006,60.36,0.010492227
23/05/2006,59.73,0.007731131
22/05/2006,59.27,0.011368579
19/05/2006,58.6,-0.001534658
18/05/2006,58.69,-0.016224794
17/05/2006,59.65,-0.000167631
16/05/2006,59.66,-0.000837731
15/05/2006,59.71,0.018082453
12/05/2006,58.64,0.004957699
11/05/2006,58.35,-0.008362537
10/05/2006,58.84,0.002211826
09/05/2006,58.71,-0.003231021
08/05/2006,58.9,-0.004742556
05/05/2006,59.18,0.007462721
04/05/2006,58.74,0.004949238
03/05/2006,58.45,0.008591118
02/05/2006,57.95,-0.003789188
01/05/2006,58.17,-0.001202646
28/04/2006,58.24,0.002751033
27/04/2006,58.08,0.003795071
26/04/2006,57.86,0.006241352
25/04/2006,57.5,0.004008021
24/04/2006,57.27,0.001223028
21/04/2006,57.2,-0.001746725
20/04/2006,57.3,-0.013520747
19/04/2006,58.08,0
18/04/2006,58.08,0.011951298
17/04/2006,57.39,-0.008329043
13/04/2006,57.87,-0.000172786
12/04/2006,57.88,0.001210131
11/04/2006,57.81,-0.004831761
10/04/2006,58.09,0.005004756
07/04/2006,57.8,-0.003799003
06/04/2006,58.02,0.002243121
05/04/2006,57.89,0.001382887
04/04/2006,57.81,-0.000691683
03/04/2006,57.85,0.001037703
31/03/2006,57.79,-0.005522016
30/03/2006,58.11,-0.005149342
29/03/2006,58.41,-0.000513479
28/03/2006,58.44,-0.009367351
27/03/2006,58.99,-0.005915677
24/03/2006,59.34,0.003545205
23/03/2006,59.13,-0.011601643
22/03/2006,59.82,0.004859666
21/03/2006,59.53,-0.005528115
20/03/2006,59.86,-0.00333556
17/03/2006,60.06,0.002667557
16/03/2006,59.9,-0.002667557
15/03/2006,60.06,-0.006141608
14/03/2006,60.43,-0.000992392
13/03/2006,60.49,0.002482828
10/03/2006,60.34,0.005650672
09/03/2006,60,0.003004509
08/03/2006,59.82,0.001003512
07/03/2006,59.76,0.001339585
06/03/2006,59.68,0.003356834
03/03/2006,59.48,0.003368141
02/03/2006,59.28,0.000506201
01/03/2006,59.25,0.002365665
28/02/2006,59.11,-0.006744251
27/02/2006,59.51,-0.00050399
24/02/2006,59.54,-0.002013423
23/02/2006,59.66,0.011124335
22/02/2006,59,0.002715548
21/02/2006,58.84,-0.001358696
17/02/2006,58.92,0.003740865
16/02/2006,58.7,0.014067825
15/02/2006,57.88,-0.001208668
14/02/2006,57.95,0.006058002
13/02/2006,57.6,-0.005712817
10/02/2006,57.93,0.003804916
09/02/2006,57.71,0.007478946
08/02/2006,57.28,0.007359416
07/02/2006,56.86,0.001584089
06/02/2006,56.77,-0.009990443
03/02/2006,57.34,-0.001916544
02/02/2006,57.45,0.003138078
01/02/2006,57.27,0.00157274
31/01/2006,57.18,-0.008012584
30/01/2006,57.64,-0.009668584
27/01/2006,58.2,0.013841051
26/01/2006,57.4,-0.004172468
25/01/2006,57.64,-0.006915657
24/01/2006,58.04,0.00934748
23/01/2006,57.5,0.003833425
20/01/2006,57.28,-0.018165018
19/01/2006,58.33,-0.001028102
18/01/2006,58.39,-0.000684814
17/01/2006,58.43,-0.00461027
13/01/2006,58.7,-0.002382169
12/01/2006,58.84,-0.000339847
11/01/2006,58.86,-0.004069182
10/01/2006,59.1,-0.003378382
09/01/2006,59.3,-0.005046268
06/01/2006,59.6,0.003698105
05/01/2006,59.38,-0.005876937
04/01/2006,59.73,-0.000502134
03/01/2006,59.76,0.011444083
30/12/2005,59.08,-0.007755898
29/12/2005,59.54,0.003533275
28/12/2005,59.33,0.002362472
27/12/2005,59.19,-0.000337838
23/12/2005,59.21,-0.000168876
22/12/2005,59.22,-0.000337667
21/12/2005,59.24,0.001182333
20/12/2005,59.17,-0.006233699
19/12/2005,59.54,-0.004691698
16/12/2005,59.82,0.003684479
15/12/2005,59.6,0.005889794
14/12/2005,59.25,0.00473694
13/12/2005,58.97,-0.005749086
12/12/2005,59.31,0.005240482
09/12/2005,59,-0.001185737
08/12/2005,59.07,-0.002536141
07/12/2005,59.22,-0.008240188
06/12/2005,59.71,-0.002508992
05/12/2005,59.86,-0.000668003
02/12/2005,59.9,0.000668003
01/12/2005,59.86,0.011086961
30/11/2005,59.2,-0.009582321
29/11/2005,59.77,0.002512775
28/11/2005,59.62,-0.004685417
25/11/2005,59.9,0.005020931
23/11/2005,59.6,0.003866526
22/11/2005,59.37,0.016473158
21/11/2005,58.4,-0.002052686
18/11/2005,58.52,0.004796172
17/11/2005,58.24,-0.007526549
16/11/2005,58.68,-0.000340774
15/11/2005,58.7,0.00170503
14/11/2005,58.6,-0.00170503
11/11/2005,58.7,-0.00323157
10/11/2005,58.89,0.010069204
09/11/2005,58.3,0
08/11/2005,58.3,-0.004449776
07/11/2005,58.56,-0.000682827
04/11/2005,58.6,-0.007649846
03/11/2005,59.05,0.001355703
02/11/2005,58.97,0.00697697
01/11/2005,58.56,-0.008840588
31/10/2005,59.08,0.004240529
28/10/2005,58.83,0.009564548
27/10/2005,58.27,0.012433246
26/10/2005,57.55,-0.007788875
25/10/2005,58,0.000689893
24/10/2005,57.96,0.006404176
21/10/2005,57.59,-0.001388166
20/10/2005,57.67,-0.007944774
19/10/2005,58.13,-0.003263206
18/10/2005,58.32,0.009648593
17/10/2005,57.76,0.004337649
14/10/2005,57.51,0.000695773
13/10/2005,57.47,-0.004167396
12/10/2005,57.71,0.010101096
11/10/2005,57.13,-0.002971251
10/10/2005,57.3,-0.002962449
07/10/2005,57.47,-0.008490045
06/10/2005,57.96,0.012325475
05/10/2005,57.25,0.012656172
04/10/2005,56.53,0.000353857
03/10/2005,56.51,-0.003532948
30/09/2005,56.71,0.003709924
29/09/2005,56.5,0.025817138
28/09/2005,55.06,-0.000907688
27/09/2005,55.11,0.013886574
26/09/2005,54.35,-0.002939558
23/09/2005,54.51,0.006626198
22/09/2005,54.15,0.002403625
21/09/2005,54.02,-0.014335846
20/09/2005,54.8,-0.011430769
19/09/2005,55.43,-0.010230727
16/09/2005,56,0.005551093
15/09/2005,55.69,0.006123938
14/09/2005,55.35,-0.001985381
13/09/2005,55.46,0.000541077
12/09/2005,55.43,0.00361468
09/09/2005,55.23,0.002175096
08/09/2005,55.11,-0.006150526
07/09/2005,55.45,0.004699936
06/09/2005,55.19,0.009832563
02/09/2005,54.65,-0.005474466
01/09/2005,54.95,0.001821494
31/08/2005,54.85,0.000911993
30/08/2005,54.8,-0.000182465
29/08/2005,54.81,0.009164287
26/08/2005,54.31,-0.003675799
25/08/2005,54.51,0.003491688
24/08/2005,54.32,-0.010802998
23/08/2005,54.91,-0.002546382
22/08/2005,55.05,0.002000183
19/08/2005,54.94,0.006574165
18/08/2005,54.58,-0.00274449
17/08/2005,54.73,-0.00109569
16/08/2005,54.79,-0.002915985
15/08/2005,54.95,0.006206665
12/08/2005,54.61,-0.001829492
11/08/2005,54.71,0.006050069
10/08/2005,54.38,0.002393447
09/08/2005,54.25,0.006472515
08/08/2005,53.9,-0.009049836
05/08/2005,54.39,-0.005683396
04/08/2005,54.7,0.000182832
03/08/2005,54.69,-0.002738977
02/08/2005,54.84,0.004202839
01/08/2005,54.61,0.001466007
29/07/2005,54.53,-0.007308638
28/07/2005,54.93,0.003282279
27/07/2005,54.75,0.005127277
26/07/2005,54.47,-0.00183419
25/07/2005,54.57,-0.004753208
22/07/2005,54.83,0.002739478
21/07/2005,54.68,0.001464129
20/07/2005,54.6,-0.017069599
19/07/2005,55.54,0.016337267
18/07/2005,54.64,-0.014715499
15/07/2005,55.45,0.000180359
14/07/2005,55.44,0.010334604
13/07/2005,54.87,0.004932868
12/07/2005,54.6,0.013831479
11/07/2005,53.85,0.005960159
08/07/2005,53.53,0.014109913
07/07/2005,52.78,0.003796512
06/07/2005,52.58,-0.018279978
05/07/2005,53.55,0.000747245
01/07/2005,53.51,-0.007818357
30/06/2005,53.93,-0.009228563
29/06/2005,54.43,-0.007322017
28/06/2005,54.83,0.010081654
27/06/2005,54.28,0.000184247
24/06/2005,54.27,-0.010995163
23/06/2005,54.87,-0.006358455
22/06/2005,55.22,-0.011702357
21/06/2005,55.87,-0.002324127
20/06/2005,56,0.004294924
17/06/2005,55.76,-0.005008955
16/06/2005,56.04,0.004291852
15/06/2005,55.8,0.004490353
14/06/2005,55.55,-0.000359971
13/06/2005,55.57,0.000900171
10/06/2005,55.52,0.000360295
09/06/2005,55.5,0.000360425
08/06/2005,55.48,-0.007541785
07/06/2005,55.9,0.00232829
06/06/2005,55.77,-0.004294156
03/06/2005,56.01,-0.015765095
02/06/2005,56.9,0.001406965
01/06/2005,56.82,0.009904573
31/05/2005,56.26,-0.006025182
27/05/2005,56.6,-0.007217706
26/05/2005,57.01,0.000175423
25/05/2005,57,0.004043251
24/05/2005,56.77,0.000528588
23/05/2005,56.74,-0.006674889
20/05/2005,57.12,0.001576873
19/05/2005,57.03,0.005979617
18/05/2005,56.69,0.007080929
17/05/2005,56.29,-0.006551595
16/05/2005,56.66,0.004067562
13/05/2005,56.43,-0.004420483
12/05/2005,56.68,-0.004401028
11/05/2005,56.93,0.009885341
10/05/2005,56.37,0
09/05/2005,56.37,0.005871381
06/05/2005,56.04,-0.007112406
05/05/2005,56.44,-0.003184153
04/05/2005,56.62,0.012440182
03/05/2005,55.92,0.000178843
02/05/2005,55.91,0.004840888
29/04/2005,55.64,0.009752651
28/04/2005,55.1,-0.002537612
27/04/2005,55.24,0.000724375
26/04/2005,55.2,0.001087548
25/04/2005,55.14,0.012225314
22/04/2005,54.47,-0.004396417
21/04/2005,54.71,0.010103879
20/04/2005,54.16,-0.006258073
19/04/2005,54.5,0.000183503
18/04/2005,54.49,-0.006220291
15/04/2005,54.83,-0.005637916
14/04/2005,55.14,0.027766793
13/04/2005,53.63,-0.000186445
12/04/2005,53.64,0.01011813
11/04/2005,53.1,0.000376719
08/04/2005,53.08,-0.006384998
07/04/2005,53.42,0.009781869
06/04/2005,52.9,-0.001888575
05/04/2005,53,0.004917733
04/04/2005,52.74,-0.000379147
01/04/2005,52.76,-0.005104463
31/03/2005,53.03,-0.00620361
30/03/2005,53.36,0.020256253
29/03/2005,52.29,-0.001146789
28/03/2005,52.35,0.008247865
24/03/2005,51.92,-0.001731935
23/03/2005,52.01,-0.001728941
22/03/2005,52.1,-0.008790425
21/03/2005,52.56,-0.001140901
18/03/2005,52.62,0.006099905
17/03/2005,52.3,0.00287219
16/03/2005,52.15,-0.006879446
15/03/2005,52.51,-0.004180926
14/03/2005,52.73,0.000569098
11/03/2005,52.7,-0.008502649
10/03/2005,53.15,0.003392389
09/03/2005,52.97,-0.01629097
08/03/2005,53.84,-0.006848708
07/03/2005,54.21,0.004622362
04/03/2005,53.96,-0.001296417
03/03/2005,54.03,0.000370233
02/03/2005,54.01,-0.000925326
01/03/2005,54.06,0.003706453
28/02/2005,53.86,-0.002040249
25/02/2005,53.97,0.005946868
24/02/2005,53.65,0.004109083
23/02/2005,53.43,0.00469
22/02/2005,53.18,-0.018998523
18/02/2005,54.2,0.008709404
17/02/2005,53.73,-0.014962873
16/02/2005,54.54,-0.001831838
15/02/2005,54.64,-0.002923979
14/02/2005,54.8,-0.005459522
11/02/2005,55.1,-0.001088337
10/02/2005,55.16,0.003086702
09/02/2005,54.99,-0.00923167
08/02/2005,55.5,0.014519311
07/02/2005,54.7,-0.011090015
04/02/2005,55.31,0.017877163
03/02/2005,54.33,0.003503276
02/02/2005,54.14,0.004813933
01/02/2005,53.88,0.00334635
31/01/2005,53.7,0.008978736
28/01/2005,53.22,-0.004499445
27/01/2005,53.46,0.000935716
26/01/2005,53.41,0.000374532
25/01/2005,53.39,0.001499532
24/01/2005,53.31,-0.004865279
21/01/2005,53.57,0.000373413
20/01/2005,53.55,-0.008923651
19/01/2005,54.03,0.010044727
18/01/2005,53.49,0.012415509
14/01/2005,52.83,-0.001702128
13/01/2005,52.92,-0.012954279
12/01/2005,53.61,0.002614869
11/01/2005,53.47,-0.005408947
10/01/2005,53.76,0.024669361
07/01/2005,52.45,0.008616616
06/01/2005,52,0.00714082
05/01/2005,51.63,0.001162791
04/01/2005,51.57,-0.007149098
03/01/2005,51.94,-0.004993289
31/12/2004,52.2,-0.000957396
30/12/2004,52.25,0
29/12/2004,52.25,-0.004582784
28/12/2004,52.49,0.009571283
27/12/2004,51.99,0.000962186
23/12/2004,51.94,-0.004418411
22/12/2004,52.17,0.001342668
21/12/2004,52.1,0.007320395
20/12/2004,51.72,-0.005591454
17/12/2004,52.01,-0.005942699
16/12/2004,52.32,-0.007995474
15/12/2004,52.74,0.01856335
14/12/2004,51.77,0.001159645
13/12/2004,51.71,0.009521106
