Date,Close,MSFT
31/05/2007,30.69,-0.013592442
30/05/2007,31.11,0.010339349
29/05/2007,30.79,0.010119231
25/05/2007,30.48,0.010222678
24/05/2007,30.17,-0.013498147
23/05/2007,30.58,-0.003590668
22/05/2007,30.69,-0.01166194
21/05/2007,31.05,0.007110566
18/05/2007,30.83,-0.004853593
17/05/2007,30.98,-0.002900888
16/05/2007,31.07,0.00548654
15/05/2007,30.9,-0.00226281
14/05/2007,30.97,0.002586487
11/05/2007,30.89,0.010086306
10/05/2007,30.58,-0.006518928
09/05/2007,30.78,0.000975134
08/05/2007,30.75,0.00130166
07/05/2007,30.71,0.00489637
04/05/2007,30.56,-0.01332703
03/05/2007,30.97,0.011692241
02/05/2007,30.61,0.006884145
01/05/2007,30.4,0.015247229
30/04/2007,29.94,-0.005994024
27/04/2007,30.12,0.034451229
26/04/2007,29.1,0.003787231
25/04/2007,28.99,0.006922838
24/04/2007,28.79,0.000347403
23/04/2007,28.78,-0.008304546
20/04/2007,29.02,0.011436617
19/04/2007,28.69,0.003141912
18/04/2007,28.6,-0.008703275
17/04/2007,28.85,0.00416812
16/04/2007,28.73,0.004185566
13/04/2007,28.61,0.002449695
12/04/2007,28.54,0.015181227
11/04/2007,28.11,-0.01026376
10/04/2007,28.4,-0.005968071
09/04/2007,28.57,0.00070028
05/04/2007,28.55,0.001752849
04/04/2007,28.5,0.022353246
03/04/2007,27.87,0.004675427
02/04/2007,27.74,-0.004675427
30/03/2007,27.87,0.004315001
29/03/2007,27.75,0.003971841
28/03/2007,27.64,-0.002890175
27/03/2007,27.72,-0.017876772
26/03/2007,28.22,0.007112406
23/03/2007,28.02,-0.008882631
22/03/2007,28.27,-0.008804424
21/03/2007,28.52,0.02413176
20/03/2007,27.84,0.00035926
19/03/2007,27.83,0.018129576
16/03/2007,27.33,0.001831167
15/03/2007,27.28,-0.00438918
14/03/2007,27.4,0.025130665
13/03/2007,26.72,-0.026589454
12/03/2007,27.44,0.005481468
09/03/2007,27.29,-0.0010987
08/03/2007,27.32,-0.010558991
07/03/2007,27.61,-0.00793655
06/03/2007,27.83,0.01011204
05/03/2007,27.55,-0.0075936
02/03/2007,27.76,-0.011817505
01/03/2007,28.09,-0.002843941
28/02/2007,28.17,0.01070674
27/02/2007,27.87,-0.042155873
26/02/2007,29.07,0.005865119
23/02/2007,28.9,-0.016812885
22/02/2007,29.39,0.001361934
21/02/2007,29.35,0.017876035
20/02/2007,28.83,0.003126631
16/02/2007,28.74,-0.02474353
15/02/2007,29.46,0.002038737
14/02/2007,29.4,0.013354076
13/02/2007,29.01,0.002415877
12/02/2007,28.94,-0.001381216
09/02/2007,28.98,-0.009615459
08/02/2007,29.26,-0.00375235
07/02/2007,29.37,-0.004755444
06/02/2007,29.51,-0.003382953
05/02/2007,29.61,-0.019398602
02/02/2007,30.19,-0.012181221
01/02/2007,30.56,-0.009768883
31/01/2007,30.86,0.012390116
30/01/2007,30.48,-0.001639076
29/01/2007,30.53,-0.002290202
26/01/2007,30.6,0.004914015
25/01/2007,30.45,-0.02080023
24/01/2007,31.09,0.011321486
23/01/2007,30.74,0.00065083
22/01/2007,30.72,-0.012615403
19/01/2007,31.11,0.003542106
18/01/2007,31,-0.003220615
17/01/2007,31.1,-0.001927402
16/01/2007,31.16,-0.001603335
12/01/2007,31.21,0.016475902
11/01/2007,30.7,0.034463318
10/01/2007,29.66,-0.010063822
09/01/2007,29.96,0.001001837
08/01/2007,29.93,0.009736521
05/01/2007,29.64,-0.005719107
04/01/2007,29.81,-0.001675884
03/01/2007,29.86,0
29/12/2006,29.86,-0.004010701
28/12/2006,29.98,-0.001333334
27/12/2006,30.02,0.000999833
26/12/2006,29.99,0.011739192
22/12/2006,29.64,-0.011405692
21/12/2006,29.98,-0.003662398
20/12/2006,30.09,0.003328898
19/12/2006,29.99,0.003340016
18/12/2006,29.89,-0.009986767
15/12/2006,30.19,0.003982747
14/12/2006,30.07,0.017444253
13/12/2006,29.55,0.004069182
12/12/2006,29.43,-0.003730715
11/12/2006,29.54,0.004750603
08/12/2006,29.4,0.018884681
07/12/2006,28.85,-0.00484095
06/12/2006,28.99,-0.004817628
05/12/2006,29.13,-0.006842312
04/12/2006,29.33,0.00718566
01/12/2006,29.12,-0.00820798
30/11/2006,29.36,-0.00712713
29/11/2006,29.57,0.006105853
28/11/2006,29.39,-0.003057587
27/11/2006,29.48,-0.009453143
24/11/2006,29.76,-0.005361943
22/11/2006,29.92,0
21/11/2006,29.92,0.001003177
20/11/2006,29.89,0.016529302
17/11/2006,29.4,-0.002378122
16/11/2006,29.47,0.011947573
15/11/2006,29.12,-0.003770356
14/11/2006,29.23,-0.004096967
13/11/2006,29.35,0.003754911
10/11/2006,29.24,-0.000683761
09/11/2006,29.26,0.009615459
08/11/2006,28.98,0.001035733
07/11/2006,28.95,0.003806892
06/11/2006,28.84,0.003821439
03/11/2006,28.73,-0.001391305
02/11/2006,28.77,-0.001389372
01/11/2006,28.81,0.003477055
31/10/2006,28.71,0.006289329
30/10/2006,28.53,0.006681931
27/10/2006,28.34,-0.000352796
26/10/2006,28.35,0.001411931
25/10/2006,28.31,0.001060258
24/10/2006,28.28,-0.00599332
23/10/2006,28.45,0.000703235
20/10/2006,28.43,0.00493654
19/10/2006,28.29,-0.00809721
18/10/2006,28.52,0.002808991
17/10/2006,28.44,-0.000351556
16/10/2006,28.45,0.002815912
13/10/2006,28.37,0.005301302
12/10/2006,28.22,0.024391453
11/10/2006,27.54,-0.005431844
10/10/2006,27.69,-0.001082837
09/10/2006,27.72,-0.005396667
06/10/2006,27.87,-0.001792436
05/10/2006,27.92,-0.000716076
04/10/2006,27.94,0.020611831
03/10/2006,27.37,0.00036543
02/10/2006,27.36,0.000365564
29/09/2006,27.35,-0.001826485
28/09/2006,27.4,-0.001458789
27/09/2006,27.44,0.00878483
26/09/2006,27.2,0.009233676
25/09/2006,26.95,0.010818983
22/09/2006,26.66,-0.008961972
21/09/2006,26.9,-0.010355122
20/09/2006,27.18,0.011843218
19/09/2006,26.86,0.002609508
18/09/2006,26.79,-0.002237137
15/09/2006,26.85,0.019556847
14/09/2006,26.33,0.013381962
13/09/2006,25.98,0.001926412
12/09/2006,25.93,0.000771605
11/09/2006,25.91,0.012036643
08/09/2006,25.6,0.006662772
07/09/2006,25.43,-0.007053321
06/09/2006,25.61,0
05/09/2006,25.61,-0.008940779
01/09/2006,25.84,0.005432687
31/08/2006,25.7,-0.0038835
30/08/2006,25.8,-0.001549187
29/08/2006,25.84,-0.004247931
28/08/2006,25.95,0.003861009
25/08/2006,25.85,0.004264399
24/08/2006,25.74,0.002723207
23/08/2006,25.67,0.001949698
22/08/2006,25.62,-0.019328008
21/08/2006,26.12,0.012714485
18/08/2006,25.79,0.043183576
17/08/2006,24.7,0
16/08/2006,24.7,0.003244123
15/08/2006,24.62,0.003662262
14/08/2006,24.53,0.004084973
11/08/2006,24.43,-0.001227245
10/08/2006,24.46,0.000817996
09/08/2006,24.44,0.004100047
08/08/2006,24.34,0.004942349
07/08/2006,24.22,-0.002886005
04/08/2006,24.29,0.003298972
03/08/2006,24.21,-0.003710579
02/08/2006,24.3,0.012839273
01/08/2006,23.99,-0.002913634
31/07/2006,24.06,-0.007865907
28/07/2006,24.25,0.015794177
27/07/2006,23.87,-0.020730427
26/07/2006,24.37,0.00617413
25/07/2006,24.22,0.009124908
24/07/2006,24,0.00543139
21/07/2006,23.87,0.043671323
20/07/2006,22.85,-0.023784905
19/07/2006,23.4,0.028610534
18/07/2006,22.74,0.011499463
17/07/2006,22.48,0.008487878
14/07/2006,22.29,0.001346802
13/07/2006,22.26,-0.016926907
12/07/2006,22.64,-0.020114364
11/07/2006,23.1,-0.017167804
10/07/2006,23.5,0.008547061
07/07/2006,23.3,-0.007695634
06/07/2006,23.48,0.005552011
05/07/2006,23.35,-0.014878064
03/07/2006,23.7,0.017021688
30/06/2006,23.3,-0.007269649
29/06/2006,23.47,0.013296357
28/06/2006,23.16,0.013037994
27/06/2006,22.86,0.001751314
26/06/2006,22.82,0.014122035
23/06/2006,22.5,-0.016747857
22/06/2006,22.88,-0.008703275
21/06/2006,23.08,0.022788015
20/06/2006,22.56,0.000443361
19/06/2006,22.55,0.020157457
16/06/2006,22.1,0.001358388
15/06/2006,22.07,0.008646243
14/06/2006,21.88,0.017055034
13/06/2006,21.51,-0.009255041
12/06/2006,21.71,-0.009626478
09/06/2006,21.92,-0.008630533
08/06/2006,22.11,0.003171011
07/06/2006,22.04,-0.00407517
06/06/2006,22.13,-0.016581155
05/06/2006,22.5,-0.0114893
02/06/2006,22.76,-0.002632735
01/06/2006,22.82,0.007477493
31/05/2006,22.65,-0.021834929
30/05/2006,23.15,-0.024323794
26/05/2006,23.72,-0.000842815
25/05/2006,23.74,0.010160968
24/05/2006,23.5,0.030678578
23/05/2006,22.79,-0.003941323
22/05/2006,22.88,0.01408474
19/05/2006,22.56,-0.011897034
18/05/2006,22.83,0.004389823
17/05/2006,22.73,-0.012243266
16/05/2006,23.01,-0.006065876
15/05/2006,23.15,-0.000863558
12/05/2006,23.17,-0.002155638
11/05/2006,23.22,-0.023410305
10/05/2006,23.77,0.006330471
09/05/2006,23.62,-0.00464626
08/05/2006,23.73,-0.00294551
05/05/2006,23.8,0.015241616
04/05/2006,23.44,0.011585626
03/05/2006,23.17,-0.035612072
02/05/2006,24.01,-0.011594333
01/05/2006,24.29,0.005780363
28/04/2006,24.15,-0.120769141
27/04/2006,27.25,0.005519793
26/04/2006,27.1,-0.000368936
25/04/2006,27.11,0
24/04/2006,27.11,-0.001474383
21/04/2006,27.15,0.004429686
20/04/2006,27.03,0
19/04/2006,27.03,-0.007004637
18/04/2006,27.22,0.014058685
17/04/2006,26.84,-0.008532792
13/04/2006,27.07,-0.00479087
12/04/2006,27.2,0.002576847
11/04/2006,27.13,-0.005880208
10/04/2006,27.29,0.001466814
07/04/2006,27.25,-0.011311925
06/04/2006,27.56,-0.006509969
05/04/2006,27.74,0.003611416
04/04/2006,27.64,0.002898553
03/04/2006,27.56,0.012780893
31/03/2006,27.21,-0.000734754
30/03/2006,27.23,0.007741974
29/03/2006,27.02,0.004451046
28/03/2006,26.9,-0.004080881
27/03/2006,27.01,0
24/03/2006,27.01,0.005941347
23/03/2006,26.85,-0.011111225
22/03/2006,27.15,-0.021498369
21/03/2006,27.74,-0.005392787
20/03/2006,27.89,0.014082197
17/03/2006,27.5,0.008398808
16/03/2006,27.27,-0.003294896
15/03/2006,27.36,0.004762786
14/03/2006,27.23,0.004416643
13/03/2006,27.11,-0.00221076
10/03/2006,27.17,0.006276557
09/03/2006,27,-0.009216655
08/03/2006,27.25,0.006996898
07/03/2006,27.06,0.005558658
06/03/2006,26.91,-0.000742942
03/03/2006,26.93,-0.00148423
02/03/2006,26.97,-0.006283517
01/03/2006,27.14,0.009998232
28/02/2006,26.87,-0.006676583
27/02/2006,27.05,0.015648605
24/02/2006,26.63,-0.001125915
23/02/2006,26.66,-0.002248034
22/02/2006,26.72,0.00675932
21/02/2006,26.54,-0.006010537
17/02/2006,26.7,-0.004111387
16/02/2006,26.81,-0.002607563
15/02/2006,26.88,0.008593365
14/02/2006,26.65,0.009804
13/02/2006,26.39,-0.011303813
10/02/2006,26.69,0.001124649
09/02/2006,26.66,-0.00933365
08/02/2006,26.91,-0.001114206
07/02/2006,26.94,-0.008501252
06/02/2006,27.17,-0.01352607
03/02/2006,27.54,-0.005070637
02/02/2006,27.68,-0.012921931
01/02/2006,28.04,-0.003915292
31/01/2006,28.15,0.005342844
30/01/2006,28,0.007528266
27/01/2006,27.79,0.047531511
26/01/2006,26.5,0.003780723
25/01/2006,26.4,0.004555817
24/01/2006,26.28,-0.002660081
23/01/2006,26.35,-0.002274451
20/01/2006,26.41,-0.022834606
19/01/2006,27.02,0.007056668
18/01/2006,26.83,-0.005945763
17/01/2006,26.99,-0.007382832
13/01/2006,27.19,0.001840604
12/01/2006,27.14,-0.00551168
11/01/2006,27.29,0.010683469
10/01/2006,27,0.005198675
09/01/2006,26.86,-0.001859774
06/01/2006,26.91,-0.002968462
05/01/2006,26.99,0.00074129
04/01/2006,26.97,0.004831825
03/01/2006,26.84,0.026044122
30/12/2005,26.15,-0.004578413
29/12/2005,26.27,-0.004557547
28/12/2005,26.39,-0.002649008
27/12/2005,26.46,-0.006779687
23/12/2005,26.64,0.00187864
22/12/2005,26.59,-0.005251325
21/12/2005,26.73,-0.004851661
20/12/2005,26.86,0.001117527
19/12/2005,26.83,-0.002605622
16/12/2005,26.9,-0.000743218
15/12/2005,26.92,-0.006295151
14/12/2005,27.09,-0.001475471
13/12/2005,27.13,-0.011726041
12/12/2005,27.45,-0.009427191
09/12/2005,27.71,0.000722022
08/12/2005,27.69,-0.002164503
07/12/2005,27.75,0.002164503
06/12/2005,27.69,-0.005761629
05/12/2005,27.85,-0.005728623
02/12/2005,28.01,0.004293388
01/12/2005,27.89,0.007558071
30/11/2005,27.68,0
29/11/2005,27.68,-0.002525709
28/11/2005,27.75,-0.000360295
25/11/2005,27.76,-0.005747142
23/11/2005,27.92,0.00035823
22/11/2005,27.91,-0.008917484
21/11/2005,28.16,0.003201141
18/11/2005,28.07,0.003568883
17/11/2005,27.97,0.008257092
16/11/2005,27.74,0.00868941
15/11/2005,27.5,0.004738482
14/11/2005,27.37,0.00329369
11/11/2005,27.28,0.006989177
10/11/2005,27.09,0.00481037
09/11/2005,26.96,-0.003332719
08/11/2005,27.05,0.001479837
07/11/2005,27.01,0.013042853
04/11/2005,26.66,0.0082863
03/11/2005,26.44,-0.000756144
02/11/2005,26.46,0.019077267
01/11/2005,25.96,0.0100659
31/10/2005,25.7,0.006636761
28/10/2005,25.53,0.026996479
27/10/2005,24.85,-0.010408421
26/10/2005,25.11,0.003191068
25/10/2005,25.03,-0.002792741
24/10/2005,25.1,0.01283097
21/10/2005,24.78,-0.00040347
20/10/2005,24.79,-0.012029014
19/10/2005,25.09,0.020943174
18/10/2005,24.57,0.001629328
17/10/2005,24.53,-0.005691072
14/10/2005,24.67,0.003248074
13/10/2005,24.59,0.011863506
12/10/2005,24.3,-0.004516534
11/10/2005,24.41,-0.002046246
10/10/2005,24.46,-0.005300726
07/10/2005,24.59,-0.005677225
06/10/2005,24.73,0.002429151
05/10/2005,24.67,-0.012487574
04/10/2005,24.98,-0.020602947
03/10/2005,25.5,-0.008979174
30/09/2005,25.73,-0.008128553
29/09/2005,25.94,0.010463184
28/09/2005,25.67,0.01293882
27/09/2005,25.34,0.002766253
26/09/2005,25.27,0
23/09/2005,25.27,-0.002766253
22/09/2005,25.34,-0.005902043
21/09/2005,25.49,-0.013637461
20/09/2005,25.84,-0.006172859
19/09/2005,26,-0.00268869
16/09/2005,26.07,-0.007642376
15/09/2005,26.27,-0.001521491
14/09/2005,26.31,-0.006440636
13/09/2005,26.48,-0.004897354
12/09/2005,26.61,0.001128032
09/09/2005,26.58,-0.001128032
08/09/2005,26.61,-0.008978736
07/09/2005,26.85,-0.005571045
06/09/2005,27,-0.000740467
02/09/2005,27.02,-0.006639641
01/09/2005,27.2,-0.006595847
31/08/2005,27.38,0.007331411
30/08/2005,27.18,0.001104362
29/08/2005,27.15,0.006651909
26/08/2005,26.97,-0.002222223
25/08/2005,27.03,0.008172408
24/08/2005,26.81,-0.00223547
23/08/2005,26.87,-0.001487542
22/08/2005,26.91,0.007085616
19/08/2005,26.72,-0.003735529
18/08/2005,26.82,-0.00483542
17/08/2005,26.95,0.007822726
16/08/2005,26.74,-0.014479555
15/08/2005,27.13,0.002953121
12/08/2005,27.05,-0.008100192
11/08/2005,27.27,0.0118039
10/08/2005,26.95,-0.014733232
09/08/2005,27.35,0.008076402
08/08/2005,27.13,-0.022956009
05/08/2005,27.76,0.015977101
04/08/2005,27.32,0.002565514
03/08/2005,27.25,0.016278569
02/08/2005,26.81,0.033760081
01/08/2005,25.92,0.012031971
29/07/2005,25.61,-0.005451727
28/07/2005,25.75,0.001165728
27/07/2005,25.72,0.007023049
26/07/2005,25.54,-0.005855961
25/07/2005,25.69,0.000389332
22/07/2005,25.68,-0.029165536
21/07/2005,26.44,0.009500356
20/07/2005,26.19,0.001146132
19/07/2005,26.16,0.02359421
18/07/2005,25.55,-0.009349503
15/07/2005,25.79,-0.006955206
14/07/2005,25.97,0.012008666
13/07/2005,25.66,0.001950459
12/07/2005,25.61,0.01257384
11/07/2005,25.29,0.0079397
08/07/2005,25.09,0.01769246
07/07/2005,24.65,-0.002026343
06/07/2005,24.7,-0.011272261
05/07/2005,24.98,0.010867485
01/07/2005,24.71,-0.005247237
30/06/2005,24.84,-0.010014103
29/06/2005,25.09,0.000797448
28/06/2005,25.07,0.000798085
27/06/2005,25.05,0.000399281
24/06/2005,25.04,-0.010725028
23/06/2005,25.31,0.009527662
22/06/2005,25.07,-0.003185984
21/06/2005,25.15,0.001591723
20/06/2005,25.11,0.002791627
17/06/2005,25.04,0
16/06/2005,25.04,-0.008747571
15/06/2005,25.26,-0.003951013
14/06/2005,25.36,0.001973555
13/06/2005,25.31,-0.004730005
10/06/2005,25.43,-0.003140953
09/06/2005,25.51,0.004321358
08/06/2005,25.4,-0.004321358
07/06/2005,25.51,0.005503159
06/06/2005,25.37,-0.002362206
03/06/2005,25.43,-0.01405724
02/06/2005,25.79,-0.000775194
01/06/2005,25.81,0.000387522
31/05/2005,25.8,-0.010410736
27/05/2005,26.07,0.006542259
26/05/2005,25.9,0.007362947
25/05/2005,25.71,-0.001554606
24/05/2005,25.75,-0.003875974
23/05/2005,25.85,0.004264399
20/05/2005,25.74,-0.006968669
19/05/2005,25.92,0.00852388
18/05/2005,25.7,0.009382399
17/05/2005,25.46,-0.001177625
16/05/2005,25.49,0.007481823
13/05/2005,25.3,0.011928571
12/05/2005,25,0.003606496
11/05/2005,24.91,0.000401526
10/05/2005,24.9,-0.00839837
09/05/2005,25.11,-0.004371157
06/05/2005,25.22,-0.000396432
05/05/2005,25.23,0.000793021
04/05/2005,25.21,-0.005932388
03/05/2005,25.36,0.005139367
02/05/2005,25.23,-0.002770633
29/04/2005,25.3,0.03417418
28/04/2005,24.45,-0.021845529
27/04/2005,24.99,0.009246297
26/04/2005,24.76,-0.009246297
25/04/2005,24.99,0.00040024
22/04/2005,24.98,-0.011938065
21/04/2005,25.28,0.038714512
20/04/2005,24.32,-0.012666155
19/04/2005,24.63,-0.000811688
18/04/2005,24.65,0.00773777
15/04/2005,24.46,-0.015416127
14/04/2005,24.84,-0.008019289
13/04/2005,25.04,-0.011120051
12/04/2005,25.32,0.013919493
11/04/2005,24.97,0.001202164
08/04/2005,24.94,-0.006394906
07/04/2005,25.1,0.017279916
06/04/2005,24.67,0.008140053
05/04/2005,24.47,0.009856343
04/04/2005,24.23,0.004550163
01/04/2005,24.12,-0.002070823
31/03/2005,24.17,0.000413822
30/03/2005,24.16,0.009983444
29/03/2005,23.92,-0.011637704
28/03/2005,24.2,-0.003300333
24/03/2005,24.28,0.004127121
23/03/2005,24.18,0.007888768
22/03/2005,23.99,-0.008715556
21/03/2005,24.2,-0.004535155
18/03/2005,24.31,-0.009416651
17/03/2005,24.54,-0.003660773
16/03/2005,24.63,-0.011304117
15/03/2005,24.91,-0.007996844
14/03/2005,25.11,0.000796813
11/03/2005,25.09,-0.013460219
10/03/2005,25.43,0.004730005
09/03/2005,25.31,-0.003549599
08/03/2005,25.4,-0.002752115
07/03/2005,25.47,0.01184848
04/03/2005,25.17,0
03/03/2005,25.17,-0.003569308
02/03/2005,25.26,-0.000791452
01/03/2005,25.28,0.004758137
28/02/2005,25.16,-0.003570724
25/02/2005,25.25,-0.004741218
24/02/2005,25.37,0.006723379
23/02/2005,25.2,-0.001189768
22/02/2005,25.23,-0.009860068
18/02/2005,25.48,-0.006649741
17/02/2005,25.65,-0.005443248
16/02/2005,25.79,-0.00541378
15/02/2005,25.93,-0.00308048
14/02/2005,26.01,0.001539054
11/02/2005,25.97,-0.003459546
10/02/2005,26.06,-0.000383656
09/02/2005,26.07,-0.006499736
08/02/2005,26.24,0.003053437
07/02/2005,26.16,-0.00609758
04/02/2005,26.32,0.005333346
03/02/2005,26.18,-0.010638398
02/02/2005,26.46,0.002649008
01/02/2005,26.39,0.004176957
31/01/2005,26.28,0.003812433
28/01/2005,26.18,0.002677378
27/01/2005,26.11,0.003837303
26/01/2005,26.01,-0.000384394
25/01/2005,26.02,0.013542478
24/01/2005,25.67,0.000779423
21/01/2005,25.65,-0.008153802
20/01/2005,25.86,-0.004629638
19/01/2005,25.98,-0.013002095
18/01/2005,26.32,0.007627802
14/01/2005,26.12,-0.005726299
13/01/2005,26.27,-0.019227737
12/01/2005,26.78,0.00186881
11/01/2005,26.73,-0.002615357
10/01/2005,26.8,0.004862549
07/01/2005,26.67,-0.002995135
06/01/2005,26.75,-0.001120867
05/01/2005,26.78,-0.002237972
04/01/2005,26.84,0.00373274
03/01/2005,26.74,0.000748223
31/12/2004,26.72,-0.001495887
30/12/2004,26.76,-0.005218051
29/12/2004,26.9,-0.001857011
28/12/2004,26.95,0.003717476
27/12/2004,26.85,-0.005941347
23/12/2004,27.01,0.001482031
22/12/2004,26.97,-0.003700966
21/12/2004,27.07,0.004442806
20/12/2004,26.95,-0.000370989
17/12/2004,26.96,-0.007391017
16/12/2004,27.16,0.001842639
15/12/2004,27.11,-0.004416643
14/12/2004,27.23,-0.000734214
13/12/2004,27.25,0.006258073
10/12/2004,27.08,-0.005523859
