Date,Close,EMR
20/02/2008,52.67,0.002851984
19/02/2008,52.52,0.004962789
15/02/2008,52.26,-0.003819714
14/02/2008,52.46,-0.010806817
13/02/2008,53.03,0.029470177
12/02/2008,51.49,0.00233327
11/02/2008,51.37,0.010370898
08/02/2008,50.84,0.012469236
07/02/2008,50.21,0.006193207
06/02/2008,49.9,-0.01570765
05/02/2008,50.69,-0.044374564
04/02/2008,52.99,0.014637653
01/02/2008,52.22,0.027962987
31/01/2008,50.78,-0.007259916
30/01/2008,51.15,-0.012048339
29/01/2008,51.77,0.003095379
28/01/2008,51.61,0.00174537
25/01/2008,51.52,0.005644784
24/01/2008,51.23,0.013758079
23/01/2008,50.53,0.006552193
22/01/2008,50.2,0.020324676
18/01/2008,49.19,0.02699247
17/01/2008,47.88,-0.024753739
16/01/2008,49.08,-0.017370665
15/01/2008,49.94,-0.032311716
14/01/2008,51.58,0.003690399
11/01/2008,51.39,-0.029715596
10/01/2008,52.94,-0.00282939
09/01/2008,53.09,-0.002257762
08/01/2008,53.21,-0.010097318
07/01/2008,53.75,-0.001858737
04/01/2008,53.85,-0.036108956
03/01/2008,55.83,0.011892032
02/01/2008,55.17,-0.026649167
31/12/2007,56.66,-0.006508951
28/12/2007,57.03,0.001930672
27/12/2007,56.92,-0.016897885
26/12/2007,57.89,0.007629654
24/12/2007,57.45,0.028603645
21/12/2007,55.83,0.007731766
20/12/2007,55.4,0.00361664
19/12/2007,55.2,-0.003436119
18/12/2007,55.39,0.01656541
17/12/2007,54.48,-0.031261015
14/12/2007,56.21,-0.01325459
13/12/2007,56.96,0.01343251
12/12/2007,56.2,-0.000889284
11/12/2007,56.25,-0.035624511
10/12/2007,58.29,-0.000514536
07/12/2007,58.32,0.005157309
06/12/2007,58.02,0.006571008
05/12/2007,57.64,-0.005018614
04/12/2007,57.93,0.00866857
03/12/2007,57.43,0.007164731
30/11/2007,57.02,0.009338452
29/11/2007,56.49,0
28/11/2007,56.49,0.041567242
27/11/2007,54.19,0.008524885
26/11/2007,53.73,-0.017526507
23/11/2007,54.68,0.024061868
21/11/2007,53.38,-0.020764558
20/11/2007,54.5,0.013671005
19/11/2007,53.76,-0.022257886
16/11/2007,54.97,-0.001090909
15/11/2007,55.03,-0.009944933
14/11/2007,55.58,-0.000359777
13/11/2007,55.6,0.025871365
12/11/2007,54.18,-0.011195859
09/11/2007,54.79,-0.010710822
08/11/2007,55.38,0.007249035
07/11/2007,54.98,0.012813648
06/11/2007,54.28,0.051991673
05/11/2007,51.53,-0.00580497
02/11/2007,51.83,0.009498957
01/11/2007,51.34,-0.017952417
31/10/2007,52.27,0.026756152
30/10/2007,50.89,-0.012497722
29/10/2007,51.53,0.00252599
26/10/2007,51.4,0.006440932
25/10/2007,51.07,0.001567706
24/10/2007,50.99,-0.004109997
23/10/2007,51.2,0.004502308
22/10/2007,50.97,0.009263888
19/10/2007,50.5,-0.059762282
18/10/2007,53.61,0.012576421
17/10/2007,52.94,0.005303043
16/10/2007,52.66,-0.00605833
15/10/2007,52.98,-0.002074103
12/10/2007,53.09,-0.014399501
11/10/2007,53.86,-0.013096194
10/10/2007,54.57,-0.003110422
09/10/2007,54.74,0.00917606
08/10/2007,54.24,-0.000552944
05/10/2007,54.27,0.016722798
04/10/2007,53.37,0.008089594
03/10/2007,52.94,-0.009026011
02/10/2007,53.42,-0.009501702
01/10/2007,53.93,0.013252644
28/09/2007,53.22,-0.002814525
27/09/2007,53.37,0.034308682
26/09/2007,51.57,0.010722395
25/09/2007,51.02,0.015207166
24/09/2007,50.25,0.00099552
21/09/2007,50.2,-0.003182182
20/09/2007,50.36,-0.012040015
19/09/2007,50.97,0.015421421
18/09/2007,50.19,0.041079383
17/09/2007,48.17,-0.010120917
14/09/2007,48.66,0.011367282
13/09/2007,48.11,0.004374551
12/09/2007,47.9,0
11/09/2007,47.9,0.005232874
10/09/2007,47.65,0.005682431
07/09/2007,47.38,-0.02645161
06/09/2007,48.65,-0.003897841
05/09/2007,48.84,-0.014836163
04/09/2007,49.57,0.006882618
31/08/2007,49.23,0.026135864
30/08/2007,47.96,-0.006028498
29/08/2007,48.25,0.028378152
28/08/2007,46.9,-0.011448079
27/08/2007,47.44,-0.007141387
24/08/2007,47.78,0.032978204
23/08/2007,46.23,-0.015667238
22/08/2007,46.96,0.021089656
21/08/2007,45.98,-0.024703222
20/08/2007,47.13,0.01755182
17/08/2007,46.31,0.019405384
16/08/2007,45.42,-0.010076756
15/08/2007,45.88,-0.023905521
14/08/2007,46.99,-0.023555243
13/08/2007,48.11,0.021429391
10/08/2007,47.09,0.027339987
09/08/2007,45.82,-0.058285379
08/08/2007,48.57,0.003093105
07/08/2007,48.42,0.006422896
06/08/2007,48.11,0.032533499
03/08/2007,46.57,-0.022716187
02/08/2007,47.64,-0.005025136
01/08/2007,47.88,0.017062025
31/07/2007,47.07,-0.017062025
30/07/2007,47.88,0.014939783
27/07/2007,47.17,-0.02263773
26/07/2007,48.25,-0.017666852
25/07/2007,49.11,-0.001221001
24/07/2007,49.17,-0.021328776
23/07/2007,50.23,0.005790173
20/07/2007,49.94,-0.015103626
19/07/2007,50.7,0.012503884
18/07/2007,50.07,-0.008353271
17/07/2007,50.49,0.005361943
16/07/2007,50.22,0.008197587
13/07/2007,49.81,0.008062934
12/07/2007,49.41,0.021686611
11/07/2007,48.35,0.015843567
10/07/2007,47.59,-0.019353429
09/07/2007,48.52,0.009317802
06/07/2007,48.07,0.008356013
05/07/2007,47.67,-0.002932553
03/07/2007,47.81,0.00713689
02/07/2007,47.47,0.01421473
29/06/2007,46.8,-0.011261141
28/06/2007,47.33,0.001056971
27/06/2007,47.28,-0.007585371
26/06/2007,47.64,0.000629921
25/06/2007,47.61,-0.002726798
22/06/2007,47.74,-0.007512556
21/06/2007,48.1,0.001040042
20/06/2007,48.05,-0.021820545
19/06/2007,49.11,0.002242382
18/06/2007,49,0.006141268
15/06/2007,48.7,0.005766079
14/06/2007,48.42,0.004346483
13/06/2007,48.21,0.022656727
12/06/2007,47.13,-0.016205763
11/06/2007,47.9,0.004393772
08/06/2007,47.69,0.013723429
07/06/2007,47.04,-0.019577512
06/06/2007,47.97,-0.00809721
05/06/2007,48.36,0.000206804
04/06/2007,48.35,-0.009264091
01/06/2007,48.8,0.007197975
31/05/2007,48.45,0.010373537
30/05/2007,47.95,0.013014457
29/05/2007,47.33,0.001268499
25/05/2007,47.27,0.005302802
24/05/2007,47.02,-0.002973033
23/05/2007,47.16,0.024904679
22/05/2007,46,-0.00368884
21/05/2007,46.17,0.005429485
18/05/2007,45.92,0.001961853
17/05/2007,45.83,-0.006307797
16/05/2007,46.12,0.007617841
15/05/2007,45.77,-0.001528218
14/05/2007,45.84,-0.006739889
11/05/2007,46.15,0.008923772
10/05/2007,45.74,-0.018412737
09/05/2007,46.59,-0.002144083
08/05/2007,46.69,-0.001284247
07/05/2007,46.75,-0.002350177
04/05/2007,46.86,0.004062873
03/05/2007,46.67,0.004725095
02/05/2007,46.45,0.007780459
01/05/2007,46.09,-0.019338806
30/04/2007,46.99,-0.018763068
27/04/2007,47.88,0.008599948
26/04/2007,47.47,0.043485112
25/04/2007,45.45,0.007952328
24/04/2007,45.09,0.001998003
23/04/2007,45,0.000889284
20/04/2007,44.96,0.011408244
19/04/2007,44.45,-0.000899483
18/04/2007,44.49,0.002700879
17/04/2007,44.37,0.013158085
16/04/2007,43.79,0.01310213
13/04/2007,43.22,0.014449098
12/04/2007,42.6,0.017762456
11/04/2007,41.85,-0.01823183
10/04/2007,42.62,-0.002343568
09/04/2007,42.72,-0.002104526
05/04/2007,42.81,0.002338635
04/04/2007,42.71,-0.001637619
03/04/2007,42.78,0.001637619
02/04/2007,42.71,-0.008857867
30/03/2007,43.09,0.004419126
29/03/2007,42.9,0.005610113
28/03/2007,42.66,-0.005843186
27/03/2007,42.91,-0.012966146
26/03/2007,43.47,-0.009843275
23/03/2007,43.9,0.001139601
22/03/2007,43.85,-0.006818208
21/03/2007,44.15,0.024998435
20/03/2007,43.06,0.003256574
19/03/2007,42.92,0.016207049
16/03/2007,42.23,-0.003781616
15/03/2007,42.39,-0.004706999
14/03/2007,42.59,0.008962324
13/03/2007,42.21,-0.029643902
12/03/2007,43.48,-0.000459876
09/03/2007,43.5,0.01272429
08/03/2007,42.95,0.008886869
07/03/2007,42.57,-0.001173847
06/03/2007,42.62,0.012038384
05/03/2007,42.11,-0.010159568
02/03/2007,42.54,-0.010057388
01/03/2007,42.97,-0.001860033
28/02/2007,43.05,-0.011088125
27/02/2007,43.53,-0.035431891
26/02/2007,45.1,-0.004645512
23/02/2007,45.31,0.000662325
22/02/2007,45.28,-0.003967385
21/02/2007,45.46,-0.000659703
20/02/2007,45.49,0.003744085
16/02/2007,45.32,-0.005062188
15/02/2007,45.55,-0.005473467
14/02/2007,45.8,0.025877812
13/02/2007,44.63,0.005166809
12/02/2007,44.4,0.002029084
09/02/2007,44.31,-0.008763116
08/02/2007,44.7,-0.00178811
07/02/2007,44.78,-0.007563996
06/02/2007,45.12,-0.009265453
05/02/2007,45.54,0.007493974
02/02/2007,45.2,-0.007274363
01/02/2007,45.53,0.012375849
31/01/2007,44.97,0.018402674
30/01/2007,44.15,0.001586762
29/01/2007,44.08,0.005459522
26/01/2007,43.84,-0.003870238
25/01/2007,44.01,-0.012419715
24/01/2007,44.56,0.001796946
23/01/2007,44.48,0.007899827
22/01/2007,44.13,-0.006324846
19/01/2007,44.41,-0.003371926
18/01/2007,44.56,0.001122713
17/01/2007,44.51,0.006310591
16/01/2007,44.23,0.004077939
12/01/2007,44.05,0.005919872
11/01/2007,43.79,0.004577715
10/01/2007,43.59,-0.007542031
09/01/2007,43.92,0.000227713
08/01/2007,43.91,0.009841022
05/01/2007,43.48,-0.008701681
04/01/2007,43.86,0
03/01/2007,43.86,-0.005230256
29/12/2006,44.09,-0.003622372
28/12/2006,44.25,-0.005858512
27/12/2006,44.51,0.002699664
26/12/2006,44.39,0.007915907
22/12/2006,44.04,-0.007690606
21/12/2006,44.38,0.002933546
20/12/2006,44.25,0.026332374
19/12/2006,43.1,0.014725053
18/12/2006,42.47,0.005667075
15/12/2006,42.23,-0.018069247
14/12/2006,43,-0.000465008
13/12/2006,43.02,0.000930233
12/12/2006,42.98,-0.69058457
11/12/2006,85.74,-0.004306088
08/12/2006,86.11,-0.001160632
07/12/2006,86.21,-0.000811641
06/12/2006,86.28,-0.006124001
05/12/2006,86.81,0.019659797
04/12/2006,85.12,-0.001056772
01/12/2006,85.21,-0.017335086
30/11/2006,86.7,0.000115347
29/11/2006,86.69,0.00775871
28/11/2006,86.02,0.000697756
27/11/2006,85.96,-0.034754298
24/11/2006,89,-0.000449337
22/11/2006,89.04,0.002473857
21/11/2006,88.82,0.006664809
20/11/2006,88.23,0.000907132
17/11/2006,88.15,-0.004188606
16/11/2006,88.52,0.006005344
15/11/2006,87.99,0.00387156
14/11/2006,87.65,-0.004780341
13/11/2006,88.07,0.00580768
10/11/2006,87.56,0.004005269
09/11/2006,87.21,-0.009017811
08/11/2006,88,0.006498341
07/11/2006,87.43,0.057313171
06/11/2006,82.56,0.004248353
03/11/2006,82.21,-0.009081615
02/11/2006,82.96,-0.007445693
01/11/2006,83.58,-0.009763145
31/10/2006,84.4,0.002134979
30/10/2006,84.22,0.000712674
27/10/2006,84.16,-0.016147443
26/10/2006,85.53,0.004570231
25/10/2006,85.14,0.004945259
24/10/2006,84.72,-0.00082591
23/10/2006,84.79,0.0047287
20/10/2006,84.39,-0.016570095
