Date,Close,WFC
20/02/2008,30.65,0.02611287
19/02/2008,29.86,0.005709503
15/02/2008,29.69,0.003373822
14/02/2008,29.59,-0.029306127
13/02/2008,30.47,0.01821544
12/02/2008,29.92,0.012781876
11/02/2008,29.54,0.00203321
08/02/2008,29.48,-0.03270228
07/02/2008,30.46,0.012553848
06/02/2008,30.08,-0.012882094
05/02/2008,30.47,-0.029746778
04/02/2008,31.39,-0.069523685
01/02/2008,33.65,-0.012697646
31/01/2008,34.08,0.039502443
30/01/2008,32.76,0.004895971
29/01/2008,32.6,0.024845999
28/01/2008,31.8,0.036507416
25/01/2008,30.66,-0.016176348
24/01/2008,31.16,0.05882105
23/01/2008,29.38,0.086330873
22/01/2008,26.95,0.056089467
18/01/2008,25.48,-0.025190249
17/01/2008,26.13,-0.046363444
16/01/2008,27.37,0.03268022
15/01/2008,26.49,-0.062909222
14/01/2008,28.21,0.000354547
11/01/2008,28.2,0.01033693
10/01/2008,27.91,0.031667796
09/01/2008,27.04,0.020172518
08/01/2008,26.5,-0.043565398
07/01/2008,27.68,0.006887829
04/01/2008,27.49,-0.036783293
03/01/2008,28.52,-0.020132579
02/01/2008,29.1,-0.03677257
31/12/2007,30.19,0.003317853
28/12/2007,30.09,-0.006954822
27/12/2007,30.3,-0.031191612
26/12/2007,31.26,0.00192123
24/12/2007,31.2,0.026962816
21/12/2007,30.37,0
20/12/2007,30.37,-0.008198111
19/12/2007,30.62,0.009845829
18/12/2007,30.32,0.008279564
17/12/2007,30.07,0
14/12/2007,30.07,-0.016163967
13/12/2007,30.56,-0.003593014
12/12/2007,30.67,-0.003255211
11/12/2007,30.77,-0.058998341
10/12/2007,32.64,0.028906442
07/12/2007,31.71,-0.027373404
06/12/2007,32.59,0.00584707
05/12/2007,32.4,0.019950786
04/12/2007,31.76,-0.002515725
03/12/2007,31.84,-0.018360559
30/11/2007,32.43,0.060046621
29/11/2007,30.54,-0.005876608
28/11/2007,30.72,0.02939931
27/11/2007,29.83,0.011463376
26/11/2007,29.49,-0.044761326
23/11/2007,30.84,0.030285396
21/11/2007,29.92,-0.016573134
20/11/2007,30.42,-0.00360952
19/11/2007,30.53,-0.01978336
16/11/2007,31.14,-0.026304797
15/11/2007,31.97,-0.039256804
14/11/2007,33.25,-0.019065219
13/11/2007,33.89,0.046505965
12/11/2007,32.35,0.021559966
09/11/2007,31.66,0.005701631
08/11/2007,31.48,0.023137279
07/11/2007,30.76,-0.068776116
06/11/2007,32.95,0.031445254
05/11/2007,31.93,-0.011830773
02/11/2007,32.31,0.006209272
01/11/2007,32.11,-0.057487091
31/10/2007,34.01,0.000294074
30/10/2007,34,-0.003816238
29/10/2007,34.13,-0.012230787
26/10/2007,34.55,0.021650933
25/10/2007,33.81,-0.006779687
24/10/2007,34.04,0.008259634
23/10/2007,33.76,-0.001775674
22/10/2007,33.82,0.028796231
19/10/2007,32.86,-0.019289326
18/10/2007,33.5,-0.022724897
17/10/2007,34.27,-0.008137214
16/10/2007,34.55,-0.039721534
15/10/2007,35.95,-0.002500349
12/10/2007,36.04,-0.007739121
11/10/2007,36.32,-0.008225986
10/10/2007,36.62,-0.013561369
09/10/2007,37.12,0.004319661
08/10/2007,36.96,-0.013704366
05/10/2007,37.47,0.005351899
04/10/2007,37.27,0.007270801
03/10/2007,37,0.010050336
02/10/2007,36.63,-0.000545852
01/10/2007,36.65,0.02850615
28/09/2007,35.62,-0.011167062
27/09/2007,36.02,0.004730773
26/09/2007,35.85,-0.006117928
25/09/2007,36.07,0.003054285
24/09/2007,35.96,-0.007756272
21/09/2007,36.24,-0.008517705
20/09/2007,36.55,-0.02031214
19/09/2007,37.3,0.002953419
18/09/2007,37.19,0.042010296
17/09/2007,35.66,0
14/09/2007,35.66,-0.004197572
13/09/2007,35.81,0.003636876
12/09/2007,35.68,-0.012256421
11/09/2007,36.12,0.027506646
10/09/2007,35.14,-0.001706
07/09/2007,35.2,-0.012703064
06/09/2007,35.65,-0.006709558
05/09/2007,35.89,-0.019316274
04/09/2007,36.59,0.001367428
31/08/2007,36.54,0.022137041
30/08/2007,35.74,-0.006692719
29/08/2007,35.98,0.021917146
28/08/2007,35.2,-0.026077463
27/08/2007,36.13,-0.012104687
24/08/2007,36.57,0.003286774
23/08/2007,36.45,-0.006835297
22/08/2007,36.7,-0.018091488
21/08/2007,37.37,0.007251274
20/08/2007,37.1,-0.003766483
17/08/2007,37.24,0.050671632
16/08/2007,35.4,0.053079009
15/08/2007,33.57,-0.002677378
14/08/2007,33.66,-0.007104826
13/08/2007,33.9,-0.01464155
10/08/2007,34.4,0.007001195
09/08/2007,34.16,-0.024006937
08/08/2007,34.99,0.002862051
07/08/2007,34.89,0.003732955
06/08/2007,34.76,0.057733953
03/08/2007,32.81,-0.047904444
02/08/2007,34.42,-0.001741655
01/08/2007,34.48,0.020806611
31/07/2007,33.77,-0.024569823
30/07/2007,34.61,0.030807776
27/07/2007,33.56,-0.002678174
26/07/2007,33.65,-0.026973198
25/07/2007,34.57,0.018686675
24/07/2007,33.93,-0.026753558
23/07/2007,34.85,0.003737247
20/07/2007,34.72,-0.023342933
19/07/2007,35.54,0.004229528
18/07/2007,35.39,-0.005635405
17/07/2007,35.59,0.003941447
16/07/2007,35.45,-0.00253557
13/07/2007,35.54,0.002817697
12/07/2007,35.44,0.014781395
11/07/2007,34.92,0.013841051
10/07/2007,34.44,-0.019552089
09/07/2007,35.12,-0.005961693
06/07/2007,35.33,0.000283086
05/07/2007,35.32,-0.010140932
03/07/2007,35.68,0.004775961
02/07/2007,35.51,0.0096209
29/06/2007,35.17,-0.003122785
28/06/2007,35.28,-0.00141623
27/06/2007,35.33,0.007671582
26/06/2007,35.06,-0.000570288
25/06/2007,35.08,0.001711841
22/06/2007,35.02,-0.017268653
21/06/2007,35.63,-0.001402328
20/06/2007,35.68,-0.019428865
19/06/2007,36.38,0.006618888
18/06/2007,36.14,0.004715027
15/06/2007,35.97,0.002226553
14/06/2007,35.89,-0.001392176
13/06/2007,35.94,0.021373142
12/06/2007,35.18,-0.008491418
11/06/2007,35.48,0.003953691
08/06/2007,35.34,0.007954587
07/06/2007,35.06,-0.01500382
06/06/2007,35.59,-0.008951109
05/06/2007,35.91,-0.008043311
04/06/2007,36.2,-0.005509656
01/06/2007,36.4,0.008552956
31/05/2007,36.09,-0.003871686
30/05/2007,36.23,0.002210556
29/05/2007,36.15,0.000553403
25/05/2007,36.13,0.002494112
24/05/2007,36.04,-0.001386386
23/05/2007,36.09,0.00249688
22/05/2007,36,-0.008574247
21/05/2007,36.31,-0.003024889
18/05/2007,36.42,0.004954593
17/05/2007,36.24,0.000552029
16/05/2007,36.22,0.022617186
15/05/2007,35.41,0.003111302
14/05/2007,35.3,-0.006212954
