Date,Close,WMT
09/04/2007,48.47,0.0041348
05/04/2007,48.27,0.004568114
04/04/2007,48.05,-0.001040042
03/04/2007,48.1,0.014659948
02/04/2007,47.4,0.009539023
30/03/2007,46.95,0.004910867
29/03/2007,46.72,0.001713796
28/03/2007,46.64,-0.018060621
27/03/2007,47.49,-0.007342947
26/03/2007,47.84,-0.001462141
23/03/2007,47.91,-0.002085072
22/03/2007,48.01,0.005011495
21/03/2007,47.77,0.009887532
20/03/2007,47.3,0.01512437
19/03/2007,46.59,0.008189701
16/03/2007,46.21,0.004554828
15/03/2007,46,0.005886859
14/03/2007,45.73,-0.009792266
13/03/2007,46.18,-0.023117468
12/03/2007,47.26,-0.003379809
09/03/2007,47.42,-0.0096538
08/03/2007,47.88,-0.001043732
07/03/2007,47.93,-0.002292384
06/03/2007,48.04,0.011936065
05/03/2007,47.47,-0.00713689
02/03/2007,47.81,-0.001671892
01/03/2007,47.89,-0.008731864
28/02/2007,48.31,0.002279558
27/02/2007,48.2,-0.036263904
26/02/2007,49.98,0.008237113
23/02/2007,49.57,-0.002417894
22/02/2007,49.69,-0.00561912
21/02/2007,49.97,-0.005786707
20/02/2007,50.26,0.03605819
16/02/2007,48.48,0.002478316
15/02/2007,48.36,0.010184022
14/02/2007,47.87,-0.002295254
13/02/2007,47.98,0.005014637
12/02/2007,47.74,-0.004806195
09/02/2007,47.97,-0.007062763
08/02/2007,48.31,-0.005573345
07/02/2007,48.58,0
06/02/2007,48.58,0.001235839
05/02/2007,48.52,0.009109794
02/02/2007,48.08,0.006259148
01/02/2007,47.78,0.00188541
31/01/2007,47.69,0.008634359
30/01/2007,47.28,-0.007375442
29/01/2007,47.63,-0.000839454
26/01/2007,47.67,-0.010018869
25/01/2007,48.15,-0.009508133
24/01/2007,48.61,0.016594448
23/01/2007,47.81,-0.003132508
22/01/2007,47.96,-0.007271248
19/01/2007,48.31,-0.001654602
18/01/2007,48.39,0.00393416
17/01/2007,48.2,-0.002279558
16/01/2007,48.31,0.006854321
12/01/2007,47.98,0.007951496
11/01/2007,47.6,0.006745388
10/01/2007,47.28,-0.002323863
09/01/2007,47.39,0.008263634
08/01/2007,47,-0.008263634
05/01/2007,47.39,-0.008195906
04/01/2007,47.78,0.004825353
03/01/2007,47.55,0.029234985
29/12/2006,46.18,0.00368804
28/12/2006,46.01,-0.003254858
27/12/2006,46.16,0.001083776
26/12/2006,46.11,0.012438786
22/12/2006,45.54,-0.003726032
21/12/2006,45.71,-0.003494216
20/12/2006,45.87,-0.004784698
19/12/2006,46.09,-0.006056692
18/12/2006,46.37,-0.001723767
15/12/2006,46.45,-0.001505862
14/12/2006,46.52,0.013417211
13/12/2006,45.9,0.00546151
12/12/2006,45.65,-0.007637789
11/12/2006,46,-0.007579896
08/12/2006,46.35,-0.000431406
07/12/2006,46.37,-0.003659459
06/12/2006,46.54,0.001290045
05/12/2006,46.48,0.004096158
04/12/2006,46.29,0.009114646
01/12/2006,45.87,-0.005001641
30/11/2006,46.1,-0.016991483
29/11/2006,46.89,0.003846159
28/11/2006,46.71,0.002143164
27/11/2006,46.61,-0.027300394
24/11/2006,47.9,-0.002710311
22/11/2006,48.03,0.004590993
21/11/2006,47.81,0.001884225
20/11/2006,47.72,0.004620886
17/11/2006,47.5,-0.00859454
16/11/2006,47.91,0.004812228
15/11/2006,47.68,0.000419551
14/11/2006,47.66,0.028518638
13/11/2006,46.32,-0.00323311
10/11/2006,46.47,0.001723024
09/11/2006,46.39,-0.013701777
08/11/2006,47.03,-0.013096934
07/11/2006,47.65,0.003363468
06/11/2006,47.49,-0.000841928
03/11/2006,47.53,-0.015863409
02/11/2006,48.29,-0.011529879
01/11/2006,48.85,-0.008763941
31/10/2006,49.28,-0.005060227
30/10/2006,49.53,-0.023938905
27/10/2006,50.73,-0.019906981
26/10/2006,51.75,0.01754431
25/10/2006,50.85,-0.00881063
24/10/2006,51.3,0.00038994
23/10/2006,51.28,0.03795786
20/10/2006,49.37,0.017985361
19/10/2006,48.49,0.002891369
18/10/2006,48.35,0.001448826
17/10/2006,48.28,-0.000828157
16/10/2006,48.32,-0.002893162
13/10/2006,48.46,0.002893162
12/10/2006,48.32,0.000206975
11/10/2006,48.31,0.003940687
10/10/2006,48.12,-0.002075982
09/10/2006,48.22,-0.002071681
06/10/2006,48.32,-0.00186085
05/10/2006,48.41,-0.023275857
04/10/2006,49.55,0.001817999
03/10/2006,49.46,0.020838343
02/10/2006,48.44,-0.01800376
29/09/2006,49.32,-0.009886089
28/09/2006,49.81,0.006243098
27/09/2006,49.5,0.005063302
26/09/2006,49.25,0.008769303
25/09/2006,48.82,0.010915565
22/09/2006,48.29,-0.003514216
21/09/2006,48.46,-0.008424996
20/09/2006,48.87,0.007599913
19/09/2006,48.5,0.008281621
18/09/2006,48.1,-0.002491696
15/09/2006,48.22,-0.003105914
14/09/2006,48.37,0.006013497
13/09/2006,48.08,0.000208008
12/09/2006,48.07,0.012139119
11/09/2006,47.49,0.016346824
08/09/2006,46.72,0.025581278
07/09/2006,45.54,0.003078956
06/09/2006,45.4,-0.0037375
05/09/2006,45.57,0.002636785
01/09/2006,45.45,0.016191992
31/08/2006,44.72,0.00223864
30/08/2006,44.62,0.002917744
29/08/2006,44.49,0.001349528
28/08/2006,44.43,0.012456282
25/08/2006,43.88,0.004110533
24/08/2006,43.7,-0.001372056
23/08/2006,43.76,-0.007059121
22/08/2006,44.07,-0.000453721
21/08/2006,44.09,-0.009031445
18/08/2006,44.49,-0.003141834
17/08/2006,44.63,0.004491362
16/08/2006,44.43,-0.002697237
15/08/2006,44.55,-0.012270093
14/08/2006,45.1,0.009132484
11/08/2006,44.69,-0.00446529
10/08/2006,44.89,0.022300733
09/08/2006,43.9,-0.012675588
08/08/2006,44.46,-0.00806456
07/08/2006,44.82,-0.001114952
04/08/2006,44.87,0.003125003
03/08/2006,44.73,0.008080852
02/08/2006,44.37,0.006330566
01/08/2006,44.09,-0.00925619
31/07/2006,44.5,0.000899281
28/07/2006,44.46,0.021139553
27/07/2006,43.53,-0.003211012
26/07/2006,43.67,-0.022640768
25/07/2006,44.67,0.005387218
24/07/2006,44.43,0.016109254
21/07/2006,43.72,-0.012953255
20/07/2006,44.29,0.002034129
19/07/2006,44.2,0.02357898
18/07/2006,43.17,0.003480686
17/07/2006,43.02,-0.000697107
14/07/2006,43.05,-0.025457171
13/07/2006,44.16,-0.022170878
12/07/2006,45.15,-0.021473218
11/07/2006,46.13,-0.001083306
10/07/2006,46.18,0.003905407
07/07/2006,46,-0.015530942
06/07/2006,46.72,-0.006400705
05/07/2006,47.02,-0.011629267
03/07/2006,47.57,-0.01253411
30/06/2006,48.17,-0.011147927
29/06/2006,48.71,0.016351394
28/06/2006,47.92,0.006070139
27/06/2006,47.63,-0.009195467
26/06/2006,48.07,0.002708053
23/06/2006,47.94,-0.011201113
22/06/2006,48.48,-0.008626055
21/06/2006,48.9,0.00965794
20/06/2006,48.43,0.003309207
19/06/2006,48.27,-0.000828329
16/06/2006,48.31,-0.007218759
15/06/2006,48.66,0.019716318
14/06/2006,47.71,0.003779929
13/06/2006,47.53,0.011426278
12/06/2006,46.99,-0.002974928
09/06/2006,47.13,-0.003600555
08/06/2006,47.3,0.005511992
07/06/2006,47.04,0.000212608
06/06/2006,47.03,-0.00339631
05/06/2006,47.19,-0.013471052
02/06/2006,47.83,-0.011640123
01/06/2006,48.39,-0.001239158
31/05/2006,48.45,0.003100778
30/05/2006,48.3,-0.02756683
26/05/2006,49.65,0.004036332
25/05/2006,49.45,0.029136242
24/05/2006,48.03,0.010675141
23/05/2006,47.52,0.003583855
22/05/2006,47.35,0.000633781
19/05/2006,47.32,0.002115507
18/05/2006,47.22,0.008079993
17/05/2006,46.84,-0.025920743
16/05/2006,48.07,0.013403342
15/05/2006,47.43,0.018942782
12/05/2006,46.54,-0.015140496
11/05/2006,47.25,-0.011154488
10/05/2006,47.78,-0.001881862
09/05/2006,47.87,0.006286693
08/05/2006,47.57,0.006749657
05/05/2006,47.25,0.018153195
04/05/2006,46.4,-0.00623055
03/05/2006,46.69,0.011416387
02/05/2006,46.16,0.004995124
01/05/2006,45.93,0.019789564
28/04/2006,45.03,-0.013455591
27/04/2006,45.64,-0.007421994
26/04/2006,45.98,0.007641124
25/04/2006,45.63,0.001974334
24/04/2006,45.54,-0.006129616
21/04/2006,45.82,-0.012578782
20/04/2006,46.4,-0.001507484
19/04/2006,46.47,0.001507484
18/04/2006,46.4,0.012578782
17/04/2006,45.82,0.001091822
13/04/2006,45.77,-0.002836262
12/04/2006,45.9,0.008752791
11/04/2006,45.5,-0.004385972
10/04/2006,45.7,-0.006977787
07/04/2006,46.02,-0.011665719
06/04/2006,46.56,-0.006636009
05/04/2006,46.87,0.007925499
04/04/2006,46.5,-0.005789659
03/04/2006,46.77,-0.00999902
31/03/2006,47.24,-0.00885148
30/03/2006,47.66,-0.008149664
29/03/2006,48.05,0.006263068
28/03/2006,47.75,-0.004179734
27/03/2006,47.95,-0.004992729
24/03/2006,48.19,-0.00723667
23/03/2006,48.54,0.009106023
22/03/2006,48.1,-0.000207879
21/03/2006,48.11,0.007301587
20/03/2006,47.76,0.02265846
17/03/2006,46.69,0.007092991
16/03/2006,46.36,0.022688582
15/03/2006,45.32,-0.004842624
14/03/2006,45.54,0.005946499
13/03/2006,45.27,-0.001324504
10/03/2006,45.33,0.001987414
09/03/2006,45.24,-0.00066291
08/03/2006,45.27,0
07/03/2006,45.27,0.003318954
06/03/2006,45.12,-0.004643458
03/03/2006,45.33,0.00597413
02/03/2006,45.06,-0.001995345
01/03/2006,45.15,-0.00464038
28/02/2006,45.36,-0.008779688
27/02/2006,45.76,0.006797526
24/02/2006,45.45,-0.005485477
23/02/2006,45.7,0.004825629
22/02/2006,45.48,-0.00570052
21/02/2006,45.74,-0.007839761
17/02/2006,46.1,-0.011431161
16/02/2006,46.63,-0.005560322
15/02/2006,46.89,0.009427968
14/02/2006,46.45,0.020444383
13/02/2006,45.51,-0.00525971
10/02/2006,45.75,0.001093494
09/02/2006,45.7,0.006586193
08/02/2006,45.4,0.014644149
07/02/2006,44.74,-0.007570733
06/02/2006,45.08,-0.009053832
03/02/2006,45.49,-0.017217381
02/02/2006,46.28,0.00302965
01/02/2006,46.14,0.000650407
31/01/2006,46.11,-0.006485107
30/01/2006,46.41,0.012357881
27/01/2006,45.84,-0.010416761
26/01/2006,46.32,0.007584823
25/01/2006,45.97,0.005453171
24/01/2006,45.72,0.010333169
23/01/2006,45.25,0.00554018
20/01/2006,45,-0.017621601
19/01/2006,45.8,0.01362958
18/01/2006,45.18,0.00510375
17/01/2006,44.95,-0.009961344
13/01/2006,45.4,-0.007461084
12/01/2006,45.74,-0.017983368
11/01/2006,46.57,0.01536328
10/01/2006,45.86,0.003276185
09/01/2006,45.71,-0.0037122
06/01/2006,45.88,0.004149837
05/01/2006,45.69,-0.013694378
04/01/2006,46.32,0.001944895
03/01/2006,46.23,-0.012254265
30/12/2005,46.8,-0.014425367
29/12/2005,47.48,-0.00755354
28/12/2005,47.84,0.002301979
27/12/2005,47.73,-0.012699244
23/12/2005,48.34,-0.005364156
22/12/2005,48.6,-0.001028278
21/12/2005,48.65,0.001028278
20/12/2005,48.6,-0.007380107
19/12/2005,48.96,-0.006311738
16/12/2005,49.27,0.000202984
15/12/2005,49.26,-0.005062277
14/12/2005,49.51,0.000808244
13/12/2005,49.47,0.016098157
12/12/2005,48.68,0.012401978
09/12/2005,48.08,0.007934892
08/12/2005,47.7,-0.001047669
07/12/2005,47.75,0.002726226
06/12/2005,47.62,0.010130944
05/12/2005,47.14,-0.017453918
02/12/2005,47.97,-0.00125
01/12/2005,48.03,-0.010974331
30/11/2005,48.56,-0.009224212
29/11/2005,49.01,-0.019998647
28/11/2005,50,-0.009752291
25/11/2005,50.49,-0.001583218
23/11/2005,50.57,0.007343488
22/11/2005,50.2,0.011621048
21/11/2005,49.62,0.002421309
18/11/2005,49.5,0.005266368
17/11/2005,49.24,0.007337986
16/11/2005,48.88,0.002047922
15/11/2005,48.78,-0.010603688
14/11/2005,49.3,0.006103783
11/11/2005,49,-0.000815994
10/11/2005,49.04,0.017277271
09/11/2005,48.2,0.012316198
08/11/2005,47.61,-0.009199312
07/11/2005,48.05,0.007520403
04/11/2005,47.69,0.005045207
03/11/2005,47.45,-0.002315547
02/11/2005,47.56,0.012057259
01/11/2005,46.99,-0.006786877
31/10/2005,47.31,0.039009364
28/10/2005,45.5,0.01684437
27/10/2005,44.74,-0.018601068
26/10/2005,45.58,0.004177207
25/10/2005,45.39,-0.017904408
24/10/2005,46.21,0.010660386
21/10/2005,45.72,0.002628122
20/10/2005,45.6,-0.008516265
19/10/2005,45.99,0.018876768
18/10/2005,45.13,-0.002434437
17/10/2005,45.24,0.004430667
14/10/2005,45.04,0.0062361
13/10/2005,44.76,-0.004013383
12/10/2005,44.94,-0.001778569
11/10/2005,45.02,0.010719174
10/10/2005,44.54,0.011516442
07/10/2005,44.03,0.002273762
06/10/2005,43.93,0.00983652
05/10/2005,43.5,-0.008013781
04/10/2005,43.85,0.002054561
03/10/2005,43.76,-0.001370176
30/09/2005,43.82,0.006410278
29/09/2005,43.54,0.009461245
28/09/2005,43.13,0.000695814
27/09/2005,43.1,-0.000231992
26/09/2005,43.11,-0.002085506
23/09/2005,43.2,0.000231508
22/09/2005,43.19,0.016340233
21/09/2005,42.49,-0.016803196
20/09/2005,43.21,-0.018344931
19/09/2005,44.01,0.003186166
16/09/2005,43.87,-0.010205327
15/09/2005,44.32,-0.008537459
14/09/2005,44.7,-0.008243335
13/09/2005,45.07,-0.018030392
12/09/2005,45.89,0
09/09/2005,45.89,0.000653951
08/09/2005,45.86,0
07/09/2005,45.86,0.003713822
06/09/2005,45.69,0.025267302
02/09/2005,44.55,-0.010050336
01/09/2005,45,0.000889284
31/08/2005,44.96,-0.005102618
30/08/2005,45.19,-0.010127784
29/08/2005,45.65,-0.001094691
26/08/2005,45.7,0.00901204
25/08/2005,45.29,-0.005724366
24/08/2005,45.55,-0.017194895
23/08/2005,46.34,-0.007096041
22/08/2005,46.67,0.001930296
19/08/2005,46.58,-0.014069727
18/08/2005,47.24,0.002755699
17/08/2005,47.11,-0.009717018
16/08/2005,47.57,-0.031656724
15/08/2005,49.1,0.008180005
12/08/2005,48.7,-0.005120339
11/08/2005,48.95,0.00224972
10/08/2005,48.84,-0.007750396
09/08/2005,49.22,0.001423198
08/08/2005,49.15,-0.003452832
05/08/2005,49.32,0.000608458
04/08/2005,49.29,-0.007881217
03/08/2005,49.68,-0.002412546
02/08/2005,49.8,0.005436437
01/08/2005,49.53,0.003640781
29/07/2005,49.35,-0.009478744
28/07/2005,49.82,0.000401526
27/07/2005,49.8,0.005436437
26/07/2005,49.53,0.001616489
25/07/2005,49.45,-0.001818366
22/07/2005,49.54,0.00303245
21/07/2005,49.39,-0.012275031
20/07/2005,50,0.004811557
19/07/2005,49.76,-0.004611537
18/07/2005,49.99,-0.005187562
15/07/2005,50.25,-0.00516079
14/07/2005,50.51,0.007352244
13/07/2005,50.14,0.000997705
12/07/2005,50.09,0.005806403
11/07/2005,49.8,-0.002006019
08/07/2005,49.9,0.007846333
07/07/2005,49.51,0.002629185
06/07/2005,49.38,-0.0084695
05/07/2005,49.8,0.030997588
01/07/2005,48.28,0.001658375
30/06/2005,48.2,-0.007029179
29/06/2005,48.54,0.002268744
28/06/2005,48.43,0.018968781
27/06/2005,47.52,0.003161558
24/06/2005,47.37,-0.010708764
23/06/2005,47.88,-0.018827493
22/06/2005,48.79,0.00534321
21/06/2005,48.53,-0.006776902
20/06/2005,48.86,-0.001431639
17/06/2005,48.93,-0.008547061
16/06/2005,49.35,-0.010080731
15/06/2005,49.85,0.003416059
14/06/2005,49.68,0.028585041
13/06/2005,48.28,0.006233139
10/06/2005,47.98,0.003340295
09/06/2005,47.82,0.005241652
08/06/2005,47.57,-0.003986159
07/06/2005,47.76,0.000628338
06/06/2005,47.73,0.007993311
03/06/2005,47.35,-0.018207053
02/06/2005,48.22,0.006240919
01/06/2005,47.92,0.01450367
31/05/2005,47.23,-0.000846561
27/05/2005,47.27,-0.000845845
26/05/2005,47.31,0.000211394
25/05/2005,47.3,-0.007372335
24/05/2005,47.65,-0.004188488
23/05/2005,47.85,0.014101044
20/05/2005,47.18,-0.006970141
19/05/2005,47.51,-0.00147229
18/05/2005,47.58,0.012264903
17/05/2005,47,-0.00466993
16/05/2005,47.22,0.001907791
13/05/2005,47.13,-0.010972889
12/05/2005,47.65,-0.019740901
11/05/2005,48.6,-0.002466092
10/05/2005,48.72,-0.010819744
09/05/2005,49.25,0.005905729
06/05/2005,48.96,0.007997582
05/05/2005,48.57,0.002473718
04/05/2005,48.45,0.001032525
03/05/2005,48.4,0.012474174
02/05/2005,47.8,0.013903742
29/04/2005,47.14,0.001911031
28/04/2005,47.05,-0.005087991
27/04/2005,47.29,0.006151255
26/04/2005,47,-0.000425441
25/04/2005,47.02,0.004476188
22/04/2005,46.81,-0.020510287
21/04/2005,47.78,0.009040322
20/04/2005,47.35,-0.005265942
19/04/2005,47.6,-0.005865119
18/04/2005,47.88,0.003766483
15/04/2005,47.7,-0.005435932
14/04/2005,47.96,-0.012638726
13/04/2005,48.57,-0.001234568
12/04/2005,48.63,0.002470662
11/04/2005,48.51,-0.001236094
08/04/2005,48.57,-0.00677134
07/04/2005,48.9,-0.012195273
06/04/2005,49.5,-0.00342846
05/04/2005,49.67,0.005248296
04/04/2005,49.41,0.008536637
01/04/2005,48.99,-0.022604393
31/03/2005,50.11,-0.014462857
30/03/2005,50.84,0.001377817
29/03/2005,50.77,-0.004323906
28/03/2005,50.99,0.00649289
24/03/2005,50.66,0.000197414
23/03/2005,50.65,-0.004923693
22/03/2005,50.9,-0.005290499
21/03/2005,51.17,-0.005457039
18/03/2005,51.45,-0.016959358
17/03/2005,52.33,0.019294444
16/03/2005,51.33,0.005861681
15/03/2005,51.03,-0.005277057
14/03/2005,51.3,-0.00583092
11/03/2005,51.6,-0.010602509
10/03/2005,52.15,-0.005736153
09/03/2005,52.45,0.000572137
08/03/2005,52.42,-0.006844133
07/03/2005,52.78,-0.006044597
04/03/2005,53.1,0.004530019
03/03/2005,52.86,0.017365192
02/03/2005,51.95,-0.001730936
01/03/2005,52.04,0.008297201
28/02/2005,51.61,0.002327838
25/02/2005,51.49,0.000582807
24/02/2005,51.46,-0.002716866
23/02/2005,51.6,-0.007722046
22/02/2005,52,-0.013751172
18/02/2005,52.72,0.000379435
17/02/2005,52.7,0.001899336
16/02/2005,52.6,-0.001899336
15/02/2005,52.7,0.010491274
14/02/2005,52.15,0.000959233
11/02/2005,52.1,-0.003066311
10/02/2005,52.26,-0.004962789
09/02/2005,52.52,-0.012864347
08/02/2005,53.2,-0.005810156
07/02/2005,53.51,0.000934842
04/02/2005,53.46,0.000748503
03/02/2005,53.42,0.006761859
02/02/2005,53.06,0.008517133
01/02/2005,52.61,0.003999624
31/01/2005,52.4,-0.000572355
28/01/2005,52.43,-0.012321263
27/01/2005,53.08,-0.003760817
26/01/2005,53.28,0
25/01/2005,53.28,0.003949229
24/01/2005,53.07,0.001131222
21/01/2005,53.01,-0.006768215
20/01/2005,53.37,-0.00765286
19/01/2005,53.78,-0.013115548
18/01/2005,54.49,0.009218354
14/01/2005,53.99,0.006503786
13/01/2005,53.64,-0.008169373
12/01/2005,54.08,0.009101948
11/01/2005,53.59,-0.002422888
10/01/2005,53.72,-0.005013473
07/01/2005,53.99,-0.0011107
06/01/2005,54.05,0.014160848
05/01/2005,53.29,0.001314431
04/01/2005,53.22,-0.002439712
03/01/2005,53.35,0.009984071
31/12/2004,52.82,-0.004533442
30/12/2004,53.06,-0.007136181
29/12/2004,53.44,0.003937382
28/12/2004,53.23,0.008300368
27/12/2004,52.79,0.004556682
23/12/2004,52.55,-0.007960618
22/12/2004,52.97,0.007009596
21/12/2004,52.6,0.007633625
20/12/2004,52.2,0.003454235
17/12/2004,52.02,-0.013935512
16/12/2004,52.75,-0.005294019
15/12/2004,53.03,-0.009010761
14/12/2004,53.51,0.01052048
13/12/2004,52.95,0.004542881
