Date,Close,UPS
03/07/2007,73.2,-0.001774381
02/07/2007,73.33,0.004510361
29/06/2007,73,-0.008457287
28/06/2007,73.62,0.000815328
27/06/2007,73.56,0.005589272
26/06/2007,73.15,-0.001912046
25/06/2007,73.29,0.006021641
22/06/2007,72.85,-0.0071126
21/06/2007,73.37,0.006289329
20/06/2007,72.91,-0.001233637
19/06/2007,73,-0.004373982
18/06/2007,73.32,-0.009907118
15/06/2007,74.05,0.001351352
14/06/2007,73.95,0.024780514
13/06/2007,72.14,0.012413856
12/06/2007,71.25,-0.017115843
11/06/2007,72.48,0.002209946
08/06/2007,72.32,0.014905897
07/06/2007,71.25,-0.005179545
06/06/2007,71.62,-0.001395284
05/06/2007,71.72,-0.007639457
04/06/2007,72.27,-0.001244555
01/06/2007,72.36,0.005404295
31/05/2007,71.97,0.005713107
30/05/2007,71.56,0.003079079
29/05/2007,71.34,0.003651177
25/05/2007,71.08,0.006067894
24/05/2007,70.65,0.009528622
23/05/2007,69.98,-0.001713307
22/05/2007,70.1,-0.002991242
21/05/2007,70.31,0.003704763
18/05/2007,70.05,-0.001426534
17/05/2007,70.15,-0.016821373
16/05/2007,71.34,0.012128198
15/05/2007,70.48,-0.002833666
14/05/2007,70.68,-0.008312834
11/05/2007,71.27,0.020411765
10/05/2007,69.83,-0.015206717
09/05/2007,70.9,0.000846621
08/05/2007,70.84,0.000847338
07/05/2007,70.78,-0.004370205
04/05/2007,71.09,0.0028173
03/05/2007,70.89,0.002118196
02/05/2007,70.74,0.011373452
01/05/2007,69.94,-0.006981577
30/04/2007,70.43,-0.015078141
27/04/2007,71.5,-0.005717887
26/04/2007,71.91,-0.015044104
25/04/2007,73,0.014766017
24/04/2007,71.93,-0.000139014
23/04/2007,71.94,-0.012158204
20/04/2007,72.82,0.011463422
19/04/2007,71.99,0.008229351
18/04/2007,71.4,-0.003355708
17/04/2007,71.64,0.007847574
16/04/2007,71.08,0.010891967
13/04/2007,70.31,-0.000995096
12/04/2007,70.38,-0.001277955
11/04/2007,70.47,-0.00453066
10/04/2007,70.79,0.009937617
09/04/2007,70.09,-0.002422516
05/04/2007,70.26,0.005423162
04/04/2007,69.88,-0.001144165
03/04/2007,69.96,0.001430411
02/04/2007,69.86,-0.003429555
30/03/2007,70.1,-0.000855554
29/03/2007,70.16,-0.003414915
28/03/2007,70.4,-0.00707717
27/03/2007,70.9,-0.005766137
26/03/2007,71.31,-0.002241211
23/03/2007,71.47,0.005331101
22/03/2007,71.09,-0.002669103
21/03/2007,71.28,0.014555475
20/03/2007,70.25,0.011021367
19/03/2007,69.48,0.003171402
16/03/2007,69.26,-0.00216341
15/03/2007,69.41,-0.011744621
14/03/2007,70.23,0.00456687
13/03/2007,69.91,-0.017581624
12/03/2007,71.15,0.007335341
09/03/2007,70.63,0.010818611
08/03/2007,69.87,-0.001858869
07/03/2007,70,0.001286542
06/03/2007,69.91,0.003008383
05/03/2007,69.7,0.003305313
02/03/2007,69.47,-0.009313055
01/03/2007,70.12,-0.000997791
28/02/2007,70.19,-0.000569719
27/02/2007,70.23,-0.035803013
26/02/2007,72.79,-0.00752758
23/02/2007,73.34,-0.000817773
22/02/2007,73.4,-0.005434796
21/02/2007,73.8,-0.001354096
20/02/2007,73.9,-0.00189266
16/02/2007,74.04,-0.005925145
15/02/2007,74.48,-0.007224112
14/02/2007,75.02,0.00843322
13/02/2007,74.39,0.007014733
12/02/2007,73.87,0.004205392
09/02/2007,73.56,0.003131598
08/02/2007,73.33,-0.008013625
07/02/2007,73.92,-0.000135272
06/02/2007,73.93,0.003387308
05/02/2007,73.68,-0.006628364
02/02/2007,74.17,0.007171399
01/02/2007,73.64,0.018640891
31/01/2007,72.28,-0.005793919
30/01/2007,72.7,-0.012982758
29/01/2007,73.65,0.015875522
26/01/2007,72.49,-0.015332265
25/01/2007,73.61,-0.011346873
24/01/2007,74.45,0.011211031
23/01/2007,73.62,-0.008925009
22/01/2007,74.28,-0.009913008
19/01/2007,75.02,0.002803179
18/01/2007,74.81,-0.002536548
17/01/2007,75,0.001601281
16/01/2007,74.88,0.0058934
12/01/2007,74.44,0.010669289
11/01/2007,73.65,0.000271592
10/01/2007,73.63,-0.006093039
09/01/2007,74.08,-0.004041498
08/01/2007,74.38,0.00309702
05/01/2007,74.15,-0.012597326
04/01/2007,75.09,0.001599361
03/01/2007,74.97,-0.000133378
29/12/2006,74.98,0.000266773
28/12/2006,74.96,-0.002132197
27/12/2006,75.12,0.012053179
26/12/2006,74.22,0.004726864
22/12/2006,73.87,-0.00916325
21/12/2006,74.55,-0.002946694
20/12/2006,74.77,-0.013021709
19/12/2006,75.75,-0.012463264
18/12/2006,76.7,0.000391211
15/12/2006,76.67,-0.00221484
14/12/2006,76.84,0.004303887
13/12/2006,76.51,-0.005084425
12/12/2006,76.9,-0.011249876
11/12/2006,77.77,-0.004362337
08/12/2006,78.11,0.001281066
07/12/2006,78.01,-0.000384492
06/12/2006,78.04,-0.001920246
05/12/2006,78.19,0.002048394
04/12/2006,78.03,0.009270055
01/12/2006,77.31,-0.007859346
30/11/2006,77.92,-0.008434555
29/11/2006,78.58,0.005743108
28/11/2006,78.13,-0.001790282
27/11/2006,78.27,-0.007256094
24/11/2006,78.84,-0.002280503
22/11/2006,79.02,-0.006307577
21/11/2006,79.52,0.003022672
20/11/2006,79.28,0.00189382
17/11/2006,79.13,0.006974855
16/11/2006,78.58,0.0085629
15/11/2006,77.91,0.003858029
14/11/2006,77.61,0.01754773
13/11/2006,76.26,0.009221512
10/11/2006,75.56,0.015605518
09/11/2006,74.39,-0.00723282
08/11/2006,74.93,-0.005058584
07/11/2006,75.31,0.009472421
06/11/2006,74.6,0.018945086
03/11/2006,73.2,-0.010869672
02/11/2006,74,-0.002699057
01/11/2006,74.2,-0.015379775
31/10/2006,75.35,-0.007272759
30/10/2006,75.9,0.013663408
27/10/2006,74.87,-0.007716909
26/10/2006,75.45,-0.00304374
25/10/2006,75.68,-0.005008578
24/10/2006,76.06,0.000131484
23/10/2006,76.05,-0.000657246
20/10/2006,76.1,0.011232361
19/10/2006,75.25,0.038471492
18/10/2006,72.41,-0.017658388
17/10/2006,73.7,-0.005682602
16/10/2006,74.12,0.009761466
13/10/2006,73.4,-0.005028209
12/10/2006,73.77,0.00081367
11/10/2006,73.71,-0.00230368
10/10/2006,73.88,-0.001622938
09/10/2006,74,-0.003642008
06/10/2006,74.27,-0.015497972
05/10/2006,75.43,0.012540186
04/10/2006,74.49,0.011884002
03/10/2006,73.61,0.016574587
02/10/2006,72.4,0.006373861
29/09/2006,71.94,-0.008167831
28/09/2006,72.53,0.00179397
27/09/2006,72.4,-0.004272627
26/09/2006,72.71,0.012455185
25/09/2006,71.81,0.012894362
22/09/2006,70.89,-0.001691332
21/09/2006,71.01,-0.022281941
20/09/2006,72.61,0.005662607
19/09/2006,72.2,-0.00580032
18/09/2006,72.62,0.001515883
15/09/2006,72.51,0.010536629
14/09/2006,71.75,-0.017134591
13/09/2006,72.99,0.00590864
12/09/2006,72.56,0.022438402
11/09/2006,70.95,0.019785714
08/09/2006,69.56,-0.002297531
07/09/2006,69.72,-0.008284578
06/09/2006,70.3,-0.010752792
05/09/2006,71.06,-0.000281413
01/09/2006,71.08,0.014596731
31/08/2006,70.05,-0.006970652
30/08/2006,70.54,0.002839298
29/08/2006,70.34,-0.002697524
28/08/2006,70.53,-0.000566974
25/08/2006,70.57,0.008109883
24/08/2006,70,-0.007401115
23/08/2006,70.52,-0.005938092
22/08/2006,70.94,0.013767871
21/08/2006,69.97,-0.015739425
18/08/2006,71.08,-0.007987151
17/08/2006,71.65,-0.006676892
16/08/2006,72.13,0.044363542
15/08/2006,69,0.024946268
14/08/2006,67.3,0.011807924
11/08/2006,66.51,0.000451162
10/08/2006,66.48,0.008459265
09/08/2006,65.92,-0.004087509
08/08/2006,66.19,-0.004822918
07/08/2006,66.51,-0.018324535
04/08/2006,67.74,-0.012615687
03/08/2006,68.6,0.007462175
02/08/2006,68.09,-0.010518724
01/08/2006,68.81,-0.001452222
31/07/2006,68.91,-0.015836784
28/07/2006,70.01,0.022534537
27/07/2006,68.45,0.009098977
26/07/2006,67.83,-0.056879901
25/07/2006,71.8,-0.108142159
24/07/2006,80,0.016002357
21/07/2006,78.73,-0.003043756
20/07/2006,78.97,-0.01856784
19/07/2006,80.45,0.01856784
18/07/2006,78.97,0.004950819
17/07/2006,78.58,0.000127267
14/07/2006,78.57,-0.00962642
13/07/2006,79.33,-0.016998285
12/07/2006,80.69,-0.011827168
11/07/2006,81.65,0.003312277
10/07/2006,81.38,0.003569894
07/07/2006,81.09,-0.010671674
06/07/2006,81.96,-0.006203267
05/07/2006,82.47,-0.005562288
03/07/2006,82.93,0.007261317
30/06/2006,82.33,-0.005330116
29/06/2006,82.77,0.01915043
28/06/2006,81.2,0.008658063
27/06/2006,80.5,-0.002233529
26/06/2006,80.68,0.003476537
23/06/2006,80.4,-0.001243008
22/06/2006,80.5,0.002487563
21/06/2006,80.3,0.007374573
20/06/2006,79.71,0.005283031
19/06/2006,79.29,0.000126127
16/06/2006,79.28,-0.003525564
15/06/2006,79.56,0.017241806
14/06/2006,78.2,-0.006627605
13/06/2006,78.72,0.000762486
12/06/2006,78.66,-0.004186495
09/06/2006,78.99,-0.007441543
08/06/2006,79.58,-0.000628101
07/06/2006,79.63,-0.005135603
06/06/2006,80.04,0.005386797
05/06/2006,79.61,-0.017926535
02/06/2006,81.05,0.000493644
01/06/2006,81.01,0.005694494
31/05/2006,80.55,0.009354605
30/05/2006,79.8,-0.015295952
26/05/2006,81.03,0.005941347
25/05/2006,80.55,0.006851475
24/05/2006,80,-0.00623055
23/05/2006,80.5,0.002487563
22/05/2006,80.3,0.004493268
19/05/2006,79.94,0.005519332
18/05/2006,79.5,-0.002888905
17/05/2006,79.73,-0.012835867
16/05/2006,80.76,-0.006910195
15/05/2006,81.32,0.005672725
12/05/2006,80.86,-0.01192466
11/05/2006,81.83,-0.012387819
10/05/2006,82.85,-0.003012958
09/05/2006,83.1,-0.00012033
08/05/2006,83.11,-0.002883578
05/05/2006,83.35,0.011463172
04/05/2006,82.4,0.009143617
03/05/2006,81.65,0.000244978
02/05/2006,81.63,0.009230267
01/05/2006,80.88,-0.002346404
28/04/2006,81.07,-0.004676356
27/04/2006,81.45,0.005787124
26/04/2006,80.98,0.000988387
25/04/2006,80.9,-0.013383465
24/04/2006,81.99,-0.000487745
21/04/2006,82.03,-0.000243784
20/04/2006,82.05,-0.005711871
19/04/2006,82.52,0.001455251
18/04/2006,82.4,0.016642577
17/04/2006,81.04,-0.006886402
13/04/2006,81.6,0.00171716
12/04/2006,81.46,0.002335157
11/04/2006,81.27,-0.003684603
10/04/2006,81.57,-0.002081931
07/04/2006,81.74,0.004782644
06/04/2006,81.35,0.005423408
05/04/2006,80.91,0.003218621
04/04/2006,80.65,0.013356
03/04/2006,79.58,0.002516358
31/03/2006,79.38,-0.001762115
30/03/2006,79.52,-0.001005531
29/03/2006,79.6,0.009213165
28/03/2006,78.87,-0.00025355
27/03/2006,78.89,0.000887705
24/03/2006,78.82,-0.000507357
23/03/2006,78.86,0.000126815
22/03/2006,78.85,0.010325798
21/03/2006,78.04,-0.002303854
20/03/2006,78.22,0.00102328
17/03/2006,78.14,0.001793263
16/03/2006,78,-0.002944379
15/03/2006,78.23,0.001663149
14/03/2006,78.1,0.015614228
13/03/2006,76.89,-0.006094022
10/03/2006,77.36,0.008568143
09/03/2006,76.7,-0.003903713
08/03/2006,77,0.001299545
07/03/2006,76.9,0.010457612
06/03/2006,76.1,0.007783167
03/03/2006,75.51,0.007443873
02/03/2006,74.95,-0.004924479
01/03/2006,75.32,0.008131752
28/02/2006,74.71,-0.016461277
27/02/2006,75.95,0.008329525
24/02/2006,75.32,0.000664055
23/02/2006,75.27,-0.0079397
22/02/2006,75.87,0.008205446
21/02/2006,75.25,-0.013201512
17/02/2006,76.25,0.001969151
16/02/2006,76.1,-0.002624673
15/02/2006,76.3,0.004992784
14/02/2006,75.92,0.011792121
13/02/2006,75.03,0.003337564
10/02/2006,74.78,0.013598325
09/02/2006,73.77,-0.00149001
08/02/2006,73.88,0.014863572
07/02/2006,72.79,-0.009570759
06/02/2006,73.49,0.005868321
03/02/2006,73.06,-0.008857454
02/02/2006,73.71,-0.014144507
01/02/2006,74.76,-0.00200441
31/01/2006,74.91,0.000133502
30/01/2006,74.9,-0.006653384
27/01/2006,75.4,-0.001987414
26/01/2006,75.55,-0.015888982
25/01/2006,76.76,0.007978592
24/01/2006,76.15,0.012420879
23/01/2006,75.21,-0.000398804
20/01/2006,75.24,-0.017652942
19/01/2006,76.58,0.013011947
18/01/2006,75.59,0.008903122
17/01/2006,74.92,0.005621752
13/01/2006,74.5,-0.00227928
12/01/2006,74.67,-0.00906552
11/01/2006,75.35,-0.005162497
10/01/2006,75.74,-0.005398657
09/01/2006,76.15,0.012154992
06/01/2006,75.23,-0.005963837
05/01/2006,75.68,0.000396485
04/01/2006,75.65,0.001322752
03/01/2006,75.55,0.005308573
30/12/2005,75.15,-0.00940342
29/12/2005,75.86,-0.00709316
28/12/2005,76.4,-0.002614381
27/12/2005,76.6,-0.007024876
23/12/2005,77.14,0.003896615
22/12/2005,76.84,0.002867199
21/12/2005,76.62,0.018308052
20/12/2005,75.23,0.002129076
19/12/2005,75.07,-0.012575452
16/12/2005,76.02,-0.003283213
15/12/2005,76.27,0.001837271
14/12/2005,76.13,0.00963513
13/12/2005,75.4,-0.002516724
12/12/2005,75.59,-0.002642359
09/12/2005,75.79,0.010211613
08/12/2005,75.02,-0.028644712
07/12/2005,77.2,0.000518269
06/12/2005,77.16,0.01462167
05/12/2005,76.04,-0.018373049
02/12/2005,77.45,-0.007973293
01/12/2005,78.07,0.002179907
30/11/2005,77.9,-0.007545275
29/11/2005,78.49,-0.003560986
28/11/2005,78.77,-0.009727826
25/11/2005,79.54,0.004031248
23/11/2005,79.22,-0.007044054
22/11/2005,79.78,0.020131084
21/11/2005,78.19,0.000511705
18/11/2005,78.15,0.017165034
17/11/2005,76.82,0.018127385
16/11/2005,75.44,-0.001589404
15/11/2005,75.56,-0.021213313
14/11/2005,77.18,0.011991802
11/11/2005,76.26,0.007502503
10/11/2005,75.69,0.013165959
09/11/2005,74.7,0.000133878
08/11/2005,74.69,-0.001605352
07/11/2005,74.81,0.009536034
04/11/2005,74.1,-0.002156916
03/11/2005,74.26,0.005130293
02/11/2005,73.88,0.0147262
01/11/2005,72.8,-0.00192123
31/10/2005,72.94,0.001646543
28/10/2005,72.82,0.011741277
27/10/2005,71.97,-0.01146659
26/10/2005,72.8,-0.009841523
25/10/2005,73.52,-0.005020023
24/10/2005,73.89,0.030365732
21/10/2005,71.68,-0.010546864
20/10/2005,72.44,0.022475993
19/10/2005,70.83,0.019243698
18/10/2005,69.48,-0.013154322
17/10/2005,70.4,0.005555174
14/10/2005,70.01,0.027220444
13/10/2005,68.13,-0.008622633
12/10/2005,68.72,-0.01071077
11/10/2005,69.46,0.009111351
10/10/2005,68.83,0.005682247
07/10/2005,68.44,0.002047682
06/10/2005,68.3,0.020710799
05/10/2005,66.9,-0.021442596
04/10/2005,68.35,-0.014091902
03/10/2005,69.32,0.002744675
30/09/2005,69.13,-0.017778246
29/09/2005,70.37,0.020530475
28/09/2005,68.94,0.006402816
27/09/2005,68.5,0.003216847
26/09/2005,68.28,-0.001317234
23/09/2005,68.37,-0.003358403
22/09/2005,68.6,0.009961993
21/09/2005,67.92,0.015729661
20/09/2005,66.86,-0.005964825
19/09/2005,67.26,-0.025250901
16/09/2005,68.98,0.007566974
15/09/2005,68.46,0.002339867
14/09/2005,68.3,-0.001901558
13/09/2005,68.43,-0.001168395
12/09/2005,68.51,0.000145975
09/09/2005,68.5,-0.004805951
08/09/2005,68.83,-0.012990945
07/09/2005,69.73,-0.004578632
06/09/2005,70.05,0.015392665
02/09/2005,68.98,-0.009666093
01/09/2005,69.65,-0.01764668
31/08/2005,70.89,0.006652066
30/08/2005,70.42,-0.011015505
29/08/2005,71.2,-0.001824178
26/08/2005,71.33,-0.008098341
25/08/2005,71.91,-0.000556096
24/08/2005,71.95,-0.002221298
23/08/2005,72.11,-0.003322722
22/08/2005,72.35,0.012097763
19/08/2005,71.48,-0.004188195
18/08/2005,71.78,-0.007356546
17/08/2005,72.31,0.002353757
16/08/2005,72.14,-0.011850766
15/08/2005,73,-0.00082158
12/08/2005,73.06,-0.002187586
11/08/2005,73.22,0.002187586
10/08/2005,73.06,-0.001367802
09/08/2005,73.16,0.001504685
08/08/2005,73.05,-0.005324608
05/08/2005,73.44,-0.003941026
04/08/2005,73.73,-0.005410537
03/08/2005,74.13,0.009623931
02/08/2005,73.42,0.005326062
01/08/2005,73.03,0.000821918
29/07/2005,72.97,-0.010361374
28/07/2005,73.73,0.007214351
27/07/2005,73.2,-0.003000957
26/07/2005,73.42,0.009854994
25/07/2005,72.7,-0.003021565
22/07/2005,72.92,0.007985723
21/07/2005,72.34,-0.006613416
20/07/2005,72.82,0.037354836
19/07/2005,70.15,0.002569228
18/07/2005,69.97,-0.002569228
15/07/2005,70.15,-0.007385348
14/07/2005,70.67,0.010097505
13/07/2005,69.96,0.002432917
12/07/2005,69.79,0
11/07/2005,69.79,-0.002289968
08/07/2005,69.95,0.018031502
07/07/2005,68.7,0.01451532
06/07/2005,67.71,-0.017712532
05/07/2005,68.92,-0.004198949
01/07/2005,69.21,0.0007227
30/06/2005,69.16,-0.003175981
29/06/2005,69.38,-0.00632186
28/06/2005,69.82,0.020547677
27/06/2005,68.4,-0.00291971
24/06/2005,68.6,-0.004508771
23/06/2005,68.91,-0.018974265
22/06/2005,70.23,-0.004687842
21/06/2005,70.56,-0.001982161
20/06/2005,70.7,-0.003952574
17/06/2005,70.98,0.006927291
16/06/2005,70.49,0.00912077
15/06/2005,69.85,-0.002716422
14/06/2005,70.04,-0.001854362
13/06/2005,70.17,-0.011195469
10/06/2005,70.96,-0.00337648
09/06/2005,71.2,-0.016160842
08/06/2005,72.36,-0.009079716
07/06/2005,73.02,0.002193585
06/06/2005,72.86,0.000549149
03/06/2005,72.82,-0.011197714
02/06/2005,73.64,-0.000135787
01/06/2005,73.65,0
31/05/2005,73.65,-0.014022071
27/05/2005,74.69,-0.00347501
26/05/2005,74.95,0.000667334
25/05/2005,74.9,-0.006786002
24/05/2005,75.41,0.001326964
23/05/2005,75.31,0.004258157
20/05/2005,74.99,-0.002264403
19/05/2005,75.16,0.003465284
18/05/2005,74.9,0.013170463
17/05/2005,73.92,0.010061268
16/05/2005,73.18,0.014174874
13/05/2005,72.15,-0.005390849
12/05/2005,72.54,-0.017897875
11/05/2005,73.85,0.030522028
10/05/2005,71.63,-0.006123888
09/05/2005,72.07,0.007660738
06/05/2005,71.52,-0.001816023
05/05/2005,71.65,0.000558425
04/05/2005,71.61,-0.000558425
03/05/2005,71.65,-0.004595148
02/05/2005,71.98,0.009351733
29/04/2005,71.31,0.021832452
28/04/2005,69.77,-0.002004583
27/04/2005,69.91,0.020520951
26/04/2005,68.49,-0.007418755
25/04/2005,69,0.01607047
22/04/2005,67.9,-0.038427377
21/04/2005,70.56,0.047897705
20/04/2005,67.26,-0.013438879
19/04/2005,68.17,-0.010216084
18/04/2005,68.87,0.001743933
15/04/2005,68.75,-0.016874995
14/04/2005,69.92,-0.015750592
13/04/2005,71.03,-0.022551067
12/04/2005,72.65,0.008987271
11/04/2005,72,0.004175371
08/04/2005,71.7,-0.016872202
07/04/2005,72.92,-0.001644286
06/04/2005,73.04,0.000547795
05/04/2005,73,0.008943988
04/04/2005,72.35,0.006239188
01/04/2005,71.9,-0.011615175
31/03/2005,72.74,-0.008487388
30/03/2005,73.36,0.020659046
29/03/2005,71.86,-0.007762723
28/03/2005,72.42,0.003042458
24/03/2005,72.2,-0.00083068
23/03/2005,72.26,-0.010188715
22/03/2005,73,-0.006553819
21/03/2005,73.48,-0.000272146
18/03/2005,73.5,-0.013916323
17/03/2005,74.53,0.001611387
16/03/2005,74.41,-0.012951646
15/03/2005,75.38,-0.015271492
14/03/2005,76.54,0.006290977
11/03/2005,76.06,-0.011763304
10/03/2005,76.96,-0.001947167
09/03/2005,77.11,-0.018502391
08/03/2005,78.55,0.002166572
07/03/2005,78.38,0.006014478
04/03/2005,77.91,0.008507399
03/03/2005,77.25,0.004411009
02/03/2005,76.91,-0.006609238
01/03/2005,77.42,-0.000903751
28/02/2005,77.49,0.003878981
25/02/2005,77.19,-0.002716866
24/02/2005,77.4,0.009737175
23/02/2005,76.65,0.005494519
22/02/2005,76.23,-0.012903405
18/02/2005,77.22,-0.005810592
17/02/2005,77.67,-0.015331845
16/02/2005,78.87,0.023735799
15/02/2005,77.02,0.026577015
14/02/2005,75,-0.002663117
11/02/2005,75.2,0.009217886
10/02/2005,74.51,0.009574613
09/02/2005,73.8,-0.003786859
08/02/2005,74.08,-0.000809607
07/02/2005,74.14,0.000539665
04/02/2005,74.1,-0.009669697
03/02/2005,74.82,-0.005066002
02/02/2005,75.2,-0.000398857
01/02/2005,75.23,0.007337769
31/01/2005,74.68,0.007796786
28/01/2005,74.1,0.001215313
27/01/2005,74.01,-0.019932437
26/01/2005,75.5,-0.007784194
25/01/2005,76.09,0.009109575
24/01/2005,75.4,0.005452504
21/01/2005,74.99,-0.003062382
20/01/2005,75.22,-0.004642226
19/01/2005,75.57,0.003579244
18/01/2005,75.3,-0.008595094
14/01/2005,75.95,-0.001973036
13/01/2005,76.1,-0.014092091
12/01/2005,77.18,-0.076308193
11/01/2005,83.3,-0.003834177
10/01/2005,83.62,0.001436094
07/01/2005,83.5,-0.001914334
06/01/2005,83.66,-0.001075205
05/01/2005,83.75,-0.002027793
04/01/2005,83.92,-0.012787292
03/01/2005,85,-0.005397174
31/12/2004,85.46,-0.000701837
30/12/2004,85.52,-0.002335904
29/12/2004,85.72,-0.001748354
28/12/2004,85.87,0.006894564
27/12/2004,85.28,-0.016283216
23/12/2004,86.68,-0.000230707
22/12/2004,86.7,0.00254071
21/12/2004,86.48,0.010461562
20/12/2004,85.58,-0.003732218
17/12/2004,85.9,0
16/12/2004,85.9,-0.004066227
15/12/2004,86.25,-0.00589563
14/12/2004,86.76,-0.006777351
