Date,Close,FDX
20/02/2008,89.94,0.007701361
19/02/2008,89.25,0.015014111
15/02/2008,87.92,-0.001023134
14/02/2008,88.01,-0.013206355
13/02/2008,89.18,0.012184266
12/02/2008,88.1,-0.003964888
11/02/2008,88.45,0.005100606
08/02/2008,88,-0.024249055
07/02/2008,90.16,0.006565427
06/02/2008,89.57,0.006384073
05/02/2008,89,-0.030431117
04/02/2008,91.75,-0.018037968
01/02/2008,93.42,0.001071008
31/01/2008,93.32,0.013811182
30/01/2008,92.04,-0.008546598
29/01/2008,92.83,0.009524912
28/01/2008,91.95,0.021879824
25/01/2008,89.96,0.016249587
24/01/2008,88.51,-0.005408464
23/01/2008,88.99,0.055685441
22/01/2008,84.17,0.001902724
18/01/2008,84.01,0.014749353
17/01/2008,82.78,-0.019499392
16/01/2008,84.41,0.013597538
15/01/2008,83.27,-0.016318628
14/01/2008,84.64,0.007114092
11/01/2008,84.04,-0.011593647
10/01/2008,85.02,0.026700037
09/01/2008,82.78,0
08/01/2008,82.78,-0.008540378
07/01/2008,83.49,-0.007279703
04/01/2008,84.1,-0.037458437
03/01/2008,87.31,0.013258971
02/01/2008,86.16,-0.034338627
31/12/2007,89.17,-0.016130279
28/12/2007,90.62,-0.01402609
27/12/2007,91.9,-0.010930253
26/12/2007,92.91,0.00843066
24/12/2007,92.13,-0.023174516
21/12/2007,94.29,0.007024295
20/12/2007,93.63,-0.010623706
19/12/2007,94.63,-0.022259135
18/12/2007,96.76,0.008927704
17/12/2007,95.9,-0.000208529
14/12/2007,95.92,-0.013153315
13/12/2007,97.19,-0.007993484
12/12/2007,97.97,0.00306686
11/12/2007,97.67,-0.03223811
10/12/2007,100.87,0.00646479
07/12/2007,100.22,0.017412749
06/12/2007,98.49,0.011334169
05/12/2007,97.38,0.001747264
04/12/2007,97.21,-0.000411396
03/12/2007,97.25,-0.012466951
30/11/2007,98.47,0.023426531
29/11/2007,96.19,-0.009621925
28/11/2007,97.12,0.041092315
27/11/2007,93.21,0.016878038
26/11/2007,91.65,-0.021053409
23/11/2007,93.6,0.020398959
21/11/2007,91.71,-0.017724445
20/11/2007,93.35,-0.007470686
19/11/2007,94.05,-0.028820439
16/11/2007,96.8,-0.046130195
15/11/2007,101.37,0.001184483
14/11/2007,101.25,-0.006889791
13/11/2007,101.95,0.024525878
12/11/2007,99.48,-0.002610181
09/11/2007,99.74,-0.026710461
08/11/2007,102.44,0.017727468
07/11/2007,100.64,-0.031205153
06/11/2007,103.83,0.012014484
05/11/2007,102.59,0.001560824
02/11/2007,102.43,0.011982072
01/11/2007,101.21,-0.020826957
31/10/2007,103.34,0.001065014
30/10/2007,103.23,-0.001548737
29/10/2007,103.39,-0.005305564
26/10/2007,103.94,0.006176433
25/10/2007,103.3,-0.008674753
24/10/2007,104.2,-0.00019192
23/10/2007,104.22,0.011483842
22/10/2007,103.03,-0.00281076
19/10/2007,103.32,-0.019077413
18/10/2007,105.31,0.004186894
17/10/2007,104.87,-0.000190694
16/10/2007,104.89,-0.008449284
15/10/2007,105.78,-0.016222401
12/10/2007,107.51,0.010472279
11/10/2007,106.39,-0.008423861
10/10/2007,107.29,0.001679105
09/10/2007,107.11,0.009474298
08/10/2007,106.1,0.000377074
05/10/2007,106.06,0.012428413
04/10/2007,104.75,-0.005141889
03/10/2007,105.29,-0.011426537
02/10/2007,106.5,0.002820876
01/10/2007,106.2,0.01374755
28/09/2007,104.75,0.001050671
27/09/2007,104.64,-0.000859722
26/09/2007,104.73,0.001337665
25/09/2007,104.59,0.016679104
24/09/2007,102.86,-0.011983135
21/09/2007,104.1,-0.003356512
20/09/2007,104.45,-0.028875378
19/09/2007,107.51,-0.013672268
18/09/2007,108.99,0.008106908
17/09/2007,108.11,-0.009848669
14/09/2007,109.18,0.002384229
13/09/2007,108.92,0.010057755
12/09/2007,107.83,-0.0073917
11/09/2007,108.63,0.005816385
10/09/2007,108,-0.001942556
07/09/2007,108.21,-0.017950844
06/09/2007,110.17,0.002271799
05/09/2007,109.92,-0.008425108
04/09/2007,110.85,0.010610901
31/08/2007,109.68,0.00649442
30/08/2007,108.97,-0.008680213
29/08/2007,109.92,0.019660716
28/08/2007,107.78,-0.025285334
27/08/2007,110.54,-0.004873216
24/08/2007,111.08,0.006956078
23/08/2007,110.31,-0.002354221
22/08/2007,110.57,0.016045563
21/08/2007,108.81,-0.001102232
20/08/2007,108.93,0.008574247
17/08/2007,108,0.036107047
16/08/2007,104.17,-0.023715777
15/08/2007,106.67,-0.008401842
14/08/2007,107.57,-0.023065576
13/08/2007,110.08,0.009492587
10/08/2007,109.04,-0.004209762
09/08/2007,109.5,-0.005373664
08/08/2007,110.09,-0.011020888
07/08/2007,111.31,0.004321606
06/08/2007,110.83,0.02069448
03/08/2007,108.56,-0.021235703
02/08/2007,110.89,-0.002251949
01/08/2007,111.14,0.003605556
31/07/2007,110.74,-0.011492315
30/07/2007,112.02,0.021566367
27/07/2007,109.63,-0.011517835
26/07/2007,110.9,-0.018316349
25/07/2007,112.95,-0.003887961
24/07/2007,113.39,-0.019562234
23/07/2007,115.63,-0.000345871
20/07/2007,115.67,-0.013140568
19/07/2007,117.2,0.005475715
18/07/2007,116.56,0.00120182
17/07/2007,116.42,0.006722425
16/07/2007,115.64,-0.01382649
13/07/2007,117.25,0.024432518
12/07/2007,114.42,0.007896856
11/07/2007,113.52,0.006274045
10/07/2007,112.81,-0.029349648
09/07/2007,116.17,0.046966916
06/07/2007,110.84,0.004158762
05/07/2007,110.38,-0.005601243
03/07/2007,111,0.001893684
02/07/2007,110.79,-0.001623377
29/06/2007,110.97,-0.012537103
28/06/2007,112.37,0.006875948
27/06/2007,111.6,-0.000806127
26/06/2007,111.69,0.000985354
25/06/2007,111.58,0.014625159
22/06/2007,109.96,-0.008692557
21/06/2007,110.92,0.010148692
20/06/2007,109.8,0.015973901
19/06/2007,108.06,-0.0170662
18/06/2007,109.92,-0.013105163
15/06/2007,111.37,0.005311739
14/06/2007,110.78,0.017851112
13/06/2007,108.82,0.016399126
12/06/2007,107.05,-0.014651597
11/06/2007,108.63,-0.007063278
08/06/2007,109.4,0.018450708
07/06/2007,107.4,-0.017353214
06/06/2007,109.28,-0.011102125
05/06/2007,110.5,-0.0037937
04/06/2007,110.92,-0.003330186
01/06/2007,111.29,-0.002960838
31/05/2007,111.62,0.025497003
30/05/2007,108.81,0.002945239
29/05/2007,108.49,0.023596338
25/05/2007,105.96,0.000377572
24/05/2007,105.92,-0.00132088
23/05/2007,106.06,0.014913599
22/05/2007,104.49,-0.012648164
21/05/2007,105.82,-0.006874821
18/05/2007,106.55,-0.006361702
17/05/2007,107.23,-0.015821212
16/05/2007,108.94,0.01937129
15/05/2007,106.85,-0.005227306
14/05/2007,107.41,-0.007882454
11/05/2007,108.26,0.009466428
10/05/2007,107.24,-0.012049455
09/05/2007,108.54,-0.001657001
08/05/2007,108.72,-0.002296845
07/05/2007,108.97,-0.004851934
04/05/2007,109.5,0.001462256
03/05/2007,109.34,0.015019863
02/05/2007,107.71,0.014966138
01/05/2007,106.11,0.006334221
30/04/2007,105.44,-0.016740728
27/04/2007,107.22,-0.009745309
26/04/2007,108.27,0.001386386
25/04/2007,108.12,0.009011999
24/04/2007,107.15,-0.007345795
23/04/2007,107.94,-0.010047557
20/04/2007,109.03,0.015994424
19/04/2007,107.3,-0.00548354
18/04/2007,107.89,-0.006098707
17/04/2007,108.55,0.000737259
16/04/2007,108.47,0.005176091
13/04/2007,107.91,-0.00591335
12/04/2007,108.55,0.012421368
11/04/2007,107.21,-0.010392596
10/04/2007,108.33,-0.008548239
09/04/2007,109.26,0.004035222
05/04/2007,108.82,0.006545914
04/04/2007,108.11,0.004449808
03/04/2007,107.63,0.014600166
02/04/2007,106.07,-0.012740219
30/03/2007,107.43,-0.002510111
29/03/2007,107.7,0.00027859
28/03/2007,107.67,-0.021863814
27/03/2007,110.05,-0.007062688
26/03/2007,110.83,-0.016820652
23/03/2007,112.71,0.018626848
22/03/2007,110.63,-0.003248807
21/03/2007,110.99,-0.011644703
20/03/2007,112.29,-0.001690617
19/03/2007,112.48,0.01198476
16/03/2007,111.14,-0.0066362
15/03/2007,111.88,-0.006592451
14/03/2007,112.62,-0.000621366
13/03/2007,112.69,-0.021508093
12/03/2007,115.14,0.004090341
09/03/2007,114.67,0.009462964
08/03/2007,113.59,0.010976476
07/03/2007,112.35,-0.001956252
06/03/2007,112.57,0.012514689
05/03/2007,111.17,-0.01189266
02/03/2007,112.5,-0.014647752
01/03/2007,114.16,-0.000612987
28/02/2007,114.23,0.004474673
27/02/2007,113.72,-0.028349174
26/02/2007,116.99,-0.03345412
23/02/2007,120.97,0.016335058
22/02/2007,119.01,-0.001007811
21/02/2007,119.13,0.007076097
20/02/2007,118.29,0.010538043
16/02/2007,117.05,-0.002048307
15/02/2007,117.29,-0.002469452
14/02/2007,117.58,0.034963755
13/02/2007,113.54,0.003175726
12/02/2007,113.18,-0.001853732
09/02/2007,113.39,-0.003169854
08/02/2007,113.75,-0.012927073
07/02/2007,115.23,0.001998003
06/02/2007,115,0.010050336
05/02/2007,113.85,-0.009876408
02/02/2007,114.98,0.027241954
01/02/2007,111.89,0.013406112
31/01/2007,110.4,0.0108375
30/01/2007,109.21,-0.01445414
29/01/2007,110.8,0.008246909
26/01/2007,109.89,-0.006078495
25/01/2007,110.56,-0.000180881
24/01/2007,110.58,0.012375044
