Date,Close,NSC
20/02/2008,53.13,-0.001504608
19/02/2008,53.21,-0.013625969
15/02/2008,53.94,-0.007756272
14/02/2008,54.36,-0.014246816
13/02/2008,55.14,0.020891359
12/02/2008,54,-0.021616522
11/02/2008,55.18,0.014052608
08/02/2008,54.41,0.011274493
07/02/2008,53.8,0.000185891
06/02/2008,53.79,0.015361861
05/02/2008,52.97,-0.031223499
04/02/2008,54.65,-0.029567685
01/02/2008,56.29,0.034336586
31/01/2008,54.39,0.043207322
30/01/2008,52.09,-0.011832199
29/01/2008,52.71,0.013561472
28/01/2008,52,0.024529164
25/01/2008,50.74,0
24/01/2008,50.74,0.026561721
23/01/2008,49.41,0.091935996
22/01/2008,45.07,0.02062391
18/01/2008,44.15,-0.016622126
17/01/2008,44.89,-0.028764745
16/01/2008,46.2,-0.001081666
15/01/2008,46.25,-0.022448832
14/01/2008,47.3,0.017918568
11/01/2008,46.46,-0.028224685
10/01/2008,47.79,0.010729039
09/01/2008,47.28,0.010845401
08/01/2008,46.77,-0.029702025
07/01/2008,48.18,0.006246116
04/01/2008,47.88,-0.017802168
03/01/2008,48.74,-0.013652785
02/01/2008,49.41,-0.020631678
31/12/2007,50.44,-0.011041122
28/12/2007,51,0.00294551
27/12/2007,50.85,-0.004512909
26/12/2007,51.08,0.002155807
24/12/2007,50.97,0.019414239
21/12/2007,49.99,0.010860927
20/12/2007,49.45,0.00730671
19/12/2007,49.09,-0.019167338
18/12/2007,50.04,-0.0003996
17/12/2007,50.06,-0.011519492
14/12/2007,50.64,-0.017034186
13/12/2007,51.51,0.01152019
12/12/2007,50.92,-0.009187827
11/12/2007,51.39,-0.025551289
10/12/2007,52.72,-0.011316605
07/12/2007,53.32,0.006208279
06/12/2007,52.99,0.020206559
05/12/2007,51.93,0.014352457
04/12/2007,51.19,-0.004483001
03/12/2007,51.42,0.004092376
30/11/2007,51.21,0.008826183
29/11/2007,50.76,-0.011166734
28/11/2007,51.33,0.024254368
27/11/2007,50.1,0.02342595
26/11/2007,48.94,-0.012387203
23/11/2007,49.55,0.017919437
21/11/2007,48.67,-0.018322988
20/11/2007,49.57,0.002019387
19/11/2007,49.47,-0.019418086
16/11/2007,50.44,0.006563922
15/11/2007,50.11,0.002797764
14/11/2007,49.97,-0.006781039
13/11/2007,50.31,0.021700671
12/11/2007,49.23,-0.024875907
09/11/2007,50.47,-0.009269369
08/11/2007,50.94,0.010855727
07/11/2007,50.39,-0.016142083
06/11/2007,51.21,0.006661467
05/11/2007,50.87,0.000589913
02/11/2007,50.84,0.011274969
01/11/2007,50.27,-0.027081718
31/10/2007,51.65,0.008750664
30/10/2007,51.2,-0.01242252
29/10/2007,51.84,0.01339956
26/10/2007,51.15,-0.005653588
25/10/2007,51.44,-0.01715374
24/10/2007,52.33,-0.031414226
23/10/2007,54,0.025127892
22/10/2007,52.66,0.014344704
19/10/2007,51.91,-0.027737341
18/10/2007,53.37,0.013772503
17/10/2007,52.64,0.009352106
16/10/2007,52.15,-0.018993923
15/10/2007,53.15,-0.008430963
12/10/2007,53.6,0.010691277
11/10/2007,53.03,-0.00507854
10/10/2007,53.3,-0.013603117
09/10/2007,54.03,0.020191376
08/10/2007,52.95,-0.008462674
05/10/2007,53.4,0.042852769
04/10/2007,51.16,0.011401735
03/10/2007,50.58,-0.028840658
02/10/2007,52.06,-0.00230238
01/10/2007,52.18,0.00518783
28/09/2007,51.91,-0.001732269
27/09/2007,52,0.001347061
26/09/2007,51.93,0.008120694
25/09/2007,51.51,0.019010862
24/09/2007,50.54,-0.013950516
21/09/2007,51.25,0.000195141
20/09/2007,51.24,-0.005061331
19/09/2007,51.5,-0.013500687
18/09/2007,52.2,0.042859509
17/09/2007,50.01,-0.017836382
14/09/2007,50.91,-0.01288074
13/09/2007,51.57,0.019779358
12/09/2007,50.56,0.011137744
11/09/2007,50,0.018163971
10/09/2007,49.1,-0.011340745
07/09/2007,49.66,-0.014989788
06/09/2007,50.41,-0.000198354
05/09/2007,50.42,-0.021970283
04/09/2007,51.54,0.00642338
31/08/2007,51.21,0.014159529
30/08/2007,50.49,-0.021164811
29/08/2007,51.57,0.026725898
28/08/2007,50.21,-0.015219189
27/08/2007,50.98,-0.010730763
