Date,Close,INTC
26/02/2007,20.85,0.00432589
23/02/2007,20.76,-0.010064787
22/02/2007,20.97,0.004301082
21/02/2007,20.88,-0.014265577
20/02/2007,21.18,-0.002357936
16/02/2007,21.23,-0.00376117
15/02/2007,21.31,0.008009466
14/02/2007,21.14,0.012854259
13/02/2007,20.87,0.003359734
12/02/2007,20.8,-0.010997003
09/02/2007,21.03,-0.015570024
08/02/2007,21.36,-0.006997929
07/02/2007,21.51,0.009341497
06/02/2007,21.31,0.001408782
05/02/2007,21.28,0.002352389
02/02/2007,21.23,0.005668414
01/02/2007,21.11,0.007131002
31/01/2007,20.96,0.001432323
30/01/2007,20.93,0.001912961
29/01/2007,20.89,0.017383345
26/01/2007,20.53,-0.003403845
25/01/2007,20.6,-0.011583141
24/01/2007,20.84,0.014013276
23/01/2007,20.55,-0.011611161
22/01/2007,20.79,-0.001441961
19/01/2007,20.82,0.008198744
18/01/2007,20.65,-0.018710068
17/01/2007,21.04,-0.058161291
16/01/2007,22.3,0.007652524
12/01/2007,22.13,0.009534692
11/01/2007,21.92,0.018416727
10/01/2007,21.52,0.023032746
09/01/2007,21.03,0.000951475
08/01/2007,21.01,-0.004274526
05/01/2007,21.1,-0.003312045
04/01/2007,21.17,0.039504173
03/01/2007,20.35,0.004926118
29/12/2006,20.25,-0.008360019
28/12/2006,20.42,0.000979912
27/12/2006,20.4,0.012330612
26/12/2006,20.15,0.003479994
22/12/2006,20.08,-0.014338935
21/12/2006,20.37,-0.011227846
20/12/2006,20.6,-0.002908388
19/12/2006,20.66,-0.008674753
18/12/2006,20.84,-0.005741643
15/12/2006,20.96,0.009106222
14/12/2006,20.77,0.003375938
13/12/2006,20.7,-0.001448226
12/12/2006,20.73,0.001448226
11/12/2006,20.7,0.000966651
08/12/2006,20.68,0.00145173
07/12/2006,20.65,-0.01203384
06/12/2006,20.9,-0.0104713
05/12/2006,21.12,-0.004723674
04/12/2006,21.22,0.013760597
01/12/2006,20.93,-0.022207386
30/11/2006,21.4,0.007504726
29/11/2006,21.24,0.012316593
28/11/2006,20.98,-0.001904762
27/11/2006,21.02,-0.026755879
24/11/2006,21.59,-0.00646355
22/11/2006,21.73,0.007390334
21/11/2006,21.57,-0.031937021
20/11/2006,22.27,0.007662873
17/11/2006,22.1,-0.010353457
16/11/2006,22.33,0.000447928
15/11/2006,22.32,0.01991016
14/11/2006,21.88,0.04105054
13/11/2006,21,0.020202707
10/11/2006,20.58,0.007804918
09/11/2006,20.42,-0.014101863
08/11/2006,20.71,-0.004336311
07/11/2006,20.8,-0.000961076
06/11/2006,20.82,0.015001491
03/11/2006,20.51,-0.008254478
02/11/2006,20.68,-0.016307316
01/11/2006,21.02,-0.01510888
31/10/2006,21.34,0.003755873
30/10/2006,21.26,0.007554332
27/10/2006,21.1,-0.031259835
26/10/2006,21.77,0.00229938
25/10/2006,21.72,0.004614683
24/10/2006,21.62,0.007894167
23/10/2006,21.45,0.005610113
20/10/2006,21.33,0.014164543
19/10/2006,21.03,-0.003796872
18/10/2006,21.11,0.009997703
17/10/2006,20.9,-0.033407012
16/10/2006,21.61,0.000462856
13/10/2006,21.6,0.005105604
12/10/2006,21.49,0.028317135
11/10/2006,20.89,0
10/10/2006,20.89,0.013009097
09/10/2006,20.62,-0.000484848
06/10/2006,20.63,-0.007244659
05/10/2006,20.78,-0.001923078
04/10/2006,20.82,0.01208036
03/10/2006,20.57,0.006339938
02/10/2006,20.44,-0.006339938
29/09/2006,20.57,-0.009675934
28/09/2006,20.77,0.018465053
27/09/2006,20.39,0.021314314
26/09/2006,19.96,0.027941874
25/09/2006,19.41,0.017671978
22/09/2006,19.07,-0.00627289
21/09/2006,19.19,-0.015512203
20/09/2006,19.49,0.003598051
19/09/2006,19.42,-0.011773875
18/09/2006,19.65,0.007150184
15/09/2006,19.51,-0.013744172
14/09/2006,19.78,-0.002524616
13/09/2006,19.83,0.004042451
12/09/2006,19.75,0.017880425
11/09/2006,19.4,-0.002574004
08/09/2006,19.45,0.011895667
07/09/2006,19.22,-0.004671693
06/09/2006,19.31,-0.034609052
05/09/2006,19.99,0.005517947
01/09/2006,19.88,0.01571642
31/08/2006,19.57,-0.01370232
30/08/2006,19.84,0.00809721
29/08/2006,19.68,0.015361285
28/08/2006,19.38,0.025079684
25/08/2006,18.9,0.018153195
24/08/2006,18.56,0.00974561
23/08/2006,18.38,0.00217865
22/08/2006,18.34,0.004919387
21/08/2006,18.25,-0.008185585
18/08/2006,18.4,-0.008658063
17/08/2006,18.56,-0.002690343
16/08/2006,18.61,0.026131046
15/08/2006,18.13,0.014444696
14/08/2006,17.87,0.026078575
11/08/2006,17.41,-0.019340762
10/08/2006,17.75,0.01991531
09/08/2006,17.4,0.002301497
08/08/2006,17.36,0.002306806
07/08/2006,17.32,-0.009767386
04/08/2006,17.49,0.009190185
03/08/2006,17.33,-0.014891455
02/08/2006,17.59,-0.003971636
01/08/2006,17.66,-0.019069563
31/07/2006,18,-0.009950331
28/07/2006,18.18,0.039836965
27/07/2006,17.47,-0.001715757
26/07/2006,17.5,-0.002283106
25/07/2006,17.54,0.003426617
24/07/2006,17.48,0.019059197
21/07/2006,17.15,0.00291971
20/07/2006,17.1,-0.078151582
19/07/2006,18.49,0.015259152
18/07/2006,18.21,0.020527767
17/07/2006,17.84,-0.002239643
14/07/2006,17.88,0.008988825
13/07/2006,17.72,-0.008988825
12/07/2006,17.88,-0.043235188
11/07/2006,18.67,0.026595869
10/07/2006,18.18,-0.020686639
07/07/2006,18.56,-0.015504187
06/07/2006,18.85,0.005319161
05/07/2006,18.75,-0.032015329
03/07/2006,19.36,0.018770103
30/06/2006,19,-0.01670185
29/06/2006,19.32,0.034758633
28/06/2006,18.66,0.033236511
27/06/2006,18.05,-0.012661881
26/06/2006,18.28,0.015435808
23/06/2006,18,-0.013793322
22/06/2006,18.25,-0.008185585
21/06/2006,18.4,0.013680104
20/06/2006,18.15,-0.004946424
19/06/2006,18.24,-0.003284075
16/06/2006,18.3,0.009884759
15/06/2006,18.12,0.021758181
14/06/2006,17.73,0.035010749
13/06/2006,17.12,0.015303418
12/06/2006,16.86,-0.017637141
09/06/2006,17.16,0.002918006
08/06/2006,17.11,-0.01623224
07/06/2006,17.39,-0.022741173
06/06/2006,17.79,-0.010623527
05/06/2006,17.98,-0.01380856
02/06/2006,18.23,0.010477074
01/06/2006,18.04,0.001109262
31/05/2006,18.02,0.011722155
30/05/2006,17.81,-0.022759795
26/05/2006,18.22,0.009374207
25/05/2006,18.05,0.008903787
24/05/2006,17.89,-0.003348217
23/05/2006,17.95,-0.003337044
22/05/2006,18.01,-0.019247226
19/05/2006,18.36,-0.015671761
18/05/2006,18.65,-0.000536049
17/05/2006,18.66,-0.021209703
16/05/2006,19.06,-0.013548931
15/05/2006,19.32,0.014598799
12/05/2006,19.04,-0.016667052
11/05/2006,19.36,-0.011299555
10/05/2006,19.58,-0.016211095
09/05/2006,19.9,-0.010497472
08/05/2006,20.11,0.030290049
05/05/2006,19.51,0.008751665
04/05/2006,19.34,0.009350717
03/05/2006,19.16,-0.022194459
02/05/2006,19.59,0.005117718
01/05/2006,19.49,-0.02483026
28/04/2006,19.98,-0.004992522
27/04/2006,20.08,0.029822781
26/04/2006,19.49,0.017598798
25/04/2006,19.15,0.012611833
24/04/2006,18.91,-0.007901016
21/04/2006,19.06,-0.020255172
20/04/2006,19.45,-0.005639595
19/04/2006,19.56,0.008729195
18/04/2006,19.39,0.010368159
17/04/2006,19.19,-0.01345776
13/04/2006,19.45,0.017112162
12/04/2006,19.12,-0.002089865
11/04/2006,19.16,-0.010384309
10/04/2006,19.36,0.006217637
07/04/2006,19.24,-0.007250161
06/04/2006,19.38,-0.005146692
05/04/2006,19.48,0.009283202
04/04/2006,19.3,-0.002587324
03/04/2006,19.35,-0.005668657
31/03/2006,19.46,-0.012257559
30/03/2006,19.7,-0.006072893
29/03/2006,19.82,0.012182892
28/03/2006,19.58,-0.008644854
27/03/2006,19.75,0.007623925
24/03/2006,19.6,-0.00508907
23/03/2006,19.7,-0.014113137
22/03/2006,19.98,0.010060447
21/03/2006,19.78,0.008121872
20/03/2006,19.62,0.004085808
17/03/2006,19.54,-0.005613692
16/03/2006,19.65,-0.013646914
15/03/2006,19.92,0.00806456
14/03/2006,19.76,0.001519372
13/03/2006,19.73,-0.006063687
10/03/2006,19.85,0.005050516
09/03/2006,19.75,-0.013078657
08/03/2006,20.01,-0.002495634
07/03/2006,20.06,-0.011893104
06/03/2006,20.3,-0.000984737
03/03/2006,20.32,-0.00833134
02/03/2006,20.49,-0.015016024
01/03/2006,20.8,0.009661911
28/02/2006,20.6,0.003891055
27/02/2006,20.52,0.007827829
24/02/2006,20.36,0.003444038
23/02/2006,20.29,0.006923865
22/02/2006,20.15,-0.02305719
21/02/2006,20.62,0.000485084
17/02/2006,20.61,-0.035275345
16/02/2006,21.35,0
15/02/2006,21.35,-0.00093633
14/02/2006,21.37,0.011294238
13/02/2006,21.13,-0.007543647
10/02/2006,21.29,0.013715041
09/02/2006,21,0.015839064
08/02/2006,20.67,0
07/02/2006,20.67,0.002906979
06/02/2006,20.61,-0.006287808
03/02/2006,20.74,-0.021936979
02/02/2006,21.2,-0.016374635
01/02/2006,21.55,0.013548444
31/01/2006,21.26,-0.018178082
30/01/2006,21.65,-0.000923361
27/01/2006,21.67,0.008341105
26/01/2006,21.49,0.013114942
25/01/2006,21.21,-0.003294896
24/01/2006,21.28,-0.003284075
23/01/2006,21.35,-0.019021682
20/01/2006,21.76,-0.028987537
19/01/2006,22.4,-0.008888947
18/01/2006,22.6,-0.121512552
17/01/2006,25.52,-0.010524361
13/01/2006,25.79,-0.006955206
12/01/2006,25.97,-0.006524683
11/01/2006,26.14,0.000765404
10/01/2006,26.12,-0.013310712
09/01/2006,26.47,0.006062921
06/01/2006,26.31,0.001521491
05/01/2006,26.27,0.013798609
04/01/2006,25.91,0.013209205
03/01/2006,25.57,0.024145246
30/12/2005,24.96,-0.004397369
29/12/2005,25.07,-0.014650826
28/12/2005,25.44,-0.000785855
27/12/2005,25.46,-0.019833433
23/12/2005,25.97,0
22/12/2005,25.97,0.003471556
21/12/2005,25.88,0.002708456
20/12/2005,25.81,0.001163016
19/12/2005,25.78,-0.02300715
16/12/2005,26.38,-0.007552906
15/12/2005,26.58,-0.001879347
14/12/2005,26.63,-0.003373949
13/12/2005,26.72,0.003749536
12/12/2005,26.62,0.020494076
09/12/2005,26.08,0.014677745
08/12/2005,25.7,-0.017358199
07/12/2005,26.15,-0.019690148
06/12/2005,26.67,-0.008586948
05/12/2005,26.9,-0.019511018
02/12/2005,27.43,0.009155896
01/12/2005,27.18,0.018567188
30/11/2005,26.68,-0.003741119
29/11/2005,26.78,-0.002982851
28/11/2005,26.86,0.001863239
25/11/2005,26.81,0.006361107
23/11/2005,26.64,0.018182319
22/11/2005,26.16,0.035405371
21/11/2005,25.25,-0.00197824
18/11/2005,25.3,0.007538223
17/11/2005,25.11,0.007996844
16/11/2005,24.91,-0.006801386
15/11/2005,25.08,-0.011496658
14/11/2005,25.37,0.009505022
11/11/2005,25.13,-0.004367686
10/11/2005,25.24,0.017586385
09/11/2005,24.8,0.010131799
08/11/2005,24.55,0.002038737
07/11/2005,24.5,0.021036041
04/11/2005,23.99,0.004177116
03/11/2005,23.89,0.022006813
02/11/2005,23.37,0.031293297
01/11/2005,22.65,-0.036840569
31/10/2005,23.5,0.007260335
28/10/2005,23.33,0.021226701
27/10/2005,22.84,-0.010019687
26/10/2005,23.07,-0.001732352
25/10/2005,23.11,0.000432807
24/10/2005,23.1,-0.002162163
21/10/2005,23.15,-0.02009903
20/10/2005,23.62,-0.002959207
19/10/2005,23.69,-0.001265556
18/10/2005,23.72,0.011021731
17/10/2005,23.46,0.009852296
14/10/2005,23.23,0.001292268
13/10/2005,23.2,-0.001722653
12/10/2005,23.24,-0.007715426
11/10/2005,23.42,0
10/10/2005,23.42,-0.016935206
07/10/2005,23.82,0.002522069
06/10/2005,23.76,-0.012962757
05/10/2005,24.07,-0.017706866
04/10/2005,24.5,-0.004073325
03/10/2005,24.6,-0.002030458
30/09/2005,24.65,0.006920443
29/09/2005,24.48,0.021888134
28/09/2005,23.95,0.005023033
27/09/2005,23.83,-0.016233447
26/09/2005,24.22,-0.006584386
23/09/2005,24.38,-0.007355979
22/09/2005,24.56,0.002445986
21/09/2005,24.5,0.00081666
20/09/2005,24.48,-0.008136741
19/09/2005,24.68,-0.005253599
16/09/2005,24.81,0.010534943
15/09/2005,24.55,0.002446983
14/09/2005,24.49,-0.016602933
13/09/2005,24.9,-0.003607941
12/09/2005,24.99,-0.010350411
09/09/2005,25.25,-0.032725943
08/09/2005,26.09,0.01661874
07/09/2005,25.66,-0.001557633
06/09/2005,25.7,0.016477423
02/09/2005,25.28,0.000791452
01/09/2005,25.26,-0.018046782
31/08/2005,25.72,0.00584911
30/08/2005,25.57,-0.006237837
29/08/2005,25.73,0.012514829
26/08/2005,25.41,-0.001965796
25/08/2005,25.46,-0.002745638
24/08/2005,25.53,-0.007414668
23/08/2005,25.72,-0.013132672
22/08/2005,26.06,0.015858
19/08/2005,25.65,-0.008926898
18/08/2005,25.88,-0.00808163
17/08/2005,26.09,0.003455561
16/08/2005,26,-0.02017963
15/08/2005,26.53,0.008327073
12/08/2005,26.31,-0.019198783
11/08/2005,26.82,-0.002234638
10/08/2005,26.88,-0.000743771
09/08/2005,26.9,0.007088259
08/08/2005,26.71,-0.00224383
05/08/2005,26.77,-0.00892531
04/08/2005,27.01,-0.023056831
03/08/2005,27.64,0.002898553
02/08/2005,27.56,0.016462783
01/08/2005,27.11,-0.001105991
29/07/2005,27.14,-0.007342177
28/07/2005,27.34,0.010294209
27/07/2005,27.06,0.006302152
26/07/2005,26.89,0.013855305
25/07/2005,26.52,-0.008635308
22/07/2005,26.75,-0.010412887
21/07/2005,27.03,-0.015054443
20/07/2005,27.44,-0.045243691
19/07/2005,28.71,0.016860252
18/07/2005,28.23,-0.002476562
15/07/2005,28.3,0.014952219
14/07/2005,27.88,0.010456198
13/07/2005,27.59,-0.005782452
12/07/2005,27.75,0.001803427
11/07/2005,27.7,0.01527858
08/07/2005,27.28,0.026747508
07/07/2005,26.56,0.002261592
06/07/2005,26.5,-0.006769488
05/07/2005,26.68,0.017773204
01/07/2005,26.21,0.007275544
30/06/2005,26.02,-0.008800516
29/06/2005,26.25,-0.003042984
28/06/2005,26.33,0.0180116
27/06/2005,25.86,-0.009237941
24/06/2005,26.1,-0.025346543
23/06/2005,26.77,-0.012620806
22/06/2005,27.11,-0.002578745
21/06/2005,27.18,0.010355122
20/06/2005,26.9,-0.008145176
17/06/2005,27.12,0
16/06/2005,27.12,0.006659292
15/06/2005,26.94,0.008948606
14/06/2005,26.7,-0.011173301
13/06/2005,27,0.000741015
10/06/2005,26.98,-0.026336562
09/06/2005,27.7,0.021898685
08/06/2005,27.1,0.008895537
07/06/2005,26.86,-0.011475232
06/06/2005,27.17,-0.005871577
03/06/2005,27.33,-0.009468388
02/06/2005,27.59,0.010933054
01/06/2005,27.29,0.012166049
31/05/2005,26.96,-0.015823697
27/05/2005,27.39,0.00073046
26/05/2005,27.37,0.013610657
25/05/2005,27,0.00148258
24/05/2005,26.96,0.017209553
23/05/2005,26.5,0.005676458
20/05/2005,26.35,0.012987196
19/05/2005,26.01,0.00308048
18/05/2005,25.93,0.008909608
17/05/2005,25.7,0.014501528
16/05/2005,25.33,0.008325122
13/05/2005,25.12,0.011209085
12/05/2005,24.84,0.002822014
11/05/2005,24.77,0.004045313
10/05/2005,24.67,-0.005255723
09/05/2005,24.8,0.012578782
06/05/2005,24.49,0.009435967
05/05/2005,24.26,0.006202211
04/05/2005,24.11,0.011681401
03/05/2005,23.83,0.011819471
02/05/2005,23.55,0.001274697
29/04/2005,23.52,0.014129972
28/04/2005,23.19,-0.013704711
27/04/2005,23.51,0.008114501
26/04/2005,23.32,-0.00385192
25/04/2005,23.41,0.00728835
22/04/2005,23.24,-0.005150226
21/04/2005,23.36,0.030423902
20/04/2005,22.66,0.001324796
19/04/2005,22.63,0.018733822
18/04/2005,22.21,0.004060461
15/04/2005,22.12,-0.016588589
14/04/2005,22.49,-0.014566578
13/04/2005,22.82,-0.017376632
12/04/2005,23.22,0.004315932
11/04/2005,23.12,-0.00732604
08/04/2005,23.29,-0.005139198
07/04/2005,23.41,0.015497512
06/04/2005,23.05,-0.003464707
05/04/2005,23.13,0.008684379
04/04/2005,22.93,-0.003482807
01/04/2005,23.01,-0.009515643
31/03/2005,23.23,-0.011130252
30/03/2005,23.49,0.014580018
29/03/2005,23.15,-0.00645858
28/03/2005,23.3,0.005163523
24/03/2005,23.18,-0.009018743
23/03/2005,23.39,0.015945177
22/03/2005,23.02,-0.020637018
21/03/2005,23.5,0.00383714
18/03/2005,23.41,0
17/03/2005,23.41,-0.00553782
16/03/2005,23.54,-0.014340187
15/03/2005,23.88,-0.016199731
14/03/2005,24.27,0.002888387
11/03/2005,24.2,-0.026505119
10/03/2005,24.85,0.000402495
09/03/2005,24.84,0.001611604
08/03/2005,24.8,-0.01242252
07/03/2005,25.11,0.017272974
04/03/2005,24.68,0.007320081
03/03/2005,24.5,-0.000815994
02/03/2005,24.52,-0.00407001
01/03/2005,24.62,0.025922044
28/02/2005,23.99,-0.00415974
25/02/2005,24.09,0.016321768
24/02/2005,23.7,0.016592595
23/02/2005,23.31,-0.019121041
22/02/2005,23.76,-0.010883322
18/02/2005,24.02,0.016369725
17/02/2005,23.63,-0.021353124
16/02/2005,24.14,-0.013577662
15/02/2005,24.47,0.006560089
14/02/2005,24.31,0.005775594
11/02/2005,24.17,0.028111774
10/02/2005,23.5,0.008547061
09/02/2005,23.3,-0.004709921
08/02/2005,23.41,0.021589785
07/02/2005,22.91,-0.003920719
04/02/2005,23,0.027326513
03/02/2005,22.38,-0.008896856
02/02/2005,22.58,-0.002211901
01/02/2005,22.63,0.007985845
31/01/2005,22.45,0.009398145
28/01/2005,22.24,-0.003142539
27/01/2005,22.31,-0.004918409
26/01/2005,22.42,0.007162072
25/01/2005,22.26,0.012203541
24/01/2005,21.99,-0.019365613
21/01/2005,22.42,-0.007111141
20/01/2005,22.58,-0.000885348
19/01/2005,22.6,-0.014932205
18/01/2005,22.94,-0.003481292
14/01/2005,23.02,0.008726059
13/01/2005,22.82,-0.014789308
12/01/2005,23.16,0.027135144
11/01/2005,22.54,-0.014971658
10/01/2005,22.88,0.003502631
07/01/2005,22.8,0.015024587
06/01/2005,22.46,0.003121519
05/01/2005,22.39,-0.009777856
04/01/2005,22.61,-0.020140786
03/01/2005,23.07,-0.013775508
31/12/2004,23.39,0.006003449
30/12/2004,23.25,0
29/12/2004,23.25,-0.001289491
28/12/2004,23.28,-0.003858526
27/12/2004,23.37,-0.007247953
23/12/2004,23.54,0.003830607
22/12/2004,23.45,-0.001704304
21/12/2004,23.49,0.034209874
20/12/2004,22.7,-0.003078956
17/12/2004,22.77,-0.004382128
16/12/2004,22.87,-0.011736714
15/12/2004,23.14,-0.00431221
14/12/2004,23.24,0.026598472
13/12/2004,22.63,0.003098033
10/12/2004,22.56,-0.008826183
