Date,Close,BAC
14/11/2007,45.73,-0.011739265
13/11/2007,46.27,0.050758818
12/11/2007,43.98,0
09/11/2007,43.98,0.010974047
08/11/2007,43.5,0.004377383
07/11/2007,43.31,-0.050646583
06/11/2007,45.56,0.024665177
05/11/2007,44.45,-0.014738989
02/11/2007,45.11,-0.013213141
01/11/2007,45.71,-0.054700304
31/10/2007,48.28,0.00602474
30/10/2007,47.99,0.000208398
29/10/2007,47.98,-0.001041558
26/10/2007,48.03,0.021678214
25/10/2007,47,-0.010160968
24/10/2007,47.48,-0.006298572
23/10/2007,47.78,0
22/10/2007,47.78,0.004404831
19/10/2007,47.57,-0.026552068
18/10/2007,48.85,-0.023868447
17/10/2007,50.03,-0.003392201
16/10/2007,50.2,-0.024012175
15/10/2007,51.42,-0.012561765
12/10/2007,52.07,-0.006699231
11/10/2007,52.42,0.002291827
10/10/2007,52.3,-0.005149244
09/10/2007,52.57,0.002666668
08/10/2007,52.43,-0.005326244
05/10/2007,52.71,0.0058986
04/10/2007,52.4,0.009009933
03/10/2007,51.93,0.004052104
02/10/2007,51.72,0.021102776
01/10/2007,50.64,0.0073333
28/09/2007,50.27,-0.006543099
27/09/2007,50.6,0.003762008
26/09/2007,50.41,0.003776214
25/09/2007,50.22,-0.007340575
24/09/2007,50.59,-0.012766549
21/09/2007,51.24,0.008820992
20/09/2007,50.79,-0.005497756
19/09/2007,51.07,-0.002737585
18/09/2007,51.21,0.033760156
17/09/2007,49.51,-0.008847836
14/09/2007,49.95,0.001803427
13/09/2007,49.86,0.009471104
12/09/2007,49.39,-0.001214084
11/09/2007,49.45,0.00995842
10/09/2007,48.96,-0.00122474
07/09/2007,49.02,-0.015585783
06/09/2007,49.79,-0.003208344
05/09/2007,49.95,-0.022370526
04/09/2007,51.08,0.007861676
31/08/2007,50.68,0.009317145
30/08/2007,50.21,-0.006748735
29/08/2007,50.55,0.017763165
28/08/2007,49.66,-0.024073579
27/08/2007,50.87,-0.01946723
24/08/2007,51.87,0.000771456
23/08/2007,51.83,0.003478937
22/08/2007,51.65,0.006799443
21/08/2007,51.3,-0.000974184
20/08/2007,51.35,-0.007952714
17/08/2007,51.76,0.037599154
16/08/2007,49.85,0.033037262
15/08/2007,48.23,0.007701152
14/08/2007,47.86,-0.013283715
13/08/2007,48.5,-0.00185395
10/08/2007,48.59,0.004951527
09/08/2007,48.35,-0.027538711
08/08/2007,49.7,0.020942109
07/08/2007,48.67,0.010534023
06/08/2007,48.16,0.024381199
03/08/2007,47,-0.01645954
02/08/2007,47.78,0.003144327
01/08/2007,47.63,0.004418734
31/07/2007,47.42,-0.005887317
30/07/2007,47.7,0.006098221
27/07/2007,47.41,0.003803893
26/07/2007,47.23,-0.014712329
25/07/2007,47.93,0.016407604
24/07/2007,47.15,-0.020987129
23/07/2007,48.15,-0.00331744
20/07/2007,48.31,-0.019676798
19/07/2007,49.27,-0.001825003
18/07/2007,49.36,-0.008874604
17/07/2007,49.8,0.003621006
16/07/2007,49.62,0.002421309
13/07/2007,49.5,-0.000605877
12/07/2007,49.53,0.020808584
11/07/2007,48.51,0.003096937
10/07/2007,48.36,-0.009262184
09/07/2007,48.81,-0.006941637
06/07/2007,49.15,-0.004466106
05/07/2007,49.37,-0.003639309
03/07/2007,49.55,0.004652582
02/07/2007,49.32,0.008756802
29/06/2007,48.89,-0.004082471
28/06/2007,49.09,-0.002035003
27/06/2007,49.19,0.007960038
26/06/2007,48.8,-0.001024066
25/06/2007,48.85,-0.00204499
22/06/2007,48.95,-0.019021213
21/06/2007,49.89,-0.001802344
20/06/2007,49.98,-0.01134002
19/06/2007,50.55,0.012741562
18/06/2007,49.91,-0.003400343
15/06/2007,50.08,0
14/06/2007,50.08,-0.005575482
13/06/2007,50.36,0.013997429
12/06/2007,49.66,-0.007822726
11/06/2007,50.05,-0.004187026
08/06/2007,50.26,0.009395371
07/06/2007,49.79,-0.01078716
06/06/2007,50.33,-0.006535324
05/06/2007,50.66,-0.003743478
04/06/2007,50.85,0.001377546
01/06/2007,50.78,0.001379446
31/05/2007,50.71,-0.001970056
30/05/2007,50.81,-0.007451015
29/05/2007,51.19,-0.000195332
25/05/2007,51.2,0.002933987
24/05/2007,51.05,-0.005859392
23/05/2007,51.35,-0.002916871
22/05/2007,51.5,0.00525651
21/05/2007,51.23,-0.000975515
18/05/2007,51.28,0.002929404
17/05/2007,51.13,0.000195599
16/05/2007,51.12,0.003527341
15/05/2007,50.94,0.003145893
14/05/2007,50.78,-0.003342183
11/05/2007,50.95,0.007288518
10/05/2007,50.58,-0.017054221
09/05/2007,51.45,0.00097229
08/05/2007,51.4,-0.000389029
07/05/2007,51.42,0.003506725
04/05/2007,51.24,0.000195179
03/05/2007,51.23,0.004303606
02/05/2007,51.01,0.001569551
01/05/2007,50.93,0.000589217
30/04/2007,50.9,0.002557295
27/04/2007,50.77,0.000985319
26/04/2007,50.72,-0.010004988
25/04/2007,51.23,0.011978543
24/04/2007,50.62,0.002175419
23/04/2007,50.51,-0.010438303
20/04/2007,51.04,0.002550271
19/04/2007,50.91,-0.017716807
18/04/2007,51.82,0.010085423
17/04/2007,51.3,0.001365454
16/04/2007,51.23,0.015937376
13/04/2007,50.42,0.002780538
12/04/2007,50.28,-0.004563953
11/04/2007,50.51,-0.011025904
10/04/2007,51.07,0.004120481
09/04/2007,50.86,0.000196637
05/04/2007,50.85,-0.000786318
04/04/2007,50.89,0.000589681
03/04/2007,50.86,0.008490524
02/04/2007,50.43,-0.011631477
30/03/2007,51.02,-0.003326488
29/03/2007,51.19,0.008238572
28/03/2007,50.77,-0.020856423
27/03/2007,51.84,0.005415874
26/03/2007,51.56,-0.002518161
23/03/2007,51.69,0.000967773
22/03/2007,51.64,-0.004251214
21/03/2007,51.86,0.021439137
20/03/2007,50.76,0.007712883
19/03/2007,50.37,0.015001781
16/03/2007,49.62,-0.00962703
15/03/2007,50.1,0.006608615
14/03/2007,49.77,0.006248131
13/03/2007,49.46,-0.032424521
12/03/2007,51.09,0.002744024
09/03/2007,50.95,0.003539131
08/03/2007,50.77,0.003551701
07/03/2007,50.59,-0.006894541
06/03/2007,50.94,0.025851509
05/03/2007,49.64,-0.007426025
02/03/2007,50.01,-0.007371285
01/03/2007,50.38,-0.008892461
28/02/2007,50.83,0.000590377
27/02/2007,50.8,-0.038425424
26/02/2007,52.79,-0.00132513
23/02/2007,52.86,-0.015766092
22/02/2007,53.7,-0.003902988
21/02/2007,53.91,-0.002593555
20/02/2007,54.05,0
16/02/2007,54.05,0.00370714
15/02/2007,53.85,-0.00370714
14/02/2007,54.05,0.005938039
13/02/2007,53.73,0.012925159
12/02/2007,53.04,0.000943129
09/02/2007,52.99,-0.006208279
08/02/2007,53.32,-0.000749906
07/02/2007,53.36,0.002815053
06/02/2007,53.21,0.006221153
05/02/2007,52.88,0.002651015
02/02/2007,52.74,-0.001894299
01/02/2007,52.84,0.00493266
31/01/2007,52.58,0.008787067
30/01/2007,52.12,0.012743945
29/01/2007,51.46,-0.011207847
26/01/2007,52.04,-0.006893938
25/01/2007,52.4,-0.015151805
24/01/2007,53.2,-0.002253099
23/01/2007,53.32,-0.006169974
22/01/2007,53.65,0.001118986
19/01/2007,53.59,0.005613787
18/01/2007,53.29,-0.000562799
17/01/2007,53.32,-0.002248034
16/01/2007,53.44,0.001123385
12/01/2007,53.38,0.002250564
11/01/2007,53.26,-0.005990284
10/01/2007,53.58,0.00149421
09/01/2007,53.5,0.000935016
08/01/2007,53.45,0.003936644
05/01/2007,53.24,-0.008044193
04/01/2007,53.67,0.006355162
03/01/2007,53.33,-0.001124438
29/12/2006,53.39,-0.004858007
28/12/2006,53.65,-0.002234222
27/12/2006,53.77,0.001302689
26/12/2006,53.7,0.006539024
22/12/2006,53.35,-0.002994575
21/12/2006,53.51,-0.002799293
20/12/2006,53.66,0.001491981
19/12/2006,53.58,-0.000932749
18/12/2006,53.63,0.005797118
15/12/2006,53.32,0.002817168
14/12/2006,53.17,0.001505741
13/12/2006,53.09,0.005477396
12/12/2006,52.8,0.004746093
11/12/2006,52.55,0.01708131
08/12/2006,51.66,-0.015938888
07/12/2006,52.49,-0.003803009
06/12/2006,52.69,-0.001896095
05/12/2006,52.79,0.00265554
04/12/2006,52.65,-0.016015415
01/12/2006,53.5,-0.00652075
30/11/2006,53.85,-0.003151945
29/11/2006,54.02,-0.00461724
28/11/2006,54.27,0.006470121
27/11/2006,53.92,-0.011799547
24/11/2006,54.56,-0.001282169
22/11/2006,54.63,-0.001646091
21/11/2006,54.72,-0.003284075
20/11/2006,54.9,0.000911162
17/11/2006,54.85,-0.000911162
16/11/2006,54.9,0.007679687
15/11/2006,54.48,-0.006403828
14/11/2006,54.83,0.006771002
13/11/2006,54.46,-0.005676112
10/11/2006,54.77,0.004758428
09/11/2006,54.51,-0.001832845
08/11/2006,54.61,0.003485283
07/11/2006,54.42,0.00386634
06/11/2006,54.21,0.014493007
03/11/2006,53.43,-0.002243411
02/11/2006,53.55,-0.000560067
01/11/2006,53.58,-0.005397873
31/10/2006,53.87,-0.00092773
30/10/2006,53.92,0.004088465
27/10/2006,53.7,-0.008898835
26/10/2006,54.18,0.00332779
25/10/2006,54,0.010611661
24/10/2006,53.43,-0.004295459
23/10/2006,53.66,0.000745712
20/10/2006,53.62,0.006736552
19/10/2006,53.26,-0.010273743
18/10/2006,53.81,0.002418831
17/10/2006,53.68,-0.000558711
16/10/2006,53.71,-0.01258111
13/10/2006,54.39,0.002393006
12/10/2006,54.26,0.004062794
11/10/2006,54.04,-0.010858669
10/10/2006,54.63,0.002199011
09/10/2006,54.51,0.004965527
06/10/2006,54.24,-0.005148963
05/10/2006,54.52,-0.005487484
04/10/2006,54.82,0.00750713
03/10/2006,54.41,0.014625828
02/10/2006,53.62,0.000932923
29/09/2006,53.57,0.000933794
28/09/2006,53.52,0.005245422
27/09/2006,53.24,-0.004497759
26/09/2006,53.48,0.009582037
25/09/2006,52.97,0.010246769
22/09/2006,52.43,0.003630462
21/09/2006,52.24,-0.00477419
20/09/2006,52.49,0.0088022
19/09/2006,52.03,0.004816501
18/09/2006,51.78,0.006393512
15/09/2006,51.45,-0.009286196
14/09/2006,51.93,0.000577868
13/09/2006,51.9,0.003861009
12/09/2006,51.7,0.010108951
11/09/2006,51.18,-0.009334957
08/09/2006,51.66,0.002907824
07/09/2006,51.51,-0.002714232
06/09/2006,51.65,-0.001934237
05/09/2006,51.75,0.001740644
01/09/2006,51.66,0.003684674
31/08/2006,51.47,-0.004458668
30/08/2006,51.7,-0.011347367
29/08/2006,52.29,0.001914243
28/08/2006,52.19,0.001150307
25/08/2006,52.13,-0.007263029
24/08/2006,52.51,0.000380952
23/08/2006,52.49,-0.000190494
22/08/2006,52.5,0.000762195
21/08/2006,52.46,-0.000571701
18/08/2006,52.49,0.006690267
17/08/2006,52.14,-0.003063963
16/08/2006,52.3,0.00287219
15/08/2006,52.15,0.019752772
14/08/2006,51.13,-0.005266763
11/08/2006,51.4,-0.002331909
10/08/2006,51.52,-0.000388123
09/08/2006,51.54,-0.010038694
08/08/2006,52.06,-0.001919018
07/08/2006,52.16,-0.00306279
04/08/2006,52.32,0.006712078
03/08/2006,51.97,0.000192437
02/08/2006,51.96,0.008310029
01/08/2006,51.53,0
31/07/2006,51.53,-0.002519625
28/07/2006,51.66,0.012466075
27/07/2006,51.02,0.000588178
26/07/2006,50.99,0.003536349
25/07/2006,50.81,0.004734671
24/07/2006,50.57,0.008539422
21/07/2006,50.14,0.009820702
20/07/2006,49.65,-0.006024115
19/07/2006,49.95,0.030696586
18/07/2006,48.44,0.004552046
17/07/2006,48.22,-0.001864706
14/07/2006,48.31,0.006854321
13/07/2006,47.98,-0.012221799
12/07/2006,48.57,-0.01187079
11/07/2006,49.15,0.00020348
10/07/2006,49.14,0.006943054
07/07/2006,48.8,-0.005313726
06/07/2006,49.06,0.003880328
05/07/2006,48.87,0.001228501
03/07/2006,48.81,0.014653033
30/06/2006,48.1,-0.010341354
29/06/2006,48.6,0.019740901
28/06/2006,47.65,0.007372335
27/06/2006,47.3,-0.003376956
26/06/2006,47.46,0.001054074
23/06/2006,47.41,-0.002738285
22/06/2006,47.54,0.004849772
21/06/2006,47.31,0.004873407
20/06/2006,47.08,-0.001273615
19/06/2006,47.14,-0.005922183
16/06/2006,47.42,-0.01028017
15/06/2006,47.91,0.026865709
14/06/2006,46.64,-0.009177313
13/06/2006,47.07,-0.028070549
12/06/2006,48.41,-0.00781897
09/06/2006,48.79,-0.004906982
08/06/2006,49.03,0.003677977
07/06/2006,48.85,0.006572215
06/06/2006,48.53,-0.004317885
05/06/2006,48.74,-0.010612344
02/06/2006,49.26,0.011433363
01/06/2006,48.7,0.006179216
31/05/2006,48.4,-0.006179216
30/05/2006,48.7,-0.013866454
26/05/2006,49.38,0.009563609
25/05/2006,48.91,0.008830533
24/05/2006,48.48,0.005170108
23/05/2006,48.23,-0.000621826
22/05/2006,48.26,-0.000207189
19/05/2006,48.27,0.003112359
18/05/2006,48.12,-0.009102256
17/05/2006,48.56,-0.021996814
16/05/2006,49.64,0.0018147
15/05/2006,49.55,0.007088637
12/05/2006,49.2,-0.009910082
11/05/2006,49.69,-0.009613533
10/05/2006,50.17,-0.000398565
09/05/2006,50.19,0.001595215
08/05/2006,50.11,-0.007158511
05/05/2006,50.47,0.010556816
04/05/2006,49.94,0.012898204
03/05/2006,49.3,-0.003240181
02/05/2006,49.46,0.005677225
01/05/2006,49.18,-0.014934687
28/04/2006,49.92,0.017785432
27/04/2006,49.04,0.027495272
26/04/2006,47.71,0.013080355
25/04/2006,47.09,0.000424809
24/04/2006,47.07,0.004258043
21/04/2006,46.87,0.01266791
20/04/2006,46.28,0.00498214
19/04/2006,46.05,0.00195631
18/04/2006,45.96,0.010498784
17/04/2006,45.48,-0.005481869
13/04/2006,45.73,0.000218699
12/04/2006,45.72,0.0035057
11/04/2006,45.56,-0.002630427
10/04/2006,45.68,-0.001312623
07/04/2006,45.74,-0.010006609
06/04/2006,46.2,-0.007547206
05/04/2006,46.55,0.005601049
04/04/2006,46.29,0.01326539
03/04/2006,45.68,0.003069505
31/03/2006,45.54,-0.00153593
30/03/2006,45.61,-0.007862019
29/03/2006,45.97,-0.001955885
28/03/2006,46.06,-0.016365568
27/03/2006,46.82,-0.001707213
24/03/2006,46.9,0.004273511
23/03/2006,46.7,-0.006190648
22/03/2006,46.99,0.008978256
21/03/2006,46.57,-0.007061118
20/03/2006,46.9,0
17/03/2006,46.9,0.002989539
16/03/2006,46.76,0.007728677
15/03/2006,46.4,0.003021802
14/03/2006,46.26,0.00694146
13/03/2006,45.94,-0.000217652
10/03/2006,45.95,0.008743225
09/03/2006,45.55,-0.003506469
08/03/2006,45.71,0.001970875
07/03/2006,45.62,0.009027916
06/03/2006,45.21,0.000442478
03/03/2006,45.19,0.000885544
02/03/2006,45.15,-0.009917437
01/03/2006,45.6,-0.005467482
28/02/2006,45.85,-0.002831321
27/02/2006,45.98,0.00567068
24/02/2006,45.72,0.007684745
23/02/2006,45.37,0.006412405
22/02/2006,45.08,0.011826535
21/02/2006,44.55,-0.002466092
17/02/2006,44.66,-0.000671517
16/02/2006,44.69,0.0074116
15/02/2006,44.36,0.004518761
14/02/2006,44.16,0.0104713
13/02/2006,43.7,-0.005021695
10/02/2006,43.92,0.002051283
09/02/2006,43.83,0.003657147
08/02/2006,43.67,0.004130341
07/02/2006,43.49,0.002763069
06/02/2006,43.37,0.006477006
03/02/2006,43.09,-0.008089724
02/02/2006,43.44,-0.011671949
01/02/2006,43.95,-0.006350668
31/01/2006,44.23,-0.005636358
30/01/2006,44.48,-0.007168489
27/01/2006,44.8,-0.002229655
26/01/2006,44.9,0.006031516
25/01/2006,44.63,0.008776921
24/01/2006,44.24,0.006349228
23/01/2006,43.96,-0.00521839
20/01/2006,44.19,-0.021270252
19/01/2006,45.14,-0.002654869
18/01/2006,45.26,-0.001104118
17/01/2006,45.31,-0.010756332
13/01/2006,45.8,0
12/01/2006,45.8,-0.006528859
11/01/2006,46.1,-0.002383275
10/01/2006,46.21,-0.008404316
09/01/2006,46.6,0.000643984
06/01/2006,46.57,-0.001501985
05/01/2006,46.64,0.001287278
04/01/2006,46.58,-0.010677018
03/01/2006,47.08,0.019951321
30/12/2005,46.15,-0.000866363
29/12/2005,46.19,-0.001730478
28/12/2005,46.27,-0.006248001
27/12/2005,46.56,-0.008128387
23/12/2005,46.94,0.000426167
22/12/2005,46.92,0.005985482
21/12/2005,46.64,-0.001071467
20/12/2005,46.69,0.003432743
19/12/2005,46.53,-0.009411834
16/12/2005,46.97,0.006193293
15/12/2005,46.68,-0.002139954
14/12/2005,46.78,0.006003449
13/12/2005,46.5,0.016479124
12/12/2005,45.74,-0.003491928
09/12/2005,45.9,0.002617803
08/12/2005,45.78,-0.001745963
07/12/2005,45.86,-0.009764643
06/12/2005,46.31,-0.002587882
05/12/2005,46.43,0.006482304
02/12/2005,46.13,0.005434205
01/12/2005,45.88,-0.000217936
30/11/2005,45.89,-0.019208533
29/11/2005,46.78,0.004713958
28/11/2005,46.56,-0.00919301
25/11/2005,46.99,0.005976539
23/11/2005,46.71,0.013145325
22/11/2005,46.1,0.005655878
21/11/2005,45.84,0.006126934
18/11/2005,45.56,0.004840493
17/11/2005,45.34,0.008194044
16/11/2005,44.97,-0.006207069
15/11/2005,45.25,-0.008143547
14/11/2005,45.62,0.003513398
11/11/2005,45.46,0.003525786
10/11/2005,45.3,0.016919371
09/11/2005,44.54,0.003373443
08/11/2005,44.39,-0.00157569
07/11/2005,44.46,0.005186617
04/11/2005,44.23,0.004986411
03/11/2005,44.01,-0.001589284
02/11/2005,44.08,0.010490404
01/11/2005,43.62,-0.002747254
31/10/2005,43.74,-0.00547197
28/10/2005,43.98,0.01835756
27/10/2005,43.18,-0.00046307
26/10/2005,43.2,0.00046307
25/10/2005,43.18,-0.00462108
24/10/2005,43.38,0.026157493
21/10/2005,42.26,0.001420791
20/10/2005,42.2,-0.005671093
19/10/2005,42.44,0.02071256
18/10/2005,41.57,-0.011480633
17/10/2005,42.05,0
14/10/2005,42.05,0.001189768
13/10/2005,42,0.002622483
12/10/2005,41.89,0.000238749
11/10/2005,41.88,-0.005001797
10/10/2005,42.09,-0.004267432
07/10/2005,42.27,0.000946746
06/10/2005,42.23,0.006414085
05/10/2005,41.96,0.001192322
04/10/2005,41.91,-0.003334924
03/10/2005,42.05,-0.001188354
30/09/2005,42.1,0
29/09/2005,42.1,0.011947573
28/09/2005,41.6,-0.007662873
27/09/2005,41.92,-0.001906578
26/09/2005,42,-0.005461251
23/09/2005,42.23,0.000947643
22/09/2005,42.19,-0.001657786
21/09/2005,42.26,-0.017359104
20/09/2005,43,-0.009028884
19/09/2005,43.39,-0.006661332
16/09/2005,43.68,0.021989082
15/09/2005,42.73,0.00210847
14/09/2005,42.64,-0.000468933
13/09/2005,42.66,-0.000937207
12/09/2005,42.7,-0.005837728
09/09/2005,42.95,-0.001860898
08/09/2005,43.03,-0.006486008
07/09/2005,43.31,-0.000923148
06/09/2005,43.35,0.010201804
02/09/2005,42.91,-0.004418098
01/09/2005,43.1,0.00162545
31/08/2005,43.03,-0.00162545
30/08/2005,43.1,-0.00601436
29/08/2005,43.36,0.012065112
26/08/2005,42.84,-0.005354453
25/08/2005,43.07,0.0037218
24/08/2005,42.91,-0.009971097
23/08/2005,43.34,-0.009187019
22/08/2005,43.74,0.002747254
19/08/2005,43.62,-0.004118057
18/08/2005,43.8,0.001599452
17/08/2005,43.73,0.000228702
16/08/2005,43.72,0.012428238
15/08/2005,43.18,0.011412724
12/08/2005,42.69,-0.00233973
11/08/2005,42.79,0.000935235
10/08/2005,42.75,-0.003502631
09/08/2005,42.9,-0.000931967
08/08/2005,42.94,-0.007193441
05/08/2005,43.25,-0.010579675
04/08/2005,43.71,-0.001600183
03/08/2005,43.78,-0.003647975
02/08/2005,43.94,0.006392716
01/08/2005,43.66,0.001375201
29/07/2005,43.6,-0.00935973
28/07/2005,44.01,-0.003176046
27/07/2005,44.15,-0.008570192
26/07/2005,44.53,-0.002915127
25/07/2005,44.66,-0.004245342
22/07/2005,44.85,0.005589729
21/07/2005,44.6,-0.00581267
20/07/2005,44.86,0.000892061
19/07/2005,44.82,-0.005784221
18/07/2005,45.08,-0.01976783
15/07/2005,45.98,0.003704111
14/07/2005,45.81,0.001310616
13/07/2005,45.75,0.009664033
12/07/2005,45.31,0.003094609
11/07/2005,45.17,0.00044287
08/07/2005,45.15,0.010464306
07/07/2005,44.68,-0.000447527
06/07/2005,44.7,-0.00913045
05/07/2005,45.11,0.002886005
01/07/2005,44.98,-0.013909044
30/06/2005,45.61,-0.028103882
29/06/2005,46.91,0.005129312
28/06/2005,46.67,0.005802101
27/06/2005,46.4,-0.007514797
24/06/2005,46.75,0.003213715
23/06/2005,46.6,-0.010035314
22/06/2005,47.07,-0.000212427
21/06/2005,47.08,0.007890008
20/06/2005,46.71,0.001499732
17/06/2005,46.64,0.00451274
16/06/2005,46.43,-0.003654739
15/06/2005,46.6,0.013611531
14/06/2005,45.97,0.001088258
13/06/2005,45.92,-0.001740644
10/06/2005,46,-0.00195461
09/06/2005,46.09,0.003913048
08/06/2005,45.91,0.001089681
07/06/2005,45.86,-0.00087184
06/06/2005,45.9,0.002617803
03/06/2005,45.78,-0.008699489
02/06/2005,46.18,-0.002379151
01/06/2005,46.29,-0.000647878
31/05/2005,46.32,-0.007099094
27/05/2005,46.65,-0.001285347
26/05/2005,46.71,0.003646117
25/05/2005,46.54,-0.001502953
24/05/2005,46.61,0.001288107
23/05/2005,46.55,-0.000429553
20/05/2005,46.57,0.002580092
19/05/2005,46.45,-0.004296462
18/05/2005,46.65,0.010992675
17/05/2005,46.14,0.006305054
16/05/2005,45.85,0.015827985
13/05/2005,45.13,-0.004642431
12/05/2005,45.34,-0.007032996
11/05/2005,45.66,0.006151162
10/05/2005,45.38,-0.007683058
09/05/2005,45.73,0.005262016
06/05/2005,45.49,-0.007882677
05/05/2005,45.85,-0.002613811
04/05/2005,45.97,0.01335835
03/05/2005,45.36,0.000441014
02/05/2005,45.34,0.006638661
29/04/2005,45.04,0.007801221
28/04/2005,44.69,-0.004019657
27/04/2005,44.87,0.005811371
26/04/2005,44.61,-0.004919509
25/04/2005,44.83,0.010313993
22/04/2005,44.37,-0.000450653
21/04/2005,44.39,0.003610927
20/04/2005,44.23,-0.015702431
19/04/2005,44.93,0.004461306
18/04/2005,44.73,0.01011131
15/04/2005,44.28,-0.008992866
14/04/2005,44.68,-0.009577977
13/04/2005,45.11,-0.009047838
12/04/2005,45.52,0.011933843
11/04/2005,44.98,0.006691972
08/04/2005,44.68,-0.003351584
07/04/2005,44.83,0.005143699
06/04/2005,44.6,0.006523474
05/04/2005,44.31,0.003390983
04/04/2005,44.16,0.003402521
01/04/2005,44.01,-0.002042902
31/03/2005,44.1,0.001815706
30/03/2005,44.02,0.002957572
29/03/2005,43.89,-0.009072414
28/03/2005,44.29,0.012267305
24/03/2005,43.75,-0.005243372
23/03/2005,43.98,0.007302634
22/03/2005,43.66,-0.014552326
21/03/2005,44.3,-0.01434359
18/03/2005,44.94,0.003566656
17/03/2005,44.78,-0.000446528
16/03/2005,44.8,-0.016382921
15/03/2005,45.54,-0.00569303
14/03/2005,45.8,0.000655236
11/03/2005,45.77,-0.001964423
10/03/2005,45.86,0.00349498
09/03/2005,45.7,-0.012179359
08/03/2005,46.26,-0.004529286
07/03/2005,46.47,-0.006648818
04/03/2005,46.78,0.009666062
03/03/2005,46.33,-0.005166858
02/03/2005,46.57,-0.010891725
01/03/2005,47.08,0.009175355
28/02/2005,46.65,-0.002996578
25/02/2005,46.79,0.012689707
24/02/2005,46.2,0.01022526
23/02/2005,45.73,0.011657451
22/02/2005,45.2,-0.011876102
18/02/2005,45.74,-0.01346383
17/02/2005,46.36,-0.008804953
16/02/2005,46.77,-0.006181412
15/02/2005,47.06,0.002766253
14/02/2005,46.93,0.002346668
11/02/2005,46.82,-0.002346668
10/02/2005,46.93,0.010495973
09/02/2005,46.44,-0.009643276
08/02/2005,46.89,0.005345891
07/02/2005,46.64,-0.005345891
04/02/2005,46.89,0.010504974
03/02/2005,46.4,-0.007086897
02/02/2005,46.73,0.001070549
01/02/2005,46.68,0.006663109
31/01/2005,46.37,0.014554401
28/01/2005,45.7,0.003726849
27/01/2005,45.53,-0.005257405
26/01/2005,45.77,0.00394046
25/01/2005,45.59,0.008148927
24/01/2005,45.22,0.002878974
21/01/2005,45.09,-0.004867266
20/01/2005,45.31,0.007532158
19/01/2005,44.97,-0.016758937
18/01/2005,45.73,0.018539485
14/01/2005,44.89,0.008725864
13/01/2005,44.5,-0.012505746
12/01/2005,45.06,-0.002659576
11/01/2005,45.18,-0.002431747
10/01/2005,45.29,0.01244184
07/01/2005,44.73,-0.010895049
06/01/2005,45.22,-0.001546791
05/01/2005,45.29,-0.011634419
04/01/2005,45.82,-0.01387105
03/01/2005,46.46,-0.011343086
31/12/2004,46.99,0.000638638
30/12/2004,46.96,0.002131742
29/12/2004,46.86,-0.002344667
28/12/2004,46.97,0.006621833
27/12/2004,46.66,-0.000856898
23/12/2004,46.7,-0.002139038
22/12/2004,46.8,0.010525282
21/12/2004,46.31,0.017206131
20/12/2004,45.52,0.007054703
17/12/2004,45.2,-0.01949892
16/12/2004,46.09,0.003477508
15/12/2004,45.93,0.0021796
14/12/2004,45.83,-0.002832554
13/12/2004,45.96,0.001742161
