Date,Close,MDLZ
26/10/2007,33.3,0.016349138
25/10/2007,32.76,-0.003352129
24/10/2007,32.87,-0.002127337
23/10/2007,32.94,0.007924455
22/10/2007,32.68,0.002450982
19/10/2007,32.6,-0.024542968
18/10/2007,33.41,-0.009532393
17/10/2007,33.73,0.003564007
16/10/2007,33.61,0.000297575
15/10/2007,33.6,-0.007412932
12/10/2007,33.85,0.009498439
11/10/2007,33.53,-0.015095743
10/10/2007,34.04,-0.002054293
09/10/2007,34.11,0.001173365
08/10/2007,34.07,-0.006728122
05/10/2007,34.3,-0.00058292
04/10/2007,34.32,0.000874508
03/10/2007,34.29,-0.011020993
02/10/2007,34.67,-0.000864927
01/10/2007,34.7,0.00549055
28/09/2007,34.51,0.002901917
27/09/2007,34.41,0.005244767
26/09/2007,34.23,-0.005535338
25/09/2007,34.42,-0.008390039
24/09/2007,34.71,-0.004025307
21/09/2007,34.85,0.007199455
20/09/2007,34.6,0.006378682
19/09/2007,34.38,-0.000290824
18/09/2007,34.39,0.014645839
17/09/2007,33.89,-0.006177399
14/09/2007,34.1,0.002054896
13/09/2007,34.03,0.003827474
12/09/2007,33.9,0.003250114
11/09/2007,33.79,0.015508811
10/09/2007,33.27,0.01148743
07/09/2007,32.89,-0.015087794
06/09/2007,33.39,0.023944166
05/09/2007,32.6,0.013899838
04/09/2007,32.15,0.002803304
31/08/2007,32.06,0.006571765
30/08/2007,31.85,-0.002195391
29/08/2007,31.92,0.004395611
28/08/2007,31.78,-0.019629856
27/08/2007,32.41,-0.002465333
24/08/2007,32.49,0.01207632
23/08/2007,32.1,0.001246883
22/08/2007,32.06,0.013187004
21/08/2007,31.64,-0.001894538
20/08/2007,31.7,0.012379146
17/08/2007,31.31,0.00512329
16/08/2007,31.15,-0.01907848
15/08/2007,31.75,-0.02273179
14/08/2007,32.48,0.008658063
13/08/2007,32.2,0.001865092
10/08/2007,32.14,0.021702377
09/08/2007,31.45,-0.04141959
08/08/2007,32.78,0.006426954
07/08/2007,32.57,-0.003983459
06/08/2007,32.7,0.022889957
03/08/2007,31.96,-0.018292248
02/08/2007,32.55,0.003693448
01/08/2007,32.43,-0.009819042
31/07/2007,32.75,-0.006998355
30/07/2007,32.98,0.002732657
27/07/2007,32.89,-0.016584128
26/07/2007,33.44,-0.041013364
25/07/2007,34.84,0
24/07/2007,34.84,-0.021860345
23/07/2007,35.61,0.002249087
20/07/2007,35.53,-0.022266436
19/07/2007,36.33,0.017493157
18/07/2007,35.7,-0.004750603
17/07/2007,35.87,0.009805373
16/07/2007,35.52,-0.010362787
13/07/2007,35.89,0.030841318
12/07/2007,34.8,0.015055293
11/07/2007,34.28,-0.003494471
10/07/2007,34.4,-0.017577171
09/07/2007,35.01,0.022239184
06/07/2007,34.24,-0.00640468
05/07/2007,34.46,-0.005787053
03/07/2007,34.66,-0.024791126
02/07/2007,35.53,0.007911881
29/06/2007,35.25,-0.003398474
28/06/2007,35.37,-0.010406507
27/06/2007,35.74,0.022638205
26/06/2007,34.94,-0.018994193
25/06/2007,35.61,-0.017812884
22/06/2007,36.25,-0.013426698
21/06/2007,36.74,0.064066849
20/06/2007,34.46,-0.005498495
19/06/2007,34.65,-0.013188265
18/06/2007,35.11,-0.00568022
15/06/2007,35.31,-0.003110422
14/06/2007,35.42,0.004811103
13/06/2007,35.25,0.021216392
12/06/2007,34.51,-0.000289729
11/06/2007,34.52,0.000289729
08/06/2007,34.51,-0.003182413
07/06/2007,34.62,0.007829531
06/06/2007,34.35,-0.002906979
05/06/2007,34.45,-0.00174014
04/06/2007,34.51,0.002611346
01/06/2007,34.42,0.016994256
31/05/2007,33.84,0.004442477
30/05/2007,33.69,0.005357156
29/05/2007,33.51,0
25/05/2007,33.51,0.002091114
24/05/2007,33.44,0.003594971
23/05/2007,33.32,-0.00060006
22/05/2007,33.34,0.004509252
21/05/2007,33.19,0.002413274
18/05/2007,33.11,0.006362694
17/05/2007,32.9,0.003959195
16/05/2007,32.77,0.005201174
15/05/2007,32.6,0.003072199
14/05/2007,32.5,-0.000307645
11/05/2007,32.51,0.000307645
10/05/2007,32.5,-0.008578484
09/05/2007,32.78,0.003667486
08/05/2007,32.66,-0.010356474
07/05/2007,33,-0.006042314
04/05/2007,33.2,0.011207144
03/05/2007,32.83,-0.013613884
02/05/2007,33.28,-0.006290271
01/05/2007,33.49,0.000597372
30/04/2007,33.47,-0.002685366
27/04/2007,33.56,0
26/04/2007,33.56,0.002685366
25/04/2007,33.47,0.002093615
24/04/2007,33.4,0.005704865
23/04/2007,33.21,0.003619913
20/04/2007,33.09,0.007279377
19/04/2007,32.85,0.01719416
18/04/2007,32.29,-0.018715073
17/04/2007,32.9,0.004264399
16/04/2007,32.76,-0.001220256
13/04/2007,32.8,0.010728072
12/04/2007,32.45,0.013339736
11/04/2007,32.02,0.024661383
10/04/2007,31.24,-0.00223821
09/04/2007,31.31,-0.008586473
05/04/2007,31.58,0.027610101
04/04/2007,30.72,0.012776587
03/04/2007,30.33,-0.016999429
02/04/2007,30.85,-0.025917304
30/03/2007,31.66,0.004431789
29/03/2007,31.52,0.001905367
28/03/2007,31.46,-0.007599783
27/03/2007,31.7,-0.0059758
26/03/2007,31.89,-0.003443422
23/03/2007,32,0.004698521
22/03/2007,31.85,0.015823115
21/03/2007,31.35,-0.004138156
20/03/2007,31.48,0.01859624
19/03/2007,30.9,0.015655897
16/03/2007,30.42,-0.005899722
15/03/2007,30.6,0.013158085
14/03/2007,30.2,-0.023884662
13/03/2007,30.93,-0.031506186
12/03/2007,31.92,0.013245227
09/03/2007,31.5,0.005411441
08/03/2007,31.33,0.00063857
07/03/2007,31.31,-0.02896016
06/03/2007,32.23,0.019107864
05/03/2007,31.62,-0.00724755
02/03/2007,31.85,-0.016194686
01/03/2007,32.37,0.013686061
28/02/2007,31.93,-0.004686776
27/02/2007,32.08,-0.036423307
26/02/2007,33.27,0.000300616
23/02/2007,33.26,-0.000300616
22/02/2007,33.27,-0.005096698
21/02/2007,33.44,-0.012481588
20/02/2007,33.86,-0.031684092
16/02/2007,34.95,0.0211082
15/02/2007,34.22,-0.006118009
14/02/2007,34.43,-0.003479273
13/02/2007,34.55,0.006970693
12/02/2007,34.31,0.021804046
09/02/2007,33.57,0.018034754
08/02/2007,32.97,-0.019225585
07/02/2007,33.61,-0.001783591
06/02/2007,33.67,0.003272352
05/02/2007,33.56,-0.013907607
02/02/2007,34.03,0.002648229
01/02/2007,33.94,-0.028465471
31/01/2007,34.92,0.002580647
30/01/2007,34.83,-0.009714362
29/01/2007,35.17,0.018075374
26/01/2007,34.54,-0.006349228
25/01/2007,34.76,-0.008022966
24/01/2007,35.04,-0.007675944
23/01/2007,35.31,-0.016849598
22/01/2007,35.91,0.007827829
19/01/2007,35.63,0.007889587
18/01/2007,35.35,0.002832863
17/01/2007,35.25,-0.014364421
16/01/2007,35.76,-0.001117943
12/01/2007,35.8,0.000558815
11/01/2007,35.78,-0.003348217
10/01/2007,35.9,0.021681829
09/01/2007,35.13,0.005136998
08/01/2007,34.95,-0.006559271
05/01/2007,35.18,-0.011305943
04/01/2007,35.58,-0.000842815
03/01/2007,35.61,-0.002524191
29/12/2006,35.7,0.003085989
28/12/2006,35.59,0.003377431
27/12/2006,35.47,-0.007863
26/12/2006,35.75,0.000559597
22/12/2006,35.73,-0.008083668
21/12/2006,36.02,-0.001941479
20/12/2006,36.09,0.012266672
19/12/2006,35.65,-0.002801122
18/12/2006,35.75,0.001119508
15/12/2006,35.71,0.003928176
14/12/2006,35.57,0.009320785
13/12/2006,35.24,-0.008477022
12/12/2006,35.54,0.016740354
11/12/2006,34.95,-0.001429593
08/12/2006,35,0.013229989
07/12/2006,34.54,-0.012944234
06/12/2006,34.99,-0.007119495
05/12/2006,35.24,0.000283809
04/12/2006,35.23,0.003981803
01/12/2006,35.09,0.001140576
30/11/2006,35.05,0.006583679
29/11/2006,34.82,0.012716934
28/11/2006,34.38,-0.00493255
27/11/2006,34.55,-0.018070189
24/11/2006,35.18,-0.003971636
22/11/2006,35.32,0.00795911
21/11/2006,35.04,-0.01444989
20/11/2006,35.55,0.002816903
17/11/2006,35.45,-0.004222385
16/11/2006,35.6,0.008179428
15/11/2006,35.31,0.001984409
14/11/2006,35.24,0.012564414
13/11/2006,34.8,0.015930822
10/11/2006,34.25,0.002923979
09/11/2006,34.15,-0.006130511
08/11/2006,34.36,-0.000581903
07/11/2006,34.38,0.007005283
06/11/2006,34.14,0.005286356
03/11/2006,33.96,-0.013163858
02/11/2006,34.41,0.001454123
01/11/2006,34.36,-0.001163467
31/10/2006,34.4,-0.008971265
30/10/2006,34.71,0.003174148
27/10/2006,34.6,0.003184255
26/10/2006,34.49,-0.02434604
25/10/2006,35.34,-0.000565771
24/10/2006,35.36,-0.026236504
23/10/2006,36.3,0.022566775
20/10/2006,35.49,-0.005339341
19/10/2006,35.68,0.001121705
18/10/2006,35.64,-0.000280544
17/10/2006,35.65,-0.005315441
16/10/2006,35.84,0.001955035
13/10/2006,35.77,-0.008351942
12/10/2006,36.07,0.00500279
11/10/2006,35.89,-0.00389322
10/10/2006,36.03,0.008641169
09/10/2006,35.72,0.001400757
06/10/2006,35.67,0.006468874
05/10/2006,35.44,-0.004785372
04/10/2006,35.61,0.007894036
03/10/2006,35.33,0.000849497
02/10/2006,35.3,-0.010146648
29/09/2006,35.66,-0.005313955
28/09/2006,35.85,-0.004175371
27/09/2006,36,0.00836825
26/09/2006,35.7,0.011267725
25/09/2006,35.3,0.030196399
22/09/2006,34.25,0.008208783
21/09/2006,33.97,-0.003526304
20/09/2006,34.09,0.002349487
19/09/2006,34.01,-0.002349487
18/09/2006,34.09,0.00323197
15/09/2006,33.98,-0.001764187
14/09/2006,34.04,0.01449944
13/09/2006,33.55,-0.009788006
12/09/2006,33.88,0.003252035
11/09/2006,33.77,0.003856999
08/09/2006,33.64,0.003871933
07/09/2006,33.51,0.000298463
06/09/2006,33.5,-0.010393561
05/09/2006,33.85,-0.005009588
01/09/2006,34.02,0.003238631
31/08/2006,33.91,0.005025879
30/08/2006,33.74,0.008931289
29/08/2006,33.44,0.012336549
28/08/2006,33.03,0.004855852
25/08/2006,32.87,-0.009386897
24/08/2006,33.18,0.00999554
23/08/2006,32.85,0.003048783
22/08/2006,32.75,-0.008513277
21/08/2006,33.03,0.014331698
18/08/2006,32.56,-0.010692022
17/08/2006,32.91,-0.013581015
16/08/2006,33.36,-0.004486324
15/08/2006,33.51,-0.018039821
14/08/2006,34.12,0.011199646
11/08/2006,33.74,-0.00029634
10/08/2006,33.75,0.011922645
09/08/2006,33.35,0.009036206
08/08/2006,33.05,0.009729478
07/08/2006,32.73,0.007667573
04/08/2006,32.48,-0.000307834
03/08/2006,32.49,0.00154012
02/08/2006,32.44,-0.000616333
01/08/2006,32.46,0.001850139
31/07/2006,32.4,-0.008604847
28/07/2006,32.68,0.01138649
27/07/2006,32.31,0.000928936
26/07/2006,32.28,-0.008636698
25/07/2006,32.56,0.065357858
24/07/2006,30.5,0.016862691
21/07/2006,29.99,-0.008301559
20/07/2006,30.24,0
19/07/2006,30.24,-0.00297177
18/07/2006,30.33,-0.001317957
17/07/2006,30.37,0
14/07/2006,30.37,0.001977588
13/07/2006,30.31,-0.010175699
12/07/2006,30.62,0.009516069
11/07/2006,30.33,0.003964326
10/07/2006,30.21,0.000331071
07/07/2006,30.2,-0.005613355
06/07/2006,30.37,-0.025037887
05/07/2006,31.14,0.002894358
03/07/2006,31.05,0.004842624
30/06/2006,30.9,-0.00226281
29/06/2006,30.97,0.006478805
28/06/2006,30.77,-0.002596561
27/06/2006,30.85,-0.004850454
26/06/2006,31,-0.005468889
23/06/2006,31.17,-0.005758173
22/06/2006,31.35,0.012195273
21/06/2006,30.97,-0.005795251
20/06/2006,31.15,0.001928021
19/06/2006,31.09,0.007425377
16/06/2006,30.86,-0.00097166
15/06/2006,30.89,0.005193131
14/06/2006,30.73,0.000976722
13/06/2006,30.7,-0.016475902
12/06/2006,31.21,-0.004794639
09/06/2006,31.36,-0.000637552
08/06/2006,31.38,-0.012351701
07/06/2006,31.77,-0.021177995
06/06/2006,32.45,-0.017412995
05/06/2006,33.02,-0.005436437
02/06/2006,33.2,0.007558615
01/06/2006,32.95,-0.004542021
31/05/2006,33.1,0.008190551
30/05/2006,32.83,-0.001521839
26/05/2006,32.88,-0.003339915
25/05/2006,32.99,0.016195923
24/05/2006,32.46,0.017402552
23/05/2006,31.9,0.004083562
22/05/2006,31.77,0.008852413
19/05/2006,31.49,-0.000317511
18/05/2006,31.5,-0.00031741
17/05/2006,31.51,-0.004117187
16/05/2006,31.64,0.014645279
15/05/2006,31.18,0.012586902
12/05/2006,30.79,-0.014829414
11/05/2006,31.25,-0.014612712
10/05/2006,31.71,-0.002519686
09/05/2006,31.79,0.000314614
08/05/2006,31.78,0.010756194
05/05/2006,31.44,0.011516442
04/05/2006,31.08,0.002254792
03/05/2006,31.01,-0.000966962
02/05/2006,31.04,-0.003858526
01/05/2006,31.16,-0.002564104
28/04/2006,31.24,-0.00223821
27/04/2006,31.31,0.000319438
26/04/2006,31.3,0.001278773
25/04/2006,31.26,0.003204104
24/04/2006,31.16,0.003536413
21/04/2006,31.05,0.020169844
20/04/2006,30.43,0.030022268
19/04/2006,29.53,0.00781918
18/04/2006,29.3,0.008569033
17/04/2006,29.05,-0.00240674
13/04/2006,29.12,0.000687049
12/04/2006,29.1,-0.005483221
11/04/2006,29.26,-0.016607736
10/04/2006,29.75,-0.00836825
07/04/2006,30,-0.009620243
06/04/2006,30.29,0
05/04/2006,30.29,-0.014747113
04/04/2006,30.74,0.01507731
03/04/2006,30.28,-0.000990263
31/03/2006,30.31,0.003966947
30/03/2006,30.19,-0.005615209
29/03/2006,30.36,0.009597956
28/03/2006,30.07,-0.020734658
27/03/2006,30.7,0
24/03/2006,30.7,0.004897969
23/03/2006,30.55,-0.019128481
22/03/2006,31.14,0.022407172
21/03/2006,30.45,-0.000328353
20/03/2006,30.46,0.006587639
17/03/2006,30.26,-0.000330415
16/03/2006,30.27,0.00430393
15/03/2006,30.14,0.00033184
14/03/2006,30.13,0.012020178
13/03/2006,29.77,-0.026517961
10/03/2006,30.57,0.015826245
09/03/2006,30.09,0.015405529
08/03/2006,29.63,0.000675219
07/03/2006,29.61,0.004400075
06/03/2006,29.48,-0.007098221
03/03/2006,29.69,0.005065012
02/03/2006,29.54,-0.003379523
01/03/2006,29.64,-0.01506809
28/02/2006,30.09,-0.003649034
27/02/2006,30.2,-0.002975701
24/02/2006,30.29,0.003969572
23/02/2006,30.17,0.010998278
22/02/2006,29.84,0.010104498
21/02/2006,29.54,-0.000338467
17/02/2006,29.55,0.010546109
16/02/2006,29.24,-0.00613708
15/02/2006,29.42,0.009562914
14/02/2006,29.14,0.008962487
13/02/2006,28.88,-0.004835933
10/02/2006,29.02,-0.000688943
09/02/2006,29.04,0.008298803
08/02/2006,28.8,-0.007265211
07/02/2006,29.01,0.008307421
06/02/2006,28.77,-0.010717475
03/02/2006,29.08,-0.005828921
02/02/2006,29.25,0
01/02/2006,29.25,-0.00647472
31/01/2006,29.44,-0.018843088
30/01/2006,30,0.023951221
27/01/2006,29.29,0.006851688
26/01/2006,29.09,0.01140894
25/01/2006,28.76,0.004181191
24/01/2006,28.64,-0.001395674
23/01/2006,28.68,-0.002785517
20/01/2006,28.76,-0.010721182
19/01/2006,29.07,0.000344056
18/01/2006,29.06,0.009334554
17/01/2006,28.79,0.003130982
13/01/2006,28.7,-0.006944472
12/01/2006,28.9,0.038086409
11/01/2006,27.82,0.012296719
10/01/2006,27.48,-0.001454546
09/01/2006,27.52,-0.005435781
06/01/2006,27.67,-0.006125042
05/01/2006,27.84,-0.003943364
04/01/2006,27.95,-0.003571432
03/01/2006,28.05,-0.00426895
30/12/2005,28.17,-0.005310687
29/12/2005,28.32,0.003891744
28/12/2005,28.21,0.011049836
27/12/2005,27.9,-0.00643089
23/12/2005,28.08,-0.012035544
22/12/2005,28.42,0.008835541
21/12/2005,28.17,0.002843941
20/12/2005,28.09,-0.008507673
19/12/2005,28.33,-0.004578279
16/12/2005,28.46,-0.007351687
15/12/2005,28.67,-0.009373441
14/12/2005,28.94,-0.014749024
13/12/2005,29.37,-0.005432951
12/12/2005,29.53,0.010553289
09/12/2005,29.22,-0.004098366
08/12/2005,29.34,0.010621995
07/12/2005,29.03,-0.013684784
06/12/2005,29.43,-0.004407534
05/12/2005,29.56,-0.005734541
02/12/2005,29.73,0.003031837
01/12/2005,29.64,0.023900079
30/11/2005,28.94,-0.028276454
29/11/2005,29.77,0
28/11/2005,29.77,-0.011356167
25/11/2005,30.11,0.001661958
23/11/2005,30.06,0.019144161
22/11/2005,29.49,0.003737052
21/11/2005,29.38,0.003409482
18/11/2005,29.28,0.008919442
17/11/2005,29.02,-0.001033236
16/11/2005,29.05,0.001377885
15/11/2005,29.01,-0.009264091
14/11/2005,29.28,-0.000682827
11/11/2005,29.3,0.004446732
10/11/2005,29.17,0.01033779
09/11/2005,28.87,0.005209249
08/11/2005,28.72,0.01367243
07/11/2005,28.33,0.002473937
04/11/2005,28.26,0.002125399
03/11/2005,28.2,0.000709471
02/11/2005,28.18,-0.007424464
01/11/2005,28.39,0.003175166
31/10/2005,28.3,-0.000706464
28/10/2005,28.32,0.008866878
27/10/2005,28.07,-0.003556192
26/10/2005,28.17,-0.009890579
25/10/2005,28.45,0.001759015
24/10/2005,28.4,0.007067167
21/10/2005,28.2,-0.008474627
20/10/2005,28.44,0.001759634
19/10/2005,28.39,-0.03461751
18/10/2005,29.39,-0.007119881
17/10/2005,29.6,-0.006398405
14/10/2005,29.79,0.007750671
13/10/2005,29.56,0.002710029
12/10/2005,29.48,-0.006087269
11/10/2005,29.66,-0.001010952
10/10/2005,29.69,-0.003362478
07/10/2005,29.79,-0.005356558
06/10/2005,29.95,-0.004331175
05/10/2005,30.08,-0.001660854
04/10/2005,30.13,-0.004966075
03/10/2005,30.28,-0.01018573
30/09/2005,30.59,0.002618659
29/09/2005,30.51,0.007236874
28/09/2005,30.29,0.002975701
27/09/2005,30.2,0.019054563
26/09/2005,29.63,0.003380666
23/09/2005,29.53,0.002373285
22/09/2005,29.46,-0.017497082
21/09/2005,29.98,-0.017196191
20/09/2005,30.5,-0.008813506
19/09/2005,30.77,-0.001623641
16/09/2005,30.82,-0.009043989
15/09/2005,31.1,0.013596843
14/09/2005,30.68,-0.001953762
13/09/2005,30.74,-0.006485107
12/09/2005,30.94,0.0097435
09/09/2005,30.64,-0.000652529
08/09/2005,30.66,0.004576667
07/09/2005,30.52,-0.004576667
06/09/2005,30.66,-0.004231088
02/09/2005,30.79,-0.005829032
01/09/2005,30.97,-0.000968211
31/08/2005,31,-0.007391967
30/08/2005,31.23,-0.004154024
29/08/2005,31.36,0.008325376
26/08/2005,31.1,0.001931124
25/08/2005,31.04,-0.003216471
24/08/2005,31.14,0.005474172
23/08/2005,30.97,-0.004188825
22/08/2005,31.1,0.002575661
19/08/2005,31.02,-0.004182087
18/08/2005,31.15,0.004827041
17/08/2005,31,-0.006110326
16/08/2005,31.19,0.000320667
15/08/2005,31.18,0.002247553
12/08/2005,31.11,0.001930503
11/08/2005,31.05,-0.000965717
10/08/2005,31.08,-0.000321699
09/08/2005,31.09,0.009696262
08/08/2005,30.79,0
05/08/2005,30.79,0.006189953
04/08/2005,30.6,-0.017171975
03/08/2005,31.13,0.01358365
02/08/2005,30.71,0.003588325
01/08/2005,30.6,0.001635323
29/07/2005,30.55,-0.007500443
28/07/2005,30.78,-0.000974184
27/07/2005,30.81,0.002925404
26/07/2005,30.72,0.003587155
25/07/2005,30.61,-0.007485796
22/07/2005,30.84,0.00781254
21/07/2005,30.6,-0.001632653
20/07/2005,30.65,-0.035574974
19/07/2005,31.76,-0.004398373
18/07/2005,31.9,0
15/07/2005,31.9,0.008183867
14/07/2005,31.64,0.003799878
13/07/2005,31.52,0.000634719
12/07/2005,31.5,0.001906578
11/07/2005,31.44,-0.000953744
08/07/2005,31.47,0.005736153
07/07/2005,31.29,-0.014279157
06/07/2005,31.74,-0.002202991
05/07/2005,31.81,-0.004704415
01/07/2005,31.96,0.004704415
30/06/2005,31.81,0.003148617
29/06/2005,31.71,-0.006600684
28/06/2005,31.92,0.013562737
27/06/2005,31.49,0.003180664
24/06/2005,31.39,-0.015489483
23/06/2005,31.88,-0.003131853
22/06/2005,31.98,0.003131853
21/06/2005,31.88,-0.00469411
20/06/2005,32.03,0.019228331
17/06/2005,31.42,0.001911437
16/06/2005,31.36,-0.00445435
15/06/2005,31.5,-0.009478744
14/06/2005,31.8,0.011067307
13/06/2005,31.45,-0.011067307
10/06/2005,31.8,-0.001885015
09/06/2005,31.86,0.000942063
08/06/2005,31.83,-0.007823542
07/06/2005,32.08,-0.00528526
06/06/2005,32.25,-0.003714025
03/06/2005,32.37,-0.011365504
02/06/2005,32.74,-0.001221001
01/06/2005,32.78,0.010426344
31/05/2005,32.44,-0.00981603
27/05/2005,32.76,0
26/05/2005,32.76,0.002444989
25/05/2005,32.68,-0.002139692
24/05/2005,32.75,-0.003353151
23/05/2005,32.86,0.005492843
20/05/2005,32.68,-0.003055303
19/05/2005,32.78,0.000915611
18/05/2005,32.75,0.002445736
17/05/2005,32.67,-0.00397129
16/05/2005,32.8,0.009804
13/05/2005,32.48,-0.007973057
12/05/2005,32.74,-0.004266998
11/05/2005,32.88,0.010394468
10/05/2005,32.54,-0.001842187
09/05/2005,32.6,-0.002450982
06/05/2005,32.68,0.00122474
05/05/2005,32.64,-0.011272016
04/05/2005,33.01,0.00638203
03/05/2005,32.8,0.015051736
02/05/2005,32.31,-0.003090237
29/04/2005,32.41,0.005879639
28/04/2005,32.22,0.016270697
27/04/2005,31.7,0.018465982
26/04/2005,31.12,-0.002887857
25/04/2005,31.21,0.030251128
22/04/2005,30.28,-0.031531948
21/04/2005,31.25,0
20/04/2005,31.25,-0.008602889
19/04/2005,31.52,0.002223282
18/04/2005,31.45,-0.015773198
15/04/2005,31.95,-0.015836381
14/04/2005,32.46,0.000924642
13/04/2005,32.43,-0.01378065
12/04/2005,32.88,-0.00030409
11/04/2005,32.89,0.006711435
08/04/2005,32.67,-0.002445736
07/04/2005,32.75,-0.002744323
06/04/2005,32.84,-0.005466154
05/04/2005,33.02,0.005466154
04/04/2005,32.84,0.001828711
01/04/2005,32.78,-0.008202993
31/03/2005,33.05,0.008813307
30/03/2005,32.76,0.016310563
29/03/2005,32.23,0.004041666
28/03/2005,32.1,0.01348617
24/03/2005,31.67,-0.011927323
23/03/2005,32.05,-0.004669269
22/03/2005,32.2,0.001865092
21/03/2005,32.14,-0.010523155
18/03/2005,32.48,-0.002152853
17/03/2005,32.55,-0.007346222
16/03/2005,32.79,-0.004260506
15/03/2005,32.93,-0.007864529
14/03/2005,33.19,-0.003308771
11/03/2005,33.3,0
10/03/2005,33.3,0.00995934
09/03/2005,32.97,-0.00995934
08/03/2005,33.3,-0.003597126
07/03/2005,33.42,-0.008343314
04/03/2005,33.7,-0.000889812
03/03/2005,33.73,0.005350786
02/03/2005,33.55,0.001789977
01/03/2005,33.49,0.0011951
28/02/2005,33.45,-0.01218259
25/02/2005,33.86,0.010092101
24/02/2005,33.52,0.011401264
23/02/2005,33.14,0.003324773
22/02/2005,33.03,-0.012635547
18/02/2005,33.45,-0.005069341
17/02/2005,33.62,-0.004155542
16/02/2005,33.76,0.004453028
15/02/2005,33.61,-0.001783591
14/02/2005,33.67,0.005658988
11/02/2005,33.48,-0.00119403
10/02/2005,33.52,0.002090489
09/02/2005,33.45,-0.008039347
08/02/2005,33.72,0.008039347
07/02/2005,33.45,-0.01572033
04/02/2005,33.98,-0.000588408
03/02/2005,34,0
02/02/2005,34,0.008862687
01/02/2005,33.7,-0.008274279
31/01/2005,33.98,0.021416642
28/01/2005,33.26,-0.005696313
27/01/2005,33.45,0.006899682
26/01/2005,33.22,0.005735865
25/01/2005,33.03,-0.011139661
24/01/2005,33.4,-0.016921882
21/01/2005,33.97,-0.00440594
20/01/2005,34.12,-0.006135885
19/01/2005,34.33,-0.00290867
18/01/2005,34.43,0.005825825
14/01/2005,34.23,0.002339867
13/01/2005,34.15,-0.002339867
12/01/2005,34.23,-0.000292099
11/01/2005,34.24,-0.005533726
10/01/2005,34.43,-0.000870954
07/01/2005,34.46,-0.000580215
06/01/2005,34.48,0.000580215
05/01/2005,34.46,-0.00809253
04/01/2005,34.74,-0.004021838
03/01/2005,34.88,-0.020712898
31/12/2004,35.61,0.002530579
30/12/2004,35.52,-0.000844238
29/12/2004,35.55,-0.005330353
28/12/2004,35.74,0.022065959
27/12/2004,34.96,-0.00797725
23/12/2004,35.24,0.005406188
22/12/2004,35.05,-0.00710735
21/12/2004,35.3,-0.008462674
20/12/2004,35.6,-0.00867017
17/12/2004,35.91,0
16/12/2004,35.91,-0.000556793
15/12/2004,35.93,0.012603444
14/12/2004,35.48,0.010198389
13/12/2004,35.12,0.002565932
10/12/2004,35.03,0.013797287
