Date,Close,MS
20/02/2008,43.55,0.048457269
19/02/2008,41.49,-0.019807353
15/02/2008,42.32,-0.007063839
14/02/2008,42.62,-0.014211072
13/02/2008,43.23,0.012101614
12/02/2008,42.71,0.004223376
11/02/2008,42.53,-0.015399278
08/02/2008,43.19,-0.038383274
07/02/2008,44.88,-0.0015585
06/02/2008,44.95,-0.013479378
05/02/2008,45.56,-0.052795677
04/02/2008,48.03,-0.004570012
01/02/2008,48.25,-0.022339283
31/01/2008,49.34,0.014494487
30/01/2008,48.63,-0.016923638
29/01/2008,49.46,-0.002624938
28/01/2008,49.59,0.014216324
25/01/2008,48.89,-0.046752421
24/01/2008,51.23,-0.009132484
23/01/2008,51.7,0.063275618
22/01/2008,48.53,0.073078212
18/01/2008,45.11,-0.003098719
17/01/2008,45.25,-0.046208566
16/01/2008,47.39,0.005501495
15/01/2008,47.13,-0.036867656
14/01/2008,48.9,0.010484216
11/01/2008,48.39,-0.000413223
10/01/2008,48.41,0.014146273
09/01/2008,47.73,0.028260672
08/01/2008,46.4,-0.040339119
07/01/2008,48.31,-0.020285502
04/01/2008,49.3,-0.032724389
03/01/2008,50.94,-0.00019629
02/01/2008,50.95,-0.041520475
31/12/2007,53.11,-0.002069031
28/12/2007,53.22,-0.00187723
27/12/2007,53.32,-0.03102169
26/12/2007,55,0.000545603
24/12/2007,54.97,0.010975051
21/12/2007,54.37,0.056758187
20/12/2007,51.37,0.025432618
19/12/2007,50.08,0.040963445
18/12/2007,48.07,-0.029920265
17/12/2007,49.53,-0.015426531
14/12/2007,50.3,0.00199005
13/12/2007,50.2,-0.003380733
12/12/2007,50.37,0.008373255
11/12/2007,49.95,-0.084790026
10/12/2007,54.37,0.050548192
07/12/2007,51.69,0.002130339
06/12/2007,51.58,0.028913411
05/12/2007,50.11,0.001997604
04/12/2007,50.01,-0.044390903
03/12/2007,52.28,-0.008381001
30/11/2007,52.72,0.007233993
29/11/2007,52.34,-0.021920757
28/11/2007,53.5,0.07166667
27/11/2007,49.8,0.037856183
26/11/2007,47.95,-0.039661781
23/11/2007,49.89,0.02805062
21/11/2007,48.51,-0.038816274
20/11/2007,50.43,-0.013785173
19/11/2007,51.13,-0.03403193
16/11/2007,52.9,-0.006969982
15/11/2007,53.27,-0.04298972
14/11/2007,55.61,-0.004485519
13/11/2007,55.86,0.03813287
12/11/2007,53.77,-0.007965218
09/11/2007,54.2,0.009640416
08/11/2007,53.68,0.047496292
07/11/2007,51.19,-0.062839971
06/11/2007,54.51,-0.019619158
05/11/2007,55.59,-0.057837762
02/11/2007,58.9,-0.058044646
01/11/2007,62.42,-0.074679969
31/10/2007,67.26,0.026668247
30/10/2007,65.49,-0.011839847
29/10/2007,66.27,0.022740392
26/10/2007,64.78,0.043862529
25/10/2007,62,-0.014252784
24/10/2007,62.89,-0.011540718
23/10/2007,63.62,0.016322365
22/10/2007,62.59,0.010277913
19/10/2007,61.95,-0.05419465
18/10/2007,65.4,-0.006249544
17/10/2007,65.81,0.007779766
16/10/2007,65.3,-0.012176711
15/10/2007,66.1,-0.017248272
12/10/2007,67.25,0.002829277
11/10/2007,67.06,-0.006984203
10/10/2007,67.53,-0.022838059
09/10/2007,69.09,0.01678504
08/10/2007,67.94,-0.014031215
05/10/2007,68.9,0.026323114
04/10/2007,67.11,0.001640445
03/10/2007,67,0.013523873
02/10/2007,66.1,0.032129426
01/10/2007,64.01,0.015904595
28/09/2007,63,-0.024305391
27/09/2007,64.55,0.024781695
26/09/2007,62.97,0.025737306
25/09/2007,61.37,-0.014879783
24/09/2007,62.29,-0.033933659
21/09/2007,64.44,-0.002944141
20/09/2007,64.63,-0.036461581
19/09/2007,67.03,-0.02183944
18/09/2007,68.51,0.053978025
17/09/2007,64.91,-0.018318326
14/09/2007,66.11,-0.010233347
13/09/2007,66.79,0.051143583
12/09/2007,63.46,-0.001259843
11/09/2007,63.54,0.007265867
10/09/2007,63.08,0.009237205
07/09/2007,62.5,0
06/09/2007,62.5,-0.000959539
05/09/2007,62.56,-0.021662639
04/09/2007,63.93,0.024704344
31/08/2007,62.37,0.036076711
30/08/2007,60.16,-0.017302895
29/08/2007,61.21,0.007214329
28/08/2007,60.77,-0.047559163
27/08/2007,63.73,-0.012629777
24/08/2007,64.54,0.003570046
23/08/2007,64.31,0.003426795
22/08/2007,64.09,0.018901177
21/08/2007,62.89,0.003663883
20/08/2007,62.66,0.006886087
17/08/2007,62.23,0.053808359
16/08/2007,58.97,0.04048996
15/08/2007,56.63,-0.016636405
14/08/2007,57.58,-0.035151205
13/08/2007,59.64,-0.006517947
10/08/2007,60.03,-0.029220726
09/08/2007,61.81,-0.056304178
08/08/2007,65.39,0.016343256
07/08/2007,64.33,0.004674362
06/08/2007,64.03,0.054726852
03/08/2007,60.62,-0.052381452
02/08/2007,63.88,-0.007796703
01/08/2007,64.38,0.007953258
31/07/2007,63.87,-0.01151943
30/07/2007,64.61,0.003721512
27/07/2007,64.37,-0.002017538
26/07/2007,64.5,-0.020866053
25/07/2007,65.86,0.004718067
24/07/2007,65.55,-0.032420669
23/07/2007,67.71,0.002069782
20/07/2007,67.57,-0.033615388
19/07/2007,69.88,-0.013785481
18/07/2007,70.85,-0.027837567
17/07/2007,72.85,0.007578403
16/07/2007,72.3,-0.013190628
13/07/2007,73.26,0.011808458
12/07/2007,72.4,0.02446819
11/07/2007,70.65,0.002692936
10/07/2007,70.46,-0.030745854
09/07/2007,72.66,-0.005900532
06/07/2007,73.09,0.002054373
05/07/2007,72.94,-0.003831422
03/07/2007,73.22,0.026151611
02/07/2007,71.33,-0.16207021
29/06/2007,83.88,-0.011851288
28/06/2007,84.88,-0.005170399
27/06/2007,85.32,0.014283428
26/06/2007,84.11,-0.005099329
25/06/2007,84.54,-0.000709471
22/06/2007,84.6,-0.031301642
21/06/2007,87.29,-0.000343623
20/06/2007,87.32,-0.005481969
19/06/2007,87.8,-0.007941051
18/06/2007,88.5,0.000226014
15/06/2007,88.48,-0.00922495
14/06/2007,89.3,0.001456828
13/06/2007,89.17,0.028090776
12/06/2007,86.7,-0.021000544
11/06/2007,88.54,0.016397543
08/06/2007,87.1,0.027587154
07/06/2007,84.73,-0.014412342
06/06/2007,85.96,0.003612847
05/06/2007,85.65,-0.002332363
04/06/2007,85.85,-0.002559331
01/06/2007,86.07,0.012039185
31/05/2007,85.04,-0.009130346
30/05/2007,85.82,0.006194865
29/05/2007,85.29,0.012149958
25/05/2007,84.26,-0.002370793
24/05/2007,84.46,-0.015158037
23/05/2007,85.75,0.001400397
22/05/2007,85.63,0.00023359
