Date,Close,AMGN
20/02/2008,47.35,0.010402387
19/02/2008,46.86,0.004705891
15/02/2008,46.64,-0.00278343
14/02/2008,46.77,-0.006181412
13/02/2008,47.06,0.011111225
12/02/2008,46.54,0.003443826
11/02/2008,46.38,-0.003873472
08/02/2008,46.56,-0.003644553
07/02/2008,46.73,0.004289091
06/02/2008,46.53,0.004739345
05/02/2008,46.31,-0.018612153
04/02/2008,47.18,-0.003807917
01/02/2008,47.36,0.016392065
31/01/2008,46.59,-0.014701447
30/01/2008,47.28,-0.015113638
29/01/2008,48,0.002920928
28/01/2008,47.86,-0.00583335
25/01/2008,48.14,0.042866737
24/01/2008,46.12,0.030155251
23/01/2008,44.75,-0.01442066
22/01/2008,45.4,-0.04416442
18/01/2008,47.45,0.000632444
17/01/2008,47.42,-0.001475082
16/01/2008,47.49,0.002318964
15/01/2008,47.38,-0.011541414
14/01/2008,47.93,0.006488772
11/01/2008,47.62,0.001260769
10/01/2008,47.56,-0.001890558
09/01/2008,47.65,0.028092931
08/01/2008,46.33,0.020497883
07/01/2008,45.39,0.013083677
04/01/2008,44.8,-0.019671316
03/01/2008,45.69,-0.019721086
02/01/2008,46.6,0.003439384
31/12/2007,46.44,-0.013262226
28/12/2007,47.06,-0.006354607
27/12/2007,47.36,-0.00295172
26/12/2007,47.5,-0.01379909
24/12/2007,48.16,0.00291121
21/12/2007,48.02,0.009625519
20/12/2007,47.56,0.007810066
19/12/2007,47.19,-0.002116851
18/12/2007,47.29,0.010843095
17/12/2007,46.78,-0.034044053
14/12/2007,48.4,-0.020855387
13/12/2007,49.42,-0.011467785
12/12/2007,49.99,0.004209688
11/12/2007,49.78,-0.024016238
10/12/2007,50.99,-0.021535414
07/12/2007,52.1,-0.056891797
06/12/2007,55.15,0.004725563
05/12/2007,54.89,-0.000364299
04/12/2007,54.91,-0.00327273
03/12/2007,55.09,-0.002900129
30/11/2007,55.25,-0.0037937
29/11/2007,55.46,0.013615532
28/11/2007,54.71,0.01269216
27/11/2007,54.02,0.025118471
26/11/2007,52.68,-0.020293819
23/11/2007,53.76,0.017261217
21/11/2007,52.84,-0.024120081
20/11/2007,54.13,-0.00974362
19/11/2007,54.66,-0.015070644
16/11/2007,55.49,0.012695129
15/11/2007,54.79,0.021399083
14/11/2007,53.63,-0.014990565
13/11/2007,54.44,-0.001101524
12/11/2007,54.5,0.004044867
09/11/2007,54.28,-0.031731427
08/11/2007,56.03,-0.003029495
07/11/2007,56.2,-0.029627901
06/11/2007,57.89,0.007455605
05/11/2007,57.46,0.014726774
02/11/2007,56.62,-0.010890675
01/11/2007,57.24,-0.015084811
31/10/2007,58.11,0.01823442
30/10/2007,57.06,0.004743092
29/10/2007,56.79,-0.006843933
26/10/2007,57.18,-0.002270942
25/10/2007,57.31,-0.014206753
24/10/2007,58.13,0.007424708
23/10/2007,57.7,0.027764918
22/10/2007,56.12,0.00303382
19/10/2007,55.95,-0.013492127
18/10/2007,56.71,0.005304114
17/10/2007,56.41,-0.006537703
16/10/2007,56.78,-0.015552957
15/10/2007,57.67,-0.00863265
12/10/2007,58.17,0.005862086
11/10/2007,57.83,0.003637943
10/10/2007,57.62,0.009415937
09/10/2007,57.08,0.008798227
08/10/2007,56.58,-0.004584737
05/10/2007,56.84,0.025841231
04/10/2007,55.39,-0.002344244
03/10/2007,55.52,-0.009322405
02/10/2007,56.04,-0.006580726
01/10/2007,56.41,-0.002832362
28/09/2007,56.57,0.000176788
27/09/2007,56.56,0.008522779
26/09/2007,56.08,0.021630259
25/09/2007,54.88,-0.007443077
24/09/2007,55.29,-0.002348479
21/09/2007,55.42,0.001986815
20/09/2007,55.31,-0.008820145
19/09/2007,55.8,-0.003756377
18/09/2007,56.01,0.009868206
17/09/2007,55.46,-0.015387672
14/09/2007,56.32,-0.014104606
13/09/2007,57.12,0.026251951
12/09/2007,55.64,0.032143016
11/09/2007,53.88,0.054149713
10/09/2007,51.04,0.002746715
07/09/2007,50.9,-0.021573084
06/09/2007,52.01,-0.005942699
05/09/2007,52.32,0.018908532
04/09/2007,51.34,0.024249586
31/08/2007,50.11,0.000598862
30/08/2007,50.08,-0.002194077
29/08/2007,50.19,0.023791445
28/08/2007,49.01,-0.018397365
27/08/2007,49.92,-0.006986754
24/08/2007,50.27,0.000397931
23/08/2007,50.25,0.019086466
22/08/2007,49.3,0.00121778
21/08/2007,49.24,-0.011107859
20/08/2007,49.79,-0.005807566
17/08/2007,50.08,0.013468894
16/08/2007,49.41,-0.023601095
15/08/2007,50.59,-0.014326611
14/08/2007,51.32,0.001169819
13/08/2007,51.26,0.023288994
10/08/2007,50.08,-0.018007808
09/08/2007,50.99,-0.019614184
08/08/2007,52,0.011800118
07/08/2007,51.39,-0.00736723
06/08/2007,51.77,0.016947907
03/08/2007,50.9,-0.010553156
02/08/2007,51.44,-0.012556912
01/08/2007,52.09,-0.031184611
31/07/2007,53.74,-0.044581202
30/07/2007,56.19,0.010195956
27/07/2007,55.62,-0.009661911
26/07/2007,56.16,-0.017649593
25/07/2007,57.16,0.012676226
24/07/2007,56.44,-0.006358199
23/07/2007,56.8,0.010975504
20/07/2007,56.18,0.010917334
19/07/2007,55.57,-0.004130382
18/07/2007,55.8,0.00377054
17/07/2007,55.59,-0.007883933
16/07/2007,56.03,-0.015935181
13/07/2007,56.93,0.017364008
12/07/2007,55.95,0.014764402
11/07/2007,55.13,0.015353985
10/07/2007,54.29,-0.004777664
09/07/2007,54.55,-0.004937379
06/07/2007,54.82,-0.000729395
05/07/2007,54.86,-0.005997292
03/07/2007,55.19,-0.000905551
02/07/2007,55.24,-0.000904732
29/06/2007,55.29,-0.000361664
28/06/2007,55.31,-0.003429297
27/06/2007,55.5,0.007233305
26/06/2007,55.1,-0.013698844
25/06/2007,55.86,-0.001788589
22/06/2007,55.96,-0.023139777
21/06/2007,57.27,-0.007480247
20/06/2007,57.7,-0.007424708
19/06/2007,58.13,-0.008223449
18/06/2007,58.61,-0.007140459
15/06/2007,59.03,0.013645103
14/06/2007,58.23,0.001546791
13/06/2007,58.14,0.011764842
12/06/2007,57.46,0.000870549
11/06/2007,57.41,0.000696986
08/06/2007,57.37,0.012806069
07/06/2007,56.64,-0.011410639
06/06/2007,57.29,-0.005570075
05/06/2007,57.61,0.012225091
04/06/2007,56.91,-0.000527009
01/06/2007,56.94,0.008642791
31/05/2007,56.45,0.021305971
30/05/2007,55.26,0.011832303
29/05/2007,54.61,0.001099304
25/05/2007,54.55,-0.000366569
24/05/2007,54.57,-0.003110422
23/05/2007,54.74,0.014351672
22/05/2007,53.96,-0.004068805
21/05/2007,54.18,0.002587324
18/05/2007,54.04,0.00668402
17/05/2007,53.68,-0.012036068
16/05/2007,54.33,0.005907346
15/05/2007,54.01,-0.037431696
14/05/2007,56.07,-0.004093625
11/05/2007,56.3,-0.018129512
10/05/2007,57.33,-0.095896723
09/05/2007,63.1,0.006997484
08/05/2007,62.66,-0.017402749
07/05/2007,63.76,0.000313725
04/05/2007,63.74,-0.002663535
03/05/2007,63.91,-0.01798777
02/05/2007,65.07,-0.000460936
01/05/2007,65.1,0.014856355
30/04/2007,64.14,0.013656911
27/04/2007,63.27,0.011445046
26/04/2007,62.55,0.013844394
25/04/2007,61.69,0.00764791
24/04/2007,61.22,-0.015720282
23/04/2007,62.19,0.003543818
20/04/2007,61.97,-0.005632005
19/04/2007,62.32,0.037771187
18/04/2007,60.01,-0.001498627
17/04/2007,60.1,0.007515693
16/04/2007,59.65,0.010448359
13/04/2007,59.03,0.023829018
12/04/2007,57.64,0.022812009
11/04/2007,56.34,-0.013749556
10/04/2007,57.12,-0.00122474
09/04/2007,57.19,-0.019737483
05/04/2007,58.33,0.028695126
04/04/2007,56.68,0.016902813
03/04/2007,55.73,0.003235085
02/04/2007,55.55,-0.005923018
30/03/2007,55.88,0.000895175
29/03/2007,55.83,0.00197221
28/03/2007,55.72,-0.008755528
27/03/2007,56.21,-0.01640972
26/03/2007,57.14,-0.015283382
23/03/2007,58.02,-0.041359596
22/03/2007,60.47,-0.002147519
21/03/2007,60.6,0.019495744
20/03/2007,59.43,0.004891635
19/03/2007,59.14,-0.002701792
16/03/2007,59.3,-0.011901909
15/03/2007,60.01,-0.011267725
14/03/2007,60.69,0.004955412
13/03/2007,60.39,-0.004790626
12/03/2007,60.68,-0.00296199
09/03/2007,60.86,-0.021296424
08/03/2007,62.17,0.002415655
07/03/2007,62.02,-0.004504512
06/03/2007,62.3,0.00224972
05/03/2007,62.16,0.006617731
02/03/2007,61.75,0.000810045
01/03/2007,61.7,-0.040653423
28/02/2007,64.26,0.00015563
27/02/2007,64.25,-0.029898739
26/02/2007,66.2,-0.00045307
23/02/2007,66.23,-0.007670941
22/02/2007,66.74,-0.009988902
21/02/2007,67.41,0.015849614
20/02/2007,66.35,-0.005710866
16/02/2007,66.73,-0.022962271
15/02/2007,68.28,-0.007586847
14/02/2007,68.8,0
13/02/2007,68.8,0.004515996
12/02/2007,68.49,-0.008143131
09/02/2007,69.05,-0.010516556
08/02/2007,69.78,-0.003147806
07/02/2007,70,0.004868977
06/02/2007,69.66,-0.002580647
05/02/2007,69.84,0.005599842
02/02/2007,69.45,-0.000575788
01/02/2007,69.49,-0.012584179
31/01/2007,70.37,0.000568586
30/01/2007,70.33,0.005131872
29/01/2007,69.97,-0.021630871
26/01/2007,71.5,-0.045788661
25/01/2007,74.85,-0.003866929
24/01/2007,75.14,0.007212533
23/01/2007,74.6,-0.016617199
22/01/2007,75.85,0.021319928
19/01/2007,74.25,0.007570673
18/01/2007,73.69,-0.003251595
17/01/2007,73.93,0.005833293
16/01/2007,73.5,0.003134158
12/01/2007,73.27,0.018735911
11/01/2007,71.91,0.012172238
10/01/2007,71.04,-0.003232383
09/01/2007,71.27,0.004782006
08/01/2007,70.93,-0.008003974
05/01/2007,71.5,0.002380453
04/01/2007,71.33,0.041944172
03/01/2007,68.4,0.001316656
29/12/2006,68.31,-0.003361348
28/12/2006,68.54,0.001167883
27/12/2006,68.46,-0.003353995
26/12/2006,68.69,-0.000291121
22/12/2006,68.71,-0.007395089
21/12/2006,69.22,-0.003317231
20/12/2006,69.45,-0.01216473
19/12/2006,70.3,0.003562526
18/12/2006,70.05,-0.002423898
15/12/2006,70.22,0.002423898
14/12/2006,70.05,0.003002361
13/12/2006,69.84,0.002437102
12/12/2006,69.67,-0.003152768
11/12/2006,69.89,0.000143092
08/12/2006,69.88,0.009778623
07/12/2006,69.2,-0.009921715
06/12/2006,69.89,0.011946886
05/12/2006,69.06,-0.001302366
04/12/2006,69.15,-0.003320583
01/12/2006,69.38,-0.023644457
30/11/2006,71.04,-0.019239406
29/11/2006,72.42,0.009155287
28/11/2006,71.76,-0.001670844
27/11/2006,71.88,-0.0085885
24/11/2006,72.5,-0.002479682
22/11/2006,72.68,-0.004119187
21/11/2006,72.98,0.000822481
20/11/2006,72.92,0.005638466
17/11/2006,72.51,0.00096585
16/11/2006,72.44,-0.016022253
15/11/2006,73.61,0.006405473
14/11/2006,73.14,0.006034028
13/11/2006,72.7,-0.010399656
10/11/2006,73.46,-0.000952446
09/11/2006,73.53,-0.016589496
08/11/2006,74.76,-0.006001218
07/11/2006,75.21,0.001330495
06/11/2006,75.11,0.003200429
03/11/2006,74.87,-0.005594048
