Date,Close,EBAY
20/02/2008,27.24,-0.015300845
19/02/2008,27.66,-0.004688918
15/02/2008,27.79,-0.004308804
14/02/2008,27.91,0.002152081
13/02/2008,27.85,0.005039607
12/02/2008,27.71,-0.016464223
11/02/2008,28.17,0.003556192
08/02/2008,28.07,0.008227555
07/02/2008,27.84,0.001797592
06/02/2008,27.79,0.000359906
05/02/2008,27.78,-0.036406212
04/02/2008,28.81,0
01/02/2008,28.81,0.068968079
31/01/2008,26.89,0.022185531
30/01/2008,26.3,0.006867635
29/01/2008,26.12,-0.028309118
28/01/2008,26.87,0.001489758
25/01/2008,26.83,-0.012960744
24/01/2008,27.18,-0.062743312
23/01/2008,28.94,0.060905415
22/01/2008,27.23,-0.039602007
18/01/2008,28.33,0.007440247
17/01/2008,28.12,0.001067426
16/01/2008,28.09,0.004996442
15/01/2008,27.95,-0.04477838
14/01/2008,29.23,-0.015277839
11/01/2008,29.68,-0.022652534
10/01/2008,30.36,0.01627132
09/01/2008,29.87,-0.004676027
08/01/2008,30.01,-0.014226874
07/01/2008,30.44,-0.027860565
04/01/2008,31.3,-0.048029187
03/01/2008,32.84,0.010714935
02/01/2008,32.49,-0.021316276
31/12/2007,33.19,-0.017620286
28/12/2007,33.78,0.003855855
27/12/2007,33.65,-0.024656371
26/12/2007,34.49,0.009321361
24/12/2007,34.17,-0.003797288
21/12/2007,34.3,0.027488061
20/12/2007,33.37,0.052287432
19/12/2007,31.67,-0.009740847
18/12/2007,31.98,0.002818226
17/12/2007,31.89,-0.025082597
14/12/2007,32.7,-0.041629008
13/12/2007,34.09,-0.009343134
12/12/2007,34.41,0.020552691
11/12/2007,33.71,-0.00414447
10/12/2007,33.85,0.00355135
07/12/2007,33.73,-0.001185185
06/12/2007,33.77,0.012515062
05/12/2007,33.35,0.012673676
04/12/2007,32.93,-0.000607165
03/12/2007,32.95,-0.0174493
30/11/2007,33.53,-0.000596303
29/11/2007,33.55,-0.005943554
28/11/2007,33.75,0.037125133
27/11/2007,32.52,0.04786808
26/11/2007,31,-0.029871938
23/11/2007,31.94,0.011018528
21/11/2007,31.59,-0.021297391
20/11/2007,32.27,0.001861043
19/11/2007,32.21,-0.016320609
16/11/2007,32.74,0.018807399
15/11/2007,32.13,-0.015748357
14/11/2007,32.64,-0.017914552
13/11/2007,33.23,0.010284422
12/11/2007,32.89,-0.017182035
09/11/2007,33.46,0.032192273
08/11/2007,32.4,-0.039042635
07/11/2007,33.69,-0.011803029
06/11/2007,34.09,-0.000293298
05/11/2007,34.1,-0.026621943
