Date,Close,HAL
27/01/2005,43.51,0.017855547
26/01/2005,42.74,0.003280997
25/01/2005,42.6,0.014184635
24/01/2005,42,0.004773279
21/01/2005,41.8,0.000239263
20/01/2005,41.79,-0.009763145
19/01/2005,42.2,0.009045527
18/01/2005,41.82,0.012512194
14/01/2005,41.3,0.017094433
13/01/2005,40.6,0.026961194
12/01/2005,39.52,0.034233172
11/01/2005,38.19,0.009206957
10/01/2005,37.84,-0.003692961
07/01/2005,37.98,-0.007083855
06/01/2005,38.25,0.017671566
05/01/2005,37.58,-0.012691868
04/01/2005,38.06,0.001051525
03/01/2005,38.02,-0.031584298
31/12/2004,39.24,-0.000764234
30/12/2004,39.27,-0.010134366
29/12/2004,39.67,0.009625201
28/12/2004,39.29,0.01100459
27/12/2004,38.86,-0.023901468
23/12/2004,39.8,0.005037794
