Date,Close,MON
20/05/2005,58,-0.003442344
19/05/2005,58.2,-0.01534557
18/05/2005,59.1,0.022242149
17/05/2005,57.8,-0.000172995
16/05/2005,57.81,-0.036515902
13/05/2005,59.96,-0.016540238
12/05/2005,60.96,-0.014332493
11/05/2005,61.84,-0.001292825
10/05/2005,61.92,0.00875918
09/05/2005,61.38,0.012129308
06/05/2005,60.64,0.020828879
05/05/2005,59.39,-0.00151426
04/05/2005,59.48,0.008102678
03/05/2005,59,-0.006588418
02/05/2005,59.39,0.013049927
29/04/2005,58.62,0.012013187
28/04/2005,57.92,-0.011330593
27/04/2005,58.58,-0.004258587
26/04/2005,58.83,-0.005086481
25/04/2005,59.13,0.009345068
22/04/2005,58.58,-0.012721739
21/04/2005,59.33,0.019573427
20/04/2005,58.18,-0.022434659
19/04/2005,59.5,0.018146856
18/04/2005,58.43,0.037490224
15/04/2005,56.28,-0.031998534
14/04/2005,58.11,-0.053115759
13/04/2005,61.28,-0.034168052
12/04/2005,63.41,0.013335648
11/04/2005,62.57,0.018062094
08/04/2005,61.45,-0.014860555
07/04/2005,62.37,0.009990415
06/04/2005,61.75,0.009764113
05/04/2005,61.15,-0.009440174
04/04/2005,61.73,-0.046372736
01/04/2005,64.66,0.002477548
31/03/2005,64.5,0.014051753
30/03/2005,63.6,0.042723697
29/03/2005,60.94,0.013879932
28/03/2005,60.1,0.014919395
24/03/2005,59.21,-0.001856071
23/03/2005,59.32,-0.002861714
22/03/2005,59.49,-0.002685917
21/03/2005,59.65,-0.012163776
18/03/2005,60.38,-0.008739441
17/03/2005,60.91,0.031520995
16/03/2005,59.02,-0.007091031
15/03/2005,59.44,-0.023444419
14/03/2005,60.85,-0.000657138
11/03/2005,60.89,0.008411033
10/03/2005,60.38,-0.018379251
09/03/2005,61.5,0.004399909
08/03/2005,61.23,-0.015235303
07/03/2005,62.17,0.008723803
04/03/2005,61.63,0.043272395
03/03/2005,59.02,0.009191554
02/03/2005,58.48,0.01169604
01/03/2005,57.8,-0.016812885
28/02/2005,58.78,-0.006443977
25/02/2005,59.16,0.02672307
24/02/2005,57.6,0.014866911
23/02/2005,56.75,0.013482553
22/02/2005,55.99,0.003937013
18/02/2005,55.77,-0.00232829
17/02/2005,55.9,-0.010322213
16/02/2005,56.48,-0.00635371
15/02/2005,56.84,-0.012066248
14/02/2005,57.53,0.011186972
11/02/2005,56.89,0.016661144
10/02/2005,55.95,0.011685526
09/02/2005,55.3,-0.007027689
08/02/2005,55.69,-0.021143188
07/02/2005,56.88,-0.009274719
04/02/2005,57.41,0.031136426
03/02/2005,55.65,0.005405419
02/02/2005,55.35,0.013459643
01/02/2005,54.61,0.008828455
31/01/2005,54.13,0.036306066
28/01/2005,52.2,0.015055293
27/01/2005,51.42,0.001946662
26/01/2005,51.32,0.006254907
25/01/2005,51,-0.059008553
24/01/2005,54.1,-0.064769548
21/01/2005,57.72,-0.011712156
20/01/2005,58.4,-0.000171218
19/01/2005,58.41,0.013096861
18/01/2005,57.65,0.039810653
14/01/2005,55.4,0.0108894
13/01/2005,54.8,-0.004914909
12/01/2005,55.07,0.010955012
11/01/2005,54.47,0
10/01/2005,54.47,0.021338596
07/01/2005,53.32,0.000375164
06/01/2005,53.3,0.044110698
05/01/2005,51,-0.029177995
04/01/2005,52.51,-0.041773741
03/01/2005,54.75,-0.014506147
31/12/2004,55.55,-0.011633241
30/12/2004,56.2,0.002315847
29/12/2004,56.07,-0.000891345
28/12/2004,56.12,0.016710478
27/12/2004,55.19,0.008187074
23/12/2004,54.74,0.011760518
22/12/2004,54.1,0.011152532
21/12/2004,53.5,0.019058979
