Date,Close,FOXA
20/02/2008,19.16,-0.005205634
19/02/2008,19.26,-0.007757991
15/02/2008,19.41,0.011920328
14/02/2008,19.18,-0.003642991
13/02/2008,19.25,-0.006214417
12/02/2008,19.37,-0.007201677
11/02/2008,19.51,-0.006641148
08/02/2008,19.64,-0.014657831
07/02/2008,19.93,0.012623243
06/02/2008,19.68,0.004073325
05/02/2008,19.6,0.012837147
04/02/2008,19.35,-0.003095978
01/02/2008,19.41,0.029275483
31/01/2008,18.85,0
30/01/2008,18.85,-0.020478531
29/01/2008,19.24,0.01624348
28/01/2008,18.93,0.010621449
25/01/2008,18.73,-0.032048974
24/01/2008,19.34,0.024602131
23/01/2008,18.87,0.015487626
22/01/2008,18.58,-0.005902888
18/01/2008,18.69,-0.004803852
17/01/2008,18.78,-0.041716163
16/01/2008,19.58,0.023250854
15/01/2008,19.13,-0.019156682
14/01/2008,19.5,0.020202707
11/01/2008,19.11,-0.01917654
10/01/2008,19.48,0.012916739
09/01/2008,19.23,0.029553602
08/01/2008,18.67,-0.032150332
07/01/2008,19.28,-0.00980653
04/01/2008,19.47,-0.031844996
03/01/2008,20.1,0.004487666
02/01/2008,20.01,-0.023704814
31/12/2007,20.49,-0.005354114
28/12/2007,20.6,-0.0053256
27/12/2007,20.71,-0.017233552
26/12/2007,21.07,0.010016778
24/12/2007,20.86,-0.010016778
21/12/2007,21.07,0.028401428
20/12/2007,20.48,0.011294007
19/12/2007,20.25,-0.000493705
18/12/2007,20.26,0.011417349
17/12/2007,20.03,-0.012404029
14/12/2007,20.28,-0.020498522
13/12/2007,20.7,-0.004819286
12/12/2007,20.8,0.012578782
11/12/2007,20.54,-0.02071864
10/12/2007,20.97,-0.010436527
07/12/2007,21.19,0.003308913
06/12/2007,21.12,0.025900728
05/12/2007,20.58,0.007315322
04/12/2007,20.43,-0.026088436
03/12/2007,20.97,-0.004757383
30/11/2007,21.07,0.013859242
29/11/2007,20.78,-0.010531452
28/11/2007,21,0.039335005
27/11/2007,20.19,0.023047112
26/11/2007,19.73,-0.033394581
23/11/2007,20.4,0.012827014
21/11/2007,20.14,-0.026459162
20/11/2007,20.68,0.015103819
19/11/2007,20.37,-0.018483016
16/11/2007,20.75,0.001446829
15/11/2007,20.72,-0.007213304
14/11/2007,20.87,-0.012854259
13/11/2007,21.14,0.036612953
12/11/2007,20.38,-0.042743601
09/11/2007,21.27,-0.012149682
08/11/2007,21.53,0.028741672
07/11/2007,20.92,-0.029670177
06/11/2007,21.55,0.027282972
05/11/2007,20.97,-0.011379924
02/11/2007,21.21,-0.006110477
01/11/2007,21.34,-0.01534557
31/10/2007,21.67,0.007410872
30/10/2007,21.51,-0.012474174
29/10/2007,21.78,0.004140793
26/10/2007,21.69,0.005547864
25/10/2007,21.57,-0.005086716
24/10/2007,21.68,-0.005519793
23/10/2007,21.8,0.016185324
22/10/2007,21.45,0.010780512
19/10/2007,21.22,-0.038821881
18/10/2007,22.06,-0.012165052
17/10/2007,22.33,0.004038596
16/10/2007,22.24,-0.016499817
15/10/2007,22.61,-0.017536618
12/10/2007,23.01,0.000434688
11/10/2007,23,-0.000434688
10/10/2007,23.01,-0.001302932
09/10/2007,23.04,0.006968669
08/10/2007,22.88,-0.006100237
05/10/2007,23.02,0.037172421
04/10/2007,22.18,-0.003600364
03/10/2007,22.26,-0.009834679
02/10/2007,22.48,0.003565066
01/10/2007,22.4,0.018473154
28/09/2007,21.99,-0.003178209
27/09/2007,22.06,-0.001811595
26/09/2007,22.1,0.023810649
25/09/2007,21.58,-0.007846798
24/09/2007,21.75,-0.018223739
21/09/2007,22.15,0.023294043
20/09/2007,21.64,-0.010572381
19/09/2007,21.87,0.019857498
18/09/2007,21.44,0.033194133
17/09/2007,20.74,0.004833262
14/09/2007,20.64,-0.012039635
13/09/2007,20.89,-0.005251862
12/09/2007,21,-0.002378122
11/09/2007,21.05,0.003330957
10/09/2007,20.98,-0.005703438
07/09/2007,21.1,-0.008024589
06/09/2007,21.27,0.045692007
05/09/2007,20.32,-0.023347364
04/09/2007,20.8,0.027786336
31/08/2007,20.23,0.008937497
30/08/2007,20.05,-0.018775255
29/08/2007,20.43,0.021272135
28/08/2007,20,-0.044016885
27/08/2007,20.9,-0.001434377
24/08/2007,20.93,0.025648636
23/08/2007,20.4,-0.002447982
22/08/2007,20.45,0.004901971
21/08/2007,20.35,-0.001473116
20/08/2007,20.38,-0.008306913
17/08/2007,20.55,0.038189615
16/08/2007,19.78,-0.005545767
15/08/2007,19.89,-0.00900907
14/08/2007,20.07,-0.037168092
13/08/2007,20.83,0.014994235
10/08/2007,20.52,-0.01403362
09/08/2007,20.81,-0.007182219
08/08/2007,20.96,0.016354381
07/08/2007,20.62,-0.015399727
06/08/2007,20.94,0.01104453
03/08/2007,20.71,-0.028090397
02/08/2007,21.3,0.002820876
01/08/2007,21.24,0.005665738
31/07/2007,21.12,-0.00707717
30/07/2007,21.27,0.010397069
27/07/2007,21.05,-0.025792755
