Date,Close,KO
20/02/2008,58.23,0.002235022
19/02/2008,58.1,-0.011295687
15/02/2008,58.76,0.003580261
14/02/2008,58.55,-0.014244772
13/02/2008,59.39,-0.008884477
12/02/2008,59.92,0.007034027
11/02/2008,59.5,0.004210533
08/02/2008,59.25,0.013594092
07/02/2008,58.45,0.012741219
06/02/2008,57.71,0.005386165
05/02/2008,57.4,-0.021202208
04/02/2008,58.63,-0.010688031
01/02/2008,59.26,0.004397098
31/01/2008,59,0.021067834
30/01/2008,57.77,-0.01341148
29/01/2008,58.55,-0.014581472
28/01/2008,59.41,0.016975454
25/01/2008,58.41,-0.024855451
24/01/2008,59.88,0.017010937
23/01/2008,58.87,0.001359851
22/01/2008,58.79,-0.032630687
18/01/2008,60.74,-0.021176879
17/01/2008,62.04,-0.009784343
16/01/2008,62.65,-0.015207009
15/01/2008,63.61,-0.010788941
14/01/2008,64.3,0.008276771
11/01/2008,63.77,-0.027682894
10/01/2008,65.56,0.004433241
09/01/2008,65.27,0.026390852
08/01/2008,63.57,0.004098366
07/01/2008,63.31,0.023331196
04/01/2008,61.85,0.001942062
03/01/2008,61.73,0.01042185
02/01/2008,61.09,-0.00457293
31/12/2007,61.37,-0.014558652
28/12/2007,62.27,-0.000481657
27/12/2007,62.3,-0.011332018
26/12/2007,63.01,-0.003169073
24/12/2007,63.21,0.002217296
21/12/2007,63.07,0.012604874
20/12/2007,62.28,-0.009110588
19/12/2007,62.85,0.010074444
18/12/2007,62.22,-0.00400995
17/12/2007,62.47,-0.021223476
14/12/2007,63.81,-0.004378428
13/12/2007,64.09,0.005005485
12/12/2007,63.77,0.012624438
11/12/2007,62.97,-0.004752861
10/12/2007,63.27,0.001898434
07/12/2007,63.15,0.001267628
06/12/2007,63.07,0.000317158
05/12/2007,63.05,0.004769484
04/12/2007,62.75,0.008803578
03/12/2007,62.2,0.001609011
30/11/2007,62.1,-0.011049836
29/11/2007,62.79,-0.003180159
28/11/2007,62.99,0.000158768
27/11/2007,62.98,0.020047179
26/11/2007,61.73,-0.009191389
23/11/2007,62.3,0.00080289
21/11/2007,62.25,-0.00863729
20/11/2007,62.79,0.007834399
