Date,Close,ALL
26/06/2007,60.97,-0.002457205
25/06/2007,61.12,-0.000981194
22/06/2007,61.18,-0.006679181
21/06/2007,61.59,0.007496776
20/06/2007,61.13,-0.016869824
19/06/2007,62.17,0.008886075
18/06/2007,61.62,0.003902444
15/06/2007,61.38,-0.002278276
14/06/2007,61.52,0.000487765
13/06/2007,61.49,0.013754925
12/06/2007,60.65,-0.007883109
11/06/2007,61.13,0.004590925
08/06/2007,60.85,0.004942349
07/06/2007,60.55,-0.011167795
06/06/2007,61.23,-0.001794893
05/06/2007,61.34,-0.005527571
04/06/2007,61.68,0.001622587
01/06/2007,61.58,0.001299968
31/05/2007,61.5,-0.003084668
30/05/2007,61.69,0.001459973
29/05/2007,61.6,0.003252035
25/05/2007,61.4,-0.001789928
24/05/2007,61.51,-0.010672805
23/05/2007,62.17,0.004029339
22/05/2007,61.92,-0.01108178
21/05/2007,62.61,-0.002233568
18/05/2007,62.75,0.004152034
17/05/2007,62.49,-0.003673832
16/05/2007,62.72,0.000957091
15/05/2007,62.66,-0.003186746
14/05/2007,62.86,-0.009342163
11/05/2007,63.45,0.003947893
10/05/2007,63.2,-0.004263052
09/05/2007,63.47,0.00299803
08/05/2007,63.28,-0.000947718
07/05/2007,63.34,0.007925228
04/05/2007,62.84,-0.002860323
03/05/2007,63.02,0.002701201
02/05/2007,62.85,0.006224583
01/05/2007,62.46,0.00224395
30/04/2007,62.32,-0.004961995
27/04/2007,62.63,-0.010798898
26/04/2007,63.31,0.000473971
25/04/2007,63.28,0.017857617
24/04/2007,62.16,0.000482742
23/04/2007,62.13,-0.00577758
20/04/2007,62.49,0.0220038
19/04/2007,61.13,-0.002287583
18/04/2007,61.27,-0.000489516
17/04/2007,61.3,-0.004394896
16/04/2007,61.57,0.003905619
13/04/2007,61.33,0.005559203
12/04/2007,60.99,0.001640959
11/04/2007,60.89,0.003619616
10/04/2007,60.67,0.005122708
09/04/2007,60.36,0.00066291
05/04/2007,60.32,0.005319161
04/04/2007,60,0.006521217
03/04/2007,59.61,0.000503398
02/04/2007,59.58,-0.008024115
30/03/2007,60.06,-0.001663617
29/03/2007,60.16,0.004999177
28/03/2007,59.86,-0.009311674
27/03/2007,60.42,-0.00577607
26/03/2007,60.77,-0.000164541
23/03/2007,60.78,-0.00098668
22/03/2007,60.84,0
21/03/2007,60.84,0.003952574
20/03/2007,60.6,0.006788668
19/03/2007,60.19,0.008174205
16/03/2007,59.7,0.001005531
15/03/2007,59.64,0.005717184
14/03/2007,59.3,0.002870896
13/03/2007,59.13,-0.016770475
12/03/2007,60.13,0.000499044
09/03/2007,60.1,0.008522067
08/03/2007,59.59,0.011137476
07/03/2007,58.93,-0.011808504
06/03/2007,59.63,0.008927879
05/03/2007,59.1,-0.00842465
02/03/2007,59.6,-0.00552164
01/03/2007,59.93,-0.002999003
28/02/2007,60.11,-0.001330009
27/02/2007,60.19,-0.020554863
26/02/2007,61.44,0.002607563
23/02/2007,61.28,-0.011842137
22/02/2007,62.01,0.002906979
21/02/2007,61.83,-0.006609196
20/02/2007,62.24,0.000964475
16/02/2007,62.18,-0.001446364
15/02/2007,62.27,0.006282743
14/02/2007,61.88,0.011049836
13/02/2007,61.2,0.004914015
12/02/2007,60.9,-0.002951306
09/02/2007,61.08,-0.00734038
08/02/2007,61.53,-0.000162509
07/02/2007,61.54,-0.002110219
06/02/2007,61.67,0.00797725
05/02/2007,61.18,-0.000163439
02/02/2007,61.19,0.003109913
01/02/2007,61,0.013866185
31/01/2007,60.16,-0.061875404
30/01/2007,64,0.007370848
29/01/2007,63.53,0.000944882
26/01/2007,63.47,0.005529677
25/01/2007,63.12,-0.00930386
24/01/2007,63.71,0.005508789
23/01/2007,63.36,0.004746093
22/01/2007,63.06,-0.010568755
19/01/2007,63.73,-0.00843755
18/01/2007,64.27,-0.003572264
17/01/2007,64.5,0.000775494
16/01/2007,64.45,-0.002324681
12/01/2007,64.6,0.007614053
11/01/2007,64.11,-0.010087771
10/01/2007,64.76,-0.002621638
09/01/2007,64.93,-0.005222746
08/01/2007,65.27,0.001379839
05/01/2007,65.18,-0.002757777
04/01/2007,65.36,0.00122474
03/01/2007,65.28,0.002607563
29/12/2006,65.11,-0.012363738
28/12/2006,65.92,0
27/12/2006,65.92,0.003495179
26/12/2006,65.69,0.004883269
22/12/2006,65.37,0.001071401
21/12/2006,65.3,-0.008539241
20/12/2006,65.86,0.001519526
19/12/2006,65.76,0.003656311
18/12/2006,65.52,0.004742608
15/12/2006,65.21,0.005073422
14/12/2006,64.88,0.005409178
13/12/2006,64.53,-0.006487511
12/12/2006,64.95,0.011614532
11/12/2006,64.2,0.00593659
08/12/2006,63.82,0.002510199
07/12/2006,63.66,-0.00860254
06/12/2006,64.21,0.003275878
05/12/2006,64,0.005798026
04/12/2006,63.63,0.005357718
01/12/2006,63.29,-0.002997557
30/11/2006,63.48,0.003313612
29/11/2006,63.27,-0.006302211
28/11/2006,63.67,-0.013571693
27/11/2006,64.54,-0.005716508
24/11/2006,64.91,0.002159162
22/11/2006,64.77,0.000308833
21/11/2006,64.75,0.000617952
20/11/2006,64.71,0.003560651
17/11/2006,64.48,0.003106557
16/11/2006,64.28,0.006085686
15/11/2006,63.89,0.007541277
14/11/2006,63.41,0.006169441
13/11/2006,63.02,-0.000634518
10/11/2006,63.06,0.00908011
09/11/2006,62.49,-0.001598977
08/11/2006,62.59,-0.000319489
07/11/2006,62.61,0.005605845
06/11/2006,62.26,0.012607246
03/11/2006,61.48,0.005382057
02/11/2006,61.15,0.001800475
01/11/2006,61.04,-0.00522877
31/10/2006,61.36,-0.003903713
30/10/2006,61.6,-0.002270149
27/10/2006,61.74,-0.003556996
26/10/2006,61.96,0.004043023
25/10/2006,61.71,-0.000486027
24/10/2006,61.74,0.006336848
23/10/2006,61.35,0.001957906
20/10/2006,61.23,-0.006673745
19/10/2006,61.64,-0.026574319
18/10/2006,63.3,-0.002997084
17/10/2006,63.49,0.003629195
16/10/2006,63.26,0.00523022
13/10/2006,62.93,0.00366155
12/10/2006,62.7,0.006079046
11/10/2006,62.32,-0.001763528
10/10/2006,62.43,-0.010040725
09/10/2006,63.06,-0.001426195
06/10/2006,63.15,-0.013057686
05/10/2006,63.98,-0.00249766
04/10/2006,64.14,0.004061871
03/10/2006,63.88,0.019123459
02/10/2006,62.67,-0.000956938
29/09/2006,62.73,-0.001752011
28/09/2006,62.84,0.012651302
27/09/2006,62.05,-0.00674593
26/09/2006,62.47,0.010621278
25/09/2006,61.81,0.018615822
22/09/2006,60.67,0.000329707
21/09/2006,60.65,-0.002799047
20/09/2006,60.82,0.013407467
19/09/2006,60.01,-0.010278605
18/09/2006,60.63,0.008447255
15/09/2006,60.12,0.002164683
14/09/2006,59.99,0.002169379
13/09/2006,59.86,0.003346723
12/09/2006,59.66,0.005209658
11/09/2006,59.35,0.004898245
08/09/2006,59.06,0.020700423
07/09/2006,57.85,-0.002761956
06/09/2006,58.01,-0.005329678
05/09/2006,58.32,-0.000856972
01/09/2006,58.37,0.007394067
31/08/2006,57.94,0.005191221
30/08/2006,57.64,0.002953699
29/08/2006,57.47,0.000696258
28/08/2006,57.43,0.007515547
25/08/2006,57,-0.007167236
24/08/2006,57.41,-0.002261854
23/08/2006,57.54,-0.003469816
22/08/2006,57.74,-0.008965577
21/08/2006,58.26,0.005853003
18/08/2006,57.92,0.003459014
17/08/2006,57.72,0.006779687
16/08/2006,57.33,-0.000523149
15/08/2006,57.36,0.016523491
14/08/2006,56.42,0.013561949
11/08/2006,55.66,0.000179678
10/08/2006,55.65,0.007756871
09/08/2006,55.22,-0.011344319
08/08/2006,55.85,-0.000537009
07/08/2006,55.88,0.00448391
04/08/2006,55.63,-0.000179743
03/08/2006,55.64,0.004683849
02/08/2006,55.38,-0.006658893
01/08/2006,55.75,-0.019010966
31/07/2006,56.82,-0.003513707
28/07/2006,57.02,0.002106742
27/07/2006,56.9,-0.008051855
26/07/2006,57.36,-0.002263823
25/07/2006,57.49,0.005057121
24/07/2006,57.2,0.009661911
21/07/2006,56.65,-0.009137298
20/07/2006,57.17,0.018002604
19/07/2006,56.15,0.012905718
18/07/2006,55.43,0.00651586
17/07/2006,55.07,0.006193098
14/07/2006,54.73,-0.002919177
13/07/2006,54.89,-0.005088145
12/07/2006,55.17,-0.007404097
11/07/2006,55.58,0.0016206
10/07/2006,55.49,0.008324333
07/07/2006,55.03,0.0038234
06/07/2006,54.82,0.000364897
05/07/2006,54.8,-0.004188297
03/07/2006,55.03,0.005466486
30/06/2006,54.73,0.001096892
29/06/2006,54.67,0.013257421
28/06/2006,53.95,0.00464469
27/06/2006,53.7,0.001677384
26/06/2006,53.61,0.013143261
23/06/2006,52.91,-0.002453989
22/06/2006,53.04,-0.006202444
21/06/2006,53.37,0.00431885
20/06/2006,53.14,-0.003006391
19/06/2006,53.3,-0.003932221
16/06/2006,53.51,-0.007261926
15/06/2006,53.9,0.0102565
14/06/2006,53.35,0.009794767
13/06/2006,52.83,-0.014469857
12/06/2006,53.6,-0.014079521
09/06/2006,54.36,-0.005320625
08/06/2006,54.65,0.005320625
07/06/2006,54.36,0.002763196
06/06/2006,54.21,-0.00055325
05/06/2006,54.24,-0.015912544
02/06/2006,55.11,-0.002537153
01/06/2006,55.25,0.004353354
31/05/2006,55.01,0.006748772
30/05/2006,54.64,-0.006748772
26/05/2006,55.01,-0.011207637
25/05/2006,55.63,0.004865313
24/05/2006,55.36,-0.002886005
23/05/2006,55.52,-0.011817505
22/05/2006,56.18,-0.003731016
19/05/2006,56.39,-0.00389381
18/05/2006,56.61,0.007624826
17/05/2006,56.18,-0.020437639
16/05/2006,57.34,0.004194344
15/05/2006,57.1,0.012689631
12/05/2006,56.38,-0.016360643
11/05/2006,57.31,-0.000348918
10/05/2006,57.33,-0.000174414
09/05/2006,57.34,-0.004697703
08/05/2006,57.61,0.012928202
05/05/2006,56.87,-0.000175824
04/05/2006,56.88,0.002816903
03/05/2006,56.72,-0.001233372
02/05/2006,56.79,0.006359322
01/05/2006,56.43,-0.001062699
28/04/2006,56.49,0.009605197
27/04/2006,55.95,0.002326207
26/04/2006,55.82,0.003409604
25/04/2006,55.63,-0.000359454
24/04/2006,55.65,0
21/04/2006,55.65,0.003961114
20/04/2006,55.43,0.011065873
19/04/2006,54.82,0.053773373
18/04/2006,51.95,0.029893796
17/04/2006,50.42,-0.003563655
13/04/2006,50.6,0.000790826
12/04/2006,50.56,0.001187414
11/04/2006,50.5,-0.011615447
10/04/2006,51.09,-0.002541297
07/04/2006,51.22,-0.011260068
06/04/2006,51.8,-0.003661243
05/04/2006,51.99,-0.0053712
04/04/2006,52.27,-0.001911316
03/04/2006,52.37,0.004977039
31/03/2006,52.11,-0.00057554
30/03/2006,52.14,-0.004974183
29/03/2006,52.4,0.006701796
28/03/2006,52.05,-0.00917964
27/03/2006,52.53,-0.013237712
24/03/2006,53.23,-0.003375847
23/03/2006,53.41,-0.00317787
22/03/2006,53.58,-0.000373204
21/03/2006,53.6,-0.017568644
20/03/2006,54.55,-0.004937379
17/03/2006,54.82,0.006588604
16/03/2006,54.46,-0.007135699
15/03/2006,54.85,0.001277023
14/03/2006,54.78,0.004207452
13/03/2006,54.55,-0.000183301
10/03/2006,54.56,0.0031207
09/03/2006,54.39,0.0007357
08/03/2006,54.35,0.001841621
07/03/2006,54.25,0
06/03/2006,54.25,-0.005331385
03/03/2006,54.54,-0.002014837
02/03/2006,54.65,-0.001828154
01/03/2006,54.75,-0.000547795
28/02/2006,54.78,-0.003098517
27/02/2006,54.95,0.000910332
24/02/2006,54.9,0.00749615
23/02/2006,54.49,-0.003846511
22/02/2006,54.7,0.016404386
21/02/2006,53.81,-0.009064903
17/02/2006,54.3,0.002581598
16/02/2006,54.16,0.004626639
15/02/2006,53.91,0.00483452
14/02/2006,53.65,0.019005182
13/02/2006,52.64,-0.005305052
10/02/2006,52.92,0.006255352
09/02/2006,52.59,0.008593579
08/02/2006,52.14,0.001343441
07/02/2006,52.07,-0.01088732
06/02/2006,52.64,0.012040279
03/02/2006,52.01,-0.001728941
02/02/2006,52.1,0
01/02/2006,52.1,0.000960154
31/01/2006,52.05,-0.002686111
30/01/2006,52.19,0.00307043
27/01/2006,52.03,-0.008992694
26/01/2006,52.5,0.03765242
25/01/2006,50.56,-0.014140063
24/01/2006,51.28,-0.020651125
23/01/2006,52.35,0.00267789
20/01/2006,52.21,-0.012372862
19/01/2006,52.86,-0.011660843
18/01/2006,53.48,-0.016688687
17/01/2006,54.38,-0.005501573
13/01/2006,54.68,-0.002192182
12/01/2006,54.8,-0.013593322
11/01/2006,55.55,-0.003414506
10/01/2006,55.74,0.019748807
09/01/2006,54.65,-0.00347064
06/01/2006,54.84,0.000364764
05/01/2006,54.82,0.002739978
04/01/2006,54.67,-0.001096892
03/01/2006,54.73,0.012132502
30/12/2005,54.07,-0.004244724
29/12/2005,54.3,-0.003492972
28/12/2005,54.49,-0.001100514
27/12/2005,54.55,-0.003842288
23/12/2005,54.76,-0.003099647
22/12/2005,54.93,0.005293432
21/12/2005,54.64,0.003483366
20/12/2005,54.45,0.005340221
19/12/2005,54.16,-0.002397419
16/12/2005,54.29,-0.008619953
15/12/2005,54.76,-0.009993724
14/12/2005,55.31,0.005438737
13/12/2005,55.01,0.004007291
12/12/2005,54.79,-0.008903484
09/12/2005,55.28,0.001085973
08/12/2005,55.22,0.001631174
07/12/2005,55.13,-0.000725295
06/12/2005,55.17,-0.00036245
05/12/2005,55.19,-0.011708681
02/12/2005,55.84,-0.007671075
01/12/2005,56.27,0.003025721
30/11/2005,56.1,-0.016967533
29/11/2005,57.06,0.004743092
28/11/2005,56.79,-0.012076807
25/11/2005,57.48,0.001218557
23/11/2005,57.41,0.005064186
22/11/2005,57.12,0.005441951
21/11/2005,56.81,-0.009460477
18/11/2005,57.35,0.010340991
17/11/2005,56.76,0.005299429
16/11/2005,56.46,0.001772736
15/11/2005,56.36,-0.017587509
14/11/2005,57.36,0.008579235
11/11/2005,56.87,-0.002283307
10/11/2005,57,0.020560809
09/11/2005,55.84,0.004307257
08/11/2005,55.6,-0.002155948
07/11/2005,55.72,0.010282403
04/11/2005,55.15,0.00018134
03/11/2005,55.14,0
02/11/2005,55.14,0.027580347
01/11/2005,53.64,0.01597328
31/10/2005,52.79,0.001896095
28/10/2005,52.69,0.011836717
27/10/2005,52.07,-0.003450924
26/10/2005,52.25,0.006528441
25/10/2005,51.91,-0.016052323
24/10/2005,52.75,-0.008494624
21/10/2005,53.2,0.003389195
20/10/2005,53.02,-0.025694953
19/10/2005,54.4,0.01892801
18/10/2005,53.38,-0.013582868
17/10/2005,54.11,-0.000554273
14/10/2005,54.14,0.005928139
13/10/2005,53.82,0.005963491
12/10/2005,53.5,-0.005219997
11/10/2005,53.78,-0.001300753
10/10/2005,53.85,-0.004631782
07/10/2005,54.1,0.005003253
06/10/2005,53.83,-0.001299545
05/10/2005,53.9,-0.013452704
04/10/2005,54.63,-0.004565801
03/10/2005,54.88,-0.007443077
30/09/2005,55.29,-0.008464706
29/09/2005,55.76,0.01190705
28/09/2005,55.1,0.010032004
27/09/2005,54.55,0.008838209
26/09/2005,54.07,-0.008471506
23/09/2005,54.53,0.048661803
22/09/2005,51.94,0.002120074
21/09/2005,51.83,-0.024396102
20/09/2005,53.11,-0.005819973
19/09/2005,53.42,-0.031508825
16/09/2005,55.13,0.016275389
15/09/2005,54.24,0.013176399
14/09/2005,53.53,0.002057037
13/09/2005,53.42,-0.012279224
12/09/2005,54.08,-0.003322875
09/09/2005,54.26,-0.005880208
08/09/2005,54.58,-0.02907129
07/09/2005,56.19,0.005174425
06/09/2005,55.9,0.006640965
02/09/2005,55.53,-0.004671227
01/09/2005,55.79,-0.007500035
31/08/2005,56.21,-0.007620772
30/08/2005,56.64,-0.009488738
29/08/2005,57.18,-0.018883194
26/08/2005,58.27,-0.007522689
25/08/2005,58.71,0.009756175
24/08/2005,58.14,-0.01315696
23/08/2005,58.91,0.000849113
22/08/2005,58.86,0.006476927
19/08/2005,58.48,0.001882756
18/08/2005,58.37,0.000514095
17/08/2005,58.34,0.009645269
16/08/2005,57.78,-0.014262635
15/08/2005,58.61,0.00908396
12/08/2005,58.08,-0.002407568
11/08/2005,58.22,0.00309651
10/08/2005,58.04,-0.012669233
09/08/2005,58.78,-0.002718316
08/08/2005,58.94,-0.00237248
05/08/2005,59.08,-0.019610115
04/08/2005,60.25,-0.009251677
03/08/2005,60.81,-0.008840922
02/08/2005,61.35,0.009005382
01/08/2005,60.8,-0.007537312
29/07/2005,61.26,-0.009746666
28/07/2005,61.86,-0.000646412
27/07/2005,61.9,-0.000484535
26/07/2005,61.93,0.010877614
25/07/2005,61.26,0.003106354
22/07/2005,61.07,-0.002126442
21/07/2005,61.2,-0.012987196
20/07/2005,62,-0.005308466
19/07/2005,62.33,0.006276676
18/07/2005,61.94,-0.00515299
15/07/2005,62.26,0.009845935
14/07/2005,61.65,0.01027155
13/07/2005,61.02,-0.005556478
12/07/2005,61.36,0.011968337
11/07/2005,60.63,0.007615931
08/07/2005,60.17,-0.003815216
07/07/2005,60.4,0.000331181
06/07/2005,60.38,-0.011035276
05/07/2005,61.05,0.019851769
01/07/2005,59.85,0.001672241
30/06/2005,59.75,-0.007337035
29/06/2005,60.19,0.007671819
28/06/2005,59.73,-0.008668166
27/06/2005,60.25,0.007329701
24/06/2005,59.81,0.004692484
23/06/2005,59.53,-0.013514847
22/06/2005,60.34,-0.0003314
21/06/2005,60.36,0.002986563
20/06/2005,60.18,-0.000166154
17/06/2005,60.19,0.005497723
16/06/2005,59.86,0.005528115
15/06/2005,59.53,0.00353387
14/06/2005,59.32,0.013065427
13/06/2005,58.55,-0.010871519
10/06/2005,59.19,-0.004046541
09/06/2005,59.43,0.007261705
08/06/2005,59,0.000847817
07/06/2005,58.95,-0.004907362
06/06/2005,59.24,0.010691659
03/06/2005,58.61,-0.006971039
02/06/2005,59.02,0.00902057
01/06/2005,58.49,0.004970445
31/05/2005,58.2,-0.001373627
27/05/2005,58.28,-0.002570475
26/05/2005,58.43,0.006869338
25/05/2005,58.03,-0.003955633
24/05/2005,58.26,0.008792402
23/05/2005,57.75,0.011319233
20/05/2005,57.1,-0.000875274
19/05/2005,57.15,-0.004190682
18/05/2005,57.39,0.000871612
17/05/2005,57.34,0.013519651
16/05/2005,56.57,0.004429098
13/05/2005,56.32,-0.008310542
12/05/2005,56.79,0.004411902
11/05/2005,56.54,-0.001590528
10/05/2005,56.63,-0.012808316
09/05/2005,57.36,-0.002437752
06/05/2005,57.5,0.000521875
05/05/2005,57.47,0.00261347
04/05/2005,57.32,0.020088781
03/05/2005,56.18,0.005354287
02/05/2005,55.88,-0.004998225
29/04/2005,56.16,0.025427391
28/04/2005,54.75,-0.003464312
27/04/2005,54.94,0.005658498
26/04/2005,54.63,-0.001097695
25/04/2005,54.69,0.002196596
22/04/2005,54.57,0.014396705
21/04/2005,53.79,0.004471779
20/04/2005,53.55,0.006745388
19/04/2005,53.19,0.008875519
18/04/2005,52.72,-0.011129041
15/04/2005,53.31,-0.014895081
14/04/2005,54.11,-0.00718169
13/04/2005,54.5,-0.005489492
12/04/2005,54.8,0.014335846
11/04/2005,54.02,-0.00332656
08/04/2005,54.2,-0.01046169
07/04/2005,54.77,0.000913325
06/04/2005,54.72,0.001646091
05/04/2005,54.63,-0.00073193
04/04/2005,54.67,0.023504367
01/04/2005,53.4,-0.012283795
31/03/2005,54.06,0.004635217
30/03/2005,53.81,0.007835861
29/03/2005,53.39,0.005069957
28/03/2005,53.12,0.006800177
24/03/2005,52.76,-0.003594744
23/03/2005,52.95,0.002836881
22/03/2005,52.8,-0.006042314
21/03/2005,53.12,0.001884304
18/03/2005,53.02,-0.013674466
17/03/2005,53.75,-0.008337241
16/03/2005,54.2,-0.01009646
15/03/2005,54.75,0.002743486
14/03/2005,54.6,0.003485922
11/03/2005,54.41,-0.002386417
10/03/2005,54.54,0.009950331
09/03/2005,54,-0.009766962
08/03/2005,54.53,0.002570696
07/03/2005,54.39,0.008307996
04/03/2005,53.94,0.007816902
03/03/2005,53.52,-0.006703936
02/03/2005,53.88,0.000928419
01/03/2005,53.83,0.00279044
28/02/2005,53.68,-0.000372509
25/02/2005,53.7,0.006164211
24/02/2005,53.37,0.019870083
23/02/2005,52.32,0.003446299
22/02/2005,52.14,-0.01824452
18/02/2005,53.1,-0.007317792
17/02/2005,53.49,-0.001121076
16/02/2005,53.55,0.006745388
15/02/2005,53.19,0.001128668
14/02/2005,53.13,0.003771455
11/02/2005,52.93,0.012547693
10/02/2005,52.27,0.002298411
09/02/2005,52.15,-0.005545477
08/02/2005,52.44,0.004587164
07/02/2005,52.2,-0.002869442
04/02/2005,52.35,0.027499796
03/02/2005,50.93,-0.003332356
02/02/2005,51.1,0.003332356
01/02/2005,50.93,0.00966763
31/01/2005,50.44,0.015383382
28/01/2005,49.67,-0.011808403
27/01/2005,50.26,-0.00851912
26/01/2005,50.69,0.014706147
25/01/2005,49.95,-0.004594036
24/01/2005,50.18,-0.000796813
21/01/2005,50.22,0.001195457
20/01/2005,50.16,-0.010116123
19/01/2005,50.67,-0.017799981
18/01/2005,51.58,0.001746386
14/01/2005,51.49,-0.000582468
13/01/2005,51.52,0.00427933
12/01/2005,51.3,0.003906255
11/01/2005,51.1,-0.004685678
10/01/2005,51.34,0.00605648
07/01/2005,51.03,-0.001175088
06/01/2005,51.09,0.008649553
05/01/2005,50.65,-0.007866314
04/01/2005,51.05,-0.003324536
03/01/2005,51.22,-0.009714473
31/12/2004,51.72,-0.000773096
30/12/2004,51.76,0.005812843
29/12/2004,51.46,0.002724267
28/12/2004,51.32,0.009200417
27/12/2004,50.85,-0.003533573
23/12/2004,51.03,-0.004301923
22/12/2004,51.25,0.013752673
21/12/2004,50.55,0.006151423
20/12/2004,50.24,0.003789016
17/12/2004,50.05,-0.00994044
16/12/2004,50.55,-0.015701991
15/12/2004,51.35,0.016097717
14/12/2004,50.53,-0.0027668
13/12/2004,50.67,-0.001774623
