Date,Close,BRK.B
19/10/2004,2815,-0.009545768
18/10/2004,2842,0.001760874
15/10/2004,2837,0.009562672
14/10/2004,2810,-0.01079561
13/10/2004,2840.5,-0.001231419
12/10/2004,2844,0.00140746
11/10/2004,2840,0
08/10/2004,2840,0.001409444
07/10/2004,2836,-0.001761494
06/10/2004,2841,-0.004214969
05/10/2004,2853,0.005271493
04/10/2004,2838,-0.000704473
01/10/2004,2840,-0.010856349
30/09/2004,2871,-0.000870398
29/09/2004,2873.5,-0.001564809
28/09/2004,2878,0.002261067
27/09/2004,2871.5,-0.003302915
24/09/2004,2881,-0.009671923
23/09/2004,2909,0.003098643
22/09/2004,2900,0.006226239
21/09/2004,2882,0.003475846
20/09/2004,2872,0.00034825
17/09/2004,2871,-0.00017414
16/09/2004,2871.5,-0.000522239
15/09/2004,2873,-0.002780676
14/09/2004,2881,0.003825426
13/09/2004,2870,-0.000696621
10/09/2004,2872,-0.003475846
09/09/2004,2882,-0.005881352
08/09/2004,2899,0.003455428
07/09/2004,2889,0.006946884
03/09/2004,2869,-0.004520961
02/09/2004,2882,0.003475846
01/09/2004,2872,-0.007630977
31/08/2004,2894,0.009199058
30/08/2004,2867.5,-0.001219831
27/08/2004,2871,0.000348371
26/08/2004,2870,-0.000696621
25/08/2004,2872,0.01473194
24/08/2004,2830,-0.012640618
23/08/2004,2866,-0.009722299
20/08/2004,2894,0.004502172
19/08/2004,2881,-0.000693963
18/08/2004,2883,0.000693963
17/08/2004,2881,0.01715428
16/08/2004,2832,0.000706464
13/08/2004,2830,-0.000353294
12/08/2004,2831,-0.004933061
11/08/2004,2845,-0.008748962
10/08/2004,2870,0.028270434
09/08/2004,2790,-0.023555503
06/08/2004,2856.5,0.001927289
05/08/2004,2851,0.002809977
04/08/2004,2843,-0.010496947
03/08/2004,2873,-0.009353957
02/08/2004,2900,0.002071109
30/07/2004,2894,-0.012362795
29/07/2004,2930,0.010636573
28/07/2004,2899,-0.004130815
27/07/2004,2911,0.002407568
26/07/2004,2904,-0.012660563
23/07/2004,2941,-0.004579772
22/07/2004,2954.5,-0.013280854
21/07/2004,2994,-0.00066778
20/07/2004,2996,-0.006819153
19/07/2004,3016.5,-0.001490684
16/07/2004,3021,0.004146287
15/07/2004,3008.5,0.001829827
14/07/2004,3003,-0.006637927
13/07/2004,3023,0.005639424
12/07/2004,3006,0.003332226
09/07/2004,2996,-0.001334223
08/07/2004,3000,0.000666889
07/07/2004,2998,-0.002664892
06/07/2004,3006,0.001998003
02/07/2004,3000,0.004008021
01/07/2004,2988,0.011105616
30/06/2004,2955,0.005769573
29/06/2004,2938,0.008717259
28/06/2004,2912.5,-0.004282662
25/06/2004,2925,0.0051414
24/06/2004,2910,0.004132237
23/06/2004,2898,0.008316056
22/06/2004,2874,-0.008316056
21/06/2004,2898,-0.004132237
18/06/2004,2910,-0.009916306
17/06/2004,2939,-0.00203943
16/06/2004,2945,-0.008453136
15/06/2004,2970,0.002697237
14/06/2004,2962,-0.007735031
10/06/2004,2985,-0.001673641
09/06/2004,2990,0.00066912
08/06/2004,2988,-0.002006019
07/06/2004,2994,0.005022612
04/06/2004,2979,0.008766071
03/06/2004,2953,-0.013454626
02/06/2004,2993,-0.001001837
01/06/2004,2996,0.008042939
28/05/2004,2972,0.004045859
27/05/2004,2960,0.013948176
26/05/2004,2919,0.006530355
25/05/2004,2900,-0.011655943
24/05/2004,2934,-0.012868447
21/05/2004,2972,-0.005034412
20/05/2004,2987,0.009080271
19/05/2004,2960,0.007630389
18/05/2004,2937.5,0.019421423
17/05/2004,2881,-0.003119046
14/05/2004,2890,0.013586692
13/05/2004,2851,-0.013413667
12/05/2004,2889.5,-0.014601307
11/05/2004,2932,0.014428282
10/05/2004,2890,-0.051587369
07/05/2004,3043,0
06/05/2004,3043,-0.020169844
05/05/2004,3105,0.008408846
04/05/2004,3079,-0.006797243
03/05/2004,3100,-0.006110326
30/04/2004,3119,0.002889711
29/04/2004,3110,-0.001606426
28/04/2004,3115,0.004182087
27/04/2004,3102,-0.000644538
26/04/2004,3104,-0.001609529
23/04/2004,3109,0.01719426
22/04/2004,3056,-0.003103817
21/04/2004,3065.5,-0.004394181
20/04/2004,3079,-0.006797243
19/04/2004,3100,0.007284532
16/04/2004,3077.5,-0.002109877
15/04/2004,3084,-0.016720647
14/04/2004,3136,0.005756332
13/04/2004,3118,-0.020946497
12/04/2004,3184,0.013756245
08/04/2004,3140.5,-0.002702919
07/04/2004,3149,-0.000317511
06/04/2004,3150,-0.005382315
05/04/2004,3167,0.006970877
02/04/2004,3145,0.005100425
01/04/2004,3129,0.005769247
31/03/2004,3111,0.003542106
30/03/2004,3100,0.008259825
29/03/2004,3074.5,0.005054221
26/03/2004,3059,0.004422974
25/03/2004,3045.5,0.004112863
24/03/2004,3033,-0.002305287
23/03/2004,3040,-0.008516265
22/03/2004,3066,-0.002931121
19/03/2004,3075,0.003746848
18/03/2004,3063.5,-0.00146783
17/03/2004,3068,0.003264776
16/03/2004,3058,-0.003916454
15/03/2004,3070,0.001629992
12/03/2004,3065,0.004905979
11/03/2004,3050,-0.022691411
10/03/2004,3120,-0.011472401
09/03/2004,3156,0.00779328
08/03/2004,3131.5,0.010755381
05/03/2004,3098,0.013977149
04/03/2004,3055,-0.002615235
03/03/2004,3063,-0.013618888
02/03/2004,3105,
