Date,Close,BRK.B
28/08/2007,3965,-0.000126095
27/08/2007,3965.5,-0.007411629
24/08/2007,3995,0.012594625
23/08/2007,3945,0.00152207
22/08/2007,3939,-0.010982879
21/08/2007,3982.5,0.005160815
20/08/2007,3962,0.003539827
17/08/2007,3948,0.040447402
16/08/2007,3791.5,0.036665626
15/08/2007,3655,0.007276753
14/08/2007,3628.5,-0.002889579
13/08/2007,3639,0.00385463
10/08/2007,3625,-0.00495323
09/08/2007,3643,-0.012005601
08/08/2007,3687,-0.001355197
07/08/2007,3692,0.005976655
06/08/2007,3670,0.019535633
03/08/2007,3599,0.003061085
02/08/2007,3588,-0.003200003
01/08/2007,3599.5,-0.001249393
31/07/2007,3604,0.001388311
30/07/2007,3599,-0.004435827
27/07/2007,3615,0.005408792
26/07/2007,3595.5,-0.011888445
25/07/2007,3638.5,0.000687332
24/07/2007,3636,-0.000687332
23/07/2007,3638.5,-0.00109875
20/07/2007,3642.5,0.001236179
19/07/2007,3638,-0.003019077
18/07/2007,3649,-0.003829326
17/07/2007,3663,0.002460026
16/07/2007,3654,-0.006410716
13/07/2007,3677.5,0
12/07/2007,3677.5,-0.003393285
11/07/2007,3690,-0.003786859
10/07/2007,3704,-0.002696146
09/07/2007,3714,0.002426204
06/07/2007,3705,0.010036704
05/07/2007,3668,0.008487388
03/07/2007,3637,0.003442818
02/07/2007,3624.5,0.005394577
29/06/2007,3605,0.00361262
28/06/2007,3592,0.008948606
27/06/2007,3560,0.005492585
26/06/2007,3540.5,-0.003524357
25/06/2007,3553,-0.007011668
22/06/2007,3578,-0.004461803
21/06/2007,3594,-0.00485741
20/06/2007,3611.5,-0.004696141
19/06/2007,3628.5,0.004004148
18/06/2007,3614,-0.002211167
15/06/2007,3622,0.000276129
14/06/2007,3621,-0.001104058
13/06/2007,3625,0.001932901
12/06/2007,3618,-0.003724399
11/06/2007,3631.5,0.005384151
08/06/2007,3612,-0.004144225
07/06/2007,3627,0.005806736
06/06/2007,3606,-0.00359862
05/06/2007,3619,-0.007021437
04/06/2007,3644.5,0.002610071
01/06/2007,3635,0.002754823
31/05/2007,3625,-0.000827244
30/05/2007,3628,-0.001652438
29/05/2007,3634,-0.007129177
25/05/2007,3660,0.010298752
24/05/2007,3622.5,-0.004544523
23/05/2007,3639,-0.001235839
22/05/2007,3643.5,0.003436666
21/05/2007,3631,0.007325028
18/05/2007,3604.5,-0.002355387
17/05/2007,3613,-0.004694196
16/05/2007,3630,-0.000826105
15/05/2007,3633,-0.001924928
14/05/2007,3640,-0.007662873
11/05/2007,3668,0.008487388
10/05/2007,3637,0
09/05/2007,3637,0.005237779
08/05/2007,3618,-0.016719589
07/05/2007,3679,0.013132884
04/05/2007,3631,0.003586705
03/05/2007,3618,-0.000276358
02/05/2007,3619,0.00359862
01/05/2007,3606,-0.006082407
30/04/2007,3628,-0.000413365
27/04/2007,3629.5,0.000413365
26/04/2007,3628,0.002207506
25/04/2007,3620,-0.001104362
24/04/2007,3624,-0.003305788
23/04/2007,3636,0.002202644
20/04/2007,3628,-0.001377221
19/04/2007,3633,-0.003297612
18/04/2007,3645,-0.006017524
17/04/2007,3667,-0.000136342
16/04/2007,3667.5,0.002047084
13/04/2007,3660,0
12/04/2007,3660,0.001640689
11/04/2007,3654,-0.003005877
10/04/2007,3665,0.008219224
09/04/2007,3635,0.002478999
05/04/2007,3626,-0.000827016
04/04/2007,3629,0.003035741
03/04/2007,3618,0.004154555
02/04/2007,3603,-0.01021685
30/03/2007,3640,0.010078086
29/03/2007,3603.5,-0.000138744
28/03/2007,3604,-0.000277431
27/03/2007,3605,0.000416175
26/03/2007,3603.5,0.000832871
23/03/2007,3600.5,-0.002358001
22/03/2007,3609,-0.009651254
21/03/2007,3644,0.01242595
20/03/2007,3599,0
19/03/2007,3599,0.018791746
16/03/2007,3532,-0.005083321
15/03/2007,3550,-0.003374581
14/03/2007,3562,-0.011444647
13/03/2007,3603,-0.011315148
12/03/2007,3644,-0.000548697
09/03/2007,3646,0.003571923
08/03/2007,3633,0.010792965
07/03/2007,3594,0.005020931
06/03/2007,3576,0.003922672
05/03/2007,3562,0
02/03/2007,3562,0.002248455
01/03/2007,3554,0.00876083
28/02/2007,3523,0.012568003
27/02/2007,3479,-0.022453693
26/02/2007,3558,-0.001123596
23/02/2007,3562,-0.003642991
22/02/2007,3575,-0.003351022
21/02/2007,3587,-0.012742555
20/02/2007,3633,0.003584727
16/02/2007,3620,0.016713481
15/02/2007,3560,-0.013947227
14/02/2007,3610,0
13/02/2007,3610,-0.003870616
12/02/2007,3624,-0.003030723
09/02/2007,3635,0.006624369
08/02/2007,3611,-0.003593646
07/02/2007,3624,-0.002205073
06/02/2007,3632,0.002067113
05/02/2007,3624.5,-0.002067113
02/02/2007,3632,-0.013400994
01/02/2007,3681,0.003674223
31/01/2007,3667.5,0.008626055
30/01/2007,3636,0.008007774
29/01/2007,3607,0.017197208
26/01/2007,3545.5,-0.011358181
25/01/2007,3586,0.001395284
24/01/2007,3581,-0.011936297
23/01/2007,3624,-0.004405293
22/01/2007,3640,-0.004385972
19/01/2007,3656,0.006173283
18/01/2007,3633.5,0.003584233
17/01/2007,3620.5,0.000414393
16/01/2007,3619,-0.01344881
12/01/2007,3668,-0.000545108
11/01/2007,3670,0.005190559
10/01/2007,3651,0.000273935
09/01/2007,3650,0.017689792
08/01/2007,3586,0.00223339
05/01/2007,3578,-0.008903787
04/01/2007,3610,-0.009099746
03/01/2007,3643,-0.006293631
29/12/2006,3666,-0.000409082
28/12/2006,3667.5,0.000954784
27/12/2006,3664,0.001365561
26/12/2006,3659,-0.00013664
22/12/2006,3659.5,0.000409976
21/12/2006,3658,-0.017075899
20/12/2006,3721,-0.013082552
19/12/2006,3770,-0.002913523
18/12/2006,3781,-0.005012542
15/12/2006,3800,0.033447934
14/12/2006,3675,0.003270649
13/12/2006,3663,-0.000545852
12/12/2006,3665,0.020119185
11/12/2006,3592,0.004743974
08/12/2006,3575,-0.002235262
07/12/2006,3583,-0.013583022
06/12/2006,3632,0.007739121
05/12/2006,3604,0.008918677
04/12/2006,3572,0.003365118
01/12/2006,3560,0.001405482
30/11/2006,3555,0.010178205
29/11/2006,3519,-0.003687424
28/11/2006,3532,-0.00705321
27/11/2006,3557,-0.008538088
24/11/2006,3587.5,-0.001531927
22/11/2006,3593,0.003345417
21/11/2006,3581,0.002656415
20/11/2006,3571.5,0.003787086
17/11/2006,3558,-0.001825202
16/11/2006,3564.5,-0.001541804
15/11/2006,3570,0.002805051
14/11/2006,3560,0.00337648
13/11/2006,3548,-0.006181531
10/11/2006,3570,0.001121076
09/11/2006,3566,-0.007542989
08/11/2006,3593,0.00614184
07/11/2006,3571,-0.00447053
06/11/2006,3587,0.024267557
03/11/2006,3501,0.008029868
02/11/2006,3473,-0.005742192
01/11/2006,3493,-0.006278559
31/10/2006,3515,0.009432684
30/10/2006,3482,0.00720568
27/10/2006,3457,-0.009500575
26/10/2006,3490,0.028482018
25/10/2006,3392,0.010967948
24/10/2006,3355,0.006578971
23/10/2006,3333,0.001501276
20/10/2006,3328,0
19/10/2006,3328,0.005725494
18/10/2006,3309,0.005454559
17/10/2006,3291,-0.003033983
16/10/2006,3301,0.00638203
13/10/2006,3280,-0.014828536
12/10/2006,3329,0.007538103
11/10/2006,3304,-0.003022063
10/10/2006,3314,0.01306017
09/10/2006,3271,-0.002747674
06/10/2006,3280,0
05/10/2006,3280,0.009188426
04/10/2006,3250,0.003235999
03/10/2006,3239.5,0.020111365
02/10/2006,3175,0.00031501
29/09/2006,3174,0.003787883
28/09/2006,3162,-0.002369108
27/09/2006,3169.5,0.004902358
26/09/2006,3154,0.00987741
25/09/2006,3123,0.001121346
22/09/2006,3119.5,-0.006231545
21/09/2006,3139,-0.007932772
20/09/2006,3164,0.00761425
19/09/2006,3140,-0.014857236
18/09/2006,3187,-0.008747322
15/09/2006,3215,-0.003105593
14/09/2006,3225,0.001551591
13/09/2006,3220,0.003110422
12/09/2006,3210,0.001246883
11/09/2006,3206,-0.000311867
08/09/2006,3207,0.002028873
07/09/2006,3200.5,0.000156238
06/09/2006,3200,-0.00405427
05/09/2006,3213,0.005617992
01/09/2006,3195,-0.002656874
31/08/2006,3203.5,0.002031092
30/08/2006,3197,-0.002343202
29/08/2006,3204.5,0.002499611
28/08/2006,3196.5,-0.001719153
25/08/2006,3202,-0.001872075
24/08/2006,3208,0.010970177
23/08/2006,3173,-0.0025181
22/08/2006,3181,-0.003452067
21/08/2006,3192,0.004080998
18/08/2006,3179,0.012343882
17/08/2006,3140,-0.00159109
16/08/2006,3145,0.021533855
15/08/2006,3078,-0.000649562
14/08/2006,3080,-0.007117468
11/08/2006,3102,-0.000322321
10/08/2006,3103,0.002581479
09/08/2006,3095,0
08/08/2006,3095,0.003236249
07/08/2006,3085,0.011410067
04/08/2006,3050,0.002626397
03/08/2006,3042,0.000328785
02/08/2006,3041,-0.001478683
01/08/2006,3045.5,-0.000492409
31/07/2006,3047,0.001313629
28/07/2006,3043,-0.00065703
27/07/2006,3045,0.003289477
26/07/2006,3035,0.003300333
25/07/2006,3025,-0.001651528
24/07/2006,3030,0.007786008
21/07/2006,3006.5,-0.006795419
20/07/2006,3027,-0.000990589
19/07/2006,3030,0.005626359
18/07/2006,3013,0.001993356
17/07/2006,3007,0.003998672
14/07/2006,2995,-0.001334668
13/07/2006,2999,-0.005155079
12/07/2006,3014.5,-0.004798553
11/07/2006,3029,-0.001649349
10/07/2006,3034,0.009604313
07/07/2006,3005,-0.000499044
06/07/2006,3006.5,0.005503224
05/07/2006,2990,-0.019868203
03/07/2006,3050,0.00229772
30/06/2006,3043,-0.007203698
29/06/2006,3065,-0.002606714
28/06/2006,3073,0.009810412
27/06/2006,3043,0
26/06/2006,3043,-0.009159371
23/06/2006,3071,0.001629461
22/06/2006,3066,-0.005853675
21/06/2006,3084,0.001297859
20/06/2006,3080,-0.002594035
19/06/2006,3088,0.010416761
16/06/2006,3056,-0.001308045
15/06/2006,3060,0.018137348
14/06/2006,3005,-0.003156411
13/06/2006,3014.5,-0.002815737
12/06/2006,3023,0.000330852
09/06/2006,3022,0.004643458
08/06/2006,3008,-0.003981425
07/06/2006,3020,-0.009228806
06/06/2006,3048,-0.003438962
05/06/2006,3058.5,0.000817728
02/06/2006,3056,-0.002940698
01/06/2006,3065,-0.001304206
31/05/2006,3069,0.001793722
30/05/2006,3063.5,-0.001141832
26/05/2006,3067,0
25/05/2006,3067,-0.005527571
24/05/2006,3084,0.014698942
23/05/2006,3039,-0.016804376
22/05/2006,3090.5,0.010244825
19/05/2006,3059,-0.003589496
18/05/2006,3070,0.01476647
17/05/2006,3025,0.005303294
16/05/2006,3009,0.004997512
15/05/2006,2994,0.004686985
12/05/2006,2980,-0.002346239
11/05/2006,2987,0.002010725
10/05/2006,2981,-0.001340932
09/05/2006,2985,0.010439563
08/05/2006,2954,0.003051367
05/05/2006,2945,0.011955736
04/05/2006,2910,-0.014668522
03/05/2006,2953,-0.002367666
02/05/2006,2960,-0.006734032
01/05/2006,2980,0.009440394
28/04/2006,2952,0.012956199
27/04/2006,2914,-0.007180746
26/04/2006,2935,0.01804948
25/04/2006,2882.5,0.003301193
24/04/2006,2873,-0.002780676
21/04/2006,2881,0.003825426
20/04/2006,2870,-0.000348371
19/04/2006,2871,0.007341407
18/04/2006,2850,-0.006295928
17/04/2006,2868,-0.008679103
13/04/2006,2893,-0.002416711
12/04/2006,2900,-0.006872879
11/04/2006,2920,-0.010052048
10/04/2006,2949.5,-0.007599462
07/04/2006,2972,-0.006038261
06/04/2006,2990,0
05/04/2006,2990,-0.003672179
04/04/2006,3001,-0.003658743
03/04/2006,3012,0
31/03/2006,3012,0.00666225
30/03/2006,2992,-0.000835213
29/03/2006,2994.5,0.000166987
28/03/2006,2994,-0.000333946
27/03/2006,2995,-0.004663566
24/03/2006,3009,0.004329732
23/03/2006,2996,-0.001334223
22/03/2006,3000,0.004342749
21/03/2006,2987,0.000669792
20/03/2006,2985,0.008072698
17/03/2006,2961,-0.00471699
16/03/2006,2975,0.000672495
15/03/2006,2973,-0.002687271
14/03/2006,2981,-0.008018753
13/03/2006,3005,0.003333336
10/03/2006,2995,0.004517702
09/03/2006,2981.5,0.007913165
08/03/2006,2958,0.006103783
07/03/2006,2940,0.000510334
06/03/2006,2938.5,0.009230835
03/03/2006,2911.5,0.006374386
02/03/2006,2893,0.000518627
01/03/2006,2891.5,0.001211178
28/02/2006,2888,-0.003111498
27/02/2006,2897,0.006232707
24/02/2006,2879,-0.000694444
23/02/2006,2881,-0.000347041
22/02/2006,2882,-0.000693722
21/02/2006,2884,-0.005532518
17/02/2006,2900,-0.001722653
16/02/2006,2905,-0.003436429
15/02/2006,2915,-0.004108188
14/02/2006,2927,0.003422317
13/02/2006,2917,0.007225216
10/02/2006,2896,0.001728011
09/02/2006,2891,-0.000345841
08/02/2006,2892,0.005374027
07/02/2006,2876.5,-0.002950623
06/02/2006,2885,-0.002423404
03/02/2006,2892,-0.005173317
02/02/2006,2907,-0.002748198
01/02/2006,2915,-0.005814964
31/01/2006,2932,0.001365188
30/01/2006,2928,-0.003409482
27/01/2006,2938,-0.001020582
26/01/2006,2941,-0.008127373
25/01/2006,2965,0.005750058
24/01/2006,2948,0.002887475
23/01/2006,2939.5,-0.000850123
20/01/2006,2942,-0.00728138
19/01/2006,2963.5,-0.000168705
18/01/2006,2964,0.007110238
17/01/2006,2943,-0.003053437
13/01/2006,2952,0.00237409
12/01/2006,2945,-0.00643089
11/01/2006,2964,-0.002022245
10/01/2006,2970,-0.003025721
09/01/2006,2979,0.003025721
06/01/2006,2970,0.003372684
05/01/2006,2960,-0.002362073
04/01/2006,2967,0.000674309
03/01/2006,2965,0.009999236
30/12/2005,2935.5,-0.004588333
29/12/2005,2949,0.004588333
28/12/2005,2935.5,-0.002891404
27/12/2005,2944,-0.003052402
23/12/2005,2953,0.003052402
22/12/2005,2944,-0.003052402
21/12/2005,2953,0.001864249
20/12/2005,2947.5,-0.002202831
19/12/2005,2954,-0.006747664
16/12/2005,2974,0.007424941
15/12/2005,2952,-0.001692334
14/12/2005,2957,-0.004386712
13/12/2005,2970,-0.001682086
12/12/2005,2975,-0.002350177
09/12/2005,2982,0.000670916
08/12/2005,2980,-0.001676446
07/12/2005,2985,-0.001673641
06/12/2005,2990,0.010084119
05/12/2005,2960,-0.019736382
02/12/2005,3019,0.003982747
01/12/2005,3007,0.017444253
30/11/2005,2955,0.006620854
29/11/2005,2935.5,0.008037666
28/11/2005,2912,0.001718509
25/11/2005,2907,-0.004461995
23/11/2005,2920,0.008598505
22/11/2005,2895,-0.005511554
21/11/2005,2911,-0.015678576
18/11/2005,2957,-0.000676133
17/11/2005,2959,0.013610282
16/11/2005,2919,-0.013948176
15/11/2005,2960,-0.003372684
14/11/2005,2970,-0.005037794
11/11/2005,2985,0.001005531
10/11/2005,2982,-0.001005531
09/11/2005,2985,-0.000669792
08/11/2005,2987,0.003353457
07/11/2005,2977,0.01967499
04/11/2005,2919,-0.005466361
03/11/2005,2935,0.027285409
02/11/2005,2856,0.007732903
01/11/2005,2834,0.00672688
31/10/2005,2815,0.005700051
28/10/2005,2799,-0.001784759
27/10/2005,2804,-0.001781579
26/10/2005,2809,-0.007448164
25/10/2005,2830,0.00673642
24/10/2005,2811,0.007857183
21/10/2005,2789,0.002513015
20/10/2005,2782,-0.001795655
19/10/2005,2787,-0.001075847
18/10/2005,2790,-0.000179195
17/10/2005,2790.5,0.001255043
14/10/2005,2787,0.002514821
13/10/2005,2780,-0.006453949
12/10/2005,2798,0.010057556
11/10/2005,2770,0
10/10/2005,2770,0.007973946
07/10/2005,2748,-0.000727537
06/10/2005,2750,-0.004354143
05/10/2005,2762,0.005809748
04/10/2005,2746,0.003648308
03/10/2005,2736,0.001829157
30/09/2005,2731,0.008826832
29/09/2005,2707,-0.006994323
28/09/2005,2726,-0.006581377
27/09/2005,2744,-0.000364365
26/09/2005,2745,-0.002910151
23/09/2005,2753,0.022035412
22/09/2005,2693,0.006706433
21/09/2005,2675,-0.014105653
20/09/2005,2713,-0.001105176
19/09/2005,2716,-0.003308218
16/09/2005,2725,-0.008040979
15/09/2005,2747,-0.003996372
14/09/2005,2758,-0.002354007
13/09/2005,2764.5,-0.00144587
12/09/2005,2768.5,-0.008452528
09/09/2005,2792,-0.005714301
08/09/2005,2808,0.003925072
07/09/2005,2797,0.005377321
06/09/2005,2782,0.00938974
02/09/2005,2756,0.001089127
01/09/2005,2753,-0.008319816
31/08/2005,2776,0.006505263
30/08/2005,2758,-0.004702487
29/08/2005,2771,-0.000360815
26/08/2005,2772,-0.00665171
25/08/2005,2790.5,-0.005895506
24/08/2005,2807,-0.004620588
23/08/2005,2820,0
22/08/2005,2820,-0.003539827
19/08/2005,2830,-0.002470444
18/08/2005,2837,0.02606825
17/08/2005,2764,-0.003611416
16/08/2005,2774,0.001262513
15/08/2005,2770.5,-0.010591608
12/08/2005,2800,0.003936309
11/08/2005,2789,0.007558071
10/08/2005,2768,-0.001444044
09/08/2005,2772,-0.000360685
08/08/2005,2773,-0.005035982
05/08/2005,2787,0.000717875
04/08/2005,2785,0.002516629
03/08/2005,2778,-0.000719683
02/08/2005,2780,-0.006453949
01/08/2005,2798,0.005734783
29/07/2005,2782,-0.00107778
28/07/2005,2785,-0.001793722
27/07/2005,2790,-0.001074691
26/07/2005,2793,-0.004287252
25/07/2005,2805,0.002498663
22/07/2005,2798,0.003939128
21/07/2005,2787,-0.001792436
20/07/2005,2792,0.00215131
19/07/2005,2786,-0.000538261
18/07/2005,2787.5,-0.00268697
15/07/2005,2795,0.004662013
14/07/2005,2782,-0.008946204
13/07/2005,2807,0
12/07/2005,2807,-0.010630858
11/07/2005,2837,0.003177408
08/07/2005,2828,-0.004938282
07/07/2005,2842,0.000703978
06/07/2005,2840,0.007067167
05/07/2005,2820,0.012848142
01/07/2005,2784,0.000179614
30/06/2005,2783.5,0.004861808
29/06/2005,2770,-0.000360946
28/06/2005,2771,-0.001442481
27/06/2005,2775,0.006507615
24/06/2005,2757,-0.008307796
23/06/2005,2780,0.004687227
22/06/2005,2767,-0.007202048
21/06/2005,2787,0.010822616
20/06/2005,2757,0.00217865
17/06/2005,2751,-0.014077114
16/06/2005,2790,-0.001074691
15/06/2005,2793,-0.006068196
14/06/2005,2810,0.00785999
13/06/2005,2788,0.006477173
10/06/2005,2770,0
09/06/2005,2770,0.001445087
08/06/2005,2766,-0.002527533
07/06/2005,2773,-0.001441442
06/06/2005,2777,-0.005028746
03/06/2005,2791,-0.006072532
02/06/2005,2808,-0.000356062
01/06/2005,2809,-0.000355935
31/05/2005,2810,-0.010619569
27/05/2005,2840,0.00671262
26/05/2005,2821,-0.008471636
25/05/2005,2845,-0.004908846
24/05/2005,2859,0.027661338
23/05/2005,2781,-0.007701301
20/05/2005,2802.5,0.003395589
19/05/2005,2793,0.011161232
18/05/2005,2762,0.002537612
17/05/2005,2755,0.001089523
16/05/2005,2752,-0.005435781
13/05/2005,2767,-0.002526621
12/05/2005,2774,0.002526621
11/05/2005,2767,0.001808646
10/05/2005,2762,-0.005055988
09/05/2005,2776,-0.007178782
06/05/2005,2796,-0.005350468
05/05/2005,2811,-0.007795929
04/05/2005,2833,0.007084691
03/05/2005,2813,-0.006025182
02/05/2005,2830,0.011371835
29/04/2005,2798,0.00286328
28/04/2005,2790,0.016807118
27/04/2005,2743.5,-0.002730004
26/04/2005,2751,-0.000726744
25/04/2005,2753,0.003639014
22/04/2005,2743,-0.019852664
21/04/2005,2798,0.013493054
20/04/2005,2760.5,-0.022742497
19/04/2005,2824,0
18/04/2005,2824,-0.008111489
15/04/2005,2847,-0.004905406
14/04/2005,2861,-0.008526981
13/04/2005,2885.5,-0.011200255
12/04/2005,2918,0.00102863
11/04/2005,2915,0.011211847
08/04/2005,2882.5,-0.006914461
07/04/2005,2902.5,-0.007380107
06/04/2005,2924,0.001026518
05/04/2005,2921,0.012401123
04/04/2005,2885,0.024562638
01/04/2005,2815,-0.014459783
31/03/2005,2856,-0.011142177
30/03/2005,2888,0.008344972
29/03/2005,2864,-0.002092781
28/03/2005,2870,-0.008673081
24/03/2005,2895,0.012163486
23/03/2005,2860,-0.008703275
22/03/2005,2885,-0.005530605
21/03/2005,2901,-0.006014281
18/03/2005,2918.5,-0.004956004
17/03/2005,2933,0.022410867
16/03/2005,2868,-0.037637012
15/03/2005,2978,-0.009358357
14/03/2005,3006,0.001664725
11/03/2005,3001,-0.001997338
10/03/2005,3007,-0.005968187
09/03/2005,3025,0.004638842
08/03/2005,3011,0.003326683
07/03/2005,3001,0.007357893
04/03/2005,2979,0.001007557
03/03/2005,2976,-0.009364617
02/03/2005,3004,-0.005643169
01/03/2005,3021,0.001988072
28/02/2005,3015,-0.00033162
25/02/2005,3016,0.00132714
24/02/2005,3012,-0.007277571
23/02/2005,3034,0.009937147
22/02/2005,3004,0.000499459
18/02/2005,3002.5,-0.003159035
17/02/2005,3012,-0.003645406
16/02/2005,3023,-0.002642882
15/02/2005,3031,-0.003622596
14/02/2005,3042,-0.005245914
11/02/2005,3058,0.009198488
10/02/2005,3030,-0.000989609
09/02/2005,3033,-0.000988631
08/02/2005,3036,-0.002303011
07/02/2005,3043,0.006098082
04/02/2005,3024.5,0.006801055
03/02/2005,3004,0
02/02/2005,3004,-0.004318226
01/02/2005,3017,0.007652674
31/01/2005,2994,-0.002002003
28/01/2005,3000,0.019522666
27/01/2005,2942,-0.007450085
26/01/2005,2964,-0.007060039
25/01/2005,2985,-0.005012542
24/01/2005,3000,-0.001498876
21/01/2005,3004.5,0.029212715
20/01/2005,2918,0.009988029
19/01/2005,2889,-0.000346081
18/01/2005,2890,0.009211849
14/01/2005,2863.5,-0.002267377
13/01/2005,2870,-0.00208841
12/01/2005,2876,-0.000173837
11/01/2005,2876.5,-0.017062025
10/01/2005,2926,0.002395211
07/01/2005,2919,0.015536304
06/01/2005,2874,0.004883163
05/01/2005,2860,0.001749782
04/01/2005,2855,-0.015294007
03/01/2005,2899,-0.012682261
31/12/2004,2936,-0.006788892
30/12/2004,2956,-0.003040029
29/12/2004,2965,0.003716848
28/12/2004,2954,0.005771532
27/12/2004,2937,-0.010836544
23/12/2004,2969,-0.001178154
22/12/2004,2972.5,0.022625784
21/12/2004,2906,0.011072777
20/12/2004,2874,0.004184107
17/12/2004,2862,0.000524246
16/12/2004,2860.5,0.010719723
15/12/2004,2830,0.009943264
14/12/2004,2802,0.003933493
13/12/2004,2791,-0.00035823
10/12/2004,2792,-0.003575263
09/12/2004,2802,-0.005339041
08/12/2004,2817,0.005695993
07/12/2004,2801,0.000714286
06/12/2004,2799,-0.010307538
03/12/2004,2828,0.004607486
02/12/2004,2815,0.009458445
01/12/2004,2788.5,0.003052889
30/11/2004,2780,-0.006811283
29/11/2004,2799,-0.001428062
26/11/2004,2803,0.001070855
24/11/2004,2800,0.003577821
23/11/2004,2790,0.000358487
22/11/2004,2789,-0.019879959
19/11/2004,2845,0.00211119
18/11/2004,2839,-0.007719337
17/11/2004,2861,0.008776605
16/11/2004,2836,0.015278322
15/11/2004,2793,0.011523354
12/11/2004,2761,-0.020789279
11/11/2004,2819,-0.002126152
10/11/2004,2825,-0.002474811
09/11/2004,2832,0.010649728
08/11/2004,2802,0.013292813
05/11/2004,2765,-0.00971755
04/11/2004,2792,0.009355952
03/11/2004,2766,-0.012217184
02/11/2004,2800,-0.003209131
01/11/2004,2809,0.001781579
29/10/2004,2804,0.004288784
28/10/2004,2792,-0.002504026
27/10/2004,2799,-0.005344748
26/10/2004,2814,0.040244691
25/10/2004,2703,-0.003324103
22/10/2004,2712,-0.00184196
21/10/2004,2717,-0.028303776
20/10/2004,2795,-0.007130155
