Date,Close,GOOG
26/11/2007,666,-0.015938373
23/11/2007,676.7,0.02420064
21/11/2007,660.52,0.018303721
20/11/2007,648.54,0.035612957
19/11/2007,625.85,-0.012354462
16/11/2007,633.63,0.006301078
15/11/2007,629.65,-0.018925628
14/11/2007,641.68,-0.028983084
13/11/2007,660.55,0.044072674
12/11/2007,632.07,-0.04923682
09/11/2007,663.97,-0.044004419
08/11/2007,693.84,-0.054822457
07/11/2007,732.94,-0.012002341
06/11/2007,741.79,0.021998379
05/11/2007,725.65,0.020043819
02/11/2007,711.25,0.011368418
01/11/2007,703.21,-0.005375099
31/10/2007,707,0.01744981
30/10/2007,694.77,0.022621052
29/10/2007,679.23,0.006839881
26/10/2007,674.6,0.009068567
25/10/2007,668.51,-0.010875413
24/10/2007,675.82,7.39869E-05
23/10/2007,675.77,0.037727238
22/10/2007,650.75,0.009324941
19/10/2007,644.71,0.007926353
18/10/2007,639.62,0.009645821
17/10/2007,633.48,0.027981465
16/10/2007,616,-0.006649918
15/10/2007,620.11,-0.027484831
12/10/2007,637.39,0.02444162
11/10/2007,622,-0.005435362
10/10/2007,625.39,0.016460547
09/10/2007,615.18,0.009079096
08/10/2007,609.62,0.025872321
05/10/2007,594.05,0.025609201
04/10/2007,579.03,-0.008580939
03/10/2007,584.02,-0.000633339
02/10/2007,584.39,0.003153549
01/10/2007,582.55,0.026579638
28/09/2007,567.27,-0.000405368
27/09/2007,567.5,-0.00116232
26/09/2007,568.16,-0.001477365
25/09/2007,569,0.001723805
24/09/2007,568.02,0.01404129
21/09/2007,560.1,0.013064799
20/09/2007,552.83,0.010875998
19/09/2007,546.85,0.021403249
18/09/2007,535.27,0.018801765
17/09/2007,525.3,-0.006546202
14/09/2007,528.75,0.007536603
13/09/2007,524.78,0.004067103
12/09/2007,522.65,0.002528785
11/09/2007,521.33,0.013226557
10/09/2007,514.48,-0.009421348
07/09/2007,519.35,-0.007997204
06/09/2007,523.52,-0.00814219
05/09/2007,527.8,0.005033488
04/09/2007,525.15,0.019031716
31/08/2007,515.25,0.007500157
30/08/2007,511.4,-0.002889837
29/08/2007,512.88,0.012715029
28/08/2007,506.4,-0.013455669
27/08/2007,513.26,-0.003384361
24/08/2007,515,0.005471251
23/08/2007,512.19,-0.001092747
22/08/2007,512.75,0.01204692
21/08/2007,506.61,0.017302055
20/08/2007,497.92,-0.004248674
17/08/2007,500.04,0.017185465
16/08/2007,491.52,-0.012193424
15/08/2007,497.55,-0.021965799
14/08/2007,508.6,-0.01347545
13/08/2007,515.5,-0.000484848
10/08/2007,515.75,0.001979661
09/08/2007,514.73,-0.021240383
08/08/2007,525.78,0.01873735
07/08/2007,516.02,0.011734799
06/08/2007,510,0.013820556
03/08/2007,503,-0.015798989
02/08/2007,511.01,-0.00376972
01/08/2007,512.94,0.005748154
31/07/2007,510,-0.011909195
30/07/2007,516.11,0.008210163
27/07/2007,511.89,0.007628311
26/07/2007,508,-0.003458579
25/07/2007,509.76,-0.008283239
24/07/2007,514,0.002903042
23/07/2007,512.51,-0.014739331
20/07/2007,520.12,-0.053291796
19/07/2007,548.59,-0.001657424
18/07/2007,549.5,-0.00995934
17/07/2007,555,0.003628196
16/07/2007,552.99,0.001502059
13/07/2007,552.16,0.012446743
12/07/2007,545.33,0.001578272
11/07/2007,544.47,0.002077569
10/07/2007,543.34,0.001436597
09/07/2007,542.56,0.005841268
06/07/2007,539.4,-0.004125701
05/07/2007,541.63,0.013550771
03/07/2007,534.34,0.00743861
02/07/2007,530.38,0.014586045
29/06/2007,522.7,-0.004409624
28/06/2007,525.01,-0.002435082
27/06/2007,526.29,-0.007515061
26/06/2007,530.26,0.005370257
25/06/2007,527.42,0.004637028
22/06/2007,524.98,0.020922916
21/06/2007,514.11,0.00808535
20/06/2007,509.97,-0.008474296
19/06/2007,514.31,-0.001728978
18/06/2007,515.2,0.01823592
15/06/2007,505.89,0.006047226
14/06/2007,502.84,-0.004761536
13/06/2007,505.24,0.000930684
12/06/2007,504.77,-0.012931851
11/06/2007,511.34,-0.008083174
08/06/2007,515.49,0.000834506
07/06/2007,515.06,-0.006174353
06/06/2007,518.25,-0.001137799
05/06/2007,518.84,0.022946489
04/06/2007,507.07,0.013241283
01/06/2007,500.4,0.004988441
31/05/2007,497.91,-0.001384833
30/05/2007,498.6,0.023314201
29/05/2007,487.11,0.007397291
25/05/2007,483.52,0.019189397
24/05/2007,474.33,0.000759253
23/05/2007,473.97,-0.003979665
22/05/2007,475.86,0.011115217
21/05/2007,470.6,0.000595162
18/05/2007,470.32,-0.001359851
17/05/2007,470.96,-0.003497359
16/05/2007,472.61,0.03140134
15/05/2007,458,-0.008219403
14/05/2007,461.78,-0.01068377
11/05/2007,466.74,0.011355311
10/05/2007,461.47,-0.016718629
09/05/2007,469.25,0.005213353
08/05/2007,466.81,-0.000984926
07/05/2007,467.27,-0.00820559
04/05/2007,471.12,-0.00446869
03/05/2007,473.23,0.015868109
02/05/2007,465.78,-0.006889349
01/05/2007,469,-0.005061794
30/04/2007,471.38,-0.016056911
27/04/2007,479.01,-0.004519946
26/04/2007,481.18,0.006651609
25/04/2007,477.99,0.000962827
24/04/2007,477.53,-0.003240613
23/04/2007,479.08,-0.007071871
20/04/2007,482.48,0.022702284
19/04/2007,471.65,-0.009201677
18/04/2007,476.01,0.006766396
17/04/2007,472.8,-0.003104314
16/04/2007,474.27,0.016969022
13/04/2007,466.29,-0.002356269
12/04/2007,467.39,0.006137885
11/04/2007,464.53,-0.004231879
10/04/2007,466.5,-0.003658893
09/04/2007,468.21,-0.007023398
05/04/2007,471.51,0.001039755
04/04/2007,471.02,-0.003348809
03/04/2007,472.6,0.030223644
02/04/2007,458.53,0.000807252
30/03/2007,458.16,-0.006006024
29/03/2007,460.92,-0.002080625
28/03/2007,461.88,-0.003760134
27/03/2007,463.62,-0.002972154
26/03/2007,465,0.006840548
23/03/2007,461.83,-0.000454609
22/03/2007,462.04,0.011953244
21/03/2007,456.55,0.024994925
20/03/2007,445.28,-0.004369706
19/03/2007,447.23,0.014368322
16/03/2007,440.85,-0.012040189
15/03/2007,446.19,-0.004048362
14/03/2007,448,0.011155745
13/03/2007,443.03,-0.02611033
12/03/2007,454.75,0.003943996
09/03/2007,452.96,-0.003878024
08/03/2007,454.72,-0.002021179
07/03/2007,455.64,-0.004183144
06/03/2007,457.55,0.036954678
05/03/2007,440.95,0.005161272
02/03/2007,438.68,-0.021536276
01/03/2007,448.23,-0.002718119
28/02/2007,449.45,0.001514106
27/02/2007,448.77,-0.03537635
26/02/2007,464.93,-0.012164118
23/02/2007,470.62,-0.011051704
22/02/2007,475.85,-2.10148E-05
21/02/2007,475.86,0.007932866
20/02/2007,472.1,0.004585801
16/02/2007,469.94,0.018187981
15/02/2007,461.47,-0.009618362
14/02/2007,465.93,0.014767357
13/02/2007,459.1,0.00176588
12/02/2007,458.29,-0.007824596
09/02/2007,461.89,-0.019595019
08/02/2007,471.03,0.002167815
07/02/2007,470.01,-0.003122712
06/02/2007,471.48,0.009204872
05/02/2007,467.16,-0.03023442
02/02/2007,481.5,-0.000519076
01/02/2007,481.75,-0.0401783
31/01/2007,501.5,0.014420527
30/01/2007,494.32,0.003749536
29/01/2007,492.47,-0.006819749
26/01/2007,495.84,0.015753479
25/01/2007,488.09,-0.022246551
24/01/2007,499.07,0.04094139
23/01/2007,479.05,-0.003729598
22/01/2007,480.84,-0.018360482
19/01/2007,489.75,0.003928072
18/01/2007,487.83,-0.019186263
17/01/2007,497.28,-0.013978422
16/01/2007,504.28,-0.00142676
12/01/2007,505,0.010510488
11/01/2007,499.72,0.020745199
10/01/2007,489.46,0.008123455
09/01/2007,485.5,0.003962526
08/01/2007,483.58,-0.007437429
05/01/2007,487.19,0.00809938
04/01/2007,483.26,0.032962968
03/01/2007,467.59,0.01532242
29/12/2006,460.48,-0.004506855
28/12/2006,462.56,-0.011756118
27/12/2006,468.03,0.02268994
26/12/2006,457.53,0.004271124
22/12/2006,455.58,-0.001359977
21/12/2006,456.2,-0.014579738
20/12/2006,462.9,-0.012302496
19/12/2006,468.63,0.012518549
18/12/2006,462.8,-0.037115913
15/12/2006,480.3,-0.003782137
14/12/2006,482.12,0.006513325
13/12/2006,478.99,-0.005807858
12/12/2006,481.78,-0.00445269
11/12/2006,483.93,-0.000371885
08/12/2006,484.11,0.003041119
07/12/2006,482.64,-0.012498232
06/12/2006,488.71,0.003505143
05/12/2006,487,0.004424558
04/12/2006,484.85,0.008388182
01/12/2006,480.8,-0.008305678
30/11/2006,484.81,0.000330081
29/11/2006,484.65,-0.009957481
28/11/2006,489.5,0.009751168
27/11/2006,484.75,-0.040925135
24/11/2006,505,-0.005942703
22/11/2006,508.01,-0.003223083
21/11/2006,509.65,0.029065448
20/11/2006,495.05,-0.007526398
17/11/2006,498.79,0.005810872
16/11/2006,495.9,0.008037864
15/11/2006,491.93,0.005360632
14/11/2006,489.3,0.01704616
13/11/2006,481.03,0.015672135
10/11/2006,473.55,0.001944662
09/11/2006,472.63,-0.005001963
08/11/2006,475,0.00512892
07/11/2006,472.57,-0.009225779
06/11/2006,476.95,0.010856497
03/11/2006,471.8,0.00401398
02/11/2006,469.91,0.005141838
01/11/2006,467.5,-0.018837498
31/10/2006,476.39,-0.00037777
30/10/2006,476.57,0.002878849
27/10/2006,475.2,-0.020619287
26/10/2006,485.1,-0.003087375
25/10/2006,486.6,0.027691865
24/10/2006,473.31,-0.01565922
23/10/2006,480.78,0.044900944
20/10/2006,459.67,0.075928659
19/10/2006,426.06,0.015969678
18/10/2006,419.31,-0.003166858
17/10/2006,420.64,-0.00263536
16/10/2006,421.75,-0.013073621
13/10/2006,427.3,-0.000327585
12/10/2006,427.44,0.002201561
11/10/2006,426.5,-0.000351638
10/10/2006,426.65,-0.005492914
09/10/2006,429,0.02001244
06/10/2006,420.5,0.020882401
05/10/2006,411.81,-0.009401768
04/10/2006,415.7,0.028449963
03/10/2006,404.04,0.0064558
02/10/2006,401.44,-0.001145219
29/09/2006,401.9,-0.004171432
28/09/2006,403.58,0.001636702
27/09/2006,402.92,-0.009755693
26/09/2006,406.87,0.007128352
25/09/2006,403.98,0.000495197
22/09/2006,403.78,-0.007574392
21/09/2006,406.85,0.024508286
20/09/2006,397,-0.01700819
19/09/2006,403.81,-0.026586783
18/09/2006,414.69,0.011666819
15/09/2006,409.88,0.014499062
14/09/2006,403.98,-0.006390744
13/09/2006,406.57,0.036749411
12/09/2006,391.9,0.020129805
11/09/2006,384.09,0.016379609
08/09/2006,377.85,-0.001692361
07/09/2006,378.49,-0.004349953
06/09/2006,380.14,-0.011040007
05/09/2006,384.36,0.015099375
01/09/2006,378.6,0.000184909
31/08/2006,378.53,-0.005847662
30/08/2006,380.75,0.004738722
29/08/2006,378.95,-0.005263863
28/08/2006,380.95,0.020392905
25/08/2006,373.26,-0.001258384
24/08/2006,373.73,0.000803041
23/08/2006,373.43,-0.012930527
22/08/2006,378.29,0.00262047
21/08/2006,377.3,-0.015933869
18/08/2006,383.36,-0.006344605
17/08/2006,385.8,-0.004964329
16/08/2006,387.72,0.017562798
15/08/2006,380.97,0.030759355
14/08/2006,369.43,0.002520566
11/08/2006,368.5,-0.015349702
10/08/2006,374.2,-0.00729561
09/08/2006,376.94,-0.010713352
08/08/2006,381,0.008037463
07/08/2006,377.95,0.010907264
04/08/2006,373.85,-0.004110838
03/08/2006,375.39,0.021977131
02/08/2006,367.23,-0.022296747
01/08/2006,375.51,-0.029105465
31/07/2006,386.6,-0.003924003
28/07/2006,388.12,0.014847389
27/07/2006,382.4,-0.008074012
26/07/2006,385.5,-0.009963173
25/07/2006,389.36,-0.003947407
24/07/2006,390.9,0.002023022
21/07/2006,390.11,0.007694028
20/07/2006,387.12,-0.030226694
19/07/2006,399,-0.010099207
18/07/2006,403.05,-0.011936906
17/07/2006,407.89,0.010821043
14/07/2006,403.5,-0.013122934
13/07/2006,408.83,-0.020386141
12/07/2006,417.25,-0.017367776
11/07/2006,424.56,0.015093552
10/07/2006,418.2,-0.005365779
07/07/2006,420.45,-0.006495684
06/07/2006,423.19,0.004096377
05/07/2006,421.46,-0.004120007
03/07/2006,423.2,0.009186681
30/06/2006,419.33,0.003631416
29/06/2006,417.81,0.028402725
28/06/2006,406.11,0.009376267
27/06/2006,402.32,-0.004711492
26/06/2006,404.22,-0.001582044
23/06/2006,404.86,0.012201789
22/06/2006,399.95,-0.00543588
21/06/2006,402.13,0.037911546
20/06/2006,387.17,-0.002502226
19/06/2006,388.14,-0.006573903
16/06/2006,390.7,-0.000767558
15/06/2006,391,0.017049898
14/06/2006,384.39,-0.005525951
13/06/2006,386.52,0.012967919
12/06/2006,381.54,-0.01309727
09/06/2006,386.57,-0.017259715
08/06/2006,393.3,0.017414939
07/06/2006,386.51,-0.008963357
06/06/2006,389.99,0.040689521
05/06/2006,374.44,-0.013264905
02/06/2006,379.44,-0.008345848
01/06/2006,382.62,0.028632463
31/05/2006,371.82,-0.000322685
30/05/2006,371.94,-0.024985038
26/05/2006,381.35,-0.004291291
25/05/2006,382.99,0.004553551
24/05/2006,381.25,0.01498383
23/05/2006,375.58,0.012404215
22/05/2006,370.95,0.002510224
19/05/2006,370.02,-0.00261805
18/05/2006,370.99,-0.009416695
17/05/2006,374.5,0.008581442
16/05/2006,371.3,-0.013110556
15/05/2006,376.2,0.005517586
12/05/2006,374.13,-0.033821362
11/05/2006,387,-0.04046224
10/05/2006,402.98,-0.014339106
09/05/2006,408.8,0.034897391
08/05/2006,394.78,0.001216607
05/05/2006,394.3,-0.001140612
04/05/2006,394.75,0.001470365
03/05/2006,394.17,-0.001597019
02/05/2006,394.8,-0.010331451
01/05/2006,398.9,-0.046627123
28/04/2006,417.94,-0.004988256
27/04/2006,420.03,-0.014042784
26/04/2006,425.97,-0.002789729
25/04/2006,427.16,-0.030751795
24/04/2006,440.5,0.007748444
21/04/2006,437.1,0.051883482
20/04/2006,415,0.010902591
19/04/2006,410.5,0.015367168
18/04/2006,404.24,-0.006362066
17/04/2006,406.82,0.011520808
13/04/2006,402.16,-0.01674288
12/04/2006,408.95,-0.001734648
11/04/2006,409.66,-0.016270757
10/04/2006,416.38,0.024851134
07/04/2006,406.16,-0.012283904
06/04/2006,411.18,0.007788411
05/04/2006,407.99,0.008986556
04/04/2006,404.34,0.036878896
03/04/2006,389.7,-0.000769527
31/03/2006,390,0.004008021
30/03/2006,388.44,-0.016696413
29/03/2006,394.98,0.04605958
28/03/2006,377.2,0.020110734
27/03/2006,369.69,0.010578081
24/03/2006,365.8,0.067597688
23/03/2006,341.89,0.004896581
22/03/2006,340.22,0.000882171
21/03/2006,339.92,-0.024038012
20/03/2006,348.19,0.024420528
17/03/2006,339.79,0.003006369
16/03/2006,338.77,-0.016772679
15/03/2006,344.5,-0.01914787
14/03/2006,351.16,0.040981004
13/03/2006,337.06,-0.001304554
10/03/2006,337.5,-0.016164937
09/03/2006,343,-0.031227425
08/03/2006,353.88,-0.029431495
07/03/2006,364.45,-0.009965273
06/03/2006,368.1,-0.027015632
03/03/2006,378.18,0.004585036
02/03/2006,376.45,0.031435978
01/03/2006,364.8,0.005993804
28/02/2006,362.62,-0.07376517
27/02/2006,390.38,0.033814991
24/02/2006,377.4,-0.001773731
23/02/2006,378.07,0.033840445
22/02/2006,365.49,-0.003005138
21/02/2006,366.59,-0.00587485
17/02/2006,368.75,0.006229533
16/02/2006,366.46,0.067968144
15/02/2006,342.38,-0.002741726
14/02/2006,343.32,-0.00690839
13/02/2006,345.7,-0.04775653
10/02/2006,362.61,0.010646362
09/02/2006,358.77,-0.028331908
08/02/2006,369.08,0.003147899
07/02/2006,367.92,-0.045637518
06/02/2006,385.1,0.009261137
03/02/2006,381.55,-0.037273313
02/02/2006,396.04,-0.014389459
01/02/2006,401.78,-0.074047525
31/01/2006,432.66,0.013589821
30/01/2006,426.82,-0.015506349
27/01/2006,433.49,-0.001797733
26/01/2006,434.27,0.002928732
25/01/2006,433,-0.02289976
24/01/2006,443.03,0.035683199
23/01/2006,427.5,0.067840653
20/01/2006,399.46,-0.088560186
19/01/2006,436.45,-0.019198193
18/01/2006,444.91,-0.048692761
17/01/2006,467.11,0.001842805
13/01/2006,466.25,0.005635151
12/01/2006,463.63,-0.01710796
11/01/2006,471.63,0.003972854
10/01/2006,469.76,0.006106824
09/01/2006,466.9,0.002659348
06/01/2006,465.66,0.031456405
05/01/2006,451.24,0.013385886
04/01/2006,445.24,0.022738836
03/01/2006,435.23,0.047933513
30/12/2005,414.86,-0.012670676
29/12/2005,420.15,-0.015445964
28/12/2005,426.69,0.004816003
27/12/2005,424.64,-0.014703913
23/12/2005,430.93,-0.002572513
22/12/2005,432.04,0.013304482
21/12/2005,426.33,-0.00796668
20/12/2005,429.74,0.012032825
19/12/2005,424.6,-0.012986436
16/12/2005,430.15,0.017826202
15/12/2005,422.55,0.008532333
14/12/2005,418.96,0.003514858
13/12/2005,417.49,0.011757755
12/12/2005,412.61,0.008298803
09/12/2005,409.2,-0.003537236
08/12/2005,410.65,0.015781986
07/12/2005,404.22,-0.000791335
06/12/2005,404.54,-0.003233014
05/12/2005,405.85,-0.028779838
02/12/2005,417.7,0.00868013
01/12/2005,414.09,0.022418521
30/11/2005,404.91,0.003389205
29/11/2005,403.54,-0.048230672
28/11/2005,423.48,-0.012064458
25/11/2005,428.62,0.013529591
23/11/2005,422.86,0.015226725
22/11/2005,416.47,0.017219466
21/11/2005,409.36,0.022605555
18/11/2005,400.21,-0.008063155
17/11/2005,403.45,0.013223746
16/11/2005,398.15,0.013528242
15/11/2005,392.8,-0.010560135
14/11/2005,396.97,0.016688857
11/11/2005,390.4,-0.001791427
10/11/2005,391.1,0.031031377
09/11/2005,379.15,-0.027958391
08/11/2005,389.9,-0.013071415
07/11/2005,395.03,0.011713016
04/11/2005,390.43,0.011540868
03/11/2005,385.95,0.016379035
02/11/2005,379.68,0.000790451
01/11/2005,379.38,0.019268214
31/10/2005,372.14,0.038262394
28/10/2005,358.17,0.01436972
27/10/2005,353.06,-0.006718444
26/10/2005,355.44,0.024291078
25/10/2005,346.91,-0.005003173
24/10/2005,348.65,0.025417097
21/10/2005,339.9,0.114258803
20/10/2005,303.2,-0.017977278
19/10/2005,308.7,0.01771346
18/10/2005,303.28,-0.005655305
17/10/2005,305,0.029479461
14/10/2005,296.14,-0.004380208
13/10/2005,297.44,-0.011798068
12/10/2005,300.97,-0.016901254
11/10/2005,306.1,-0.014755031
10/10/2005,310.65,-0.007504365
07/10/2005,312.99,0.000767092
06/10/2005,312.75,0.006544148
05/10/2005,310.71,-0.000932911
04/10/2005,311,-0.024394552
03/10/2005,318.68,0.006990613
30/09/2005,316.46,0.021851112
29/09/2005,309.62,0.011760637
28/09/2005,306,-0.025616783
27/09/2005,313.94,-0.001082423
26/09/2005,314.28,-0.003430535
23/09/2005,315.36,0.012732928
22/09/2005,311.37,-0.001700708
21/09/2005,311.9,0.012875091
20/09/2005,307.91,0.013470859
19/09/2005,303.79,0.011887754
16/09/2005,300.2,-0.008028974
15/09/2005,302.62,-0.001254912
14/09/2005,303,-0.028244215
13/09/2005,311.68,0.006243785
12/09/2005,309.74,0.034988704
09/09/2005,299.09,0.012448014
08/09/2005,295.39,0.001761936
07/09/2005,294.87,0.026669164
06/09/2005,287.11,-0.004656343
02/09/2005,288.45,0.007656206
01/09/2005,286.25,0.000873744
31/08/2005,286,-0.004430729
30/08/2005,287.27,-0.004099221
29/08/2005,288.45,0.01702749
26/08/2005,283.58,0.003497186
25/08/2005,282.59,7.07764E-05
24/08/2005,282.57,0.01063783
23/08/2005,279.58,0.020123875
22/08/2005,274.01,-0.021625001
19/08/2005,280,3.57149E-05
18/08/2005,279.99,-0.018086108
17/08/2005,285.1,-0.001927289
16/08/2005,285.65,0.005793047
15/08/2005,284,-0.019940701
12/08/2005,289.72,0.01976466
11/08/2005,284.05,-0.005722024
10/08/2005,285.68,-0.020407811
09/08/2005,291.57,0.001098109
08/08/2005,291.25,-0.00376971
05/08/2005,292.35,-0.018235321
04/08/2005,297.73,0.001445306
03/08/2005,297.3,-0.006337093
02/08/2005,299.19,0.02566153
01/08/2005,291.61,0.013290494
29/07/2005,287.76,-0.01975084
28/07/2005,293.5,-0.011618782
27/07/2005,296.93,0.002832959
26/07/2005,296.09,0.000810893
25/07/2005,295.85,-0.021898075
22/07/2005,302.4,-0.037451241
21/07/2005,313.94,0.006198697
20/07/2005,312,0.006753523
19/07/2005,309.9,0.0340017
18/07/2005,299.54,-0.00549333
15/07/2005,301.19,0.000996545
14/07/2005,300.89,0.006769513
13/07/2005,298.86,0.023975143
12/07/2005,291.78,-0.005366342
11/07/2005,293.35,-0.009769744
08/07/2005,296.23,0.002331988
07/07/2005,295.54,0.013695577
06/07/2005,291.52,-0.01427063
05/07/2005,295.71,0.015197239
01/07/2005,291.25,-0.009907836
30/06/2005,294.15,0.004873321
29/06/2005,292.72,-0.031210497
28/06/2005,302,-0.006929577
27/06/2005,304.1,0.022783059
24/06/2005,297.25,0.025693113
23/06/2005,289.71,0.001416211
22/06/2005,289.3,0.005059442
21/06/2005,287.84,0.003968397
20/06/2005,286.7,0.022575915
17/06/2005,280.3,0.010255765
16/06/2005,277.44,0.009561133
15/06/2005,274.8,-0.012835754
14/06/2005,278.35,-0.0156838
13/06/2005,282.75,0.000884564
10/06/2005,282.5,-0.013396589
09/06/2005,286.31,0.023858201
08/06/2005,279.56,-0.047365143
07/06/2005,293.12,0.007465021
06/06/2005,290.94,0.037399317
03/06/2005,280.26,-0.026895454
02/06/2005,287.9,-0.000347283
01/06/2005,288,0.037968719
31/05/2005,277.27,0.041495452
27/05/2005,266,0.025896344
26/05/2005,259.2,-0.006192208
25/05/2005,260.81,0.018614728
24/05/2005,256,0.002150749
23/05/2005,255.45,0.05570184
20/05/2005,241.61,0.010108449
19/05/2005,239.18,8.36225E-05
18/05/2005,239.16,0.025536546
17/05/2005,233.13,0.008962101
16/05/2005,231.05,0.007864648
13/05/2005,229.24,0.002270942
12/05/2005,228.72,-0.011173786
11/05/2005,231.29,0.015204283
10/05/2005,227.8,0.00784456
09/05/2005,226.02,-0.008809853
06/05/2005,228.02,0.004571437
05/05/2005,226.98,-0.006674302
04/05/2005,228.5,0.010160856
03/05/2005,226.19,0.017392518
02/05/2005,222.29,0.010355289
29/04/2005,220,0.00250313
28/04/2005,219.45,-0.00150263
27/04/2005,219.78,0.004697521
26/04/2005,218.75,-0.021616108
25/04/2005,223.53,0.035147242
22/04/2005,215.81,0.055200547
21/04/2005,204.22,0.03042589
20/04/2005,198.1,0.034406475
19/04/2005,191.4,0.023417303
18/04/2005,186.97,0.010592351
15/04/2005,185,-0.034270853
14/04/2005,191.45,-0.007700751
13/04/2005,192.93,-0.005324523
12/04/2005,193.96,0.003770763
11/04/2005,193.23,0.006125434
08/04/2005,192.05,-0.008864525
07/04/2005,193.76,0.023709921
06/04/2005,189.22,0.003441069
05/04/2005,188.57,0.017547125
04/04/2005,185.29,0.028743117
01/04/2005,180.04,-0.002607129
31/03/2005,180.51,0.000332447
30/03/2005,180.45,0.004888627
29/03/2005,179.57,-0.010249681
28/03/2005,181.42,0.012033306
24/03/2005,179.25,0.001507412
23/03/2005,178.98,0.002125399
22/03/2005,178.6,-0.01268516
21/03/2005,180.88,0.00465478
18/03/2005,180.04,0.004174442
17/03/2005,179.29,0.020795925
16/03/2005,175.6,-0.016995977
15/03/2005,178.61,0.020475828
14/03/2005,174.99,-0.015930494
11/03/2005,177.8,-0.012186411
10/03/2005,179.98,-0.007583132
09/03/2005,181.35,-0.021007456
08/03/2005,185.2,-0.019304896
07/03/2005,188.81,0.015532324
04/03/2005,185.9,-0.005953197
03/03/2005,187.01,0.009833766
02/03/2005,185.18,-0.004740877
01/03/2005,186.06,-0.010319568
28/02/2005,187.99,0.011341265
25/02/2005,185.87,-0.01611733
24/02/2005,188.89,-0.026435559
23/02/2005,193.95,0.013391667
22/02/2005,191.37,-0.033805747
18/02/2005,197.95,0.000252621
17/02/2005,197.9,-0.002573744
16/02/2005,198.41,0.016157246
15/02/2005,195.23,0.011539977
14/02/2005,192.99,0.029393004
11/02/2005,187.4,-0.003090204
10/02/2005,187.98,-0.018969902
09/02/2005,191.58,-0.036188665
08/02/2005,198.64,0.013226432
07/02/2005,196.03,-0.041615436
04/02/2005,204.36,-0.031311262
03/02/2005,210.86,0.023512431
02/02/2005,205.96,0.070707572
01/02/2005,191.9,-0.019199599
31/01/2005,195.62,0.027362055
28/01/2005,190.34,0.011944542
27/01/2005,188.08,-0.006148647
26/01/2005,189.24,0.066188582
25/01/2005,177.12,-0.020121403
24/01/2005,180.72,-0.040981344
21/01/2005,188.28,-0.029515486
20/01/2005,193.92,-0.01727971
19/01/2005,197.3,-0.032904265
18/01/2005,203.9,0.019462322
14/01/2005,199.97,0.023476919
13/01/2005,195.33,-0.000255944
12/01/2005,195.38,0.009462171
11/01/2005,193.54,-0.007822994
10/01/2005,195.06,0.006222539
07/01/2005,193.85,0.02772144
06/01/2005,188.55,-0.025965967
05/01/2005,193.51,-0.005102972
04/01/2005,194.5,-0.041344223
03/01/2005,202.71,0.050174873
31/12/2004,192.79,-0.024643272
30/12/2004,197.6,0.024072865
29/12/2004,192.9,0.000726028
28/12/2004,192.76,0.00441938
27/12/2004,191.91,0.021116606
23/12/2004,187.9,0.008551629
22/12/2004,186.3,0.01378214
21/12/2004,183.75,-0.006887789
20/12/2004,185.02,0.027062731
17/12/2004,180.08,0.020250306
16/12/2004,176.47,-0.018582991
15/12/2004,179.78,0.00608142
14/12/2004,178.69,0.047210462
13/12/2004,170.45,-0.007015521
10/12/2004,171.65,-0.01031654
09/12/2004,173.43,0.020093277
