Date,Close,DOW
23/03/2007,45.7,0.006806481
22/03/2007,45.39,-0.005492709
21/03/2007,45.64,0.000876808
20/03/2007,45.6,0.007926065
19/03/2007,45.24,-0.000221019
16/03/2007,45.25,-0.012081421
15/03/2007,45.8,0.054285586
14/03/2007,43.38,0.010194713
13/03/2007,42.94,-0.021882711
12/03/2007,43.89,0.020486388
09/03/2007,43,0.007001195
08/03/2007,42.7,0.014388737
07/03/2007,42.09,-0.007809766
06/03/2007,42.42,0.015681006
05/03/2007,41.76,-0.014265577
02/03/2007,42.36,-0.018477897
01/03/2007,43.15,-0.014494675
28/02/2007,43.78,0.002744741
27/02/2007,43.66,-0.030007892
26/02/2007,44.99,0.034829391
23/02/2007,43.45,0.010410736
22/02/2007,43,-0.000232531
21/02/2007,43.01,-0.008565859
20/02/2007,43.38,-0.00138217
16/02/2007,43.44,-0.00229938
15/02/2007,43.54,0.013177858
14/02/2007,42.97,0.006303278
13/02/2007,42.7,0.009411834
12/02/2007,42.3,0.006641391
09/02/2007,42.02,0.009564874
08/02/2007,41.62,-0.005271999
07/02/2007,41.84,0.001913876
06/02/2007,41.76,0.012287831
05/02/2007,41.25,-0.005801322
02/02/2007,41.49,-0.003368627
01/02/2007,41.63,0.002164243
31/01/2007,41.54,0.007248159
30/01/2007,41.24,-0.003389013
29/01/2007,41.38,-0.007703456
26/01/2007,41.7,-0.005738897
25/01/2007,41.94,-0.002857145
24/01/2007,42.06,0.017024749
23/01/2007,41.35,-0.008908209
22/01/2007,41.72,-0.008591938
19/01/2007,42.08,0.027464988
18/01/2007,40.94,0.004651741
17/01/2007,40.75,0.004180505
16/01/2007,40.58,0.00345594
12/01/2007,40.44,0.010190221
11/01/2007,40.03,0.014595126
10/01/2007,39.45,0.00152207
09/01/2007,39.39,-0.002535498
08/01/2007,39.49,-0.00555557
05/01/2007,39.71,-0.009523882
04/01/2007,40.09,-0.004479848
03/01/2007,40.27,0.009230451
29/12/2006,39.9,-0.003003005
28/12/2006,40.02,-0.002994014
27/12/2006,40.14,-0.002985077
26/12/2006,40.26,0.006478966
22/12/2006,40,-0.001498876
21/12/2006,40.06,-0.008946382
20/12/2006,40.42,0.004214708
19/12/2006,40.25,0.004232547
18/12/2006,40.08,-0.001246728
15/12/2006,40.13,0.002744855
14/12/2006,40.02,0.005512417
13/12/2006,39.8,0.000502639
12/12/2006,39.78,-0.008261406
11/12/2006,40.11,0.004998761
08/12/2006,39.91,-0.002002504
07/12/2006,39.99,-0.006232103
06/12/2006,40.24,0.008986581
05/12/2006,39.88,0.002008033
04/12/2006,39.8,0.002515725
01/12/2006,39.7,-0.007778235
30/11/2006,40.01,-0.004737573
29/11/2006,40.2,0.013776048
28/11/2006,39.65,0.007594973
27/11/2006,39.35,-0.01813195
24/11/2006,40.07,-0.000499002
22/11/2006,40.09,0.00024947
21/11/2006,40.08,-0.02342605
20/11/2006,41.03,-0.003649195
17/11/2006,41.18,-0.00653518
16/11/2006,41.45,0.00241546
15/11/2006,41.35,0.003391476
14/11/2006,41.21,0.005108879
13/11/2006,41,0.004644917
10/11/2006,40.81,0.001962228
09/11/2006,40.73,-0.004165141
08/11/2006,40.9,0.001712958
07/11/2006,40.83,-0.00950647
06/11/2006,41.22,0.014909234
03/11/2006,40.61,-0.005647652
02/11/2006,40.84,0.00490919
01/11/2006,40.64,-0.00368415
31/10/2006,40.79,-0.009758555
30/10/2006,41.19,0.005599528
27/10/2006,40.96,0.005876608
26/10/2006,40.72,0.014096932
25/10/2006,40.15,-0.01924085
24/10/2006,40.93,0.026489976
23/10/2006,39.86,0.001506402
20/10/2006,39.8,0.003523789
19/10/2006,39.66,0.00353625
18/10/2006,39.52,0.007620052
17/10/2006,39.22,-0.010147221
16/10/2006,39.62,0.003033369
13/10/2006,39.5,0.003804697
12/10/2006,39.35,0.008934329
11/10/2006,39,-0.007153837
10/10/2006,39.28,-0.002796493
09/10/2006,39.39,0.011746815
06/10/2006,38.93,0.007477152
05/10/2006,38.64,0.004669269
04/10/2006,38.46,-0.00389257
03/10/2006,38.61,-0.00439334
02/10/2006,38.78,-0.005144044
29/09/2006,38.98,-0.005883122
28/09/2006,39.21,0.00025507
27/09/2006,39.2,-0.012674441
26/09/2006,39.7,0.015484508
25/09/2006,39.09,0.014689093
22/09/2006,38.52,0.00625002
21/09/2006,38.28,-0.016066684
20/09/2006,38.9,0.010595783
19/09/2006,38.49,-0.006732289
18/09/2006,38.75,0.004655984
15/09/2006,38.57,-0.003106396
14/09/2006,38.69,0.014317569
13/09/2006,38.14,0.013196285
12/09/2006,37.64,0.020126803
11/09/2006,36.89,-0.015333185
08/09/2006,37.46,0.01479118
07/09/2006,36.91,-0.012118096
06/09/2006,37.36,-0.019351167
05/09/2006,38.09,-0.00758471
01/09/2006,38.38,0.006535117
31/08/2006,38.13,0.006050262
30/08/2006,37.9,0.009011458
29/08/2006,37.56,0.021257359
28/08/2006,36.77,-0.002715917
25/08/2006,36.87,0.003804352
24/08/2006,36.73,-0.011100696
23/08/2006,37.14,-0.006708733
22/08/2006,37.39,0.008595272
21/08/2006,37.07,-0.016321433
18/08/2006,37.68,0.000530926
17/08/2006,37.66,-0.001326788
16/08/2006,37.71,0.021442794
15/08/2006,36.91,0.017215892
14/08/2006,36.28,0.007192285
11/08/2006,36.02,-0.008018846
10/08/2006,36.31,0.004416237
09/08/2006,36.15,0.007775657
08/08/2006,35.87,-0.004728141
07/08/2006,36.04,0.002500349
04/08/2006,35.95,0.0039019
03/08/2006,35.81,0.022593449
02/08/2006,35.01,0.021363399
01/08/2006,34.27,-0.009005144
31/07/2006,34.58,0.016032992
28/07/2006,34.03,0.014503732
27/07/2006,33.54,-0.105718233
26/07/2006,37.28,-0.008281068
25/07/2006,37.59,0.004532737
24/07/2006,37.42,0.024345265
21/07/2006,36.52,-0.013057857
20/07/2006,37,-0.005390849
19/07/2006,37.2,0.025593556
18/07/2006,36.26,-0.008239541
17/07/2006,36.56,-0.00952777
14/07/2006,36.91,0.003256448
13/07/2006,36.79,-0.022575535
12/07/2006,37.63,-0.016341956
11/07/2006,38.25,0.005505323
10/07/2006,38.04,0.004743092
07/07/2006,37.86,-0.013380758
06/07/2006,38.37,-0.009338589
05/07/2006,38.73,-0.018926396
03/07/2006,39.47,0.011210308
30/06/2006,39.03,0.007716088
29/06/2006,38.73,0.025629018
28/06/2006,37.75,-0.007915609
27/06/2006,38.05,-0.014869193
26/06/2006,38.62,0.010934761
23/06/2006,38.2,0.009468771
22/06/2006,37.84,-0.010253804
21/06/2006,38.23,0.01157603
20/06/2006,37.79,0.003711563
19/06/2006,37.65,-0.009253205
16/06/2006,38,-0.006818804
15/06/2006,38.26,0.019264351
14/06/2006,37.53,0.010446057
13/06/2006,37.14,-0.019992669
12/06/2006,37.89,-0.008933323
09/06/2006,38.23,-0.011443558
08/06/2006,38.67,-0.010546722
07/06/2006,39.08,-0.012713113
06/06/2006,39.58,-0.013551023
05/06/2006,40.12,-0.01778703
02/06/2006,40.84,0.016043785
01/06/2006,40.19,0.007994047
31/05/2006,39.87,0.008564284
30/05/2006,39.53,-0.017801648
26/05/2006,40.24,0.013006687
25/05/2006,39.72,0.008089023
24/05/2006,39.4,-0.010603482
23/05/2006,39.82,-0.007505664
22/05/2006,40.12,-0.022672238
19/05/2006,41.04,0.011764842
18/05/2006,40.56,-0.00736923
17/05/2006,40.86,-0.012404391
16/05/2006,41.37,0.010937039
15/05/2006,40.92,-0.00487568
12/05/2006,41.12,-0.013046815
11/05/2006,41.66,-0.014299576
10/05/2006,42.26,-0.016195636
09/05/2006,42.95,0.002097658
08/05/2006,42.86,0.009141046
05/05/2006,42.47,0.000471032
04/05/2006,42.45,0.005906692
03/05/2006,42.2,0.009523882
02/05/2006,41.8,0.002874942
01/05/2006,41.68,0.026007056
28/04/2006,40.61,-0.019266539
27/04/2006,41.4,-0.004819286
26/04/2006,41.6,0.009661911
25/04/2006,41.2,0.000728421
24/04/2006,41.17,0.001458435
21/04/2006,41.11,0.004876869
20/04/2006,40.91,0.008592173
19/04/2006,40.56,0.017659954
18/04/2006,39.85,-0.00075254
17/04/2006,39.88,-0.003254478
13/04/2006,40.01,0.009038475
12/04/2006,39.65,0.004550058
11/04/2006,39.47,-0.010835434
10/04/2006,39.9,-0.006495151
07/04/2006,40.16,-0.01654563
06/04/2006,40.83,-0.003422986
05/04/2006,40.97,0.006120719
04/04/2006,40.72,0.001966569
03/04/2006,40.64,0.000984737
31/03/2006,40.6,-0.012240055
30/03/2006,41.1,-0.002187387
29/03/2006,41.19,-0.011825889
28/03/2006,41.68,-0.013109472
27/03/2006,42.23,-0.000473485
24/03/2006,42.25,-0.005193591
23/03/2006,42.47,-0.006805142
22/03/2006,42.76,0.003044855
21/03/2006,42.63,-0.011196758
20/03/2006,43.11,-0.013135343
17/03/2006,43.68,-0.003884387
16/03/2006,43.85,0.005029732
15/03/2006,43.63,0.011526176
14/03/2006,43.13,0.012599327
13/03/2006,42.59,-0.004684946
10/03/2006,42.79,0.005154651
09/03/2006,42.57,0
08/03/2006,42.57,-0.005388323
07/03/2006,42.8,-0.006056389
06/03/2006,43.06,-0.014066876
03/03/2006,43.67,-0.000457875
02/03/2006,43.69,-0.006160887
01/03/2006,43.96,0.021382583
28/02/2006,43.03,-0.012471293
27/02/2006,43.57,0.003218394
24/02/2006,43.43,0.003228785
23/02/2006,43.29,0.002544236
22/02/2006,43.18,-0.007383513
21/02/2006,43.5,-0.006872879
17/02/2006,43.8,-0.004101168
16/02/2006,43.98,0.013045156
15/02/2006,43.41,0.013684546
14/02/2006,42.82,0.017432715
13/02/2006,42.08,0.001664883
10/02/2006,42.01,0.014626804
09/02/2006,41.4,0.017790161
08/02/2006,40.67,-0.00196512
07/02/2006,40.75,-0.007091361
06/02/2006,41.04,-0.006315299
03/02/2006,41.3,-0.01370708
02/02/2006,41.87,-0.010690208
01/02/2006,42.32,0.000472701
31/01/2006,42.3,-0.004246291
30/01/2006,42.48,0.007087202
27/01/2006,42.18,-0.021112677
26/01/2006,43.08,-0.005324703
25/01/2006,43.31,0.017938745
24/01/2006,42.54,0.002589151
23/01/2006,42.43,0.013286079
20/01/2006,41.87,-0.014934496
19/01/2006,42.5,0.005189915
18/01/2006,42.28,-0.007774807
17/01/2006,42.61,-0.013056842
13/01/2006,43.17,-0.004391548
12/01/2006,43.36,-0.01805557
11/01/2006,44.15,-0.009692401
10/01/2006,44.58,0.000673174
09/01/2006,44.55,-0.008493569
06/01/2006,44.93,0.008044736
05/01/2006,44.57,0.02591054
04/01/2006,43.43,-0.011447011
03/01/2006,43.93,0.002507124
30/12/2005,43.82,-0.007955491
29/12/2005,44.17,-0.00113135
28/12/2005,44.22,0.000452386
27/12/2005,44.2,-0.00900907
23/12/2005,44.6,0.011047345
22/12/2005,44.11,0.008880851
21/12/2005,43.72,0.01080843
20/12/2005,43.25,-0.008747754
19/12/2005,43.63,-0.002060676
16/12/2005,43.72,-0.019479665
15/12/2005,44.58,-0.010043606
14/12/2005,45.03,-0.001553312
13/12/2005,45.1,0.00801429
12/12/2005,44.74,0.002461677
09/12/2005,44.63,0.00067242
08/12/2005,44.6,-0.002910558
07/12/2005,44.73,-0.006462418
06/12/2005,45.02,0.014994127
05/12/2005,44.35,-0.004274953
02/12/2005,44.54,-0.008940605
01/12/2005,44.94,-0.006874403
30/11/2005,45.25,-0.021642554
29/11/2005,46.24,0.014815086
28/11/2005,45.56,-0.00634506
25/11/2005,45.85,-0.000218079
23/11/2005,45.86,-0.008251947
22/11/2005,46.24,0.012622583
21/11/2005,45.66,-0.014998651
18/11/2005,46.35,0.011937201
17/11/2005,45.8,0.020737562
16/11/2005,44.86,-0.030514935
15/11/2005,46.25,-0.007539077
14/11/2005,46.6,-0.012793351
11/11/2005,47.2,0.006589459
10/11/2005,46.89,0.029432984
09/11/2005,45.53,0.000659123
08/11/2005,45.5,0.003081667
07/11/2005,45.36,-0.00374079
04/11/2005,45.53,0.006389798
03/11/2005,45.24,-0.001987414
02/11/2005,45.33,-0.001322752
01/11/2005,45.39,-0.010301461
31/10/2005,45.86,0.000436205
28/10/2005,45.84,0.014059986
27/10/2005,45.2,0.007773498
26/10/2005,44.85,0.021637085
25/10/2005,43.89,-0.009298173
24/10/2005,44.3,0.020525236
21/10/2005,43.4,0.019779586
20/10/2005,42.55,-0.000939629
19/10/2005,42.59,0.000469704
18/10/2005,42.57,-0.01492217
17/10/2005,43.21,0.004406826
14/10/2005,43.02,0.01169057
13/10/2005,42.52,0.002826191
12/10/2005,42.4,-0.001178551
11/10/2005,42.45,0.004722559
10/10/2005,42.25,0.005696669
07/10/2005,42.01,0.019712177
06/10/2005,41.19,-0.003635046
05/10/2005,41.34,-0.016077131
04/10/2005,42.01,-0.003801383
03/10/2005,42.17,0.011927622
30/09/2005,41.67,0.016941354
29/09/2005,40.97,-0.011406506
28/09/2005,41.44,-0.004814646
27/09/2005,41.64,-0.008846441
26/09/2005,42.01,0.005489929
23/09/2005,41.78,0.009136875
22/09/2005,41.4,0.018774171
21/09/2005,40.63,-0.039334302
20/09/2005,42.26,-0.020609629
19/09/2005,43.14,-0.015411461
16/09/2005,43.81,0.006641499
15/09/2005,43.52,-0.016408755
14/09/2005,44.24,-0.000226014
13/09/2005,44.25,-0.016140229
12/09/2005,44.97,0.00200334
09/09/2005,44.88,0.004690126
08/09/2005,44.67,0.001568276
07/09/2005,44.6,0.032124872
06/09/2005,43.19,-0.000462963
02/09/2005,43.21,0.003709719
01/09/2005,43.05,-0.003478264
31/08/2005,43.2,-0.009445987
30/08/2005,43.61,-0.012079919
29/08/2005,44.14,0.006819758
26/08/2005,43.84,-0.018979332
25/08/2005,44.68,-0.021258551
24/08/2005,45.64,-0.010028425
23/08/2005,46.1,-0.014429022
22/08/2005,46.77,-0.006606311
19/08/2005,47.08,0.001700681
18/08/2005,47,-0.010371561
17/08/2005,47.49,0.003586123
16/08/2005,47.32,-0.022773365
15/08/2005,48.41,0.001240182
12/08/2005,48.35,-0.016207145
11/08/2005,49.14,0.020559935
10/08/2005,48.14,0
09/08/2005,48.14,0.011911122
08/08/2005,47.57,0.007384779
05/08/2005,47.22,0.001271456
04/08/2005,47.16,-0.01702974
03/08/2005,47.97,0.000208485
02/08/2005,47.96,0.007954825
01/08/2005,47.58,-0.007746296
29/07/2005,47.95,-0.009960655
28/07/2005,48.43,0.017076633
27/07/2005,47.61,0.01246978
26/07/2005,47.02,-0.018751208
25/07/2005,47.91,-0.01429928
22/07/2005,48.6,0.003710579
21/07/2005,48.42,-0.008431927
20/07/2005,48.83,0.015478588
19/07/2005,48.08,0.019108193
18/07/2005,47.17,-0.007392578
15/07/2005,47.52,0.003583855
14/07/2005,47.35,0.020482901
13/07/2005,46.39,-0.004731192
12/07/2005,46.61,0.004731192
11/07/2005,46.39,0.013892127
08/07/2005,45.75,0.026130805
07/07/2005,44.57,-0.000224341
06/07/2005,44.58,-0.00134499
05/07/2005,44.64,-0.001119445
01/07/2005,44.69,0.003586644
30/06/2005,44.53,-0.014933968
29/06/2005,45.2,0.013139038
28/06/2005,44.61,0.016499414
27/06/2005,43.88,0.004797268
24/06/2005,43.67,-0.017253549
23/06/2005,44.43,-0.020936177
22/06/2005,45.37,0.003311627
21/06/2005,45.22,-0.019490379
20/06/2005,46.11,-0.021243155
17/06/2005,47.1,-0.015170961
16/06/2005,47.82,0.016870919
15/06/2005,47.02,0.012411886
14/06/2005,46.44,0.01344048
13/06/2005,45.82,0.008988332
10/06/2005,45.41,0.004635258
09/06/2005,45.2,-0.007274363
08/06/2005,45.53,-0.001536267
07/06/2005,45.6,0.012578782
06/06/2005,45.03,-0.005978098
03/06/2005,45.3,-0.003965636
02/06/2005,45.48,-0.012237915
01/06/2005,46.04,0.016424326
31/05/2005,45.29,-0.012943035
27/05/2005,45.88,-0.002612104
26/05/2005,46,0.003702498
25/05/2005,45.83,-0.013222258
24/05/2005,46.44,0.004099693
23/05/2005,46.25,0.006290011
20/05/2005,45.96,-0.009958948
19/05/2005,46.42,0.007134394
18/05/2005,46.09,0.024155764
17/05/2005,44.99,0.023842785
16/05/2005,43.93,-0.025619379
13/05/2005,45.07,-0.023680124
12/05/2005,46.15,-0.037009753
11/05/2005,47.89,-0.003335421
10/05/2005,48.05,-0.014052721
09/05/2005,48.73,-0.001845208
06/05/2005,48.82,-0.003884294
05/05/2005,49.01,0.00326998
04/05/2005,48.85,0.029710298
03/05/2005,47.42,0.008471038
02/05/2005,47.02,0.023454545
29/04/2005,45.93,0.026697669
28/04/2005,44.72,-0.001117443
27/04/2005,44.77,-0.015514496
26/04/2005,45.47,-0.017657134
25/04/2005,46.28,0.020740837
22/04/2005,45.33,-0.00987825
21/04/2005,45.78,0.022085703
20/04/2005,44.78,-0.017049013
19/04/2005,45.55,0.014595571
18/04/2005,44.89,0.013230376
15/04/2005,44.3,-0.021880757
14/04/2005,45.28,-0.033658589
13/04/2005,46.83,-0.029871805
12/04/2005,48.25,-0.012358551
11/04/2005,48.85,-0.00428966
08/04/2005,49.06,-0.024563345
07/04/2005,50.28,0.004984558
06/04/2005,50.03,0.002601823
05/04/2005,49.9,0.01290861
04/04/2005,49.26,0.002439026
01/04/2005,49.14,-0.014345129
31/03/2005,49.85,0.016586141
30/03/2005,49.03,-0.002444491
29/03/2005,49.15,-0.038907651
28/03/2005,51.1,-0.006437163
24/03/2005,51.43,-0.008518929
23/03/2005,51.87,-0.0078733
22/03/2005,52.28,0.006909816
21/03/2005,51.92,-0.010918603
18/03/2005,52.49,0.003243968
17/03/2005,52.32,0.013082141
16/03/2005,51.64,-0.034637145
15/03/2005,53.46,-0.002801907
14/03/2005,53.61,-0.017931897
11/03/2005,54.58,-0.006210066
10/03/2005,54.92,-0.019295522
09/03/2005,55.99,0.007889587
08/03/2005,55.55,0.001801802
07/03/2005,55.45,-0.017341992
04/03/2005,56.42,0.02931601
03/03/2005,54.79,0.003473813
02/03/2005,54.6,-0.011653446
01/03/2005,55.24,0.001630583
28/02/2005,55.15,-0.019571502
25/02/2005,56.24,0.015048654
24/02/2005,55.4,0.01913498
23/02/2005,54.35,0.028933423
22/02/2005,52.8,-0.015783868
18/02/2005,53.64,0.001679262
17/02/2005,53.55,-0.00595794
16/02/2005,53.87,0.006144699
15/02/2005,53.54,0.023432667
14/02/2005,52.3,0.012506176
11/02/2005,51.65,0.001356195
10/02/2005,51.58,0.025526617
09/02/2005,50.28,-0.015785647
08/02/2005,51.08,-0.009934824
07/02/2005,51.59,-0.002710029
04/02/2005,51.73,0.011275392
03/02/2005,51.15,-0.00740167
02/02/2005,51.53,0.013874184
01/02/2005,50.82,0.022285045
31/01/2005,49.7,0.010517896
28/01/2005,49.18,0.01268689
27/01/2005,48.56,-0.003699901
26/01/2005,48.74,0.0006157
25/01/2005,48.71,0.011978665
24/01/2005,48.13,-0.014234382
21/01/2005,48.82,-0.006329781
20/01/2005,49.13,-0.00284553
19/01/2005,49.27,-0.014107449
18/01/2005,49.97,0.003608665
14/01/2005,49.79,0.028314347
13/01/2005,48.4,0.001033592
12/01/2005,48.35,0.013534824
11/01/2005,47.7,-0.020747632
10/01/2005,48.7,0.014686374
07/01/2005,47.99,-0.009539682
06/01/2005,48.45,0.011416834
05/01/2005,47.9,-0.010177676
04/01/2005,48.39,-0.021871081
03/01/2005,49.46,-0.001010407
31/12/2004,49.51,-0.007846333
30/12/2004,49.9,-0.002002003
29/12/2004,50,-0.004191205
28/12/2004,50.21,-0.006748735
27/12/2004,50.55,-0.004342683
23/12/2004,50.77,0.000591075
22/12/2004,50.74,0.006524986
21/12/2004,50.41,0.007167062
20/12/2004,50.05,0.010847836
17/12/2004,49.51,0.004859293
16/12/2004,49.27,-0.007884404
15/12/2004,49.66,0.013379482
14/12/2004,49,-0.006306602
