Date,Close,CL
20/02/2008,76.02,0.014575586
19/02/2008,74.92,-0.005324826
15/02/2008,75.32,-0.011746984
14/02/2008,76.21,-0.011740286
13/02/2008,77.11,0.005070543
12/02/2008,76.72,0.014573881
11/02/2008,75.61,0.017208455
08/02/2008,74.32,-0.017340704
07/02/2008,75.62,0.01545873
06/02/2008,74.46,-0.005491208
05/02/2008,74.87,0.002540958
04/02/2008,74.68,-0.009860173
01/02/2008,75.42,-0.014218249
31/01/2008,76.5,0.040005335
30/01/2008,73.5,-0.007320081
29/01/2008,74.04,-0.003774607
28/01/2008,74.32,0.007699099
25/01/2008,73.75,-0.009581073
24/01/2008,74.46,-0.012279919
23/01/2008,75.38,0.005720763
22/01/2008,74.95,-0.026984197
18/01/2008,77,-0.003759159
17/01/2008,77.29,-0.018205631
16/01/2008,78.71,0.000889736
15/01/2008,78.64,-0.009239987
14/01/2008,79.37,-0.000503842
11/01/2008,79.41,-0.018589519
10/01/2008,80.9,-0.000988387
09/01/2008,80.98,0.012425607
08/01/2008,79.98,0.000125039
07/01/2008,79.97,0.014992407
04/01/2008,78.78,0.011361583
03/01/2008,77.89,0.007086289
02/01/2008,77.34,-0.007984588
31/12/2007,77.96,-0.009955411
28/12/2007,78.74,0.00292528
27/12/2007,78.51,-0.006095257
26/12/2007,78.99,0.006732321
24/12/2007,78.46,-0.003435336
21/12/2007,78.73,0.004583076
20/12/2007,78.37,0.005245326
19/12/2007,77.96,0.002054443
18/12/2007,77.8,-0.016065627
17/12/2007,79.06,-0.019787746
14/12/2007,80.64,0.003105014
13/12/2007,80.39,0.007366286
12/12/2007,79.8,0.009442941
11/12/2007,79.05,0.002406435
10/12/2007,78.86,-0.011974681
07/12/2007,79.81,0.004143392
06/12/2007,79.48,0.003276625
05/12/2007,79.22,0.002274739
04/12/2007,79.04,-0.012697386
03/12/2007,80.05,-0.000374696
30/11/2007,80.08,-0.000873744
29/11/2007,80.15,0.005128537
28/11/2007,79.74,0.007426556
27/11/2007,79.15,0.011819417
26/11/2007,78.22,-0.009922483
23/11/2007,79,0.012354484
21/11/2007,78.03,-0.010707559
20/11/2007,78.87,0.017652032
19/11/2007,77.49,-0.016764101
16/11/2007,78.8,0.011487044
15/11/2007,77.9,-0.002820153
14/11/2007,78.12,0.00796817
13/11/2007,77.5,0.009333747
12/11/2007,76.78,0.003522738
09/11/2007,76.51,0.006424988
08/11/2007,76.02,0.00925076
07/11/2007,75.32,-0.002651818
06/11/2007,75.52,0.001988204
05/11/2007,75.37,0.008661524
02/11/2007,74.72,0.002680248
01/11/2007,74.52,-0.02321213
31/10/2007,76.27,0.013330891
30/10/2007,75.26,0.013376336
29/10/2007,74.26,0.00418326
26/10/2007,73.95,0.003522084
25/10/2007,73.69,-0.000542667
24/10/2007,73.73,0.007077748
23/10/2007,73.21,0.005753441
22/10/2007,72.79,0.013137159
19/10/2007,71.84,-0.014098368
18/10/2007,72.86,0.000137259
17/10/2007,72.85,-0.006021641
16/10/2007,73.29,-0.005035737
15/10/2007,73.66,-0.009189254
12/10/2007,74.34,0.010004139
11/10/2007,73.6,0.011341243
10/10/2007,72.77,-0.001236009
09/10/2007,72.86,0.011873673
08/10/2007,72,-0.001803927
05/10/2007,72.13,0.005700398
04/10/2007,71.72,0.004751931
03/10/2007,71.38,-0.012944714
02/10/2007,72.31,0.010426174
01/10/2007,71.56,0.003359466
28/09/2007,71.32,-0.003638912
27/09/2007,71.58,-0.000558659
26/09/2007,71.62,0.012928792
25/09/2007,70.7,0.014675764
24/09/2007,69.67,-0.002580277
21/09/2007,69.85,-0.000715564
20/09/2007,69.9,0.000143072
19/09/2007,69.89,0.011223139
18/09/2007,69.11,0.012668535
17/09/2007,68.24,0.003082119
14/09/2007,68.03,0.006340801
13/09/2007,67.6,-0.008103175
12/09/2007,68.15,0.012402344
11/09/2007,67.31,0.009253797
10/09/2007,66.69,0.019074148
07/09/2007,65.43,-0.008673873
06/09/2007,66,0.009591304
05/09/2007,65.37,-0.007923247
04/09/2007,65.89,-0.006504826
31/08/2007,66.32,0.005897938
30/08/2007,65.93,-0.008307577
29/08/2007,66.48,0.017296744
28/08/2007,65.34,-0.013529126
27/08/2007,66.23,-0.018401297
24/08/2007,67.46,0.011629772
23/08/2007,66.68,-0.001648311
22/08/2007,66.79,0.006157562
21/08/2007,66.38,-0.003308771
20/08/2007,66.6,-0.011495237
17/08/2007,67.37,0.029066123
16/08/2007,65.44,0.008131997
15/08/2007,64.91,-0.008284797
14/08/2007,65.45,-0.012903405
13/08/2007,66.3,-0.009756175
10/08/2007,66.95,0.006744124
09/08/2007,66.5,-0.027585911
08/08/2007,68.36,-0.006561225
07/08/2007,68.81,0.014049697
06/08/2007,67.85,0.024618923
03/08/2007,66.2,-0.015736556
02/08/2007,67.25,-0.000594619
01/08/2007,67.29,0.019356895
31/07/2007,66,-0.020990276
30/07/2007,67.4,-0.015458534
27/07/2007,68.45,-0.004954834
26/07/2007,68.79,-0.012567879
25/07/2007,69.66,0.020448831
24/07/2007,68.25,-0.006280602
23/07/2007,68.68,0.014667321
20/07/2007,67.68,-0.01204303
19/07/2007,68.5,0.011009286
18/07/2007,67.75,-0.004712128
17/07/2007,68.07,-0.001761339
16/07/2007,68.19,-0.003805625
13/07/2007,68.45,0.001608305
12/07/2007,68.34,0.021445768
11/07/2007,66.89,0.016885672
10/07/2007,65.77,-0.006667702
09/07/2007,66.21,0.003025263
06/07/2007,66.01,-0.000605785
05/07/2007,66.05,0.00714126
03/07/2007,65.58,0.006578468
02/07/2007,65.15,0.004615393
29/06/2007,64.85,-0.00783354
28/06/2007,65.36,0.014175892
27/06/2007,64.44,-0.003253547
26/06/2007,64.65,-0.011687047
25/06/2007,65.41,0.002142639
22/06/2007,65.27,-0.01535568
21/06/2007,66.28,-0.001808864
20/06/2007,66.4,0.010293763
19/06/2007,65.72,-0.009992513
18/06/2007,66.38,-0.00375912
15/06/2007,66.63,-0.003296377
14/06/2007,66.85,-0.009083526
13/06/2007,67.46,-0.000444609
12/06/2007,67.49,0.004008616
11/06/2007,67.22,0.007915806
08/06/2007,66.69,0.007223508
07/06/2007,66.21,-0.003016139
06/06/2007,66.41,-0.00735132
05/06/2007,66.9,-0.005515405
04/06/2007,67.27,-0.002079003
01/06/2007,67.41,0.006697949
31/05/2007,66.96,0.00059755
30/05/2007,66.92,0.001345795
29/05/2007,66.83,0.003898056
25/05/2007,66.57,0.001954741
24/05/2007,66.44,-0.005852797
23/05/2007,66.83,-0.001793991
22/05/2007,66.95,-0.001194208
21/05/2007,67.03,-0.004019956
18/05/2007,67.3,-0.001633138
17/05/2007,67.41,-0.001630475
16/05/2007,67.52,0.017630817
15/05/2007,66.34,0.001961525
14/05/2007,66.21,-0.011263917
11/05/2007,66.96,-0.002386636
10/05/2007,67.12,-0.010669929
09/05/2007,67.84,0.005024394
08/05/2007,67.5,0.001185888
07/05/2007,67.42,-0.010769448
04/05/2007,68.15,0.010176329
