Date,Close,GILD
16/03/2005,35.01,-0.000571102
15/03/2005,35.03,-0.018945852
14/03/2005,35.7,0.032164435
11/03/2005,34.57,-0.01435981
10/03/2005,35.07,-0.002847382
09/03/2005,35.17,-0.000568505
08/03/2005,35.19,0.002845762
07/03/2005,35.09,0.00657615
04/03/2005,34.86,-0.008000043
03/03/2005,35.14,-0.001137657
02/03/2005,35.18,0.027083188
01/03/2005,34.24,-0.009012999
28/02/2005,34.55,-0.02881386
25/02/2005,35.56,0.01673086
24/02/2005,34.97,0.029601697
23/02/2005,33.95,0.023846137
22/02/2005,33.15,-0.011994147
18/02/2005,33.55,-0.005350786
17/02/2005,33.73,0.003266521
16/02/2005,33.62,0.016797036
15/02/2005,33.06,0.001210654
14/02/2005,33.02,0.006684923
11/02/2005,32.8,0.05515182
10/02/2005,31.04,-0.009618542
09/02/2005,31.34,-0.026139104
08/02/2005,32.17,-0.010820943
07/02/2005,32.52,-0.022500189
04/02/2005,33.26,0.02990763
03/02/2005,32.28,-0.011397012
02/02/2005,32.65,-0.02450584
01/02/2005,33.46,0.010817413
31/01/2005,33.1,0.017985548
28/01/2005,32.51,-0.002457759
27/01/2005,32.59,-0.01764036
26/01/2005,33.17,0.035285145
25/01/2005,32.02,-0.007467365
24/01/2005,32.26,-0.019340588
21/01/2005,32.89,-0.016883126
20/01/2005,33.45,0.00449439
19/01/2005,33.3,-0.006286505
18/01/2005,33.51,0.025386676
14/01/2005,32.67,0.004909491
13/01/2005,32.51,-0.019193278
12/01/2005,33.14,0.010312497
11/01/2005,32.8,-0.022906366
10/01/2005,33.56,0.000298018
07/01/2005,33.55,-0.002084265
06/01/2005,33.62,0.006265872
05/01/2005,33.41,-0.013969613
04/01/2005,33.88,-0.024778997
03/01/2005,34.73,-0.00745844
31/12/2004,34.99,-0.00513114
30/12/2004,35.17,-0.008211854
29/12/2004,35.46,0.006507308
28/12/2004,35.23,0.027919499
27/12/2004,34.26,-0.001458364
