Date,Close,AIG
20/02/2008,47.9,0.018329808
19/02/2008,47.03,0.01975585
15/02/2008,46.11,0.01331752
14/02/2008,45.5,-0.000439464
13/02/2008,45.52,-0.013528463
12/02/2008,46.14,0.030812297
11/02/2008,44.74,-0.124663399
08/02/2008,50.68,-0.01895884
07/02/2008,51.65,-0.008674753
06/02/2008,52.1,-0.015805337
05/02/2008,52.93,-0.046150678
04/02/2008,55.43,-0.005397638
01/02/2008,55.73,0.01373102
31/01/2008,54.97,0.010975051
30/01/2008,54.37,-0.04249064
29/01/2008,56.73,0.035525803
28/01/2008,54.75,0.028343103
25/01/2008,53.22,-0.033625928
24/01/2008,55.04,0.004187535
23/01/2008,54.81,0.044775246
22/01/2008,52.41,0.006892618
18/01/2008,52.05,-0.041766793
17/01/2008,54.27,-0.064918493
16/01/2008,57.91,0.000863782
15/01/2008,57.86,-0.024920218
14/01/2008,59.32,0.028036024
11/01/2008,57.68,-0.002251278
10/01/2008,57.81,0.023275178
09/01/2008,56.48,0.016603077
08/01/2008,55.55,-0.013411019
07/01/2008,56.3,0.017921627
04/01/2008,55.3,-0.020582382
03/01/2008,56.45,0.002660755
02/01/2008,56.3,-0.034907558
31/12/2007,58.3,0.006194101
28/12/2007,57.94,-0.001207417
27/12/2007,58.01,-0.025696981
26/12/2007,59.52,-0.007698783
24/12/2007,59.98,0.027894633
21/12/2007,58.33,0.027637111
20/12/2007,56.74,-0.002640149
19/12/2007,56.89,0.003345368
18/12/2007,56.7,0.030259224
17/12/2007,55.01,-0.011567091
14/12/2007,55.65,-0.024845999
13/12/2007,57.05,-0.020129085
12/12/2007,58.21,-0.017708619
11/12/2007,59.25,-0.037433983
10/12/2007,61.51,0.000975927
07/12/2007,61.45,0.001628665
06/12/2007,61.35,0.053569292
05/12/2007,58.15,0.043943801
04/12/2007,55.65,-0.022213263
03/12/2007,56.9,-0.021386541
30/11/2007,58.13,0.013857835
29/11/2007,57.33,-0.006779687
28/11/2007,57.72,0.057586535
27/11/2007,54.49,0.036061824
26/11/2007,52.56,-0.008902417
23/11/2007,53.03,0.032582415
21/11/2007,51.33,-0.058823801
20/11/2007,54.44,-0.016577481
19/11/2007,55.35,-0.019501468
16/11/2007,56.44,-0.008995563
15/11/2007,56.95,-0.042625459
14/11/2007,59.43,0.004215502
13/11/2007,59.18,0.041399496
12/11/2007,56.78,-0.004919195
09/11/2007,57.06,0.018751655
08/11/2007,56,-0.033365694
07/11/2007,57.9,-0.069223127
06/11/2007,62.05,0.041460124
05/11/2007,59.53,0.006911111
02/11/2007,59.12,-0.002871381
01/11/2007,59.29,-0.062597019
31/10/2007,63.12,0.00492338
30/10/2007,62.81,-0.006190005
29/10/2007,63.2,0.016753483
26/10/2007,62.15,0.005809279
25/10/2007,61.79,-0.032638414
24/10/2007,63.84,-0.006713006
23/10/2007,64.27,0.011423331
22/10/2007,63.54,0.004258346
19/10/2007,63.27,-0.025128127
18/10/2007,64.88,-0.014080429
17/10/2007,65.8,-0.006664672
16/10/2007,66.24,-0.008268859
15/10/2007,66.79,-0.019276991
12/10/2007,68.09,-0.000587285
11/10/2007,68.13,-0.005853961
10/10/2007,68.53,-0.022793832
09/10/2007,70.11,0.01061094
08/10/2007,69.37,-0.000288268
05/10/2007,69.39,0.006796353
04/10/2007,68.92,0.000145106
03/10/2007,68.91,-0.000580299
02/10/2007,68.95,0.005234853
01/10/2007,68.59,0.013799397
28/09/2007,67.65,0.0026643
27/09/2007,67.47,-0.000888889
26/09/2007,67.53,0.006686007
25/09/2007,67.08,0.004781838
24/09/2007,66.76,-0.007015478
21/09/2007,67.23,0.001339585
20/09/2007,67.14,-0.0062361
19/09/2007,67.56,0.010564788
18/09/2007,66.85,0.028525679
17/09/2007,64.97,0.000153929
14/09/2007,64.96,-0.002152853
13/09/2007,65.1,0.006317919
12/09/2007,64.69,-0.003395065
11/09/2007,64.91,0.011777604
10/09/2007,64.15,0.009397093
07/09/2007,63.55,-0.018552251
06/09/2007,64.74,-0.011670894
05/09/2007,65.5,-0.016053654
04/09/2007,66.56,0.008449054
31/08/2007,66,0.006079046
30/08/2007,65.6,-0.008046806
29/08/2007,66.13,0.013703016
28/08/2007,65.23,-0.027519124
27/08/2007,67.05,-0.008169373
24/08/2007,67.6,0.007722046
23/08/2007,67.08,0.00583092
22/08/2007,66.69,0.013283214
21/08/2007,65.81,0.000912131
20/08/2007,65.75,-0.003188827
17/08/2007,65.96,0.03094697
16/08/2007,63.95,0.011480821
15/08/2007,63.22,-0.003316229
14/08/2007,63.43,-0.021059978
13/08/2007,64.78,0.001699498
10/08/2007,64.67,0.005737784
09/08/2007,64.3,-0.033341519
08/08/2007,66.48,0.01408794
07/08/2007,65.55,0.015218186
06/08/2007,64.56,0.046284014
03/08/2007,61.64,-0.034598907
02/08/2007,63.81,-0.011839989
01/08/2007,64.57,0.006058271
31/07/2007,64.18,-0.015921196
30/07/2007,65.21,-0.002297619
27/07/2007,65.36,-0.019094382
26/07/2007,66.62,-0.02285305
25/07/2007,68.16,0.006624003
24/07/2007,67.71,-0.016696346
23/07/2007,68.85,-0.002755822
20/07/2007,69.04,-0.008940218
19/07/2007,69.66,0.002299512
18/07/2007,69.5,-0.002299512
17/07/2007,69.66,-0.001864468
16/07/2007,69.79,0.003444815
13/07/2007,69.55,0.003456722
12/07/2007,69.31,0.009713741
11/07/2007,68.64,-0.004216042
10/07/2007,68.93,-0.018684073
09/07/2007,70.23,0.002138124
06/07/2007,70.08,-0.002707519
05/07/2007,70.27,-0.002416318
03/07/2007,70.44,0.003412973
02/07/2007,70.2,0.002424589
29/06/2007,70.03,-0.005979517
28/06/2007,70.45,-0.002126906
27/06/2007,70.6,-0.004804305
26/06/2007,70.94,-0.002393525
25/06/2007,71.11,-0.001966845
22/06/2007,71.25,-0.011165503
21/06/2007,72.05,0.000416464
20/06/2007,72.02,-0.008158795
19/06/2007,72.61,0.001516092
18/06/2007,72.5,-0.000551572
15/06/2007,72.54,0.002760907
14/06/2007,72.34,-0.002347257
13/06/2007,72.51,0.01346775
12/06/2007,71.54,-0.00153642
11/06/2007,71.65,0.001676212
08/06/2007,71.53,0.002099224
07/06/2007,71.38,-0.011006729
06/06/2007,72.17,-0.002076269
05/06/2007,72.32,-0.003175263
04/06/2007,72.55,-0.001377411
01/06/2007,72.65,0.004276163
31/05/2007,72.34,0.003461888
30/05/2007,72.09,0.002778165
29/05/2007,71.89,-0.00083426
25/05/2007,71.95,0.0057147
24/05/2007,71.54,-0.005158603
23/05/2007,71.91,-0.000417101
22/05/2007,71.94,-0.000694782
21/05/2007,71.99,-0.003189795
18/05/2007,72.22,0.00027697
17/05/2007,72.2,-0.00359464
16/05/2007,72.46,0.005396817
15/05/2007,72.07,-0.005534814
14/05/2007,72.47,-0.001516719
11/05/2007,72.58,0.005249356
10/05/2007,72.2,0.002773927
09/05/2007,72,0.003478264
08/05/2007,71.75,0.002092781
07/05/2007,71.6,0.010530108
04/05/2007,70.85,0.002826857
03/05/2007,70.65,0.003260795
02/05/2007,70.42,0.005553592
01/05/2007,70.03,0.001715021
30/04/2007,69.91,-0.003284544
27/04/2007,70.14,0.005002512
26/04/2007,69.79,-0.002718754
25/04/2007,69.98,0.008034477
24/04/2007,69.42,-0.001870908
23/04/2007,69.55,0.000287604
20/04/2007,69.53,0.008231688
19/04/2007,68.96,0.007423075
18/04/2007,68.45,0.004392394
17/04/2007,68.15,0.007955257
16/04/2007,67.61,0.010407468
13/04/2007,66.91,0.004043435
12/04/2007,66.64,0.002253437
11/04/2007,66.49,-0.006147407
10/04/2007,66.9,-0.004920609
09/04/2007,67.23,0
05/04/2007,67.23,-0.001337793
04/04/2007,67.32,-0.004742155
03/04/2007,67.64,0.007270601
02/04/2007,67.15,-0.001041899
30/03/2007,67.22,0.000297575
29/03/2007,67.2,0.000744325
28/03/2007,67.15,-0.00653112
27/03/2007,67.59,-0.005312097
26/03/2007,67.95,-0.002498715
23/03/2007,68.12,-0.001320326
22/03/2007,68.21,-0.007012447
21/03/2007,68.69,0.004523244
20/03/2007,68.38,0.007633625
19/03/2007,67.86,0.014696323
16/03/2007,66.87,-0.002688174
15/03/2007,67.05,0.00074599
14/03/2007,67,-0.005358751
13/03/2007,67.36,-0.020861635
12/03/2007,68.78,-0.004207478
09/03/2007,69.07,-0.004189849
08/03/2007,69.36,0.000865426
07/03/2007,69.3,-0.006329135
06/03/2007,69.74,0.006617777
05/03/2007,69.28,-0.003745862
02/03/2007,69.54,0.031108752
01/03/2007,67.41,0.004460311
28/02/2007,67.11,0.005079186
27/02/2007,66.77,-0.028204158
26/02/2007,68.68,-0.00160035
23/02/2007,68.79,-0.007963555
22/02/2007,69.34,-0.005034895
21/02/2007,69.69,-0.003151865
20/02/2007,69.91,0.005019011
16/02/2007,69.56,0.006345565
15/02/2007,69.12,-0.002023414
14/02/2007,69.26,0.002023414
13/02/2007,69.12,0.007989003
12/02/2007,68.57,-0.00538144
09/02/2007,68.94,-0.009384318
08/02/2007,69.59,-0.000718236
07/02/2007,69.64,0.002012362
06/02/2007,69.5,0.002881846
05/02/2007,69.3,0.003324423
02/02/2007,69.07,0.002319178
01/02/2007,68.91,0.006697754
31/01/2007,68.45,0.003658987
30/01/2007,68.2,-0.002196998
29/01/2007,68.35,-0.003505188
26/01/2007,68.59,-0.004364278
25/01/2007,68.89,-0.014268456
24/01/2007,69.88,0.001145475
23/01/2007,69.8,-0.009411163
22/01/2007,70.46,-0.01283244
19/01/2007,71.37,0.006043164
18/01/2007,70.94,-0.006603466
17/01/2007,71.41,0.003366534
16/01/2007,71.17,0.001406074
12/01/2007,71.07,-0.003090758
11/01/2007,71.29,-0.001261653
10/01/2007,71.38,0.001261653
09/01/2007,71.29,-0.003360877
08/01/2007,71.53,0.004905062
05/01/2007,71.18,-0.00462542
04/01/2007,71.51,-0.008909985
03/01/2007,72.15,0.006814573
29/12/2006,71.66,-0.00306535
28/12/2006,71.88,-0.005687745
27/12/2006,72.29,0.003880809
26/12/2006,72.01,0.004732748
22/12/2006,71.67,-0.003899183
21/12/2006,71.95,0
20/12/2006,71.95,-0.003884039
19/12/2006,72.23,-0.007997836
18/12/2006,72.81,0.009383262
15/12/2006,72.13,0.001387348
14/12/2006,72.03,0.012292374
13/12/2006,71.15,0.000702988
12/12/2006,71.1,0.00140746
11/12/2006,71,0.009197093
08/12/2006,70.35,0.001137818
07/12/2006,70.27,0.000142318
06/12/2006,70.26,-0.000569152
05/12/2006,70.3,0.002849005
04/12/2006,70.1,0.004718676
01/12/2006,69.77,-0.007852135
30/11/2006,70.32,0.002705591
29/11/2006,70.13,0.004000577
28/11/2006,69.85,-0.005710223
27/11/2006,70.25,-0.01343251
24/11/2006,71.2,-0.005183173
22/11/2006,71.57,-0.003765432
21/11/2006,71.84,-0.001112966
20/11/2006,71.92,-0.001805932
17/11/2006,72.05,-0.004293338
16/11/2006,72.36,0.00512644
15/11/2006,71.99,0.010472762
14/11/2006,71.24,0.008316349
13/11/2006,70.65,0.0145426
10/11/2006,69.63,0.023099741
09/11/2006,68.04,-0.004984617
08/11/2006,68.38,0.007486273
07/11/2006,67.87,0.005466513
06/11/2006,67.5,0.010125161
03/11/2006,66.82,0.002097379
02/11/2006,66.68,-0.00134882
01/11/2006,66.77,-0.005972841
31/10/2006,67.17,-0.00326992
30/10/2006,67.39,0
27/10/2006,67.39,-0.005770527
26/10/2006,67.78,0.014115085
25/10/2006,66.83,0.001947129
24/10/2006,66.7,-0.002096751
23/10/2006,66.84,0.005400553
20/10/2006,66.48,-0.001953566
19/10/2006,66.61,-0.006136366
18/10/2006,67.02,-0.002830964
17/10/2006,67.21,-0.002526192
16/10/2006,67.38,0.001633866
13/10/2006,67.27,-0.001188531
12/10/2006,67.35,0.004762622
11/10/2006,67.03,0.002688977
10/10/2006,66.85,0.000598534
09/10/2006,66.81,-0.003138312
06/10/2006,67.02,-0.003277226
05/10/2006,67.24,0.001339386
04/10/2006,67.15,0.006873906
03/10/2006,66.69,0.005865119
02/10/2006,66.3,0.0006035
29/09/2006,66.26,0.000301887
28/09/2006,66.24,-0.000754546
27/09/2006,66.29,-0.002862094
26/09/2006,66.48,0.007246409
25/09/2006,66,0.014498537
22/09/2006,65.05,-0.005213137
21/09/2006,65.39,-0.00290143
20/09/2006,65.58,-0.000152474
19/09/2006,65.59,0.000610035
18/09/2006,65.55,-0.002590083
15/09/2006,65.72,0.005951944
14/09/2006,65.33,0.001225303
13/09/2006,65.25,0.003838776
12/09/2006,65,0.004316997
11/09/2006,64.72,0.007444203
08/09/2006,64.24,0.005306708
07/09/2006,63.9,-0.001563722
06/09/2006,64,-0.003587308
05/09/2006,64.23,0.001558118
01/09/2006,64.13,0.004845652
31/08/2006,63.82,0.004239623
30/08/2006,63.55,-0.000786473
29/08/2006,63.6,0.001258653
28/08/2006,63.52,0.005841968
25/08/2006,63.15,0.002378122
24/08/2006,63,-0.003169575
23/08/2006,63.2,0.001425066
22/08/2006,63.11,-0.010089948
21/08/2006,63.75,-0.002350177
18/08/2006,63.9,0.005020406
17/08/2006,63.58,0.009005512
16/08/2006,63.01,0.006687923
15/08/2006,62.59,0.01432159
14/08/2006,61.7,0.002109192
11/08/2006,61.57,0.020511015
10/08/2006,60.32,0.030807924
09/08/2006,58.49,-0.020141156
08/08/2006,59.68,-0.002175915
07/08/2006,59.81,-0.004337678
04/08/2006,60.07,0.001666112
03/08/2006,59.97,-0.005155937
02/08/2006,60.28,-0.001160574
01/08/2006,60.35,-0.005288394
31/07/2006,60.67,-0.003783833
28/07/2006,60.9,0.00824407
27/07/2006,60.4,0.002818538
26/07/2006,60.23,0.004826505
25/07/2006,59.94,0.001669728
24/07/2006,59.84,0.011428696
21/07/2006,59.16,-0.005898728
20/07/2006,59.51,0.002860751
19/07/2006,59.34,0.016310249
18/07/2006,58.38,0.006185587
17/07/2006,58.02,0.004491284
14/07/2006,57.76,-0.010334229
13/07/2006,58.36,-0.010228524
12/07/2006,58.96,-0.00844457
11/07/2006,59.46,-0.004028203
10/07/2006,59.7,0.01230318
07/07/2006,58.97,-0.008274978
06/07/2006,59.46,0.002020203
05/07/2006,59.34,-0.003868477
03/07/2006,59.57,0.008767549
30/06/2006,59.05,-0.003718733
29/06/2006,59.27,0.010174753
28/06/2006,58.67,-0.001022147
27/06/2006,58.73,-0.007970872
26/06/2006,59.2,-0.001013
23/06/2006,59.26,-0.001854506
22/06/2006,59.37,-0.007551005
21/06/2006,59.82,-0.000501379
20/06/2006,59.85,0.006369448
19/06/2006,59.47,-0.006703561
16/06/2006,59.87,-0.002668892
15/06/2006,60.03,0.012741161
14/06/2006,59.27,0.002195761
13/06/2006,59.14,-0.006068798
12/06/2006,59.5,-0.011862139
09/06/2006,60.21,-0.004308923
08/06/2006,60.47,0.003976807
07/06/2006,60.23,-0.000995685
06/06/2006,60.29,-0.001657276
05/06/2006,60.39,-0.011851991
02/06/2006,61.11,-0.000981354
01/06/2006,61.17,0.006067084
31/05/2006,60.8,0.003294896
30/05/2006,60.6,-0.014254358
26/05/2006,61.47,0.009151886
25/05/2006,60.91,0.00840826
24/05/2006,60.4,-0.009556837
23/05/2006,60.98,-0.004417908
22/05/2006,61.25,0.001470468
19/05/2006,61.16,-0.006356472
18/05/2006,61.55,-0.015316704
17/05/2006,62.5,-0.024497472
16/05/2006,64.05,0.002657705
15/05/2006,63.88,0.011018528
12/05/2006,63.18,0.000474947
11/05/2006,63.15,-0.052290422
10/05/2006,66.54,0.004971762
09/05/2006,66.21,0.013227103
08/05/2006,65.34,0.003065606
05/05/2006,65.14,0.00245927
04/05/2006,64.98,-0.000461574
03/05/2006,65.01,-0.004757164
02/05/2006,65.32,0.009691638
01/05/2006,64.69,-0.008619416
28/04/2006,65.25,0.00476228
27/04/2006,64.94,0.013955879
26/04/2006,64.04,0.006265685
25/04/2006,63.64,-0.010006337
24/04/2006,64.28,0.007338623
21/04/2006,63.81,0.001725355
20/04/2006,63.7,0.000628141
19/04/2006,63.66,0.002831526
18/04/2006,63.48,0.008860817
17/04/2006,62.92,-0.007599783
13/04/2006,63.4,0.000157741
12/04/2006,63.39,0
11/04/2006,63.39,-0.012541315
10/04/2006,64.19,-0.002955591
07/04/2006,64.38,-0.016330666
06/04/2006,65.44,-0.007763187
05/04/2006,65.95,-0.001817907
04/04/2006,66.07,0.006072586
03/04/2006,65.67,-0.006375249
31/03/2006,66.09,0.000302663
30/03/2006,66.07,-0.001663516
29/03/2006,66.18,0.002269118
28/03/2006,66.03,-0.016819739
27/03/2006,67.15,-0.0041611
24/03/2006,67.43,0.004012191
23/03/2006,67.16,-0.010810916
22/03/2006,67.89,0.008282846
21/03/2006,67.33,-0.01591311
20/03/2006,68.41,-0.005975388
17/03/2006,68.82,-0.00608433
16/03/2006,69.24,0.008411942
15/03/2006,68.66,0.000728491
14/03/2006,68.61,0.007901709
13/03/2006,68.07,0.006189233
10/03/2006,67.65,0.015792938
09/03/2006,66.59,-0.00554101
08/03/2006,66.96,0.007043866
07/03/2006,66.49,0.007245315
06/03/2006,66.01,0.008061493
03/03/2006,65.48,-0.004875086
02/03/2006,65.8,-0.006362694
01/03/2006,66.22,-0.002111933
28/02/2006,66.36,-0.011238599
27/02/2006,67.11,0.002088306
