Date,Close,TXN
20/02/2008,30.31,0.016969298
19/02/2008,29.8,-0.01101296
15/02/2008,30.13,-0.002982604
14/02/2008,30.22,-0.020632794
13/02/2008,30.85,0.017659059
12/02/2008,30.31,0.004961148
11/02/2008,30.16,0.018742182
08/02/2008,29.6,0.013263245
07/02/2008,29.21,-0.009540106
06/02/2008,29.49,-0.008441718
05/02/2008,29.74,-0.04664228
04/02/2008,31.16,-0.011487044
01/02/2008,31.52,0.018249266
31/01/2008,30.95,0.003236249
30/01/2008,30.85,0.015681471
29/01/2008,30.37,0.001647718
28/01/2008,30.32,0.017634794
25/01/2008,29.79,-0.02092752
24/01/2008,30.42,0.003952574
23/01/2008,30.3,0.044541776
22/01/2008,28.98,-0.016427474
18/01/2008,29.46,0.00578725
17/01/2008,29.29,-0.007144103
16/01/2008,29.5,-0.007429957
15/01/2008,29.72,-0.022622389
14/01/2008,30.4,0.016584128
11/01/2008,29.9,-0.017570484
10/01/2008,30.43,-0.001641767
09/01/2008,30.48,-0.000655953
08/01/2008,30.5,0.000327923
07/01/2008,30.49,-0.001311046
04/01/2008,30.53,-0.035712336
03/01/2008,31.64,-0.022191878
02/01/2008,32.35,-0.031941879
31/12/2007,33.4,-0.002690987
28/12/2007,33.49,-0.004468948
27/12/2007,33.64,-0.013581549
26/12/2007,34.1,-0.000586338
24/12/2007,34.12,0.00942292
21/12/2007,33.8,0.010409016
20/12/2007,33.45,0.012332838
19/12/2007,33.04,-0.005132087
18/12/2007,33.21,0
17/12/2007,33.21,-0.002406016
14/12/2007,33.29,-0.005989835
13/12/2007,33.49,0.003589594
12/12/2007,33.37,0.013273196
11/12/2007,32.93,0.007926871
10/12/2007,32.67,0.00583271
07/12/2007,32.48,0.006486509
06/12/2007,32.27,-0.003402942
05/12/2007,32.38,0.021224267
04/12/2007,31.7,0.004109378
03/12/2007,31.57,0
30/11/2007,31.57,-0.009144002
29/11/2007,31.86,-0.000941177
28/11/2007,31.89,0.037704147
27/11/2007,30.71,0.009816833
26/11/2007,30.41,-0.016308254
23/11/2007,30.91,0.008773411
21/11/2007,30.64,-0.010389704
20/11/2007,30.96,0.001616293
19/11/2007,30.91,-0.026497959
16/11/2007,31.74,0.027145208
15/11/2007,30.89,-0.005810216
14/11/2007,31.07,-0.024794659
13/11/2007,31.85,0.014548011
12/11/2007,31.39,-0.012033077
09/11/2007,31.77,-0.006588259
08/11/2007,31.98,-0.009027299
07/11/2007,32.27,-0.029014098
06/11/2007,33.22,0.031806963
05/11/2007,32.18,0.002177633
02/11/2007,32.11,0.000311478
01/11/2007,32.1,-0.015456258
31/10/2007,32.6,0.013588844
30/10/2007,32.16,-0.000932401
29/10/2007,32.19,0.014708449
26/10/2007,31.72,0.012371292
25/10/2007,31.33,-0.006363369
24/10/2007,31.53,0.003176623
23/10/2007,31.43,-0.086507485
22/10/2007,34.27,0.010265525
19/10/2007,33.92,-0.014051753
18/10/2007,34.4,-0.018148273
17/10/2007,35.03,0.017857617
16/10/2007,34.41,-0.000290571
15/10/2007,34.42,-0.027791504
12/10/2007,35.39,0.004531302
11/10/2007,35.23,-0.032396019
10/10/2007,36.39,-0.005480967
09/10/2007,36.59,0.004931517
08/10/2007,36.41,-0.003564089
05/10/2007,36.54,0.009348432
04/10/2007,36.2,0.002489284
03/10/2007,36.11,-0.014297742
02/10/2007,36.63,-0.004901971
01/10/2007,36.81,0.005994568
28/09/2007,36.59,-0.00545109
27/09/2007,36.79,0.013408328
26/09/2007,36.3,0.00165426
25/09/2007,36.24,-0.006052288
24/09/2007,36.46,-0.00437877
21/09/2007,36.62,0.023484986
20/09/2007,35.77,0.01549545
19/09/2007,35.22,0.013722342
18/09/2007,34.74,0.004616281
17/09/2007,34.58,-0.002887672
14/09/2007,34.68,-0.006323677
13/09/2007,34.9,-0.00628394
12/09/2007,35.12,-0.016939987
11/09/2007,35.72,0.014096653
10/09/2007,35.22,-0.002268861
07/09/2007,35.3,-0.0210239
06/09/2007,36.05,0.018195044
05/09/2007,35.4,0.004813828
04/09/2007,35.23,0.028503441
31/08/2007,34.24,0.004683849
30/08/2007,34.08,-0.006143065
29/08/2007,34.29,0.025699243
28/08/2007,33.42,-0.030644708
27/08/2007,34.46,-0.016976382
24/08/2007,35.05,0.026013027
23/08/2007,34.15,0.000585823
22/08/2007,34.13,0.013272574
21/08/2007,33.68,0.006254674
20/08/2007,33.47,0.011418393
17/08/2007,33.09,0.017068381
16/08/2007,32.53,0.006476507
15/08/2007,32.32,-0.019608471
14/08/2007,32.96,-0.006351148
13/08/2007,33.17,0.002414731
10/08/2007,33.09,-0.001208094
09/08/2007,33.13,-0.017948433
08/08/2007,33.73,-0.00826695
07/08/2007,34.01,0
06/08/2007,34.01,0.007970522
03/08/2007,33.74,-0.031507857
02/08/2007,34.82,-0.008294056
01/08/2007,35.11,-0.002275961
31/07/2007,35.19,-0.021367133
30/07/2007,35.95,0.023073618
27/07/2007,35.13,-0.023629791
26/07/2007,35.97,-0.022540811
25/07/2007,36.79,0.0090103
24/07/2007,36.46,-0.046096049
23/07/2007,38.18,0.004462535
20/07/2007,38.01,-0.010208177
19/07/2007,38.4,-0.003120127
18/07/2007,38.52,-0.016988826
17/07/2007,39.18,0.002811503
16/07/2007,39.07,0.009515309
13/07/2007,38.7,-0.001291156
12/07/2007,38.75,0.016654041
11/07/2007,38.11,0
10/07/2007,38.11,-0.003666845
09/07/2007,38.25,-0.002350177
06/07/2007,38.34,0.005754659
05/07/2007,38.12,-0.002096437
03/07/2007,38.2,0.003671654
02/07/2007,38.06,0.011362257
29/06/2007,37.63,-0.002918935
28/06/2007,37.74,-0.001059322
27/06/2007,37.78,0.019781452
26/06/2007,37.04,-0.000809607
25/06/2007,37.07,-0.001078458
22/06/2007,37.11,-0.009920982
21/06/2007,37.48,0.019669232
20/06/2007,36.75,-0.005968547
19/06/2007,36.97,-0.01423416
18/06/2007,37.5,0.017213981
15/06/2007,36.86,0.006259375
14/06/2007,36.63,0.021802989
13/06/2007,35.84,0.022574322
12/06/2007,35.04,-0.021178259
