Date,Close,BAX
08/09/2006,43.81,-0.001140641
07/09/2006,43.86,-0.012912174
06/09/2006,44.43,-0.018287753
05/09/2006,45.25,0.006429465
01/09/2006,44.96,0.012984288
31/08/2006,44.38,-0.005617361
30/08/2006,44.63,-0.00201455
29/08/2006,44.72,0.01192231
28/08/2006,44.19,0.02196382
25/08/2006,43.23,-0.008751783
24/08/2006,43.61,0.018514762
23/08/2006,42.81,-0.014608955
22/08/2006,43.44,0.004383442
21/08/2006,43.25,0.000693882
18/08/2006,43.22,0.002316424
17/08/2006,43.12,0.013542117
16/08/2006,42.54,-0.011685106
15/08/2006,43.04,-0.001393081
14/08/2006,43.1,0.005350716
11/08/2006,42.87,0.001634178
10/08/2006,42.8,0.018868484
09/08/2006,42,-0.009950331
08/08/2006,42.42,0.017358657
07/08/2006,41.69,0.006014694
04/08/2006,41.44,-0.014137051
03/08/2006,42.03,-0.008056916
02/08/2006,42.37,-0.011031681
01/08/2006,42.84,0.019802627
31/07/2006,42,0.007168489
28/07/2006,41.7,-0.000719166
27/07/2006,41.73,-0.001436782
26/07/2006,41.79,-0.00143472
25/07/2006,41.85,0.011052491
24/07/2006,41.39,-0.001930968
21/07/2006,41.47,0.027874665
20/07/2006,40.33,0.044361601
19/07/2006,38.58,0.010422189
18/07/2006,38.18,0.003410734
17/07/2006,38.05,0.005798646
14/07/2006,37.83,0.022184526
13/07/2006,37,0.008958931
12/07/2006,36.67,-0.004082194
11/07/2006,36.82,0.009551171
10/07/2006,36.47,0.001097394
07/07/2006,36.43,-0.008745615
06/07/2006,36.75,-0.004344291
05/07/2006,36.91,0.004616437
03/07/2006,36.74,-0.000544218
30/06/2006,36.76,-0.004613931
29/06/2006,36.93,0.017206488
28/06/2006,36.3,0.00165426
27/06/2006,36.24,-0.016692137
26/06/2006,36.85,-0.010796326
23/06/2006,37.25,-0.008553915
22/06/2006,37.57,-0.008217409
21/06/2006,37.88,0.019998
20/06/2006,37.13,-0.014704182
19/06/2006,37.68,-0.00845671
16/06/2006,38,-0.015925151
15/06/2006,38.61,0.02279077
14/06/2006,37.74,0.010923247
13/06/2006,37.33,-0.015417637
12/06/2006,37.91,0.00158395
09/06/2006,37.85,0.002645504
08/06/2006,37.75,-0.010278124
07/06/2006,38.14,0.013993628
06/06/2006,37.61,0.001064113
05/06/2006,37.57,-0.014270855
02/06/2006,38.11,-0.001573152
01/06/2006,38.17,0.012389772
31/05/2006,37.7,0.000265287
30/05/2006,37.69,-0.016838072
26/05/2006,38.33,0.023493228
25/05/2006,37.44,0.015341439
24/05/2006,36.87,0.011182443
23/05/2006,36.46,-0.011995782
22/05/2006,36.9,0.008983319
19/05/2006,36.57,-0.009795997
18/05/2006,36.93,-0.001623377
17/05/2006,36.99,-0.02324754
16/05/2006,37.86,-0.006843933
15/05/2006,38.12,0.002363757
12/05/2006,38.03,-0.003936496
11/05/2006,38.18,-0.002615748
10/05/2006,38.28,-0.016837595
09/05/2006,38.93,0.007218387
08/05/2006,38.65,0.011973074
05/05/2006,38.19,0.001834622
04/05/2006,38.12,0.025775308
03/05/2006,37.15,-0.001613771
02/05/2006,37.21,-0.003219751
01/05/2006,37.33,-0.009862802
28/04/2006,37.7,-0.004763174
27/04/2006,37.88,-0.003426015
26/04/2006,38.01,-0.010208177
25/04/2006,38.4,-0.010362787
24/04/2006,38.8,0.006204777
21/04/2006,38.56,0.001297522
20/04/2006,38.51,0.039189553
19/04/2006,37.03,0.003787883
18/04/2006,36.89,0.01612277
17/04/2006,36.3,-0.005494519
13/04/2006,36.5,-0.01576548
12/04/2006,37.08,0.010846093
11/04/2006,36.68,-0.004081083
10/04/2006,36.83,-0.007304239
07/04/2006,37.1,-0.008855552
06/04/2006,37.43,-0.006922285
05/04/2006,37.69,-0.018141683
04/04/2006,38.38,-0.004678979
03/04/2006,38.56,-0.006462476
31/03/2006,38.81,0.009579361
30/03/2006,38.44,-0.004412726
29/03/2006,38.61,-0.001035465
28/03/2006,38.65,-0.009271248
27/03/2006,39.01,0.006429236
24/03/2006,38.76,-0.001546791
23/03/2006,38.82,0.005942402
22/03/2006,38.59,0.003374435
21/03/2006,38.46,-0.001299208
20/03/2006,38.51,-0.003887526
17/03/2006,38.66,0.01040051
16/03/2006,38.26,-0.000261335
15/03/2006,38.27,-0.002088228
14/03/2006,38.35,-0.004682631
13/03/2006,38.53,0.006248393
10/03/2006,38.29,0.001568218
09/03/2006,38.23,-0.009890763
08/03/2006,38.61,0.008322545
07/03/2006,38.29,-0.00780441
06/03/2006,38.59,0.002334934
03/03/2006,38.5,0.011231671
02/03/2006,38.07,-0.001312508
01/03/2006,38.12,0.007108099
28/02/2006,37.85,-0.01598776
27/02/2006,38.46,-0.001299208
24/02/2006,38.51,0.008868081
23/02/2006,38.17,-0.008348601
22/02/2006,38.49,0.015183538
21/02/2006,37.91,-0.01101795
17/02/2006,38.33,-0.002345278
16/02/2006,38.42,0.006528291
15/02/2006,38.17,0.020914065
14/02/2006,37.38,0.016181583
13/02/2006,36.78,-0.008123522
10/02/2006,37.08,-0.009928969
09/02/2006,37.45,0.033119205
08/02/2006,36.23,0.010265037
07/02/2006,35.86,0.011499215
06/02/2006,35.45,-0.015951087
03/02/2006,36.02,-0.012415665
02/02/2006,36.47,0.000822932
01/02/2006,36.44,-0.011188546
31/01/2006,36.85,0
30/01/2006,36.85,-0.021477336
27/01/2006,37.65,-0.008726751
26/01/2006,37.98,-0.006037556
25/01/2006,38.21,-0.006521479
24/01/2006,38.46,0.001821731
23/01/2006,38.39,-0.007008465
20/01/2006,38.66,-0.019721474
19/01/2006,39.43,0.009172039
18/01/2006,39.07,0.013139439
17/01/2006,38.56,0.009903651
13/01/2006,38.18,-0.008346423
12/01/2006,38.5,-0.008019704
11/01/2006,38.81,-0.000257632
10/01/2006,38.82,-0.000515066
09/01/2006,38.84,0.001545994
06/01/2006,38.78,0.00594855
05/01/2006,38.55,-0.008781048
04/01/2006,38.89,0.013721898
03/01/2006,38.36,0.018682296
30/12/2005,37.65,-0.00212258
29/12/2005,37.73,0.00451588
28/12/2005,37.56,0.002399042
27/12/2005,37.47,-0.012992361
23/12/2005,37.96,-0.001579363
22/12/2005,38.02,0.003689069
21/12/2005,37.88,-0.002373106
20/12/2005,37.97,0.001845262
19/12/2005,37.9,-0.015966836
16/12/2005,38.51,-0.003887526
15/12/2005,38.66,-0.000517197
14/12/2005,38.68,-0.003612907
13/12/2005,38.82,0.006720108
12/12/2005,38.56,-0.005173317
09/12/2005,38.76,-0.005403332
08/12/2005,38.97,0.001026958
07/12/2005,38.93,-0.016053345
06/12/2005,39.56,0.001264702
05/12/2005,39.51,-0.002022757
02/12/2005,39.59,0.001769688
01/12/2005,39.52,0.017356229
30/11/2005,38.84,-0.009226103
29/11/2005,39.2,0.002810067
28/11/2005,39.09,0.000255853
25/11/2005,39.08,0.004873679
23/11/2005,38.89,-0.002824498
22/11/2005,39,0.005914894
21/11/2005,38.77,0.005690652
18/11/2005,38.55,-0.002590675
17/11/2005,38.65,0.013021017
16/11/2005,38.15,-0.018439686
15/11/2005,38.86,0.009566977
14/11/2005,38.49,-0.004148308
11/11/2005,38.65,0.010664687
10/11/2005,38.24,0.001046573
09/11/2005,38.2,-0.00235325
08/11/2005,38.29,0.009182801
07/11/2005,37.94,0.011931734
04/11/2005,37.49,-0.010876881
03/11/2005,37.9,0.009810499
02/11/2005,37.53,0.025365634
01/11/2005,36.59,-0.043845569
31/10/2005,38.23,-0.018914931
28/10/2005,38.96,0.012656762
27/10/2005,38.47,-0.00854153
26/10/2005,38.8,0.005945474
25/10/2005,38.57,-0.004655984
24/10/2005,38.75,0.016654041
21/10/2005,38.11,0.006845735
20/10/2005,37.85,-0.0126019
19/10/2005,38.33,0.01101795
18/10/2005,37.91,0.010340805
17/10/2005,37.52,0.003470835
14/10/2005,37.39,-0.000802032
13/10/2005,37.42,-0.018271394
12/10/2005,38.11,0.01081662
11/10/2005,37.7,-0.019698601
10/10/2005,38.45,-0.008030091
07/10/2005,38.76,0.001290822
06/10/2005,38.71,-0.022983647
05/10/2005,39.61,-0.010797343
04/10/2005,40.04,0.003753289
03/10/2005,39.89,0.000501505
30/09/2005,39.87,0.000501756
29/09/2005,39.85,0.003015835
28/09/2005,39.73,-0.005271758
27/09/2005,39.94,-0.000500626
26/09/2005,39.96,0.000250282
23/09/2005,39.95,-0.004246291
22/09/2005,40.12,-0.001743245
21/09/2005,40.19,-0.000994778
20/09/2005,40.23,-0.004711726
19/09/2005,40.42,-0.008131128
16/09/2005,40.75,-0.004895971
15/09/2005,40.95,0.021723886
14/09/2005,40.07,-0.004482079
13/09/2005,40.25,0.002487563
12/09/2005,40.15,-0.00273598
09/09/2005,40.26,0.004480963
08/09/2005,40.08,-0.006713938
07/09/2005,40.35,0.00546721
06/09/2005,40.13,0.016836684
02/09/2005,39.46,-0.013091828
01/09/2005,39.98,-0.00871628
31/08/2005,40.33,0.016752486
30/08/2005,39.66,-0.001008065
29/08/2005,39.7,0.020871208
26/08/2005,38.88,-0.006920443
25/08/2005,39.15,-0.003060446
24/08/2005,39.27,-0.007104826
23/08/2005,39.55,-0.008559972
22/08/2005,39.89,0.007296548
19/08/2005,39.6,0.002022245
18/08/2005,39.52,-0.00806456
17/08/2005,39.84,-0.006754247
16/08/2005,40.11,0.006252365
15/08/2005,39.86,-0.010729984
12/08/2005,40.29,-0.00667906
11/08/2005,40.56,0.020172518
10/08/2005,39.75,0.005044147
09/08/2005,39.55,0.006341175
08/08/2005,39.3,-0.001271456
05/08/2005,39.35,-0.010365407
04/08/2005,39.76,0.004032264
03/08/2005,39.6,-0.000252493
02/08/2005,39.61,0.009639851
01/08/2005,39.23,-0.001019108
29/07/2005,39.27,-0.013657268
28/07/2005,39.81,0.01799567
27/07/2005,39.1,0.010541298
26/07/2005,38.69,-0.003354409
25/07/2005,38.82,-0.002315709
22/07/2005,38.91,-0.006659861
21/07/2005,39.17,0.01517714
20/07/2005,38.58,0.018310739
19/07/2005,37.88,-0.003952054
18/07/2005,38.03,-0.006290977
15/07/2005,38.27,-0.002348951
14/07/2005,38.36,0.012064138
13/07/2005,37.9,-0.009192448
12/07/2005,38.25,0.005768238
11/07/2005,38.03,-0.00183896
08/07/2005,38.1,0.016140051
07/07/2005,37.49,0.009648963
06/07/2005,37.13,-0.010182296
05/07/2005,37.51,0.011529823
01/07/2005,37.08,-0.000539229
30/06/2005,37.1,-0.008053735
29/06/2005,37.4,-0.008519753
28/06/2005,37.72,0.015226687
27/06/2005,37.15,0.004045859
24/06/2005,37,0.006507615
23/06/2005,36.76,-0.018062224
22/06/2005,37.43,-0.002934509
21/06/2005,37.54,0.001599574
20/06/2005,37.48,0.011809048
17/06/2005,37.04,0.007044191
16/06/2005,36.78,0.010660208
15/06/2005,36.39,0.000274839
14/06/2005,36.38,-0.002470832
13/06/2005,36.47,-0.001370051
10/06/2005,36.52,-0.002188185
09/06/2005,36.6,0.002462045
08/06/2005,36.51,-0.00845498
07/06/2005,36.82,-0.002983053
06/06/2005,36.93,0.001083717
03/06/2005,36.89,-0.001083717
02/06/2005,36.93,-0.002974181
01/06/2005,37.04,0.003786859
31/05/2005,36.9,-0.001083424
27/05/2005,36.94,0
26/05/2005,36.94,0.002168023
25/05/2005,36.86,-0.007298316
24/05/2005,37.13,-0.010182296
23/05/2005,37.51,0.011799547
20/05/2005,37.07,0.001890105
19/05/2005,37,-0.009147225
18/05/2005,37.34,0.001071811
17/05/2005,37.3,0.001341382
16/05/2005,37.25,-0.002948669
13/05/2005,37.36,-0.006137444
12/05/2005,37.59,-0.010848102
11/05/2005,38,0.009253205
10/05/2005,37.65,0.003192341
09/05/2005,37.53,0.001066382
06/05/2005,37.49,0.005885517
05/05/2005,37.27,-0.003749335
04/05/2005,37.41,0.016440203
03/05/2005,36.8,-0.002171554
02/05/2005,36.88,-0.005947571
29/04/2005,37.1,0.019048195
28/04/2005,36.4,-0.016619372
27/04/2005,37.01,0.007049921
26/04/2005,36.75,0.006004385
25/04/2005,36.53,-0.002733736
22/04/2005,36.63,0.014851758
21/04/2005,36.09,0.05877333
20/04/2005,34.03,0.008854839
19/04/2005,33.73,-0.010029583
18/04/2005,34.07,-0.013121635
15/04/2005,34.52,-0.007503643
14/04/2005,34.78,0.001726619
13/04/2005,34.72,-0.006888661
12/04/2005,34.96,0.011507607
11/04/2005,34.56,0.003187946
08/04/2005,34.45,-0.009533511
07/04/2005,34.78,0.017401831
06/04/2005,34.18,-0.004087597
05/04/2005,34.32,0.017340626
04/04/2005,33.73,-0.000592768
01/04/2005,33.75,-0.006791699
31/03/2005,33.98,-0.008789977
30/03/2005,34.28,0.017657904
29/03/2005,33.68,-0.003260711
28/03/2005,33.79,-0.009132484
24/03/2005,34.1,0.009428473
23/03/2005,33.78,0.012211619
22/03/2005,33.37,-0.011915542
21/03/2005,33.77,-0.003547151
18/03/2005,33.89,-0.003828601
17/03/2005,34.02,0.014806311
16/03/2005,33.52,-0.02416858
15/03/2005,34.34,-0.014742282
14/03/2005,34.85,-0.005722476
11/03/2005,35.05,-0.008239853
10/03/2005,35.34,0.008239853
09/03/2005,35.05,-0.003702126
08/03/2005,35.18,-0.002838492
07/03/2005,35.28,0.000567054
04/03/2005,35.26,0.005118009
03/03/2005,35.08,-0.007667225
02/03/2005,35.35,-0.005079018
01/03/2005,35.53,-0.003652202
28/02/2005,35.66,-0.016133869
25/02/2005,36.24,0.007756272
24/02/2005,35.96,0.009499932
23/02/2005,35.62,0.018416727
22/02/2005,34.97,-0.012786081
18/02/2005,35.42,0.029220068
17/02/2005,34.4,0.00291121
16/02/2005,34.3,-0.002329646
15/02/2005,34.38,0.001746725
14/02/2005,34.32,-0.00232829
11/02/2005,34.4,0.007586847
10/02/2005,34.14,-0.009909728
09/02/2005,34.48,-0.012966613
08/02/2005,34.93,0.00143246
07/02/2005,34.88,-0.006287531
04/02/2005,35.1,0.017821685
03/02/2005,34.48,0.014901664
02/02/2005,33.97,0.001178203
01/02/2005,33.93,0.005022909
31/01/2005,33.76,0.001185537
28/01/2005,33.72,-0.012671453
27/01/2005,34.15,-0.015112174
26/01/2005,34.67,0.006075529
25/01/2005,34.46,-0.01554883
24/01/2005,35,0.00085751
21/01/2005,34.97,-0.001999715
20/01/2005,35.04,-0.008808126
19/01/2005,35.35,0.008808126
18/01/2005,35.04,0.019888247
14/01/2005,34.35,-0.001454546
13/01/2005,34.4,-0.0258264
12/01/2005,35.3,-0.007338447
11/01/2005,35.56,0.003662492
10/01/2005,35.43,-0.001410239
07/01/2005,35.48,0.011908278
06/01/2005,35.06,0.004001149
05/01/2005,34.92,0.010652181
04/01/2005,34.55,-0.002024
03/01/2005,34.62,0.002313477
31/12/2004,34.54,-0.00144655
30/12/2004,34.59,0.002605299
29/12/2004,34.5,0.000869944
28/12/2004,34.47,0.009912618
27/12/2004,34.13,-0.009912618
23/12/2004,34.47,0.016674366
22/12/2004,33.9,0.010974454
21/12/2004,33.53,0.006883163
20/12/2004,33.3,-0.005988042
17/12/2004,33.5,-0.000895122
16/12/2004,33.53,0.028128272
15/12/2004,32.6,0.003687773
14/12/2004,32.48,0.013639393
13/12/2004,32.04,0.001561768
