Date,Close,CVX
20/02/2008,86.34,0.017643736
19/02/2008,84.83,0.014605734
15/02/2008,83.6,0.009132484
14/02/2008,82.84,0.008729444
13/02/2008,82.12,0.012252052
12/02/2008,81.12,0.008542299
11/02/2008,80.43,0.014653653
08/02/2008,79.26,0.006582302
07/02/2008,78.74,0.015744325
06/02/2008,77.51,-0.028364382
05/02/2008,79.74,-0.028191778
04/02/2008,82.02,-0.005713954
01/02/2008,82.49,-0.009171055
31/01/2008,83.25,0.000240269
30/01/2008,83.23,0.007598179
29/01/2008,82.6,-0.003142756
28/01/2008,82.86,0.012630724
25/01/2008,81.82,-0.022358778
24/01/2008,83.67,0.026891155
23/01/2008,81.45,0.002458514
22/01/2008,81.25,-0.026836654
18/01/2008,83.46,0.008543461
17/01/2008,82.75,-0.041426042
16/01/2008,86.25,-0.023150243
15/01/2008,88.27,-0.029469707
14/01/2008,90.91,0.002643464
11/01/2008,90.67,-0.013474488
10/01/2008,91.9,-0.007264086
09/01/2008,92.57,0.01765521
08/01/2008,90.95,-0.012890718
07/01/2008,92.13,-0.013155247
04/01/2008,93.35,-0.013407309
03/01/2008,94.61,0.012229641
02/01/2008,93.46,0.001391938
31/12/2007,93.33,-0.016260521
28/12/2007,94.86,0.011770456
27/12/2007,93.75,-0.011559596
26/12/2007,94.84,0.003803089
24/12/2007,94.48,0.004667948
21/12/2007,94.04,0.021388316
20/12/2007,92.05,0.012571906
19/12/2007,90.9,-0.003185241
18/12/2007,91.19,0.013357819
17/12/2007,89.98,-0.022418521
14/12/2007,92.02,-0.011453394
13/12/2007,93.08,0.014064929
12/12/2007,91.78,0.020807708
11/12/2007,89.89,-0.020153757
10/12/2007,91.72,0.008320609
07/12/2007,90.96,-0.004606787
06/12/2007,91.38,0.023025148
05/12/2007,89.3,0.024255978
04/12/2007,87.16,-0.007771468
03/12/2007,87.84,0.000797221
30/11/2007,87.77,0.013881942
29/11/2007,86.56,0.005793088
28/11/2007,86.06,0.020544245
27/11/2007,84.31,0.006186813
26/11/2007,83.79,-0.033794135
23/11/2007,86.67,0.010671717
21/11/2007,85.75,-0.024763719
20/11/2007,87.9,0.033195669
19/11/2007,85.03,-0.011110576
16/11/2007,85.98,0.021394962
15/11/2007,84.16,-0.023370214
14/11/2007,86.15,-0.007862221
13/11/2007,86.83,0.018129491
12/11/2007,85.27,-0.023069475
09/11/2007,87.26,-0.021764632
08/11/2007,89.18,0.018560967
07/11/2007,87.54,-0.034799785
06/11/2007,90.64,0.024119079
05/11/2007,88.48,0
02/11/2007,88.48,-0.006309169
01/11/2007,89.04,-0.027362549
31/10/2007,91.51,0.015750092
30/10/2007,90.08,-0.030610173
29/10/2007,92.88,0.013331363
26/10/2007,91.65,0.004593184
25/10/2007,91.23,0.014685849
24/10/2007,89.9,0.010960852
23/10/2007,88.92,0.005412733
22/10/2007,88.44,-0.009341129
19/10/2007,89.27,-0.03467792
18/10/2007,92.42,-0.009047886
17/10/2007,93.26,-0.002035243
16/10/2007,93.45,0.012057418
15/10/2007,92.33,0.010014234
12/10/2007,91.41,0.004495375
11/10/2007,91,-0.011798258
10/10/2007,92.08,-0.007788875
09/10/2007,92.8,0.013233733
08/10/2007,91.58,-0.008047896
05/10/2007,92.32,0.00521287
04/10/2007,91.84,0.003927563
03/10/2007,91.48,-0.011736714
02/10/2007,92.56,-0.020107629
01/10/2007,94.44,0.009148027
28/09/2007,93.58,0.000748303
27/09/2007,93.51,0.010751636
26/09/2007,92.51,0.006833369
25/09/2007,91.88,-0.026527894
24/09/2007,94.35,-0.005179989
21/09/2007,94.84,0.007089602
20/09/2007,94.17,0.000637349
19/09/2007,94.11,0.00821557
18/09/2007,93.34,0.026158761
17/09/2007,90.93,0.003084043
14/09/2007,90.65,0.006196767
13/09/2007,90.09,0.010040245
12/09/2007,89.19,0.006749941
11/09/2007,88.59,0.017536318
10/09/2007,87.05,-0.006868945
07/09/2007,87.65,-0.014497932
06/09/2007,88.93,0.006430165
05/09/2007,88.36,-0.004178672
04/09/2007,88.73,0.010992235
31/08/2007,87.76,0.006516171
30/08/2007,87.19,0.005635762
29/08/2007,86.7,0.028072019
28/08/2007,84.3,-0.031526254
27/08/2007,87,-0.002525544
24/08/2007,87.22,0.020151232
23/08/2007,85.48,0.001053433
22/08/2007,85.39,0.012847133
21/08/2007,84.3,-0.006974436
20/08/2007,84.89,0.006262945
17/08/2007,84.36,0.03584094
16/08/2007,81.39,0.007770622
15/08/2007,80.76,-0.020710256
14/08/2007,82.45,0
13/08/2007,82.45,-0.01169604
10/08/2007,83.42,0.028081831
09/08/2007,81.11,-0.038931416
08/08/2007,84.33,0.013730739
07/08/2007,83.18,0.014043814
06/08/2007,82.02,0.012267082
03/08/2007,81.02,-0.034810379
02/08/2007,83.89,-0.015142842
01/08/2007,85.17,-0.001056152
31/07/2007,85.26,-0.013629426
30/07/2007,86.43,0.014333404
27/07/2007,85.2,-0.026180112
26/07/2007,87.46,-0.04022726
25/07/2007,91.05,0.013267193
24/07/2007,89.85,-0.029823502
23/07/2007,92.57,0.00487304
20/07/2007,92.12,-0.009507418
19/07/2007,93,-0.000859845
18/07/2007,93.08,0.021501534
17/07/2007,91.1,-0.011134271
16/07/2007,92.12,-0.013049525
13/07/2007,93.33,0.000321492
12/07/2007,93.3,0.027711635
11/07/2007,90.75,0.019472103
10/07/2007,89,-0.005602256
09/07/2007,89.5,0.020544802
06/07/2007,87.68,0.012740488
05/07/2007,86.57,0.002776173
03/07/2007,86.33,0.013762755
02/07/2007,85.15,0.010744539
29/06/2007,84.24,0.000712504
28/06/2007,84.18,0.003450946
27/06/2007,83.89,0.014286815
26/06/2007,82.7,-0.003018415
25/06/2007,82.95,0.017021688
22/06/2007,81.55,-0.015815415
21/06/2007,82.85,0.022953028
20/06/2007,80.97,-0.028249778
19/06/2007,83.29,-0.001199904
18/06/2007,83.39,0.002641692
15/06/2007,83.17,0.010151145
14/06/2007,82.33,0.014436267
13/06/2007,81.15,0.007297046
12/06/2007,80.56,-0.009881503
11/06/2007,81.36,0.0082691
08/06/2007,80.69,0.006091137
07/06/2007,80.2,-0.019631472
06/06/2007,81.79,-0.011427306
05/06/2007,82.73,-0.004823354
04/06/2007,83.13,0.010885449
01/06/2007,82.23,0.009039886
31/05/2007,81.49,-0.009283076
30/05/2007,82.25,0.018900906
29/05/2007,80.71,-0.005190323
25/05/2007,81.13,0.014401242
24/05/2007,79.97,-0.017723709
23/05/2007,81.4,-0.00953669
22/05/2007,82.18,-0.007878351
21/05/2007,82.83,-0.000241429
18/05/2007,82.85,0.016919642
17/05/2007,81.46,0.009001849
16/05/2007,80.73,0
15/05/2007,80.73,-0.001732674
14/05/2007,80.87,0.010316417
11/05/2007,80.04,0.023384748
10/05/2007,78.19,-0.01975498
09/05/2007,79.75,-0.003754698
08/05/2007,80.05,0.005888634
07/05/2007,79.58,0.003524676
04/05/2007,79.3,-0.003273325
03/05/2007,79.56,0.011630978
02/05/2007,78.64,0.003694507
01/05/2007,78.35,0.007173081
30/04/2007,77.79,-0.003721054
27/04/2007,78.08,-0.001279918
26/04/2007,78.18,-0.001789138
25/04/2007,78.32,0.015699718
24/04/2007,77.1,-0.00594855
23/04/2007,77.56,-0.011409649
20/04/2007,78.45,0.021126639
19/04/2007,76.81,-0.012420913
18/04/2007,77.77,-0.002440122
17/04/2007,77.96,0.001155105
16/04/2007,77.87,0.011105486
13/04/2007,77.01,-0.002075497
12/04/2007,77.17,0.007936033
11/04/2007,76.56,-0.00625002
10/04/2007,77.04,0.02032457
09/04/2007,75.49,-0.001588352
05/04/2007,75.61,0.000793861
04/04/2007,75.55,0.002783486
03/04/2007,75.34,0.006792328
02/04/2007,74.83,0.011694468
30/03/2007,73.96,-0.013296818
29/03/2007,74.95,0.011675634
28/03/2007,74.08,-0.001214165
27/03/2007,74.17,-0.003096186
26/03/2007,74.4,0.009453143
23/03/2007,73.7,0.010502722
22/03/2007,72.93,0.022042897
21/03/2007,71.34,0.018247907
20/03/2007,70.05,0.009610631
19/03/2007,69.38,0.018915157
16/03/2007,68.08,-0.011537185
15/03/2007,68.87,0.00801812
14/03/2007,68.32,0.007050558
13/03/2007,67.84,-0.014487705
12/03/2007,68.83,0.005244003
09/03/2007,68.47,0.00014606
08/03/2007,68.46,0.001900724
07/03/2007,68.33,0.009705959
06/03/2007,67.67,0.018494189
05/03/2007,66.43,-0.005404607
02/03/2007,66.79,-0.012054614
01/03/2007,67.6,-0.01351769
28/02/2007,68.52,-0.000875274
27/02/2007,68.58,-0.040436969
26/02/2007,71.41,0.004772609
23/02/2007,71.07,0.005644152
22/02/2007,70.67,0.010383423
21/02/2007,69.94,-0.002570328
20/02/2007,70.12,-0.009792174
16/02/2007,70.81,-0.007737255
15/02/2007,71.36,-0.011564044
14/02/2007,72.19,-0.008826426
13/02/2007,72.83,0.007027242
12/02/2007,72.32,-0.013732707
09/02/2007,73.32,-0.005847572
08/02/2007,73.75,0.015165261
07/02/2007,72.64,-0.009999398
06/02/2007,73.37,-0.005572559
05/02/2007,73.78,-0.003517796
02/02/2007,74.04,-0.005790872
01/02/2007,74.47,0.021582107
31/01/2007,72.88,-0.002603633
30/01/2007,73.07,0.021300944
29/01/2007,71.53,0.000419492
26/01/2007,71.5,-0.000279681
25/01/2007,71.52,-0.018288124
24/01/2007,72.84,0.003851449
23/01/2007,72.56,0.018640128
22/01/2007,71.22,-0.015327038
19/01/2007,72.32,0.019548235
18/01/2007,70.92,0.001411035
17/01/2007,70.82,0.016371638
16/01/2007,69.67,-0.009712975
12/01/2007,70.35,0.023879155
11/01/2007,68.69,-0.010427321
10/01/2007,69.41,-0.017424034
09/01/2007,70.63,-0.011542921
08/01/2007,71.45,0.012676226
05/01/2007,70.55,0.003834415
04/01/2007,70.28,-0.009769989
03/01/2007,70.97,-0.035436234
29/12/2006,73.53,-0.01014825
28/12/2006,74.28,0.003236249
27/12/2006,74.04,0.012913929
26/12/2006,73.09,0.004937604
22/12/2006,72.73,-0.006851219
21/12/2006,73.23,-0.00571897
20/12/2006,73.65,-0.011340745
19/12/2006,74.49,0.015695086
18/12/2006,73.33,-0.027572186
15/12/2006,75.38,-0.007796538
14/12/2006,75.97,0.020882584
13/12/2006,74.4,0.007419933
12/12/2006,73.85,0.00203321
11/12/2006,73.7,0.011874841
08/12/2006,72.83,-0.006705465
07/12/2006,73.32,-0.003267977
06/12/2006,73.56,-0.005287789
05/12/2006,73.95,0.006103783
04/12/2006,73.5,0.00532025
01/12/2006,73.11,0.01086444
30/11/2006,72.32,0.017716862
29/11/2006,71.05,0.016604369
28/11/2006,69.88,0.016302749
27/11/2006,68.75,-0.001308235
24/11/2006,68.84,-0.010979596
22/11/2006,69.6,-0.008868603
21/11/2006,70.22,0.01405444
20/11/2006,69.24,0.002024
17/11/2006,69.1,0.007991325
16/11/2006,68.55,-0.020217295
15/11/2006,69.95,-0.006128431
14/11/2006,70.38,0.000426348
13/11/2006,70.35,0.011580657
10/11/2006,69.54,-0.009446184
09/11/2006,70.2,0.009877684
08/11/2006,69.51,0.008669322
07/11/2006,68.91,-0.012402813
06/11/2006,69.77,0.012402813
03/11/2006,68.91,0.016386614
02/11/2006,67.79,0.012020624
01/11/2006,66.98,-0.00327918
31/10/2006,67.2,0.012126805
30/10/2006,66.39,-0.019244273
27/10/2006,67.68,0.002663117
26/10/2006,67.5,-0.001184483
25/10/2006,67.58,0.010262602
24/10/2006,66.89,0.018864213
23/10/2006,65.64,0.005499556
20/10/2006,65.28,-0.005499556
19/10/2006,65.64,0.015970855
18/10/2006,64.6,-0.005095356
17/10/2006,64.93,-0.001846438
16/10/2006,65.05,0.013152994
13/10/2006,64.2,0.002807676
12/10/2006,64.02,0.014474765
11/10/2006,63.1,-0.012598592
10/10/2006,63.9,0.010382349
09/10/2006,63.24,-0.00661941
06/10/2006,63.66,-0.003449901
05/10/2006,63.88,0.002821761
04/10/2006,63.7,0.012002671
03/10/2006,62.94,-0.024638359
02/10/2006,64.51,-0.00541085
29/09/2006,64.86,0.005100869
28/09/2006,64.53,0.005127021
27/09/2006,64.2,0.009546985
26/09/2006,63.59,0.022422821
25/09/2006,62.18,0.00386723
22/09/2006,61.94,-0.001774337
21/09/2006,62.05,0.019035798
20/09/2006,60.88,-0.016453902
19/09/2006,61.89,-0.015392319
18/09/2006,62.85,0.017009396
15/09/2006,61.79,-0.004198973
14/09/2006,62.05,-0.005464494
13/09/2006,62.39,0.016158051
12/09/2006,61.39,-0.00988743
11/09/2006,62,-0.035180304
08/09/2006,64.22,-0.01820757
07/09/2006,65.4,0.002756088
06/09/2006,65.22,-0.017026863
05/09/2006,66.34,0.023024574
01/09/2006,64.83,0.006654826
31/08/2006,64.4,-0.01219245
30/08/2006,65.19,-0.008401485
29/08/2006,65.74,-0.006368482
28/08/2006,66.16,-0.009177827
25/08/2006,66.77,0.000599251
24/08/2006,66.73,0.015860162
23/08/2006,65.68,-0.01315908
22/08/2006,66.55,-0.005095934
21/08/2006,66.89,-0.005516227
18/08/2006,67.26,0.016640816
17/08/2006,66.15,0.011249739
16/08/2006,65.41,-0.021925729
15/08/2006,66.86,-0.002837729
14/08/2006,67.05,-0.011860777
11/08/2006,67.85,0.007396483
10/08/2006,67.35,-0.001928355
09/08/2006,67.48,0.00415801
08/08/2006,67.2,0.005521166
07/08/2006,66.83,0.017662169
04/08/2006,65.66,0.002439769
03/08/2006,65.5,-0.007149951
02/08/2006,65.97,-0.004235372
01/08/2006,66.25,0.007119624
31/07/2006,65.78,-0.00409619
28/07/2006,66.05,-0.025117182
27/07/2006,67.73,0.003401615
26/07/2006,67.5,0.008181526
25/07/2006,66.95,0.010208766
24/07/2006,66.27,0.027847577
21/07/2006,64.45,-0.013408539
20/07/2006,65.32,-0.010204947
19/07/2006,65.99,0.006690005
18/07/2006,65.55,0.010427943
17/07/2006,64.87,-0.023010539
14/07/2006,66.38,0.02193204
13/07/2006,64.94,0.001078499
12/07/2006,64.87,-0.006606769
11/07/2006,65.3,0.015899077
10/07/2006,64.27,0.009222418
07/07/2006,63.68,-0.004699993
06/07/2006,63.98,0.001564211
05/07/2006,63.88,0.017847745
03/07/2006,62.75,0.011056919
30/06/2006,62.06,-0.006264578
29/06/2006,62.45,0.01760808
28/06/2006,61.36,0.020748316
27/06/2006,60.1,0.007012886
26/06/2006,59.68,0.016386886
23/06/2006,58.71,0.000852007
22/06/2006,58.66,0.006499082
21/06/2006,58.28,0.013300136
20/06/2006,57.51,0
19/06/2006,57.51,-0.020651224
16/06/2006,58.71,-0.012189079
15/06/2006,59.43,0.027291477
14/06/2006,57.83,0.018323521
13/06/2006,56.78,-0.01416479
12/06/2006,57.59,0.001042391
09/06/2006,57.53,-0.005719749
08/06/2006,57.86,0.011997014
07/06/2006,57.17,-0.030321014
06/06/2006,58.93,-0.007101822
05/06/2006,59.35,-0.023314961
02/06/2006,60.75,0.012755909
01/06/2006,59.98,0.00317275
31/05/2006,59.79,0.022666735
30/05/2006,58.45,-0.023335519
26/05/2006,59.83,0.005698976
25/05/2006,59.49,0.032285663
24/05/2006,57.6,-0.008643096
23/05/2006,58.1,-0.002063274
22/05/2006,58.22,-0.004284864
19/05/2006,58.47,-0.003925925
18/05/2006,58.7,-0.00408025
17/05/2006,58.94,-0.034681702
16/05/2006,61.02,0.00756707
15/05/2006,60.56,-0.01344944
12/05/2006,61.38,-0.021436875
11/05/2006,62.71,-0.002707224
10/05/2006,62.88,0.000318117
09/05/2006,62.86,0.013614369
08/05/2006,62.01,-0.00546801
05/05/2006,62.35,0.005629287
04/05/2006,62,0.001614205
03/05/2006,61.9,-0.014434894
02/05/2006,62.8,0.0262982
01/05/2006,61.17,0.002455194
28/04/2006,61.02,0.017190506
27/04/2006,59.98,-0.00399335
26/04/2006,60.22,-0.003150131
25/04/2006,60.41,-0.009555262
24/04/2006,60.99,-0.008002002
21/04/2006,61.48,0.023867481
20/04/2006,60.03,-0.016193348
19/04/2006,61.01,0.002297343
18/04/2006,60.87,0.025793925
17/04/2006,59.32,0.009144856
13/04/2006,58.78,0.001873138
12/04/2006,58.67,-0.013375295
11/04/2006,59.46,-0.004363155
10/04/2006,59.72,0.018079398
07/04/2006,58.65,-0.012874987
06/04/2006,59.41,-0.00151375
05/04/2006,59.5,0.009965457
04/04/2006,58.91,0.009722891
03/04/2006,58.34,0.006362329
31/03/2006,57.97,-0.009272044
30/03/2006,58.51,-0.002048831
29/03/2006,58.63,0.013220211
28/03/2006,57.86,-0.006030862
27/03/2006,58.21,0.011055563
24/03/2006,57.57,0.016462719
23/03/2006,56.63,0.002475249
22/03/2006,56.49,-0.001415178
21/03/2006,56.57,-0.003176847
20/03/2006,56.75,-0.007548531
17/03/2006,57.18,-0.009745987
16/03/2006,57.74,0.021709536
15/03/2006,56.5,0.002658398
14/03/2006,56.35,0.020981672
13/03/2006,55.18,0.020136137
10/03/2006,54.08,-0.006818418
09/03/2006,54.45,-0.012229777
08/03/2006,55.12,-0.00362188
07/03/2006,55.32,-0.009535019
06/03/2006,55.85,-0.019855288
03/03/2006,56.97,-0.000701878
02/03/2006,57.01,-0.004026264
