Date,Close,MMM
20/02/2008,79.94,0.001126479
19/02/2008,79.85,-0.001251565
15/02/2008,79.95,-0.004243641
14/02/2008,80.29,-0.013484462
13/02/2008,81.38,0.028416668
12/02/2008,79.1,-0.002273015
11/02/2008,79.28,0.009123226
08/02/2008,78.56,-0.007103023
07/02/2008,79.12,-0.000758054
06/02/2008,79.18,0.001137297
05/02/2008,79.09,-0.018539927
04/02/2008,80.57,-0.007912021
01/02/2008,81.21,0.019396356
31/01/2008,79.65,0.018116667
30/01/2008,78.22,0.002560165
29/01/2008,78.02,0.007461761
28/01/2008,77.44,0.025238345
25/01/2008,75.51,-0.002909285
24/01/2008,75.73,-0.004873882
23/01/2008,76.1,0.01242909
22/01/2008,75.16,0.003331782
18/01/2008,74.91,-0.000667245
17/01/2008,74.96,-0.030739318
16/01/2008,77.3,0.001553599
15/01/2008,77.18,-0.016958269
14/01/2008,78.5,0.011788963
11/01/2008,77.58,-0.033338533
10/01/2008,80.21,0.000249377
09/01/2008,80.19,-0.000249377
08/01/2008,80.21,-0.011158063
07/01/2008,81.11,-0.007981868
04/01/2008,81.76,-0.011431476
03/01/2008,82.7,-0.000120912
02/01/2008,82.71,-0.019278571
31/12/2007,84.32,-0.009090435
28/12/2007,85.09,-0.003636581
27/12/2007,85.4,-0.007814818
26/12/2007,86.07,-0.002205073
24/12/2007,86.26,0.002437469
21/12/2007,86.05,0.018295338
20/12/2007,84.49,-0.005194204
19/12/2007,84.93,-0.0107742
18/12/2007,85.85,0.000815708
17/12/2007,85.78,-0.001747132
14/12/2007,85.93,-0.011455144
13/12/2007,86.92,0.002995739
12/12/2007,86.66,0.023467308
11/12/2007,84.65,-0.02439003
10/12/2007,86.74,0.006360977
07/12/2007,86.19,0.016022798
06/12/2007,84.82,0.012575797
05/12/2007,83.76,0.02013936
04/12/2007,82.09,-0.001460743
03/12/2007,82.21,-0.012691293
30/11/2007,83.26,-0.004194888
29/11/2007,83.61,0.002394924
28/11/2007,83.41,0.015586614
27/11/2007,82.12,0.013732437
26/11/2007,81,-0.02137486
23/11/2007,82.75,0.018416278
21/11/2007,81.24,-0.010652075
20/11/2007,82.11,0.00500581
19/11/2007,81.7,0.001592455
16/11/2007,81.57,0.023819511
15/11/2007,79.65,-0.007006159
14/11/2007,80.21,-0.012636442
13/11/2007,81.23,0.025055845
12/11/2007,79.22,-0.003654008
09/11/2007,79.51,-0.040907515
08/11/2007,82.83,-0.005298026
07/11/2007,83.27,-0.025843069
06/11/2007,85.45,0.004692091
05/11/2007,85.05,0.001883018
02/11/2007,84.89,0.011730687
01/11/2007,83.9,-0.028898992
31/10/2007,86.36,0.006622156
30/10/2007,85.79,-0.002095949
29/10/2007,85.97,-0.001859385
26/10/2007,86.13,0.000464522
25/10/2007,86.09,-0.000116151
24/10/2007,86.1,0.0019764
23/10/2007,85.93,-0.00406481
22/10/2007,86.28,-0.003932914
19/10/2007,86.62,-0.089500004
18/10/2007,94.73,0.004973818
17/10/2007,94.26,0.002974928
16/10/2007,93.98,-0.004353142
15/10/2007,94.39,0.002333476
12/10/2007,94.17,-0.002015595
11/10/2007,94.36,-0.015354177
10/10/2007,95.82,0.002089428
09/10/2007,95.62,0.002198608
08/10/2007,95.41,-0.004601075
05/10/2007,95.85,0.016833643
04/10/2007,94.25,0.000636807
03/10/2007,94.19,0.003190135
02/10/2007,93.89,-0.009012413
01/10/2007,94.74,0.012319612
28/09/2007,93.58,0.002032412
27/09/2007,93.39,0.00914329
26/09/2007,92.54,0.006831146
25/09/2007,91.91,0.001088613
24/09/2007,91.81,0.001416971
21/09/2007,91.68,0.002621233
20/09/2007,91.44,-0.00567068
19/09/2007,91.96,0.003267621
18/09/2007,91.66,0.030236536
17/09/2007,88.93,-0.00101152
14/09/2007,89.02,-0.000786031
13/09/2007,89.09,0.000112252
12/09/2007,89.08,0.009474467
11/09/2007,88.24,0.00477111
10/09/2007,87.82,-0.012447824
07/09/2007,88.92,-0.019048195
06/09/2007,90.63,0.007864898
05/09/2007,89.92,-0.013586115
04/09/2007,91.15,0.001756891
31/08/2007,90.99,0.018076456
30/08/2007,89.36,0.006737057
29/08/2007,88.76,0.012926816
28/08/2007,87.62,-0.012250607
27/08/2007,88.7,-0.005060455
24/08/2007,89.15,0.004496916
23/08/2007,88.75,-0.003599149
22/08/2007,89.07,0.006872105
21/08/2007,88.46,0.002150173
20/08/2007,88.27,0.004997171
17/08/2007,87.83,0.028057027
16/08/2007,85.4,0.003989211
15/08/2007,85.06,-0.008195807
14/08/2007,85.76,-0.005697359
13/08/2007,86.25,0.003251658
10/08/2007,85.97,-0.010299229
09/08/2007,86.86,-0.014742282
08/08/2007,88.15,0.001362243
07/08/2007,88.03,0.002957909
06/08/2007,87.77,0.002395484
03/08/2007,87.56,-0.017659504
02/08/2007,89.12,0.000561199
01/08/2007,89.07,0.001685488
31/07/2007,88.92,-0.014070584
30/07/2007,90.18,0.001442601
27/07/2007,90.05,0
26/07/2007,90.05,0.004786562
25/07/2007,89.62,-0.000780771
24/07/2007,89.69,-0.013070634
23/07/2007,90.87,0.007289628
20/07/2007,90.21,-0.01058561
19/07/2007,91.17,-0.003394474
18/07/2007,91.48,0.004382128
17/07/2007,91.08,0.002308327
16/07/2007,90.87,0.007178782
13/07/2007,90.22,0.003219542
12/07/2007,89.93,0.023059342
11/07/2007,87.88,0.007538585
10/07/2007,87.22,-0.010152371
09/07/2007,88.11,0
06/07/2007,88.11,0.003980218
05/07/2007,87.76,-0.002048948
03/07/2007,87.94,-0.000682051
02/07/2007,88,0.013845407
29/06/2007,86.79,-0.000691085
28/06/2007,86.85,-0.003218764
27/06/2007,87.13,0.01212416
26/06/2007,86.08,-0.001972959
25/06/2007,86.25,-0.002084782
22/06/2007,86.43,-0.011274855
21/06/2007,87.41,0.003782456
20/06/2007,87.08,-0.008462029
19/06/2007,87.82,0.002279983
18/06/2007,87.62,-0.000570483
15/06/2007,87.67,0.002855676
14/06/2007,87.42,0.002634444
13/06/2007,87.19,0.024967911
12/06/2007,85.04,-0.00305272
11/06/2007,85.3,-0.007474924
08/06/2007,85.94,0.012410884
07/06/2007,84.88,-0.020292241
06/06/2007,86.62,-0.00965081
05/06/2007,87.46,-0.006950407
04/06/2007,88.07,-0.004079326
01/06/2007,88.43,0.005329113
31/05/2007,87.96,0.000341122
30/05/2007,87.93,0.00707604
29/05/2007,87.31,-0.000458033
25/05/2007,87.35,0.002292265
24/05/2007,87.15,-0.009023992
23/05/2007,87.94,0.001821079
22/05/2007,87.78,0.008236148
21/05/2007,87.06,0.001839504
18/05/2007,86.9,0.002650229
17/05/2007,86.67,0.007644235
16/05/2007,86.01,-0.001858521
15/05/2007,86.17,0.015672835
14/05/2007,84.83,-0.008451747
11/05/2007,85.55,0.010575892
10/05/2007,84.65,-0.008352498
09/05/2007,85.36,0.006817941
08/05/2007,84.78,-0.001767722
07/05/2007,84.93,0.008513709
04/05/2007,84.21,0.001663894
03/05/2007,84.07,-0.004154555
02/05/2007,84.42,0.00964121
01/05/2007,83.61,0.010097453
30/04/2007,82.77,0.014849348
27/04/2007,81.55,0.013580456
26/04/2007,80.45,0.044220138
25/04/2007,76.97,-0.000389686
24/04/2007,77,-0.003629768
23/04/2007,77.28,-0.006063361
20/04/2007,77.75,0.002188889
19/04/2007,77.58,0.006465818
18/04/2007,77.08,-0.002591346
17/04/2007,77.28,0.001554002
16/04/2007,77.16,0.005718757
13/04/2007,76.72,0.000130353
12/04/2007,76.71,0.006276992
11/04/2007,76.23,-0.003535655
10/04/2007,76.5,-0.004304448
09/04/2007,76.83,0.001041802
05/04/2007,76.75,-0.005327802
04/04/2007,77.16,-0.003880486
03/04/2007,77.46,0.015350893
02/04/2007,76.28,-0.001964509
30/03/2007,76.43,0.004458439
29/03/2007,76.09,-0.003804032
28/03/2007,76.38,-0.010289899
27/03/2007,77.17,-0.002717569
26/03/2007,77.38,-0.007595788
23/03/2007,77.97,0.002439809
22/03/2007,77.78,0.011378452
21/03/2007,76.9,0.006784995
20/03/2007,76.38,0.000261883
19/03/2007,76.36,0.014244504
16/03/2007,75.28,-0.009387257
15/03/2007,75.99,0.00250346
14/03/2007,75.8,0.013681558
13/03/2007,74.77,-0.00533548
12/03/2007,75.17,0.005870597
09/03/2007,74.73,0.002814072
08/03/2007,74.52,0.009708814
07/03/2007,73.8,0.004481572
06/03/2007,73.47,0.004091659
05/03/2007,73.17,0.002189083
02/03/2007,73.01,-0.008863493
01/03/2007,73.66,-0.005685679
28/02/2007,74.08,-0.005653535
27/02/2007,74.5,-0.021511917
26/02/2007,76.12,-0.001181645
23/02/2007,76.21,-0.001835344
22/02/2007,76.35,0.001572946
21/02/2007,76.23,-0.00458086
20/02/2007,76.58,-0.003389392
16/02/2007,76.84,-0.000910569
15/02/2007,76.91,0.000910569
14/02/2007,76.84,0.005350049
13/02/2007,76.43,0.024368839
12/02/2007,74.59,0.000670556
09/02/2007,74.54,-0.001340662
08/02/2007,74.64,-0.000133967
07/02/2007,74.65,0.005103422
06/02/2007,74.27,0.004588402
05/02/2007,73.93,0.000811908
02/02/2007,73.87,-0.001623157
01/02/2007,73.99,-0.004181003
31/01/2007,74.3,-0.00536914
30/01/2007,74.7,-0.055461303
29/01/2007,78.96,0.003425313
26/01/2007,78.69,-0.004058344
25/01/2007,79.01,-0.006056801
24/01/2007,79.49,0.008083914
23/01/2007,78.85,0.004576085
22/01/2007,78.49,-0.009636185
19/01/2007,79.25,0.00556752
18/01/2007,78.81,-0.00126807
17/01/2007,78.91,-0.008203491
16/01/2007,79.56,0.002516991
12/01/2007,79.36,0.008986833
11/01/2007,78.65,0.010223731
10/01/2007,77.85,0.002186074
09/01/2007,77.68,0.001159271
08/01/2007,77.59,0.002193408
05/01/2007,77.42,-0.00682245
04/01/2007,77.95,-0.003969021
03/01/2007,78.26,0.004225629
29/12/2006,77.93,-0.00294702
28/12/2006,78.16,-0.003958378
27/12/2006,78.47,0.005623018
26/12/2006,78.03,-0.004092601
22/12/2006,78.35,-0.005853924
21/12/2006,78.81,-0.000253743
20/12/2006,78.83,0.009175545
19/12/2006,78.11,-0.003067879
18/12/2006,78.35,0.00051066
15/12/2006,78.31,-0.005856905
14/12/2006,78.77,-0.006075199
13/12/2006,79.25,0.003032986
12/12/2006,79.01,0.002027113
11/12/2006,78.85,0.003684649
08/12/2006,78.56,-0.01264879
07/12/2006,79.56,-0.00301205
06/12/2006,79.8,-0.009478744
05/12/2006,80.56,-0.004087959
04/12/2006,80.89,0.011313604
01/12/2006,79.98,-0.018335499
30/11/2006,81.46,0.005909892
29/11/2006,80.98,0.007063664
28/11/2006,80.41,0.002241037
27/11/2006,80.23,-0.011401784
24/11/2006,81.15,-0.00393556
22/11/2006,81.47,-0.002084484
21/11/2006,81.64,0.003189795
20/11/2006,81.38,-0.00024573
17/11/2006,81.4,0.013730193
16/11/2006,80.29,-0.005217403
15/11/2006,80.71,0.007711481
14/11/2006,80.09,0.007393981
13/11/2006,79.5,0.003906993
10/11/2006,79.19,0.0036688
09/11/2006,78.9,-0.006568998
08/11/2006,79.42,0
07/11/2006,79.42,-0.002138231
06/11/2006,79.59,0.012771243
03/11/2006,78.58,-0.003810496
02/11/2006,78.88,0.000507228
01/11/2006,78.84,0
31/10/2006,78.84,-0.001267588
30/10/2006,78.94,-0.00012667
27/10/2006,78.95,-0.003666481
26/10/2006,79.24,-0.002772529
25/10/2006,79.46,-0.005396938
24/10/2006,79.89,-0.002500314
23/10/2006,80.09,0.020434616
20/10/2006,78.47,0.02673369
19/10/2006,76.4,0.011452768
18/10/2006,75.53,-0.003568364
17/10/2006,75.8,0.000659848
16/10/2006,75.75,0.004631169
13/10/2006,75.4,-0.000397799
12/10/2006,75.43,-0.000530152
11/10/2006,75.47,0.003583995
10/10/2006,75.2,-0.007947062
09/10/2006,75.8,-0.001976936
06/10/2006,75.95,0.000395075
05/10/2006,75.92,0.013926878
04/10/2006,74.87,0.01128286
03/10/2006,74.03,0.00596127
02/10/2006,73.59,-0.011215576
29/09/2006,74.42,-0.002415784
28/09/2006,74.6,-0.000670017
27/09/2006,74.65,-0.001338688
