Date,Close,CAN
06/06/2006,27.44,-0.001092697
05/06/2006,27.47,-0.015173702
02/06/2006,27.89,-0.006789378
01/06/2006,28.08,-0.002489775
31/05/2006,28.15,0.015753996
30/05/2006,27.71,-0.008623841
26/05/2006,27.95,-0.002501341
25/05/2006,28.02,0.006085575
24/05/2006,27.85,0.017750874
23/05/2006,27.36,0.003661666
22/05/2006,27.26,-0.015289704
19/05/2006,27.68,-0.002165284
18/05/2006,27.74,-0.032627008
17/05/2006,28.66,-0.010758389
16/05/2006,28.97,0.003804258
15/05/2006,28.86,-0.010684231
12/05/2006,29.17,-0.015309025
11/05/2006,29.62,0.004059545
10/05/2006,29.5,0.003055511
09/05/2006,29.41,-0.003055511
08/05/2006,29.5,0.001696353
05/05/2006,29.45,0.003401364
04/05/2006,29.35,-0.000340657
03/05/2006,29.36,-0.003060706
02/05/2006,29.45,-0.000678887
01/05/2006,29.47,0.013666082
28/04/2006,29.07,-0.021103574
27/04/2006,29.69,0.003035927
26/04/2006,29.6,-0.001687764
25/04/2006,29.65,-0.002021564
24/04/2006,29.71,-0.01004697
21/04/2006,30.01,-0.004985884
20/04/2006,30.16,-0.001325381
19/04/2006,30.2,-0.012504276
18/04/2006,30.58,0.029872782
17/04/2006,29.68,0.006422195
13/04/2006,29.49,0.003396742
12/04/2006,29.39,0.022016713
11/04/2006,28.75,-0.009002831
10/04/2006,29.01,-0.00068918
07/04/2006,29.03,-0.012664896
06/04/2006,29.4,-0.010152371
05/04/2006,29.7,-0.021649472
04/04/2006,30.35,0.014603645
03/04/2006,29.91,-0.005335124
31/03/2006,30.07,0.000332613
30/03/2006,30.06,0.032113627
29/03/2006,29.11,-0.059674426
28/03/2006,30.9,0.002592354
27/03/2006,30.82,-0.021823716
24/03/2006,31.5,-0.020735898
23/03/2006,32.16,-0.005890577
22/03/2006,32.35,0.013381248
21/03/2006,31.92,0.015151805
20/03/2006,31.44,-0.002223988
17/03/2006,31.51,-0.010418405
16/03/2006,31.84,-0.00156912
15/03/2006,31.89,0.00692262
14/03/2006,31.67,0.003796272
13/03/2006,31.55,-0.000316907
10/03/2006,31.56,0.004127645
09/03/2006,31.43,-0.003176623
08/03/2006,31.53,-0.01103938
07/03/2006,31.88,-0.015253214
06/03/2006,32.37,-0.004623217
03/03/2006,32.52,-0.002457004
02/03/2006,32.6,-0.000919822
01/03/2006,32.63,-0.000918977
28/02/2006,32.66,-0.008536637
27/02/2006,32.94,0.016529302
24/02/2006,32.4,0.00030869
23/02/2006,32.39,-0.001542496
22/02/2006,32.44,0.003087375
21/02/2006,32.34,-0.011070224
17/02/2006,32.7,-0.003967654
16/02/2006,32.83,0.014419639
15/02/2006,32.36,0.014630611
14/02/2006,31.89,-0.009052661
13/02/2006,32.18,0.006547178
10/02/2006,31.97,0.007220248
09/02/2006,31.74,-0.021814514
08/02/2006,32.44,0.004634644
07/02/2006,32.29,0.009334231
06/02/2006,31.99,0.016388643
03/02/2006,31.47,-0.006019343
02/02/2006,31.66,-0.001893342
01/02/2006,31.72,0.006007923
31/01/2006,31.53,0.003176623
30/01/2006,31.43,0
27/01/2006,31.43,0.006703936
26/01/2006,31.22,0.008039921
25/01/2006,30.97,0.012345836
24/01/2006,30.59,-0.004566218
23/01/2006,30.73,-0.014858154
20/01/2006,31.19,0.003211307
19/01/2006,31.09,0.003221652
18/01/2006,30.99,0.004852023
17/01/2006,30.84,0.020639553
13/01/2006,30.21,-0.012500163
12/01/2006,30.59,-0.001633187
11/01/2006,30.64,0.008192738
10/01/2006,30.39,-0.021807211
09/01/2006,31.06,-0.002893428
06/01/2006,31.15,0.048340827
05/01/2006,29.68,0.007440007
04/01/2006,29.46,0.005445895
03/01/2006,29.3,0.014784522
30/12/2005,28.87,0.002080445
29/12/2005,28.81,-0.002426765
28/12/2005,28.88,0.001039321
27/12/2005,28.85,-0.003114728
23/12/2005,28.94,0.009722299
22/12/2005,28.66,-0.002439451
21/12/2005,28.73,0.005584657
20/12/2005,28.57,0.013035238
19/12/2005,28.2,-0.013735028
16/12/2005,28.59,0.00069979
15/12/2005,28.57,-0.011138298
14/12/2005,28.89,0.020987129
13/12/2005,28.29,-0.00388076
12/12/2005,28.4,0.005295688
09/12/2005,28.25,0.000354045
08/12/2005,28.24,-0.017550468
07/12/2005,28.74,-0.003820112
06/12/2005,28.85,0.002776815
05/12/2005,28.77,-0.014150366
02/12/2005,29.18,0.001371742
01/12/2005,29.14,0.024315196
30/11/2005,28.44,0.007057192
29/11/2005,28.24,0.019306999
28/11/2005,27.7,-0.007194276
25/11/2005,27.9,0.016989384
23/11/2005,27.43,-0.011598535
22/11/2005,27.75,-0.007896667
21/11/2005,27.97,0.001789229
18/11/2005,27.92,-0.010687669
17/11/2005,28.22,0.033510612
16/11/2005,27.29,0.026737575
15/11/2005,26.57,-0.000376294
14/11/2005,26.58,0.000752729
11/11/2005,26.56,-0.003007521
10/11/2005,26.64,0.006779687
09/11/2005,26.46,0.00113443
08/11/2005,26.43,0.000757002
07/11/2005,26.41,0.001136579
04/11/2005,26.38,0.009904843
03/11/2005,26.12,-0.008007669
02/11/2005,26.33,-0.005303043
01/11/2005,26.47,0.006062921
31/10/2005,26.31,0.005717568
28/10/2005,26.16,0.001530222
27/10/2005,26.12,-0.000765404
26/10/2005,26.14,0.008451837
25/10/2005,25.92,-0.02137486
24/10/2005,26.48,0.014454417
21/10/2005,26.1,-0.006872879
20/10/2005,26.28,-0.001520913
19/10/2005,26.32,0.021506205
18/10/2005,25.76,0.009752369
17/10/2005,25.51,-0.000391926
14/10/2005,25.52,0.020586634
13/10/2005,25,-0.003194891
12/10/2005,25.08,-0.007151401
11/10/2005,25.26,-0.014541423
10/10/2005,25.63,-0.039775798
07/10/2005,26.67,0.054713182
06/10/2005,25.25,0.011952334
05/10/2005,24.95,-0.016299307
04/10/2005,25.36,-0.006681102
03/10/2005,25.53,0.002745638
30/09/2005,25.46,0.016234766
29/09/2005,25.05,0.000399281
28/09/2005,25.04,-0.002791627
27/09/2005,25.11,-0.007142888
26/09/2005,25.29,0.00396197
23/09/2005,25.19,-0.000396904
22/09/2005,25.2,-0.013793322
21/09/2005,25.55,-0.009349503
20/09/2005,25.79,-0.000387672
19/09/2005,25.8,-0.018053112
16/09/2005,26.27,0.032891338
15/09/2005,25.42,-0.006665384
14/09/2005,25.59,0.018537309
13/09/2005,25.12,-0.02321568
12/09/2005,25.71,0.003897121
09/09/2005,25.61,-0.007391592
08/09/2005,25.8,0.000387672
07/09/2005,25.79,0.003106799
06/09/2005,25.71,0.015680447
02/09/2005,25.31,0.015528881
01/09/2005,24.92,0.021087562
31/08/2005,24.4,-0.000409752
30/08/2005,24.41,-0.003680233
29/08/2005,24.5,-0.006103783
26/08/2005,24.65,-0.013698844
25/08/2005,24.99,0.013293247
24/08/2005,24.66,-0.001620746
23/08/2005,24.7,-0.006859014
22/08/2005,24.87,-0.006013247
19/08/2005,25.02,-0.003192341
18/08/2005,25.1,0.009205588
17/08/2005,24.87,-0.008408458
16/08/2005,25.08,-0.00079713
15/08/2005,25.1,-0.001592357
12/08/2005,25.14,-0.003177127
11/08/2005,25.22,-0.006718065
10/08/2005,25.39,-0.000393778
09/08/2005,25.4,0.015873349
08/08/2005,25,-0.005982072
05/08/2005,25.15,-0.005946499
04/08/2005,25.3,-0.012178504
03/08/2005,25.61,0.003912368
02/08/2005,25.51,0.020194707
01/08/2005,25,-0.001598721
29/07/2005,25.04,0.001198801
28/07/2005,25.01,-0.001598083
27/07/2005,25.05,0.002398083
26/07/2005,24.99,0.005617992
25/07/2005,24.85,0.002014099
22/07/2005,24.8,-0.002014099
21/07/2005,24.85,0.012960894
20/07/2005,24.53,-0.001222245
19/07/2005,24.56,0.031853779
18/07/2005,23.79,0.012264903
15/07/2005,23.5,-0.00509339
14/07/2005,23.62,0.004242688
13/07/2005,23.52,-0.009310266
12/07/2005,23.74,-0.020017349
11/07/2005,24.22,0.000412967
08/07/2005,24.21,0.086673482
07/07/2005,22.2,-0.061154423
06/07/2005,23.6,0.020116236
05/07/2005,23.13,-0.006464147
01/07/2005,23.28,0.026552158
30/06/2005,22.67,0.002207994
29/06/2005,22.62,-0.027900676
28/06/2005,23.26,0.023489553
27/06/2005,22.72,-0.007891317
24/06/2005,22.9,-0.004357305
23/06/2005,23,-0.038802566
22/06/2005,23.91,0.001255493
21/06/2005,23.88,0.001257071
20/06/2005,23.85,0.009690407
17/06/2005,23.62,0.011496827
16/06/2005,23.35,0.015537645
15/06/2005,22.99,-0.014680747
14/06/2005,23.33,-0.022044131
13/06/2005,23.85,-0.003766483
10/06/2005,23.94,0.01091989
09/06/2005,23.68,0.003384098
08/06/2005,23.6,-0.013050069
07/06/2005,23.91,0.010088358
06/06/2005,23.67,0.00891158
03/06/2005,23.46,-0.007643349
02/06/2005,23.64,0.011915035
01/06/2005,23.36,0.003430535
31/05/2005,23.28,0.007762005
27/05/2005,23.1,0.002600782
26/05/2005,23.04,0.030853042
25/05/2005,22.34,-0.014663671
24/05/2005,22.67,-0.003962145
23/05/2005,22.76,0.001759015
20/05/2005,22.72,-0.003076249
19/05/2005,22.79,0.012806534
18/05/2005,22.5,0.020202707
17/05/2005,22.05,0.001815706
16/05/2005,22.01,-0.001815706
13/05/2005,22.05,0.002724797
12/05/2005,21.99,0.003188342
11/05/2005,21.92,0.002740979
10/05/2005,21.86,-0.010013739
09/05/2005,22.08,0.003629768
06/05/2005,22,0.008215473
05/05/2005,21.82,-0.012750628
04/05/2005,22.1,0
03/05/2005,22.1,0.005899722
02/05/2005,21.97,0.012365626
29/04/2005,21.7,0.003693448
28/04/2005,21.62,0.0069622
27/04/2005,21.47,-0.003719205
26/04/2005,21.55,-0.013825105
25/04/2005,21.85,0.004587164
22/04/2005,21.75,-0.009608859
21/04/2005,21.96,0.00273598
20/04/2005,21.9,-0.024358444
19/04/2005,22.44,-0.00577651
18/04/2005,22.57,0.003106282
15/04/2005,22.5,-0.015873349
14/04/2005,22.86,-0.011309385
13/04/2005,23.12,-0.013745921
12/04/2005,23.44,0.004275338
11/04/2005,23.34,-0.015306421
08/04/2005,23.7,-0.048991068
07/04/2005,24.89,-0.003208988
06/04/2005,24.97,0.004415018
05/04/2005,24.86,0.020728237
04/04/2005,24.35,-0.003689285
01/04/2005,24.44,0.011936754
31/03/2005,24.15,-0.016834723
30/03/2005,24.56,0.01642073
29/03/2005,24.16,-0.016827813
28/03/2005,24.57,0.006943054
24/03/2005,24.4,0.004106782
23/03/2005,24.3,0.000823384
22/03/2005,24.28,0.011182556
21/03/2005,24.01,0.014684552
18/03/2005,23.66,-0.012182465
17/03/2005,23.95,-0.003334726
16/03/2005,24.03,0.0020829
15/03/2005,23.98,-0.020636308
14/03/2005,24.48,0.000817327
11/03/2005,24.46,-0.019834692
10/03/2005,24.95,-0.008778987
09/03/2005,25.17,-0.005941788
08/03/2005,25.32,-0.006691621
07/03/2005,25.49,0.004718845
04/03/2005,25.37,0.0103012
03/03/2005,25.11,-0.012270093
02/03/2005,25.42,-0.006665384
01/03/2005,25.59,0.001564334
28/02/2005,25.55,0.01577942
25/02/2005,25.15,0.027001439
24/02/2005,24.48,-0.009351562
23/02/2005,24.71,-0.003635633
22/02/2005,24.8,-0.00402415
18/02/2005,24.9,0.015786606
17/02/2005,24.51,-0.02179263
16/02/2005,25.05,0.006006024
15/02/2005,24.9,0.010496665
14/02/2005,24.64,-0.022472856
11/02/2005,25.2,-0.008692271
10/02/2005,25.42,-0.003534266
09/02/2005,25.51,-0.013240069
08/02/2005,25.85,0.003099576
07/02/2005,25.77,0.001553398
04/02/2005,25.73,0.009763796
03/02/2005,25.48,-0.013642776
02/02/2005,25.83,-0.006175242
01/02/2005,25.99,-0.00230592
31/01/2005,26.05,0.017425417
28/01/2005,25.6,-0.003120127
27/01/2005,25.68,0.010963305
26/01/2005,25.4,0.00790518
25/01/2005,25.2,0.011976191
24/01/2005,24.9,-0.010387628
21/01/2005,25.16,-0.020067563
20/01/2005,25.67,-0.012773543
19/01/2005,26,-0.003838776
18/01/2005,26.1,-0.007253324
14/01/2005,26.29,0.004192878
13/01/2005,26.18,-0.00798939
12/01/2005,26.39,-0.004159582
11/01/2005,26.5,-0.017209553
10/01/2005,26.96,0.013067201
07/01/2005,26.61,0.045750819
06/01/2005,25.42,-0.009007306
05/01/2005,25.65,-0.003891055
04/01/2005,25.75,-0.023792373
03/01/2005,26.37,-0.023609866
31/12/2004,27,0.003710579
30/12/2004,26.9,-0.00334014
29/12/2004,26.99,-0.00885288
28/12/2004,27.23,0.000734754
27/12/2004,27.21,-0.012417983
23/12/2004,27.55,0.001816531
22/12/2004,27.5,0.006201005
21/12/2004,27.33,0.012148134
20/12/2004,27,-0.013245227
17/12/2004,27.36,0.011395087
16/12/2004,27.05,-0.011029524
15/12/2004,27.35,0.013991392
14/12/2004,26.97,0.015318813
13/12/2004,26.56,0.001507159
