Date,Close,CAN
20/02/2008,34.1,-0.019745125
19/02/2008,34.78,0.006345565
15/02/2008,34.56,-0.029929553
14/02/2008,35.61,-0.006438091
13/02/2008,35.84,0.019155515
12/02/2008,35.16,0.028853704
11/02/2008,34.16,0.006166515
08/02/2008,33.95,0.022640228
07/02/2008,33.19,-0.018507991
06/02/2008,33.81,0.008614341
05/02/2008,33.52,-0.018913093
04/02/2008,34.16,-0.025434897
01/02/2008,35.04,0.012058716
31/01/2008,34.62,0.017482963
30/01/2008,34.02,-0.015169486
29/01/2008,34.54,0.017818494
28/01/2008,33.93,0.002065202
25/01/2008,33.86,-0.000590493
24/01/2008,33.88,0.024198343
23/01/2008,33.07,-0.00693087
22/01/2008,33.3,-0.014015437
18/01/2008,33.77,0.010717578
17/01/2008,33.41,-0.018681047
16/01/2008,34.04,0.015990865
15/01/2008,33.5,-0.000596837
14/01/2008,33.52,0.022018685
11/01/2008,32.79,-0.024700051
10/01/2008,33.61,-0.005932975
09/01/2008,33.81,-0.004721165
08/01/2008,33.97,0
07/01/2008,33.97,-0.027295539
04/01/2008,34.91,-0.015067805
03/01/2008,35.44,-0.017343092
02/01/2008,36.06,0.000832293
31/12/2007,36.03,-0.023317474
28/12/2007,36.88,0.000542446
27/12/2007,36.86,-0.029669422
26/12/2007,37.97,-0.00210471
24/12/2007,38.05,0.001314925
21/12/2007,38,0.020202707
20/12/2007,37.24,0.063178902
19/12/2007,34.96,-0.013072082
18/12/2007,35.42,0.033882081
17/12/2007,34.24,0.007034027
14/12/2007,34,-0.022106776
13/12/2007,34.76,0.003169575
12/12/2007,34.65,-0.016884075
11/12/2007,35.24,-0.03622575
10/12/2007,36.54,0.030566425
07/12/2007,35.44,0.002825659
06/12/2007,35.34,0.021450844
05/12/2007,34.59,0.021921088
04/12/2007,33.84,-0.007947062
03/12/2007,34.11,-0.013106348
30/11/2007,34.56,-0.002600782
29/11/2007,34.65,-0.005755412
28/11/2007,34.85,0.031184226
27/11/2007,33.78,-0.002955958
26/11/2007,33.88,-0.037084203
23/11/2007,35.16,0.017212129
21/11/2007,34.56,-0.013507893
20/11/2007,35.03,0.000856776
19/11/2007,35,-0.049878008
16/11/2007,36.79,0.003539827
15/11/2007,36.66,0.030183656
14/11/2007,35.57,-0.033995259
13/11/2007,36.8,0.031468233
12/11/2007,35.66,0.022689572
09/11/2007,34.86,-0.008853406
08/11/2007,35.17,-0.021100797
07/11/2007,35.92,-0.00969671
06/11/2007,36.27,-0.034682425
05/11/2007,37.55,-0.022384081
02/11/2007,38.4,-0.002081166
01/11/2007,38.48,-0.01470425
31/10/2007,39.05,0.009003276
30/10/2007,38.7,-0.012837147
29/10/2007,39.2,0
26/10/2007,39.2,0.017758799
25/10/2007,38.51,-0.015971488
24/10/2007,39.13,-0.018232969
23/10/2007,39.85,0.017721983
22/10/2007,39.15,-0.003060446
19/10/2007,39.27,-0.044329967
18/10/2007,41.05,0.003416304
17/10/2007,40.91,0.015767757
16/10/2007,40.27,-0.017965292
15/10/2007,41,-0.029085093
12/10/2007,42.21,0.029817068
11/10/2007,40.97,-0.019816985
10/10/2007,41.79,0.036802009
09/10/2007,40.28,0.013496831
08/10/2007,39.74,0.005551364
05/10/2007,39.52,-0.010321048
04/10/2007,39.93,0.002758622
03/10/2007,39.82,-0.006009032
02/10/2007,40.06,-0.020262616
01/10/2007,40.88,0.015530942
28/09/2007,40.25,0.056997667
27/09/2007,38.02,0.005538719
26/09/2007,37.81,-0.005801704
25/09/2007,38.03,-0.035390494
24/09/2007,39.4,-0.007585371
21/09/2007,39.7,0.011144999
20/09/2007,39.26,0.001019368
19/09/2007,39.22,0.019048195
18/09/2007,38.48,-0.010855625
17/09/2007,38.9,-0.019348872
14/09/2007,39.66,-0.00302115
13/09/2007,39.78,0.001509434
12/09/2007,39.72,0.003783584
11/09/2007,39.57,-0.00705115
10/09/2007,39.85,-0.004256924
07/09/2007,40.02,-0.012909812
06/09/2007,40.54,-0.009574149
05/09/2007,40.93,-0.01045094
04/09/2007,41.36,0.003633285
31/08/2007,41.21,0.002672824
30/08/2007,41.1,0.021146596
29/08/2007,40.24,0.016032408
28/08/2007,39.6,-0.015286603
27/08/2007,40.21,0.003987047
24/08/2007,40.05,-0.009196038
23/08/2007,40.42,0.003966292
22/08/2007,40.26,0.007229247
21/08/2007,39.97,0.009300054
20/08/2007,39.6,0.020408872
17/08/2007,38.8,0.03514655
16/08/2007,37.46,-0.03643438
15/08/2007,38.85,-0.011516442
14/08/2007,39.3,-0.019902408
13/08/2007,40.09,0.022705314
10/08/2007,39.19,-0.0154453
09/08/2007,39.8,-0.039896944
08/08/2007,41.42,-0.012952928
07/08/2007,41.96,0.005975875
06/08/2007,41.71,0.017168842
03/08/2007,41,-0.028611159
02/08/2007,42.19,0.015526408
01/08/2007,41.54,-0.014103258
31/07/2007,42.13,0.000237389
30/07/2007,42.12,0.009781779
27/07/2007,41.71,0.011089795
26/07/2007,41.25,-0.015634714
25/07/2007,41.9,-0.015863953
24/07/2007,42.57,-0.028712322
23/07/2007,43.81,0.011478547
20/07/2007,43.31,0.00718344
19/07/2007,43,0.024245038
18/07/2007,41.97,0.001430615
17/07/2007,41.91,-0.013979614
16/07/2007,42.5,0.004480611
13/07/2007,42.31,-0.004951089
12/07/2007,42.52,0.008265486
11/07/2007,42.17,0.011207939
10/07/2007,41.7,-0.027671152
09/07/2007,42.87,-0.003027835
06/07/2007,43,0.004428396
05/07/2007,42.81,0.013877678
03/07/2007,42.22,-0.007550767
02/07/2007,42.54,-0.008193889
29/06/2007,42.89,0.001399907
28/06/2007,42.83,-0.003030659
27/06/2007,42.96,0.003731348
26/06/2007,42.8,0.015303418
25/06/2007,42.15,-0.011323546
22/06/2007,42.63,0.020379852
21/06/2007,41.77,-0.006918792
20/06/2007,42.06,0.015574773
19/06/2007,41.41,-0.002411965
18/06/2007,41.51,0.037054908
15/06/2007,40,0.01232565
14/06/2007,39.51,0.001012915
13/06/2007,39.47,-0.000759782
12/06/2007,39.5,-0.001517835
11/06/2007,39.56,-0.003532681
08/06/2007,39.7,-0.003018111
07/06/2007,39.82,-0.029202768
06/06/2007,41,-0.018127385
05/06/2007,41.75,0.012290792
04/06/2007,41.24,-0.000484848
01/06/2007,41.26,0.007785927
31/05/2007,40.94,0.007354777
30/05/2007,40.64,-0.007110487
29/05/2007,40.93,0.005143918
25/05/2007,40.72,0.019591451
24/05/2007,39.93,-0.002751033
23/05/2007,40.04,0.010544913
22/05/2007,39.62,-0.001009082
21/05/2007,39.66,-0.000252111
18/05/2007,39.67,0.00302954
17/05/2007,39.55,-0.009311757
16/05/2007,39.92,0.038819992
15/05/2007,38.4,0.006793859
14/05/2007,38.14,-0.005230137
11/05/2007,38.34,0.000260858
10/05/2007,38.33,-0.013989865
09/05/2007,38.87,0.011904903
08/05/2007,38.41,0.002867946
07/05/2007,38.3,-0.020672571
04/05/2007,39.1,-0.003828977
03/05/2007,39.25,0.007415965
02/05/2007,38.96,-0.001795102
01/05/2007,39.03,-0.001791886
30/04/2007,39.1,0.010799796
27/04/2007,38.68,-0.001033592
26/04/2007,38.72,-0.015885551
25/04/2007,39.34,0.015369155
24/04/2007,38.74,0.004657188
23/04/2007,38.56,0.002076844
20/04/2007,38.48,0.005211059
19/04/2007,38.28,-0.010395104
18/04/2007,38.68,-0.006185587
17/04/2007,38.92,0.003603608
16/04/2007,38.78,0.00206505
13/04/2007,38.7,0.007261443
12/04/2007,38.42,0.006528291
11/04/2007,38.17,0.001835585
10/04/2007,38.1,-0.006018597
09/04/2007,38.33,-0.00805513
05/04/2007,38.64,-0.002068253
04/04/2007,38.72,0.006217637
03/04/2007,38.48,-0.008281621
02/04/2007,38.8,0.006723584
30/03/2007,38.54,-0.003626008
29/03/2007,38.68,0.028584613
28/03/2007,37.59,0.037126605
27/03/2007,36.22,-0.014526773
26/03/2007,36.75,0.009569451
23/03/2007,36.4,-0.009297305
22/03/2007,36.74,0.003271541
21/03/2007,36.62,0.008776798
20/03/2007,36.3,0.014149216
19/03/2007,35.79,0.014919348
16/03/2007,35.26,0.007401115
15/03/2007,35,-0.013057239
14/03/2007,35.46,-0.006185007
13/03/2007,35.68,-0.018878962
12/03/2007,36.36,0.006899434
09/03/2007,36.11,0.010299326
08/03/2007,35.74,0.017499741
07/03/2007,35.12,-0.003411032
06/03/2007,35.24,0.009694972
05/03/2007,34.9,-0.02406344
02/03/2007,35.75,0.015220136
01/03/2007,35.21,-0.016058945
28/02/2007,35.78,-0.028108767
27/02/2007,36.8,-0.030771659
26/02/2007,37.95,-0.007874056
23/02/2007,38.25,-0.001306336
22/02/2007,38.3,-0.004428821
21/02/2007,38.47,-0.008283765
20/02/2007,38.79,0.001031726
16/02/2007,38.75,-0.001031726
15/02/2007,38.79,-0.010514265
14/02/2007,39.2,0.012320484
13/02/2007,38.72,0.009601735
12/02/2007,38.35,-0.011407954
09/02/2007,38.79,-0.001288162
08/02/2007,38.84,-0.006671824
07/02/2007,39.1,0.013906997
06/02/2007,38.56,-0.002590004
05/02/2007,38.66,0.001812298
02/02/2007,38.59,0.013041395
01/02/2007,38.09,0.008966305
31/01/2007,37.75,0.020067563
30/01/2007,37,0.001893684
29/01/2007,36.93,0.010890388
26/01/2007,36.53,0
25/01/2007,36.53,-0.005187725
24/01/2007,36.72,-0.003262646
23/01/2007,36.84,0.004352564
22/01/2007,36.68,-0.001906578
19/01/2007,36.75,-0.010825546
18/01/2007,37.15,-0.009910353
17/01/2007,37.52,0.011257155
16/01/2007,37.1,-0.023442736
12/01/2007,37.98,0.021019797
11/01/2007,37.19,-0.00402523
10/01/2007,37.34,0.00590923
09/01/2007,37.12,-0.002421634
08/01/2007,37.21,0.014345895
05/01/2007,36.68,-0.014077114
04/01/2007,37.2,0.022289588
03/01/2007,36.38,-0.015005056
29/12/2006,36.93,-0.009164485
28/12/2006,37.27,0.019507527
27/12/2006,36.55,0.006863445
26/12/2006,36.3,-0.004123717
22/12/2006,36.45,-0.006017524
21/12/2006,36.67,0.044327815
20/12/2006,35.08,0.01348851
19/12/2006,34.61,0.001156404
18/12/2006,34.57,-0.006631133
15/12/2006,34.8,-0.004301082
14/12/2006,34.95,0.006890639
13/12/2006,34.71,0.004330886
12/12/2006,34.56,0.011934358
11/12/2006,34.15,-0.010486551
08/12/2006,34.51,0.001449906
07/12/2006,34.46,-0.001160093
06/12/2006,34.5,-0.005492137
05/12/2006,34.69,0.008394897
04/12/2006,34.4,0.017299948
01/12/2006,33.81,0.003258779
30/11/2006,33.7,0.014947961
29/11/2006,33.2,-0.000602228
28/11/2006,33.22,-0.003005713
27/11/2006,33.32,-0.029570457
24/11/2006,34.32,0.001749782
22/11/2006,34.26,-0.006690934
21/11/2006,34.49,-0.002316827
20/11/2006,34.57,-0.016638364
17/11/2006,35.15,0.005134067
16/11/2006,34.97,0.017888532
15/11/2006,34.35,0.007011422
14/11/2006,34.11,0.009721685
13/11/2006,33.78,-0.002660755
10/11/2006,33.87,0.014872374
09/11/2006,33.37,-0.002095495
08/11/2006,33.44,0.010219506
07/11/2006,33.1,-0.017964555
06/11/2006,33.7,0.018266715
03/11/2006,33.09,-0.00722677
02/11/2006,33.33,0.010556575
01/11/2006,32.98,0.002124754
31/10/2006,32.91,-0.012681329
30/10/2006,33.33,0.025525543
27/10/2006,32.49,-0.009800997
26/10/2006,32.81,0.012883614
25/10/2006,32.39,0.000308785
24/10/2006,32.38,0.009619935
23/10/2006,32.07,0.017933468
20/10/2006,31.5,-0.001269036
19/10/2006,31.54,-0.011662859
18/10/2006,31.91,0.010078825
17/10/2006,31.59,-0.010392158
16/10/2006,31.92,-0.00873368
13/10/2006,32.2,0.015649772
12/10/2006,31.7,-0.0078555
11/10/2006,31.95,0.002193327
10/10/2006,31.88,0.013579871
09/10/2006,31.45,0.020884293
06/10/2006,30.8,-0.014184635
05/10/2006,31.24,-0.003514942
04/10/2006,31.35,0.01348768
03/10/2006,30.93,0.002914038
02/10/2006,30.84,-0.02781954
29/09/2006,31.71,0.003474968
28/09/2006,31.6,0.073523917
27/09/2006,29.36,-0.003739593
26/09/2006,29.47,-0.009456335
25/09/2006,29.75,0.013877359
22/09/2006,29.34,0.007183202
21/09/2006,29.13,-0.008885909
20/09/2006,29.39,0.009572723
19/09/2006,29.11,-0.005139638
18/09/2006,29.26,0.008925566
15/09/2006,29,-0.011655943
14/09/2006,29.34,-0.004421024
13/09/2006,29.47,0.02473503
12/09/2006,28.75,0.012953096
11/09/2006,28.38,-0.007722046
08/09/2006,28.6,0.007369747
07/09/2006,28.39,-0.016766023
06/09/2006,28.87,-0.028007295
05/09/2006,29.69,-0.007716864
01/09/2006,29.92,0.008727816
31/08/2006,29.66,0.02942395
30/08/2006,28.8,0.00661908
29/08/2006,28.61,-0.003489187
28/08/2006,28.71,0.012265792
25/08/2006,28.36,-0.004222385
24/08/2006,28.48,0.008462674
23/08/2006,28.24,0.006394338
22/08/2006,28.06,-0.018012142
21/08/2006,28.57,-0.018380958
18/08/2006,29.1,0.005513453
17/08/2006,28.94,0.005196617
16/08/2006,28.79,0.02568303
15/08/2006,28.06,0.009668831
14/08/2006,27.79,0.00432745
11/08/2006,27.67,-0.013639838
10/08/2006,28.05,0.000713267
09/08/2006,28.03,-0.019781641
08/08/2006,28.59,-0.007318381
07/08/2006,28.8,-0.001041125
04/08/2006,28.83,-0.009665246
03/08/2006,29.11,0.012096225
02/08/2006,28.76,0.009432384
01/08/2006,28.49,-0.026668247
31/07/2006,29.26,0.011687998
28/07/2006,28.92,0.01252626
27/07/2006,28.56,0.009498752
26/07/2006,28.29,-0.017172316
25/07/2006,28.78,0.020004176
24/07/2006,28.21,0.010333247
21/07/2006,27.92,-0.0099787
20/07/2006,28.2,-0.024865578
19/07/2006,28.91,0.032340253
18/07/2006,27.99,-0.004278081
17/07/2006,28.11,-0.009206864
14/07/2006,28.37,0.011343617
13/07/2006,28.05,-0.006750781
12/07/2006,28.24,0.019668075
11/07/2006,27.69,-0.01006117
10/07/2006,27.97,-0.001072003
07/07/2006,28,-0.008534902
06/07/2006,28.24,-0.007057192
05/07/2006,28.44,-0.001756544
03/07/2006,28.49,0.00598488
30/06/2006,28.32,0.007798692
29/06/2006,28.1,0.023403408
28/06/2006,27.45,0.014679163
27/06/2006,27.05,-0.007733421
26/06/2006,27.26,0.005886698
23/06/2006,27.1,0.009267907
22/06/2006,26.85,-0.016254514
21/06/2006,27.29,0.037331696
20/06/2006,26.29,0.011861627
19/06/2006,25.98,0.007728014
16/06/2006,25.78,-0.017304796
15/06/2006,26.23,0.009576783
14/06/2006,25.98,-0.000769527
13/06/2006,26,-0.023190547
12/06/2006,26.61,-0.016769538
09/06/2006,27.06,0.000739372
08/06/2006,27.04,0.000369891
07/06/2006,27.03,-0.015054443
