Date,Close,PFE
20/02/2008,22.47,0.004460311
19/02/2008,22.37,0.00178971
15/02/2008,22.33,-0.005359548
14/02/2008,22.45,-0.012834874
13/02/2008,22.74,0.002642009
12/02/2008,22.68,0.02139119
11/02/2008,22.2,-0.00449439
08/02/2008,22.3,-0.016455786
07/02/2008,22.67,0.003535134
06/02/2008,22.59,-0.016246241
05/02/2008,22.96,-0.02876352
04/02/2008,23.63,0.001694198
01/02/2008,23.59,0.009797735
31/01/2008,23.36,0.01119254
30/01/2008,23.1,-0.00345722
29/01/2008,23.18,0.008230499
28/01/2008,22.99,0.016667052
25/01/2008,22.61,-0.019273483
24/01/2008,23.05,0.008277111
23/01/2008,22.86,0.02794593
22/01/2008,22.23,-0.012072581
18/01/2008,22.5,-0.020238262
17/01/2008,22.96,-0.018982451
16/01/2008,23.4,-0.008086871
15/01/2008,23.59,-0.015980155
14/01/2008,23.97,-0.002083768
11/01/2008,24.02,-0.002494804
10/01/2008,24.08,0.006666691
09/01/2008,23.92,0.018991919
08/01/2008,23.47,0.010278463
07/01/2008,23.23,0.017369086
04/01/2008,22.83,-0.015214377
03/01/2008,23.18,0.011716341
02/01/2008,22.91,0.007887859
31/12/2007,22.73,-0.007451273
28/12/2007,22.9,-0.000872981
27/12/2007,22.92,-0.012142387
26/12/2007,23.2,-0.005587807
24/12/2007,23.33,0.003865154
21/12/2007,23.24,0.000860956
20/12/2007,23.22,-0.002151001
19/12/2007,23.27,-0.004288171
18/12/2007,23.37,0.017264132
17/12/2007,22.97,-0.005643601
14/12/2007,23.1,-0.023107575
13/12/2007,23.64,-0.007165468
12/12/2007,23.81,-0.000839631
11/12/2007,23.83,-0.022407577
10/12/2007,24.37,-0.001230265
07/12/2007,24.4,0.009470938
06/12/2007,24.17,0.007892045
05/12/2007,23.98,0.02149714
04/12/2007,23.47,-0.003402811
03/12/2007,23.55,-0.008877674
30/11/2007,23.76,0.006756782
29/11/2007,23.6,0.006802747
28/11/2007,23.44,0.024180798
27/11/2007,22.88,0.025676488
26/11/2007,22.3,-0.030037594
23/11/2007,22.98,0.027797951
21/11/2007,22.35,-0.016419273
20/11/2007,22.72,0.000440238
19/11/2007,22.71,-0.029503224
16/11/2007,23.39,0.004284497
15/11/2007,23.29,-0.013646267
14/11/2007,23.61,0.002544531
13/11/2007,23.55,0.022762417
12/11/2007,23.02,0.008287943
09/11/2007,22.83,-0.012189964
08/11/2007,23.11,-0.009045937
07/11/2007,23.32,-0.02582154
06/11/2007,23.93,0.010924478
05/11/2007,23.67,0
02/11/2007,23.67,-0.0117599
01/11/2007,23.95,-0.027184541
31/10/2007,24.61,0.006522648
30/10/2007,24.45,-0.002450982
29/10/2007,24.51,0.008193409
26/10/2007,24.31,0.000823045
25/10/2007,24.29,0.012844593
24/10/2007,23.98,-0.002914847
23/10/2007,24.05,0.00124818
22/10/2007,24.02,-0.002079435
19/10/2007,24.07,-0.019338187
18/10/2007,24.54,-0.000407415
17/10/2007,24.55,-0.003253358
16/10/2007,24.63,-0.014910613
15/10/2007,25,-0.010346292
12/10/2007,25.26,-0.007493626
11/10/2007,25.45,-0.003530108
10/10/2007,25.54,0
09/10/2007,25.54,0.003530108
08/10/2007,25.45,-0.005095053
05/10/2007,25.58,0.0110064
04/10/2007,25.3,0.00873368
03/10/2007,25.08,0.005597776
02/10/2007,24.94,0.003615188
01/10/2007,24.85,0.017045867
28/09/2007,24.43,-0.013013604
27/09/2007,24.75,0.006892385
26/09/2007,24.58,0.013928943
25/09/2007,24.24,-0.007398307
24/09/2007,24.42,-0.006937388
21/09/2007,24.59,0.002850745
20/09/2007,24.52,-0.014575157
19/09/2007,24.88,0.013759829
18/09/2007,24.54,0.01684856
17/09/2007,24.13,-0.006608863
14/09/2007,24.29,0.002473208
13/09/2007,24.23,0.00165221
12/09/2007,24.19,0
11/09/2007,24.19,0.009553551
10/09/2007,23.96,-0.012030844
07/09/2007,24.25,-0.015142503
06/09/2007,24.62,-0.003648899
05/09/2007,24.71,-0.014862696
04/09/2007,25.08,0.009615459
31/08/2007,24.84,0.011743403
30/08/2007,24.55,-0.004876076
29/08/2007,24.67,0.008140053
28/08/2007,24.47,-0.01178157
27/08/2007,24.76,0.000808081
24/08/2007,24.74,0.004862246
23/08/2007,24.62,-0.00121778
22/08/2007,24.65,0.016772739
21/08/2007,24.24,0.002891966
20/08/2007,24.17,0.009561495
17/08/2007,23.94,0.02324212
16/08/2007,23.39,-0.005967622
15/08/2007,23.53,-0.002122692
14/08/2007,23.58,-0.013061066
13/08/2007,23.89,-0.004177116
10/08/2007,23.99,-0.006233139
09/08/2007,24.14,-0.019282649
08/08/2007,24.61,0.010621015
07/08/2007,24.35,0.009905157
06/08/2007,24.11,0.02520083
03/08/2007,23.51,-0.014358355
02/08/2007,23.85,0.009267126
01/08/2007,23.63,0.005091229
31/07/2007,23.51,-0.010577632
30/07/2007,23.76,-0.00126183
27/07/2007,23.79,-0.015019056
26/07/2007,24.15,-0.025752496
25/07/2007,24.78,-0.00442924
24/07/2007,24.89,-0.005608989
23/07/2007,25.03,0.005207302
20/07/2007,24.9,-0.003607941
19/07/2007,24.99,-0.005586607
18/07/2007,25.13,-0.03249454
17/07/2007,25.96,-0.004611845
16/07/2007,26.08,0.006539742
13/07/2007,25.91,-0.002698017
12/07/2007,25.98,0.020611268
11/07/2007,25.45,-0.005095053
10/07/2007,25.58,-0.011659673
09/07/2007,25.88,-0.001544402
06/07/2007,25.92,0.000771903
05/07/2007,25.9,0.003480955
03/07/2007,25.81,0.003104387
02/07/2007,25.73,0.006237837
29/06/2007,25.57,-0.002343751
28/06/2007,25.63,0.00078064
27/06/2007,25.61,0.00078125
26/06/2007,25.59,0.007452476
25/06/2007,25.4,0.000787712
22/06/2007,25.38,-0.021053409
21/06/2007,25.92,0.00813485
20/06/2007,25.71,-0.019260996
19/06/2007,26.21,-0.001905852
18/06/2007,26.26,-0.007965147
15/06/2007,26.47,0.003026866
14/06/2007,26.39,0.001516876
13/06/2007,26.35,0.009149892
12/06/2007,26.11,-0.009908618
11/06/2007,26.37,-0.005672165
08/06/2007,26.52,0.008710527
07/06/2007,26.29,-0.018840045
06/06/2007,26.79,-0.018125149
05/06/2007,27.28,-0.00875918
04/06/2007,27.52,-0.005797118
01/06/2007,27.68,0.006887829
31/05/2007,27.49,0.002914392
30/05/2007,27.41,-0.005457536
29/05/2007,27.56,0.001089127
25/05/2007,27.53,0.009122486
24/05/2007,27.28,-0.002196998
23/05/2007,27.34,-0.001096692
22/05/2007,27.37,-0.001825151
21/05/2007,27.42,-0.000729129
18/05/2007,27.44,0.00291971
17/05/2007,27.36,0.001463058
16/05/2007,27.32,0.008085307
15/05/2007,27.1,-0.004785579
14/05/2007,27.23,0.007002056
11/05/2007,27.04,0.008915364
10/05/2007,26.8,-0.013343415
09/05/2007,27.16,-0.006971226
08/05/2007,27.35,-0.001096291
07/05/2007,27.38,0.011017372
04/05/2007,27.08,0.007785025
03/05/2007,26.87,0.010099207
02/05/2007,26.6,0.000376011
01/05/2007,26.59,0.004901047
30/04/2007,26.46,-0.005652926
27/04/2007,26.61,-0.004125264
26/04/2007,26.72,0.015083242
25/04/2007,26.32,0.006479916
24/04/2007,26.15,-0.007619084
23/04/2007,26.35,-0.023256862
20/04/2007,26.97,-0.003700966
19/04/2007,27.07,0.010770763
18/04/2007,26.78,-0.004470946
17/04/2007,26.9,-0.001485884
16/04/2007,26.94,0.010072833
13/04/2007,26.67,0.00790518
12/04/2007,26.46,0.016000341
11/04/2007,26.04,0.001537279
10/04/2007,26,0
09/04/2007,26,0.006172859
05/04/2007,25.84,0.001161665
04/04/2007,25.81,0.005439019
03/04/2007,25.67,0.01293882
02/04/2007,25.34,0.003162058
30/03/2007,25.26,-0.00592068
29/03/2007,25.41,0.009092769
28/03/2007,25.18,-0.01223619
27/03/2007,25.49,-0.007036776
26/03/2007,25.67,0.000389636
23/03/2007,25.66,-0.005053461
22/03/2007,25.79,-0.002323781
21/03/2007,25.85,0.01206475
20/03/2007,25.54,0.007072721
19/03/2007,25.36,0.014697385
16/03/2007,24.99,0
15/03/2007,24.99,0.005215659
14/03/2007,24.86,-0.003212854
13/03/2007,24.94,-0.017488522
12/03/2007,25.38,-0.001181335
09/03/2007,25.41,0
08/03/2007,25.41,0.005524876
07/03/2007,25.27,0.003170831
06/03/2007,25.19,0.019643847
05/03/2007,24.7,-0.003637102
02/03/2007,24.79,-0.0100342
01/03/2007,25.04,0.003200003
28/02/2007,24.96,-0.00718566
27/02/2007,25.14,-0.027463476
26/02/2007,25.84,0.008550382
23/02/2007,25.62,-0.0097107
22/02/2007,25.87,-0.007701232
21/02/2007,26.07,-0.008783711
20/02/2007,26.3,0
16/02/2007,26.3,-0.008707229
15/02/2007,26.53,-0.001882885
14/02/2007,26.58,0.007173903
13/02/2007,26.39,0.006462672
12/02/2007,26.22,-0.006083669
09/02/2007,26.38,-0.002271868
08/02/2007,26.44,-0.00302115
