Date,Close,AXP
31/08/2007,58.62,0.015472201
30/08/2007,57.72,-0.007250161
29/08/2007,58.14,0.013681052
28/08/2007,57.35,-0.04450483
27/08/2007,59.96,-0.015391284
24/08/2007,60.89,0.01422452
23/08/2007,60.03,-0.001664448
22/08/2007,60.13,0.016601371
21/08/2007,59.14,0.007808561
20/08/2007,58.68,-0.003572344
17/08/2007,58.89,0.012301539
16/08/2007,58.17,0.024890329
15/08/2007,56.74,-0.009821194
14/08/2007,57.3,-0.036834999
13/08/2007,59.45,-0.022125164
10/08/2007,60.78,0.002141152
09/08/2007,60.65,-0.037379969
08/08/2007,62.96,0.041013934
07/08/2007,60.43,0.003315103
06/08/2007,60.23,0.046559547
03/08/2007,57.49,-0.057786345
02/08/2007,60.91,0.021238562
01/08/2007,59.63,0.018448522
31/07/2007,58.54,-0.026964896
30/07/2007,60.14,0.026794088
27/07/2007,58.55,-0.028787444
26/07/2007,60.26,-0.024101503
25/07/2007,61.73,0.009113163
24/07/2007,61.17,-0.055485899
23/07/2007,64.66,0.002322522
20/07/2007,64.51,-0.01599296
19/07/2007,65.55,0.007657005
18/07/2007,65.05,0.004776956
17/07/2007,64.74,0.045182223
16/07/2007,61.88,-0.015235641
13/07/2007,62.83,-0.007926484
12/07/2007,63.33,0.049358777
11/07/2007,60.28,-0.00033173
10/07/2007,60.3,-0.034873992
09/07/2007,62.44,0.015006332
06/07/2007,61.51,0.002115714
05/07/2007,61.38,-0.016801688
03/07/2007,62.42,0.010144198
02/07/2007,61.79,0.0099212
29/06/2007,61.18,-0.000653595
28/06/2007,61.22,-0.005050927
27/06/2007,61.53,0.003255741
26/06/2007,61.33,-0.007634245
25/06/2007,61.8,0.000161825
22/06/2007,61.79,-0.013981746
21/06/2007,62.66,0.009782774
20/06/2007,62.05,-0.017572337
19/06/2007,63.15,0.000158366
18/06/2007,63.14,-0.009928377
15/06/2007,63.77,0.009928377
14/06/2007,63.14,-0.000158366
13/06/2007,63.15,0.016444851
12/06/2007,62.12,-0.015018656
11/06/2007,63.06,0.000317209
08/06/2007,63.04,0.004770243
07/06/2007,62.74,-0.015813106
06/06/2007,63.74,-0.016338961
05/06/2007,64.79,-0.003543644
04/06/2007,65.02,-0.000768699
01/06/2007,65.07,0.001384083
31/05/2007,64.98,-0.00030774
30/05/2007,65,0.010205748
29/05/2007,64.34,0.011096465
25/05/2007,63.63,-0.006110477
24/05/2007,64.02,0.000468713
23/05/2007,63.99,-0.004366138
22/05/2007,64.27,0
21/05/2007,64.27,0.004835071
18/05/2007,63.96,0.006273546
17/05/2007,63.56,-0.006586193
16/05/2007,63.98,0.015118398
15/05/2007,63.02,0.009566399
14/05/2007,62.42,-0.008772686
11/05/2007,62.97,0.003499844
10/05/2007,62.75,-0.008410745
09/05/2007,63.28,0.00015804
08/05/2007,63.27,0
07/05/2007,63.27,-0.001894837
04/05/2007,63.39,-0.001103666
03/05/2007,63.46,0.011410583
02/05/2007,62.74,0.022893149
01/05/2007,61.32,0.010656712
30/04/2007,60.67,-0.023940562
27/04/2007,62.14,0
26/04/2007,62.14,-0.002892498
25/04/2007,62.32,0.022885037
24/04/2007,60.91,-0.003932497
23/04/2007,61.15,0.002455998
20/04/2007,61,0.034184237
19/04/2007,58.95,0.00868904
18/04/2007,58.44,0.003428183
17/04/2007,58.24,-0.005479466
16/04/2007,58.56,0.020704673
13/04/2007,57.36,0.014929583
12/04/2007,56.51,0.008173464
11/04/2007,56.05,-0.006402298
10/04/2007,56.41,0.000886761
09/04/2007,56.36,0.007122537
05/04/2007,55.96,-0.006234989
04/04/2007,56.31,0.006950041
03/04/2007,55.92,0.001073537
02/04/2007,55.86,-0.009620598
30/03/2007,56.4,-0.001063264
29/03/2007,56.46,0.010683862
28/03/2007,55.86,-0.010152371
27/03/2007,56.43,-0.013552966
26/03/2007,57.2,-0.004012916
23/03/2007,57.43,-0.00017411
22/03/2007,57.44,-0.000870095
21/03/2007,57.49,0.021627217
20/03/2007,56.26,0.003918082
19/03/2007,56.04,0.008782205
16/03/2007,55.55,-0.010030534
15/03/2007,56.11,0.007154386
14/03/2007,55.71,0.017382295
13/03/2007,54.75,-0.035173193
12/03/2007,56.71,-0.003344779
09/03/2007,56.9,0.001406965
08/03/2007,56.82,0.017039816
07/03/2007,55.86,-0.009088542
06/03/2007,56.37,0.026423754
05/03/2007,54.9,-0.009788006
02/03/2007,55.44,-0.019823848
01/03/2007,56.55,-0.005642759
28/02/2007,56.87,0.022764632
27/02/2007,55.59,-0.027501068
26/02/2007,57.14,-0.015283382
23/02/2007,58.02,-0.0022381
22/02/2007,58.15,-0.006513564
21/02/2007,58.53,-0.003070627
20/02/2007,58.71,-0.005266299
16/02/2007,59.02,0.002884536
15/02/2007,58.85,0.002722479
14/02/2007,58.69,0.018746787
13/02/2007,57.6,0.0104713
12/02/2007,57,-0.009255283
09/02/2007,57.53,-0.016549249
08/02/2007,58.49,-0.003243154
07/02/2007,58.68,0.010621995
06/02/2007,58.06,-0.002408396
05/02/2007,58.2,0.000687522
02/02/2007,58.16,0.001548654
01/02/2007,58.07,-0.002579759
31/01/2007,58.22,0.003613529
30/01/2007,58.01,0.006398638
29/01/2007,57.64,-0.003636683
26/01/2007,57.85,0.001383844
25/01/2007,57.77,-0.019880689
24/01/2007,58.93,0.023869941
23/01/2007,57.54,-0.0089966
22/01/2007,58.06,-0.000516573
19/01/2007,58.09,-0.015543912
18/01/2007,59,-0.003721879
17/01/2007,59.22,0.001520913
16/01/2007,59.13,0.002031489
12/01/2007,59.01,-0.007428702
11/01/2007,59.45,0.003032347
10/01/2007,59.27,-0.00067465
09/01/2007,59.31,-0.006386576
08/01/2007,59.69,0.009426092
05/01/2007,59.13,-0.013271929
04/01/2007,59.92,-0.007316295
03/01/2007,60.36,-0.005122708
29/12/2006,60.67,-0.007716975
28/12/2006,61.14,-0.007008422
27/12/2006,61.57,0.006681358
26/12/2006,61.16,0.005081562
22/12/2006,60.85,-0.000164325
21/12/2006,60.86,-0.007692975
20/12/2006,61.33,-0.003580733
19/12/2006,61.55,-0.003567957
18/12/2006,61.77,0.002106799
15/12/2006,61.64,-0.004209169
14/12/2006,61.9,0.031675743
13/12/2006,59.97,0.014275161
12/12/2006,59.12,-0.003208649
11/12/2006,59.31,-0.008729282
08/12/2006,59.83,0.011092551
07/12/2006,59.17,-0.008414725
06/12/2006,59.67,-0.00301205
05/12/2006,59.85,-0.000668114
04/12/2006,59.89,0.022628456
01/12/2006,58.55,-0.002899294
30/11/2006,58.72,-0.000851136
29/11/2006,58.77,-0.00220957
28/11/2006,58.9,0.001359158
27/11/2006,58.82,-0.018194572
24/11/2006,59.9,0.000166959
22/11/2006,59.89,0.008046984
21/11/2006,59.41,-0.002857385
20/11/2006,59.58,-0.004354386
17/11/2006,59.84,0.004522242
16/11/2006,59.57,0.00151197
15/11/2006,59.48,0.002356507
14/11/2006,59.34,0.006254775
13/11/2006,58.97,0.001867097
10/11/2006,58.86,-0.000849113
09/11/2006,58.91,-0.002712326
08/11/2006,59.07,0.010551493
07/11/2006,58.45,0.004973855
06/11/2006,58.16,0.019094487
03/11/2006,57.06,-0.006985708
02/11/2006,57.46,-0.003301193
01/11/2006,57.65,-0.002771524
31/10/2006,57.81,0.008686643
30/10/2006,57.31,0.000698202
27/10/2006,57.27,-0.00955781
26/10/2006,57.82,0.01674263
25/10/2006,56.86,0.002817895
24/10/2006,56.7,0.000882223
23/10/2006,56.65,-0.024240441
20/10/2006,58.04,0.001206793
19/10/2006,57.97,0.00069025
18/10/2006,57.93,-0.002930279
17/10/2006,58.1,0.007948893
16/10/2006,57.64,-0.006571008
13/10/2006,58.02,0.002243121
12/10/2006,57.89,0.007629654
11/10/2006,57.45,-0.003648688
10/10/2006,57.66,0.019969134
09/10/2006,56.52,-0.001237733
06/10/2006,56.59,-0.001059696
05/10/2006,56.65,0.001589966
04/10/2006,56.56,0.010128918
03/10/2006,55.99,0.014572535
02/10/2006,55.18,-0.016178674
29/09/2006,56.08,0.001606139
28/09/2006,55.99,-0.000714158
27/09/2006,56.03,0.001250112
26/09/2006,55.96,0.018395469
25/09/2006,54.94,0.015222669
22/09/2006,54.11,-0.002399632
21/09/2006,54.24,-0.000368664
20/09/2006,54.26,0.015789313
19/09/2006,53.41,-0.001496726
18/09/2006,53.49,-0.004848946
15/09/2006,53.75,0.005035915
14/09/2006,53.48,0.001309758
13/09/2006,53.41,0.015091779
12/09/2006,52.61,0.002474071
11/09/2006,52.48,-0.002664131
08/09/2006,52.62,0.006099905
07/09/2006,52.3,-0.000382336
06/09/2006,52.32,-0.006287531
05/09/2006,52.65,0.001901141
01/09/2006,52.55,0.000190313
31/08/2006,52.54,0.001333207
30/08/2006,52.47,-0.00152352
29/08/2006,52.55,-0.007394099
28/08/2006,52.94,0.000377858
25/08/2006,52.92,-0.003960401
24/08/2006,53.13,0.002449827
23/08/2006,53,-0.001696673
22/08/2006,53.09,-0.003947745
21/08/2006,53.3,0.000750751
18/08/2006,53.26,-0.004682972
17/08/2006,53.51,0.009010761
16/08/2006,53.03,0.004157224
15/08/2006,52.81,0.019310417
14/08/2006,51.8,0
11/08/2006,51.8,-0.00346888
10/08/2006,51.98,-0.00153787
09/08/2006,52.06,-0.004025693
08/08/2006,52.27,0.003257644
07/08/2006,52.1,-0.002109099
04/08/2006,52.21,0.001533449
03/08/2006,52.13,0.006929768
02/08/2006,51.77,-0.006546038
01/08/2006,52.11,0.000959969
31/07/2006,52.06,-0.002494006
28/07/2006,52.19,0.017395104
27/07/2006,51.29,-0.008928631
26/07/2006,51.75,0.017740986
25/07/2006,50.84,0.003546802
24/07/2006,50.66,0.000789889
21/07/2006,50.62,-0.022850325
20/07/2006,51.79,-0.005967868
19/07/2006,52.1,0.022320189
18/07/2006,50.95,-0.005870858
17/07/2006,51.25,-0.000390168
14/07/2006,51.27,0.000390168
13/07/2006,51.25,-0.018366877
12/07/2006,52.2,-0.00554018
11/07/2006,52.49,0.007457727
10/07/2006,52.1,0.00230592
07/07/2006,51.98,-0.010715755
06/07/2006,52.54,0.000761615
05/07/2006,52.5,-0.021854675
03/07/2006,53.66,0.008233579
30/06/2006,53.22,-0.012510666
29/06/2006,53.89,0.032245652
28/06/2006,52.18,-0.002488278
27/06/2006,52.31,-0.012915659
26/06/2006,52.99,0.007577229
23/06/2006,52.59,-0.003037785
22/06/2006,52.75,-0.007177968
21/06/2006,53.13,0.007557187
20/06/2006,52.73,0.00971899
19/06/2006,52.22,-0.013315776
16/06/2006,52.92,-0.012207871
15/06/2006,53.57,0.015615029
14/06/2006,52.74,0.009908618
13/06/2006,52.22,-0.011613648
12/06/2006,52.83,-0.0118545
09/06/2006,53.46,0.001310248
08/06/2006,53.39,-0.00168429
07/06/2006,53.48,0.004122172
06/06/2006,53.26,-0.006363488
05/06/2006,53.6,-0.020680205
02/06/2006,54.72,-0.001095891
01/06/2006,54.78,0.007696575
31/05/2006,54.36,0.010355122
30/05/2006,53.8,-0.011274493
26/05/2006,54.41,0.005898635
25/05/2006,54.09,0.012651332
24/05/2006,53.41,0.022532431
23/05/2006,52.22,0.006146773
22/05/2006,51.9,-0.006338252
19/05/2006,52.23,0.006145593
18/05/2006,51.91,-0.001732269
17/05/2006,52,-0.018670765
16/05/2006,52.98,-0.002827257
15/05/2006,53.13,0.004527455
12/05/2006,52.89,0.003409094
11/05/2006,52.71,-0.017116942
10/05/2006,53.62,0.000932923
09/05/2006,53.57,-0.000559858
08/05/2006,53.6,-0.002794599
05/05/2006,53.75,0.018779895
04/05/2006,52.75,0.007038933
03/05/2006,52.38,-0.002859596
02/05/2006,52.53,-0.005316132
01/05/2006,52.81,-0.018758757
28/04/2006,53.81,0.002046322
27/04/2006,53.7,0.034094211
26/04/2006,51.9,0.011433125
25/04/2006,51.31,-0.009118309
24/04/2006,51.78,-0.009035917
21/04/2006,52.25,-0.003629768
20/04/2006,52.44,0.010929071
19/04/2006,51.87,-0.008255783
18/04/2006,52.3,0.025170738
17/04/2006,51,-0.004109193
13/04/2006,51.21,0.000390625
12/04/2006,51.19,-0.001171418
11/04/2006,51.25,-0.011639317
10/04/2006,51.85,0.002897153
07/04/2006,51.7,-0.010964811
06/04/2006,52.27,-0.011980746
05/04/2006,52.9,-0.006218808
04/04/2006,53.23,0.015143201
03/04/2006,52.43,-0.002286151
31/03/2006,52.55,0.008024499
30/03/2006,52.13,-0.007072571
29/03/2006,52.5,-0.001332445
28/03/2006,52.57,-0.014915787
27/03/2006,53.36,0.003379016
24/03/2006,53.18,0.001505458
23/03/2006,53.1,-0.008438869
22/03/2006,53.55,-0.000746687
21/03/2006,53.59,-0.00984132
20/03/2006,54.12,-0.009745411
17/03/2006,54.65,0.009745411
16/03/2006,54.12,0.001849455
15/03/2006,54.02,0.001111317
14/03/2006,53.96,0.002226346
13/03/2006,53.84,-0.007217576
10/03/2006,54.23,0.019175865
09/03/2006,53.2,-0.011958289
08/03/2006,53.84,0.004654202
07/03/2006,53.59,-0.002981184
06/03/2006,53.75,0
03/03/2006,53.75,-0.000557984
02/03/2006,53.78,-0.006302152
01/03/2006,54.12,0.004444452
28/02/2006,53.88,-0.015835352
27/02/2006,54.74,-0.002372047
24/02/2006,54.87,0.00548247
23/02/2006,54.57,-0.004935573
22/02/2006,54.84,0.018031767
21/02/2006,53.86,-0.010894762
17/02/2006,54.45,-0.000550812
16/02/2006,54.48,0.005337272
15/02/2006,54.19,0.012627837
14/02/2006,53.51,0.009199351
13/02/2006,53.02,0.000377287
10/02/2006,53,-0.000754432
09/02/2006,53.04,0.005861792
08/02/2006,52.73,0.012595586
07/02/2006,52.07,-0.002876596
06/02/2006,52.22,-0.002104257
03/02/2006,52.33,-0.004385554
02/02/2006,52.56,-0.001140901
01/02/2006,52.62,0.003235941
31/01/2006,52.45,-0.004375542
30/01/2006,52.68,-0.011700454
27/01/2006,53.3,-0.000375164
26/01/2006,53.32,0.007908156
25/01/2006,52.9,0.001513432
24/01/2006,52.82,0.026473827
23/01/2006,51.44,0.000777907
20/01/2006,51.4,-0.022887815
19/01/2006,52.59,-0.00341686
18/01/2006,52.77,-0.003594064
17/01/2006,52.96,-0.009022618
13/01/2006,53.44,-0.002056268
12/01/2006,53.55,0.000186759
11/01/2006,53.54,-0.005401894
10/01/2006,53.83,-0.002967912
09/01/2006,53.99,0.024562967
06/01/2006,52.68,0.003422707
05/01/2006,52.5,0.010531452
04/01/2006,51.95,-0.012054102
03/01/2006,52.58,0.021531012
30/12/2005,51.46,0.006824634
29/12/2005,51.11,-0.006241487
28/12/2005,51.43,0.003115874
27/12/2005,51.27,-0.020081772
23/12/2005,52.31,0.000191186
22/12/2005,52.3,-0.001719362
21/12/2005,52.39,0.012291301
20/12/2005,51.75,0.009318646
19/12/2005,51.27,-0.012790872
16/12/2005,51.93,0.009674998
15/12/2005,51.43,-0.000583147
14/12/2005,51.46,0.013499178
13/12/2005,50.77,-0.005108066
12/12/2005,51.03,-0.002348797
09/12/2005,51.15,0.009823262
08/12/2005,50.65,-0.009040942
07/12/2005,51.11,-0.007601635
06/12/2005,51.5,0.002138207
05/12/2005,51.39,-0.004271851
02/12/2005,51.61,-0.00733594
01/12/2005,51.99,0.011024191
30/11/2005,51.42,-0.013713397
29/11/2005,52.13,-0.013527881
28/11/2005,52.84,0.004172204
25/11/2005,52.62,0.004189684
23/11/2005,52.4,0.012482159
22/11/2005,51.75,0.016561509
21/11/2005,50.9,0.01964154
18/11/2005,49.91,0.008248714
17/11/2005,49.5,-0.011649057
16/11/2005,50.08,-0.016830414
15/11/2005,50.93,0.000392773
14/11/2005,50.91,0.009076621
11/11/2005,50.45,0.011763669
10/11/2005,49.86,0.010686663
09/11/2005,49.33,0.004062569
08/11/2005,49.13,-0.013545138
07/11/2005,49.8,0.00806456
04/11/2005,49.4,-0.006657949
03/11/2005,49.73,-0.004814453
02/11/2005,49.97,0.016545979
01/11/2005,49.15,-0.012535546
31/10/2005,49.77,0.004631969
28/10/2005,49.54,0.013003028
27/10/2005,48.9,-0.025041696
26/10/2005,50.14,0.008411826
25/10/2005,49.72,0.003626843
24/10/2005,49.54,0.049446415
21/10/2005,47.15,-0.004443981
20/10/2005,47.36,-0.033429875
19/10/2005,48.97,0.022301151
18/10/2005,47.89,-0.004791177
17/10/2005,48.12,0.00353909
14/10/2005,47.95,-0.006237026
13/10/2005,48.25,0.000829359
12/10/2005,48.21,-0.019920568
11/10/2005,49.18,0.002646851
10/10/2005,49.05,-0.015576324
07/10/2005,49.82,-0.005005517
06/10/2005,50.07,0
05/10/2005,50.07,0.002800002
04/10/2005,49.93,-0.016289593
03/10/2005,50.75,-0.123829307
30/09/2005,57.44,-0.001217921
29/09/2005,57.51,0.015596566
28/09/2005,56.62,-0.001411931
27/09/2005,56.7,-0.005277057
26/09/2005,57,0.001755927
23/09/2005,56.9,-0.001755927
22/09/2005,57,0
21/09/2005,57,-0.025975486
20/09/2005,58.5,-0.009019035
19/09/2005,59.03,-0.007258028
16/09/2005,59.46,0.032475936
15/09/2005,57.56,0.010303069
14/09/2005,56.97,-0.013425361
13/09/2005,57.74,-0.014613859
12/09/2005,58.59,0.006850515
09/09/2005,58.19,0.014366322
08/09/2005,57.36,-0.000174322
07/09/2005,57.37,0.007172252
06/09/2005,56.96,0.028491956
02/09/2005,55.36,0.001084403
01/09/2005,55.3,0.00108558
31/08/2005,55.24,0.000724375
30/08/2005,55.2,-0.01242252
29/08/2005,55.89,0.015870486
26/08/2005,55.01,-0.013003615
25/08/2005,55.73,0.005217247
24/08/2005,55.44,-0.010050336
23/08/2005,56,-0.004987542
22/08/2005,56.28,0.00320342
19/08/2005,56.1,-0.000356443
18/08/2005,56.12,0.001604994
17/08/2005,56.03,-0.000535284
16/08/2005,56.06,-0.008348925
15/08/2005,56.53,-0.002473499
12/08/2005,56.67,-0.002291356
11/08/2005,56.8,0.005295688
10/08/2005,56.5,0.016237309
09/08/2005,55.59,-0.001976818
08/08/2005,55.7,-0.001972918
05/08/2005,55.81,-0.000716461
04/08/2005,55.85,0.00664693
03/08/2005,55.48,0.001443002
02/08/2005,55.4,0.010342104
01/08/2005,54.83,-0.003095696
29/07/2005,55,-0.008509149
28/07/2005,55.47,0.009418653
27/07/2005,54.95,0.012267846
26/07/2005,54.28,-0.005145179
25/07/2005,54.56,-0.000183268
22/07/2005,54.57,0.004407721
21/07/2005,54.33,0.007760571
20/07/2005,53.91,0.009505243
19/07/2005,53.4,0.007518832
18/07/2005,53,-0.014237783
15/07/2005,53.76,-0.005934736
14/07/2005,54.08,0.002777522
13/07/2005,53.93,0.001855977
12/07/2005,53.83,-0.002597404
11/07/2005,53.97,0.000741427
08/07/2005,53.93,0.00856616
07/07/2005,53.47,0.003935169
06/07/2005,53.26,-0.012872111
05/07/2005,53.95,0.007628654
01/07/2005,53.54,0.005806891
30/06/2005,53.23,-0.005246405
29/06/2005,53.51,-0.009115494
28/06/2005,54,0.011735256
27/06/2005,53.37,-0.004486827
24/06/2005,53.61,-0.001304875
23/06/2005,53.68,-0.020284671
22/06/2005,54.78,0.000547795
21/06/2005,54.75,0.002377253
20/06/2005,54.62,-0.003837373
17/06/2005,54.83,-0.001640091
16/06/2005,54.92,-0.00127377
15/06/2005,54.99,-0.000181835
14/06/2005,55,0.000727537
13/06/2005,54.96,0.00455914
10/06/2005,54.71,0.000365631
09/06/2005,54.69,0.002563165
08/06/2005,54.55,-0.002197401
07/06/2005,54.67,0.009741829
06/06/2005,54.14,-0.000738552
03/06/2005,54.18,-0.001291156
02/06/2005,54.25,0.003138561
01/06/2005,54.08,0.004262028
31/05/2005,53.85,0.011204599
27/05/2005,53.25,0.006972609
26/05/2005,52.88,0.004738896
25/05/2005,52.63,-0.005117039
24/05/2005,52.9,-0.002831526
23/05/2005,53.05,-0.000188484
20/05/2005,53.06,-0.003386645
19/05/2005,53.24,-0.005619045
18/05/2005,53.54,0.016952751
17/05/2005,52.64,0.003425313
16/05/2005,52.46,0.013626542
13/05/2005,51.75,-0.007507976
12/05/2005,52.14,-0.004592431
11/05/2005,52.38,-0.001907306
10/05/2005,52.48,-0.005889634
09/05/2005,52.79,-0.003970135
06/05/2005,53,-0.003390472
05/05/2005,53.18,-0.00637303
04/05/2005,53.52,0.009763502
03/05/2005,53,-0.000942952
02/05/2005,53.05,0.00661941
29/04/2005,52.7,0.019157674
28/04/2005,51.7,-0.007707167
27/04/2005,52.1,0.010612738
26/04/2005,51.55,0.011314986
25/04/2005,50.97,0.023021457
22/04/2005,49.81,-0.011775408
21/04/2005,50.4,0.00736835
20/04/2005,50.03,-0.01034012
19/04/2005,50.55,-0.007489195
18/04/2005,50.93,0.004131831
15/04/2005,50.72,-0.007659863
14/04/2005,51.11,-0.018800825
13/04/2005,52.08,-0.00153492
12/04/2005,52.16,0.016235378
11/04/2005,51.32,-0.004277665
08/04/2005,51.54,-0.004066227
07/04/2005,51.75,0.00426027
06/04/2005,51.53,0.006034082
05/04/2005,51.22,-0.001560671
04/04/2005,51.3,0.007827829
01/04/2005,50.9,-0.009191421
31/03/2005,51.37,-0.001944769
30/03/2005,51.47,0.010939746
29/03/2005,50.91,-0.003529415
28/03/2005,51.09,0.0159814
24/03/2005,50.28,-0.002780538
23/03/2005,50.42,-0.014960909
22/03/2005,51.18,-0.021456317
21/03/2005,52.29,-0.002101443
18/03/2005,52.4,-0.000953744
17/03/2005,52.45,-0.004375542
16/03/2005,52.68,-0.015445777
15/03/2005,53.5,-0.00652075
14/03/2005,53.85,0.005773366
11/03/2005,53.54,-0.00911041
10/03/2005,54.03,0.007057979
09/03/2005,53.65,-0.014250264
08/03/2005,54.42,-0.009691947
07/03/2005,54.95,0
04/03/2005,54.95,0.004377173
03/03/2005,54.71,0.000182799
02/03/2005,54.7,0.000914495
01/03/2005,54.65,0.009191241
28/02/2005,54.15,-0.007909542
25/02/2005,54.58,0.004222902
24/02/2005,54.35,0.006645769
23/02/2005,53.99,0.003897193
22/02/2005,53.78,-0.00648691
18/02/2005,54.13,-0.006812141
17/02/2005,54.5,-0.002199414
16/02/2005,54.62,0.002199414
15/02/2005,54.5,-0.001833181
14/02/2005,54.6,-0.010747895
11/02/2005,55.19,0.00145059
10/02/2005,55.11,0.006188589
09/02/2005,54.77,-0.005462504
08/02/2005,55.07,-0.008858415
07/02/2005,55.56,-0.00466871
04/02/2005,55.82,0.007372145
03/02/2005,55.41,-0.006476008
02/02/2005,55.77,-0.017419566
01/02/2005,56.75,0.061781679
31/01/2005,53.35,0.010362787
28/01/2005,52.8,0.00037886
27/01/2005,52.78,-0.006044597
26/01/2005,53.1,-0.006382601
25/01/2005,53.44,0.015843409
24/01/2005,52.6,0.012819462
21/01/2005,51.93,-0.009009933
20/01/2005,52.4,-0.012516757
19/01/2005,53.06,-0.001694756
18/01/2005,53.15,0.008123215
14/01/2005,52.72,-0.003030305
13/01/2005,52.88,-0.006972609
12/01/2005,53.25,-0.002250986
11/01/2005,53.37,-0.009324946
10/01/2005,53.87,0.00204404
07/01/2005,53.76,-0.007412932
06/01/2005,54.16,-0.005156549
05/01/2005,54.44,-0.011505925
04/01/2005,55.07,-0.015138152
03/01/2005,55.91,-0.008193847
31/12/2004,56.37,0.003910421
30/12/2004,56.15,-0.002312551
29/12/2004,56.28,-0.001243008
28/12/2004,56.35,0.001776199
27/12/2004,56.25,-0.003194891
23/12/2004,56.43,-0.008645841
22/12/2004,56.92,0.008468646
21/12/2004,56.44,0.010508601
20/12/2004,55.85,-0.00107373
17/12/2004,55.91,-0.000536433
16/12/2004,55.94,-0.003568883
15/12/2004,56.14,0.003390136
14/12/2004,55.95,0.016398241
13/12/2004,55.04,-0.002540375
