Date,Close,L
05/04/2013,43.8,-0.009769474
04/04/2013,44.23,0.006805834
03/04/2013,43.93,-0.00816146
02/04/2013,44.29,0.007251335
01/04/2013,43.97,-0.002271696
28/03/2013,44.07,0.007973616
27/03/2013,43.72,-0.006156672
26/03/2013,43.99,0.004328518
25/03/2013,43.8,-0.004101168
22/03/2013,43.98,0.002960266
21/03/2013,43.85,-0.003642162
20/03/2013,44.01,0.004783063
19/03/2013,43.8,-0.008185585
18/03/2013,44.16,-0.009914457
15/03/2013,44.6,-0.000896459
14/03/2013,44.64,0.015122735
13/03/2013,43.97,0.000227454
12/03/2013,43.96,-0.006349228
11/03/2013,44.24,0.015031028
08/03/2013,43.58,0.008294978
07/03/2013,43.22,0.002316424
06/03/2013,43.12,0.000928074
05/03/2013,43.08,0.005353207
04/03/2013,42.85,-0.00767178
01/03/2013,43.18,0.001622436
28/02/2013,43.11,0.001160497
27/02/2013,43.06,0.008864066
26/02/2013,42.68,0.006582064
25/02/2013,42.4,-0.029741969
22/02/2013,43.68,0.006200502
21/02/2013,43.41,0.001613833
20/02/2013,43.34,-0.013293801
19/02/2013,43.92,0.000227713
15/02/2013,43.91,-0.00386408
14/02/2013,44.08,0
13/02/2013,44.08,0.009802883
12/02/2013,43.65,0.003212486
11/02/2013,43.51,-0.007783922
08/02/2013,43.85,0.002511704
07/02/2013,43.74,-0.004106782
06/02/2013,43.92,0.002507695
05/02/2013,43.81,0.002285193
04/02/2013,43.71,-0.008429256
01/02/2013,44.08,0.016238207
31/01/2013,43.37,0.000230601
30/01/2013,43.36,-0.00712401
29/01/2013,43.67,0.008046945
28/01/2013,43.32,-0.003456623
25/01/2013,43.47,0.005305052
24/01/2013,43.24,-0.003001965
23/01/2013,43.37,-0.000461042
22/01/2013,43.39,0.013223717
18/01/2013,42.82,0.002104034
17/01/2013,42.73,0.006103305
16/01/2013,42.47,-0.000706132
15/01/2013,42.5,-0.000940734
14/01/2013,42.54,-0.002582464
11/01/2013,42.65,-0.002575812
10/01/2013,42.76,0.015317844
09/01/2013,42.11,0.001188072
08/01/2013,42.06,-0.001188072
07/01/2013,42.11,0.001188072
04/01/2013,42.06,0.008356262
03/01/2013,41.71,0.004324851
02/01/2013,41.53,0.018960218
31/12/2012,40.75,0.01408648
28/12/2012,40.18,-0.007685671
27/12/2012,40.49,-0.000987411
26/12/2012,40.53,-0.00516797
24/12/2012,40.74,-0.003919652
21/12/2012,40.9,-0.008278596
20/12/2012,41.24,0.001698823
19/12/2012,41.17,-0.011351408
18/12/2012,41.64,0.014757737
17/12/2012,41.03,0.00930467
14/12/2012,40.65,-0.008329299
13/12/2012,40.99,-0.010918463
12/12/2012,41.44,-0.001446829
11/12/2012,41.5,0.011146226
10/12/2012,41.04,-0.00583092
07/12/2012,41.28,0
06/12/2012,41.28,0.00534371
05/12/2012,41.06,0.002682601
04/12/2012,40.95,0.005632438
03/12/2012,40.72,-0.003921574
30/11/2012,40.88,-0.002199146
29/11/2012,40.97,0.00293327
28/11/2012,40.85,0.002696411
27/11/2012,40.74,-0.008554372
26/11/2012,41.09,-0.005097717
23/11/2012,41.3,0.011200507
21/11/2012,40.84,0.002697072
20/11/2012,40.73,-0.002697072
19/11/2012,40.84,0.002942621
16/11/2012,40.72,0.022098975
15/11/2012,39.83,-0.002257054
14/11/2012,39.92,-0.01713689
13/11/2012,40.61,-0.009313793
12/11/2012,40.99,-0.003409648
09/11/2012,41.13,0.012477226
08/11/2012,40.62,-0.0141777
07/11/2012,41.2,-0.027057798
06/11/2012,42.33,0.003786987
05/11/2012,42.17,0.000237164
02/11/2012,42.16,-0.017866014
01/11/2012,42.92,0.015023757
31/10/2012,42.28,-0.002598324
26/10/2012,42.39,-0.000235877
25/10/2012,42.4,0.009002667
24/10/2012,42.02,0.00501015
23/10/2012,41.81,-0.015191367
22/10/2012,42.45,-0.00141243
19/10/2012,42.51,-0.015406467
18/10/2012,43.17,0.011181109
17/10/2012,42.69,0.01391696
16/10/2012,42.1,0.009786449
15/10/2012,41.69,0.005049909
12/10/2012,41.48,-0.00312914
11/10/2012,41.61,0.001443002
10/10/2012,41.55,-0.005998818
09/10/2012,41.8,-0.006676229
08/10/2012,42.08,0.002855785
05/10/2012,41.96,0
04/10/2012,41.96,0.016096444
03/10/2012,41.29,-0.005795718
02/10/2012,41.53,-0.000481464
01/10/2012,41.55,0.007004014
28/09/2012,41.26,-0.000484614
27/09/2012,41.28,0.00778214
26/09/2012,40.96,-0.006812678
25/09/2012,41.24,-0.006525703
24/09/2012,41.51,0.001929106
21/09/2012,41.43,-0.000241342
20/09/2012,41.44,-0.006734032
19/09/2012,41.72,-0.007878756
18/09/2012,42.05,-0.005691265
17/09/2012,42.29,-0.009414049
14/09/2012,42.69,0.008704913
13/09/2012,42.32,0.022462115
12/09/2012,41.38,-0.002413711
11/09/2012,41.48,0.006530438
10/09/2012,41.21,0.000728244
07/09/2012,41.18,0.006089411
06/09/2012,40.93,0
05/09/2012,40.93,0.003426337
04/09/2012,40.79,0.003438117
31/08/2012,40.65,0.009888832
30/08/2012,40.25,-0.002976931
29/08/2012,40.37,0.003722551
28/08/2012,40.22,-0.004960328
27/08/2012,40.42,0.004711726
24/08/2012,40.23,0.011500127
23/08/2012,39.77,-0.016706535
22/08/2012,40.44,-0.001235636
21/08/2012,40.49,-0.002959312
20/08/2012,40.61,0.003206317
17/08/2012,40.48,-0.000987654
16/08/2012,40.52,0.001976285
15/08/2012,40.44,-0.001235636
14/08/2012,40.49,0.000741198
13/08/2012,40.46,-0.001235025
10/08/2012,40.51,0.000987898
09/08/2012,40.47,0.000247127
08/08/2012,40.46,-0.002961503
07/08/2012,40.58,0.003950622
06/08/2012,40.42,0.001733317
03/08/2012,40.35,0.022303894
02/08/2012,39.46,0.000253453
01/08/2012,39.45,-0.003542514
31/07/2012,39.59,0.001263743
30/07/2012,39.54,-0.053188311
27/07/2012,41.7,0.017172994
26/07/2012,40.99,0.016976666
25/07/2012,40.3,0
24/07/2012,40.3,-0.00420949
23/07/2012,40.47,-0.001974822
20/07/2012,40.55,-0.010792354
19/07/2012,40.99,-0.000731618
18/07/2012,41.02,0.00734038
17/07/2012,40.72,0.00073701
16/07/2012,40.69,-0.005147701
13/07/2012,40.9,0.020003136
12/07/2012,40.09,-0.006464468
11/07/2012,40.35,0.009962723
10/07/2012,39.95,-0.006238323
09/07/2012,40.2,-0.007434978
06/07/2012,40.5,-0.002219757
05/07/2012,40.59,-0.018308823
03/07/2012,41.34,0.008014615
02/07/2012,41.01,0.002441407
29/06/2012,40.91,0.019001189
28/06/2012,40.14,0.007250938
27/06/2012,39.85,0.012880592
26/06/2012,39.34,0.000508518
25/06/2012,39.32,-0.018894629
22/06/2012,40.07,0.005756492
21/06/2012,39.84,-0.026503099
20/06/2012,40.91,0.000978234
19/06/2012,40.87,0.003922535
18/06/2012,40.71,0.006159931
15/06/2012,40.46,0.018710787
14/06/2012,39.71,0.012161285
13/06/2012,39.23,-0.011153474
12/06/2012,39.67,0.003788362
11/06/2012,39.52,-0.008817289
08/06/2012,39.87,0.007805655
07/06/2012,39.56,0.000758629
06/06/2012,39.53,0.026401636
05/06/2012,38.5,0.005208345
04/06/2012,38.3,-0.001565354
01/06/2012,38.36,-0.013721898
31/05/2012,38.89,0.003090396
30/05/2012,38.77,-0.022696371
29/05/2012,39.66,0.011156302
25/05/2012,39.22,-0.003817284
24/05/2012,39.37,0.003817284
23/05/2012,39.22,0.000510074
22/05/2012,39.2,0.006141268
21/05/2012,38.96,0.016563526
18/05/2012,38.32,-0.01064254
17/05/2012,38.73,-0.009763695
16/05/2012,39.11,-0.015224856
15/05/2012,39.71,-0.010022635
14/05/2012,40.11,-0.013127123
11/05/2012,40.64,-0.008819263
10/05/2012,41,0.005870858
09/05/2012,40.76,-0.003673324
08/05/2012,40.91,0.00465516
07/05/2012,40.72,-0.001227145
04/05/2012,40.77,-0.009034367
03/05/2012,41.14,-0.00315496
02/05/2012,41.27,-0.005316591
01/05/2012,41.49,0.008714652
30/04/2012,41.13,0.002921843
27/04/2012,41.01,-0.000974896
26/04/2012,41.05,0.010038033
25/04/2012,40.64,0.009891277
24/04/2012,40.24,0.015527485
23/04/2012,39.62,-0.005537391
20/04/2012,39.84,0.007305739
19/04/2012,39.55,-0.002525254
18/04/2012,39.65,-0.006786503
