Date,Close,MU
25/10/2013,16.58,-0.014965858
24/10/2013,16.83,0.016776906
23/10/2013,16.55,-0.012608993
22/10/2013,16.76,0.011401264
21/10/2013,16.57,-0.027382663
18/10/2013,17.03,-0.007021679
17/10/2013,17.15,0.011140543
16/10/2013,16.96,0.002361276
15/10/2013,16.92,-0.008826183
14/10/2013,17.07,0.013565528
11/10/2013,16.84,-0.090222763
10/10/2013,18.43,0.015309211
09/10/2013,18.15,0.012195273
08/10/2013,17.93,-0.030754758
07/10/2013,18.49,0.001082251
04/10/2013,18.47,0.024665542
03/10/2013,18.02,0.020180057
02/10/2013,17.66,0.002835273
01/10/2013,17.61,0.007981798
30/09/2013,17.47,-0.008549496
27/09/2013,17.62,0.008549496
26/09/2013,17.47,0.029038045
25/09/2013,16.97,-0.004116442
24/09/2013,17.04,-0.000586682
23/09/2013,17.05,-0.010501847
20/09/2013,17.23,0.004070956
19/09/2013,17.16,-0.006389798
18/09/2013,17.27,0.025213883
17/09/2013,16.84,0.024039619
16/09/2013,16.44,0.014706147
13/09/2013,16.2,0
12/09/2013,16.2,-0.017742894
11/09/2013,16.49,0.014046032
10/09/2013,16.26,0.04015596
09/09/2013,15.62,0.023317119
06/09/2013,15.26,0.005915232
05/09/2013,15.17,0.028076711
04/09/2013,14.75,0.051471722
03/09/2013,14.01,0.031909887
30/08/2013,13.57,0
29/08/2013,13.57,0.024618923
28/08/2013,13.24,0.004542021
27/08/2013,13.18,-0.044517737
26/08/2013,13.78,-0.005788728
23/08/2013,13.86,0
22/08/2013,13.86,0.016733748
21/08/2013,13.63,-0.012395346
20/08/2013,13.8,0
19/08/2013,13.8,-0.015102768
16/08/2013,14.01,-0.008528836
15/08/2013,14.13,-0.047677423
14/08/2013,14.82,-0.010070579
13/08/2013,14.97,0.079208053
12/08/2013,13.83,-0.011502643
09/08/2013,13.99,0.00286328
08/08/2013,13.95,0.010086541
07/08/2013,13.81,-0.023614693
06/08/2013,14.14,-0.002119393
05/08/2013,14.17,0.048437368
02/08/2013,13.5,-0.005171788
01/08/2013,13.57,0.024618923
31/07/2013,13.24,0.049545737
30/07/2013,12.6,0.010371054
29/07/2013,12.47,-0.009577088
26/07/2013,12.59,-0.054109025
25/07/2013,13.29,0.013636575
24/07/2013,13.11,-0.039631355
23/07/2013,13.64,-0.013833493
22/07/2013,13.83,0.007256926
19/07/2013,13.73,0.00291758
18/07/2013,13.69,0.007331411
17/07/2013,13.59,0.015573173
16/07/2013,13.38,0.023441527
15/07/2013,13.07,0.029505246
12/07/2013,12.69,-0.000787712
11/07/2013,12.7,0.011881328
10/07/2013,12.55,-0.045940347
09/07/2013,13.14,-0.065536881
08/07/2013,14.03,-0.019760699
05/07/2013,14.31,0.011950933
03/07/2013,14.14,-0.011950933
02/07/2013,14.31,0.002799162
01/07/2013,14.27,-0.00419581
28/06/2013,14.33,-0.000697593
27/06/2013,14.34,0.011220314
26/06/2013,14.18,0.030793697
25/06/2013,13.75,0.0213165
24/06/2013,13.46,-0.032166516
21/06/2013,13.9,0.026240573
20/06/2013,13.54,-0.031263906
19/06/2013,13.97,0.015873349
18/06/2013,13.75,0.037796274
17/06/2013,13.24,0.036927273
14/06/2013,12.76,-0.011686927
13/06/2013,12.91,0.033073881
12/06/2013,12.49,-0.025297792
11/06/2013,12.81,-0.010869672
10/06/2013,12.95,0.023438573
07/06/2013,12.65,0.024001152
06/06/2013,12.35,0.027084134
05/06/2013,12.02,0.026128751
04/06/2013,11.71,-0.001706485
03/06/2013,11.73,0.004271685
31/05/2013,11.68,-0.017819733
30/05/2013,11.89,0.005059033
29/05/2013,11.83,0.0042355
28/05/2013,11.78,0.016260521
24/05/2013,11.59,0.01740688
23/05/2013,11.39,0.042139807
22/05/2013,10.92,-0.027992798
21/05/2013,11.23,0.001782532
20/05/2013,11.21,-0.008881053
17/05/2013,11.31,0.022352294
16/05/2013,11.06,0.017328295
15/05/2013,10.87,0.020446809
14/05/2013,10.65,-0.000938527
13/05/2013,10.66,-0.014897855
10/05/2013,10.82,0.010218389
09/05/2013,10.71,0.044876265
08/05/2013,10.24,0.026721036
07/05/2013,9.97,0.021288184
06/05/2013,9.76,0.013409175
03/05/2013,9.63,0.032720597
02/05/2013,9.32,0.012959145
01/05/2013,9.2,-0.023631605
30/04/2013,9.42,0.007458745
29/04/2013,9.35,-0.008519753
26/04/2013,9.43,-0.010548621
25/04/2013,9.53,0.011609629
24/04/2013,9.42,0
23/04/2013,9.42,0.011745997
22/04/2013,9.31,-0.004287252
19/04/2013,9.35,0.012917295
18/04/2013,9.23,-0.017186245
17/04/2013,9.39,-0.04985456
16/04/2013,9.87,0.031912126
15/04/2013,9.56,-0.045996866
12/04/2013,10.01,0.003001503
11/04/2013,9.98,-0.010961744
10/04/2013,10.09,0.052911629
09/04/2013,9.57,0.018987912
08/04/2013,9.39,0.008556202
05/04/2013,9.31,0
04/04/2013,9.31,0.022814678
03/04/2013,9.1,-0.021739987
02/04/2013,9.3,-0.008565363
01/04/2013,9.38,-0.062003327
28/03/2013,9.98,0.002006019
27/03/2013,9.96,0.00402415
26/03/2013,9.92,0.00404041
25/03/2013,9.88,-0.016064603
22/03/2013,10.04,0.10160485
21/03/2013,9.07,-0.026116827
20/03/2013,9.31,0.007547206
19/03/2013,9.24,0.006514681
18/03/2013,9.18,-0.020485892
15/03/2013,9.37,-0.03358133
14/03/2013,9.69,0.018750549
13/03/2013,9.51,0.020181248
12/03/2013,9.32,-0.003213715
11/03/2013,9.35,0.016172859
08/03/2013,9.2,0.028667895
07/03/2013,8.94,0.032976268
06/03/2013,8.65,-0.009206049
05/03/2013,8.73,0.038533664
04/03/2013,8.4,0.018018506
01/03/2013,8.25,-0.015634714
28/02/2013,8.38,0.024155764
27/02/2013,8.18,0.027263151
26/02/2013,7.96,0.003775964
25/02/2013,7.93,-0.011285386
22/02/2013,8.02,0.043318875
21/02/2013,7.68,-0.025708357
20/02/2013,7.88,-0.03000225
19/02/2013,8.12,0.026202372
15/02/2013,7.91,-0.021264091
14/02/2013,8.08,0.016219944
13/02/2013,7.95,0.003780723
12/02/2013,7.92,0.001263424
11/02/2013,7.91,0.020434938
08/02/2013,7.75,0.002583981
07/02/2013,7.73,-0.028063066
06/02/2013,7.95,0.010113866
05/02/2013,7.87,0.014075728
04/02/2013,7.76,-0.008980176
01/02/2013,7.83,0.03509132
31/01/2013,7.56,-0.011834458
30/01/2013,7.65,0.009192448
29/01/2013,7.58,-0.031171355
28/01/2013,7.82,-0.006373508
25/01/2013,7.87,0.005095552
24/01/2013,7.83,0.006406172
23/01/2013,7.78,-0.007682496
22/01/2013,7.84,-0.0063573
18/01/2013,7.89,0.010191171
17/01/2013,7.81,0.018088348
16/01/2013,7.67,0.009168368
15/01/2013,7.6,0
14/01/2013,7.6,0.007926065
11/01/2013,7.54,0.016043125
10/01/2013,7.42,0.014935783
09/01/2013,7.31,0.011004238
08/01/2013,7.23,0.006939653
07/01/2013,7.18,0.031119909
04/01/2013,6.96,0.008658063
03/01/2013,6.9,0.039916607
02/01/2013,6.63,0.044726036
31/12/2012,6.34,0.033684019
28/12/2012,6.13,-0.014575157
27/12/2012,6.22,0.006451635
26/12/2012,6.18,-0.008058061
24/12/2012,6.23,-0.014342875
21/12/2012,6.32,-0.071731733
20/12/2012,6.79,-0.00440853
19/12/2012,6.82,0.017751945
18/12/2012,6.7,0.013523873
17/12/2012,6.61,-0.035664998
14/12/2012,6.85,0.028129168
13/12/2012,6.66,-0.007479466
12/12/2012,6.71,-0.008902136
11/12/2012,6.77,0.014881227
10/12/2012,6.67,0.03509132
07/12/2012,6.44,0.004669269
06/12/2012,6.41,0.036540999
05/12/2012,6.18,0.02291426
04/12/2012,6.04,0.018379799
03/12/2012,5.93,-0.006722714
30/11/2012,5.97,0.010101096
29/11/2012,5.91,0.023973751
28/11/2012,5.77,0.015720848
27/11/2012,5.68,-0.003514942
26/11/2012,5.7,0.003514942
23/11/2012,5.68,0.028573372
21/11/2012,5.52,-0.007220248
20/11/2012,5.56,0.003603608
19/11/2012,5.54,0.012715884
16/11/2012,5.47,0
15/11/2012,5.47,-0.016319492
14/11/2012,5.56,-0.031861102
13/11/2012,5.74,0.030064156
12/11/2012,5.57,-0.00893661
09/11/2012,5.62,-0.012378584
08/11/2012,5.69,-0.037935583
07/11/2012,5.91,-0.03000225
06/11/2012,6.09,0.041917285
05/11/2012,5.84,0.022511773
02/11/2012,5.71,-0.013913268
01/11/2012,5.79,0.064193158
31/10/2012,5.43,-0.007339482
26/10/2012,5.47,-0.039431632
25/10/2012,5.69,0.09583756
24/10/2012,5.17,-0.045376404
23/10/2012,5.41,-0.005529968
22/10/2012,5.44,-0.001836548
19/10/2012,5.45,-0.036039936
18/10/2012,5.65,-0.022748138
17/10/2012,5.78,0
16/10/2012,5.78,0.010434877
15/10/2012,5.72,0.008779688
12/10/2012,5.67,-0.014010737
11/10/2012,5.75,-0.00173762
10/10/2012,5.76,0
09/10/2012,5.76,-0.015504187
08/10/2012,5.85,-0.006814336
05/10/2012,5.89,0.001699236
04/10/2012,5.88,0.006825965
03/10/2012,5.84,0
02/10/2012,5.84,0.012058716
01/10/2012,5.77,-0.035748487
28/09/2012,5.98,-0.006666691
27/09/2012,6.02,0.013378126
26/09/2012,5.94,-0.02821764
25/09/2012,6.11,-0.024253412
24/09/2012,6.26,-0.015848192
21/09/2012,6.36,-0.014051753
20/09/2012,6.45,-0.030536724
19/09/2012,6.65,0.025896344
18/09/2012,6.48,-0.013793322
17/09/2012,6.57,-0.019593694
14/09/2012,6.7,0.015037877
13/09/2012,6.6,0.019893541
12/09/2012,6.47,0.017147731
11/09/2012,6.36,-0.007830894
10/09/2012,6.41,-0.001558847
07/09/2012,6.42,-0.03969987
06/09/2012,6.68,0.076182901
05/09/2012,6.19,0.016287005
04/09/2012,6.09,-0.019512814
31/08/2012,6.21,0.004842624
30/08/2012,6.18,-0.003231021
29/08/2012,6.2,0
28/08/2012,6.2,-0.004827041
27/08/2012,6.23,-0.011173301
24/08/2012,6.3,0.006369448
23/08/2012,6.26,-0.009539023
22/08/2012,6.32,-0.02191011
21/08/2012,6.46,-0.004633213
20/08/2012,6.49,-0.012251302
17/08/2012,6.57,-0.006069821
16/08/2012,6.61,0.018321123
15/08/2012,6.49,-0.009202519
14/08/2012,6.55,-0.025623105
13/08/2012,6.72,-0.005934736
10/08/2012,6.76,-0.00736923
09/08/2012,6.81,-0.011678965
08/08/2012,6.89,0.010211613
07/08/2012,6.82,0.037345639
06/08/2012,6.57,0.037213596
03/08/2012,6.33,0.027223459
02/08/2012,6.16,-0.017699577
01/08/2012,6.27,0.009615459
31/07/2012,6.21,0.016234123
30/07/2012,6.11,-0.027443207
27/07/2012,6.28,0.052299499
26/07/2012,5.96,0.020339684
25/07/2012,5.84,0.019015266
24/07/2012,5.73,0.019383867
23/07/2012,5.62,-0.036685336
20/07/2012,5.83,0.008613318
19/07/2012,5.78,-0.010327114
18/07/2012,5.84,0.012058716
17/07/2012,5.77,-0.039087389
16/07/2012,6,-0.021435281
13/07/2012,6.13,0
12/07/2012,6.13,-0.012966146
11/07/2012,6.21,0.008084118
10/07/2012,6.16,-0.052185753
09/07/2012,6.49,-0.034825624
06/07/2012,6.72,-0.013303966
05/07/2012,6.81,-0.011678965
03/07/2012,6.89,0.050606035
02/07/2012,6.55,0.037329373
29/06/2012,6.31,0.055388749
28/06/2012,5.97,0.042778122
27/06/2012,5.72,0.015859363
26/06/2012,5.63,0.007130155
25/06/2012,5.59,-0.026479923
22/06/2012,5.74,0.015803665
21/06/2012,5.65,-0.079906551
20/06/2012,6.12,0.003273325
19/06/2012,6.1,0.026579638
18/06/2012,5.94,0.008453136
15/06/2012,5.89,0.022318523
14/06/2012,5.76,-0.017212129
13/06/2012,5.86,-0.010186845
12/06/2012,5.92,0.036117425
11/06/2012,5.71,-0.029337738
08/06/2012,5.88,0.036367644
07/06/2012,5.67,-0.014010737
06/06/2012,5.75,0.026433257
05/06/2012,5.6,0.038221213
04/06/2012,5.39,-0.011070224
01/06/2012,5.45,-0.069115188
31/05/2012,5.84,-0.025360615
30/05/2012,5.99,-0.021470684
29/05/2012,6.12,0.026491615
25/05/2012,5.96,0.037611271
24/05/2012,5.74,-0.001740644
23/05/2012,5.75,0.006980831
22/05/2012,5.71,-0.012184659
21/05/2012,5.78,0.026294241
18/05/2012,5.63,-0.055281777
17/05/2012,5.95,-0.033060862
16/05/2012,6.15,0.021364822
15/05/2012,6.02,-0.031073637
14/05/2012,6.21,-0.023867481
11/05/2012,6.36,0.011067307
10/05/2012,6.29,-0.011067307
09/05/2012,6.36,0.019048195
08/05/2012,6.24,-0.040821995
07/05/2012,6.5,-0.007662873
04/05/2012,6.55,0.012288941
03/05/2012,6.47,-0.052683363
02/05/2012,6.82,0.020741484
01/05/2012,6.68,0.013564639
30/04/2012,6.59,0.003039516
27/04/2012,6.57,-0.004555817
26/04/2012,6.6,0.012195273
25/04/2012,6.52,0.00153492
24/04/2012,6.51,-0.018265348
23/04/2012,6.63,-0.001507159
20/04/2012,6.64,-0.054225738
19/04/2012,7.01,-0.008522779
18/04/2012,7.07,-0.023760726
17/04/2012,7.24,0.016713481
16/04/2012,7.12,0.022728251
13/04/2012,6.96,-0.026932882
12/04/2012,7.15,-0.002793298
11/04/2012,7.17,0.002793298
10/04/2012,7.15,-0.027587957
09/04/2012,7.35,-0.032131278
05/04/2012,7.59,-0.009180392
04/04/2012,7.66,-0.042178776
03/04/2012,7.99,-0.013673302
02/04/2012,8.1,0
30/03/2012,8.1,-0.038745767
29/03/2012,8.42,-0.025792755
28/03/2012,8.64,0.006968669
27/03/2012,8.58,0.039220713
26/03/2012,8.25,-0.018018506
23/03/2012,8.4,-0.036240085
22/03/2012,8.71,-0.003438399
21/03/2012,8.74,0.019642457
20/03/2012,8.57,-0.006976772
19/03/2012,8.63,-0.021777365
16/03/2012,8.82,-0.001133145
15/03/2012,8.83,0.028721101
14/03/2012,8.58,0.010544913
13/03/2012,8.49,0.049497128
12/03/2012,8.08,-0.030471584
09/03/2012,8.33,0.020619287
08/03/2012,8.16,0.008615438
07/03/2012,8.09,0.011187189
06/03/2012,8,-0.024692613
05/03/2012,8.2,-0.053425167
02/03/2012,8.65,-0.00691247
01/03/2012,8.71,0.018540508
29/02/2012,8.55,-0.037870274
28/02/2012,8.88,0.036701367
27/02/2012,8.56,0.073928261
24/02/2012,7.95,0.016487374
23/02/2012,7.82,-0.027744529
22/02/2012,8.04,-0.02092384
21/02/2012,8.21,-0.026443849
17/02/2012,8.43,-0.003552402
16/02/2012,8.46,0.021506205
15/02/2012,8.28,-0.007220248
14/02/2012,8.34,0.060549685
13/02/2012,7.85,-0.00761425
10/02/2012,7.91,-0.031116387
09/02/2012,8.16,-0.00122474
08/02/2012,8.17,0.036141005
07/02/2012,7.88,0.019219041
06/02/2012,7.73,-0.028063066
03/02/2012,7.95,0.029357565
02/02/2012,7.72,0.002594035
01/02/2012,7.7,0.013072082
31/01/2012,7.6,0.005277057
30/01/2012,7.56,0.017345331
27/01/2012,7.43,-0.016021705
26/01/2012,7.55,-0.040239043
25/01/2012,7.86,-0.011385322
24/01/2012,7.95,0.010113866
23/01/2012,7.87,0.014075728
20/01/2012,7.76,-0.01534557
19/01/2012,7.88,0.029622256
18/01/2012,7.65,0.066195667
17/01/2012,7.16,-0.009729055
13/01/2012,7.23,-0.005517255
12/01/2012,7.27,0.006901339
11/01/2012,7.22,-0.004146516
10/01/2012,7.25,-0.005502077
09/01/2012,7.29,0.01242252
06/01/2012,7.2,0.005571045
05/01/2012,7.16,0.024029425
04/01/2012,6.99,0.033457666
03/01/2012,6.76,0.072061819
30/12/2011,6.29,0.003184716
29/12/2011,6.27,0.016077517
28/12/2011,6.17,-0.012882626
27/12/2011,6.25,-0.023716527
23/12/2011,6.4,-0.001561281
22/12/2011,6.41,0.14586477
21/12/2011,5.54,-0.044137791
20/12/2011,5.79,0.060516683
19/12/2011,5.45,-0.041335624
16/12/2011,5.68,0.023153305
15/12/2011,5.55,0.018182319
14/12/2011,5.45,-0.028935111
13/12/2011,5.61,-0.036749542
12/12/2011,5.82,-0.011955736
09/12/2011,5.89,0.011955736
08/12/2011,5.82,-0.040409538
07/12/2011,6.06,0.070054255
06/12/2011,5.65,-0.014059986
05/12/2011,5.73,-0.012142387
02/12/2011,5.8,-0.01539808
01/12/2011,5.89,-0.016835414
30/11/2011,5.99,0.060207347
29/11/2011,5.64,0.003552402
28/11/2011,5.62,0.021583572
25/11/2011,5.5,-0.037470931
23/11/2011,5.71,-0.066069748
22/11/2011,6.1,0.001640689
21/11/2011,6.09,-0.032312989
18/11/2011,6.29,-0.006339165
17/11/2011,6.33,-0.062759689
16/11/2011,6.74,0.210611135
15/11/2011,5.46,0.020352229
14/11/2011,5.35,-0.014842573
11/11/2011,5.43,0.047134078
10/11/2011,5.18,-0.032291505
09/11/2011,5.35,-0.099549271
08/11/2011,5.91,0.01020417
07/11/2011,5.85,-0.006814336
04/11/2011,5.89,0.008525201
03/11/2011,5.84,0.072791663
02/11/2011,5.43,0.026120888
01/11/2011,5.29,-0.055161041
31/10/2011,5.59,-0.050577475
28/10/2011,5.88,0.031090587
27/10/2011,5.7,0.041187558
26/10/2011,5.47,-0.003649639
25/10/2011,5.49,-0.030495637
24/10/2011,5.66,0.035975102
21/10/2011,5.46,-0.023530497
20/10/2011,5.59,0.010791472
19/10/2011,5.53,-0.042484265
18/10/2011,5.77,0.05889302
17/10/2011,5.44,-0.046687114
14/10/2011,5.7,0.032088315
13/10/2011,5.52,0.059719235
12/10/2011,5.2,0
11/10/2011,5.2,0.007722046
10/10/2011,5.16,0.041549003
07/10/2011,4.95,-0.002018164
06/10/2011,4.96,0.002018164
05/10/2011,4.95,0.090875583
04/10/2011,4.52,0.042944452
03/10/2011,4.33,-0.15183854
30/09/2011,5.04,-0.152448552
29/09/2011,5.87,-0.041707463
28/09/2011,6.12,-0.054067221
27/09/2011,6.46,-0.018405428
26/09/2011,6.58,-0.010582109
23/09/2011,6.65,0.033642316
22/09/2011,6.43,-0.027609116
21/09/2011,6.61,-0.035664998
20/09/2011,6.85,-0.00437
19/09/2011,6.88,-0.021568054
16/09/2011,7.03,-0.001421464
15/09/2011,7.04,-0.022472856
14/09/2011,7.2,0.048373584
13/09/2011,6.86,0.025093568
12/09/2011,6.69,0.052159061
09/09/2011,6.35,0.015873349
08/09/2011,6.25,0.030871664
07/09/2011,6.06,0.066520682
06/09/2011,5.67,0.030441026
02/09/2011,5.5,-0.042711118
01/09/2011,5.74,-0.029186621
31/08/2011,5.91,-0.006745388
30/08/2011,5.95,-0.033060862
29/08/2011,6.15,0.08302819
26/08/2011,5.66,0.050735518
25/08/2011,5.38,0.014981554
24/08/2011,5.3,-0.065717072
23/08/2011,5.66,0.073292865
22/08/2011,5.26,0.00190295
19/08/2011,5.25,-0.071655989
18/08/2011,5.64,-0.080042708
17/08/2011,6.11,-0.029034298
16/08/2011,6.29,-0.02975944
15/08/2011,6.48,0.047402239
12/08/2011,6.18,-0.030281198
11/08/2011,6.37,0.107630664
10/08/2011,5.72,-0.078966281
09/08/2011,6.19,0.080716063
08/08/2011,5.71,-0.099916653
05/08/2011,6.31,-0.014162314
04/08/2011,6.4,-0.088182566
03/08/2011,6.99,-0.007127614
02/08/2011,7.04,-0.051222269
01/08/2011,7.41,0.005412733
29/07/2011,7.37,-0.006761351
28/07/2011,7.42,-0.001346802
27/07/2011,7.43,-0.056260748
26/07/2011,7.86,-0.003809528
25/07/2011,7.89,-0.025032596
22/07/2011,8.09,0.055923083
21/07/2011,7.65,0.006557401
20/07/2011,7.6,0.010582109
19/07/2011,7.52,0.039327102
18/07/2011,7.23,-0.024591403
15/07/2011,7.41,0.016326893
14/07/2011,7.29,-0.027065252
13/07/2011,7.49,0.024325524
12/07/2011,7.31,-0.024325524
11/07/2011,7.49,-0.02505075
08/07/2011,7.68,-0.018065007
07/07/2011,7.82,0.033813364
06/07/2011,7.56,-0.028685148
05/07/2011,7.78,-0.006406172
01/07/2011,7.83,0.045729718
30/06/2011,7.48,0.001337793
29/06/2011,7.47,0.016194686
28/06/2011,7.35,0.001361471
27/06/2011,7.34,0.017869891
24/06/2011,7.21,-0.156327821
23/06/2011,8.43,0.031327863
22/06/2011,8.17,0.003678729
21/06/2011,8.14,0.028662398
20/06/2011,7.91,0.010165272
17/06/2011,7.83,-0.005095552
16/06/2011,7.87,-0.02509542
15/06/2011,8.07,-0.040078224
14/06/2011,8.4,0.013181737
13/06/2011,8.29,-0.017932339
10/06/2011,8.44,-0.005906692
09/06/2011,8.49,-0.001177163
08/06/2011,8.5,-0.051587369
07/06/2011,8.95,-0.010005642
06/06/2011,9.04,-0.013187004
03/06/2011,9.16,-0.026926775
02/06/2011,9.41,-0.015814773
01/06/2011,9.56,-0.064799993
31/05/2011,10.2,0.017804625
27/05/2011,10.02,0.023221639
26/05/2011,9.79,0.018557234
25/05/2011,9.61,-0.001040042
24/05/2011,9.62,-0.009312018
23/05/2011,9.71,-0.029428811
20/05/2011,10,-0.016857117
19/05/2011,10.17,0.010875045
18/05/2011,10.06,0.012000144
17/05/2011,9.94,-0.059558839
16/05/2011,10.55,0.014320054
13/05/2011,10.4,-0.024692613
12/05/2011,10.66,0.023731536
11/05/2011,10.41,-0.02091331
10/05/2011,10.63,0.016121734
09/05/2011,10.46,-0.038448242
06/05/2011,10.87,-0.003673099
05/05/2011,10.91,0.015704711
04/05/2011,10.74,-0.0147877
03/05/2011,10.9,-0.030716055
02/05/2011,11.24,-0.007092228
29/04/2011,11.32,-0.014035318
28/04/2011,11.48,-0.027493141
27/04/2011,11.8,0.016232736
26/04/2011,11.61,0.024412721
25/04/2011,11.33,-0.01663058
21/04/2011,11.52,0.011348878
20/04/2011,11.39,0.07945757
19/04/2011,10.52,0.009551171
18/04/2011,10.42,-0.031178718
15/04/2011,10.75,0.009345862
14/04/2011,10.65,0.002820876
13/04/2011,10.62,0.00851069
12/04/2011,10.53,-0.019746763
11/04/2011,10.74,-0.030263658
08/04/2011,11.07,-0.006303488
07/04/2011,11.14,-0.00893661
06/04/2011,11.24,0.019767041
05/04/2011,11.02,-0.015308719
04/04/2011,11.19,-0.009782203
01/04/2011,11.3,-0.014932205
31/03/2011,11.47,-0.009544541
30/03/2011,11.58,-0.01542447
29/03/2011,11.76,0.018018506
28/03/2011,11.55,0
25/03/2011,11.55,0.004338402
24/03/2011,11.5,0.080550083
23/03/2011,10.61,0.024810433
22/03/2011,10.35,-0.000965717
21/03/2011,10.36,0.02839153
18/03/2011,10.07,-0.013806925
17/03/2011,10.21,0.014800468
16/03/2011,10.06,-0.036119104
15/03/2011,10.43,0.006734032
14/03/2011,10.36,0.011650617
11/03/2011,10.24,0.030741142
10/03/2011,9.93,-0.038523282
09/03/2011,10.32,-0.053761177
08/03/2011,10.89,-0.012773896
07/03/2011,11.03,-0.053828609
04/03/2011,11.64,0.006031901
03/03/2011,11.57,0.04237174
02/03/2011,11.09,0.01179152
01/03/2011,10.96,-0.015391884
28/02/2011,11.13,-0.027471821
25/02/2011,11.44,0.047436186
24/02/2011,10.91,0.03355394
23/02/2011,10.55,-0.03447011
22/02/2011,10.92,-0.068992871
18/02/2011,11.7,-0.00851069
17/02/2011,11.8,0.014511565
16/02/2011,11.63,-0.00343348
15/02/2011,11.67,0.001715266
14/02/2011,11.65,0.028735107
11/02/2011,11.32,0.000883783
10/02/2011,11.31,0.004430667
09/02/2011,11.26,-0.015859363
08/02/2011,11.44,0.013198608
07/02/2011,11.29,0.02148695
04/02/2011,11.05,0.013667639
03/02/2011,10.9,0.000917852
02/02/2011,10.89,0.007373305
01/02/2011,10.81,0.025294089
31/01/2011,10.54,0.016260521
28/01/2011,10.37,-0.020993137
27/01/2011,10.59,0.062337608
26/01/2011,9.95,-0.003010539
25/01/2011,9.98,-0.006989544
