Date,Close,MU
24/01/2011,10.05,0.021116923
21/01/2011,9.84,0.024692613
20/01/2011,9.6,0.024250002
19/01/2011,9.37,-0.030480552
18/01/2011,9.66,-0.005162634
14/01/2011,9.71,0.008273056
13/01/2011,9.63,0.030576974
12/01/2011,9.34,0.068687014
11/01/2011,8.72,0.019687955
10/01/2011,8.55,-0.011628038
07/01/2011,8.65,0.008125407
06/01/2011,8.58,0.004672906
05/01/2011,8.54,0.011778699
04/01/2011,8.44,0.01913934
03/01/2011,8.28,0.031904547
31/12/2010,8.02,0.015075662
30/12/2010,7.9,0.019169916
29/12/2010,7.75,-0.001289491
28/12/2010,7.76,-0.00642263
27/12/2010,7.81,-0.016508311
23/12/2010,7.94,-0.041929693
22/12/2010,8.28,0.017052788
21/12/2010,8.14,0.002460026
20/12/2010,8.12,-0.011022769
17/12/2010,8.21,0.019680832
16/12/2010,8.05,0.016280886
15/12/2010,7.92,-0.018762276
14/12/2010,8.07,-0.008636698
13/12/2010,8.14,-0.01342302
10/12/2010,8.25,0.007299302
09/12/2010,8.19,0.031000623
08/12/2010,7.94,0.002522069
07/12/2010,7.92,-0.005037794
06/12/2010,7.96,0.005037794
03/12/2010,7.92,0.001263424
02/12/2010,7.91,0.068000047
01/12/2010,7.39,0.016371443
30/11/2010,7.27,-0.040436776
29/11/2010,7.57,-0.007894778
26/11/2010,7.63,-0.015604998
24/11/2010,7.75,0.043513786
23/11/2010,7.42,0.013568729
22/11/2010,7.32,-0.009517407
19/11/2010,7.39,0.013624189
18/11/2010,7.29,0.026408762
17/11/2010,7.1,-0.016760169
16/11/2010,7.22,-0.027324104
15/11/2010,7.42,-0.039635307
12/11/2010,7.72,-0.016699168
11/11/2010,7.85,-0.002544531
10/11/2010,7.87,-0.003804697
09/11/2010,7.9,-0.042137584
08/11/2010,8.24,-0.049714379
05/11/2010,8.66,0.011614532
04/11/2010,8.56,0.056471459
03/11/2010,8.09,-0.002469137
02/11/2010,8.11,-0.003692312
01/11/2010,8.14,-0.014634408
29/10/2010,8.26,0.039511312
28/10/2010,7.94,-0.003771218
27/10/2010,7.97,0.031870129
26/10/2010,7.72,-0.0115906
25/10/2010,7.81,0.01548418
22/10/2010,7.69,0.025017763
21/10/2010,7.5,-0.025017763
20/10/2010,7.69,0.052046435
19/10/2010,7.3,-0.032347834
18/10/2010,7.54,-0.00924099
15/10/2010,7.61,0.00263158
14/10/2010,7.59,-0.007874056
13/10/2010,7.65,-0.012987196
12/10/2010,7.75,0.010376228
11/10/2010,7.67,0.010485024
08/10/2010,7.59,0.065329348
07/10/2010,7.11,0.022760584
06/10/2010,6.95,0.002881846
05/10/2010,6.93,-0.008620743
04/10/2010,6.99,-0.04202299
01/10/2010,7.29,0.011034595
30/09/2010,7.21,-0.011034595
29/09/2010,7.29,0.019391189
28/09/2010,7.15,0.016925651
27/09/2010,7.03,-0.02389432
24/09/2010,7.2,0.076461166
23/09/2010,6.67,-0.007468295
22/09/2010,6.72,-0.023530497
21/09/2010,6.88,-0.008683123
20/09/2010,6.94,0.026278884
17/09/2010,6.76,-0.049071894
16/09/2010,7.1,0.02279301
15/09/2010,6.94,-0.046454517
14/09/2010,7.27,0.030728675
13/09/2010,7.05,0.079688161
10/09/2010,6.51,-0.043583156
09/09/2010,6.8,0.029852963
08/09/2010,6.6,-0.022472856
07/09/2010,6.75,-0.043485112
03/09/2010,7.05,0.031702943
02/09/2010,6.83,0.01474953
01/09/2010,6.73,0.040945826
31/08/2010,6.46,-0.012307848
30/08/2010,6.54,-0.043387508
27/08/2010,6.83,0.007347572
26/08/2010,6.78,-0.046117682
25/08/2010,7.1,0.005649733
24/08/2010,7.06,-0.044328587
23/08/2010,7.38,0.035865913
20/08/2010,7.12,-0.008391658
19/08/2010,7.18,-0.036914649
18/08/2010,7.45,0.018970759
17/08/2010,7.31,0.017943891
16/08/2010,7.18,-0.013831479
13/08/2010,7.28,-0.012286844
12/08/2010,7.37,0.030305349
11/08/2010,7.15,-0.016643935
10/08/2010,7.27,-0.03646589
09/08/2010,7.54,-0.005291018
06/08/2010,7.58,-0.015707129
05/08/2010,7.7,0.007822726
04/08/2010,7.64,0.022502604
03/08/2010,7.47,-0.023810649
02/08/2010,7.65,0.049574786
30/07/2010,7.28,-0.066425476
29/07/2010,7.78,-0.057444006
28/07/2010,8.24,-0.022796428
27/07/2010,8.43,-0.009445171
26/07/2010,8.51,0.003531493
23/07/2010,8.48,-0.007050558
22/07/2010,8.54,0.044292099
21/07/2010,8.17,-0.033697532
20/07/2010,8.45,0.002369669
19/07/2010,8.43,0.019162263
16/07/2010,8.27,-0.046080214
15/07/2010,8.66,-0.010338978
14/07/2010,8.75,0.002288331
13/07/2010,8.73,0.020834087
12/07/2010,8.55,-0.00233645
09/07/2010,8.57,-0.013905207
08/07/2010,8.69,-0.02275411
07/07/2010,8.89,0.062665511
06/07/2010,8.35,0.01569133
02/07/2010,8.22,-0.019277705
01/07/2010,8.38,-0.013041086
30/06/2010,8.49,-0.02097979
29/06/2010,8.67,-0.144714305
28/06/2010,10.02,0.057510713
25/06/2010,9.46,-0.016771882
24/06/2010,9.62,-0.020576858
23/06/2010,9.82,0.018500014
22/06/2010,9.64,-0.028631813
21/06/2010,9.92,-0.008032172
18/06/2010,10,0.008032172
17/06/2010,9.92,0.001008573
16/06/2010,9.91,0.023482447
15/06/2010,9.68,0.08288766
14/06/2010,8.91,-0.002242153
11/06/2010,8.93,0.018079589
10/06/2010,8.77,0.027747445
09/06/2010,8.53,-0.001171646
08/06/2010,8.54,0.018913093
07/06/2010,8.38,-0.05569885
04/06/2010,8.86,-0.041995121
03/06/2010,9.24,0.006514681
02/06/2010,9.18,0.058312482
01/06/2010,8.66,-0.048460186
28/05/2010,9.09,-0.037781072
27/05/2010,9.44,0.082783041
26/05/2010,8.69,-0.012578782
25/05/2010,8.8,0.00113701
24/05/2010,8.79,-0.015801683
21/05/2010,8.93,0.021506205
20/05/2010,8.74,-0.024860037
19/05/2010,8.96,-0.013303966
18/05/2010,9.08,-0.009863094
17/05/2010,9.17,0.025401697
14/05/2010,8.94,-0.022124796
13/05/2010,9.14,-0.020574629
12/05/2010,9.33,0.056213145
11/05/2010,8.82,-0.030153038
10/05/2010,9.09,0.058907176
07/05/2010,8.57,-0.020785968
06/05/2010,8.75,-0.056650348
05/05/2010,9.26,-0.0276908
04/05/2010,9.52,-0.038129297
03/05/2010,9.89,0.056147802
30/04/2010,9.35,-0.087991289
29/04/2010,10.21,-0.002933987
28/04/2010,10.24,-0.009718249
27/04/2010,10.34,-0.059144405
26/04/2010,10.97,-0.002730999
23/04/2010,11,0.006383971
22/04/2010,10.93,0.017536213
21/04/2010,10.74,-0.000930665
20/04/2010,10.75,-0.003714025
19/04/2010,10.79,-0.011976191
16/04/2010,10.92,-0.023530497
15/04/2010,11.18,-0.010676258
14/04/2010,11.3,0.048967171
13/04/2010,10.76,-0.005560719
12/04/2010,10.82,0.008352717
09/04/2010,10.73,0.01407813
08/04/2010,10.58,0.001892148
07/04/2010,10.56,0.031748698
06/04/2010,10.23,-0.035529421
05/04/2010,10.6,0.041411791
01/04/2010,10.17,-0.019474812
31/03/2010,10.37,-0.039702757
30/03/2010,10.79,0.014939587
29/03/2010,10.63,0.01325777
26/03/2010,10.49,0.010541545
25/03/2010,10.38,-0.004805391
24/03/2010,10.43,-0.010491274
23/03/2010,10.54,0.02012526
22/03/2010,10.33,0.037479732
19/03/2010,9.95,-0.020885891
18/03/2010,10.16,-0.023347364
17/03/2010,10.4,0.018438174
16/03/2010,10.21,0.048153736
15/03/2010,9.73,-0.024366688
12/03/2010,9.97,0.017198198
11/03/2010,9.8,-0.007117468
10/03/2010,9.87,0.0477269
09/03/2010,9.41,-0.018947935
08/03/2010,9.59,0.013648506
05/03/2010,9.46,0.005299429
04/03/2010,9.41,-0.004241788
03/03/2010,9.45,-0.012618464
02/03/2010,9.57,-0.020683261
01/03/2010,9.77,0.075447346
26/02/2010,9.06,-0.001103144
25/02/2010,9.07,-0.002202644
24/02/2010,9.09,0.05425059
23/02/2010,8.61,-0.037611271
22/02/2010,8.94,0.004484312
19/02/2010,8.9,0.015855372
18/02/2010,8.76,0.003430535
17/02/2010,8.73,0.011520865
16/02/2010,8.63,0.022262196
12/02/2010,8.44,-0.010607053
11/02/2010,8.53,-0.001171646
10/02/2010,8.54,-0.061313185
09/02/2010,9.08,0.018899951
08/02/2010,8.91,0.023851216
05/02/2010,8.7,0.010398707
04/02/2010,8.61,-0.046520016
03/02/2010,9.02,-0.035932009
02/02/2010,9.35,0.019439057
01/02/2010,9.17,0.050318048
29/01/2010,8.72,-0.075090451
28/01/2010,9.4,-0.033475929
27/01/2010,9.72,0.029229638
26/01/2010,9.44,0.011720965
25/01/2010,9.33,0.02166932
22/01/2010,9.13,-0.070816691
21/01/2010,9.8,-0.018200705
20/01/2010,9.98,-0.02961717
19/01/2010,10.28,0.014698942
15/01/2010,10.13,-0.057542238
14/01/2010,10.73,0.025485098
13/01/2010,10.46,0.019305619
12/01/2010,10.26,-0.060509949
11/01/2010,10.9,-0.018182319
08/01/2010,11.1,0.023702112
07/01/2010,10.84,-0.034454904
06/01/2010,11.22,0.004466287
05/01/2010,11.17,0.029066533
04/01/2010,10.85,0.027091802
31/12/2009,10.56,-0.007547206
30/12/2009,10.64,0.024739606
29/12/2009,10.38,0.033303763
28/12/2009,10.04,-0.011881328
24/12/2009,10.16,0.016873849
23/12/2009,9.99,0.059811639
22/12/2009,9.41,0.010683862
21/12/2009,9.31,0.058612684
18/12/2009,8.78,0.005711038
17/12/2009,8.73,-0.007986352
16/12/2009,8.8,-0.001135718
15/12/2009,8.81,-0.020225409
14/12/2009,8.99,0.039710266
11/12/2009,8.64,-0.009216655
10/12/2009,8.72,0.015020502
09/12/2009,8.59,-0.001163467
08/12/2009,8.6,0.008172842
07/12/2009,8.53,0.00942292
04/12/2009,8.45,0.009512557
03/12/2009,8.37,0.025409716
02/12/2009,8.16,0.048974005
01/12/2009,7.77,0.032704026
30/11/2009,7.52,0.02969179
27/11/2009,7.3,-0.021681066
25/11/2009,7.46,-0.009339628
24/11/2009,7.53,0.001328904
23/11/2009,7.52,0.035186309
20/11/2009,7.26,0.019472103
19/11/2009,7.12,-0.049325067
18/11/2009,7.48,-0.031581572
17/11/2009,7.72,0.010416761
16/11/2009,7.64,0.017162137
13/11/2009,7.51,-0.013227706
12/11/2009,7.61,0.011897034
11/11/2009,7.52,0.016086138
10/11/2009,7.4,-0.014755466
09/11/2009,7.51,0.058961558
06/11/2009,7.08,-0.022347299
05/11/2009,7.24,0.073046063
04/11/2009,6.73,0.011958289
03/11/2009,6.65,0.010582109
02/11/2009,6.58,-0.031416196
30/10/2009,6.79,-0.065550527
29/10/2009,7.25,0.059676795
28/10/2009,6.83,-0.031702943
27/10/2009,7.05,-0.045746022
26/10/2009,7.38,-0.009440394
23/10/2009,7.45,-0.019934215
22/10/2009,7.6,-0.005249356
21/10/2009,7.64,-0.049786925
20/10/2009,8.03,-0.002487563
19/10/2009,8.05,0.012500163
16/10/2009,7.95,-0.084387392
15/10/2009,8.65,-0.029614921
14/10/2009,8.91,0.028459519
13/10/2009,8.66,-0.025086834
12/10/2009,8.88,0.011325149
09/10/2009,8.78,0.065906199
08/10/2009,8.22,0
07/10/2009,8.22,0.040974074
06/10/2009,7.89,-0.010088358
05/10/2009,7.97,0.066129079
02/10/2009,7.46,-0.006680052
01/10/2009,7.51,-0.087898688
30/09/2009,8.2,-0.024097552
29/09/2009,8.4,-0.004750603
28/09/2009,8.44,0.041118247
25/09/2009,8.1,-0.001233806
24/09/2009,8.11,-0.05166314
23/09/2009,8.54,-0.010483497
22/09/2009,8.63,0.035381049
21/09/2009,8.33,0.015729302
18/09/2009,8.2,-0.002436055
17/09/2009,8.22,-0.033495954
16/09/2009,8.5,0.042048236
15/09/2009,8.15,0.028626721
14/09/2009,7.92,0.006333143
11/09/2009,7.87,-0.032502861
10/09/2009,8.13,0.04143719
09/09/2009,7.8,0.00643089
08/09/2009,7.75,0.05299253
04/09/2009,7.35,0.024794659
03/09/2009,7.17,0.025425098
02/09/2009,6.99,-0.004282662
01/09/2009,7.02,-0.048654488
31/08/2009,7.37,-0.025453484
28/08/2009,7.56,0.048790164
27/08/2009,7.2,-0.006920443
26/08/2009,7.25,0.006920443
25/08/2009,7.2,0.015395685
24/08/2009,7.09,-0.007027436
21/08/2009,7.14,0.050261835
20/08/2009,6.79,0.016332954
19/08/2009,6.68,-0.016332954
18/08/2009,6.79,0.032937109
17/08/2009,6.57,-0.022574322
14/08/2009,6.72,-0.042249547
13/08/2009,7.01,0.036314811
12/08/2009,6.76,-0.005899722
11/08/2009,6.8,0.025317808
10/08/2009,6.63,-0.029719869
07/08/2009,6.83,0.005873732
06/08/2009,6.79,0.007391017
05/08/2009,6.74,-0.002962965
04/08/2009,6.76,-0.001478197
03/08/2009,6.77,0.057766819
31/07/2009,6.39,0.036657491
30/07/2009,6.16,-0.003241494
29/07/2009,6.18,-0.034979719
28/07/2009,6.4,0.010997754
27/07/2009,6.33,0.009523882
24/07/2009,6.27,0.011227063
23/07/2009,6.2,0.006472515
22/07/2009,6.16,0.051635116
21/07/2009,5.85,-0.006814336
20/07/2009,5.89,0.024056143
17/07/2009,5.75,0
16/07/2009,5.75,0.030011078
15/07/2009,5.58,0.047715473
14/07/2009,5.32,0.020893448
13/07/2009,5.21,0.025268594
10/07/2009,5.08,0.00790518
09/07/2009,5.04,0.065597282
08/07/2009,4.72,0.004246291
07/07/2009,4.7,-0.039629795
06/07/2009,4.89,-0.014213437
02/07/2009,4.96,-0.043399316
01/07/2009,5.18,0.023438573
30/06/2009,5.06,-0.009832921
29/06/2009,5.11,0.001958864
26/06/2009,5.1,-0.038466281
25/06/2009,5.3,0.030653741
24/06/2009,5.14,0.058074375
23/06/2009,4.85,-0.034451229
22/06/2009,5.02,-0.059921304
19/06/2009,5.33,0.013220211
18/06/2009,5.26,-0.007575794
17/06/2009,5.3,0.019048195
16/06/2009,5.2,-0.022814678
15/06/2009,5.32,-0.027805313
12/06/2009,5.47,-0.021700671
11/06/2009,5.59,-0.047170316
10/06/2009,5.86,0.048960827
09/06/2009,5.58,0.051481956
08/06/2009,5.3,0
05/06/2009,5.3,-0.037041272
04/06/2009,5.5,0.101328252
03/06/2009,4.97,-0.019920977
02/06/2009,5.07,-0.048132486
01/06/2009,5.32,0.05010682
29/05/2009,5.06,0.040328045
28/05/2009,4.86,0.018692133
27/05/2009,4.77,0.025479085
26/05/2009,4.65,0.030570066
22/05/2009,4.51,-0.015401845
21/05/2009,4.58,-0.04691692
20/05/2009,4.8,-0.010362787
19/05/2009,4.85,0.035680595
18/05/2009,4.68,0.098734841
15/05/2009,4.24,-0.070563964
14/05/2009,4.55,0.051871831
13/05/2009,4.32,-0.022884294
12/05/2009,4.42,-0.052875752
11/05/2009,4.66,-0.039963257
08/05/2009,4.85,-0.014329826
07/05/2009,4.92,-0.091236854
06/05/2009,5.39,-0.009233676
05/05/2009,5.44,0.031748698
04/05/2009,5.27,0.074838059
01/05/2009,4.89,0.002047084
30/04/2009,4.88,0.008230499
29/04/2009,4.84,0.059592097
28/04/2009,4.56,-0.021692825
27/04/2009,4.66,-0.04202299
24/04/2009,4.86,-0.012270093
23/04/2009,4.92,-0.022111454
22/04/2009,5.03,0.067857475
21/04/2009,4.7,0.023682485
20/04/2009,4.59,-0.085557888
17/04/2009,5,0.004008021
16/04/2009,4.98,0.101352494
15/04/2009,4.5,0.045462374
14/04/2009,4.3,-0.020714204
13/04/2009,4.39,-0.013574869
09/04/2009,4.45,0.038951087
08/04/2009,4.28,-0.006984895
07/04/2009,4.31,-0.04757409
06/04/2009,4.52,0.004434597
03/04/2009,4.5,-0.028479471
02/04/2009,4.63,0.102245622
01/04/2009,4.18,0.029128273
31/03/2009,4.06,0.04534782
30/03/2009,3.88,-0.072080882
27/03/2009,4.17,-0.011919092
26/03/2009,4.22,0.128803251
25/03/2009,3.71,0.002699057
24/03/2009,3.7,-0.029296369
23/03/2009,3.81,0.105068928
20/03/2009,3.43,-0.067631401
19/03/2009,3.67,-0.026883339
18/03/2009,3.77,0.024162249
17/03/2009,3.68,0.008185585
16/03/2009,3.65,0.002743486
13/03/2009,3.64,0.039220713
12/03/2009,3.5,0.089612159
11/03/2009,3.2,0.105360516
10/03/2009,2.88,0.110000895
09/03/2009,2.58,-0.120363682
06/03/2009,2.91,-0.079249372
05/03/2009,3.15,-0.015748357
04/03/2009,3.2,0.034979719
03/03/2009,3.09,0.026231012
02/03/2009,3.01,-0.067441281
27/02/2009,3.22,-0.021506205
26/02/2009,3.29,0.021506205
25/02/2009,3.22,0
24/02/2009,3.22,0.136196876
23/02/2009,2.81,0
20/02/2009,2.81,-0.065427805
19/02/2009,3,-0.064538521
18/02/2009,3.2,-0.030771659
17/02/2009,3.3,-0.122485765
13/02/2009,3.73,-0.05477249
12/02/2009,3.94,0.01534557
11/02/2009,3.88,-0.035446749
10/02/2009,4.02,-0.0719735
09/02/2009,4.32,0.057158414
06/02/2009,4.08,0.002453989
05/02/2009,4.07,0.042666446
04/02/2009,3.9,0.036557596
03/02/2009,3.76,0.043485112
02/02/2009,3.6,-0.032789823
30/01/2009,3.72,0.041158072
29/01/2009,3.57,-0.051853362
28/01/2009,3.76,0.074517221
27/01/2009,3.49,0.026126305
26/01/2009,3.4,-0.045985113
23/01/2009,3.56,0.091105549
22/01/2009,3.25,-0.056816475
21/01/2009,3.44,0.110541874
20/01/2009,3.08,-0.098845835
16/01/2009,3.4,0.128502044
15/01/2009,2.99,0.020270964
14/01/2009,2.93,-0.07240003
13/01/2009,3.15,-0.003169575
12/01/2009,3.16,-0.040315537
09/01/2009,3.29,-0.035824727
08/01/2009,3.41,0.038868869
07/01/2009,3.28,-0.056311172
06/01/2009,3.47,0.044189811
05/01/2009,3.32,
