Date,Close,HAR
06/12/2013,81.28,0.001107897
05/12/2013,81.19,-0.001845814
04/12/2013,81.34,0.021875095
03/12/2013,79.58,-0.011618595
02/12/2013,80.51,-0.00656146
29/11/2013,81.04,0.00111118
27/11/2013,80.95,-0.001234568
26/11/2013,81.05,0.010542733
25/11/2013,80.2,-0.014237319
22/11/2013,81.35,0.002831294
21/11/2013,81.12,0.019543785
20/11/2013,79.55,-0.007139756
19/11/2013,80.12,-0.007213064
18/11/2013,80.7,-0.005314231
15/11/2013,81.13,0.00123335
14/11/2013,81.03,-0.001356601
13/11/2013,81.14,0.017906472
12/11/2013,79.7,0.006167032
11/11/2013,79.21,0.018218225
08/11/2013,77.78,0.005155979
07/11/2013,77.38,-0.037788191
06/11/2013,80.36,-0.011998412
05/11/2013,81.33,0.001599705
04/11/2013,81.2,-0.009316076
01/11/2013,81.96,0.011535286
31/10/2013,81.02,0.11775218
30/10/2013,72.02,-0.02887645
29/10/2013,74.13,0.024857876
28/10/2013,72.31,-0.004415627
25/10/2013,72.63,-0.003710579
24/10/2013,72.9,0.015761421
23/10/2013,71.76,-0.017680019
22/10/2013,73.04,0.020051837
21/10/2013,71.59,-0.002371818
18/10/2013,71.76,-0.003477781
17/10/2013,72.01,0.032461219
16/10/2013,69.71,0.033550405
15/10/2013,67.41,-0.01033067
14/10/2013,68.11,0.004709354
11/10/2013,67.79,0.015460394
10/10/2013,66.75,0.015246729
09/10/2013,65.74,0.008401485
08/10/2013,65.19,-0.038961083
07/10/2013,67.78,-0.023475599
04/10/2013,69.39,0.022443379
03/10/2013,67.85,0.006654368
02/10/2013,67.4,0.002525441
01/10/2013,67.23,0.014986044
30/09/2013,66.23,0.00045307
27/09/2013,66.2,0.008495197
26/09/2013,65.64,-0.000304646
25/09/2013,65.66,-0.001977939
24/09/2013,65.79,0.017479746
23/09/2013,64.65,-0.007857679
20/09/2013,65.16,-0.023509083
19/09/2013,66.71,-0.005978197
18/09/2013,67.11,0.002835188
17/09/2013,66.92,0.00074744
16/09/2013,66.87,0.006150173
13/09/2013,66.46,0.01455012
12/09/2013,65.5,-0.013195005
11/09/2013,66.37,0.0040764
10/09/2013,66.1,0.009729478
09/09/2013,65.46,0.013379669
06/09/2013,64.59,-0.008632704
05/09/2013,65.15,0.002766679
04/09/2013,64.97,0.006640438
03/09/2013,64.54,0.008089652
30/08/2013,64.02,-0.019796502
29/08/2013,65.3,0.001379205
28/08/2013,65.21,-0.002297619
27/08/2013,65.36,-0.029843963
26/08/2013,67.34,-0.015910766
23/08/2013,68.42,0.001901837
22/08/2013,68.29,0.013563528
21/08/2013,67.37,-0.007246944
20/08/2013,67.86,0.007692346
19/08/2013,67.34,0.00342135
16/08/2013,67.11,-0.013027571
15/08/2013,67.99,-0.014600931
14/08/2013,68.99,-0.024484006
13/08/2013,70.7,-0.003106908
12/08/2013,70.92,0.030494096
09/08/2013,68.79,0.058210762
08/08/2013,64.9,0.101771688
07/08/2013,58.62,-0.00798577
06/08/2013,59.09,-0.00758665
05/08/2013,59.54,-0.018800986
02/08/2013,60.67,0.003632765
01/08/2013,60.45,-0.001322533
31/07/2013,60.53,0.023062519
30/07/2013,59.15,0.006615239
29/07/2013,58.76,0.000680967
26/07/2013,58.72,0.001022321
25/07/2013,58.66,0.014250391
24/07/2013,57.83,-0.00276291
23/07/2013,57.99,0.014241297
22/07/2013,57.17,0.01960674
19/07/2013,56.06,0.00375302
18/07/2013,55.85,0.023185244
17/07/2013,54.57,0.001467083
16/07/2013,54.49,-0.015117308
15/07/2013,55.32,0.001266166
12/07/2013,55.25,0.00544466
11/07/2013,54.95,0.014111844
10/07/2013,54.18,-0.011925653
09/07/2013,54.83,0.008792876
08/07/2013,54.35,-0.002389048
05/07/2013,54.48,0.020584871
03/07/2013,53.37,-0.016907045
02/07/2013,54.28,-0.023487652
01/07/2013,55.57,0.024962579
28/06/2013,54.2,0.010758776
27/06/2013,53.62,0.045206515
26/06/2013,51.25,0.04837074
25/06/2013,48.83,0.011120378
24/06/2013,48.29,-0.026766334
21/06/2013,49.6,-0.010828259
20/06/2013,50.14,-0.036039936
19/06/2013,51.98,-0.017355256
18/06/2013,52.89,0.000567376
17/06/2013,52.86,0.023350343
14/06/2013,51.64,-0.000774293
13/06/2013,51.68,0.02627087
12/06/2013,50.34,-0.013025643
11/06/2013,51,-0.033927695
10/06/2013,52.76,-0.004349889
07/06/2013,52.99,0.015403937
06/06/2013,52.18,0.012341074
05/06/2013,51.54,-0.016929993
04/06/2013,52.42,-0.006275574
03/06/2013,52.75,-0.006613156
31/05/2013,53.1,-0.016807118
30/05/2013,54,0.020013761
29/05/2013,52.93,0.004924252
28/05/2013,52.67,0.020136839
24/05/2013,51.62,-0.004252858
23/05/2013,51.84,-0.013603045
22/05/2013,52.55,-0.015296304
21/05/2013,53.36,0.012635717
20/05/2013,52.69,0.012220889
17/05/2013,52.05,0.04038181
16/05/2013,49.99,-0.015285657
15/05/2013,50.76,0.007911434
14/05/2013,50.36,0.02167889
13/05/2013,49.28,-0.006069207
10/05/2013,49.58,0.011563168
09/05/2013,49.01,-0.008937699
08/05/2013,49.45,0.009345862
07/05/2013,48.99,0.011909792
06/05/2013,48.41,-0.000619515
03/05/2013,48.44,0.012672861
02/05/2013,47.83,0.079154539
01/05/2013,44.19,-0.011698671
30/04/2013,44.71,0
29/04/2013,44.71,0.001566872
26/04/2013,44.64,-0.000223989
25/04/2013,44.65,0.034635497
24/04/2013,43.13,0.003018695
23/04/2013,43,0.012166739
22/04/2013,42.48,0.026235705
19/04/2013,41.38,-0.002413711
18/04/2013,41.48,-0.014361185
17/04/2013,42.08,-0.044389767
16/04/2013,43.99,0.023460138
15/04/2013,42.97,-0.044158289
12/04/2013,44.91,-0.004221759
11/04/2013,45.1,0.013168363
10/04/2013,44.51,0.043624916
09/04/2013,42.61,-0.003747955
08/04/2013,42.77,0.016502025
05/04/2013,42.07,-0.014864023
04/04/2013,42.7,0.010831281
03/04/2013,42.24,-0.024091915
02/04/2013,43.27,-0.029825774
01/04/2013,44.58,-0.001120951
28/03/2013,44.63,0.005617361
27/03/2013,44.38,-0.000675752
26/03/2013,44.41,-0.001574981
25/03/2013,44.48,0.002701487
22/03/2013,44.36,0.008148529
21/03/2013,44,-0.010850016
20/03/2013,44.48,0.005862475
19/03/2013,44.22,-0.019261514
18/03/2013,45.08,-0.01409715
15/03/2013,45.72,0.009891277
14/03/2013,45.27,0.013566315
13/03/2013,44.66,0.003364363
12/03/2013,44.51,0.003601174
11/03/2013,44.35,0.008832579
08/03/2013,43.96,0.007076847
07/03/2013,43.65,0.00758886
06/03/2013,43.32,0.016760169
05/03/2013,42.6,0.009671027
04/03/2013,42.19,-0.00732085
01/03/2013,42.5,0.001177163
28/02/2013,42.45,0.008279172
27/02/2013,42.1,-0.003556613
26/02/2013,42.25,0.007125921
25/02/2013,41.95,-0.035362542
22/02/2013,43.46,0.00600048
21/02/2013,43.2,-0.010133666
20/02/2013,43.64,-0.017040058
19/02/2013,44.39,0.0045157
15/02/2013,44.19,-0.0045157
14/02/2013,44.39,-0.00045045
13/02/2013,44.41,-0.007626775
12/02/2013,44.75,-0.005571045
11/02/2013,45,-0.013025904
08/02/2013,45.59,0.008148927
07/02/2013,45.22,0.003988483
06/02/2013,45.04,-0.008621696
05/02/2013,45.43,-0.00197911
04/02/2013,45.52,0.005065532
01/02/2013,45.29,0.011324646
31/01/2013,44.78,-0.095756708
30/01/2013,49.28,-0.016502689
29/01/2013,50.1,0.008016075
28/01/2013,49.7,-0.011005614
25/01/2013,50.25,0.005387622
24/01/2013,49.98,-0.00020006
23/01/2013,49.99,0.003808001
22/01/2013,49.8,0.003621006
18/01/2013,49.62,-0.009427409
17/01/2013,50.09,0.001998402
16/01/2013,49.99,-0.002996107
15/01/2013,50.14,0
14/01/2013,50.14,0.00479809
11/01/2013,49.9,0.000601383
10/01/2013,49.87,0.011089941
09/01/2013,49.32,0.035707023
08/01/2013,47.59,0.001261565
07/01/2013,47.53,0.027732153
04/01/2013,46.23,0.006075089
03/01/2013,45.95,0.001960571
02/01/2013,45.86,0.026962959
31/12/2012,44.64,0.030015896
28/12/2012,43.32,-0.004376375
27/12/2012,43.51,0.002761797
26/12/2012,43.39,-0.008719651
24/12/2012,43.77,-0.001826068
21/12/2012,43.85,-0.002050348
20/12/2012,43.94,0.009604464
19/12/2012,43.52,0.002761161
18/12/2012,43.4,0.021190687
17/12/2012,42.49,0.009696186
14/12/2012,42.08,0.02137706
13/12/2012,41.19,-0.015418277
12/12/2012,41.83,0.008402402
11/12/2012,41.48,0.008959982
10/12/2012,41.11,0.008795561
07/12/2012,40.75,0.018826417
06/12/2012,39.99,-0.001748907
05/12/2012,40.06,0.005506898
04/12/2012,39.84,0.006547493
03/12/2012,39.58,0.000505433
30/11/2012,39.56,0.003545205
29/11/2012,39.42,0.018950631
28/11/2012,38.68,0.006744513
27/11/2012,38.42,-0.004415018
26/11/2012,38.59,-0.007743973
23/11/2012,38.89,0.015026189
21/11/2012,38.31,-0.006245141
20/11/2012,38.55,0.02575024
19/11/2012,37.57,0.005872948
16/11/2012,37.35,-0.004008021
15/11/2012,37.5,-0.013245227
14/11/2012,38,-0.0104713
13/11/2012,38.4,-0.000780945
12/11/2012,38.43,-0.016260521
09/11/2012,39.06,-0.001279263
08/11/2012,39.11,-0.038866619
07/11/2012,40.66,-0.035515268
06/11/2012,42.13,0.002614381
05/11/2012,42.02,-0.006877769
02/11/2012,42.31,-0.026357211
01/11/2012,43.44,0.035379114
31/10/2012,41.93,-0.004995847
26/10/2012,42.14,-0.011560822
25/10/2012,42.63,0.00635371
24/10/2012,42.36,-0.012200996
23/10/2012,42.88,-0.020999964
22/10/2012,43.79,0.000228389
19/10/2012,43.78,-0.021914353
18/10/2012,44.75,0.008302527
17/10/2012,44.38,-0.001351047
16/10/2012,44.44,0.031081112
15/10/2012,43.08,0.006287132
12/10/2012,42.81,-0.007215206
11/10/2012,43.12,-0.003703708
10/10/2012,43.28,-0.025999184
09/10/2012,44.42,-0.032775299
08/10/2012,45.9,-0.008028686
05/10/2012,46.27,-0.00108003
04/10/2012,46.32,0.009980556
03/10/2012,45.86,-0.00370008
02/10/2012,46.03,-0.025947634
01/10/2012,47.24,0.023127369
28/09/2012,46.16,-0.01419684
27/09/2012,46.82,0.018321452
26/09/2012,45.97,-0.019815423
25/09/2012,46.89,-0.031075354
24/09/2012,48.37,-0.008645587
21/09/2012,48.79,0.001641026
20/09/2012,48.71,-0.001436045
19/09/2012,48.78,0.004726198
18/09/2012,48.55,-0.008409443
17/09/2012,48.96,-0.008541846
14/09/2012,49.38,0.021906905
13/09/2012,48.31,0.010822166
12/09/2012,47.79,0.000209271
11/09/2012,47.78,0.006509209
10/09/2012,47.47,-0.011936065
07/09/2012,48.04,0.012989917
06/09/2012,47.42,0.047062429
05/09/2012,45.24,-0.005071117
04/09/2012,45.47,-0.01224059
31/08/2012,46.03,0.008289751
30/08/2012,45.65,-0.004807702
29/08/2012,45.87,0.00327547
28/08/2012,45.72,-0.00043735
27/08/2012,45.74,0.006360368
24/08/2012,45.45,0.009283886
23/08/2012,45.03,-0.012798056
22/08/2012,45.61,-0.006555968
21/08/2012,45.91,-0.003696058
20/08/2012,46.08,-0.009933141
17/08/2012,46.54,0.014500849
16/08/2012,45.87,0.017816374
15/08/2012,45.06,0.00690349
14/08/2012,44.75,-0.020131196
13/08/2012,45.66,-0.000437924
10/08/2012,45.68,0.071921223
09/08/2012,42.51,0.007556116
08/08/2012,42.19,0.004751731
07/08/2012,41.99,0.017295651
06/08/2012,41.27,0.022544449
03/08/2012,40.35,0.031468928
02/08/2012,39.1,-0.022756987
01/08/2012,40,-0.008711941
31/07/2012,40.35,-0.014027546
30/07/2012,40.92,0.000733407
27/07/2012,40.89,0.079635193
26/07/2012,37.76,0.020602735
25/07/2012,36.99,-0.006198645
24/07/2012,37.22,-0.01307906
23/07/2012,37.71,-0.045108736
20/07/2012,39.45,-0.012093874
19/07/2012,39.93,0.012347391
18/07/2012,39.44,0.03351693
17/07/2012,38.14,0.015323946
16/07/2012,37.56,-0.012435668
13/07/2012,38.03,0.014034389
12/07/2012,37.5,-0.014822929
11/07/2012,38.06,-0.002361896
10/07/2012,38.15,-0.020753015
09/07/2012,38.95,-0.010217203
06/07/2012,39.35,-0.034959865
05/07/2012,40.75,-0.000981114
03/07/2012,40.79,0.028346005
02/07/2012,39.65,0.00126183
29/06/2012,39.6,0.045198138
28/06/2012,37.85,0.01062427
27/06/2012,37.45,-0.003465284
26/06/2012,37.58,0.012855024
25/06/2012,37.1,-0.006983644
22/06/2012,37.36,0.006983644
21/06/2012,37.1,-0.007518832
20/06/2012,37.38,0.004827041
19/06/2012,37.2,0.021739987
18/06/2012,36.4,-0.022546113
15/06/2012,37.23,0.041964199
14/06/2012,35.7,-0.000839983
13/06/2012,35.73,-0.022143169
12/06/2012,36.53,-0.039452319
11/06/2012,38,-0.053540767
08/06/2012,40.09,0.011035979
07/06/2012,39.65,-0.015019056
06/06/2012,40.25,0.033088004
05/06/2012,38.94,0.016833234
04/06/2012,38.29,0.007339482
01/06/2012,38.01,-0.031337538
31/05/2012,39.22,0
30/05/2012,39.22,-0.059394
29/05/2012,41.62,0.02505909
25/05/2012,40.59,-0.026979398
24/05/2012,41.7,0.018393549
23/05/2012,40.94,0.002935423
22/05/2012,40.82,0.025305245
21/05/2012,39.8,0.022615625
18/05/2012,38.91,-0.009464196
17/05/2012,39.28,-0.027371451
16/05/2012,40.37,-0.019379976
15/05/2012,41.16,-0.012314534
14/05/2012,41.67,-0.027223838
11/05/2012,42.82,0.017432715
10/05/2012,42.08,-0.010401985
09/05/2012,42.52,-0.023705502
08/05/2012,43.54,-0.016175316
07/05/2012,44.25,-0.028296418
04/05/2012,45.52,-0.035606307
03/05/2012,47.17,-0.037041272
02/05/2012,48.95,-0.017617141
01/05/2012,49.82,0.004828983
30/04/2012,49.58,0.047923255
27/04/2012,47.26,-0.023008754
26/04/2012,48.36,0.028525424
25/04/2012,47,0.026518747
24/04/2012,45.77,0.005696773
23/04/2012,45.51,-0.009621767
20/04/2012,45.95,0.00458066
19/04/2012,45.74,0.004601739
18/04/2012,45.53,-0.003070178
17/04/2012,45.67,0.022811309
16/04/2012,44.64,-0.000895656
13/04/2012,44.68,-0.027810223
12/04/2012,45.94,0.020007263
11/04/2012,45.03,0.026554215
10/04/2012,43.85,-0.041104737
09/04/2012,45.69,-0.032090618
05/04/2012,47.18,-0.001694198
04/04/2012,47.26,-0.016577864
03/04/2012,48.05,0.008989294
02/04/2012,47.62,0.017155986
30/03/2012,46.81,0.001496526
29/03/2012,46.74,0.001498769
28/03/2012,46.67,-0.012985813
27/03/2012,47.28,-0.018441428
26/03/2012,48.16,0.020982725
23/03/2012,47.16,0.013663748
22/03/2012,46.52,-0.023580487
21/03/2012,47.63,0.002101724
20/03/2012,47.53,-0.019790251
19/03/2012,48.48,0.006207345
16/03/2012,48.18,-0.0117612
15/03/2012,48.75,-0.004502668
14/03/2012,48.97,-0.003465501
13/03/2012,49.14,0.022847551
12/03/2012,48.03,0
09/03/2012,48.03,0.011306653
08/03/2012,47.49,0.031877766
07/03/2012,46,0.000869944
06/03/2012,45.96,-0.028104392
05/03/2012,47.27,-0.031854468
02/03/2012,48.8,-0.026290695
01/03/2012,50.1,0.019551162
29/02/2012,49.13,-0.010931283
28/02/2012,49.67,-0.007421556
27/02/2012,50.04,0.001800181
24/02/2012,49.95,-0.014903406
23/02/2012,50.7,0.011904903
22/02/2012,50.1,-0.01289061
21/02/2012,50.75,-0.007068555
17/02/2012,51.11,0.016372789
16/02/2012,50.28,0.0180619
15/02/2012,49.38,-0.025196294
14/02/2012,50.64,-0.008063767
13/02/2012,51.05,0.023787048
10/02/2012,49.85,0.020264118
09/02/2012,48.85,0.016304148
08/02/2012,48.06,0.038821292
07/02/2012,46.23,0.037915055
06/02/2012,44.51,-0.004483307
03/02/2012,44.71,0.017827393
02/02/2012,43.92,0.003649639
01/02/2012,43.76,0.036299937
31/01/2012,42.2,-0.017849229
30/01/2012,42.96,-0.0147877
27/01/2012,43.6,-0.009132484
26/01/2012,44,0.000227299
25/01/2012,43.99,-0.000227299
24/01/2012,44,0.002730999
23/01/2012,43.88,0.000683917
20/01/2012,43.85,-0.01471447
19/01/2012,44.5,0.039886103
18/01/2012,42.76,0.030632812
17/01/2012,41.47,0.026388045
13/01/2012,40.39,-0.016695698
12/01/2012,41.07,0.004636982
11/01/2012,40.88,0.007612069
10/01/2012,40.57,0.017404716
09/01/2012,39.87,0.008817289
06/01/2012,39.52,0.000759398
05/01/2012,39.49,0.024350812
04/01/2012,38.54,-0.005950089
03/01/2012,38.77,0.019008514
30/12/2011,38.04,0.00315956
29/12/2011,37.92,0.009006683
28/12/2011,37.58,0.002131061
27/12/2011,37.5,-0.002397125
23/12/2011,37.59,0.010429296
22/12/2011,37.2,0.012987196
21/12/2011,36.72,0.00546151
20/12/2011,36.52,0.055163112
19/12/2011,34.56,-0.014934224
16/12/2011,35.08,-0.018359505
15/12/2011,35.73,0.018644608
14/12/2011,35.07,-0.038046547
13/12/2011,36.43,-0.075322872
12/12/2011,39.28,-0.036740356
09/12/2011,40.75,0.033436248
08/12/2011,39.41,-0.039064552
07/12/2011,40.98,0.007347572
06/12/2011,40.68,-0.024524721
05/12/2011,41.69,0.00746362
02/12/2011,41.38,0.011912138
01/12/2011,40.89,-0.009976966
30/11/2011,41.3,0.074368762
29/11/2011,38.34,-0.017324286
28/11/2011,39.01,0.060496458
25/11/2011,36.72,-0.004889985
23/11/2011,36.9,-0.040366606
22/11/2011,38.42,-0.002859001
21/11/2011,38.53,-0.020804654
18/11/2011,39.34,-0.005323881
17/11/2011,39.55,-0.030380823
16/11/2011,40.77,-0.02015365
15/11/2011,41.6,0.003853569
14/11/2011,41.44,-0.015801143
11/11/2011,42.1,0.025013329
10/11/2011,41.06,0.00635233
09/11/2011,40.8,-0.073232239
08/11/2011,43.9,0.014223686
07/11/2011,43.28,0.001850139
04/11/2011,43.2,-0.010820872
03/11/2011,43.67,0.028098911
02/11/2011,42.46,0.013037994
01/11/2011,41.91,-0.029389678
31/10/2011,43.16,-0.036847471
28/10/2011,44.78,0.016890391
27/10/2011,44.03,0.018336521
26/10/2011,43.23,0.050769916
25/10/2011,41.09,-0.035384997
24/10/2011,42.57,-0.010050336
21/10/2011,43,0.186890116
20/10/2011,35.67,0.002526317
19/10/2011,35.58,-0.023608929
18/10/2011,36.43,0.014933906
17/10/2011,35.89,-0.043081908
14/10/2011,37.47,0.091899935
13/10/2011,34.18,0.022486155
12/10/2011,33.42,0.013859818
11/10/2011,32.96,0.020227475
10/10/2011,32.3,0.059309697
07/10/2011,30.44,-0.01208178
06/10/2011,30.81,0.050593152
05/10/2011,29.29,0.043257529
04/10/2011,28.05,0.068229221
03/10/2011,26.2,-0.086947762
30/09/2011,28.58,-0.065675034
29/09/2011,30.52,-0.003271184
28/09/2011,30.62,-0.049691751
27/09/2011,32.18,0.029005817
26/09/2011,31.26,0.027896717
23/09/2011,30.4,-0.007537312
22/09/2011,30.63,-0.041566086
21/09/2011,31.93,-0.038702619
20/09/2011,33.19,0.007257365
19/09/2011,32.95,-0.029308318
16/09/2011,33.93,0.020846496
15/09/2011,33.23,0.006642537
14/09/2011,33.01,-0.002118324
13/09/2011,33.08,0.017688781
12/09/2011,32.5,-0.004604766
09/09/2011,32.65,-0.027787955
08/09/2011,33.57,-0.034834489
07/09/2011,34.76,0.045917424
06/09/2011,33.2,-0.032303891
02/09/2011,34.29,-0.026760337
01/09/2011,35.22,-0.027168735
31/08/2011,36.19,0.000552792
30/08/2011,36.17,0.001106501
29/08/2011,36.13,0.035496684
26/08/2011,34.87,0.038589997
25/08/2011,33.55,-0.017725723
24/08/2011,34.15,0.003520098
23/08/2011,34.03,0.051865709
22/08/2011,32.31,0.017799065
19/08/2011,31.74,-0.004401139
18/08/2011,31.88,-0.077239826
17/08/2011,34.44,-0.020405939
16/08/2011,35.15,0.004276557
15/08/2011,35,0.050992588
12/08/2011,33.26,0.03893212
11/08/2011,31.99,0.088518665
10/08/2011,29.28,-0.025625138
09/08/2011,30.04,0.034544579
08/08/2011,29.02,-0.168325608
05/08/2011,34.34,-0.043869182
04/08/2011,35.88,-0.093078036
03/08/2011,39.38,0.015095592
02/08/2011,38.79,-0.061246178
01/08/2011,41.24,-0.008691508
29/07/2011,41.6,-0.003359734
28/07/2011,41.74,-0.027411924
27/07/2011,42.9,-0.045788661
26/07/2011,44.91,-0.017437811
25/07/2011,45.7,-0.00240411
22/07/2011,45.81,-0.023515268
21/07/2011,46.9,0.040244691
20/07/2011,45.05,0.011385322
19/07/2011,44.54,0.01721057
18/07/2011,43.78,-0.026373669
15/07/2011,44.95,0.000890274
14/07/2011,44.91,-0.022240265
13/07/2011,45.92,0.00087146
12/07/2011,45.88,-0.009112669
11/07/2011,46.3,-0.032511097
08/07/2011,47.83,-0.002088555
07/07/2011,47.93,0.016407604
06/07/2011,47.15,0.006169576
05/07/2011,46.86,0.005134799
01/07/2011,46.62,0.022780028
30/06/2011,45.57,0.015703076
29/06/2011,44.86,-0.001336601
28/06/2011,44.92,0.023880387
27/06/2011,43.86,0.006174977
24/06/2011,43.59,-0.010270546
23/06/2011,44.04,0.003867597
22/06/2011,43.87,-0.009528203
21/06/2011,44.29,0.024455567
20/06/2011,43.22,0.003708859
17/06/2011,43.06,-0.001160497
16/06/2011,43.11,0.000464037
15/06/2011,43.09,-0.011766199
14/06/2011,43.6,0.012927235
13/06/2011,43.04,-0.000696783
10/06/2011,43.07,-0.024539702
09/06/2011,44.14,0.004996604
08/06/2011,43.92,-0.022513333
07/06/2011,44.92,-0.018308662
06/06/2011,45.75,-0.029293501
03/06/2011,47.11,-0.009086169
02/06/2011,47.54,-0.001471361
01/06/2011,47.61,-0.007532992
31/05/2011,47.97,0.007743054
27/05/2011,47.6,0.017804625
26/05/2011,46.76,0.012264812
25/05/2011,46.19,0.008697598
24/05/2011,45.79,-0.015816601
23/05/2011,46.52,-0.013027413
20/05/2011,47.13,-0.025349634
19/05/2011,48.34,-0.002891966
18/05/2011,48.48,0.018108519
17/05/2011,47.61,-0.014181677
16/05/2011,48.29,-0.009070357
13/05/2011,48.73,-0.018300633
12/05/2011,49.63,0.019738152
11/05/2011,48.66,0.01845951
10/05/2011,47.77,0.026945515
09/05/2011,46.5,0.007122076
06/05/2011,46.17,-0.001731227
05/05/2011,46.25,-0.011180508
04/05/2011,46.77,-0.006606311
03/05/2011,47.08,-0.026204203
02/05/2011,48.33,-0.004129678
29/04/2011,48.53,-0.004728141
28/04/2011,48.76,-0.036052641
27/04/2011,50.55,0.019778889
26/04/2011,49.56,0.006680863
25/04/2011,49.23,-0.005267435
21/04/2011,49.49,0.015475772
20/04/2011,48.73,0.042764848
19/04/2011,46.69,0.03000225
18/04/2011,45.31,-0.016417136
15/04/2011,46.06,0.023060207
14/04/2011,45.01,-0.007745972
13/04/2011,45.36,0.02839766
12/04/2011,44.09,-0.02375728
11/04/2011,45.15,-0.016039012
08/04/2011,45.88,-0.032170906
07/04/2011,47.38,-0.00610207
06/04/2011,47.67,0.004415018
05/04/2011,47.46,0.018715987
04/04/2011,46.58,0.001288937
01/04/2011,46.52,-0.006428134
31/03/2011,46.82,-0.011889737
30/03/2011,47.38,0.011676176
29/03/2011,46.83,0.029471255
28/03/2011,45.47,-0.03606913
25/03/2011,47.14,0.01453017
24/03/2011,46.46,0.012344499
23/03/2011,45.89,0.004148931
22/03/2011,45.7,-0.023784905
21/03/2011,46.8,0.00643089
18/03/2011,46.5,0.021300523
17/03/2011,45.52,-0.006132301
16/03/2011,45.8,-0.016457712
15/03/2011,46.56,-0.029625527
14/03/2011,47.96,-0.028975622
11/03/2011,49.37,0.013048095
10/03/2011,48.73,-0.005525441
09/03/2011,49,0.00655203
08/03/2011,48.68,0.008250872
07/03/2011,48.28,-0.009277461
04/03/2011,48.73,-0.026327969
03/03/2011,50.03,0.026327969
02/03/2011,48.73,0.000205233
01/03/2011,48.72,0.001643386
28/02/2011,48.64,-0.006353131
25/02/2011,48.95,0.029859154
24/02/2011,47.51,0.013562403
23/02/2011,46.87,-0.039737558
22/02/2011,48.77,-0.055630808
18/02/2011,51.56,0.001941371
17/02/2011,51.46,0.016063029
16/02/2011,50.64,-0.000394867
15/02/2011,50.66,-0.015085015
14/02/2011,51.43,-0.002912341
11/02/2011,51.58,0.009545217
10/02/2011,51.09,-0.001564639
09/02/2011,51.17,-0.002342379
08/02/2011,51.29,0.043229518
07/02/2011,49.12,-0.002846109
04/02/2011,49.26,0.009587019
03/02/2011,48.79,0.114764436
02/02/2011,43.5,-0.008925566
01/02/2011,43.89,0.013072082
31/01/2011,43.32,0.013479172
28/01/2011,42.74,-0.031777944
27/01/2011,44.12,-0.005424968
