Date,Close,ACE
23/05/2012,72.87,0.004676762
22/05/2012,72.53,-0.00261618
21/05/2012,72.72,0.009672592
18/05/2012,72.02,-0.01925252
17/05/2012,73.42,-0.024752407
16/05/2012,75.26,-0.005300834
15/05/2012,75.66,0.002381899
14/05/2012,75.48,-0.010411956
11/05/2012,76.27,0.00407279
10/05/2012,75.96,0.009125237
09/05/2012,75.27,-0.007280461
08/05/2012,75.82,-0.008274822
07/05/2012,76.45,0.000130813
04/05/2012,76.44,-0.007299302
03/05/2012,77,0.002210233
02/05/2012,76.83,0.000911518
01/05/2012,76.76,0.010345146
30/04/2012,75.97,-0.005120473
27/04/2012,76.36,-0.007826807
26/04/2012,76.96,0.013210577
25/04/2012,75.95,0.009392225
24/04/2012,75.24,0.009883879
23/04/2012,74.5,-0.010681009
20/04/2012,75.3,0.006127633
19/04/2012,74.84,0.033837048
18/04/2012,72.35,-0.008395893
17/04/2012,72.96,0.007152713
16/04/2012,72.44,0.012222374
13/04/2012,71.56,-0.020197118
12/04/2012,73.02,0.012540645
11/04/2012,72.11,0.007656472
10/04/2012,71.56,-0.009596068
09/04/2012,72.25,-0.012789833
05/04/2012,73.18,-0.003410412
04/04/2012,73.43,-0.001224907
03/04/2012,73.52,-0.009206672
02/04/2012,74.2,0.013568729
30/03/2012,73.2,0.001367054
29/03/2012,73.1,-0.003277796
28/03/2012,73.34,-0.001362584
27/03/2012,73.44,-0.009756175
26/03/2012,74.16,0.019196015
23/03/2012,72.75,-0.001236349
22/03/2012,72.84,-0.011194656
21/03/2012,73.66,-0.003794042
20/03/2012,73.94,0.009512234
19/03/2012,73.24,0.013332615
16/03/2012,72.27,-0.015106027
15/03/2012,73.37,0.000272628
14/03/2012,73.35,0.00972677
13/03/2012,72.64,0.011352745
12/03/2012,71.82,0.00195122
09/03/2012,71.68,0.002654189
08/03/2012,71.49,-0.000699154
07/03/2012,71.54,-0.001117631
06/03/2012,71.62,-0.015929418
05/03/2012,72.77,0.004407114
02/03/2012,72.45,0.000552257
01/03/2012,72.41,0.009714204
29/02/2012,71.71,-0.005423836
28/02/2012,72.1,-0.010073914
27/02/2012,72.83,-0.004110721
24/02/2012,73.13,-0.003003825
23/02/2012,73.35,0.007663921
22/02/2012,72.79,-0.016351366
21/02/2012,73.99,0.005556699
17/02/2012,73.58,0.005177829
16/02/2012,73.2,0.003558236
15/02/2012,72.94,-0.00900784
14/02/2012,73.6,-0.004608928
13/02/2012,73.94,0.011699222
10/02/2012,73.08,-0.006682602
09/02/2012,73.57,-0.000407692
08/02/2012,73.6,-0.008119124
07/02/2012,74.2,0.016578719
06/02/2012,72.98,-0.016713481
03/02/2012,74.21,0.02358825
02/02/2012,72.48,-0.0002759
01/02/2012,72.5,0.040821995
31/01/2012,69.6,0.00894796
30/01/2012,68.98,-0.00693444
27/01/2012,69.46,-0.025443772
26/01/2012,71.25,-0.005877431
25/01/2012,71.67,0.00812557
24/01/2012,71.09,-0.009937796
23/01/2012,71.8,-0.012044169
20/01/2012,72.67,0.024235169
19/01/2012,70.93,0.011913345
18/01/2012,70.09,0.00185648
17/01/2012,69.96,0.002862871
13/01/2012,69.76,-0.004719351
12/01/2012,70.09,0.005006089
11/01/2012,69.74,-0.015084959
10/01/2012,70.8,0.006376217
09/01/2012,70.35,0.004559062
06/01/2012,70.03,0.002430482
05/01/2012,69.86,0.002866974
04/01/2012,69.66,-0.009572185
03/01/2012,70.33,0.00299039
30/12/2011,70.12,-0.006397065
29/12/2011,70.57,0.008538546
28/12/2011,69.97,-0.008821913
27/12/2011,70.59,0.001701404
23/12/2011,70.47,0.007263437
22/12/2011,69.96,0.010056111
21/12/2011,69.26,0.01747787
20/12/2011,68.06,0.026350613
19/12/2011,66.29,-0.006765417
16/12/2011,66.74,-0.002693403
15/12/2011,66.92,-0.00506783
14/12/2011,67.26,0.001487874
13/12/2011,67.16,-0.018441181
12/12/2011,68.41,-0.013935485
09/12/2011,69.37,0.009996461
08/12/2011,68.68,-0.023171505
07/12/2011,70.29,0.000711592
06/12/2011,70.24,0.015061606
05/12/2011,69.19,0.011775959
02/12/2011,68.38,-0.003212151
01/12/2011,68.6,-0.013465779
30/11/2011,69.53,0.051800588
29/11/2011,66.02,-0.003175806
28/11/2011,66.23,0.019823766
25/11/2011,64.93,0.00555986
23/11/2011,64.57,-0.018869932
22/11/2011,65.8,-0.008323922
21/11/2011,66.35,-0.02279768
18/11/2011,67.88,0.011706439
17/11/2011,67.09,-0.024441735
16/11/2011,68.75,-0.022721714
15/11/2011,70.33,0.000426652
14/11/2011,70.3,-0.01328266
11/11/2011,71.24,0.011577145
10/11/2011,70.42,0.002274667
09/11/2011,70.26,-0.034551307
08/11/2011,72.73,0.006898482
07/11/2011,72.23,0.002633952
04/11/2011,72.04,-0.008982303
03/11/2011,72.69,0.012319347
02/11/2011,71.8,0.033709466
01/11/2011,69.42,-0.038572275
31/10/2011,72.15,-0.009792506
28/10/2011,72.86,-0.006430011
27/10/2011,73.33,0.032289925
26/10/2011,71,0.028573372
25/10/2011,69,-0.02249862
24/10/2011,70.57,0.005399274
21/10/2011,70.19,0.032139419
20/10/2011,67.97,0.030321194
19/10/2011,65.94,0.029393514
18/10/2011,64.03,0.037554135
17/10/2011,61.67,-0.02371526
14/10/2011,63.15,0.01178733
13/10/2011,62.41,-0.006070306
12/10/2011,62.79,0.000956023
11/10/2011,62.73,0.000797385
10/10/2011,62.68,0.038047184
07/10/2011,60.34,-0.020179505
06/10/2011,61.57,0.008645352
05/10/2011,61.04,0.024041612
04/10/2011,59.59,0.00808766
03/10/2011,59.11,-0.024894778
30/09/2011,60.6,-0.018313134
29/09/2011,61.72,0.025600348
28/09/2011,60.16,-0.010088567
27/09/2011,60.77,-0.007704325
26/09/2011,61.24,0.02546855
23/09/2011,59.7,0.00301963
22/09/2011,59.52,-0.012024193
21/09/2011,60.24,-0.048600429
20/09/2011,63.24,0.013371737
19/09/2011,62.4,-0.007344756
16/09/2011,62.86,0.016521348
15/09/2011,61.83,0.00828263
14/09/2011,61.32,-0.003418807
13/09/2011,61.53,-0.005187238
12/09/2011,61.85,0.004050228
09/09/2011,61.6,-0.035874712
08/09/2011,63.85,-0.005310853
07/09/2011,64.19,0.042972875
06/09/2011,61.49,-0.011801932
02/09/2011,62.22,-0.023821994
01/09/2011,63.72,-0.01340628
31/08/2011,64.58,0.006524802
30/08/2011,64.16,-0.008535786
29/08/2011,64.71,0.036350474
26/08/2011,62.4,0.01631832
25/08/2011,61.39,-0.019358565
24/08/2011,62.59,0.009955124
23/08/2011,61.97,0.033973892
22/08/2011,59.9,-0.001334668
19/08/2011,59.98,-0.018009574
18/08/2011,61.07,-0.045924396
17/08/2011,63.94,0.010059814
16/08/2011,63.3,-0.013962106
15/08/2011,64.19,0.023007633
12/08/2011,62.73,-0.010939467
11/08/2011,63.42,0.066327148
10/08/2011,59.35,-0.063643007
09/08/2011,63.25,0.069896724
08/08/2011,58.98,-0.068789392
05/08/2011,63.18,-0.015236296
04/08/2011,64.15,-0.041825388
03/08/2011,66.89,0.005847531
02/08/2011,66.5,0.004370439
01/08/2011,66.21,-0.011562558
29/07/2011,66.98,-0.002236971
28/07/2011,67.13,-0.018449346
27/07/2011,68.38,0.037245479
26/07/2011,65.88,0.005937446
25/07/2011,65.49,-0.004418382
22/07/2011,65.78,0.00793655
21/07/2011,65.26,0.023723882
20/07/2011,63.73,-0.002194358
19/07/2011,63.87,0.002822203
18/07/2011,63.69,-0.013722342
15/07/2011,64.57,-0.003092627
14/07/2011,64.77,-0.003852382
13/07/2011,65.02,0.003080717
12/07/2011,64.82,0.005104025
11/07/2011,64.49,-0.017675093
08/07/2011,65.64,-0.007890784
07/07/2011,66.16,0.013237166
06/07/2011,65.29,-0.000153151
05/07/2011,65.3,-0.014594361
01/07/2011,66.26,0.006662653
30/06/2011,65.82,-0.003942386
29/06/2011,66.08,0.02095038
28/06/2011,64.71,-0.000309023
27/06/2011,64.73,0.012123245
24/06/2011,63.95,-0.00825357
23/06/2011,64.48,-0.004796172
22/06/2011,64.79,-0.00092564
21/06/2011,64.85,0.005566738
20/06/2011,64.49,0.002795033
17/06/2011,64.31,-0.006972989
16/06/2011,64.76,0.007906405
15/06/2011,64.25,-0.022925844
14/06/2011,65.74,0
13/06/2011,65.74,-0.003795647
10/06/2011,65.99,-0.012648866
09/06/2011,66.83,0.008263889
08/06/2011,66.28,-0.015420621
07/06/2011,67.31,0.001040505
06/06/2011,67.24,-0.012708905
03/06/2011,68.1,-0.00366435
02/06/2011,68.35,0.005722266
01/06/2011,67.96,-0.012575104
31/05/2011,68.82,0.003493453
27/05/2011,68.58,0.013653592
26/05/2011,67.65,0.000443557
25/05/2011,67.62,-0.002363369
24/05/2011,67.78,-0.001621582
23/05/2011,67.89,-0.010549548
20/05/2011,68.61,-0.008562566
19/05/2011,69.2,-0.002165284
18/05/2011,69.35,0.011019395
17/05/2011,68.59,0.01409508
16/05/2011,67.63,-0.002510523
13/05/2011,67.8,-0.010125554
12/05/2011,68.49,0.00850445
11/05/2011,67.91,-0.007920253
10/05/2011,68.45,0.016052182
09/05/2011,67.36,0.001783061
06/05/2011,67.24,0.006565228
05/05/2011,66.8,0.004952362
04/05/2011,66.47,-0.015525017
03/05/2011,67.51,0.010572655
02/05/2011,66.8,-0.006713938
29/04/2011,67.25,-0.000445997
28/04/2011,67.28,0.016333622
27/04/2011,66.19,0.012465957
26/04/2011,65.37,-0.001223055
25/04/2011,65.45,0.001988224
21/04/2011,65.32,0.015427643
20/04/2011,64.32,-0.002484473
19/04/2011,64.48,-0.005721813
18/04/2011,64.85,-0.015757995
15/04/2011,65.88,-0.004845558
14/04/2011,66.2,-0.003016594
13/04/2011,66.4,-0.00315766
12/04/2011,66.61,-0.000150116
11/04/2011,66.62,0.012536982
08/04/2011,65.79,-0.000303951
07/04/2011,65.81,-0.010129348
06/04/2011,66.48,0.000752389
05/04/2011,66.43,-0.007946665
04/04/2011,66.96,0.01686787
01/04/2011,65.84,0.017466355
31/03/2011,64.7,0.00822539
30/03/2011,64.17,0.002496491
29/03/2011,64.01,0.01289326
28/03/2011,63.19,0.01306167
25/03/2011,62.37,0.003694487
24/03/2011,62.14,0.006295928
23/03/2011,61.75,0
22/03/2011,61.75,-0.00549097
21/03/2011,62.09,0.020501857
18/03/2011,60.83,0.000328839
17/03/2011,60.81,0.008587997
16/03/2011,60.29,0.00232481
15/03/2011,60.15,-0.015506744
14/03/2011,61.09,-0.004898769
11/03/2011,61.39,0.005553755
10/03/2011,61.05,-0.019947146
09/03/2011,62.28,-0.004965174
08/03/2011,62.59,0.007698514
07/03/2011,62.11,-0.009294939
04/03/2011,62.69,-0.000797257
03/03/2011,62.74,0.019474342
02/03/2011,61.53,-0.016920877
01/03/2011,62.58,-0.010649389
28/02/2011,63.25,-0.000474196
25/02/2011,63.28,0.010165272
24/02/2011,62.64,-0.026000046
23/02/2011,64.29,-0.008518599
22/02/2011,64.84,-0.013784871
18/02/2011,65.74,0.037190527
17/02/2011,63.34,0.007288893
16/02/2011,62.88,0.007983437
15/02/2011,62.38,-0.001921846
14/02/2011,62.5,-0.014928021
11/02/2011,63.44,-0.004874607
10/02/2011,63.75,-0.005163119
09/02/2011,64.08,-0.002960657
08/02/2011,64.27,0.022660293
07/02/2011,62.83,-0.003653988
04/02/2011,63.06,-0.003640685
03/02/2011,63.29,0.012560782
02/02/2011,62.5,0.005454851
01/02/2011,62.16,0.009212186
31/01/2011,61.59,0.006842646
28/01/2011,61.17,-0.032489188
