Date,Close,INTC
04/04/2014,26.16,-0.0095112
03/04/2014,26.41,0.019885933
02/04/2014,25.89,-0.003855055
01/04/2014,25.99,0.006949835
31/03/2014,25.81,0.007388717
28/03/2014,25.62,0.012173722
27/03/2014,25.31,-0.002761888
26/03/2014,25.38,-0.003147131
25/03/2014,25.46,0.013444252
24/03/2014,25.12,-0.001988468
21/03/2014,25.17,-0.01027677
20/03/2014,25.43,0.016254074
19/03/2014,25.02,0.008025725
18/03/2014,24.82,0.004846536
17/03/2014,24.7,0.008130126
14/03/2014,24.5,-0.002853069
13/03/2014,24.57,-0.007703261
12/03/2014,24.76,0.001212366
11/03/2014,24.73,-0.004438176
10/03/2014,24.84,0.008084118
07/03/2014,24.64,0.000405927
06/03/2014,24.63,0.005292095
05/03/2014,24.5,-0.004479747
04/03/2014,24.61,0.004479747
03/03/2014,24.5,-0.01055633
28/02/2014,24.76,0
27/02/2014,24.76,-0.001614205
26/02/2014,24.8,0.007284532
25/02/2014,24.62,-0.000406091
24/02/2014,24.63,0.008562743
21/02/2014,24.42,-0.013018898
20/02/2014,24.74,0.009748249
19/02/2014,24.5,-0.01055633
18/02/2014,24.76,0
14/02/2014,24.76,0.002426204
13/02/2014,24.7,0.006091389
12/02/2014,24.55,0.003263977
11/02/2014,24.47,0.007383134
10/02/2014,24.29,0.003298972
07/02/2014,24.21,0.009128694
06/02/2014,23.99,0.019785954
05/02/2014,23.52,-0.012674441
04/02/2014,23.82,-0.00544276
03/02/2014,23.95,-0.024336115
31/01/2014,24.54,-0.008116928
30/01/2014,24.74,0.002428168
29/01/2014,24.68,-0.008874604
28/01/2014,24.9,0.007255171
27/01/2014,24.72,-0.003634165
24/01/2014,24.81,-0.012815554
23/01/2014,25.13,-0.007137223
22/01/2014,25.31,-0.011002076
21/01/2014,25.59,-0.010108951
17/01/2014,25.85,-0.026342428
16/01/2014,26.54,-0.004886309
15/01/2014,26.67,0.006017318
14/01/2014,26.51,0.038843568
13/01/2014,25.5,-0.001175779
10/01/2014,25.53,0.008654657
09/01/2014,25.31,-0.004730005
08/01/2014,25.43,-0.006272071
07/01/2014,25.59,0.005093057
06/01/2014,25.46,-0.012490404
03/01/2014,25.78,-0.000387822
02/01/2014,25.79,-0.006570072
31/12/2013,25.96,0.004246291
30/12/2013,25.85,0.009718249
27/12/2013,25.6,-0.00389864
26/12/2013,25.7,0.010561412
24/12/2013,25.43,0.004334982
23/12/2013,25.32,0.010321648
20/12/2013,25.06,-0.003187254
19/12/2013,25.14,-0.000397693
18/12/2013,25.15,0.019675399
17/12/2013,24.66,0.008552282
16/12/2013,24.45,0.006565473
13/12/2013,24.29,-0.007383134
12/12/2013,24.47,0.002045409
11/12/2013,24.42,-0.016247311
10/12/2013,24.82,-0.004422118
09/12/2013,24.93,0.004422118
06/12/2013,24.82,0.022820876
05/12/2013,24.26,0.021667514
04/12/2013,23.74,0.008035569
03/12/2013,23.55,-0.006349228
02/12/2013,23.7,-0.005889794
29/11/2013,23.84,-0.002513617
27/11/2013,23.9,0.010515344
26/11/2013,23.65,-0.004219416
25/11/2013,23.75,-0.00503991
22/11/2013,23.87,-0.055411322
21/11/2013,25.23,0.026914659
20/11/2013,24.56,-0.00568414
19/11/2013,24.7,0.004056801
18/11/2013,24.6,0.003257332
15/11/2013,24.52,0.005315899
14/11/2013,24.39,-0.008573231
13/11/2013,24.6,0.006934558
12/11/2013,24.43,0.010699691
11/11/2013,24.17,0.003315378
08/11/2013,24.09,0.001246106
07/11/2013,24.06,-0.007865907
06/11/2013,24.25,0.009113568
05/11/2013,24.03,-0.009525854
04/11/2013,24.26,-0.002881253
01/11/2013,24.33,-0.005737721
31/10/2013,24.47,-0.00122524
30/10/2013,24.5,-0.000815994
29/10/2013,24.52,0.006546668
28/10/2013,24.36,0.004938282
25/10/2013,24.24,0.01915927
24/10/2013,23.78,0.001683502
23/10/2013,23.74,-0.013804863
22/10/2013,24.07,-0.002903964
21/10/2013,24.14,0.010828927
18/10/2013,23.88,-0.001673641
17/10/2013,23.92,0.009239881
16/10/2013,23.7,0.013166468
15/10/2013,23.39,-0.002561914
14/10/2013,23.45,0.008135348
11/10/2013,23.26,0.00690253
10/10/2013,23.1,0.022325287
09/10/2013,22.59,0.004881305
08/10/2013,22.48,-0.015449436
07/10/2013,22.83,0.000876424
04/10/2013,22.81,0.00924913
03/10/2013,22.6,-0.012750228
02/10/2013,22.89,0.002624673
01/10/2013,22.83,-0.003934431
30/09/2013,22.92,-0.002614381
27/09/2013,22.98,-0.018539009
26/09/2013,23.41,-0.012311767
25/09/2013,23.7,0
24/09/2013,23.7,0.003381237
23/09/2013,23.62,-0.006330471
20/09/2013,23.77,-0.0058725
19/09/2013,23.91,0.000418323
18/09/2013,23.9,0.00671707
17/09/2013,23.74,0.014852809
16/09/2013,23.39,-0.002135384
13/09/2013,23.44,0.035167505
12/09/2013,22.63,-0.007922577
11/09/2013,22.81,-0.007425236
10/09/2013,22.98,0.003050776
09/09/2013,22.91,0.010531032
06/09/2013,22.67,0.003092558
05/09/2013,22.6,-0.001768347
04/09/2013,22.64,0.025499033
03/09/2013,22.07,0.004086271
30/08/2013,21.98,-0.003633065
29/08/2013,22.06,-0.010372134
28/08/2013,22.29,0.00449641
27/08/2013,22.19,-0.003598744
26/08/2013,22.27,-0.007604599
23/08/2013,22.44,0.008053735
22/08/2013,22.26,0.004051322
21/08/2013,22.17,-0.01566378
20/08/2013,22.52,0.010714388
19/08/2013,22.28,0.016746261
16/08/2013,21.91,-0.005462007
15/08/2013,22.03,-0.02421643
14/08/2013,22.57,0.002217788
13/08/2013,22.52,-0.00531445
12/08/2013,22.64,0.005758598
09/08/2013,22.51,0.002669041
08/08/2013,22.45,-0.01107431
07/08/2013,22.7,-0.004395611
06/08/2013,22.8,-0.005249356
05/08/2013,22.92,-0.013004084
02/08/2013,23.22,0.000861698
01/08/2013,23.2,-0.006016348
31/07/2013,23.34,-0.001712329
30/07/2013,23.38,0.006006024
29/07/2013,23.24,-0.000860215
26/07/2013,23.26,0.008635632
25/07/2013,23.06,0.005653418
24/07/2013,22.93,0.007880951
23/07/2013,22.75,-0.000878735
22/07/2013,22.77,-0.011787956
19/07/2013,23.04,-0.008643096
18/07/2013,23.24,-0.038409448
17/07/2013,24.15,-0.004132237
16/07/2013,24.25,0.012865917
15/07/2013,23.94,0.001672241
12/07/2013,23.9,-0.003758618
11/07/2013,23.99,0.031331945
10/07/2013,23.25,0.00474241
09/07/2013,23.14,-0.00215843
08/07/2013,23.19,-0.036829559
05/07/2013,24.06,0.012547216
03/07/2013,23.76,0.00168492
02/07/2013,23.72,-0.007141387
01/07/2013,23.89,-0.014131573
28/06/2013,24.23,0.007456538
27/06/2013,24.05,0.001664586
26/06/2013,24.01,0.005429122
25/06/2013,23.88,0.012642393
24/06/2013,23.58,-0.025953738
21/06/2013,24.2,0.000413309
20/06/2013,24.19,-0.0329365
19/06/2013,25,-0.018625464
18/06/2013,25.47,0.014633443
17/06/2013,25.1,0.007197152
14/06/2013,24.92,-0.002805051
13/06/2013,24.99,0.021436615
12/06/2013,24.46,-0.01016889
11/06/2013,24.71,-0.012067725
10/06/2013,25.01,0.016935889
07/06/2013,24.59,-0.002437044
06/06/2013,24.65,-0.002026343
05/06/2013,24.7,-0.026369886
04/06/2013,25.36,0.004743092
03/06/2013,25.24,0.038777071
31/05/2013,24.28,0.002887195
30/05/2013,24.21,-0.002475249
29/05/2013,24.27,0.007859399
28/05/2013,24.08,0.006666691
24/05/2013,23.92,-0.005420067
23/05/2013,24.05,-0.000831255
22/05/2013,24.07,-0.003318128
21/05/2013,24.15,0.00290276
20/05/2013,24.08,0.001662511
17/05/2013,24.04,0.00416841
16/05/2013,23.94,-0.010801933
15/05/2013,24.2,0.014987791
14/05/2013,23.84,-0.010016778
13/05/2013,24.08,-0.017291497
10/05/2013,24.5,0.005730675
09/05/2013,24.36,0.004525825
08/05/2013,24.25,0.004132237
07/05/2013,24.15,0.009987599
06/05/2013,23.91,-0.002088992
03/05/2013,23.96,-0.006240919
02/05/2013,24.11,0.004989615
01/05/2013,23.99,0.001668753
30/04/2013,23.95,0.007964829
29/04/2013,23.76,0.015267472
26/04/2013,23.4,0.000855066
25/04/2013,23.38,-0.011904903
24/04/2013,23.66,0.011904903
23/04/2013,23.38,0.02161779
22/04/2013,22.88,0.019418086
19/04/2013,22.44,0.008952611
18/04/2013,22.24,0.014036907
17/04/2013,21.93,0.0004561
16/04/2013,21.92,0.024943556
15/04/2013,21.38,-0.013934271
12/04/2013,21.68,-0.006894994
11/04/2013,21.83,-0.019506175
10/04/2013,22.26,0.023177588
09/04/2013,21.75,0.030814763
08/04/2013,21.09,0.007137789
05/04/2013,20.94,-0.009505775
04/04/2013,21.14,0.00426642
03/04/2013,21.05,-0.019290177
02/04/2013,21.46,0.001398928
01/04/2013,21.43,-0.018951341
28/03/2013,21.84,0.00045798
27/03/2013,21.83,0.002752295
26/03/2013,21.77,0.02889297
25/03/2013,21.15,-0.008474627
22/03/2013,21.33,0.013689145
21/03/2013,21.04,-0.006631952
20/03/2013,21.18,0.00189036
19/03/2013,21.14,-0.005660392
18/03/2013,21.26,-0.005628533
15/03/2013,21.38,-0.012549549
14/03/2013,21.65,-0.000461787
13/03/2013,21.66,0.000923788
12/03/2013,21.64,-0.002307871
11/03/2013,21.69,0.005084365
08/03/2013,21.58,-0.014262952
07/03/2013,21.89,0.006416154
06/03/2013,21.75,0.011095814
05/03/2013,21.51,0.011220314
04/03/2013,21.27,0.011347639
01/03/2013,21.03,0.007158227
28/02/2013,20.88,-0.002391773
27/02/2013,20.93,0.016863806
26/02/2013,20.58,0.017153079
25/02/2013,20.23,-0.009348162
22/02/2013,20.42,0.008360019
21/02/2013,20.25,-0.023427133
20/02/2013,20.73,-0.017217068
19/02/2013,21.09,-0.001421464
15/02/2013,21.12,-0.005194817
14/02/2013,21.23,-0.00094162
13/02/2013,21.25,0.002827523
12/02/2013,21.19,0.007579383
11/02/2013,21.03,0.001427552
