Date,Close,CTSH
04/04/2014,50.19,-0.021679998
03/04/2014,51.29,-0.014901098
02/04/2014,52.06,0.007519557
01/04/2014,51.67,0.020925766
31/03/2014,50.6,0.018147871
28/03/2014,49.69,0.043391201
27/03/2014,47.58,-0.03144653
26/03/2014,49.1,0.010441286
25/03/2014,48.59,-0.009830102
24/03/2014,49.07,0.006337545
21/03/2014,48.76,-0.017483674
20/03/2014,49.62,0.000201552
19/03/2014,49.61,-0.029396357
18/03/2014,51.09,0.000783239
17/03/2014,51.05,0.015794998
14/03/2014,50.25,-0.006545694
13/03/2014,50.58,-0.019771614
12/03/2014,51.59,-0.014241965
11/03/2014,52.33,-0.010833518
10/03/2014,52.9,-0.70647946
07/03/2014,107.22,0.001213196
06/03/2014,107.09,0.013632515
05/03/2014,105.64,0.003128706
04/03/2014,105.31,0.023150739
03/03/2014,102.9,-0.011210013
28/02/2014,104.06,0.008298803
27/02/2014,103.2,-0.000968523
26/02/2014,103.3,0.000290458
25/02/2014,103.27,-0.009349015
24/02/2014,104.24,0.014591746
21/02/2014,102.73,0.020355686
20/02/2014,100.66,0.00667832
19/02/2014,99.99,-0.00079976
18/02/2014,100.07,-0.002694478
14/02/2014,100.34,0.005696882
13/02/2014,99.77,0.013318732
12/02/2014,98.45,0.007237913
11/02/2014,97.74,0.017442003
10/02/2014,96.05,-0.009842089
07/02/2014,97,0.015689449
06/02/2014,95.49,0.028036242
05/02/2014,92.85,-0.043828778
04/02/2014,97.01,0.01904423
03/02/2014,95.18,-0.018012877
31/01/2014,96.91,-0.017288549
30/01/2014,98.6,0.02859983
29/01/2014,95.82,-0.0096589
28/01/2014,96.75,0.009241538
27/01/2014,95.86,-0.014704624
24/01/2014,97.28,-0.012970615
23/01/2014,98.55,-0.019991625
22/01/2014,100.54,0.016244216
21/01/2014,98.92,-0.004236867
17/01/2014,99.34,-0.009617385
16/01/2014,100.3,-0.007251807
15/01/2014,101.03,0.00695275
14/01/2014,100.33,0.02135671
13/01/2014,98.21,-0.022751132
10/01/2014,100.47,0.009400069
09/01/2014,99.53,-0.004210955
08/01/2014,99.95,0.008338824
07/01/2014,99.12,0.01269117
06/01/2014,97.87,-0.004587398
03/01/2014,98.32,-0.005274916
02/01/2014,98.84,-0.021420096
31/12/2013,100.98,0.008852696
30/12/2013,100.09,0.009435926
27/12/2013,99.15,-0.002920592
26/12/2013,99.44,0.006052066
24/12/2013,98.84,0.002025522
23/12/2013,98.64,0.004878058
20/12/2013,98.16,0.011681658
19/12/2013,97.02,0.004545462
18/12/2013,96.58,0.024845347
17/12/2013,94.21,-0.001166923
16/12/2013,94.32,0.008304104
13/12/2013,93.54,0.003212338
12/12/2013,93.24,-0.002784622
11/12/2013,93.5,-0.012646962
10/12/2013,94.69,-0.001161011
09/12/2013,94.8,-0.014659948
06/12/2013,96.2,0.025477744
05/12/2013,93.78,0.004595744
04/12/2013,93.35,-0.005341893
03/12/2013,93.85,0.003094821
02/12/2013,93.56,-0.003520943
29/11/2013,93.89,-0.005629031
27/11/2013,94.42,0.004139035
26/11/2013,94.03,0.015000817
25/11/2013,92.63,-0.005275921
22/11/2013,93.12,-0.006636009
21/11/2013,93.74,0.008355699
20/11/2013,92.96,-0.004936162
19/11/2013,93.42,-0.001283697
18/11/2013,93.54,-0.008834074
15/11/2013,94.37,0.009903707
14/11/2013,93.44,0.006549656
13/11/2013,92.83,0.012792889
12/11/2013,91.65,0.010199134
11/11/2013,90.72,0.005415874
08/11/2013,90.23,0.008123341
07/11/2013,89.5,-0.0130982
06/11/2013,90.68,0.012093119
05/11/2013,89.59,0.031061214
04/11/2013,86.85,-0.007913339
01/11/2013,87.54,0.006992635
31/10/2013,86.93,-0.006078349
30/10/2013,87.46,-0.021603509
29/10/2013,89.37,0.005948056
28/10/2013,88.84,0.024613822
25/10/2013,86.68,0.000807894
24/10/2013,86.61,0.006138186
23/10/2013,86.08,-0.005907239
22/10/2013,86.59,-0.001384882
21/10/2013,86.71,0.010899922
18/10/2013,85.77,-0.002096437
17/10/2013,85.95,0.014768201
16/10/2013,84.69,-0.014302706
15/10/2013,85.91,-0.026533458
14/10/2013,88.22,-0.00711586
11/10/2013,88.85,0.053754633
10/10/2013,84.2,0.026719606
09/10/2013,81.98,-0.002436648
08/10/2013,82.18,-0.023094604
07/10/2013,84.1,-0.008878425
04/10/2013,84.85,0.015679143
03/10/2013,83.53,-0.002749718
02/10/2013,83.76,0.006347707
01/10/2013,83.23,0.013426268
30/09/2013,82.12,-0.00703801
27/09/2013,82.7,-0.003500517
26/09/2013,82.99,-0.001805815
25/09/2013,83.14,0.003011506
24/09/2013,82.89,0.005564979
23/09/2013,82.43,0.001578341
20/09/2013,82.3,-0.004122717
19/09/2013,82.64,-0.011430071
18/09/2013,83.59,0.030240935
17/09/2013,81.1,0.003087375
16/09/2013,80.85,0.014451479
13/09/2013,79.69,0.011104215
12/09/2013,78.81,-0.013235209
11/09/2013,79.86,0.007541514
10/09/2013,79.26,0.01193059
09/09/2013,78.32,0.010525062
06/09/2013,77.5,0.019544596
05/09/2013,76,0.00395518
04/09/2013,75.7,0.016113272
03/09/2013,74.49,0.016104279
30/08/2013,73.3,-0.009774718
29/08/2013,74.02,0.003247635
28/08/2013,73.78,0.02178616
27/08/2013,72.19,-0.019615196
26/08/2013,73.62,-0.001764267
23/08/2013,73.75,0.013514642
22/08/2013,72.76,0.003579792
21/08/2013,72.5,0.025848453
20/08/2013,70.65,-0.004800913
19/08/2013,70.99,-0.006598831
16/08/2013,71.46,0.008431753
15/08/2013,70.86,-0.021223919
14/08/2013,72.38,-0.013176145
13/08/2013,73.34,-0.000681524
12/08/2013,73.39,0.003138863
09/08/2013,73.16,0.003697368
08/08/2013,72.89,-0.012542768
07/08/2013,73.81,-0.002705995
06/08/2013,74.01,0.008140053
05/08/2013,73.41,-0.001361285
02/08/2013,73.51,0.000408191
01/08/2013,73.48,0.014945092
31/07/2013,72.39,0.000276319
30/07/2013,72.37,-0.002759764
29/07/2013,72.57,-0.002339826
26/07/2013,72.74,0.001651074
25/07/2013,72.62,0.012052511
24/07/2013,71.75,-0.007636275
23/07/2013,72.3,-0.007852903
22/07/2013,72.87,0.007023371
19/07/2013,72.36,-0.001794961
18/07/2013,72.49,0.017815363
17/07/2013,71.21,0.002812546
16/07/2013,71.01,0.000845309
15/07/2013,70.95,-0.006742546
12/07/2013,71.43,0.005334095
11/07/2013,71.05,0.019327019
10/07/2013,69.69,0.046103291
09/07/2013,66.55,0.007238759
08/07/2013,66.07,0.012335495
05/07/2013,65.26,0.007691162
03/07/2013,64.76,0.006351195
02/07/2013,64.35,0.004360698
01/07/2013,64.07,0.022572184
28/06/2013,62.64,-0.007316718
27/06/2013,63.1,-0.011815813
26/06/2013,63.85,0.016581509
25/06/2013,62.8,0.017671143
24/06/2013,61.7,-0.009837996
21/06/2013,62.31,-0.006398998
20/06/2013,62.71,-0.013148704
19/06/2013,63.54,-0.007838259
18/06/2013,64.04,0.009098102
17/06/2013,63.46,0.00759257
14/06/2013,62.98,-0.014658628
13/06/2013,63.91,-0.00140724
12/06/2013,64,-0.00669628
11/06/2013,64.43,0.004979005
10/06/2013,64.11,-0.037803874
07/06/2013,66.58,0.018646792
06/06/2013,65.35,0.022751117
05/06/2013,63.88,-0.014607874
04/06/2013,64.82,-0.00077107
03/06/2013,64.87,0.003397162
31/05/2013,64.65,-0.002317498
30/05/2013,64.8,0.008057062
29/05/2013,64.28,0.008436232
28/05/2013,63.74,-0.000470551
24/05/2013,63.77,-0.005317498
23/05/2013,64.11,-0.016091946
22/05/2013,65.15,0.008323106
21/05/2013,64.61,0.001238966
20/05/2013,64.53,-0.014919911
17/05/2013,65.5,0.035429436
16/05/2013,63.22,-0.019113852
15/05/2013,64.44,0.032329552
14/05/2013,62.39,-0.007823142
13/05/2013,62.88,-0.033620554
10/05/2013,65.03,-0.05125485
09/05/2013,68.45,0.004392394
08/05/2013,68.15,0.049171748
07/05/2013,64.88,-0.011798191
06/05/2013,65.65,-0.014517116
03/05/2013,66.61,0.034673195
02/05/2013,64.34,0.013299109
01/05/2013,63.49,-0.02042319
30/04/2013,64.8,0.029282606
29/04/2013,62.93,0.015533982
26/04/2013,61.96,0.009893844
25/04/2013,61.35,-0.009409544
24/04/2013,61.93,-0.048228697
23/04/2013,64.99,-0.025971541
22/04/2013,66.7,-0.016504724
19/04/2013,67.81,-0.038619305
18/04/2013,70.48,-0.006646422
17/04/2013,70.95,-0.023402656
16/04/2013,72.63,-0.005902962
15/04/2013,73.06,-0.033646021
12/04/2013,75.56,-0.027413282
11/04/2013,77.66,0.017667386
10/04/2013,76.3,0.024948215
09/04/2013,74.42,-0.002281727
08/04/2013,74.59,0.012546539
05/04/2013,73.66,-0.011070722
04/04/2013,74.48,-0.005890245
03/04/2013,74.92,-0.019038121
02/04/2013,76.36,-0.004964086
01/04/2013,76.74,0.001564946
28/03/2013,76.62,0.031959227
27/03/2013,74.21,-0.005509656
26/03/2013,74.62,0.003087044
25/03/2013,74.39,-0.006832366
22/03/2013,74.9,-0.01641986
21/03/2013,76.14,-0.019122534
20/03/2013,77.61,0.006593004
19/03/2013,77.1,-0.006593004
18/03/2013,77.61,-0.009617308
15/03/2013,78.36,-0.0040754
14/03/2013,78.68,-0.006461035
13/03/2013,79.19,0.002149043
12/03/2013,79.02,-0.009571861
11/03/2013,79.78,-0.009108554
08/03/2013,80.51,-0.000248385
07/03/2013,80.53,-0.002108789
06/03/2013,80.7,0.010713943
05/03/2013,79.84,0.015780167
04/03/2013,78.59,0.008305165
01/03/2013,77.94,0.015125361
28/02/2013,76.77,-0.005326417
27/02/2013,77.18,0.01725082
26/02/2013,75.86,0.005021816
25/02/2013,75.48,-0.011853161
22/02/2013,76.38,0.015968667
21/02/2013,75.17,-0.024702347
20/02/2013,77.05,-0.016348436
19/02/2013,78.32,0.018947528
15/02/2013,76.85,0.008756509
14/02/2013,76.18,-0.002621921
13/02/2013,76.38,-0.002876195
12/02/2013,76.6,-0.006765574
11/02/2013,77.12,-0.020661627
08/02/2013,78.73,0.002798272
07/02/2013,78.51,0.028946329
06/02/2013,76.27,-0.026778652
05/02/2013,78.34,0.007302576
04/02/2013,77.77,-0.015438903
01/02/2013,78.98,0.010180795
31/01/2013,78.18,0.002048656
30/01/2013,78.02,0.001539251
29/01/2013,77.9,0.002056027
28/01/2013,77.74,0.001415975
25/01/2013,77.63,0.009058033
24/01/2013,76.93,-0.010731243
23/01/2013,77.76,-0.005642487
22/01/2013,78.2,-0.014220656
18/01/2013,79.32,0.010136934
17/01/2013,78.52,0.006388165
16/01/2013,78.02,-0.001792804
15/01/2013,78.16,-0.003703471
14/01/2013,78.45,-0.000254907
11/01/2013,78.47,0.044561828
10/01/2013,75.05,0.008564217
09/01/2013,74.41,-0.001208784
08/01/2013,74.5,-0.013465972
07/01/2013,75.51,0.00437986
04/01/2013,75.18,-0.002391392
03/01/2013,75.36,-0.010297121
02/01/2013,76.14,0.030131596
31/12/2012,73.88,0.021479723
28/12/2012,72.31,-0.009497009
27/12/2012,73,-0.002052686
26/12/2012,73.15,-0.002730377
24/12/2012,73.35,-0.005167267
21/12/2012,73.73,0.000135639
20/12/2012,73.72,0.006122885
19/12/2012,73.27,-0.013421201
18/12/2012,74.26,0.017935263
17/12/2012,72.94,0.005636916
14/12/2012,72.53,0.006084931
13/12/2012,72.09,-0.001524707
12/12/2012,72.2,-0.000969059
11/12/2012,72.27,0.018151853
10/12/2012,70.97,0.009200999
07/12/2012,70.32,0.004989675
06/12/2012,69.97,0.003149158
05/12/2012,69.75,0.038137429
04/12/2012,67.14,0.002385924
03/12/2012,66.98,-0.003725509
30/11/2012,67.23,0.001637514
29/11/2012,67.12,0.021687597
28/11/2012,65.68,0.002133822
27/11/2012,65.54,-0.006842572
26/11/2012,65.99,-0.007397935
23/11/2012,66.48,0.014698348
21/11/2012,65.51,0.002598397
20/11/2012,65.34,-0.012320484
19/11/2012,66.15,0.006217322
16/11/2012,65.74,0.011166464
15/11/2012,65.01,0.011137006
14/11/2012,64.29,-0.015281613
13/11/2012,65.28,-0.010211169
12/11/2012,65.95,-0.000757863
09/11/2012,66,0.011122229
08/11/2012,65.27,-0.025264183
07/11/2012,66.94,-0.006106207
06/11/2012,67.35,0.019945176
05/11/2012,66.02,-0.001967164
02/11/2012,66.15,-0.015897155
01/11/2012,67.21,0.008366999
31/10/2012,66.65,-0.00119958
26/10/2012,66.73,-0.021349958
25/10/2012,68.17,-0.006287949
24/10/2012,68.6,-0.014328344
23/10/2012,69.59,-0.003156387
22/10/2012,69.81,0.015009663
19/10/2012,68.77,-0.008686894
18/10/2012,69.37,-0.002447629
17/10/2012,69.54,-0.010158182
16/10/2012,70.25,0.006426298
15/10/2012,69.8,0.003731883
12/10/2012,69.54,-0.00416159
11/10/2012,69.83,0.006753384
10/10/2012,69.36,-0.008756246
09/10/2012,69.97,-0.019530765
08/10/2012,71.35,-0.006565645
05/10/2012,71.82,-0.000139227
04/10/2012,71.83,0.004045482
03/10/2012,71.54,0.005747545
02/10/2012,71.13,-0.00168563
01/10/2012,71.25,0.019272242
28/09/2012,69.89,0.0168823
27/09/2012,68.72,0.012298837
26/09/2012,67.88,-0.000441859
25/09/2012,67.91,-0.008066334
24/09/2012,68.46,-0.002188664
21/09/2012,68.61,0.005260863
20/09/2012,68.25,-0.005260863
19/09/2012,68.61,-0.001310903
18/09/2012,68.7,-0.005081681
17/09/2012,69.05,-0.027848997
14/09/2012,71,0.01361337
13/09/2012,70.04,0.026621943
12/09/2012,68.2,0.013878859
11/09/2012,67.26,0.006563269
10/09/2012,66.82,-0.005670811
07/09/2012,67.2,0.01892801
06/09/2012,65.94,0.03189547
05/09/2012,63.87,-0.005464921
04/09/2012,64.22,-0.000933852
31/08/2012,64.28,0.007025242
30/08/2012,63.83,-0.014001473
29/08/2012,64.73,0.004800629
28/08/2012,64.42,-0.002015973
27/08/2012,64.55,-0.004790984
24/08/2012,64.86,-0.002002311
23/08/2012,64.99,0.002464953
22/08/2012,64.83,0.006033901
21/08/2012,64.44,0.0051342
20/08/2012,64.11,-0.00575474
17/08/2012,64.48,-0.006800644
16/08/2012,64.92,0.018500333
15/08/2012,63.73,-0.009059731
14/08/2012,64.31,-0.009748627
13/08/2012,64.94,-0.000461858
10/08/2012,64.97,0.008191067
09/08/2012,64.44,0.000620925
08/08/2012,64.4,0.009360443
07/08/2012,63.8,-0.006405771
06/08/2012,64.21,0.104132662
03/08/2012,57.86,0.027687067
02/08/2012,56.28,0.000355429
01/08/2012,56.26,-0.009024214
31/07/2012,56.77,-0.009467111
30/07/2012,57.31,-0.021064315
27/07/2012,58.53,0.027190176
26/07/2012,56.96,0.015213455
25/07/2012,56.1,0.008053735
24/07/2012,55.65,-0.014981554
23/07/2012,56.49,-0.014585972
20/07/2012,57.32,-0.028209645
19/07/2012,58.96,-0.005918678
18/07/2012,59.31,0.019236273
17/07/2012,58.18,-0.001374098
16/07/2012,58.26,0.017313452
13/07/2012,57.26,0.033925641
12/07/2012,55.35,-0.020917899
11/07/2012,56.52,0.005855753
10/07/2012,56.19,-0.020608391
09/07/2012,57.36,-0.005216496
06/07/2012,57.66,-0.043440831
05/07/2012,60.22,0.007835332
03/07/2012,59.75,0.006043329
02/07/2012,59.39,-0.0102187
29/06/2012,60,0.065427805
28/06/2012,56.2,-0.024779407
27/06/2012,57.61,0.011698082
26/06/2012,56.94,-0.016719303
25/06/2012,57.9,-0.009796418
22/06/2012,58.47,0.008588167
21/06/2012,57.97,-0.040235312
20/06/2012,60.35,-0.000662581
19/06/2012,60.39,0.007646314
18/06/2012,59.93,-0.009466151
