Date,Close,CTSH
15/06/2012,60.5,0.02358166
14/06/2012,59.09,0.008156375
13/06/2012,58.61,-0.00034118
12/06/2012,58.63,0.009769552
11/06/2012,58.06,-0.013514875
08/06/2012,58.85,-0.008123247
07/06/2012,59.33,-0.013061137
06/06/2012,60.11,0.029545493
05/06/2012,58.36,0.007395339
04/06/2012,57.93,0.017940044
01/06/2012,56.9,-0.023448751
31/05/2012,58.25,-0.01041765
30/05/2012,58.86,-0.035712121
29/05/2012,61,0.016529302
25/05/2012,60,-0.001831655
24/05/2012,60.11,-0.01911411
23/05/2012,61.27,0.005564662
22/05/2012,60.93,-0.002458816
21/05/2012,61.08,0.024025677
18/05/2012,59.63,0.00302318
17/05/2012,59.45,-0.01535667
16/05/2012,60.37,-0.013654897
15/05/2012,61.2,0.019136183
14/05/2012,60.04,-0.020605691
11/05/2012,61.29,0.003923497
10/05/2012,61.05,0.007563338
09/05/2012,60.59,0.004797759
08/05/2012,60.3,0.068637569
07/05/2012,56.3,-0.21293173
04/05/2012,69.66,-0.020320415
03/05/2012,71.09,-0.024318575
02/05/2012,72.84,-0.007386164
01/05/2012,73.38,0.000681617
30/04/2012,73.33,-0.008824984
27/04/2012,73.98,0.007870851
26/04/2012,73.4,0.017731205
25/04/2012,72.11,-0.003875437
24/04/2012,72.39,0.008601607
23/04/2012,71.77,0.002231832
20/04/2012,71.61,-0.004041536
19/04/2012,71.9,-0.01065238
18/04/2012,72.67,-0.021509133
17/04/2012,74.25,0.021096393
16/04/2012,72.7,-0.015017347
13/04/2012,73.8,-0.03932494
12/04/2012,76.76,0.018274353
11/04/2012,75.37,0.007324089
10/04/2012,74.82,-0.014463199
09/04/2012,75.91,-0.018016153
05/04/2012,77.29,0.0131538
04/04/2012,76.28,-0.000393211
03/04/2012,76.31,-0.009131292
02/04/2012,77.01,0.000779423
30/03/2012,76.95,0.008482922
29/03/2012,76.3,-0.001309758
28/03/2012,76.4,-0.013133275
27/03/2012,77.41,-0.003353111
26/03/2012,77.67,0.016748201
23/03/2012,76.38,0.000130933
22/03/2012,76.37,-0.007435948
21/03/2012,76.94,0.015323461
20/03/2012,75.77,-0.005527785
19/03/2012,76.19,-0.009405687
16/03/2012,76.91,0.008487353
15/03/2012,76.26,0.012535626
14/03/2012,75.31,-0.004240102
13/03/2012,75.63,0.038137075
12/03/2012,72.8,0.001374571
09/03/2012,72.7,-0.002198407
08/03/2012,72.86,0.024593112
07/03/2012,71.09,0.009895472
06/03/2012,70.39,-0.014806729
05/03/2012,71.44,0.001400757
02/03/2012,71.34,-0.000420433
01/03/2012,71.37,0.005902209
29/02/2012,70.95,-0.008421102
28/02/2012,71.55,-0.006269613
27/02/2012,72,-0.00249688
24/02/2012,72.18,0.022132855
23/02/2012,70.6,-0.007619622
22/02/2012,71.14,0.007477989
21/02/2012,70.61,-0.006634226
17/02/2012,71.08,-0.012304406
16/02/2012,71.96,0.017381991
15/02/2012,70.72,-0.000424118
14/02/2012,70.75,0.001414427
13/02/2012,70.65,0.008100663
10/02/2012,70.08,-0.008525201
09/02/2012,70.68,-0.000989889
08/02/2012,70.75,-0.017652462
07/02/2012,72.01,-0.004986851
06/02/2012,72.37,-0.013450656
03/02/2012,73.35,0.010139851
02/02/2012,72.61,-0.004945744
01/02/2012,72.97,0.016860543
31/01/2012,71.75,0.010648833
30/01/2012,70.99,-0.004777974
27/01/2012,71.33,0.001402918
26/01/2012,71.23,-0.007552483
25/01/2012,71.77,0.008254681
24/01/2012,71.18,0.008040103
23/01/2012,70.61,0.006250908
20/01/2012,70.17,0.005000368
19/01/2012,69.82,0.006754355
18/01/2012,69.35,0.013354822
17/01/2012,68.43,0.001316078
13/01/2012,68.34,-0.011204191
12/01/2012,69.11,-0.016787825
11/01/2012,70.28,0.007426484
10/01/2012,69.76,0.045755782
09/01/2012,66.64,0.00345735
06/01/2012,66.41,-0.01316399
05/01/2012,67.29,0.01996314
04/01/2012,65.96,0.003645205
03/01/2012,65.72,0.021688153
30/12/2011,64.31,0.010158718
29/12/2011,63.66,0.007726917
28/12/2011,63.17,-0.01601793
27/12/2011,64.19,-0.005747589
23/12/2011,64.56,0.005591813
22/12/2011,64.2,0.011278315
21/12/2011,63.48,-0.063326776
20/12/2011,67.63,0.052827581
19/12/2011,64.15,-0.020673368
16/12/2011,65.49,-0.000763184
15/12/2011,65.54,0.007043361
14/12/2011,65.08,-0.02773115
13/12/2011,66.91,-0.007889881
12/12/2011,67.44,-0.028360328
09/12/2011,69.38,0.029844228
08/12/2011,67.34,-0.035449704
07/12/2011,69.77,-0.00171846
06/12/2011,69.89,-0.001001073
05/12/2011,69.96,0.021089905
02/12/2011,68.5,0.013373702
01/12/2011,67.59,0.00355714
30/11/2011,67.35,0.038905989
29/11/2011,64.78,0.001390284
28/11/2011,64.69,0.034760125
25/11/2011,62.48,0.008518897
23/11/2011,61.95,-0.050671632
22/11/2011,65.17,0.007083491
21/11/2011,64.71,-0.023217783
18/11/2011,66.23,-0.013646459
17/11/2011,67.14,-0.018592833
16/11/2011,68.4,-0.016960615
15/11/2011,69.57,0.028725457
14/11/2011,67.6,-0.017886417
11/11/2011,68.82,0.021739987
10/11/2011,67.34,-0.003557668
09/11/2011,67.58,-0.054425407
08/11/2011,71.36,0.012408507
07/11/2011,70.48,-0.005094831
04/11/2011,70.84,-0.005490265
03/11/2011,71.23,0.018562347
02/11/2011,69.92,-0.01420075
01/11/2011,70.92,-0.025476425
31/10/2011,72.75,-0.039352875
28/10/2011,75.67,-0.011823574
27/10/2011,76.57,0.074258675
26/10/2011,71.09,0.013596017
25/10/2011,70.13,-0.018507274
24/10/2011,71.44,0.017224766
21/10/2011,70.22,0.012322838
20/10/2011,69.36,-0.013603704
19/10/2011,70.31,-0.017202906
18/10/2011,71.53,0.002659762
17/10/2011,71.34,-0.012259836
14/10/2011,72.22,0.016755488
13/10/2011,71.02,-0.003373633
12/10/2011,71.26,0.054503902
11/10/2011,67.48,-0.005762853
10/10/2011,67.87,0.033713583
07/10/2011,65.62,-0.00516797
06/10/2011,65.96,0.033765637
05/10/2011,63.77,0.014054712
04/10/2011,62.88,0.024632977
03/10/2011,61.35,-0.021766276
30/09/2011,62.7,-0.036794757
29/09/2011,65.05,0
28/09/2011,65.05,-0.022346449
27/09/2011,66.52,0.037838626
26/09/2011,64.05,0.023857676
23/09/2011,62.54,0.026901638
22/09/2011,60.88,-0.031846221
21/09/2011,62.85,-0.018288386
20/09/2011,64.01,-0.000468567
19/09/2011,64.04,-0.01856489
16/09/2011,65.24,0.001994631
15/09/2011,65.11,0.018289412
14/09/2011,63.93,0.031299719
13/09/2011,61.96,0.007451841
12/09/2011,61.5,0.011611873
09/09/2011,60.79,-0.020031612
08/09/2011,62.02,-0.035013478
07/09/2011,64.23,0.061978098
06/09/2011,60.37,-0.012019573
02/09/2011,61.1,-0.032367369
01/09/2011,63.11,-0.005372959
31/08/2011,63.45,0.010297121
30/08/2011,62.8,-0.004131581
29/08/2011,63.06,0.035839187
26/08/2011,60.84,0.027325926
25/08/2011,59.2,-0.020398634
24/08/2011,60.42,0.011653203
23/08/2011,59.72,0.055957449
22/08/2011,56.47,0.026194537
19/08/2011,55.01,0.0100485
18/08/2011,54.46,-0.134655439
17/08/2011,62.31,-0.006717876
16/08/2011,62.73,-0.018948933
15/08/2011,63.93,-0.010425676
12/08/2011,64.6,0.025238427
11/08/2011,62.99,0.034892895
10/08/2011,60.83,-0.064148013
09/08/2011,64.86,0.051893958
08/08/2011,61.58,-0.09828782
05/08/2011,67.94,-0.012433423
04/08/2011,68.79,-0.055420541
03/08/2011,72.71,0.032711891
02/08/2011,70.37,-0.004678537
01/08/2011,70.7,0.0118092
29/07/2011,69.87,0.001432255
28/07/2011,69.77,-0.001575367
27/07/2011,69.88,-0.053494648
26/07/2011,73.72,-0.008105962
25/07/2011,74.32,0.00742795
22/07/2011,73.77,0.004347242
21/07/2011,73.45,0.005597666
20/07/2011,73.04,-0.019254832
19/07/2011,74.46,0.028608408
18/07/2011,72.36,-0.023221915
15/07/2011,74.06,0.014690144
14/07/2011,72.98,-0.014149896
13/07/2011,74.02,0.006505851
12/07/2011,73.54,-0.016453507
11/07/2011,74.76,-0.021437899
08/07/2011,76.38,-0.016104244
07/07/2011,77.62,0.021091786
06/07/2011,76,0.00435156
05/07/2011,75.67,0.011563896
01/07/2011,74.8,0.019711722
30/06/2011,73.34,0.003551431
29/06/2011,73.08,0.003152199
28/06/2011,72.85,0.013404471
27/06/2011,71.88,0.010348295
24/06/2011,71.14,-0.013404278
23/06/2011,72.1,0.006121332
22/06/2011,71.66,-0.005566393
21/06/2011,72.06,0.059315806
20/06/2011,67.91,0.003835945
17/06/2011,67.65,0.031686711
16/06/2011,65.54,-0.03094734
15/06/2011,67.6,-0.042571942
14/06/2011,70.54,-0.002407081
13/06/2011,70.71,-0.031872436
10/06/2011,73,-0.008049706
09/06/2011,73.59,0.010381189
08/06/2011,72.83,-0.01917513
07/06/2011,74.24,0.000404176
06/06/2011,74.21,0.005404688
03/06/2011,73.81,-0.020782406
02/06/2011,75.36,0.012686289
01/06/2011,74.41,-0.021669176
31/05/2011,76.04,0.016842783
27/05/2011,74.77,-0.006399169
26/05/2011,75.25,0.020134908
25/05/2011,73.75,0.014614752
24/05/2011,72.68,0.006764711
23/05/2011,72.19,-0.025439009
20/05/2011,74.05,0.004873436
19/05/2011,73.69,0.004351972
18/05/2011,73.37,-0.004759
17/05/2011,73.72,-0.000406862
16/05/2011,73.75,-0.036217512
13/05/2011,76.47,-0.019938517
12/05/2011,78.01,0.016283637
11/05/2011,76.75,-0.022035554
10/05/2011,78.46,0.013343796
09/05/2011,77.42,0.008431206
06/05/2011,76.77,0.003261794
05/05/2011,76.52,-0.009753637
04/05/2011,77.27,-0.003230186
03/05/2011,77.52,-0.058740982
02/05/2011,82.21,-0.008358113
29/04/2011,82.9,0.017768509
28/04/2011,81.44,-0.004288434
27/04/2011,81.79,-0.001954318
26/04/2011,81.95,0.001465381
25/04/2011,81.83,-0.007790666
21/04/2011,82.47,0.005227658
20/04/2011,82.04,0.034221043
19/04/2011,79.28,0.016661753
18/04/2011,77.97,-0.009573115
15/04/2011,78.72,-0.025832157
14/04/2011,80.78,0.006582648
13/04/2011,80.25,0.004120628
12/04/2011,79.92,-0.00723105
11/04/2011,80.5,0.00298582
08/04/2011,80.26,-0.006829355
07/04/2011,80.81,-0.007151695
06/04/2011,81.39,-0.007588776
05/04/2011,82.01,-0.004137266
04/04/2011,82.35,-0.000728332
01/04/2011,82.41,0.012331516
31/03/2011,81.4,-0.003066546
30/03/2011,81.65,0.008857236
29/03/2011,80.93,0.016947446
28/03/2011,79.57,-0.005764427
25/03/2011,80.03,0.003003381
24/03/2011,79.79,0.0372825
23/03/2011,76.87,0
22/03/2011,76.87,0.016527134
21/03/2011,75.61,0.018959179
18/03/2011,74.19,-0.006850722
17/03/2011,74.7,0.023980015
16/03/2011,72.93,-0.014565016
15/03/2011,74,-0.018344225
14/03/2011,75.37,-0.013180631
11/03/2011,76.37,0.003410287
10/03/2011,76.11,-0.029771808
09/03/2011,78.41,0.007938582
08/03/2011,77.79,0.02446446
07/03/2011,75.91,-0.005386599
04/03/2011,76.32,-0.006790311
03/03/2011,76.84,0.029987056
02/03/2011,74.57,0.001073393
01/03/2011,74.49,-0.031450795
28/02/2011,76.87,0.004694232
25/02/2011,76.51,0.020867107
24/02/2011,74.93,0.013706208
23/02/2011,73.91,-0.021946552
22/02/2011,75.55,-0.028446595
18/02/2011,77.73,0.010995519
17/02/2011,76.88,0.003126631
16/02/2011,76.64,0.001828393
15/02/2011,76.5,0.001569859
14/02/2011,76.38,0.011588226
11/02/2011,75.5,0.001988731
10/02/2011,75.35,0.015110269
09/02/2011,74.22,-0.033259111
08/02/2011,76.73,0.026544972
07/02/2011,74.72,-0.009324698
04/02/2011,75.42,0.00718566
03/02/2011,74.88,-0.016949558
02/02/2011,76.16,0.010692465
01/02/2011,75.35,0.03236965
31/01/2011,72.95,0.018260294
28/01/2011,71.63,-0.02127152
